unit,geo\time	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
NR,LI	23.98 	27.75 	25.82 	24.82 	23.81 	25.54 	31.57 	30.03 	36.81 	29.88 	43.87 	32.37 	27.7 	55.75 e	59.71 e	: 	: 	: 
NR,LT	4.69 	3.15 	2.66 	16.85 	11.12 	8.8 	9.67 	9.8 	16.87 	8.31 	15.9 	18.85 	32.56 	40.64 e	48.89 e	24.5 be	19.15 e	21.57 e
NR,LU	80.45 	72.98 	60.59 	87.17 	115.01 	98.41 	107.04 	73.78 	93.57 	74.63 	76.71 	69.8 	67.41 	65 e	61.1 e	65.37 be	61.46 e	55.49 e
NR,LV	8.98 	5.13 	6.83 	7.11 	9.82 	17.82 	16.43 	15.67 	22.78 	18.66 	15.78 	17.88 	27.12 	67.17 e	: 	26.17 be	21.64 e	22.26 e
NR,MT	4.5 	5.45 	4 	3.25 	6 	11.25 	6.85 	6.83 	5.5 	7.8 	3.5 	0.33 	5.5 	4.87 e	: 	7.43 be	6.65 e	6.63 e
NR,NL	3470.54 	3925.52 	3557.8 	3502.23 	3668.51 	3517.16 	3745.79 	3348.21 	3456.76 	3454.04 	3059.78 	3449.61 	3389.47 	3367.95 e	3470.67 e	3500.2 be	3452.44 e	3477.55 e
NR,NO	402.47 	357.96 	396.44 	351.71 	397.53 	499.14 	488.55 	484.01 	455.72 	597.84 	525.73 	490.02 	523.08 	498.16 e	488.97 e	: 	: 	: 
NR,PL	43.06 	58.57 	83.66 	109.63 	124.52 	127.94 	140.31 	201.77 	233.72 	291.61 	361.36 	384.77 	483.31 	547.21 e	609.16 e	578.38 be	627.33 e	686.64 e
NR,PT	41.98 	42.45 	39.52 	66.72 	58.5 	122.85 	106.45 	123.83 	117.07 	92.22 	95.08 	121.03 	112.18 	118.83 e	126.75 e	137.37 be	139.12 e	142.23 e
NR,RO	6 	10.36 	11.35 	16.27 	23.2 	28.68 	20.18 	32.57 	33.47 	31.13 	34.63 	60.42 	71.61 	85.1 e	101.92 e	93.51 be	98.91 e	99.57 e
NR,RU	228.25 	245.34 	186.83 	227.77 	243.73 	305.3 	272.04 	256.15 	249.58 	257.87 	335.15 	367.14 	351.98 	383.35 e	399.42 e	: 	: 	: 
NR,SE	2314.72 	2151.79 	2066.3 	2056.44 	2245.22 	2444.68 	2638.47 	2848.73 	2787.83 	2625.97 	2816.67 	2830.36 	3085.69 	3238.93 e	3379.68 e	2925.66 be	2900.34 e	2833.23 e
NR,SI	49.12 	51 	83.33 	73.44 	111.88 	108.42 	100.42 	120.11 	138.91 	123.25 	106.26 	112.13 	126.72 	127.88 e	135.09 e	119.09 be	112.36 e	114.25 e
NR,SK	11.23 	12.29 	25.69 	31.39 	20.61 	31.3 	40.36 	38.88 	36.87 	28.86 	46.5 	54.83 	44.53 	49.75 e	: 	41.93 be	54.23 e	55.14 e
NR,TR	44.94 	49.82 	66.05 	83.42 	118.39 	165.15 	188.71 	240.53 	257.54 	343.63 	485.6 	390.06 	449.03 	484.16 e	483.68 e	: 	: 	: 
NR,UK	6083 	5684.43 	5643.69 	5674.48 	5625.08 	5672.17 	5807.7 	5631.2 	5391.42 	5447.89 	5353.2 	5434.75 	5388.95 	5369.3 e	5374.67 e	5692.11 be	5543.35 e	5437.02 e
NR,US	32098.49 	31741.05 	33324.85 	34283.93 	36040.06 	37644.31 	35273.28 	32593.68 	31070.88 	30382.18 	30467.56 	32467.45 	34066.32 	35294.37 e	36903.31 e	: 	: 	: 
P_MHAB,AT	147.86 	149.9 	160.12 	171.88 	178.02 	185.8 	212.05 	207.89 	195.74 	205.31 	212 	214.96 	221.57 	226.4 e	230.54 e	233.15 be	232.76 e	231.35 e
P_MHAB,BE	128.23 	118.39 	129.47 	131.63 	146.16 	145.43 	146.71 	147.85 	140.75 	131.88 	139.77 	137.86 	135.8 	137.63 e	137.73 e	139.69 be	140.49 e	145.83 e
P_MHAB,BG	0.91 	1.96 	1.86 	2.73 	2.28 	3.03 	3.56 	1.61 	2.48 	2.12 	2.29 	3.58 	4.62 	5.47 e	6.55 e	4.43 be	4.34 e	4.13 e
P_MHAB,BR	0.68 	0.81 	0.76 	0.99 	1.08 	1.13 	1.22 	1.44 	1.52 	1.35 	1.17 	1.29 	1.29 	: 	: 	: 	: 	: 
P_MHAB,CA	55.08 	56.73 	58.36 	61.68 	72.15 	77.19 	75.12 	71.61 	65.05 	67.98 	69 	64.76 	65.45 	: 	: 	: 	: 	: 
P_MHAB,CH	380.45 	390.9 	367.75 	382.2 	417.68 	434.34 	432.87 	436.09 	417.17 	408.86 	431.08 	417.98 	407.55 	407.12 e	398.67 e	: 	: 	: 
P_MHAB,CY	8.98 	21.19 	9.81 	7.05 	8.3 	22.9 	8.51 	13.63 	14.49 	19.11 	9.36 	6.7 	2.9 	9.17 e	9.36 e	10.34 be	10.99 e	10.62 e
P_MHAB,CZ	6.48 	6.97 	8.93 	10.88 	11.01 	10.55 	14.96 	18.46 	20.27 	16.89 	18.41 	21.25 	22.08 	23.83 e	25.68 e	28.03 be	30.19 e	33.78 e
P_MHAB,DE	269.17 	266.7 	265.37 	269.16 	280.31 	291.7 	292.94 	296.38 	281.85 	285.84 	286.59 	280.89 	267.95 	261.24 e	256.97 e	259.00 be	245.06 e	228.81 e
P_MHAB,DK	184.54 	173.67 	179.96 	207.33 	206.33 	220.57 	210.05 	240.64 	238.63 	218.1 	232.97 	263.73 	236.21 	242.18 e	245.12 e	240.66 be	240.47 e	246.61 e
P_MHAB,EA18	133.29 	133.65 	133.37 	136.37 	142.87 	146.38 	148.36 	147.3 	142.63 	141.83 	140.48 	141.08 	138.19 	137.04 e	136.26 e	137.08 be	133.09 e	128.89 e
P_MHAB,EA19	131.84 	132.21 	131.96 	134.98 	141.41 	144.91 	146.91 	145.89 	141.3 	140.5 	139.21 	139.85 	137.06 	135.96 e	135.21 e	135.97 be	132.02 e	127.88 e
P_MHAB,EE	3.27 	6.58 	4.12 	8.29 	6.24 	4.69 	15.71 	21.01 	26.35 	33.65 	29.2 	20.98 	17.87 	21.14 e	18.42 e	29.14 be	25.08 e	27.60 e
P_MHAB,EL	5.23 	6.56 	7.07 	7.8 	6.06 	10.08 	9.62 	9.4 	8.51 	8.33 	5.89 	7.66 	9.16 	9.51 e	10.77 e	8.95 be	8.54 e	8.38 e
P_MHAB,ES	20.05 	21.69 	22.79 	23.02 	28.61 	31.5 	30.71 	31 	31.61 	33.15 	32.51 	31.72 	32.42 	32.38 e	32.54 e	35.06 be	35.35 e	35.56 e
P_MHAB,EU28	106.31 	105.41 	105.41 	107.97 	112.64 	115.67 	117.65 	117.56 	114.03 	113.16 	112.82 	113.87 	112.29 	112.03 e	111.97 e	112.55 be	109.71 e	106.84 e
P_MHAB,FI	277.53 	272.47 	249.03 	248.93 	270.09 	256.61 	257.11 	241.99 	238.89 	247.1 	260.13 	250.63 	303.24 	321.58 e	341.72 e	253.07 be	239.63 e	235.68 e
P_MHAB,FR	120.8 	119.77 	121.3 	128.63 	134.04 	133.66 	134.57 	135.82 	136.51 	134.62 	131.3 	137.34 	136.27 	136.86 e	138.74 e	144.48 be	143.19 e	141.85 e
P_MHAB,HR	3.45 	4.89 	8.55 	9.41 	7.45 	7.74 	8.24 	7.24 	6.7 	5.11 	7.05 	3.96 	4.53 	4.34 e	3.43 e	4.24 be	5.03 e	4.80 e
P_MHAB,HU	11.88 	9.83 	11.84 	13.14 	15.17 	13.43 	16.37 	18.99 	18.04 	18.38 	19.52 	22.19 	20.92 	21.76 e	22.51 e	20.82 be	20.47 e	20.08 e
P_MHAB,IE	54.61 	65.7 	57.79 	57.41 	67.81 	66.84 	69.3 	75.89 	73.66 	76.59 	71.24 	81.36 	68.35 	71.69 e	71.83 e	81.69 be	76.57 e	77.64 e
P_MHAB,IN	0.17 	0.26 	0.42 	0.47 	0.47 	0.52 	0.5 	0.54 	0.6 	0.69 	0.82 	0.91 	0.92 	0.99 e	: 	: 	: 	: 
P_MHAB,IS	134.49 	74.75 	140.07 	106.84 	109.96 	113.05 	100.6 	80.61 	79.09 	80.78 	57.05 	71.31 	86.83 	88.24 e	97.74 e	: 	: 	: 
P_MHAB,IT	70.38 	70 	74.21 	76.95 	79.94 	84.86 	87.3 	84.63 	81.04 	75.09 	76.04 	74.36 	72.96 	72.07 e	69.67 e	71.88 be	69.93 e	68.46 e
P_MHAB,JP	174.14 	160.67 	165.37 	173.84 	182.14 	173.48 	171.62 	167.64 	152.04 	155.56 	171.21 	170.43 	165.44 	169.02 e	: 	: 	: 	: 
P_MHAB,KR	27.03 	34.6 	49.61 	70.13 	93.66 	108.1 	108.25 	97.11 	82.29 	99.36 	109.3 	107.77 	116.93 	122.8 e	127.37 e	: 	: 	: 
P_MHAB,LI	739.53 	844.41 	770.17 	732.95 	694.29 	738.15 	904.45 	853.9 	1041.12 	839.59 	1222.21 	895.46 	759.42 	1513.38 e	1608.18 e	: 	: 	: 
P_MHAB,LT	1.34 	0.9 	0.77 	4.91 	3.27 	2.62 	2.94 	3.02 	5.25 	2.61 	5.06 	6.18 	10.84 	13.67 e	16.61 e	8.39 be	6.63 e	7.57 e
P_MHAB,LU	185.54 	166.24 	136.45 	194.45 	252.79 	213.36 	228.19 	154.94 	193.41 	151.23 	152.79 	136.37 	128.44 	121.03 e	111.16 e	116.12 be	106.66 e	93.94 e
P_MHAB,LV	3.77 	2.18 	2.94 	3.09 	4.31 	7.92 	7.37 	7.09 	10.39 	8.63 	7.44 	8.62 	13.26 	33.19 e	42.12 e	13.18 be	10.99 e	11.41 e
P_MHAB,MT	11.84 	13.92 	10.14 	8.18 	15 	27.94 	16.91 	16.84 	13.49 	18.98 	8.45 	0.8 	13.17 	11.56 e	12.53 e	16.90 be	14.76 e	14.40 e
P_MHAB,NL	218.77 	245.54 	220.91 	216.29 	225.64 	215.7 	229.32 	204.68 	210.71 	209.52 	184.6 	207.11 	202.59 	200.72 e	206.23 e	207.10 be	203.33 e	203.59 e
P_MHAB,NO	89.87 	79.49 	87.63 	77.26 	86.85 	108.36 	105.29 	103.4 	96.2 	124.57 	108.21 	99.59 	104.91 	98.62 e	95.73 e	: 	: 	: 
P_MHAB,PL	1.13 	1.53 	2.19 	2.87 	3.26 	3.35 	3.68 	5.29 	6.13 	7.65 	9.5 	10.11 	12.7 	14.38 e	16.02 e	15.22 be	16.52 e	18.08 e
P_MHAB,PT	4.1 	4.11 	3.8 	6.39 	5.59 	11.71 	10.13 	11.76 	11.09 	8.73 	8.99 	11.45 	10.64 	11.33 e	12.16 e	13.24 be	13.45 e	13.80 e
P_MHAB,RO	0.27 	0.46 	0.52 	0.75 	1.08 	1.34 	0.95 	1.54 	1.62 	1.52 	1.71 	2.99 	3.56 	4.25 e	5.11 e	4.71 be	5.01 e	5.07 e
P_MHAB,RU	1.55 	1.68 	1.28 	1.57 	1.69 	2.13 	1.91 	1.8 	1.76 	1.82 	2.36 	2.57 	2.46 	2.67 e	: 	: 	: 	: 
P_MHAB,SE	261.21 	242.24 	231.93 	230.01 	250.15 	271.29 	291.62 	312.59 	303.59 	283.69 	301.55 	300.6 	325.4 	338.95 e	350.41 e	300.15 be	294.42 e	283.46 e
P_MHAB,SI	24.71 	25.63 	41.79 	36.81 	56.04 	54.28 	50.13 	59.75 	69.1 	60.64 	51.91 	54.69 	61.65 	62.11 e	65.54 e	57.73 be	54.43 e	55.30 e
P_MHAB,SK	2.08 	2.28 	4.78 	5.84 	3.84 	5.83 	7.51 	7.24 	6.86 	5.36 	8.63 	10.17 	8.24 	9.19 e	9.39 e	7.73 be	9.99 e	10.14 e
P_MHAB,TR	0.67 	0.77 	1.01 	1.26 	1.76 	2.43 	2.74 	3.45 	3.65 	4.8 	6.69 	5.29 	6.01 	6.4 e	6.31 e	: 	: 	: 
P_MHAB,UK	103.48 	96.35 	95.27 	95.37 	94.07 	94.25 	95.8 	92.2 	87.56 	87.81 	85.64 	86.24 	84.87 	84.02 e	83.58 e	87.74 be	84.78 e	82.62 e
P_MHAB,US	113.76 	111.38 	115.86 	118.18 	123.09 	127.38 	118.22 	108.2 	102.18 	99.04 	98.49 	104.16 	108.45 	111.52 e	115.74 e	: 	: 	: 
