unit,geo\time	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
EUR_KG_CLV10,ES	1.258 s	1.2707 s	1.1998 s	1.1726 s	1.1751 s	1.181 s	1.1742 s	1.1897 s	1.3804 b	1.6308 	1.8363 	2.0597 	2.5128 	2.6314 	2.6459 	2.6336 	2.788 s	2.7963 ps
EUR_KG_CLV10,EU28	1.4695 s	1.4957 s	1.5356 s	1.563 s	1.5259 s	1.5443 s	1.5661 s	1.5665 s	1.5899 s	1.727 s	1.8107 s	1.7739 s	1.9043 s	1.947 s	1.9535 s	1.9803 s	2.0281 ps	2.04 ps
EUR_KG_CLV10,FI	0.9055 s	0.9099 s	0.9231 s	0.8993 s	0.925 s	0.934 s	0.9295 s	0.9594 s	0.9545 s	1.0624 s	1.0144 s	1.0282 s	1.0558 s	0.9243 s	1.101 s	1.1167 s	1.107 s	1.1062 ps
EUR_KG_CLV10,FR	1.9929 s	2.1133 s	2.1246 	2.2789 	2.1298 	2.235 	2.2401 	2.2049 	2.2577 	2.4509 	2.5441 	2.5229 	2.6053 	2.615 	2.672 	2.8375 	2.9552 s	2.8718 ps
EUR_KG_CLV10,HR	1.0508 s	0.8936 	0.8106 	0.8062 	0.7415 	0.7968 	0.7888 	0.8268 	0.7352 	0.8685 	1.0122 	1.0188 	1.0926 	1.0334 	1.133 	1.0923 	1.0968 	1.1887 ps
EUR_KG_CLV10,HU	0.6678 s	0.61 s	0.6628 s	0.6801 s	0.6057 	0.5512 	0.6836 	0.8776 	0.7878 	0.9023 	0.9929 	1.0083 	1.1461 	1.0206 	0.8266 	0.8696 	0.9044 ps	0.88 ps
EUR_KG_CLV10,IE	0.9877 	1.0297 	1.0797 	0.9819 	0.9616 	1.0035 	0.9787 	1 	1.0775 	1.3396 	1.5889 	1.7488 	1.9078 	1.7504 	1.9841 	2.4552 	2.3896 	2.314 ps
EUR_KG_CLV10,IT	1.6402 	1.7125 	1.8345 	2.0398 	1.9282 	1.8851 	1.8994 	2.0277 	2.0732 	2.1796 	2.3536 	2.4414 	2.777 	3.0967 	3.2493 	3.0814 b	3.0932 s	3.1023 ps
EUR_KG_CLV10,LT	0.628 s	0.7451 s	0.6603 s	0.6226 s	0.6209 s	0.6464 s	0.6894 s	0.6472 s	0.6252 	0.7899 	0.7287 	0.7123 	0.8061 	0.6892 	0.7601 	0.7757 	0.7668 	0.7548 ps
EUR_KG_CLV10,LU	2.7588 	3.0272 	2.9249 	2.8942 	2.8519 	2.9698 	2.8669 	3.1932 	3.605 	3.5373 	3.6774 	3.7849 	3.8051 	3.7645 	3.7778 	3.4069 	3.1781 	3.2745 ps
EUR_KG_CLV10,LV	0.3524 	0.3907 	0.3911 	0.4214 	0.43 	0.4272 	0.4453 	0.4543 	0.5199 	0.5787 	0.4817 	0.4633 	0.5007 	0.4822 	0.496 	0.4983 	0.5474 	0.512 ps
EUR_KG_CLV10,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.3849 	0.358 	0.3716 	0.3921 	0.4025 	0.417 	0.4426 p	: 
EUR_KG_CLV10,MT	1.4769 s	1.5417 s	1.6534 s	1.4251 s	1.4131 	1.6811 	1.4054 	1.7741 	2.0645 	1.8935 	2.2828 	1.7628 	1.5803 	1.8652 	1.4814 	1.3616 	1.4072 	1.5346 ps
EUR_KG_CLV10,NL	2.7999 	2.8991 	3.2208 	3.2862 	3.1747 	3.3014 	3.3653 	3.3106 	3.2279 	3.2978 	3.3755 	3.5164 	3.6274 	3.799 e	3.7316 	3.5583 e	4.107 ep	4.2 ps
EUR_KG_CLV10,NO	: 	: 	: 	: 	: 	: 	2.6572 	2.7311 	2.3689 	2.472 	2.3598 	2.333 	2.2575 	2.2745 	2.3624 	1.8618 	2.2738 	: 
EUR_KG_CLV10,PL	0.4566 	0.4808 	0.5142 	0.5168 	0.51 	0.5197 	0.5406 	0.5182 	0.5278 	0.5651 	0.5611 	0.4762 	0.5552 s	0.5958 s	0.6178 	0.6528 	0.6434 	0.6296 ps
EUR_KG_CLV10,PT	0.8333 	0.8082 	0.8397 	0.9409 	0.8798 	0.8904 	0.8237 	0.8129 	0.7761 	0.837 	0.9164 	0.9696 	1.0136 	1.1488 	1.095 	1.1069 	1.1445 	1.1388 ps
EUR_KG_CLV10,RO	0.4811 	0.3198 	0.351 	0.3403 	0.345 	0.3283 	0.3297 	0.2963 	0.2495 	0.2989 s	0.3145 s	0.2857 s	0.2971 s	0.3051 s	0.3084 s	0.2679 s	0.2897 ps	0.3294 ps
EUR_KG_CLV10,RS	: 	0.2082 	0.2095 	0.2337 	0.2272 	0.2372 	0.2428 	0.2706 	0.2669 b	0.2835 	0.2687 	0.2704 	0.296 	0.2802 	0.2915 	0.2763 	0.2607 	: 
EUR_KG_CLV10,SE	1.7013 	1.7566 	1.7642 	1.7943 	1.8081 	1.7129 	1.9301 	1.7985 	1.7985 	1.9724 	1.8442 	1.8019 	1.7908 	1.7612 	1.7703 	1.8559 	1.8832 	1.8765 ps
EUR_KG_CLV10,SI	0.8159 	0.8545 	0.8552 	0.813 	0.839 	0.8986 	0.8152 	0.7875 	0.9242 	1.0313 	1.1045 	1.2343 	1.3865 	1.3979 	1.3393 	1.3497 	1.4412 	1.4291 ps
EUR_KG_CLV10,SK	0.7719 	0.7472 	0.7483 	0.8086 	0.7304 	0.7146 	0.7822 	0.8544 	0.8196 	0.8795 	0.9402 	0.9566 	1.0966 	1.1649 	1.0821 	1.1148 	1.091 	1.138 ps
EUR_KG_CLV10,TR	0.6248 	0.7047 	0.7265 	0.7381 	0.7727 	0.7129 	0.668 	0.6872 	0.6977 	0.682 	0.6174 	0.6483 	0.7596 	0.8102 	0.8287 	0.8139 	: 	: 
EUR_KG_CLV10,UK	2.1342 	2.1816 	2.3022 	2.3759 	2.3381 	2.4753 	2.5687 	2.6529 	2.8152 	3.0753 	3.2164 	3.2368 	3.3939 	3.4215 	3.4002 	3.5142 	3.6817 ps	3.6271 ps
I00,AT	100 	104.292 	98.738 	104.782 	102.791 	102.249 	102.41 	105.185 	119.669 	121.209 	127.369 	124.171 	127.17 	128.443 	128.603 	131.43 	130.349 s	130.944 ps
I00,BE	100 	98.631 s	102.241 s	105.743 s	106.768 s	107.591 s	97.232 s	98.863 s	99.178 s	107.515 s	109.389 s	104.851 s	117.346 s	121.303 s	126.358 s	129.481 s	135.423 s	129.646 ps
I00,BG	100 	97.147 s	100.823 s	104.839 s	99.358 s	105.019 s	103.304 s	107.368 s	105.613 s	127.436 s	130.907 s	120.475 s	125.382 s	131.019 s	121.43 s	111.482 p	128.406 ps	124.849 ps
I00,CH	100 	101.257 	103.597 	106.963 	103.396 	104.982 	106.711 	112.87 	113.443 	110.765 	110.874 	110.851 	115.739 	114.956 	116.438 	124.47 	123.806 	128.024 p
I00,CY	100 	103.585 s	98.7 s	114.946 s	107.558 s	109.23 s	115.384 s	105.051 s	72.47 s	90.612 s	98.56 s	100.744 s	133.08 s	173.242 s	172.05 s	174.396 s	155.165 s	134.582 ps
I00,CZ	100 	101.806 	108.458 	109.263 	107.968 	115.954 	120.122 	125.022 	130.418 	136.021 	146.463 	141.219 	157.519 	159.225 	158.167 	159.791 	165.988 	177.413 ps
I00,DE	100 	107.593 	110.18 	110.698 	110.414 	114.852 	116.036 	119.763 	121.917 	120.82 	125.735 	120.688 	125.419 	126.925 	124.862 	132.184 	135.056 ep	140.022 ps
I00,DK	100 	102.772 	107.878 	105.467 	102.933 	97.059 	94.835 	98.776 	102.625 	116.335 	126.67 	115.054 	114.961 	122.868 	124.22 	122.711 	121.361 e	120.318 ps
I00,EE	100 	111.516 	103.044 	87.555 	99.782 	111.519 	110.67 	98.253 	102.436 	93.33 	94.575 	95.421 	99.357 	94.999 	99.809 	104.58 	112.038 s	105.836 ps
I00,EL	100 	98.068 s	99.247 s	95.479 s	102.151 s	102.588 s	110.787 s	82.61 s	86.71 s	97.709 s	103.204 s	104.277 s	105.688 s	110.289 s	107.973 s	114.889 s	115.455 s	117.123 ps
I00,ES	100 	101.009 s	95.375 s	93.211 s	93.415 s	93.884 s	93.339 s	94.57 s	109.735 bs	129.638 s	145.972 s	163.731 s	199.746 s	209.176 s	210.333 s	209.349 s	221.628 s	222.286 ps
I00,EU28	100 	101.783 s	104.503 s	106.367 s	103.844 s	105.095 s	106.576 s	106.603 s	108.194 s	117.528 s	123.219 s	120.716 s	129.589 s	132.497 s	132.937 s	134.762 s	138.013 ps	138.824 ps
I00,FI	100 	100.489 s	101.949 s	99.316 s	102.155 s	103.145 s	102.653 s	105.958 s	105.414 s	117.325 s	112.029 s	113.549 s	116.603 s	102.075 s	121.596 s	123.329 s	122.256 s	122.168 ps
I00,FR	100 	106.044 s	106.61 s	114.355 s	106.87 s	112.151 s	112.408 s	110.64 s	113.289 s	122.983 s	127.659 s	126.598 s	130.73 s	131.217 s	134.076 s	142.381 s	148.291 s	144.104 ps
I00,HR	100 	85.043 s	77.147 s	76.728 s	70.573 s	75.836 s	75.069 s	78.684 s	69.969 s	82.653 s	96.327 s	96.956 s	103.982 s	98.345 s	107.825 s	103.954 s	104.379 s	113.129 ps
I00,HU	100 	91.336 s	99.247 s	101.836 s	90.7 s	82.535 s	102.358 s	131.411 s	117.963 s	135.108 s	148.668 s	150.979 s	171.603 s	152.826 s	123.774 s	130.203 s	135.423 ps	131.768 ps
I00,IE	100 	104.247 	109.313 	99.407 	97.353 	101.593 	99.085 	101.243 	109.085 	135.618 	160.856 	177.052 	193.143 	177.211 	200.876 	248.566 	241.928 	234.274 ps
I00,IT	100 	104.412 	111.851 	124.366 	117.562 	114.935 	115.808 	123.629 	126.405 	132.893 	143.501 	148.851 	169.315 	188.806 	198.108 	187.872 b	188.593 s	189.15 ps
I00,LT	100 	118.642 s	105.151 s	99.146 s	98.876 s	102.927 s	109.784 s	103.061 s	99.552 s	125.784 s	116.035 s	113.426 s	128.354 s	109.742 s	121.041 s	123.528 s	122.102 s	120.191 ps
I00,LU	100 	109.732 	106.021 	104.909 	103.376 	107.651 	103.921 	115.748 	130.675 	128.222 	133.3 	137.196 	137.929 	136.455 	136.939 	123.495 	115.201 	118.696 ps
I00,LV	100 	110.87 	110.977 	119.572 	122.016 	121.214 	126.348 	128.924 	147.526 	164.208 	136.674 	131.467 	142.089 	136.832 	140.735 	141.401 	155.332 	145.289 ps
I00,MT	100 	104.387 s	111.944 s	96.488 s	95.678 s	113.822 s	95.154 s	120.12 s	139.78 s	128.204 s	154.561 s	119.352 s	106.997 s	126.286 s	100.298 s	92.187 s	95.279 s	103.905 ps
I00,NL	100 	103.542 	115.033 	117.367 	113.386 	117.912 	120.192 	118.237 	115.287 	117.782 	120.558 	125.588 	129.552 	135.683 e	133.276 	127.086 e	146.682 ep	150.005 ps
I00,PL	100 	105.302 	112.597 	113.18 	111.682 	113.823 	118.386 	113.493 	115.575 	123.756 	122.875 	104.289 	121.589 s	130.474 s	135.3 	142.953 	140.899 	137.87 ps
I00,PT	100 	96.983 	100.763 	112.908 	105.574 	106.847 	98.843 	97.546 	93.138 	100.446 	109.966 	116.349 	121.633 	137.859 	131.404 	132.831 	137.345 	136.655 ps
I00,RO	100 	66.477 	72.956 	70.733 	71.71 	68.252 	68.531 	61.589 	51.875 	62.141 s	65.371 s	59.387 s	61.749 s	63.417 s	64.11 s	55.7 s	60.224 ps	68.478 ps
I00,SE	100 	103.249 	103.694 	105.466 	106.275 	100.681 	113.446 	105.713 	105.714 	115.935 	108.399 	105.912 	105.262 	103.522 	104.055 	109.083 	110.688 	110.296 ps
I00,SI	100 	104.732 	104.813 	99.642 	102.828 	110.131 	99.911 	96.511 	113.268 	126.394 	135.368 	151.277 	169.931 	171.322 	164.149 	165.418 	176.629 	175.15 ps
I00,SK	100 	96.799 	96.934 	104.751 	94.625 	92.579 	101.33 	110.689 	106.178 	113.936 	121.797 	123.923 	142.055 	150.912 	140.184 	144.423 	141.33 	147.428 ps
I00,TR	100 	112.798 	116.289 	118.148 	123.676 	114.103 	106.913 	110 	111.68 	109.158 	98.819 	103.77 	121.581 	129.686 	132.642 	130.281 	: 	: 
I00,UK	100 	102.221 	107.869 	111.322 	109.552 	115.981 	120.356 	124.301 	131.908 	144.095 	150.707 	151.661 	159.023 	160.313 	159.319 	164.656 	172.507 ps	169.947 ps
PPS_KG,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	1.0778 	1.1018 	: c	: c	: c	: 	: 
PPS_KG,AT	1.1091 	1.1488 	1.1162 	1.1994 	1.2081 	1.2333 	1.2559 	1.3006 	1.4711 	1.4801 	1.5809 	1.5674 	1.6769 	1.7078 	1.746 	1.87 	1.8241 s	1.8381 ps
PPS_KG,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.8678 	: 	: 
PPS_KG,BE	1.6428 s	1.653 s	1.7612 s	1.8266 s	1.8507 s	1.9075 	1.7504 s	1.7981 s	1.7888 	1.9185 	2.0327 	1.9702 	2.2792 	2.36 	2.5017 	2.6521 	2.7385 s	2.6345 ps
PPS_KG,BG	0.4524 	0.4455 s	0.4726 s	0.4944 s	0.4766 s	0.5247 s	0.5172 s	0.56 s	0.5537 s	0.6543 s	0.6999 s	0.6498 s	0.6962 s	0.7154 s	0.6873 s	0.6415 p	0.7308 ps	0.7112 ps
PPS_KG,CH	2.5005 	2.5627 	2.6763 	2.7481 	2.6964 	2.7798 	2.9609 	3.3329 	3.3658 	3.2248 	3.2659 	3.3886 	3.6515 	3.638 	3.7625 	4.2337 	4.1081 	4.2538 p
PPS_KG,CY	0.7673 s	0.8252 s	0.7838 s	0.9169 s	0.8866 s	0.9473 s	1.0241 s	0.9912 s	0.6862 	0.8403 	0.9136 	0.9403 	1.253 	1.6135 	1.6005 	1.6815 	1.4777 s	1.2893 ps
PPS_KG,CZ	0.8088 	0.8561 	0.918 	0.9414 	0.9474 	1.014 	1.0397 	1.1276 	1.1803 	1.2407 	1.3213 	1.287 	1.4643 	1.5179 	1.5605 	1.5943 	1.6371 	1.7404 ps
PPS_KG,DE	1.3525 	1.4811 	1.5481 	1.5831 	1.6306 	1.7203 	1.7466 	1.8479 	1.8579 	1.8243 	1.9385 	1.8924 	2.0041 	2.0426 	2.0673 	2.2562 	2.2752 ep	2.3694 ps
PPS_KG,DK	0.9812 	1.0216 	1.1023 	1.0682 	1.0856 	1.0454 	1.0491 	1.1315 	1.2072 	1.3608 	1.5668 	1.4355 	1.452 	1.5652 	1.6099 	1.6411 	1.575 e	1.5955 ps
PPS_KG,EE	0.505 	0.5701 	0.5493 	0.4807 	0.5641 	0.6593 	0.6699 	0.6239 	0.6786 	0.6301 	0.6597 	0.6914 	0.7305 	0.7012 	0.7549 	0.8 	0.8476 s	0.8044 ps
PPS_KG,EL	1.2054 s	1.2141 s	1.2666 s	1.2035 s	1.3061 s	1.3206 s	1.4704 s	1.0885 s	1.1609 	1.2981 s	1.3547 s	1.377 	1.4508 	1.5586 	1.5526 	1.6775 	1.6444 s	1.6751 ps
PPS_KG,ES	1.1095 s	1.1436 s	1.12 s	1.0972 s	1.1302 s	1.1837 s	1.2448 s	1.3041 s	1.4966 b	1.7234 	1.9328 	2.1762 	2.7347 	2.8771 	2.9517 	3.0035 	3.1316 s	3.1587 ps
PPS_KG,EU28	1.2701 s	1.3166 s	1.3823 s	1.4095 s	1.4091 s	1.4589 s	1.5144 s	1.5572 s	1.5823 s	1.6927 s	1.8107 s	1.7944 s	1.973 s	2.0284 s	2.0691 s	2.1605 s	2.1855 ps	2.2058 ps
PPS_KG,FI	0.695 s	0.7017 s	0.7143 s	0.6853 s	0.7285 s	0.7415 s	0.7448 s	0.8019 s	0.8088 s	0.8983 s	0.8619 s	0.8859 s	0.9274 s	0.8121 s	0.9852 s	1.0406 s	1.0161 s	1.0125 ps
PPS_KG,FR	1.5753 s	1.7226 s	1.77 	1.8481 	1.7413 	1.9107 	1.9499 	1.973 	2.0002 	2.1375 	2.2776 	2.2833 	2.3811 	2.4354 	2.5241 	2.7562 	2.8308 s	2.7679 ps
PPS_KG,HR	1.2422 s	1.0661 	0.988 	0.9826 	0.9298 	1.0171 	1.0652 	1.1721 	1.0553 	1.2431 	1.4573 	1.5174 	1.6954 	1.61 	1.7875 	1.7635 	1.7334 	1.9016 ps
PPS_KG,HU	0.8778 s	0.85 s	0.9586 s	0.9918 s	0.8794 	0.8079 	1.0051 	1.3283 	1.2296 	1.4471 	1.6555 	1.7243 	2.0078 	1.7983 	1.4591 	1.5548 	1.57 ps	1.5232 ps
PPS_KG,IE	0.7846 	0.843 	0.9085 	0.829 	0.8259 	0.8756 	0.8892 	0.9354 	0.977 	1.1687 	1.431 	1.5607 	1.7608 	1.6146 	1.8146 	2.4906 	2.3454 	2.2491 ps
PPS_KG,IT	1.4218 	1.4943 	1.6223 	1.8144 	1.7165 	1.7123 	1.7777 	1.9679 	2.0437 	2.1427 	2.3292 	2.4629 	2.8868 	3.2119 	3.4033 	3.3241 b	3.3719 s	3.3784 ps
PPS_KG,LT	0.889 s	1.0871 s	0.9835 s	0.9451 s	0.9422 s	1.0029 s	1.0834 s	1.0435 s	1.0125 	1.2504 	1.2379 	1.2511 	1.4541 	1.2498 	1.3997 	1.4516 	1.3998 	1.3896 ps
PPS_KG,LU	1.896 	2.0542 	2.0097 	1.9985 	2.0516 	2.2493 	2.3346 	2.6143 	3.0124 	2.8758 	3.0397 	3.3049 	3.4071 	3.3749 	3.4979 	3.2449 	2.9207 	3.0341 ps
PPS_KG,LV	0.4769 	0.5472 	0.5574 	0.5933 	0.6108 	0.6174 	0.6315 	0.6659 	0.8034 	0.8587 	0.7631 	0.7521 	0.8309 	0.8016 	0.8447 	0.8623 	0.9344 	0.8826 ps
PPS_KG,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.9671 	0.8932 	0.9522 	1.0151 	1.0668 	1.1252 	1.2098 p	: 
PPS_KG,MT	1.7121 s	1.786 s	1.9711 s	1.7479 s	1.7792 	2.151 	1.8008 	2.3413 	2.6769 	2.4361 	3.0509 	2.3689 	2.1496 	2.5232 	2.0288 	1.922 	1.9645 	2.152 ps
PPS_KG,NL	2.2305 	2.3459 	2.6872 	2.6902 	2.6755 	2.8864 	3.0211 	3.0618 	2.9741 	2.9295 	3.0241 	3.1786 	3.3793 	3.5989 e	3.5094 	3.4304 e	3.8682 ep	3.9609 ps
PPS_KG,NO	: 	: 	: 	: 	: 	: 	1.7524 	1.8186 	1.6838 	1.5639 	1.5792 	1.6556 	1.667 	1.6756 	1.705 	1.2754 	1.4427 	: 
PPS_KG,PL	0.6623 	0.7109 	0.7818 	0.7792 	0.7936 	0.8172 	0.8491 	0.839 	0.8572 	0.9037 	0.9502 	0.8223 	0.9858 s	1.0512 s	1.0961 	1.1861 	1.1388 	1.1156 ps
PPS_KG,PT	0.849 	0.8337 	0.8913 	1.0227 	0.9678 	1.0356 	0.9981 	0.9996 	0.9475 	1.0085 	1.1252 	1.1706 	1.2567 	1.4687 	1.4269 	1.4849 	1.5239 	1.5031 ps
PPS_KG,RO	0.6688 	0.46 	0.5092 	0.4998 	0.5415 	0.5259 	0.5687 	0.5538 	0.4927 	0.5903 s	0.6591 s	0.6091 s	0.6581 s	0.6593 s	0.6712 s	0.5986 s	0.6438 ps	0.7493 ps
PPS_KG,RS	: 	0.4106 	0.4223 	0.4707 	0.4679 	0.5004 	0.5229 	0.5949 	0.605 b	0.6311 	0.6082 	0.6338 	0.7063 	0.662 	0.7013 	0.6787 	0.6308 	: 
PPS_KG,SE	1.2923 	1.3207 	1.3314 	1.3491 	1.3903 	1.3087 	1.5199 	1.4899 	1.4932 	1.5883 	1.4912 	1.4831 	1.5248 	1.4829 	1.4997 	1.6032 	1.5882 	1.5927 ps
PPS_KG,SI	0.9204 	0.9755 	0.9977 	0.9487 	1.0093 	1.0994 	0.9924 	0.9617 	1.1259 	1.2275 	1.3248 	1.5088 	1.7539 	1.7949 	1.7368 	1.7908 	1.8776 	1.8618 ps
PPS_KG,SK	0.988 	0.9971 	1.0153 	1.0926 	1.0045 	1.0117 	1.1291 	1.2439 	1.2134 	1.2914 	1.4327 	1.4483 	1.6904 	1.8025 	1.6972 	1.7622 	1.6805 	1.742 ps
PPS_KG,TR	0.8462 	0.9813 	0.9663 	0.9589 	1.0471 	0.9872 	0.9759 	1.0504 	1.1093 	1.0703 	1.0247 	1.0932 	1.3058 	1.371 	1.4646 	1.4596 	: 	: 
PPS_KG,UK	1.834 	1.8996 	2.0398 	2.1086 	2.1462 	2.2769 	2.4043 	2.4898 	2.6359 	2.7835 	3.0062 	3.0234 	3.2456 	3.2695 	3.301 	3.5156 	3.6418 ps	3.5552 ps
