exch_rt,unit,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
REER_IC42_CPI,I10,FI	114.86 	108.13 	102.49 	104.25 	104.52 	99.03 	99.91 	101.61 	107.05 	106.58 	103.23 	101.10 	101.28 	102.86 	106.12 	100.00 	100.00 	97.36 	100.18 	102.67 	99.47 	100.66 	100.00 
REER_IC42_CPI,I10,FR	108.00 	107.05 	101.58 	102.72 	100.65 	94.93 	95.13 	96.65 	102.21 	103.94 	102.37 	101.70 	102.28 	103.93 	104.37 	100.00 	99.40 	96.21 	97.76 	98.09 	93.53 	94.76 	95.22 
REER_IC42_CPI,I10,HR	92.48 	89.99 	89.07 	94.21 	91.98 	89.82 	92.57 	94.21 	95.21 	96.43 	96.72 	97.80 	98.21 	102.12 	103.56 	100.00 	97.32 	94.90 	96.08 	96.51 	95.12 	96.16 	96.49 
REER_IC42_CPI,I10,HU	67.42 	67.43 	70.59 	71.43 	73.94 	74.69 	80.56 	88.36 	89.82 	95.12 	96.30 	91.38 	101.34 	103.90 	98.41 	100.00 	99.50 	97.60 	96.21 	92.76 	90.65 	91.34 	92.86 
REER_IC42_CPI,I10,IE	88.99 	90.56 	91.26 	88.56 	87.17 	84.41 	86.67 	90.98 	99.90 	102.60 	102.01 	102.55 	105.71 	109.50 	107.84 	100.00 	99.00 	94.67 	96.18 	95.43 	88.64 	89.43 	89.52 
REER_IC42_CPI,I10,IT	88.58 	97.49 	96.45 	97.88 	97.34 	92.49 	93.06 	95.15 	101.55 	103.21 	101.56 	101.09 	101.98 	103.45 	104.77 	100.00 	100.14 	98.25 	100.08 	100.33 	95.92 	96.73 	97.24 
REER_IC42_CPI,I10,LT	48.97 	56.27 	64.89 	74.58 	82.30 	88.45 	88.75 	91.08 	93.01 	92.50 	90.83 	90.56 	93.26 	98.90 	105.67 	100.00 	100.60 	98.55 	99.41 	102.36 	102.75 	104.72 	104.75 
REER_IC42_CPI,I10,LU	100.28 	96.71 	91.72 	91.92 	91.36 	90.18 	90.59 	91.35 	94.74 	96.46 	97.41 	97.92 	98.79 	100.75 	101.69 	100.00 	100.81 	99.25 	100.79 	101.33 	98.70 	99.40 	100.42 
REER_IC42_CPI,I10,LV	67.63 	69.56 	74.10 	81.06 	88.38 	93.68 	93.25 	90.51 	86.51 	87.09 	85.59 	87.99 	93.74 	103.33 	108.64 	100.00 	100.83 	99.28 	98.33 	101.22 	101.87 	103.15 	102.90 
REER_IC42_CPI,I10,MT	84.95 	85.11 	87.78 	91.59 	91.43 	90.27 	91.33 	93.17 	96.77 	99.54 	98.71 	99.46 	100.75 	104.54 	105.32 	100.00 	99.30 	97.34 	98.77 	99.40 	94.70 	96.02 	97.11 
REER_IC42_CPI,I10,NL	103.06 	99.58 	94.86 	96.07 	96.30 	92.93 	96.24 	99.08 	103.54 	103.79 	102.21 	101.38 	101.56 	102.16 	104.09 	100.00 	99.69 	97.86 	100.48 	100.41 	97.10 	98.30 	98.76 
REER_IC42_CPI,I10,PL	72.29 	76.70 	78.41 	85.58 	84.27 	92.46 	103.44 	98.84 	88.11 	87.11 	96.84 	98.24 	101.32 	110.26 	94.24 	100.00 	97.65 	95.53 	95.73 	96.70 	94.28 	90.98 	93.41 
REER_IC42_CPI,I10,PT	96.56 	96.59 	93.85 	94.05 	94.25 	91.74 	94.18 	96.60 	101.38 	102.61 	101.71 	102.13 	103.19 	103.83 	103.22 	100.00 	100.73 	99.12 	99.42 	98.93 	96.11 	97.67 	98.23 
REER_IC42_CPI,I10,RO	60.75 	54.54 	64.09 	84.02 	72.68 	81.60 	83.02 	83.35 	80.97 	82.55 	97.12 	103.60 	112.24 	106.21 	98.52 	100.00 	102.86 	96.58 	100.47 	101.83 	99.25 	98.00 	96.28 
REER_IC42_CPI,I10,SE	108.83 	116.31 	110.58 	109.32 	108.00 	105.33 	96.85 	99.41 	106.52 	107.89 	103.13 	102.45 	103.42 	100.87 	93.71 	100.00 	104.08 	103.33 	105.12 	100.26 	94.83 	95.54 	94.83 
REER_IC42_CPI,I10,SI	98.15 	92.71 	92.60 	97.86 	98.86 	96.01 	95.60 	97.51 	100.51 	100.05 	98.26 	97.61 	98.85 	100.39 	102.72 	100.00 	99.29 	98.06 	99.39 	100.51 	98.47 	98.93 	98.50 
REER_IC42_CPI,I10,SK	51.36 	51.08 	53.50 	54.72 	53.66 	59.07 	60.06 	61.55 	69.52 	76.35 	78.23 	82.18 	90.12 	97.78 	104.48 	100.00 	101.11 	101.16 	102.13 	102.36 	100.07 	100.60 	100.37 
REER_IC42_CPI,I10,UK	105.94 	106.99 	123.22 	129.61 	130.14 	130.67 	127.07 	127.11 	121.47 	126.02 	123.26 	123.57 	125.56 	109.11 	98.96 	100.00 	100.55 	104.95 	103.39 	110.72 	116.23 	103.62 	98.84 
