currency,partner,sector10,sectpart,s_adj,stk_flow,bop_item,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,EE	161.4 	76.0 	-90.0 	157.5 	276.7 	80.8 	102.4 	134.0 	257.5 	256.5 	-80.2 	117.8 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,EL	5482.0 	-1841.0 	-2641.0 	-688.0 	3742.0 	-2606.0 	-2874.0 	-519.0 	4483.0 	-2871.0 	-2913.0 	-1106.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,ES	4812.0 	7144.0 	-399.0 	6826.0 	8896.0 	9921.0 	-1367.0 	5811.0 	6656.0 	10412.0 	-2091.0 	2181.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,EU28	43650.2 	59411.3 	31228.4 	38468.4 	60128.2 	72484.8 	14218.4 	18158.4 	73125.4 	77737.1 	50366.6 	36550.9 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,FI	589.0 	-118.0 	-610.0 	-1250.0 	858.0 	-612.0 	-770.0 	-1539.0 	374.0 	428.0 	-702.0 	-2066.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,FR	15.0 	-119.0 	-14415.0 	-3331.0 	-2843.0 	3824.0 	-17961.0 	-1861.0 	3198.0 	3489.0 	-12942.0 	-912.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,HR	3859.4 	-485.6 	-1579.8 	114.2 	3315.8 	-653.2 	-1477.9 	110.8 	3850.6 	-538.2 	-2010.1 	204.8 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,HU	779.0 	342.8 	1855.7 	2138.7 	2166.7 	854.2 	998.7 	1650.7 	976.1 	332.8 	851.5 	567.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,IE	3939.0 	-3035.0 	705.0 	-4555.0 	-1224.0 	-6299.0 	5056.0 	-3303.0 	13760.0 	9411.0 	9552.0 	10162.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,IS	391.8 	107.0 	77.7 	239.4 	757.9 	357.0 	61.1 	103.4 	524.1 	23.6 	25.9 	13.4 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,IT	10763.0 	12069.0 	1931.0 	11310.0 	15704.0 	13834.0 	5471.0 	9905.0 	17405.0 	15532.0 	4993.0 	10504.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,LT	-144.5 	210.5 	-143.9 	-345.5 	-12.4 	201.9 	-162.3 	-114.5 	145.7 	501.8 	-158.2 	-125.4 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,LU	3149.0 	812.0 	640.0 	-196.0 	2661.0 	-409.0 	2539.0 	-360.0 	398.0 	157.0 	2504.0 	-897.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,LV	-133.0 	101.0 	235.0 	0.0 	118.0 	50.0 	245.0 	-158.0 	-157.0 	261.0 	201.0 	35.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,ME	292.0 	-255.0 	-270.0 	-368.0 	263.0 	-267.0 	-290.0 	-276.0 	251.0 	-376.0 	-304.0 	-308.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,MK	116.5 	-136.4 	-45.9 	-207.7 	106.8 	-128.7 	-135.4 	-90.8 	189.4 	-66.1 	-148.7 	20.5 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,MT	77.1 	103.6 	104.1 	58.4 	355.1 	194.1 	284.9 	525.4 	493.8 	227.7 	368.6 	384.8 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,NL	13902.0 	16034.0 	16387.0 	10185.0 	11383.0 	19149.0 	21618.0 	13504.0 	17985.0 	24143.0 	20135.0 	16770.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,NO	6234.0 	5205.8 	4367.8 	2220.2 	1924.3 	4913.0 	6675.7 	6343.4 	3523.7 	3518.1 	7798.0 	8473.3 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,PL	-2554.9 	-918.9 	-416.5 	1774.6 	-3108.1 	-489.9 	2030.5 	-79.2 	17.4 	-1262.5 	569.5 	582.1 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,PT	1709.0 	-34.0 	-173.0 	-1044.0 	1833.0 	486.0 	-471.0 	-1103.0 	1918.0 	534.0 	-408.0 	-2003.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,RO	-855.5 	-854.3 	-167.6 	-2029.5 	-687.9 	-611.3 	-773.2 	-2753.0 	-1372.5 	-1399.0 	-1124.3 	-2624.4 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,RS	-329.0 	-437.0 	-366.0 	-300.0 	-280.0 	-371.0 	-694.0 	-333.0 	-383.0 	-676.0 	-749.0 	-265.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SE	6201.8 	5479.2 	5009.3 	2600.8 	5851.7 	6189.4 	3542.8 	3677.6 	4786.4 	3777.2 	1768.2 	964.3 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SI	569.5 	429.4 	705.9 	561.7 	584.3 	371.9 	763.7 	653.2 	1000.7 	659.7 	678.7 	995.4 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SK	-889.3 	-268.6 	-212.9 	-48.5 	-565.5 	-929.5 	-122.1 	-438.6 	-679.1 	-449.9 	-158.0 	-297.1 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,TR	-2327.3 	-6892.7 	-7305.6 	-9994.4 	-4993.2 	-7624.1 	-7872.9 	-11683.3 	-8584.4 	-13617.4 	-13321.6 	-12574.9 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,UK	-34641.4 	-36704.8 	-38083.0 	-29404.7 	-43167.8 	-15690.2 	-22048.9 	-24338.1 	-25949.3 	-14966.6 	-20698.0 	-20740.5 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,XK	89.5 	-292.9 	-142.2 	-252.1 	127.6 	-233.1 	-168.0 	-253.7 	236.4 	-236.2 	-148.1 	-260.4 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,AL	-616.1 	-705.3 	-579.3 	-677.0 	-679.9 	-666.2 	-586.8 	-694.8 	-753.9 	-787.6 	-614.2 	-683.6 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,AT	166.0 	-168.0 	712.0 	1072.0 	954.0 	-857.0 	131.0 	663.0 	205.0 	-127.0 	1052.0 	1712.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,BE	86.0 	-219.0 	929.0 	156.0 	-1935.0 	896.0 	-823.0 	480.0 	748.0 	-24.0 	570.0 	1036.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,BG	-473.7 	-1010.6 	-318.5 	-241.1 	-48.7 	-376.1 	-254.3 	-171.3 	231.3 	-571.6 	-804.3 	-853.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CH	13488.9 	12227.7 	5679.8 	13364.7 	13129.0 	13511.3 	8841.8 	13109.0 	7972.1 	14173.2 	12419.4 	12984.9 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CY	-762.0 	-997.0 	-377.0 	-1459.0 	-762.0 	-1287.0 	-1123.0 	-853.0 	-845.0 	-1935.0 	-456.0 	-1257.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CZ	1221.8 	1280.6 	3072.3 	2977.9 	1652.9 	1384.3 	3286.7 	2702.5 	1635.4 	1472.5 	3282.8 	2798.9 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,DE	67466.0 	64632.0 	63352.0 	76770.0 	66795.0 	61082.0 	65985.0 	67141.0 	68051.0 	64184.0 	64605.0 	68966.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,DK	3404.1 	2947.5 	4112.7 	5028.0 	3267.1 	4194.9 	4387.3 	4371.8 	4277.0 	3504.6 	3027.8 	2437.7 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EA19	88803.0 	98958.0 	80095.0 	104054.0 	92815.0 	93235.0 	61131.0 	86157.0 	88549.0 	94917.0 	73660.0 	83910.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EE	-257.5 	-267.3 	-157.1 	-232.7 	-125.4 	-245.8 	-144.0 	-285.4 	-200.5 	-186.5 	-323.5 	-331.9 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EL	-3265.0 	-4389.0 	-4118.0 	-4165.0 	-3822.0 	-4479.0 	-5055.0 	-4129.0 	-4507.0 	-4662.0 	-4888.0 	-5041.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,ES	-7045.0 	-5159.0 	-4164.0 	-2168.0 	-3989.0 	-4946.0 	-6211.0 	-3416.0 	-7258.0 	-4958.0 	-6387.0 	-7100.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EU28	33970.3 	53047.4 	26228.7 	56459.4 	32384.9 	51237.4 	7114.7 	37389.9 	37807.8 	49166.4 	20118.8 	30948.2 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,FI	169.0 	184.0 	-155.0 	547.0 	206.0 	-253.0 	352.0 	553.0 	494.0 	310.0 	239.0 	963.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,FR	-7201.0 	-7297.0 	-10133.0 	-5969.0 	-10150.0 	-8297.0 	-16775.0 	-9480.0 	-13245.0 	-8675.0 	-14787.0 	-12816.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,HR	-1795.8 	-1536.4 	-1777.6 	-2089.7 	-1926.7 	-1590.9 	-2001.5 	-2354.7 	-2162.7 	-1732.4 	-2368.9 	-2361.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,HU	697.2 	1331.5 	1281.2 	1567.2 	1006.9 	761.9 	439.1 	1027.3 	203.3 	236.8 	41.7 	582.3 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IE	29756.0 	29954.0 	27290.0 	24441.0 	26315.0 	28042.0 	25032.0 	23545.0 	28915.0 	30148.0 	: c	: c
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IS	-81.2 	-104.2 	-186.8 	-283.2 	-170.4 	-108.7 	-282.0 	-406.2 	-375.0 	-307.1 	-219.7 	-404.1 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IT	13293.0 	16329.0 	10580.0 	15786.0 	15568.0 	15731.0 	9588.0 	14242.0 	15191.0 	16751.0 	9554.0 	13141.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LT	-434.0 	-257.7 	-349.4 	-678.8 	-388.5 	-351.8 	-538.4 	-565.2 	-529.8 	-316.1 	-711.0 	-782.6 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LU	-623.0 	-619.0 	-390.0 	-569.0 	-333.0 	-782.0 	-676.0 	-477.0 	-1239.0 	-603.0 	189.0 	-357.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LV	-608.0 	-440.0 	-455.0 	-492.0 	-419.0 	-519.0 	-518.0 	-658.0 	-694.0 	-438.0 	-575.0 	-492.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,ME	-432.0 	-344.0 	-307.0 	-490.0 	-473.0 	-388.0 	-362.0 	-509.0 	-485.0 	-504.0 	-390.0 	-573.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,MK	-418.9 	-535.7 	-401.0 	-506.2 	-414.9 	-490.9 	-462.0 	-417.4 	-405.1 	-503.4 	-474.1 	-414.3 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,MT	-662.2 	-425.7 	-418.3 	-583.6 	-501.7 	-406.9 	-341.6 	-258.0 	-407.0 	-351.4 	-218.4 	-445.9 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,NL	16434.0 	15933.0 	17726.0 	14841.0 	16116.0 	17021.0 	19122.0 	15736.0 	17406.0 	18619.0 	18199.0 	16524.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,NO	6162.0 	5116.1 	935.9 	-1086.3 	-1607.1 	2318.0 	4075.3 	607.0 	92.0 	2745.3 	4394.2 	2573.4 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,PL	-718.8 	1045.4 	1182.8 	1710.5 	-432.3 	472.1 	696.7 	769.0 	524.2 	-563.1 	-1113.8 	-27.4 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,PT	-2474.0 	-2545.0 	-2075.0 	-2217.0 	-2452.0 	-2901.0 	-2447.0 	-3063.0 	-3151.0 	-3446.0 	-3075.0 	-3498.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,RO	-2095.3 	-2763.3 	-1867.8 	-2290.9 	-2322.5 	-2766.2 	-2123.3 	-3031.5 	-2933.1 	-3820.2 	-2600.9 	-3276.2 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,RS	-880.0 	-1172.0 	-732.0 	-927.0 	-794.0 	-970.0 	-927.0 	-883.0 	-824.0 	-1351.0 	-1137.0 	-1154.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SE	2423.6 	2762.7 	2965.9 	2815.8 	2283.5 	2740.5 	2859.9 	3581.5 	2357.0 	2228.3 	2137.3 	1974.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SI	418.8 	338.3 	484.4 	449.4 	376.1 	226.6 	361.8 	420.8 	479.0 	299.4 	332.5 	453.2 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SK	-67.1 	4.6 	584.0 	740.6 	257.6 	55.0 	317.8 	335.6 	-177.5 	214.1 	239.5 	457.7 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,TR	-10889.9 	-9688.4 	-7503.3 	-10670.5 	-9534.9 	-9197.2 	-7983.5 	-12774.9 	-15669.5 	-15260.0 	-13990.9 	-13796.4 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,UK	-41543.2 	-39642.4 	-41142.6 	-36468.9 	-47575.1 	-36634.1 	-40615.5 	-36795.1 	-39357.8 	-39537.5 	-37780.3 	-36761.6 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,XK	-575.4 	-593.4 	-453.2 	-607.3 	-618.2 	-612.0 	-490.7 	-633.0 	-660.3 	-679.9 	-535.6 	-727.3 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,AL	32.8 	72.1 	36.5 	50.6 	52.0 	34.9 	-14.7 	17.5 	18.8 	7.1 	-13.2 	13.2 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,AT	-1132.0 	-122.0 	-564.0 	-185.0 	-372.0 	716.0 	-314.0 	-442.0 	-626.0 	400.0 	-673.0 	-446.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,BE	-400.0 	-875.0 	1492.0 	149.0 	-355.0 	-865.0 	2178.0 	907.0 	2054.0 	172.0 	2198.0 	-529.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,BG	-466.2 	-395.1 	-615.9 	-575.1 	-592.2 	-633.4 	-219.8 	-86.0 	-65.3 	-124.8 	-139.2 	-161.1 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,CH	4805.1 	2983.1 	-1439.8 	2859.3 	-998.7 	4179.6 	154.2 	4168.5 	4253.2 	-41.7 	-708.5 	4062.3 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,CY	72.0 	21.0 	-72.0 	-11.0 	-104.0 	-186.0 	-59.0 	-118.0 	-183.0 	-173.0 	-125.0 	-127.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,CZ	-3689.1 	-1093.0 	159.7 	-3899.6 	-3111.5 	-2462.6 	-177.9 	-3677.9 	-3614.8 	-2500.8 	-1608.3 	-3375.8 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,DE	20490.0 	26238.0 	19599.0 	126.0 	16176.0 	24740.0 	21295.0 	3057.0 	17922.0 	25081.0 	21620.0 	3771.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,DK	2823.1 	2583.2 	492.3 	2289.3 	2079.6 	2346.7 	712.0 	2452.3 	1227.4 	2099.6 	385.9 	2637.8 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,EA19	5469.0 	34982.0 	19378.0 	-16839.0 	21782.0 	45492.0 	22580.0 	-16283.0 	28513.0 	29843.0 	28006.0 	-6315.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,EE	-106.1 	-136.2 	-127.0 	-69.8 	-118.7 	-131.8 	-96.1 	-144.3 	-137.2 	-93.7 	-99.2 	-130.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,EL	-185.0 	699.0 	679.0 	-264.0 	-717.0 	-23.0 	859.0 	-324.0 	-542.0 	-268.0 	866.0 	-637.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,ES	-3245.0 	3864.0 	-458.0 	-2492.0 	-1830.0 	5836.0 	-462.0 	-3563.0 	-1841.0 	4657.0 	-734.0 	-3458.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,EU28	-12792.8 	-1684.2 	-4047.9 	-40420.9 	8080.8 	13827.5 	412.3 	-38176.5 	3075.5 	2926.1 	8727.2 	-28933.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,FI	1119.0 	1106.0 	695.0 	-457.0 	1820.0 	1057.0 	-394.0 	-934.0 	650.0 	571.0 	-112.0 	-1767.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,FR	8619.0 	14005.0 	9236.0 	5497.0 	11954.0 	20152.0 	8925.0 	10388.0 	17685.0 	15479.0 	9738.0 	16281.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,HR	334.6 	-3.5 	-355.9 	-361.6 	-610.4 	-162.2 	-232.2 	-389.4 	-299.2 	29.9 	-275.2 	-325.6 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,HU	-1278.3 	-1649.4 	-349.5 	-736.8 	-739.7 	-953.9 	-874.8 	-1359.0 	-1196.5 	-1409.0 	-959.4 	-1803.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,IE	-17791.0 	-15559.0 	-11001.0 	-11343.0 	-14425.0 	-13145.0 	-13683.0 	-15647.0 	-14829.0 	-15613.0 	-14971.0 	-15429.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,IS	5.4 	88.6 	86.5 	79.5 	20.2 	156.2 	27.3 	21.5 	2.2 	-43.9 	5.2 	0.8 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,IT	-1684.0 	624.0 	572.0 	-2880.0 	2830.0 	4762.0 	2971.0 	-969.0 	4243.0 	4596.0 	3089.0 	-363.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,LT	-430.2 	-340.6 	-372.8 	-506.8 	-401.9 	-291.3 	-425.9 	-538.5 	-432.4 	-292.9 	-422.3 	-567.9 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,LU	-1477.0 	-4774.0 	-4430.0 	-5232.0 	-2338.0 	-4901.0 	-1949.0 	-5438.0 	-3826.0 	-5212.0 	-3400.0 	-6449.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,LV	-125.0 	-40.0 	111.0 	-115.0 	-35.0 	-26.0 	127.0 	-134.0 	-134.0 	-49.0 	208.0 	-235.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,ME	22.0 	30.0 	4.0 	-26.0 	24.0 	32.0 	12.0 	22.0 	37.0 	18.0 	11.0 	20.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,MK	-69.8 	-72.6 	-97.3 	-94.1 	-95.5 	-97.0 	-98.5 	-101.4 	-101.6 	-96.1 	-108.7 	-106.1 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,MT	-148.1 	-99.0 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,NL	-2384.0 	35.0 	-456.0 	-5718.0 	-3162.0 	-1137.0 	2473.0 	-4169.0 	1205.0 	3517.0 	1229.0 	-2548.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,NO	3393.2 	3164.8 	3132.0 	3720.4 	3343.8 	4015.5 	3181.4 	6032.7 	3013.5 	2476.0 	3781.0 	6183.9 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,PL	-4576.7 	-4176.3 	-4255.0 	-3650.7 	-5751.9 	-4084.0 	-2739.2 	-5159.2 	-4909.7 	-5741.0 	-3273.8 	-4883.7 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,PT	-746.0 	-1003.0 	-481.0 	-2446.0 	-1030.0 	-400.0 	-816.0 	-2344.0 	-1136.0 	-562.0 	-379.0 	-3232.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,RO	-1165.5 	-785.9 	-745.0 	-2357.2 	-1073.6 	-294.2 	-796.2 	-2569.4 	-1324.3 	-272.4 	-629.6 	-1864.5 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,RS	-491.0 	-402.0 	-486.0 	-456.0 	-550.0 	-459.0 	-700.0 	-564.0 	-637.0 	-668.0 	: 	: 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,SE	2690.3 	2359.9 	2303.5 	-2078.0 	3054.2 	1901.7 	2221.5 	-620.0 	3248.5 	2037.8 	1909.3 	-1116.4 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,SI	-361.0 	-336.1 	-141.3 	-372.8 	-360.9 	-339.8 	-112.1 	-367.7 	-220.4 	-226.0 	-152.5 	-204.8 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,SK	-612.0 	45.5 	-570.1 	-649.1 	-661.4 	-613.0 	-264.5 	-530.1 	-561.6 	-621.1 	-272.6 	-458.1 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,TR	-1700.7 	-2003.0 	-1786.3 	-2398.3 	-2076.7 	-2081.7 	-2057.9 	-3004.9 	-2013.0 	-2773.2 	-1928.6 	-3104.1 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,UK	-12542.0 	-22309.3 	-19399.8 	-20005.6 	-13344.2 	-8496.3 	-5672.7 	-12862.3 	-8929.7 	-9945.8 	-6935.9 	-11654.3 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,XK	5.9 	26.6 	20.4 	26.8 	-11.0 	37.6 	18.9 	11.6 	26.9 	36.6 	37.7 	37.5 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,AL	176.4 	200.9 	169.1 	216.8 	210.3 	224.3 	169.0 	213.3 	212.1 	253.1 	202.7 	238.8 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,AT	-335.0 	-496.0 	-992.0 	-677.0 	-713.0 	-1039.0 	-797.0 	-856.0 	-581.0 	-590.0 	-997.0 	-931.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,BE	-1212.0 	-1610.0 	-2097.0 	-1534.0 	-1944.0 	-2055.0 	-1596.0 	-1734.0 	-1457.0 	-1698.0 	-2455.0 	-1911.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,BG	321.2 	124.7 	497.7 	637.5 	205.6 	243.8 	538.3 	432.2 	608.8 	285.3 	520.2 	415.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,CH	-2454.4 	-3635.5 	-2571.7 	-3164.6 	-1830.6 	-1304.9 	-1817.8 	-2204.9 	-4216.2 	-3550.0 	-1703.7 	-2115.8 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,CY	-98.0 	-168.0 	-110.0 	-95.0 	-104.0 	-141.0 	-90.0 	-125.0 	-98.0 	-107.0 	-106.0 	-119.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,CZ	-64.6 	-359.1 	252.7 	-425.6 	-314.2 	-522.6 	-555.8 	-586.4 	-551.2 	-116.6 	-801.8 	-504.3 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,DE	-6587.0 	-10307.0 	-13320.0 	-3369.0 	-10610.0 	-12580.0 	-16780.0 	-11841.0 	-11035.0 	-14463.0 	-14483.0 	-5373.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,DK	-1063.8 	-1086.5 	-1189.6 	-882.1 	-1138.7 	-666.4 	-973.2 	-1129.5 	-900.5 	-975.7 	-1173.9 	-1176.6 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,EA19	-23195.0 	-31565.0 	-46770.0 	-21413.0 	-34938.0 	-34490.0 	-42690.0 	-34731.0 	-32731.0 	-31391.0 	-43011.0 	-29299.0 
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN2,EE	9.7 	62.1 	-53.8 	9.2 	-8.5 	42.4 	3.9 	33.9 	32.0 	76.4 	-6.7 	21.2 
