currency,bop_item,sector10,sectpart,partner,stk_flow,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
MIO_NAC,FA__F__F7,S1V,S1,WRL_REST,N_LE,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	733.0 	777.0 	2613.0 	2112.0 	703.0 
MIO_NAC,FA__F__F7,S1V,S1,WRL_REST,N_LE,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: c	: c	: c	: c	: c	: c	: c	45.0 	: c	386.0 
MIO_NAC,FA__F__F7,S1V,S1,WRL_REST,N_LE,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
MIO_NAC,FA__F__F7,S1V,S1,WRL_REST,N_LE,HR	: 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	-840.0 	-746.0 	-900.0 	1065.0 	1142.0 	576.0 
MIO_NAC,FA__F__F7,S1V,S1,WRL_REST,N_LE,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-174356.2 	-119019.1 	-230952.8 	-306847.0 	-189785.0 	-47331.5 	-112925.2 
MIO_NAC,FA__F__F7,S1V,S1,WRL_REST,N_LE,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	-52.0 	594.0 	772.0 	: c	505.0 
MIO_NAC,FA__F__F7,S1V,S1,WRL_REST,N_LE,IT	: 	: 	: 	: 	1631.0 	2414.0 	1691.0 	7676.0 	11774.0 	9327.0 	4588.0 	2602.0 	-1498.0 	-3392.0 	-3638.0 	-1457.0 	-2588.0 	-2489.0 	-960.0 	-763.0 	-2145.0 	-2421.0 	36.0 
MIO_NAC,FA__F__F7,S1V,S1,WRL_REST,N_LE,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
MIO_NAC,FA__F__F7,S1V,S1,WRL_REST,N_LE,LU	: 	: 	: 	: 	: 	: 	: 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	4.0 	575.0 	382.0 	253.0 	161.0 
MIO_NAC,FA__F__F7,S1V,S1,WRL_REST,N_LE,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	33.0 	0.0 	0.0 	0.0 	0.0 
MIO_NAC,FA__F__F7,S1V,S1,WRL_REST,N_LE,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
MIO_NAC,FA__F__F7,S1V,S1,WRL_REST,N_LE,NL	: 	: 	: 	: 	: 	: 	: 	: 	-203.0 	-245.0 	-25.0 	-348.0 	-347.0 	-6.0 	-30.0 	702.0 	333.0 	-244.0 	-220.0 	389.0 	1105.0 	1772.0 	1318.0 
MIO_NAC,FA__F__F7,S1V,S1,WRL_REST,N_LE,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	-135.0 	-197.0 	-253.0 	-292.0 	-306.0 	-306.0 	-53.0 	504.0 	1056.0 	750.0 	-712.0 	-744.0 	333.0 	1725.0 
MIO_NAC,FA__F__F7,S1V,S1,WRL_REST,N_LE,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	6.0 	11.0 	15.0 	39.0 	49.0 	-5.0 
MIO_NAC,FA__F__F7,S1V,S1,WRL_REST,N_LE,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 
MIO_NAC,FA__F__F7,S1V,S1,WRL_REST,N_LE,SE	: 	: 	: 	: c	4798.0 	-6665.0 	-6733.0 	6494.0 	953.0 	3014.0 	-6840.0 	1703.0 	: c	11263.0 	7644.0 	10800.0 	17863.0 	12395.0 	10038.0 	14587.0 	7853.0 	8132.0 	-2991.0 
MIO_NAC,FA__F__F7,S1V,S1,WRL_REST,N_LE,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-7.0 	2.0 	2.0 	0.8 	3.7 	-5.3 	-3.2 	66.8 	7.1 
MIO_NAC,FA__F__F7,S1V,S1,WRL_REST,N_LE,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	71.6 	131.7 	116.5 	33.8 	15.3 
