LIP_MD60,T,Y_LT18,MK	: 	: 	: 	: 	: 	: 	: 	: 	23.8 	12.5 	14.7 	: 
LIP_MD60,T,Y_LT18,MT	: 	: 	11.5 	8.6 	10.7 	15.9 	14.1 	13.2 	18.9 	20.1 	17.2 	15.5 
LIP_MD60,T,Y_LT18,NL	: 	: 	7.8 	4.9 	15.9 	16.6 	6.4 	9.2 	11.5 	10.3 	11.6 b	3.9 
LIP_MD60,T,Y_LT18,NO	: 	3.7 	2.3 	3.1 	3.6 	3.0 	3.0 	2.9 	2.8 	7.2 	4.3 	1.8 
LIP_MD60,T,Y_LT18,PL	: 	: 	15.8 	15.8 	14.8 	12.5 	14.2 	12.7 	13.5 	14.4 	13.1 	8.6 
LIP_MD60,T,Y_LT18,PT	: 	18.6 	14.2 	10.7 	19.6 	22.8 	14.2 	12.5 	15.3 	18.1 	17.2 	19.4 
LIP_MD60,T,Y_LT18,RO	: 	: 	: 	: 	28.3 	26.4 	32.7 	23.6 	29.7 	31.9 	36.4 	28.8 
LIP_MD60,T,Y_LT18,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.2 	: 
LIP_MD60,T,Y_LT18,SE	: 	2.6 	2.0 	4.0 	4.3 	3.4 	6.8 b	8.5 	3.5 	4.1 b	3.2 	7.2 
LIP_MD60,T,Y_LT18,SI	: 	: 	6.4 	5.7 	5.3 	9.4 	5.0 	6.5 	10.5 	6.6 	6.2 	6.7 
LIP_MD60,T,Y_LT18,SK	: 	: 	9.4 	4.7 	9.3 	16.3 	16.3 	11.0 	16.2 	14.6 	15.0 	: 
LIP_MD60,T,Y_LT18,TR	: 	: 	: 	27.9 	28.8 	: 	: 	: 	24.5 	27.3 	: 	: 
LIP_MD60,T,Y_LT18,UK	: 	: 	12.8 	10.9 	7.6 	7.6 	6.8 	6.3 	9.1 	7.8 	12.6 	: 
