s_adj,age,sex,unit,geo\time	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 	2018M09 
SA,Y25-74,F,PC_ACT,SE	5.1 	4.6 	5.2 	5.2 	4.4 	5.2 	5.0 	4.5 	5.3 	5.1 	5.1 	: 
SA,Y25-74,F,PC_ACT,SI	6.4 	6.2 	6.0 	6.0 	5.8 	5.7 	5.6 	5.4 	5.3 	5.3 	5.2 	: 
SA,Y25-74,F,PC_ACT,SK	7.3 	7.2 	7.2 	7.1 	7.0 	6.9 	6.9 	6.8 	6.9 	6.8 	6.8 	: 
SA,Y25-74,F,PC_ACT,UK	3.2 	3.3 	3.3 	3.2 	3.1 	3.1 	3.1 	3.1 	3.1 	3.0 	: 	: 
SA,Y25-74,F,PC_ACT,US	3.3 	3.4 	3.5 	3.3 	3.5 	3.5 	3.2 	3.0 	3.4 	3.4 	3.3 	: 
SA,Y25-74,M,PC_ACT,AT	5.3 	5.0 	5.0 	4.9 	4.5 	4.6 	4.5 	4.2 	4.2 	4.4 	4.3 	: 
SA,Y25-74,M,PC_ACT,BE	5.9 	5.6 	5.5 	5.5 	5.5 	5.4 	5.5 	5.5 	5.4 	5.6 	5.6 	: 
SA,Y25-74,M,PC_ACT,BG	5.6 	5.6 	5.7 	5.7 	5.6 	5.5 	5.3 	5.3 	5.3 	5.3 	5.4 	: 
SA,Y25-74,M,PC_ACT,CY	8.9 	9.3 	9.5 	8.5 	7.6 	7.2 	6.8 	6.5 	6.3 	5.9 	5.8 	: 
SA,Y25-74,M,PC_ACT,CZ	1.8 	1.7 	1.7 	1.6 	1.6 	1.5 	1.5 	1.6 	1.6 	1.7 	1.7 	: 
SA,Y25-74,M,PC_ACT,DE	3.6 	3.6 	3.6 	3.6 	3.6 	3.5 	3.5 	3.5 	3.4 	3.4 	3.4 	: 
SA,Y25-74,M,PC_ACT,DK	4.3 	4.2 	4.0 	3.7 	3.6 	3.6 	3.6 	3.7 	3.7 	3.8 	3.8 	: 
SA,Y25-74,M,PC_ACT,EA	7.4 	7.4 	7.3 	7.3 	7.2 	7.2 	7.1 	7.0 	6.9 	6.9 	6.9 	: 
SA,Y25-74,M,PC_ACT,EA18	7.4 	7.4 	7.3 	7.3 	7.3 	7.2 	7.1 	7.0 	7.0 	6.9 	6.9 	: 
SA,Y25-74,M,PC_ACT,EA19	7.4 	7.4 	7.3 	7.3 	7.2 	7.2 	7.1 	7.0 	6.9 	6.9 	6.9 	: 
SA,Y25-74,M,PC_ACT,EE	5.1 	5.4 	5.5 	6.5 	6.5 	6.0 	5.2 	4.7 	4.4 	4.3 	: 	: 
SA,Y25-74,M,PC_ACT,EL	16.1 	16.0 	15.6 	15.5 	15.3 	15.1 	15.2 	14.5 	14.1 	14.1 	: 	: 
SA,Y25-74,M,PC_ACT,ES	13.4 	13.3 	13.3 	13.2 	13.0 	12.9 	12.6 	12.4 	12.2 	12.1 	12.1 	: 
SA,Y25-74,M,PC_ACT,EU27	6.1 	6.1 	6.0 	6.0 	5.9 	5.9 	5.8 	5.7 	5.7 	5.7 	5.7 	: 
SA,Y25-74,M,PC_ACT,EU28	6.2 	6.1 	6.0 	6.0 	6.0 	5.9 	5.8 	5.7 	5.7 	5.7 	5.7 	: 
SA,Y25-74,M,PC_ACT,FI	7.2 	7.2 	7.1 	7.0 	6.8 	6.6 	6.5 	6.5 	6.4 	6.4 	6.1 	5.9 
SA,Y25-74,M,PC_ACT,FR	7.7 	7.6 	7.6 	7.7 	7.7 	7.7 	7.6 	7.6 	7.7 	8.0 	8.1 	: 
SA,Y25-74,M,PC_ACT,HR	8.0 	7.8 	7.5 	7.3 	7.1 	7.0 	6.9 	6.9 	7.1 	6.9 	6.8 	: 
SA,Y25-74,M,PC_ACT,HU	3.1 	3.0 	2.8 	2.8 	2.8 	2.9 	3.0 	3.0 	3.0 	3.0 	: 	: 
SA,Y25-74,M,PC_ACT,IE	5.9 	5.7 	5.5 	5.1 	4.9 	4.8 	4.8 	4.9 	4.8 	4.8 	4.7 	4.7 
SA,Y25-74,M,PC_ACT,IS	2.3 	2.3 	2.3 	2.3 	2.3 	2.3 	2.2 	2.2 	2.2 	2.1 	2.1 	: 
SA,Y25-74,M,PC_ACT,IT	8.8 	8.8 	8.8 	8.7 	8.7 	8.7 	8.5 	8.5 	8.5 	: 	: 	: 
SA,Y25-74,M,PC_ACT,LT	7.5 	7.4 	7.4 	6.8 	6.8 	6.9 	6.1 	5.8 	5.6 	6.2 	6.3 	: 
SA,Y25-74,M,PC_ACT,LU	4.3 	4.3 	4.3 	4.1 	4.3 	4.2 	4.2 	4.1 	4.1 	4.2 	4.2 	: 
SA,Y25-74,M,PC_ACT,LV	8.2 	8.2 	8.2 	8.2 	8.1 	8.2 	8.6 	8.8 	8.9 	8.7 	8.5 	: 
SA,Y25-74,M,PC_ACT,MT	3.5 	3.4 	3.5 	3.7 	3.9 	3.8 	3.4 	3.2 	3.1 	3.1 	3.1 	: 
SA,Y25-74,M,PC_ACT,NL	3.5 	3.4 	3.3 	3.2 	3.1 	3.1 	3.2 	3.1 	3.1 	3.1 	3.1 	3.0 
SA,Y25-74,M,PC_ACT,NO	3.3 	3.4 	3.4 	3.5 	3.4 	3.4 	3.2 	3.2 	3.2 	3.4 	: 	: 
SA,Y25-74,M,PC_ACT,PL	3.6 	3.6 	3.5 	3.4 	3.3 	3.2 	3.2 	3.1 	3.1 	3.0 	3.0 	: 
SA,Y25-74,M,PC_ACT,PT	6.7 	6.7 	6.4 	6.4 	6.2 	6.1 	5.9 	5.7 	5.4 	5.3 	5.4 	: 
SA,Y25-74,M,PC_ACT,RO	4.2 	4.2 	4.0 	4.1 	4.0 	4.0 	3.9 	3.8 	3.7 	3.9 	4.0 	: 
SA,Y25-74,M,PC_ACT,SE	5.5 	5.3 	4.8 	5.1 	5.1 	4.6 	5.2 	5.3 	4.6 	4.9 	5.2 	: 
SA,Y25-74,M,PC_ACT,SI	4.7 	4.5 	4.5 	4.7 	4.7 	4.6 	4.6 	4.7 	4.7 	4.8 	4.9 	: 
SA,Y25-74,M,PC_ACT,SK	6.5 	6.3 	6.2 	6.0 	5.9 	5.8 	5.7 	5.6 	5.6 	5.5 	5.4 	: 
SA,Y25-74,M,PC_ACT,UK	3.0 	3.0 	3.0 	2.9 	3.0 	3.0 	2.9 	2.8 	2.8 	3.0 	: 	: 
SA,Y25-74,M,PC_ACT,US	3.3 	3.2 	3.3 	3.4 	3.3 	3.3 	3.3 	3.1 	3.2 	3.0 	3.1 	: 
SA,Y25-74,T,PC_ACT,AT	4.8 	4.8 	4.8 	4.6 	4.3 	4.3 	4.2 	4.0 	4.1 	4.4 	4.3 	: 
SA,Y25-74,T,PC_ACT,BE	5.8 	5.6 	5.4 	5.3 	5.2 	5.2 	5.3 	5.3 	5.3 	5.5 	5.4 	: 
SA,Y25-74,T,PC_ACT,BG	5.6 	5.5 	5.4 	5.3 	5.1 	5.0 	4.9 	4.9 	4.8 	4.8 	4.8 	: 
SA,Y25-74,T,PC_ACT,CY	8.9 	9.2 	9.3 	8.7 	8.1 	7.7 	7.3 	7.1 	6.9 	6.6 	6.5 	: 
SA,Y25-74,T,PC_ACT,CZ	2.3 	2.2 	2.2 	2.1 	2.0 	1.9 	1.9 	2.0 	2.1 	2.2 	2.2 	: 
SA,Y25-74,T,PC_ACT,DE	3.3 	3.3 	3.2 	3.2 	3.2 	3.2 	3.1 	3.1 	3.1 	3.1 	3.1 	: 
SA,Y25-74,T,PC_ACT,DK	4.7 	4.6 	4.4 	4.2 	4.1 	4.1 	4.2 	4.3 	4.2 	4.2 	4.0 	: 
SA,Y25-74,T,PC_ACT,EA	7.9 	7.8 	7.8 	7.8 	7.7 	7.6 	7.5 	7.4 	7.4 	7.4 	7.3 	: 
SA,Y25-74,T,PC_ACT,EA18	7.9 	7.8 	7.8 	7.8 	7.7 	7.6 	7.5 	7.4 	7.4 	7.4 	7.3 	: 
SA,Y25-74,T,PC_ACT,EA19	7.9 	7.8 	7.8 	7.8 	7.7 	7.6 	7.5 	7.4 	7.4 	7.4 	7.3 	: 
SA,Y25-74,T,PC_ACT,EE	5.0 	5.3 	5.5 	6.0 	5.9 	5.4 	4.9 	4.8 	4.6 	4.6 	: 	: 
SA,Y25-74,T,PC_ACT,EL	19.8 	19.8 	19.6 	19.4 	19.4 	18.8 	18.8 	18.3 	18.0 	17.9 	: 	: 
SA,Y25-74,T,PC_ACT,ES	15.1 	15.1 	15.0 	15.0 	14.9 	14.6 	14.3 	14.1 	13.9 	13.9 	13.9 	: 
SA,Y25-74,T,PC_ACT,EU27	6.5 	6.4 	6.3 	6.3 	6.2 	6.2 	6.1 	6.0 	6.0 	6.0 	5.9 	: 
SA,Y25-74,T,PC_ACT,EU28	6.5 	6.4 	6.4 	6.3 	6.3 	6.2 	6.1 	6.0 	6.0 	6.0 	6.0 	: 
SA,Y25-74,T,PC_ACT,FI	6.9 	6.9 	6.9 	6.8 	6.6 	6.5 	6.4 	6.3 	6.3 	6.2 	6.1 	6.0 
SA,Y25-74,T,PC_ACT,FR	7.9 	7.8 	7.8 	7.9 	7.9 	7.9 	7.9 	7.9 	7.9 	8.1 	8.2 	: 
SA,Y25-74,T,PC_ACT,HR	8.7 	8.5 	8.2 	8.0 	7.8 	7.6 	7.5 	7.4 	7.5 	7.3 	7.2 	: 
SA,Y25-74,T,PC_ACT,HU	3.4 	3.4 	3.2 	3.2 	3.2 	3.2 	3.2 	3.2 	3.2 	3.3 	: 	: 
SA,Y25-74,T,PC_ACT,IE	5.6 	5.5 	5.3 	5.0 	4.8 	4.7 	4.7 	4.7 	4.7 	4.7 	4.6 	4.5 
SA,Y25-74,T,PC_ACT,IS	2.2 	2.3 	2.3 	2.3 	2.3 	2.2 	2.2 	2.1 	2.1 	2.1 	2.0 	: 
SA,Y25-74,T,PC_ACT,IT	9.6 	9.6 	9.6 	9.6 	9.6 	9.6 	9.3 	9.3 	9.3 	: 	: 	: 
SA,Y25-74,T,PC_ACT,LT	6.2 	6.2 	6.3 	5.9 	5.8 	6.0 	5.5 	5.4 	5.4 	5.8 	5.7 	: 
SA,Y25-74,T,PC_ACT,LU	4.7 	4.7 	4.7 	4.6 	4.7 	4.6 	4.6 	4.5 	4.5 	4.6 	4.6 	: 
SA,Y25-74,T,PC_ACT,LV	7.7 	7.6 	7.5 	7.4 	7.3 	7.3 	7.4 	7.4 	7.5 	7.4 	7.3 	: 
SA,Y25-74,T,PC_ACT,MT	3.4 	3.4 	3.6 	3.6 	3.8 	3.7 	3.4 	3.3 	3.2 	3.2 	3.1 	: 
SA,Y25-74,T,PC_ACT,NL	3.8 	3.7 	3.7 	3.6 	3.5 	3.4 	3.4 	3.3 	3.3 	3.2 	3.1 	3.0 
SA,Y25-74,T,PC_ACT,NO	3.0 	3.1 	3.2 	3.2 	3.2 	3.1 	3.0 	2.9 	3.0 	3.1 	: 	: 
SA,Y25-74,T,PC_ACT,PL	3.7 	3.7 	3.6 	3.5 	3.4 	3.3 	3.2 	3.1 	3.1 	3.0 	2.9 	: 
SA,Y25-74,T,PC_ACT,PT	7.1 	6.9 	6.8 	6.8 	6.6 	6.4 	6.1 	6.0 	5.8 	5.8 	5.8 	: 
SA,Y25-74,T,PC_ACT,RO	3.6 	3.6 	3.5 	3.6 	3.5 	3.6 	3.4 	3.3 	3.3 	3.4 	3.4 	: 
SA,Y25-74,T,PC_ACT,SE	5.3 	5.0 	5.0 	5.2 	4.8 	4.8 	5.1 	4.9 	4.9 	5.0 	5.1 	: 
SA,Y25-74,T,PC_ACT,SI	5.5 	5.3 	5.2 	5.3 	5.2 	5.1 	5.1 	5.0 	5.0 	5.0 	5.0 	: 
SA,Y25-74,T,PC_ACT,SK	6.8 	6.7 	6.6 	6.5 	6.4 	6.3 	6.2 	6.2 	6.2 	6.1 	6.1 	: 
SA,Y25-74,T,PC_ACT,TR	8.6 	8.5 	8.3 	8.3 	8.3 	8.4 	8.7 	9.0 	9.1 	: 	: 	: 
SA,Y25-74,T,PC_ACT,UK	3.1 	3.1 	3.1 	3.0 	3.0 	3.0 	3.0 	2.9 	2.9 	3.0 	: 	: 
SA,Y25-74,T,PC_ACT,US	3.3 	3.3 	3.4 	3.4 	3.4 	3.4 	3.3 	3.0 	3.3 	3.2 	3.2 	: 
