unit,co_nco,na_item,finpos,sector,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
PC_GDP,NCO,F4,LIAB,S11,FI	64.8 	64.9 	65.9 	60.3 	73.3 	80.6 	74.6 	74.5 	76.6 	76.6 	75.0 	77.4 	81.2 	95.6 	94.2 	94.0 	93.4 	92.5 	95.0 	100.1 	108.4 	98.4 	101.1 
PC_GDP,NCO,F4,LIAB,S11,FR	80.4 	78.5 	78.4 	76.4 	79.2 	81.9 	83.5 	83.9 	81.1 	82.5 	84.3 	87.0 	90.7 	94.7 	94.5 	92.6 	96.9 	97.1 	95.2 	104.2 	109.2 	112.7 	114.7 
PC_GDP,NCO,F4,LIAB,S11,HR	: 	: 	: 	: 	: 	: 	47.4 	57.5 	56.3 	58.0 	59.9 	65.0 	71.2 	78.5 	89.9 	98.5 	97.8 	96.1 	97.3 	96.4 	94.8 	91.9 	91.1 
PC_GDP,NCO,F4,LIAB,S11,HU	35.2 	39.7 	42.8 	43.2 	47.0 	52.6 	52.7 	48.5 	53.8 	55.3 	62.5 	66.4 	77.0 	80.7 	91.0 	85.9 	88.1 	82.5 	78.5 	78.0 	74.0 	70.0 	63.0 
PC_GDP,NCO,F4,LIAB,S11,IE	: 	: 	: 	: 	: 	: 	91.8 	84.2 	79.2 	76.5 	84.9 	96.7 	98.8 	144.4 	161.0 	165.9 	189.2 	202.9 	192.4 	216.3 	266.5 	249.9 	212.3 
PC_GDP,NCO,F4,LIAB,S11,IT	50.5 	48.4 	47.7 	47.0 	52.5 	54.3 	55.8 	56.3 	58.4 	59.0 	61.5 	64.5 	70.2 	73.3 	77.1 	76.0 	75.9 	75.6 	72.4 	70.1 	67.2 	65.2 	63.0 
PC_GDP,NCO,F4,LIAB,S11,LT	19.7 	19.9 	20.7 	23.6 	27.9 	28.4 	26.2 	25.6 	30.8 	32.8 	37.8 	43.9 	56.2 	55.2 	53.6 	48.4 	42.6 	41.6 	39.6 	36.4 	36.6 	40.0 	40.6 
PC_GDP,NCO,F4,LIAB,S11,LU	: 	: 	: 	: 	85.4 	86.8 	128.9 	130.9 	178.6 	158.8 	152.4 	160.2 	278.0 	269.7 	285.9 	246.2 	255.7 	266.4 	274.7 	290.1 	294.3 	311.8 	295.7 
PC_GDP,NCO,F4,LIAB,S11,LV	10.7 	17.5 	23.5 	30.5 	34.8 	42.1 	43.4 	44.6 	42.3 	52.6 	61.4 	65.2 	72.0 	77.8 	94.4 	100.9 	90.7 	84.3 	78.9 	74.4 	72.4 	71.9 	67.1 
PC_GDP,NCO,F4,LIAB,S11,MT	91.1 e	94.7 e	97.0 e	99.2 e	101.5 e	100.7 e	105.1 e	106.7 e	108.4 e	103.4 	106.8 	115.4 	120.7 	134.6 	149.7 	152.7 	161.0 	155.4 	150.6 	148.6 	134.7 	131.5 	127.0 
PC_GDP,NCO,F4,LIAB,S11,NL	121.5 	119.5 	113.9 	111.9 	115.2 	113.9 	109.6 	105.7 	114.6 	112.7 	114.0 	109.2 	109.8 	111.8 	121.6 	134.5 	146.4 	149.4 	152.0 	160.5 	159.5 	159.2 	154.3 p
PC_GDP,NCO,F4,LIAB,S11,PL	18.7 	20.9 	21.5 	25.1 	27.3 	28.8 	29.6 	33.0 	30.8 	25.9 	25.3 	29.2 	30.8 	37.0 	35.6 	35.3 	37.8 	38.0 	38.4 	39.7 	40.7 	42.9 	40.0 
PC_GDP,NCO,F4,LIAB,S11,PT	58.7 	62.6 	62.0 	67.7 	69.7 	74.4 	79.7 	84.2 	91.7 	98.4 	94.5 	90.6 	94.7 	101.8 	106.4 	106.3 	110.4 	119.6 	112.0 	107.0 	100.7 	94.3 	89.1 
PC_GDP,NCO,F4,LIAB,S11,RO	88.7 e	67.7 e	38.6 e	37.2 	29.3 	27.7 	28.4 	30.1 	29.6 	28.8 	31.2 	34.8 	42.8 	49.0 	55.5 	52.7 	52.3 	51.9 	48.6 	44.9 	43.6 	40.0 	35.6 
PC_GDP,NCO,F4,LIAB,S11,SE	81.3 	80.9 	85.0 	89.0 	92.0 	95.0 	99.4 	99.7 	94.5 	92.9 	95.8 	98.0 	113.5 	135.6 	142.1 	131.5 	135.1 	133.1 	132.4 	131.7 	131.0 	124.4 	125.7 
PC_GDP,NCO,F4,LIAB,S11,SI	27.9 	27.4 	29.3 	33.6 	38.5 	43.1 	47.1 	49.3 	52.7 	56.4 	63.2 	66.3 	77.9 	87.8 	93.3 	92.7 	93.2 	91.1 	86.4 	76.1 	64.8 	58.5 	53.1 
PC_GDP,NCO,F4,LIAB,S11,SK	58.5 	53.3 	50.6 	53.8 	50.4 	38.0 	38.3 	42.8 	37.9 	36.2 	34.9 	36.6 	41.7 	43.7 	46.1 	43.7 	46.1 	46.2 	46.1 	44.9 	43.7 	46.8 	51.9 
PC_GDP,NCO,F4,LIAB,S11,UK	47.5 	48.0 	49.2 	52.6 	55.9 	59.5 	63.4 	64.4 	63.1 	64.8 	72.6 	76.7 	78.5 	86.3 	79.4 	76.6 	71.3 	72.7 	67.9 	62.3 	61.1 	64.0 	63.6 
PC_GDP,NCO,F4,LIAB,S14,AT	42.0 	42.8 	42.9 	42.2 	44.2 	44.8 	45.1 	45.8 	46.5 	47.4 	51.7 	52.2 	51.4 	52.0 	53.3 	54.4 	53.0 	51.8 	51.0 	50.2 	50.2 	50.5 	49.6 
PC_GDP,NCO,F4,LIAB,S14,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	54.6 	55.4 	57.6 	58.5 	59.1 	60.0 
PC_GDP,NCO,F4,LIAB,S14,BG	0.4 	0.2 	0.9 	1.8 	2.1 	2.2 	3.1 	4.2 	6.9 	10.7 	14.9 	17.3 	21.8 	25.3 	26.8 	25.9 	23.7 	23.1 	23.2 	23.0 	21.6 	20.5 	19.7 
PC_GDP,NCO,F4,LIAB,S14,CY	62.3 	65.3 	68.3 	69.4 	75.8 	76.5 	73.7 	72.8 	67.8 	71.0 	88.2 	89.4 	95.1 	101.3 	111.2 	117.0 	119.9 	125.1 	125.8 	128.2 	126.2 	118.0 	106.8 
PC_GDP,NCO,F4,LIAB,S14,CZ	10.1 	7.7 	7.7 	6.9 	7.3 	7.7 	8.0 	10.6 	11.4 	13.8 	16.5 	19.0 	23.1 	25.7 	28.4 	28.9 	30.0 	30.8 	31.6 	30.4 	30.3 	31.3 	29.6 
PC_GDP,NCO,F4,LIAB,S14,DE	59.2 	62.4 	64.3 	66.3 	69.6 	70.2 	69.1 	68.9 	69.3 	67.9 	66.9 	64.4 	60.5 	58.8 	61.1 	58.5 	56.4 	55.8 	54.8 	53.4 	52.7 	52.4 	52.2 
PC_GDP,NCO,F4,LIAB,S14,DK	77.3 	79.2 	82.1 	87.4 	86.7 	86.6 	91.3 	95.9 	100.5 	105.6 	113.3 	118.6 	125.6 	129.0 	140.9 	136.7 	136.8 	134.8 	131.8 	130.3 	128.3 	129.2 	126.8 
PC_GDP,NCO,F4,LIAB,S14,EE	1.9 	3.4 	6.3 	5.8 	6.9 	8.5 	10.7 	13.9 	18.1 	23.7 	31.2 	40.7 	45.0 	48.7 	54.9 	51.5 	43.9 	40.5 	38.6 	37.5 	38.4 	38.7 	38.0 
PC_GDP,NCO,F4,LIAB,S14,EL	5.6 	6.5 	7.2 	8.3 	9.8 	12.5 	16.2 	20.1 	23.6 	28.5 	35.6 	40.6 	46.0 	49.8 	51.8 	61.1 	63.7 	64.6 	65.1 	62.5 	61.5 	60.1 	56.4 
PC_GDP,NCO,F4,LIAB,S14,ES	30.8 	31.7 	34.0 	37.6 	41.8 	45.1 	46.8 	50.7 	56.1 	62.8 	70.0 	77.2 	80.8 	81.6 	83.7 	83.2 	81.4 	80.2 	76.7 	72.4 	67.3 	64.0 	60.7 
PC_GDP,NCO,F4,LIAB,S14,FI	33.9 	31.6 	29.7 	29.2 	30.8 	31.2 	31.7 	34.1 	37.6 	41.0 	45.3 	48.7 	50.0 	51.7 	58.2 	59.9 	60.1 	62.3 	62.8 	64.4 	65.7 	66.0 	66.3 
PC_GDP,NCO,F4,LIAB,S14,FR	33.0 	33.2 	33.4 	32.5 	33.4 	33.6 	34.0 	35.0 	36.5 	38.3 	41.1 	43.6 	46.0 	48.0 	51.8 	53.0 	53.9 	54.3 	54.7 	54.8 	55.2 	56.3 	57.7 
PC_GDP,NCO,F4,LIAB,S14,HR	: 	: 	: 	: 	: 	: 	16.1 	21.4 	24.9 	27.4 	30.6 	34.3 	37.2 	38.8 	39.7 	41.7 	41.2 	41.0 	40.1 	39.9 	38.3 	35.0 	33.9 
PC_GDP,NCO,F4,LIAB,S14,HU	6.0 	4.7 	4.4 	3.8 	4.5 	5.9 	7.8 	11.4 	16.7 	19.7 	23.3 	26.0 	29.8 	36.2 	37.4 	39.3 	37.2 	31.4 	27.9 	25.4 	21.2 	20.3 	18.7 
PC_GDP,NCO,F4,LIAB,S14,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	98.0 	92.6 	80.6 	56.4 	51.7 	47.2 
PC_GDP,NCO,F4,LIAB,S14,IT	17.5 	17.6 	17.9 	18.2 	20.6 	22.2 	23.5 	25.2 	27.0 	29.4 	32.5 	35.3 	37.7 	38.6 	42.0 	43.0 	43.2 	43.3 	42.9 	42.1 	41.3 	41.0 	40.8 
PC_GDP,NCO,F4,LIAB,S14,LT	1.0 	0.8 	1.0 	1.3 	1.7 	1.5 	1.8 	3.2 	4.8 	9.0 	13.7 	20.3 	26.4 	28.3 	32.5 	29.5 	25.7 	23.6 	22.3 	21.4 	22.2 	22.8 	22.4 
PC_GDP,NCO,F4,LIAB,S14,LU	: 	: 	: 	: 	40.5 	36.8 	37.9 	38.7 	42.7 	44.0 	45.9 	45.9 	51.4 	54.1 	58.3 	58.1 	58.0 	61.4 	60.7 	61.3 	62.0 	64.8 	66.7 
PC_GDP,NCO,F4,LIAB,S14,LV	1.4 	1.3 	1.6 	2.5 	3.2 	5.4 	5.9 	8.7 	11.5 	17.9 	28.2 	39.8 	43.2 	42.6 	50.0 	49.3 	39.9 	32.8 	29.2 	26.2 	24.2 	23.4 	22.0 
PC_GDP,NCO,F4,LIAB,S14,MT	15.7 e	18.0 e	18.6 e	20.0 e	22.2 e	23.5 e	26.9 e	28.8 e	36.9 e	41.7 	44.5 	49.2 	51.9 	54.3 	60.0 	59.0 	59.9 	60.4 	59.1 	56.0 	52.4 	51.4 	49.8 
PC_GDP,NCO,F4,LIAB,S14,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	118.4 	114.8 	112.0 	110.1 	108.3 	105.3 p
PC_GDP,NCO,F4,LIAB,S14,PL	2.2 	3.6 	4.4 	6.2 	6.0 	7.0 	8.8 	12.8 	13.0 	13.3 	15.0 	18.3 	22.7 	30.0 	31.6 	34.2 	35.1 	34.1 	35.0 	35.6 	36.0 	36.6 	34.9 
PC_GDP,NCO,F4,LIAB,S14,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	88.8 	84.5 	80.1 	75.2 	70.7 	67.5 
PC_GDP,NCO,F4,LIAB,S14,RO	0.8 e	1.0 e	0.9 e	1.3 	0.7 	0.8 	0.8 	2.2 	4.9 	6.2 	9.6 	12.9 	17.7 	20.5 	21.5 	22.7 	21.6 	20.5 	19.2 	18.0 	17.4 	16.6 	16.1 
PC_GDP,NCO,F4,LIAB,S14,SE	43.9 	43.8 	44.3 	44.8 	46.1 	47.2 	49.3 	51.3 	53.7 	56.7 	60.6 	62.9 	64.8 	68.3 	76.3 	76.6 	77.5 	80.1 	81.9 	82.8 	83.2 	85.8 	87.8 
PC_GDP,NCO,F4,LIAB,S14,SI	: 	: 	: 	: 	: 	: 	15.1 	15.1 	15.4 	16.0 	18.5 	21.3 	24.3 	25.3 	28.2 	30.1 	29.7 	30.6 	29.5 	28.1 	27.4 	27.2 	27.0 
PC_GDP,NCO,F4,LIAB,S14,SK	3.3 	3.0 	3.4 	3.9 	3.4 	4.2 	5.7 	5.6 	7.0 	8.1 	12.1 	13.9 	17.8 	20.6 	23.3 	24.4 	25.9 	27.3 	29.1 	31.7 	33.8 	37.1 	39.7 
PC_GDP,NCO,F4,LIAB,S14,UK	57.1 	55.8 	56.5 	58.1 	60.4 	62.0 	66.1 	71.3 	76.3 	82.2 	84.5 	88.1 	91.2 	92.1 	94.4 	91.8 	88.9 	87.5 	85.3 	83.6 	84.1 	84.8 	84.8 
PC_GDP,NCO,F4,LIAB,S15,AT	0.0 	0.0 	0.1 	0.1 	0.1 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.7 	0.7 	0.9 	0.8 
PC_GDP,NCO,F4,LIAB,S15,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.9 	1.0 	1.0 	0.9 	0.7 	0.5 
PC_GDP,NCO,F4,LIAB,S15,BG	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.0 	0.0 	0.0 	0.5 	0.7 
PC_GDP,NCO,F4,LIAB,S15,CY	0.6 	0.6 	0.7 	0.8 	1.2 	1.3 	1.3 	1.4 	1.4 	1.3 	1.2 	1.2 	1.3 	1.3 	1.3 	1.3 	1.4 	1.7 	1.9 	1.9 	1.5 	0.9 	0.7 
PC_GDP,NCO,F4,LIAB,S15,CZ	0.0 	0.1 	0.1 	0.1 	0.1 	0.1 	0.2 	0.2 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 
PC_GDP,NCO,F4,LIAB,S15,DE	0.7 	0.7 	0.8 	0.8 	0.7 	0.7 	0.7 	0.7 	0.7 	0.7 	0.7 	0.7 	0.6 	0.6 	0.6 	0.6 	0.5 	0.5 	0.5 	0.5 	0.5 	0.5 	0.5 
PC_GDP,NCO,F4,LIAB,S15,DK	0.3 	0.2 	0.2 	0.3 	0.2 	0.4 	0.5 	0.5 	0.6 	0.7 	0.7 	0.8 	0.7 	0.7 	0.7 	0.8 	1.0 	0.9 	1.0 	0.9 	0.8 	0.8 	0.8 
PC_GDP,NCO,F4,LIAB,S15,EE	0.0 	0.0 	0.1 	0.1 	0.1 	0.1 	0.2 	0.2 	0.3 	0.5 	0.8 	1.1 	1.4 	1.7 	2.1 	1.9 	1.7 	1.4 	1.4 	1.4 	1.3 	1.4 	1.5 
PC_GDP,NCO,F4,LIAB,S15,EL	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.7 	0.7 	0.6 	0.5 
PC_GDP,NCO,F4,LIAB,S15,ES	0.4 	0.4 	0.3 	0.4 	0.5 	0.4 	0.4 	0.3 	0.4 	0.4 	0.5 	0.6 	0.6 	0.5 	0.5 	0.6 	0.7 	0.7 	0.6 	0.6 	0.5 	0.5 	0.4 
PC_GDP,NCO,F4,LIAB,S15,FI	1.4 	1.0 	1.0 	1.0 	1.0 	0.9 	0.9 	1.0 	1.0 	1.0 	1.1 	1.1 	1.1 	1.1 	1.1 	1.2 	1.3 	1.3 	1.2 	1.0 	1.0 	1.0 	0.9 
PC_GDP,NCO,F4,LIAB,S15,FR	0.4 	0.4 	0.4 	0.6 	0.6 	0.6 	0.6 	0.6 	0.6 	0.6 	0.6 	0.6 	0.6 	0.7 	0.7 	0.8 	0.8 	0.9 	0.9 	0.9 	0.9 	0.8 	0.9 
PC_GDP,NCO,F4,LIAB,S15,HR	: 	: 	: 	: 	: 	: 	0.1 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.1 	0.1 
PC_GDP,NCO,F4,LIAB,S15,HU	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 
PC_GDP,NCO,F4,LIAB,S15,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.1 	1.1 	0.9 	0.6 	0.6 	0.5 
PC_GDP,NCO,F4,LIAB,S15,IT	0.0 	0.0 	0.0 	0.5 	0.5 	0.5 	0.5 	0.5 	0.4 	0.4 	0.5 	0.5 	0.5 	0.5 	0.5 	0.6 	0.6 	0.6 	0.6 	0.6 	0.6 	0.5 	0.5 
PC_GDP,NCO,F4,LIAB,S15,LT	0.4 	0.3 	0.2 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F4,LIAB,S15,LU	: 	: 	: 	: 	0.4 	0.4 	0.5 	0.7 	0.7 	0.6 	0.5 	0.4 	0.5 	0.5 	0.6 	0.6 	0.5 	0.4 	0.3 	0.1 	0.1 	0.1 	0.1 
PC_GDP,NCO,F4,LIAB,S15,LV	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.3 	0.3 	0.2 	0.2 	0.2 	0.3 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.3 	0.3 	0.2 
PC_GDP,NCO,F4,LIAB,S15,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.5 	0.5 	0.5 	0.6 
PC_GDP,NCO,F4,LIAB,S15,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 	0.2 	0.5 	0.4 	0.4 	0.3 p
PC_GDP,NCO,F4,LIAB,S15,PL	0.0 	0.0 	0.1 	0.1 	0.2 	0.2 	0.1 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F4,LIAB,S15,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.6 	1.6 	1.6 	1.5 	1.4 	1.3 
PC_GDP,NCO,F4,LIAB,S15,RO	0.0 e	0.1 e	0.1 e	0.1 	0.1 	0.2 	0.1 	0.2 	0.1 	0.1 	0.2 	0.3 	0.4 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.1 	0.1 	0.0 	0.0 
PC_GDP,NCO,F4,LIAB,S15,SE	0.2 	0.2 	0.2 	0.2 	0.2 	0.5 	0.5 	0.5 	0.5 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 
PC_GDP,NCO,F4,LIAB,S15,SI	: 	: 	: 	: 	: 	: 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.3 	0.3 	0.3 	0.3 	0.3 	0.2 	0.2 	0.2 	0.2 	0.1 
PC_GDP,NCO,F4,LIAB,S15,SK	0.3 	0.3 	0.3 	0.2 	0.2 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.2 	0.2 	0.3 	0.3 	0.4 	0.5 	0.6 	0.6 	0.8 	0.9 	0.9 	0.9 
PC_GDP,NCO,F4,LIAB,S15,UK	0.6 	0.6 	0.6 	0.6 	0.6 	0.6 	0.7 	0.8 	0.8 	0.9 	0.7 	0.8 	0.9 	1.1 	1.2 	1.2 	1.2 	1.3 	1.2 	1.1 	1.2 	1.3 	1.3 
