indic_il,sex,age,geo\time	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
LI_R_MD60,T,Y18-64,CZ	8.0 	6.5 	5.7 	4.4 	4.8 	5.0 	5.6 	5.0 	5.1 	4.7 	4.1 	: 
LI_R_MD60,T,Y18-64,DE	15.0 	13.9 	13.8 	14.0 	13.6 	14.8 	15.0 	15.6 	15.8 	14.7 	12.6 	11.7 
LI_R_MD60,T,Y18-64,DK	10.8 	10.3 	10.9 	10.9 	11.8 	10.1 b	10.7 	11.1 	11.7 	10.8 	10.9 	: 
LI_R_MD60,T,Y18-64,EA18	14.3 	13.7 	13.0 e	12.6 e	13.0 e	15.0 e	16.4 e	17.4 e	18.4 e	17.7 e	16.7 e	16.2 e
LI_R_MD60,T,Y18-64,EA19	14.3 	13.6 	12.9 e	12.5 e	13.0 e	14.9 e	16.3 e	17.2 e	18.2 e	17.6 e	16.6 e	16.1 e
LI_R_MD60,T,Y18-64,EE	11.1 	8.3 	5.9 	4.2 	5.9 	9.2 	8.7 	7.3 	7.3 b	5.8 	4.2 	3.8 
LI_R_MD60,T,Y18-64,EL	18.1 	18.1 	17.3 	15.1 	15.7 	21.3 	33.1 	39.7 	42.5 	42.0 	42.3 	: 
LI_R_MD60,T,Y18-64,ES	15.3 	15.0 	10.8 b	10.2 	11.8 	14.4 	16.9 	17.7 	21.4 	20.6 	19.5 	: 
LI_R_MD60,T,Y18-64,EU28	: 	: 	: 	: 	12.2 e	13.5 e	14.5 e	15.1 e	15.7 e	15.0 e	14.1 e	: 
LI_R_MD60,T,Y18-64,FI	10.0 	9.9 	9.8 	8.8 	8.7 	9.2 	9.2 	8.0 	8.8 	8.6 	8.4 	: 
LI_R_MD60,T,Y18-64,HU	12.4 	9.9 	9.4 	8.4 	9.9 	11.8 	12.0 	14.3 	12.6 	11.3 	9.3 	: 
LI_R_MD60,T,Y18-64,IE	14.3 	10.7 	9.3 	9.1 	12.9 	16.2 	17.7 	17.1 	17.5 	13.9 	12.4 	: 
LI_R_MD60,T,Y18-64,IS	7.8 	5.6 	5.8 	7.2 	9.5 	11.4 	12.1 	11.6 	7.3 	8.0 	5.7 p	: 
LI_R_MD60,T,Y18-64,IT	17.2 	16.6 	16.4 	16.3 	17.2 	20.1 	21.1 	22.5 	22.7 	23.2 	23.0 	22.1 
LI_R_MD60,T,Y18-64,LT	12.7 	7.2 	5.9 	5.5 	11.0 	10.7 	7.3 	6.5 	5.5 	6.0 	6.0 	5.9 
LI_R_MD60,T,Y18-64,LU	13.2 	12.9 	13.5 	13.2 	13.6 	14.5 	16.6 	17.3 	16.4 	14.7 	17.6 b	18.4 
LI_R_MD60,T,Y18-64,LV	16.6 	9.9 	6.8 	6.8 	9.3 	11.2 	9.9 	8.8 	7.0 	6.1 	5.0 	: 
LI_R_MD60,T,Y18-64,MT	10.3 	10.7 	9.8 	8.2 	10.3 	9.5 	8.5 	8.5 	6.5 	5.1 	5.3 	4.5 
LI_R_MD60,T,Y18-64,NL	9.3 	8.1 	7.4 	7.8 	7.0 	8.0 	8.7 	9.3 	10.9 	9.1 	8.2 b	8.3 
LI_R_MD60,T,Y18-64,NO	11.8 	10.5 	9.1 	8.3 	7.1 	7.1 	6.2 	5.8 	6.3 	6.8 	7.0 	: 
LI_R_MD60,T,Y18-64,PL	16.0 	12.5 	8.2 	6.8 	6.3 	6.3 	6.3 	6.0 	5.6 	5.4 	4.7 	: 
LI_R_MD60,T,Y18-64,PT	16.4 	15.4 	15.2 	13.4 	12.9 	14.6 	17.0 	19.3 	20.0 	18.6 	17.0 	16.6 
LI_R_MD60,T,Y18-64,SE	10.7 	8.9 	9.7 b	9.8 	10.5 	10.3 	9.2 	9.3 	9.6 	9.0 	8.5 	8.3 
LI_R_MD60,T,Y18-64,SI	8.8 	8.2 	7.7 	5.5 	7.3 	7.6 	8.3 	10.5 	11.2 	9.4 	9.6 	: 
LI_R_MD60,T,Y18-64,SK	8.6 	4.8 	4.4 	2.3 	2.5 	2.9 	2.0 	2.7 	3.2 	3.5 	2.8 	3.4 
LI_R_MD60,T,Y18-64,UK	14.8 	12.4 	12.0 	13.6 	14.6 	14.8 	15.4 b	15.0 	14.8 	13.7 	12.7 	: 
LI_R_MD60,T,Y_GE65,AT	16.4 	14.5 	17.9 b	13.6 	13.1 	13.6 	12.6 	13.8 	11.7 	10.6 	9.0 	: 
LI_R_MD60,T,Y_GE65,BE	22.3 	21.9 	21.7 	15.2 	15.3 	16.4 	15.2 	11.0 	10.2 	9.3 	10.8 	: 
LI_R_MD60,T,Y_GE65,CY	44.6 	38.5 	33.8 	30.8 	30.8 	24.3 	22.7 	19.6 	32.3 	29.6 	27.1 	26.9 
LI_R_MD60,T,Y_GE65,CZ	4.0 	2.6 	2.8 	1.5 	1.1 	1.7 	1.6 	1.8 	1.8 	1.5 	1.2 	: 
LI_R_MD60,T,Y_GE65,DE	16.1 	14.3 	12.8 	12.5 	11.7 	12.4 	12.8 	13.2 	14.7 	12.9 	12.4 	11.5 
LI_R_MD60,T,Y_GE65,DK	16.3 	15.6 	15.8 	15.3 	14.1 	8.5 b	8.5 	7.2 	6.0 	3.3 	2.9 	: 
LI_R_MD60,T,Y_GE65,EA18	19.2 	17.2 	15.5 e	13.6 e	12.3 e	13.8 e	14.1 e	14.2 e	14.7 e	13.8 e	13.3 e	13.3 e
LI_R_MD60,T,Y_GE65,EA19	19.1 	17.1 	15.3 e	13.4 e	12.2 e	13.7 e	13.9 e	14.1 e	14.5 e	13.7 e	13.1 e	13.2 e
LI_R_MD60,T,Y_GE65,EE	9.9 	6.1 	3.0 	1.1 	1.2 	1.4 	1.7 	1.6 	1.5 b	0.9 	1.2 	0.8 
LI_R_MD60,T,Y_GE65,EL	25.0 	21.9 	20.4 	16.8 	16.3 	26.4 	25.7 	33.1 	39.0 	36.4 	35.5 	: 
LI_R_MD60,T,Y_GE65,ES	26.5 	22.5 	14.4 b	10.1 	10.1 	11.6 	10.5 	10.0 	10.0 	10.1 	9.6 	: 
LI_R_MD60,T,Y_GE65,EU28	: 	: 	: 	: 	12.2 e	13.6 e	12.8 e	12.7 e	12.9 e	12.0 e	11.5 e	: 
LI_R_MD60,T,Y_GE65,FI	19.1 	18.1 	17.1 	13.4 	10.1 	10.4 	10.9 	9.4 	7.9 	5.8 	5.3 	: 
LI_R_MD60,T,Y_GE65,HU	7.4 	4.2 	3.1 	2.7 	3.0 	3.6 	4.4 	4.0 	3.1 	2.8 	3.4 	: 
LI_R_MD60,T,Y_GE65,IE	23.4 	14.3 	8.2 	9.2 	9.3 	11.8 	14.2 	11.2 	12.1 	9.3 	8.7 	: 
LI_R_MD60,T,Y_GE65,IS	10.1 	5.3 	7.9 	6.1 	4.9 	8.7 	11.4 	10.1 	7.1 	4.0 	1.6 p	: 
LI_R_MD60,T,Y_GE65,IT	22.0 	21.4 	20.4 	19.4 	16.3 	18.1 	19.1 	19.2 	18.3 	18.4 	17.5 	17.2 
LI_R_MD60,T,Y_GE65,LT	9.6 	4.8 	1.8 	0.4 	1.7 	3.0 	2.5 	2.3 	1.8 	1.7 	1.4 	2.0 
LI_R_MD60,T,Y_GE65,LU	7.9 	7.8 	5.9 	5.5 	5.8 	5.6 	7.0 	7.9 	7.4 	7.8 	9.5 b	11.8 
LI_R_MD60,T,Y_GE65,LV	20.4 	8.7 	8.3 	3.6 	2.0 	2.5 	2.5 	2.5 	2.7 	2.4 	3.1 	: 
LI_R_MD60,T,Y_GE65,MT	20.9 	15.7 	19.1 	12.8 	13.6 	12.4 	11.4 	7.4 	5.2 	5.8 	6.5 	4.3 
LI_R_MD60,T,Y_GE65,NL	6.0 	7.5 	6.7 	4.5 	3.4 	4.0 	4.1 	3.9 	4.4 	3.5 	4.0 b	3.8 
LI_R_MD60,T,Y_GE65,NO	16.3 	11.3 	8.7 	3.3 	3.4 	2.1 	0.7 	1.2 	0.7 	0.6 	0.9 	: 
LI_R_MD60,T,Y_GE65,PL	5.7 	4.4 	3.7 	3.3 	2.8 	2.7 	2.6 	1.7 	1.5 	1.7 	1.3 	: 
LI_R_MD60,T,Y_GE65,PT	27.1 	25.6 	19.3 	15.3 	13.8 	15.0 	17.5 	14.6 	16.4 	16.9 	15.9 	13.8 
LI_R_MD60,T,Y_GE65,SE	9.9 	7.0 	8.6 b	8.0 	6.1 	7.4 	5.5 	4.8 	3.6 	3.6 	3.4 	3.6 
LI_R_MD60,T,Y_GE65,SI	18.3 	16.8 	16.5 	12.3 	13.5 	13.8 	13.1 	16.3 	12.4 	11.7 	12.0 	: 
LI_R_MD60,T,Y_GE65,SK	5.5 	3.0 	1.7 	0.4 	0.3 	0.1 	0.1 	0.2 	0.3 	0.2 	0.1 	0.6 
LI_R_MD60,T,Y_GE65,UK	24.3 	20.8 	20.0 	20.1 	20.7 	23.2 	16.8 b	17.0 	16.5 	14.4 	14.2 	: 
LI_R_MD60,T,Y_LT18,AT	15.0 	15.8 	16.5 b	13.8 	15.2 	15.1 	14.0 	15.6 	14.0 	14.4 	12.6 	: 
LI_R_MD60,T,Y_LT18,BE	14.9 	16.0 	17.3 	13.9 	15.9 	16.6 	16.2 	13.9 	15.0 	13.9 	13.2 	: 
LI_R_MD60,T,Y_LT18,CY	8.4 	7.0 	8.6 	6.9 	9.3 	8.7 	10.8 	15.4 	18.1 	24.3 	22.6 	20.1 
LI_R_MD60,T,Y_LT18,CZ	14.9 	13.3 	9.8 	7.7 	9.6 	8.2 	8.5 	7.0 	8.7 	9.3 	8.1 	: 
LI_R_MD60,T,Y_LT18,DE	15.3 	12.8 	12.7 	12.8 	14.5 	13.3 	12.9 	13.2 	13.1 	11.7 	10.6 	9.0 
LI_R_MD60,T,Y_LT18,DK	9.3 	8.8 	8.9 	8.7 	9.1 	7.8 b	8.3 	6.6 	7.4 	7.6 	7.6 	: 
LI_R_MD60,T,Y_LT18,EA18	18.1 	17.2 	16.7 e	16.1 e	17.2 e	18.5 e	19.7 e	20.3 e	20.9 e	20.4 e	19.1 e	18.7 e
LI_R_MD60,T,Y_LT18,EA19	18.1 	17.2 	16.5 e	16.0 e	17.1 e	18.4 e	19.5 e	20.2 e	20.8 e	20.3 e	19.0 e	18.5 e
LI_R_MD60,T,Y_LT18,EE	14.3 	9.3 	6.0 	4.6 	7.2 	9.3 	7.3 	7.5 	7.6 b	6.4 	2.9 	2.3 
LI_R_MD60,T,Y_LT18,EL	22.5 	22.6 	21.2 	19.9 	18.7 	25.2 	36.7 	48.6 	47.5 	49.8 	51.2 	: 
LI_R_MD60,T,Y_LT18,ES	25.6 	23.6 	19.3 b	17.5 	19.9 	21.9 	23.9 	24.3 	28.9 	27.3 	25.8 	: 
LI_R_MD60,T,Y_LT18,EU28	: 	: 	: 	: 	16.4 e	17.0 e	17.5 e	18.2 e	18.4 e	17.6 e	16.3 e	: 
LI_R_MD60,T,Y_LT18,FI	8.2 	9.0 	9.5 	8.2 	6.7 	6.2 	7.2 	5.6 	6.3 	5.1 	5.5 	: 
LI_R_MD60,T,Y_LT18,HU	21.2 	15.9 	14.5 	14.3 	17.2 	20.1 	20.2 	22.7 	21.6 	17.3 	11.5 	: 
LI_R_MD60,T,Y_LT18,IE	20.8 	13.9 	12.0 	11.9 	16.0 	19.0 	21.1 	19.9 	19.1 	14.9 	15.3 	: 
LI_R_MD60,T,Y_LT18,IS	10.8 	7.5 	6.0 	6.7 	12.5 	13.7 	16.6 	15.8 	10.1 	10.2 	5.8 p	: 
LI_R_MD60,T,Y_LT18,IT	24.5 	24.0 	23.6 	23.8 	24.6 	27.3 	29.4 	29.6 	28.8 	30.7 	29.2 	29.0 
LI_R_MD60,T,Y_LT18,LT	18.4 	10.9 	7.1 	5.9 	13.2 	12.8 	6.6 	7.8 	7.1 	8.4 	6.7 	7.4 
LI_R_MD60,T,Y_LT18,LU	19.0 	19.9 	20.0 	20.7 	21.1 	21.6 	25.9 	27.2 	26.7 	21.3 	24.0 b	22.0 
LI_R_MD60,T,Y_LT18,LV	21.2 	10.2 	8.2 	8.5 	11.0 	14.3 	12.1 	10.2 	8.7 	7.9 	4.7 	: 
LI_R_MD60,T,Y_LT18,MT	16.4 	16.4 	17.2 	15.3 	16.9 	17.3 	15.7 	16.2 	13.0 	10.8 	8.9 	7.6 
LI_R_MD60,T,Y_LT18,NL	13.5 	12.6 	9.2 	10.7 	8.8 	11.2 	10.9 	10.6 	11.3 	10.0 	8.9 b	8.3 
LI_R_MD60,T,Y_LT18,NO	9.0 	9.8 	6.2 	6.3 	6.9 	4.6 	3.1 	3.5 	3.3 	4.5 	4.7 	: 
LI_R_MD60,T,Y_LT18,PL	22.6 	18.2 	11.5 	10.1 	9.0 	8.0 	8.0 	7.9 	7.2 	6.5 	5.7 	: 
LI_R_MD60,T,Y_LT18,PT	21.3 	21.1 	21.5 	20.1 	18.3 	20.9 	21.8 	25.4 	26.5 	24.5 	20.8 	19.2 
LI_R_MD60,T,Y_LT18,SE	13.8 	10.2 	11.2 b	10.6 	11.3 	12.5 	11.4 	10.8 	11.1 	9.1 	11.4 	10.6 
LI_R_MD60,T,Y_LT18,SI	10.4 	9.5 	7.8 	6.4 	8.0 	9.3 	8.9 	12.2 	12.4 	10.0 	7.7 	: 
LI_R_MD60,T,Y_LT18,SK	13.4 	9.3 	8.8 	4.5 	5.2 	4.3 	4.2 	5.3 	5.7 	6.4 	4.6 	6.3 
LI_R_MD60,T,Y_LT18,UK	22.5 	18.8 	18.8 	18.9 	20.1 	19.1 	18.2 b	19.4 	18.8 	16.9 	15.3 	: 
