unit,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
I10,LU	96.36 	93.62 	92.28 	92.35 	92.42 	93.94 	93.94 	93.82 	94.39 	95.49 	97.04 	97.82 	98.31 	99.05 	98.71 	100.00 	101.05 	101.48 	101.71 	101.88 	101.81 	101.47 	102.03 
I10,LV	61.37 	68.98 	78.17 	80.42 	85.03 	94.76 	94.30 	90.66 	83.16 	83.40 	83.32 	86.77 	92.34 	101.20 	103.17 	100.00 	101.52 	102.41 	100.19 	100.17 	100.37 	100.08 	101.06 
I10,MT	82.53 	82.96 	90.11 	93.36 	95.97 	102.03 	102.34 	101.31 	97.15 	97.35 	97.34 	97.97 	96.63 	97.96 	99.45 	100.00 	99.77 	100.55 	100.12 	100.46 	101.55 	102.16 	101.88 
I10,NL	100.21 	97.61 	96.45 	97.19 	98.32 	98.51 	101.33 	103.18 	103.56 	102.85 	102.17 	101.68 	101.02 	99.83 	100.53 	100.00 	99.78 	100.18 	101.36 	101.12 	101.22 	100.94 	100.63 
I10,PL	68.62 	74.77 	79.18 	83.98 	81.40 	92.36 	103.61 	98.63 	85.46 	84.15 	94.86 	97.06 	100.07 	108.26 	91.04 	100.00 	98.01 	97.69 	96.73 	96.58 	95.84 	91.41 	93.69 
I10,PT	94.08 	94.74 	95.54 	95.59 	96.47 	96.96 	98.79 	100.10 	101.23 	101.51 	101.32 	101.97 	102.12 	101.32 	100.19 	100.00 	100.80 	101.12 	100.09 	99.56 	100.11 	100.56 	100.49 
I10,RO	56.39 	51.43 	62.98 	81.35 	70.65 	82.67 	83.36 	83.31 	78.17 	79.24 	94.74 	101.49 	110.19 	104.01 	95.05 	100.00 	102.35 	98.12 	100.74 	101.06 	100.50 	98.13 	96.05 
I10,SE	104.96 	113.36 	113.57 	110.83 	110.67 	114.18 	104.32 	105.08 	105.91 	104.95 	101.88 	101.62 	101.17 	97.00 	89.22 	100.00 	104.18 	106.42 	105.89 	100.25 	98.18 	97.72 	96.39 
I10,SI	90.32 	87.12 	89.63 	93.50 	93.29 	93.61 	94.14 	95.67 	95.81 	95.12 	95.21 	95.60 	97.01 	99.00 	99.35 	100.00 	99.34 	99.59 	99.99 	99.79 	98.88 	98.41 	98.36 
I10,SK	45.32 	46.87 	50.81 	52.02 	50.50 	57.46 	59.21 	60.88 	66.72 	72.93 	76.19 	80.70 	88.72 	96.63 	100.72 	100.00 	101.34 	102.61 	102.52 	101.82 	101.33 	100.49 	100.26 
I10,UK	102.11 	103.94 	124.30 	128.54 	131.45 	139.89 	135.27 	132.34 	119.42 	120.88 	119.86 	120.39 	120.21 	103.38 	94.30 	100.00 	100.58 	107.99 	104.19 	110.91 	123.10 	109.33 	103.53 
PCH_1Y,AT	1.5 	-2.3 	-1.6 	-0.1 	-0.4 	-0.2 	-0.1 	-0.5 	-0.6 	-0.1 	0.0 	-0.4 	-0.1 	-0.1 	0.0 	0.3 	0.9 	0.1 	0.6 	0.9 	0.7 	0.7 	0.7 
PCH_1Y,BE	1.5 	-2.4 	-1.4 	0.0 	0.1 	0.5 	-0.1 	-0.8 	-0.5 	-0.2 	0.5 	0.3 	-0.3 	1.3 	-0.4 	1.0 	0.7 	0.2 	-0.3 	0.0 	0.5 	1.5 	0.7 
PCH_1Y,BG	15.7 	-16.5 	36.5 	14.2 	1.4 	8.2 	5.0 	3.3 	0.2 	3.7 	3.6 	5.1 	5.2 	8.2 	1.9 	1.3 	0.6 	-0.1 	-0.9 	-2.0 	-1.1 	-1.6 	-0.4 
PCH_1Y,CY	-1.4 	-0.1 	4.7 	2.3 	-0.6 	3.6 	-0.9 	0.4 	0.3 	0.1 	0.7 	0.2 	-1.3 	0.3 	-0.4 	0.4 	0.7 	0.9 	-0.6 	-0.4 	-1.5 	-1.5 	-0.8 
PCH_1Y,CZ	3.7 	7.7 	3.2 	8.2 	-1.7 	4.9 	6.5 	9.7 	-5.3 	0.1 	6.4 	4.8 	2.4 	14.2 	-5.7 	4.6 	2.2 	-1.2 	-3.3 	-5.8 	1.1 	1.2 	3.4 
PCH_1Y,DE	2.6 	-4.4 	-1.8 	-0.5 	-0.6 	-1.3 	-0.9 	-1.3 	-1.3 	-0.4 	-0.2 	-0.5 	0.0 	-0.9 	-0.2 	-0.4 	-0.3 	-0.6 	0.1 	0.4 	0.0 	0.1 	0.2 
PCH_1Y,DK	2.0 	-0.5 	0.3 	0.5 	1.1 	0.2 	-0.2 	0.5 	0.1 	-1.1 	-0.5 	-0.4 	-0.5 	0.2 	0.7 	0.8 	-0.1 	0.0 	-1.2 	-0.1 	0.1 	-0.1 	-0.4 
PCH_1Y,EE	22.0 	14.2 	4.2 	7.6 	1.4 	0.3 	2.9 	1.5 	0.2 	1.4 	2.2 	2.1 	3.9 	5.6 	-0.8 	1.5 	2.0 	1.5 	1.7 	-0.1 	0.0 	0.5 	2.0 
PCH_1Y,EL	1.3 	3.7 	3.8 	-3.0 	1.9 	-2.8 	0.0 	1.6 	1.4 	0.9 	1.3 	1.2 	0.8 	0.8 	0.9 	3.2 	0.3 	-1.5 	-2.3 	-1.9 	-1.1 	-0.2 	-0.4 
PCH_1Y,ES	-0.5 	2.1 	-1.3 	0.3 	1.0 	1.3 	0.3 	1.3 	1.0 	0.9 	1.3 	1.4 	0.7 	0.9 	-0.5 	0.6 	0.3 	-0.1 	0.2 	-0.7 	-0.8 	-0.7 	0.5 
PCH_1Y,FI	5.6 	-3.6 	0.1 	-1.2 	0.1 	0.6 	0.1 	-0.3 	-0.6 	-1.9 	-1.4 	-0.9 	-0.8 	0.4 	1.2 	0.3 	0.6 	0.6 	0.7 	0.7 	-0.3 	0.1 	-0.8 
PCH_1Y,FR	0.4 	-0.2 	-0.6 	0.2 	-0.7 	-0.6 	-0.9 	-0.5 	0.1 	0.3 	-0.3 	-0.3 	-0.7 	-0.2 	-0.3 	0.3 	-0.5 	-0.3 	-0.6 	0.2 	0.0 	0.0 	-0.5 
PCH_1Y,HR	5.9 	-0.2 	2.2 	3.1 	-4.0 	1.4 	3.7 	1.1 	-1.7 	1.1 	2.1 	2.1 	0.2 	3.9 	0.0 	0.4 	-2.6 	-0.4 	0.0 	-1.0 	-0.1 	0.1 	0.7 
PCH_1Y,HU	-5.5 	2.5 	8.5 	0.1 	2.7 	4.6 	8.0 	8.8 	-1.4 	5.3 	2.8 	-4.3 	10.8 	2.2 	-7.1 	5.3 	-0.3 	-0.3 	-2.4 	-4.4 	-0.4 	-0.4 	1.5 
PCH_1Y,IE	-2.9 	2.8 	7.8 	-3.6 	0.5 	3.1 	1.5 	2.5 	2.1 	0.3 	0.1 	0.6 	0.7 	-0.2 	-2.1 	-3.1 	-1.5 	-0.6 	-1.0 	-0.2 	-0.2 	-0.6 	-1.3 
PCH_1Y,IT	-8.9 	11.9 	4.1 	0.7 	0.3 	0.5 	-0.1 	0.4 	0.9 	0.2 	0.0 	0.1 	-0.2 	0.1 	0.5 	0.1 	0.3 	0.9 	-0.2 	-0.3 	0.0 	-0.4 	-0.3 
PCH_1Y,LT	20.6 	25.1 	22.3 	5.7 	4.4 	13.0 	1.9 	1.9 	-2.1 	-0.9 	0.5 	1.2 	2.8 	6.1 	3.5 	0.0 	1.2 	0.5 	-0.3 	-0.3 	-0.8 	0.4 	2.0 
PCH_1Y,LU	2.0 	-2.8 	-1.4 	0.1 	0.1 	1.7 	0.0 	-0.1 	0.6 	1.2 	1.6 	0.8 	0.5 	0.8 	-0.3 	1.3 	1.0 	0.4 	0.2 	0.2 	-0.1 	-0.3 	0.6 
PCH_1Y,LV	15.2 	12.4 	13.3 	2.9 	5.7 	11.4 	-0.5 	-3.9 	-8.3 	0.3 	-0.1 	4.1 	6.4 	9.6 	1.9 	-3.1 	1.5 	0.9 	-2.2 	0.0 	0.2 	-0.3 	1.0 
PCH_1Y,MT	0.5 	0.5 	8.6 	3.6 	2.8 	6.3 	0.3 	-1.0 	-4.1 	0.2 	0.0 	0.6 	-1.4 	1.4 	1.5 	0.6 	-0.2 	0.8 	-0.4 	0.3 	1.1 	0.6 	-0.3 
PCH_1Y,NL	1.3 	-2.6 	-1.2 	0.8 	1.2 	0.2 	2.9 	1.8 	0.4 	-0.7 	-0.7 	-0.5 	-0.6 	-1.2 	0.7 	-0.5 	-0.2 	0.4 	1.2 	-0.2 	0.1 	-0.3 	-0.3 
PCH_1Y,PL	5.3 	8.9 	5.9 	6.1 	-3.1 	13.5 	12.2 	-4.8 	-13.4 	-1.5 	12.7 	2.3 	3.1 	8.2 	-15.9 	9.8 	-2.0 	-0.3 	-1.0 	-0.2 	-0.8 	-4.6 	2.5 
PCH_1Y,PT	1.6 	0.7 	0.8 	0.0 	0.9 	0.5 	1.9 	1.3 	1.1 	0.3 	-0.2 	0.6 	0.1 	-0.8 	-1.1 	-0.2 	0.8 	0.3 	-1.0 	-0.5 	0.5 	0.4 	-0.1 
PCH_1Y,RO	-4.2 	-8.8 	22.5 	29.2 	-13.2 	17.0 	0.8 	-0.1 	-6.2 	1.4 	19.6 	7.1 	8.6 	-5.6 	-8.6 	5.2 	2.4 	-4.1 	2.7 	0.3 	-0.5 	-2.4 	-2.1 
PCH_1Y,SE	-2.2 	8.0 	0.2 	-2.4 	-0.1 	3.2 	-8.6 	0.7 	0.8 	-0.9 	-2.9 	-0.3 	-0.4 	-4.1 	-8.0 	12.1 	4.2 	2.2 	-0.5 	-5.3 	-2.1 	-0.5 	-1.4 
PCH_1Y,SI	9.4 	-3.5 	2.9 	4.3 	-0.2 	0.3 	0.6 	1.6 	0.1 	-0.7 	0.1 	0.4 	1.5 	2.1 	0.4 	0.6 	-0.7 	0.3 	0.4 	-0.2 	-0.9 	-0.5 	-0.1 
PCH_1Y,SK	4.3 	3.4 	8.4 	2.4 	-2.9 	13.8 	3.0 	2.8 	9.6 	9.3 	4.5 	5.9 	9.9 	8.9 	4.2 	-0.7 	1.3 	1.2 	-0.1 	-0.7 	-0.5 	-0.8 	-0.2 
PCH_1Y,UK	-6.3 	1.8 	19.6 	3.4 	2.3 	6.4 	-3.3 	-2.2 	-9.8 	1.2 	-0.8 	0.4 	-0.1 	-14.0 	-8.8 	6.0 	0.6 	7.4 	-3.5 	6.5 	11.0 	-11.2 	-5.3 
PCH_3Y,AT	: 	: 	-2.4 	-4.0 	-2.1 	-0.7 	-0.8 	-0.8 	-1.2 	-1.2 	-0.7 	-0.6 	-0.6 	-0.7 	-0.3 	0.1 	1.2 	1.3 	1.6 	1.6 	2.3 	2.4 	2.1 
PCH_3Y,BE	: 	: 	-2.3 	-3.8 	-1.3 	0.6 	0.5 	-0.4 	-1.3 	-1.4 	-0.2 	0.6 	0.4 	1.2 	0.6 	1.9 	1.3 	1.9 	0.6 	-0.1 	0.2 	2.1 	2.8 
PCH_3Y,BG	: 	: 	31.8 	30.1 	58.0 	25.3 	15.2 	17.3 	8.6 	7.3 	7.6 	12.8 	14.4 	19.5 	16.0 	11.7 	3.9 	1.9 	-0.4 	-3.0 	-4.0 	-4.6 	-3.0 
PCH_3Y,CY	: 	: 	3.2 	7.0 	6.5 	5.3 	2.0 	3.0 	-0.2 	0.8 	1.1 	1.0 	-0.4 	-0.8 	-1.3 	0.4 	0.7 	2.0 	1.0 	-0.1 	-2.4 	-3.3 	-3.7 
PCH_3Y,CZ	: 	: 	15.2 	20.2 	9.8 	11.5 	9.9 	22.6 	10.7 	4.0 	0.9 	11.6 	14.3 	22.7 	10.4 	12.7 	0.8 	5.6 	-2.4 	-10.1 	-7.9 	-3.6 	5.8 
PCH_3Y,DE	: 	: 	-3.8 	-6.6 	-2.8 	-2.3 	-2.7 	-3.4 	-3.4 	-3.0 	-2.0 	-1.1 	-0.7 	-1.3 	-1.1 	-1.5 	-1.0 	-1.3 	-0.8 	-0.1 	0.5 	0.4 	0.3 
PCH_3Y,DK	: 	: 	1.9 	0.3 	1.9 	1.8 	1.1 	0.5 	0.3 	-0.6 	-1.5 	-2.0 	-1.3 	-0.7 	0.4 	1.7 	1.5 	0.7 	-1.3 	-1.4 	-1.3 	-0.2 	-0.5 
PCH_3Y,EE	: 	: 	45.1 	27.9 	13.6 	9.4 	4.6 	4.7 	4.6 	3.1 	3.8 	5.9 	8.5 	12.1 	8.9 	6.4 	2.8 	5.2 	5.4 	3.1 	1.6 	0.4 	2.5 
PCH_3Y,EL	: 	: 	9.0 	4.4 	2.7 	-3.9 	-0.9 	-1.2 	3.0 	4.0 	3.7 	3.5 	3.3 	2.8 	2.5 	5.0 	4.5 	2.0 	-3.5 	-5.6 	-5.2 	-3.2 	-1.7 
PCH_3Y,ES	: 	: 	0.3 	1.0 	-0.1 	2.6 	2.6 	2.9 	2.6 	3.2 	3.3 	3.7 	3.5 	3.1 	1.1 	0.9 	0.4 	0.8 	0.4 	-0.6 	-1.3 	-2.2 	-1.0 
PCH_3Y,FI	: 	: 	1.9 	-4.6 	-1.0 	-0.5 	0.7 	0.4 	-0.8 	-2.7 	-3.8 	-4.1 	-3.0 	-1.3 	0.8 	1.9 	2.1 	1.6 	1.9 	2.0 	1.1 	0.5 	-1.0 
PCH_3Y,FR	: 	: 	-0.4 	-0.6 	-1.1 	-1.0 	-2.1 	-1.9 	-1.2 	0.0 	0.1 	-0.4 	-1.4 	-1.3 	-1.2 	-0.2 	-0.4 	-0.5 	-1.3 	-0.7 	-0.4 	0.2 	-0.5 
PCH_3Y,HR	: 	: 	8.0 	5.1 	1.1 	0.3 	0.9 	6.3 	3.1 	0.4 	1.5 	5.4 	4.5 	6.3 	4.1 	4.3 	-2.2 	-2.6 	-2.9 	-1.4 	-1.1 	-1.0 	0.7 
PCH_3Y,HU	: 	: 	5.1 	11.3 	11.5 	7.5 	16.1 	22.9 	15.9 	13.0 	6.7 	3.6 	9.0 	8.4 	5.2 	0.0 	-2.5 	4.6 	-3.0 	-7.0 	-7.1 	-5.1 	0.7 
PCH_3Y,IE	: 	: 	7.7 	6.9 	4.5 	-0.1 	5.2 	7.3 	6.2 	5.0 	2.5 	0.9 	1.4 	1.1 	-1.6 	-5.3 	-6.6 	-5.1 	-3.1 	-1.8 	-1.4 	-0.9 	-2.1 
PCH_3Y,IT	: 	: 	6.1 	17.3 	5.1 	1.4 	0.6 	0.7 	1.1 	1.4 	1.1 	0.3 	-0.1 	0.0 	0.4 	0.7 	0.9 	1.4 	1.0 	0.4 	-0.5 	-0.7 	-0.6 
PCH_3Y,LT	: 	: 	84.6 	61.8 	35.0 	24.6 	20.2 	17.3 	1.6 	-1.1 	-2.4 	0.9 	4.6 	10.4 	12.9 	9.9 	4.7 	1.7 	1.4 	-0.1 	-1.4 	-0.7 	1.5 
PCH_3Y,LU	: 	: 	-2.3 	-4.2 	-1.3 	1.8 	1.7 	1.5 	0.5 	1.6 	3.4 	3.6 	3.0 	2.1 	0.9 	1.7 	2.0 	2.8 	1.7 	0.8 	0.3 	-0.2 	0.1 
PCH_3Y,LV	: 	: 	46.7 	31.0 	23.3 	21.2 	17.2 	6.6 	-12.2 	-11.6 	-8.1 	4.3 	10.7 	21.5 	18.9 	8.3 	0.3 	-0.7 	0.2 	-1.3 	-2.0 	-0.1 	0.9 
PCH_3Y,MT	: 	: 	9.7 	13.1 	15.7 	13.2 	9.6 	5.6 	-4.8 	-4.9 	-3.9 	0.9 	-0.7 	0.6 	1.5 	3.5 	1.8 	1.1 	0.1 	0.7 	1.0 	2.0 	1.4 
PCH_3Y,NL	: 	: 	-2.5 	-3.0 	0.7 	2.1 	4.3 	4.9 	5.1 	1.5 	-1.0 	-1.8 	-1.8 	-2.3 	-1.1 	-1.0 	-0.1 	-0.3 	1.4 	1.3 	1.0 	-0.4 	-0.5 
PCH_3Y,PL	: 	: 	21.5 	22.4 	8.9 	16.6 	23.4 	21.2 	-7.5 	-18.8 	-3.8 	13.6 	18.9 	14.1 	-6.2 	-0.1 	-9.5 	7.3 	-3.3 	-1.5 	-1.9 	-5.5 	-3.0 
PCH_3Y,PT	: 	: 	3.2 	1.6 	1.8 	1.5 	3.4 	3.8 	4.4 	2.7 	1.2 	0.7 	0.6 	0.0 	-1.7 	-2.1 	-0.5 	0.9 	0.1 	-1.2 	-1.0 	0.5 	0.9 
PCH_3Y,RO	: 	: 	7.0 	44.3 	37.4 	31.3 	2.5 	17.9 	-5.4 	-4.9 	13.7 	29.8 	39.0 	9.8 	-6.3 	-9.2 	-1.6 	3.2 	0.7 	-1.3 	2.4 	-2.6 	-5.0 
PCH_3Y,SE	: 	: 	5.8 	5.6 	-2.4 	0.5 	-5.9 	-5.0 	-7.2 	0.6 	-3.0 	-4.1 	-3.6 	-4.8 	-12.2 	-1.2 	7.4 	19.3 	5.9 	-3.8 	-7.7 	-7.7 	-3.9 
PCH_3Y,SI	: 	: 	8.5 	3.5 	7.1 	4.4 	0.7 	2.5 	2.4 	1.0 	-0.5 	-0.2 	2.0 	4.0 	3.9 	3.1 	0.3 	0.2 	0.0 	0.5 	-0.7 	-1.6 	-1.4 
PCH_3Y,SK	: 	: 	17.0 	14.8 	7.7 	13.1 	13.8 	20.6 	16.1 	23.2 	25.1 	21.0 	21.7 	26.8 	24.8 	12.7 	4.9 	1.9 	2.5 	0.5 	-1.2 	-2.0 	-1.5 
PCH_3Y,UK	: 	: 	14.1 	25.9 	26.5 	12.5 	5.2 	0.7 	-14.6 	-10.6 	-9.4 	0.8 	-0.6 	-13.8 	-21.7 	-16.8 	-2.7 	14.5 	4.2 	10.3 	14.0 	4.9 	-6.7 
