unit,co_nco,sector,finpos,na_item,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
PC_GDP,NCO,S12,LIAB,F7,AT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	1.1 	1.7 	2.6 	2.0 	2.4 	2.7 	2.8 	2.3 	2.6 	2.3 	2.1 	1.1 
PC_GDP,NCO,S12,LIAB,F7,BE	0.0 	0.0 	0.0 	0.1 	0.5 	0.5 	0.2 	0.0 	0.3 	0.1 	0.0 	0.0 	0.0 	2.2 	4.1 	0.5 	1.0 	1.2 	4.1 	5.4 	4.2 	4.5 	2.4 
PC_GDP,NCO,S12,LIAB,F7,BG	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.2 	0.1 	0.2 	0.2 	0.2 	0.1 	0.2 	0.2 	0.2 	0.2 
PC_GDP,NCO,S12,LIAB,F7,CY	0.0 	0.0 	0.4 	0.5 	10.7 	2.9 	1.1 	0.7 	0.2 	0.2 	0.2 	2.5 	2.0 	9.1 	8.7 	6.8 	7.8 	7.4 	7.6 	55.6 	25.4 	9.8 	6.0 
PC_GDP,NCO,S12,LIAB,F7,CZ	1.0 	0.8 	0.2 	0.1 	0.1 	0.8 	1.4 	2.3 	1.1 	1.9 	1.5 	1.8 	2.2 	5.0 	3.2 	2.8 	3.9 	3.1 	2.6 	3.1 	2.2 	2.2 	2.0 
PC_GDP,NCO,S12,LIAB,F7,DE	12.7 	12.5 	13.9 	18.4 	22.3 	27.1 	35.8 	43.5 	43.6 	45.8 	51.0 	51.0 	60.9 	74.3 	46.5 	39.2 	42.3 	38.0 	23.2 	28.9 	22.8 	20.4 	14.5 
PC_GDP,NCO,S12,LIAB,F7,DK	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,S12,LIAB,F7,EE	1.1 	0.2 	0.1 	0.1 	0.0 	0.2 	0.0 	0.2 	0.2 	0.2 	0.1 	0.3 	0.4 	0.5 	0.4 	0.4 	0.4 	0.6 	0.3 	0.4 	0.4 	0.3 	0.2 
PC_GDP,NCO,S12,LIAB,F7,EL	0.0 	0.0 	0.0 	0.0 	6.8 	7.5 	5.4 	2.4 	2.0 	2.2 	3.4 	3.1 	3.1 	4.2 	3.2 	1.9 	2.9 	2.7 	1.8 	3.0 	2.6 	2.5 	1.9 
PC_GDP,NCO,S12,LIAB,F7,ES	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.5 	0.7 	0.7 	2.0 	3.3 	2.4 	2.0 	2.2 	2.5 	2.6 	2.3 	3.2 	2.7 	2.3 	2.0 
PC_GDP,NCO,S12,LIAB,F7,FI	-0.4 	-0.1 	1.9 	0.8 	1.1 	1.1 	1.1 	1.6 	12.4 	17.3 	17.4 	15.2 	18.8 	48.0 	43.0 	54.6 	90.4 	63.9 	37.9 	57.2 	47.0 	40.4 	7.4 
PC_GDP,NCO,S12,LIAB,F7,FR	3.0 	3.9 	4.9 	7.5 	10.6 	11.8 	12.8 	9.5 	10.4 	11.5 	20.2 	26.5 	36.1 	41.8 	28.3 	28.9 	41.7 	34.7 	36.7 	47.1 	36.7 	35.6 	28.5 
PC_GDP,NCO,S12,LIAB,F7,HR	: 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.1 	0.1 	0.1 	0.1 	0.4 	0.1 	0.5 	0.5 	0.5 	0.4 	0.4 	0.7 	0.8 	0.3 
PC_GDP,NCO,S12,LIAB,F7,HU	0.2 	0.9 	1.0 	0.0 	2.2 	2.4 	3.1 	1.7 	2.6 	2.5 	1.7 	2.0 	1.9 	4.5 	2.5 	3.8 	4.2 	3.1 	2.7 	2.9 	1.8 	1.8 	1.5 
PC_GDP,NCO,S12,LIAB,F7,IE	: 	: 	: 	: 	: 	: 	19.3 	32.1 	26.4 	27.0 	26.7 	31.0 	47.3 	36.5 	29.8 	29.6 	32.2 	45.5 	37.3 	129.1 	73.0 	65.9 	34.5 
PC_GDP,NCO,S12,LIAB,F7,IT	1.9 	2.1 	3.1 	3.2 	2.8 	3.9 	5.3 	5.2 	5.7 	6.9 	7.6 	5.2 	5.9 	11.4 	10.5 	11.7 	15.9 	18.5 	11.7 	15.7 	12.1 	12.0 	9.5 
PC_GDP,NCO,S12,LIAB,F7,LT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.2 	0.5 	0.5 	0.8 	0.8 	0.6 	0.6 	0.4 	0.8 	0.4 	0.4 	0.3 
PC_GDP,NCO,S12,LIAB,F7,LU	: 	: 	: 	: 	22.9 	28.2 	51.2 	2.6 	0.0 	0.0 	0.0 	0.0 	0.0 	46.3 	173.5 	334.5 	426.6 	409.6 	413.7 	290.7 	399.9 	458.7 	430.8 
PC_GDP,NCO,S12,LIAB,F7,LV	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.2 	0.4 	0.4 	0.8 	0.2 	0.3 	0.3 	0.6 	0.6 	0.7 	0.7 	0.5 	0.4 	0.6 	0.7 	1.5 	0.2 
PC_GDP,NCO,S12,LIAB,F7,MT	1.3 e	1.2 e	1.0 e	0.9 e	0.8 e	0.4 e	0.7 e	0.7 e	1.3 e	1.4 	1.3 	1.6 	2.3 	5.4 	4.4 	8.2 	9.1 	8.2 	6.2 	6.3 	5.7 	6.6 	7.7 
PC_GDP,NCO,S12,LIAB,F7,NL	1.4 	1.3 	1.2 	1.1 	1.1 	1.0 	0.9 	0.9 	0.9 	2.4 	3.1 	5.2 	9.3 	5.9 	7.0 	5.2 	3.8 	3.7 	4.3 	7.2 	4.1 	4.3 	4.6 p
PC_GDP,NCO,S12,LIAB,F7,PL	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	1.2 	1.7 	1.2 	1.1 	1.8 	4.8 	1.4 	1.8 	1.9 	1.8 	1.4 	2.4 	1.9 	1.4 	0.9 
PC_GDP,NCO,S12,LIAB,F7,PT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.1 	0.0 	0.0 	-0.1 	0.0 	-0.1 	-0.1 	-0.1 	0.0 	0.0 	0.0 
PC_GDP,NCO,S12,LIAB,F7,RO	0.0 e	0.0 e	0.0 e	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.1 	0.1 
PC_GDP,NCO,S12,LIAB,F7,SE	3.6 	4.7 	4.2 	5.6 	5.0 	6.4 	4.8 	9.3 	9.7 	8.5 	7.6 	7.6 	7.9 	21.1 	13.6 	12.8 	15.6 	16.6 	11.8 	18.8 	15.0 	14.9 	19.2 
PC_GDP,NCO,S12,LIAB,F7,SI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.1 	0.1 	0.1 	0.3 	0.4 	0.7 	0.7 	1.0 	0.9 	0.8 	0.5 	0.5 	0.5 	0.3 	0.2 
PC_GDP,NCO,S12,LIAB,F7,SK	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e
PC_GDP,NCO,S12,LIAB,F7,UK	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	103.5 	118.0 	118.8 	182.6 	597.1 	335.6 	397.4 	487.8 	404.1 	309.2 	330.3 	237.3 	269.0 	195.5 
PC_GDP,NCO,S12,LIAB,F8,AT	5.8 	5.1 	4.6 	4.6 	3.2 	3.4 	1.6 	2.3 	3.0 	3.8 	3.1 	3.8 	2.2 	4.3 	4.1 	2.2 	2.3 	2.4 	2.2 	2.3 	2.0 	2.0 	1.7 
PC_GDP,NCO,S12,LIAB,F8,BE	8.7 	8.0 	4.0 	5.2 	6.1 	8.0 	6.4 	5.4 	4.9 	5.6 	6.2 	7.6 	8.1 	7.1 	5.9 	5.4 	4.9 	4.5 	4.9 	5.5 	5.3 	5.2 	5.0 
PC_GDP,NCO,S12,LIAB,F8,BG	12.5 	32.3 	12.6 	8.1 	10.2 	13.4 	11.2 	8.2 	7.1 	6.4 	7.0 	6.4 	6.0 	7.4 	6.9 	7.1 	7.4 	8.7 	8.6 	7.8 	7.7 	8.4 	9.5 
PC_GDP,NCO,S12,LIAB,F8,CY	3.3 	3.6 	3.9 	3.9 	4.0 	3.8 	3.8 	3.9 	3.8 	3.8 	8.2 	7.7 	8.2 	17.6 	18.0 	18.7 	48.3 	34.2 	50.0 	27.9 	30.4 	29.7 	32.0 
PC_GDP,NCO,S12,LIAB,F8,CZ	7.8 	7.8 	7.5 	8.9 	7.4 	8.2 	8.3 	6.0 	6.6 	5.4 	6.0 	5.1 	5.0 	4.8 	5.3 	6.2 	5.6 	6.0 	6.1 	7.3 	7.5 	7.4 	6.5 
PC_GDP,NCO,S12,LIAB,F8,DE	7.3 	8.3 	10.0 	10.9 	14.0 	13.2 	13.6 	13.9 	13.8 	14.1 	13.4 	14.0 	14.9 	17.3 	16.6 	7.4 	6.8 	7.7 	8.6 	7.0 	7.2 	7.0 	7.3 
PC_GDP,NCO,S12,LIAB,F8,DK	11.9 	11.9 	10.9 	12.5 	14.7 	13.4 	12.9 	12.3 	12.5 	14.0 	18.9 	15.4 	21.3 	26.7 	18.7 	25.0 	29.7 	30.6 	29.9 	38.7 	31.9 	36.1 	28.1 
PC_GDP,NCO,S12,LIAB,F8,EE	2.4 	3.6 	4.2 	3.7 	3.8 	4.1 	3.8 	3.9 	3.5 	2.8 	3.3 	6.2 	6.6 	3.3 	2.5 	3.8 	2.7 	4.2 	4.2 	3.3 	4.3 	4.4 	4.9 
PC_GDP,NCO,S12,LIAB,F8,EL	2.1 	2.1 	2.1 	1.8 	2.1 	2.7 	2.9 	1.6 	1.5 	2.3 	2.2 	2.0 	2.2 	2.8 	3.1 	3.8 	4.4 	4.1 	5.1 	5.5 	3.7 	3.5 	3.9 
PC_GDP,NCO,S12,LIAB,F8,ES	3.1 	3.5 	2.5 	3.7 	4.0 	4.5 	4.6 	4.0 	4.2 	4.6 	4.7 	5.3 	5.4 	4.7 	3.8 	4.2 	5.3 	5.4 	5.0 	4.2 	3.4 	2.6 	2.8 
PC_GDP,NCO,S12,LIAB,F8,FI	7.9 	8.0 	7.8 	6.6 	6.5 	8.6 	5.7 	4.4 	4.8 	4.5 	5.3 	6.3 	6.8 	6.3 	8.3 	17.5 	17.3 	16.3 	14.0 	15.3 	15.1 	13.7 	4.7 
PC_GDP,NCO,S12,LIAB,F8,FR	10.4 	10.1 	11.5 	9.8 	12.9 	14.7 	14.9 	14.7 	15.4 	15.7 	20.2 	23.6 	25.4 	23.6 	25.7 	30.5 	32.1 	33.9 	34.3 	37.7 	40.6 	40.0 	41.1 
PC_GDP,NCO,S12,LIAB,F8,HR	: 	: 	: 	: 	: 	: 	2.6 	2.7 	2.9 	3.9 	4.1 	3.7 	4.0 	3.8 	3.5 	2.5 	2.7 	2.6 	2.3 	2.3 	2.4 	2.4 	2.3 
PC_GDP,NCO,S12,LIAB,F8,HU	2.1 	2.0 	2.6 	2.4 	2.0 	1.9 	1.7 	1.4 	1.4 	1.7 	1.7 	2.2 	2.9 	4.8 	4.7 	5.7 	5.8 	6.0 	4.3 	4.6 	4.6 	5.1 	3.7 
PC_GDP,NCO,S12,LIAB,F8,IE	: 	: 	: 	: 	: 	: 	20.0 	19.0 	20.7 	20.3 	20.7 	25.6 	20.4 	32.1 	33.3 	43.0 	53.5 	43.5 	91.6 	133.3 	118.7 	74.6 	71.5 
PC_GDP,NCO,S12,LIAB,F8,IT	0.2 	0.2 	0.2 	0.1 	0.2 	0.1 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.1 	0.1 	0.1 	0.1 	0.1 	0.5 	0.8 	0.4 	0.4 	0.3 
PC_GDP,NCO,S12,LIAB,F8,LT	0.0 	0.0 	0.0 	0.3 	0.4 	0.4 	0.6 	0.7 	1.2 	1.5 	1.6 	2.0 	2.1 	1.6 	1.3 	1.4 	2.1 	1.2 	1.1 	1.1 	1.0 	1.6 	1.8 
PC_GDP,NCO,S12,LIAB,F8,LU	: 	: 	: 	: 	316.6 	313.3 	286.4 	328.2 	236.2 	312.3 	359.2 	378.3 	410.6 	406.8 	342.0 	325.8 	377.8 	335.2 	455.8 	534.1 	480.9 	507.2 	511.9 
PC_GDP,NCO,S12,LIAB,F8,LV	4.1 	5.6 	7.3 	5.6 	5.3 	7.1 	2.6 	1.9 	2.4 	3.1 	2.2 	2.4 	2.7 	2.4 	3.4 	4.1 	5.7 	5.1 	5.6 	3.8 	5.2 	6.3 	4.6 
PC_GDP,NCO,S12,LIAB,F8,MT	6.3 e	7.5 e	6.9 e	6.5 e	18.3 e	8.4 e	9.7 e	8.6 e	8.0 e	198.4 	279.8 	330.4 	400.0 	460.4 	526.2 	567.9 	622.8 	638.4 	644.2 	635.0 	584.5 	542.7 	517.6 
PC_GDP,NCO,S12,LIAB,F8,NL	23.1 	21.2 	26.5 	26.7 	23.6 	23.5 	25.3 	20.3 	22.9 	20.8 	36.2 	36.8 	31.5 	32.3 	29.8 	26.6 	30.1 	36.1 	32.5 	28.6 	24.9 	25.8 	25.7 p
PC_GDP,NCO,S12,LIAB,F8,PL	3.0 	2.8 	4.3 	5.6 	5.3 	4.4 	5.6 	5.2 	3.7 	3.3 	3.5 	4.2 	3.9 	3.7 	3.0 	3.1 	3.3 	3.8 	3.9 	4.2 	3.9 	4.2 	5.3 
PC_GDP,NCO,S12,LIAB,F8,PT	3.4 	3.9 	4.8 	3.9 	5.3 	5.2 	5.8 	5.2 	6.1 	8.6 	8.0 	7.4 	7.6 	6.2 	6.1 	14.2 	16.2 	18.3 	16.7 	15.1 	14.2 	13.8 	12.7 
PC_GDP,NCO,S12,LIAB,F8,RO	0.8 e	0.6 e	0.3 e	0.2 	1.2 	0.7 	0.5 	0.7 	0.7 	0.9 	1.0 	1.3 	1.1 	1.0 	0.9 	1.1 	1.0 	1.1 	1.7 	1.1 	0.7 	0.8 	0.8 
PC_GDP,NCO,S12,LIAB,F8,SE	10.9 	9.6 	10.7 	13.8 	15.6 	16.3 	12.9 	13.8 	15.8 	18.1 	23.4 	21.3 	22.8 	14.9 	16.2 	20.4 	17.0 	19.3 	20.7 	16.7 	12.6 	16.5 	16.7 
PC_GDP,NCO,S12,LIAB,F8,SI	2.2 	1.8 	1.9 	2.1 	2.1 	2.4 	2.9 	3.0 	2.5 	2.5 	2.9 	3.2 	3.4 	2.6 	2.6 	1.9 	2.0 	2.2 	2.1 	2.0 	1.7 	1.6 	1.8 
PC_GDP,NCO,S12,LIAB,F8,SK	1.8 	1.8 	1.8 	1.9 	1.4 	1.3 	3.7 	1.7 	1.6 	2.8 	5.1 	3.4 	4.2 	6.6 	5.2 	4.5 	2.7 	2.8 	2.1 	4.2 	3.3 	3.6 	3.9 
PC_GDP,NCO,S12,LIAB,F8,UK	1.4 	1.3 	1.5 	1.6 	2.0 	3.2 	2.3 	2.7 	3.2 	3.7 	3.7 	5.6 	4.4 	6.6 	6.8 	5.4 	5.0 	5.3 	5.3 	6.1 	4.8 	6.2 	6.2 
