s_adj,sectpart,sector10,bop_item,stk_flow,partner,unit,geo\time	1995Q1 	1995Q2 	1995Q3 	1995Q4 	1996Q1 	1996Q2 	1996Q3 	1996Q4 	1997Q1 	1997Q2 	1997Q3 	1997Q4 	1998Q1 	1998Q2 	1998Q3 	1998Q4 	1999Q1 	1999Q2 	1999Q3 	1999Q4 	2000Q1 	2000Q2 	2000Q3 	2000Q4 	2001Q1 	2001Q2 	2001Q3 	2001Q4 	2002Q1 	2002Q2 	2002Q3 	2002Q4 	2003Q1 	2003Q2 	2003Q3 	2003Q4 	2004Q1 	2004Q2 	2004Q3 	2004Q4 	2005Q1 	2005Q2 	2005Q3 	2005Q4 	2006Q1 	2006Q2 	2006Q3 	2006Q4 	2007Q1 	2007Q2 	2007Q3 	2007Q4 	2008Q1 	2008Q2 	2008Q3 	2008Q4 	2009Q1 	2009Q2 	2009Q3 	2009Q4 	2010Q1 	2010Q2 	2010Q3 	2010Q4 	2011Q1 	2011Q2 	2011Q3 	2011Q4 	2012Q1 	2012Q2 	2012Q3 	2012Q4 	2013Q1 	2013Q2 	2013Q3 	2013Q4 	2014Q1 	2014Q2 	2014Q3 	2014Q4 	2015Q1 	2015Q2 	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU	-131730.1 	-64098.0 	13005.5 	9261.4 	-91649.2 	-33655.2 	-21524.0 	-93132.4 	-161368.8 	-73424.5 	-28561.7 	-66957.3 	-199941.9 	-172175.6 	-127181.1 	-201222.3 	-260050.9 	-281302.1 	-146541.0 	-220864.8 	-284093.6 	-193021.0 	-208358.9 	-367910.1 	-285242.4 	-237531.0 	-43141.2 	-243374.2 	-244528.7 	-207765.5 	-173324.8 	-424207.9 	-359247.5 	-425333.2 	-343877.2 	-406502.8 	-339477.5 	-577388.7 	-462514.6 	-396744.7 	-352625.7 	-358568.9 	-378221.6 	-332474.5 	-455888.2 	-415691.3 	-354275.6 	-326345.3 	-407653.9 	-438612.9 	-334602.7 	-461899.4 	-407860.0 	-284938.0 	-479017.0 	-410868.0 	-80592.0 	91077.0 	142804.0 	85017.0 	153885.0 	240751.0 	252664.0 	-71413.0 	187249.0 	178372.0 	314233.0 	198456.0 	184125.6 	364659.6 	474724.4 	204745.6 	487715.7 	473819.5 	619259.5 	639585.6 	175530.3 	154097.8 	610306.0 	759477.5 	673824.0 	555355.0 	472685.1 	816104.8 	613103.8 	690286.5 	636228.4 	236854.0 	401378.8 	676222.0 	336357.6 	181455.9 	614490.3 	311727.0 
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-141.7 	-727.7 	501.8 	1291.6 	-546.6 	501.8 	278.6 	929.2 	-234.9 	162.7 	-50.3 	321.4 	-1598.8 	-1185.3 	-2073.3 	-831.2 	-3698.1 	-2857.4 	-1663.4 	-1381.4 	-4105.3 	-3620.4 	-2686.9 	-2302.6 	-4773.0 	-3510.0 	-2860.0 	-1714.0 	-3524.0 	-2546.0 	-1339.0 	-2074.0 	-1945.0 	-1522.0 	807.0 	-581.0 	-1916.0 	-1524.0 	406.0 	-798.0 	-2641.0 	-2418.0 	476.0 	-1265.0 	-1033.0 	36.0 	2373.0 	476.0 	-3038.0 	-605.0 	1051.0 	-2083.0 	3292.0 	6428.0 	4039.0 	-3505.0 	-1964.0 	-5141.0 	-1063.0 	-7535.0 	-9044.0 	-9541.0 	7789.0 	7552.0 	9115.0 	9798.0 
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IT	3552.0 	5660.0 	6557.0 	4690.0 	4789.0 	7664.0 	10919.0 	6087.0 	7228.0 	7185.0 	10194.0 	6741.0 	3301.7 	7138.9 	7690.1 	2964.2 	2506.0 	5119.0 	6304.0 	2045.0 	992.0 	-1706.0 	3966.0 	657.0 	470.0 	-817.0 	3594.0 	4601.0 	333.0 	-3942.0 	3544.0 	-3610.0 	-5858.0 	-6336.0 	4002.0 	2054.0 	-2455.0 	-3081.0 	5214.0 	-2954.0 	-6833.0 	-3590.0 	1637.0 	-3545.0 	-12498.0 	-5293.0 	-453.0 	-3476.0 	-10563.0 	-3625.0 	502.0 	-6859.0 	-16774.0 	-6018.0 	-9787.0 	-13594.0 	-15154.0 	-6711.0 	-4437.0 	-3196.0 	-18330.0 	-12419.0 	-10917.0 	-13030.0 	-22689.0 	-12758.0 	-9571.0 	-3011.0 	-12966.0 	253.0 	1552.0 	9665.0 	-7229.0 	4598.0 	5862.0 	11872.0 	-709.0 	6036.0 	10216.0 	18101.0 	-2972.0 	3871.0 	10837.0 	16577.0 	1603.0 	10541.0 	14842.0 	12670.0 	5126.0 	9204.0 	17040.0 	15899.0 	4391.0 	9681.0 
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-299.1 	-446.8 	-259.5 	-251.9 	-182.5 	-434.5 	-394.7 	-311.2 	-485.1 	-580.1 	-682.6 	-517.5 	-966.6 	-1162.0 	-923.4 	-832.6 	-1545.8 	-1332.7 	-847.7 	-103.4 	-49.3 	89.4 	585.9 	917.5 	-34.7 	160.1 	173.8 	401.2 	-359.1 	-123.6 	66.3 	-3.3 	-560.5 	416.6 	107.2 	530.6 	38.5 	326.2 	395.5 	620.9 	159.4 	239.8 	925.2 	809.0 	-188.9 	-351.3 	210.7 	599.6 	-99.8 	-211.1 	156.0 	423.7 	-87.3 	-15.7 	246.5 	728.9 	-94.0 	-3.6 
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1204.0 	1051.0 	-128.0 	111.0 	115.0 	-101.0 	911.0 	660.0 	977.0 	73.0 	703.0 	1007.0 	2058.0 	341.0 	1185.0 	676.0 	811.0 	183.0 	1346.0 	766.0 	733.0 	665.0 	976.0 	1099.0 	889.0 	859.0 	786.0 	103.0 	1097.0 	1301.0 	386.0 	-527.0 	1012.0 	341.0 	738.0 	396.0 	794.0 	223.0 	336.0 	1081.0 	1919.0 	-1538.0 	1463.0 	237.0 	-1438.0 	187.0 	1014.0 	2183.0 	-1146.0 	957.0 	1461.0 	632.0 	711.0 	-2226.0 	3042.0 	815.0 	536.0 	-256.0 	2663.0 	-478.0 	2401.0 	-402.0 	347.0 	166.0 	2474.0 	-942.0 
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-24.0 	-51.0 	-70.0 	-148.0 	-25.0 	-71.0 	-138.0 	-289.0 	-42.0 	-152.0 	-149.0 	-182.0 	-91.0 	-180.0 	-196.0 	-218.0 	-196.0 	-459.0 	-311.0 	-281.0 	-238.0 	-323.0 	-366.0 	-512.0 	-467.0 	-686.0 	-1008.0 	-1220.0 	-988.0 	-1147.0 	-1327.0 	-817.0 	-840.0 	-732.0 	-706.0 	-389.0 	157.0 	744.0 	454.0 	559.0 	429.0 	258.0 	34.0 	-2.0 	-35.0 	-92.0 	-53.0 	-33.0 	-248.0 	-184.0 	194.0 	96.0 	-44.0 	16.0 	-87.0 	67.0 	17.0 	177.0 	-6.0 	156.0 	178.0 	179.0 	8.0 	197.0 	335.0 	62.0 	123.0 	132.0 	246.0 	-41.0 	-119.0 	320.0 	226.0 	146.0 
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-16.9 	-70.7 	107.0 	-130.6 	-81.3 	-61.4 	86.3 	-119.7 	-63.3 	-96.2 	61.9 	-63.3 	-25.3 	6.4 	88.9 	-108.9 	11.4 	-49.8 	112.7 	-115.4 	-219.3 	65.1 	-56.9 	-118.3 	-134.0 	82.1 	-57.6 	-68.9 	-147.8 	-11.6 	199.8 	43.6 	-21.8 	-13.3 	174.9 	88.0 	-35.6 	80.5 	206.4 	87.6 	96.6 	296.2 	378.9 	115.3 	282.3 	117.9 	79.5 	112.1 	108.9 	70.8 	370.3 	205.6 	302.5 	542.7 	500.5 	251.0 	390.3 	385.6 
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4795.0 	6471.0 	9991.0 	10443.0 	8945.0 	8066.0 	13360.0 	12075.0 	9613.0 	7955.0 	9676.0 	15595.0 	13294.0 	11247.0 	11649.0 	15252.0 	9716.0 	6810.0 	514.0 	11862.0 	7844.0 	8027.0 	4093.0 	7903.0 	8481.0 	7733.0 	10466.0 	11682.0 	8753.0 	10330.0 	10923.0 	13880.0 	12587.0 	13618.0 	16595.0 	7750.0 	14439.0 	15623.0 	20142.0 	20373.0 	14180.0 	15128.0 	15458.0 	16440.0 	14253.0 	14143.0 	11704.0 	26783.0 	-16604.0 	13966.0 	15907.0 	15882.0 	10059.0 	11379.0 	18604.0 	21076.0 	13478.0 	17846.0 	24180.0 	19972.0 	16603.0 
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-13065.0 	-15536.0 	-9531.0 	-8554.0 	-3980.0 	-4822.0 	-6782.0 	-7057.0 	-7698.0 	-8497.0 	-6623.0 	-13443.0 	-13907.0 	-18981.0 	-13430.0 	-16064.0 	-14167.0 	-16104.0 	-18763.0 	-22510.0 	-258.0 	-8136.0 	-11070.0 	-12707.0 	-8555.0 	-7923.0 	-19464.0 	-16126.0 	-10697.0 	-13259.0 	-16984.0 	-9938.0 	-14612.0 	-628.0 	-5367.0 	-4165.0 	-5005.0 	14684.0 	5886.0 	1255.0 	-4345.0 	4757.0 	-1469.0 	7393.0 	16514.0 	7895.0 	8474.0 	-604.0 	8637.0 	7740.0 	-13281.0 	6754.0 	11442.0 	3411.0 	4500.0 	8832.0 	8083.0 	9102.0 
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,PT	: 	: 	: 	: 	-799.0 	-901.0 	267.0 	-889.0 	-1084.0 	-815.0 	-552.0 	-1284.0 	-1706.6 	-2107.7 	-518.9 	-1748.0 	-2052.0 	-2157.0 	-1271.0 	-2547.0 	-3627.0 	-3786.0 	-1622.0 	-3086.0 	-3287.0 	-4190.0 	-1923.0 	-2692.0 	-2806.0 	-3053.0 	-1746.0 	-1808.0 	-1689.0 	-2425.0 	-1138.0 	-2016.0 	-2135.0 	-3107.0 	-1936.0 	-2898.0 	-3530.0 	-3901.0 	-2705.0 	-3285.0 	-4481.0 	-4651.0 	-2820.0 	-3815.0 	-3064.0 	-4219.0 	-2962.0 	-4842.0 	-4511.0 	-5950.0 	-4583.0 	-4491.0 	-4420.0 	-4094.0 	-2856.0 	-4872.0 	-4534.0 	-5286.0 	-2658.0 	-3285.0 	-3182.0 	-3918.0 	-294.0 	-544.0 	-1519.0 	-440.0 	1421.0 	1022.0 	351.0 	1276.0 	1704.0 	2147.0 	-293.0 	486.0 	1744.0 	519.0 	24.0 	-415.0 	2126.0 	567.0 	133.0 	-711.0 	2487.0 	1070.0 	-67.0 	-769.0 	2411.0 	1123.0 	-78.0 	-1601.0 
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-389.0 	-820.0 	50.0 	-1075.0 	-224.0 	-975.0 	-388.0 	-1451.0 	-1151.0 	-2282.0 	133.0 	-3012.0 	-781.0 	-2141.0 	32.0 	-1983.0 	-786.0 	-3952.0 	-1233.0 	-5124.0 	-2386.0 	-5511.0 	-3553.0 	-7164.0 	-3533.0 	-6617.0 	-5218.0 	-7557.0 	-3959.0 	-11856.0 	-8848.0 	-11382.0 	-9571.0 	-14469.0 	-13116.0 	-18160.0 	-12441.0 	-20549.0 	-15089.0 	-11560.0 	-2554.0 	-8569.0 	-4109.0 	-6966.0 	-6632.0 	-10819.0 	-4611.0 	-4104.0 	-2030.0 	-11364.0 	-6612.0 	-4754.0 	-3343.0 	-7551.0 	-7034.0 	-2216.0 	550.0 	3090.0 	2031.0 	923.0 	7235.0 	-2176.0 	318.0 	7813.0 	13023.0 	-4565.0 	162.0 	-67.0 	5134.0 	-3453.0 	2108.0 	-394.0 	-2531.0 	-11094.0 	-4803.0 	-158.0 	-4003.0 	-10087.0 
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,SE	15674.0 	16901.0 	11957.0 	11062.0 	21893.0 	10786.0 	11250.0 	10354.0 	19556.0 	16980.0 	19782.0 	15805.0 	19970.0 	15665.0 	20708.0 	20021.0 	17424.0 	14781.0 	19999.0 	10541.0 	21898.0 	18313.0 	19212.0 	31051.0 	30046.0 	21536.0 	30314.0 	33503.0 	36232.0 	35022.0 	26505.0 	16767.0 	33747.0 	39746.0 	44264.0 	39844.0 	39202.0 	46442.0 	43520.0 	39390.0 	41436.0 	43777.0 	51132.0 	41835.0 	52799.0 	51464.0 	62745.0 	67266.0 	79290.0 	57275.0 	58103.0 	71749.0 	81404.0 	50909.0 	69728.0 	58272.0 	47217.0 	60308.0 	44316.0 	42486.0 	52234.0 	51160.0 	47059.0 	54501.0 	57385.0 	42279.0 	61134.0 	34672.0 	54617.0 	44307.0 	53100.0 	47704.0 	53055.0 	39630.0 	53181.0 	42029.0 	47387.0 	25880.0 	51996.0 	48104.0 	48309.0 	30379.0 	56613.0 	46745.0 	45993.0 	24384.0 	54600.0 	58439.0 	31923.0 	35451.0 	45821.0 	33658.0 	17528.0 	9832.0 
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,SI	98.0 	-99.0 	28.0 	-106.0 	6.0 	-49.0 	71.0 	-18.0 	-43.0 	-30.0 	27.0 	69.0 	-104.0 	-24.0 	62.0 	-66.0 	-77.0 	-473.0 	-8.0 	-133.0 	-206.0 	-116.0 	-171.0 	-114.0 	42.0 	-89.0 	67.0 	-17.0 	-27.0 	31.0 	132.0 	-84.0 	-97.0 	-92.0 	-19.0 	-172.0 	-117.0 	-231.0 	-181.0 	-314.0 	-157.0 	30.0 	2.0 	-513.0 	-100.9 	168.0 	-255.0 	-523.0 	-88.0 	-246.0 	-523.0 	-645.0 	-366.0 	-417.0 	-645.0 	-621.0 	-166.0 	193.0 	-218.0 	-3.0 	93.0 	4.0 	-6.0 	-81.0 	48.0 	99.0 	-70.0 	-92.0 	-12.5 	215.9 	222.4 	390.2 	433.1 	478.8 	430.8 	412.9 	516.0 	614.7 	748.5 	378.3 	443.9 	429.8 	700.8 	597.6 	652.7 	473.1 	530.0 	265.2 	622.0 	588.6 	942.0 	600.9 	638.8 	963.3 
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-269.5 	-1209.2 	-927.7 	-963.1 	-283.1 	-1531.8 	-499.2 	-1875.2 	-540.4 	-1208.9 	-1504.9 	-1084.7 	340.6 	-962.6 	-1001.0 	-1219.5 	-239.9 	-1402.7 	-674.8 	-1189.3 	-766.5 	-291.0 	-201.8 	-460.4 	-142.2 	-452.6 	-981.1 	-574.0 	-346.5 	-888.1 	-894.0 	-483.0 	275.0 	797.0 	200.5 	825.7 	913.6 	1024.2 	339.3 	166.0 	501.6 	430.2 	316.8 	351.6 	462.7 	-143.5 	-64.2 	1144.1 	385.2 	428.1 	-447.3 	-491.7 	-117.4 	-63.8 	-597.2 	-121.4 	-66.6 	123.0 
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,UK	: 	: 	: 	: 	: 	: 	: 	: 	70.0 	715.0 	737.0 	-340.0 	-2058.0 	71.0 	2647.0 	-1918.0 	-6843.0 	-7274.0 	-5570.0 	-6468.0 	-4330.0 	-7263.0 	-6151.0 	-8188.0 	-3691.0 	-8441.0 	-5254.0 	-7918.0 	-4565.0 	-11157.0 	-5211.0 	-6553.0 	-728.0 	-8816.0 	-7703.0 	-6954.0 	-5736.0 	-9056.0 	-11142.0 	-4282.0 	-5516.0 	-3730.0 	-10215.0 	-9667.0 	-9861.0 	-12571.0 	-12942.0 	-10860.0 	-12592.0 	-12491.0 	-16990.0 	-13354.0 	-13178.0 	-18131.0 	-16198.0 	-19042.0 	-16045.0 	-17037.0 	-10518.0 	-10786.0 	-11447.0 	-10668.0 	-17967.0 	-14263.0 	-8526.0 	-1619.0 	-13975.0 	-8850.0 	-13791.0 	-17166.0 	-17430.0 	-16044.0 	-25525.0 	-14142.0 	-27334.0 	-24872.0 	-23997.0 	-16019.0 	-27713.0 	-25095.0 	-28108.0 	-14495.0 	-25284.0 	-27256.0 	-29024.0 	-23446.0 	-37630.0 	-14383.0 	-18992.0 	-21737.0 	-23664.0 	-13827.0 	-18271.0 	-18729.0 
NSA,S1,S1,CKA,BAL,WRL_REST,PC_GDP,AT	0.4 	-5.0 	-2.5 	-4.0 	-0.1 	-5.0 	-3.3 	-2.5 	-1.1 	-4.2 	-3.3 	-1.5 	-0.5 	-3.3 	-2.4 	-1.5 	-0.5 	-4.1 	-3.1 	-1.6 	1.6 	-2.7 	-1.4 	-1.0 	1.0 	-3.6 	-1.1 	-0.4 	5.2 	-0.6 	1.2 	2.0 	4.8 	-0.7 	0.2 	1.9 	5.8 	1.0 	0.3 	1.2 	5.8 	0.1 	0.0 	3.4 	6.0 	0.9 	0.3 	4.7 	7.2 	2.2 	1.3 	4.7 	8.5 	2.2 	2.9 	4.2 	5.7 	0.1 	0.6 	3.9 	6.9 	0.8 	0.7 	3.4 	3.7 	-0.4 	-1.2 	4.0 	3.0 	-0.5 	0.5 	2.3 	4.6 	0.3 	0.4 	1.9 	2.3 	-0.3 	1.1 	6.1 	4.8 	0.2 	-1.1 	1.1 	6.0 	0.4 	2.6 	0.7 	4.8 	0.1 	0.4 	2.3 	5.5 	1.0 
NSA,S1,S1,CKA,BAL,WRL_REST,PC_GDP,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.8 	8.2 	0.0 	3.6 	2.4 	7.3 	0.2 	2.6 	1.3 	9.1 	-2.6 	-0.4 	-1.1 	5.9 	-0.6 	3.0 	1.7 	8.1 	-1.2 	-2.2 	4.3 	3.3 	-8.3 	-5.5 	-3.1 	2.7 	-4.0 	-0.7 	-2.2 	8.1 	0.6 	-0.6 	-1.6 	3.7 	-5.4 	-1.6 	-0.7 	6.1 	-3.3 	-0.1 	-2.7 	-0.5 	-0.2 	1.6 	-0.6 	0.2 	-4.5 	0.3 	-2.5 	0.0 	-1.5 	-0.1 	2.5 	0.5 	-3.4 	-1.5 	0.8 	1.1 	1.2 	0.1 	1.1 	-2.1 
NSA,S1,S1,CKA,BAL,WRL_REST,PC_GDP,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-1.2 	2.7 	3.0 	-4.8 	-9.0 	-5.7 	0.8 	-6.1 	-11.4 	-2.4 	2.1 	-10.0 	-7.4 	-4.6 	-1.2 	-8.9 	-5.2 	-2.9 	8.5 	-10.9 	-7.9 	-9.8 	6.5 	-11.5 	-9.8 	-8.1 	8.4 	-14.4 	-11.5 	-9.6 	-2.5 	-18.2 	-21.8 	-12.9 	: 	: 	-29.3 	-21.7 	-14.1 	-37.6 	-23.0 	-26.1 	-10.1 	-27.0 	-13.7 	-11.4 	3.3 	-8.0 	-4.6 	-4.5 	13.8 	-9.4 	-0.4 	1.0 	9.3 	-4.5 	-4.7 	-2.5 	9.4 	-2.0 	-4.5 	6.1 	10.0 	-3.0 	-1.5 	2.8 	10.7 	0.5 	1.6 	3.7 	11.1 	-3.9 	4.3 	6.1 	11.8 	-2.7 	3.6 	6.4 	20.1 	-0.3 	-1.2 	2.3 
NSA,S1,S1,CKA,BAL,WRL_REST,PC_GDP,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-16.6 	-13.2 	-4.7 	-26.9 	-10.8 	-7.5 	0.6 	-11.7 	-14.4 	-11.5 	-5.1 	-13.1 	-15.4 	0.3 	3.1 	-3.4 	-13.9 	-3.9 	5.6 	-11.3 	-10.6 	-3.4 	5.6 	-6.2 	-13.0 	5.6 	-3.1 	-4.0 	0.4 	-3.0 	7.0 	-9.2 	2.9 	-9.6 	8.1 	-20.0 	-16.9 	1.7 	5.8 	-22.4 	-2.5 	-4.3 
NSA,S1,S1,CKA,BAL,WRL_REST,PC_GDP,CZ	-1.6 	-2.3 	-0.6 	-4.5 	-4.2 	-5.4 	-7.1 	-7.6 	-7.3 	-6.9 	-4.6 	-4.5 	-2.0 	0.0 	-0.8 	-4.7 	-2.4 	-1.2 	-0.9 	-4.4 	-3.2 	-3.3 	-4.0 	-6.9 	-5.1 	-4.8 	-5.2 	-4.3 	-3.5 	-3.8 	-6.6 	-6.3 	-1.1 	-5.4 	-6.9 	-8.9 	-0.8 	-4.2 	-6.3 	-5.1 	3.0 	-3.5 	-3.1 	-1.5 	3.9 	-4.2 	-3.0 	-4.6 	2.1 	-6.4 	-6.9 	-4.4 	3.9 	-3.5 	-1.4 	-3.4 	3.0 	-4.4 	-2.9 	0.7 	3.2 	-1.5 	-9.0 	-2.7 	3.9 	-8.2 	-2.3 	-0.2 	2.7 	-0.5 	-4.1 	1.0 	1.8 	0.0 	2.6 	1.5 	10.4 	-3.4 	-3.3 	0.9 	11.7 	0.4 	-3.4 	2.1 	12.5 	1.0 	-0.6 	-1.2 	8.5 	0.0 	-2.0 	2.2 	4.7 	0.5 
NSA,S1,S1,CKA,BAL,WRL_REST,PC_GDP,DE	-1.2 	-1.4 	-2.1 	-0.5 	-0.8 	-1.1 	-1.7 	0.4 	-1.7 	-0.5 	-1.0 	1.0 	-1.0 	-0.4 	-1.5 	0.0 	-1.8 	-0.8 	-2.7 	-0.6 	-0.8 	-1.5 	-2.0 	-1.7 	-0.7 	-1.2 	-1.7 	1.5 	1.6 	1.2 	1.7 	2.2 	1.0 	0.6 	1.1 	3.9 	4.6 	4.9 	3.2 	5.1 	4.8 	4.5 	3.5 	5.2 	5.2 	4.9 	4.5 	7.8 	6.9 	6.2 	5.9 	7.7 	6.8 	5.9 	4.1 	5.5 	4.4 	4.8 	5.4 	7.9 	5.7 	4.7 	4.8 	7.5 	6.4 	4.9 	5.6 	7.6 	6.8 	6.5 	6.9 	7.7 	6.1 	6.6 	5.8 	8.3 	7.2 	6.3 	7.5 	9.2 	8.3 	8.3 	9.3 	9.8 	8.6 	9.0 	7.7 	9.2 	8.5 	6.5 	7.7 	8.7 	8.6 	7.6 
NSA,S1,S1,CKA,BAL,WRL_REST,PC_GDP,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.9 	5.0 	5.5 	3.9 	2.1 	3.4 	5.0 	2.7 	-2.3 	2.1 	2.6 	3.2 	-0.2 	4.2 	4.8 	2.8 	1.2 	4.2 	3.9 	4.4 	4.0 	6.5 	8.1 	7.6 	5.9 	6.7 	8.2 	6.8 	2.9 	7.8 	7.9 	6.5 	4.7 	8.6 	9.1 	8.4 	5.6 	8.3 	10.9 	9.9 	7.2 	7.7 	9.4 	7.4 	5.5 	8.9 	7.9 	9.8 	7.7 	9.2 	8.2 	7.3 	3.3 	5.2 
NSA,S1,S1,CKA,BAL,WRL_REST,PC_GDP,EE	-7.3 	-5.1 	4.0 	-7.9 	-9.4 	-4.8 	-5.1 	-13.8 	-12.5 	-6.3 	-9.9 	-15.9 	-11.6 	-8.5 	-7.8 	-6.8 	-5.9 	-5.3 	1.2 	-7.1 	-1.2 	-2.8 	-6.1 	-9.1 	-6.5 	-4.9 	-6.3 	-9.7 	-12.8 	-9.7 	-7.7 	-12.5 	-14.1 	-10.0 	-10.9 	-14.4 	-14.6 	-15.9 	-1.5 	-13.4 	-7.9 	-7.0 	-8.0 	-8.9 	-13.4 	-12.0 	-10.1 	-15.7 	-19.0 	-14.4 	-13.2 	-9.2 	-14.9 	-8.1 	-6.3 	-0.9 	0.5 	3.1 	9.1 	11.1 	0.5 	2.6 	9.1 	8.2 	1.4 	3.1 	8.4 	8.1 	1.3 	-0.8 	1.0 	4.1 	1.7 	4.0 	3.3 	3.3 	-2.9 	2.5 	2.6 	4.8 	1.0 	5.5 	5.0 	3.9 	-1.1 	4.1 	5.9 	2.8 	2.4 	2.4 	5.3 	6.2 	-0.8 	2.4 
NSA,S1,S1,CKA,BAL,WRL_REST,PC_GDP,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-7.1 	-5.7 	0.0 	-10.5 	-9.6 	-8.4 	-2.2 	-11.0 	-7.5 	-9.8 	0.6 	-9.5 	-10.5 	-7.7 	-2.3 	-11.1 	-14.1 	-11.6 	-3.3 	-11.8 	-17.4 	-13.4 	-6.6 	-16.3 	-15.4 	-14.9 	-8.1 	-15.6 	-13.4 	-11.8 	-6.3 	-14.6 	-18.9 	-8.3 	-4.0 	-11.2 	-13.0 	-11.4 	-2.7 	-8.2 	-9.1 	-4.0 	7.1 	-5.1 	-6.3 	-3.0 	12.4 	-5.6 	-0.8 	-2.5 	8.2 	-6.4 	-6.9 	-1.4 	11.7 	-0.9 	-4.9 	-1.7 	8.0 	-5.0 	-6.5 	-0.9 	9.4 	-5.1 	-6.5 	-2.4 
