unit,bop_item,sector10,sectpart,stk_flow,partner,s_adj,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
PC_GDP,KA,S1,S1,BAL,WRL_REST,NSA,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.3 	0.0 	0.0 	-0.2 	-0.4 	0.0 	0.0 
PC_GDP,KA,S1,S1,BAL,WRL_REST,NSA,EE	0.0 	0.0 	0.0 	0.0 	0.0 	0.5 	0.2 	0.5 	0.6 	0.7 	0.8 	2.2 	1.3 	1.2 	3.4 	3.5 	4.1 	3.4 	2.6 	1.1 	2.1 	1.0 	1.0 
PC_GDP,KA,S1,S1,BAL,WRL_REST,NSA,EL	: 	: 	: 	: 	: 	: 	: 	1.0 	0.7 	1.2 	1.0 	1.4 	1.9 	1.7 	0.8 	0.9 	1.3 	1.2 	1.7 	1.4 	1.1 	0.6 	0.5 
PC_GDP,KA,S1,S1,BAL,WRL_REST,NSA,ES	0.9 	0.9 	0.8 	1.0 	1.0 	0.7 	0.7 	0.9 	1.0 	0.9 	0.8 	0.6 	0.4 	0.4 	0.3 	0.5 	0.4 	0.5 	0.6 	0.5 	0.7 	0.2 	0.2 
PC_GDP,KA,S1,S1,BAL,WRL_REST,NSA,FI	0.0 	-0.1 	0.1 	0.1 	0.0 	0.1 	0.1 	0.1 	0.1 	0.1 	0.2 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.0 	0.1 	0.1 
PC_GDP,KA,S1,S1,BAL,WRL_REST,NSA,FR	: 	: 	: 	: 	0.1 	0.1 	0.0 	0.0 	-0.5 	0.1 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	-0.2 	0.0 	-0.1 	0.0 	0.1 	0.0 
PC_GDP,KA,S1,S1,BAL,WRL_REST,NSA,HR	: 	: 	: 	: 	: 	0.0 	0.6 	1.8 	0.3 	0.1 	0.1 	-0.3 	0.1 	0.0 	0.1 	0.1 	0.1 	0.1 	0.1 	0.4 	0.7 	1.4 	0.6 
PC_GDP,KA,S1,S1,BAL,WRL_REST,NSA,HU	0.1 	0.3 	0.3 	0.4 	0.1 	0.6 	0.6 	0.3 	0.0 	0.1 	0.7 	0.6 	0.7 	1.1 	1.7 	1.8 	2.3 	2.5 	3.6 	3.7 	4.6 	0.0 	1.0 
PC_GDP,KA,S1,S1,BAL,WRL_REST,NSA,IE	: 	: 	: 	1.0 	0.6 	1.1 	0.6 	0.4 	0.3 	0.2 	0.2 	0.2 	0.1 	0.1 	0.0 	0.1 	0.1 	0.0 	-0.5 	-3.5 	-0.5 	-1.6 	-9.6 
PC_GDP,KA,S1,S1,BAL,WRL_REST,NSA,IT	0.2 	0.0 	0.3 	0.2 	0.2 	0.3 	0.1 	0.0 	0.2 	0.1 	0.1 	0.1 	0.1 	0.0 	0.0 	0.0 	0.1 	0.2 	0.0 	0.2 	0.2 	-0.2 	-0.1 
PC_GDP,KA,S1,S1,BAL,WRL_REST,NSA,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	1.0 	1.5 	2.1 	1.9 	4.3 	3.8 	3.2 	2.9 	3.1 	2.7 	3.0 	1.5 	1.2 
PC_GDP,KA,S1,S1,BAL,WRL_REST,NSA,LU	0.8 	0.1 	-0.2 	-0.3 	-0.4 	-0.4 	-0.4 	-0.4 	-0.4 	-1.9 	3.2 	-0.7 	-0.4 	-0.7 	-1.1 	-0.5 	-0.4 	-0.9 	-1.2 	-1.3 	-0.6 	-0.4 	-0.4 
PC_GDP,KA,S1,S1,BAL,WRL_REST,NSA,LV	: 	: 	: 	: 	: 	0.4 	0.4 	0.2 	0.6 	0.9 	1.2 	1.1 	1.8 	1.4 	2.4 	2.0 	2.1 	3.0 	2.5 	3.2 	2.8 	1.0 	0.8 
PC_GDP,KA,S1,S1,BAL,WRL_REST,NSA,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.4 	3.1 	3.6 	1.2 	0.4 	1.2 	2.0 	1.2 	1.9 	1.7 	1.7 	1.8 	0.4 	0.6 
PC_GDP,KA,S1,S1,BAL,WRL_REST,NSA,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	0.1 	-0.2 	-1.7 	-0.1 	0.1 	-0.4 	0.1 	-1.3 	0.1 	-0.1 	-0.5 	-0.2 	-0.1 
PC_GDP,KA,S1,S1,BAL,WRL_REST,NSA,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.5 	0.3 	0.6 	1.1 	1.1 	1.6 	1.8 	2.0 	2.2 	2.3 	2.4 	2.4 	1.1 	1.3 
PC_GDP,KA,S1,S1,BAL,WRL_REST,NSA,PT	: 	2.0 	2.5 	2.1 	2.1 	1.4 	1.5 	1.9 	2.2 	1.7 	1.4 	1.2 	1.1 	1.2 	1.2 	1.4 	1.5 	2.1 	1.6 	1.3 	1.2 	1.0 	0.9 
PC_GDP,KA,S1,S1,BAL,WRL_REST,NSA,RO	: 	: 	: 	: 	0.1 	0.1 	0.2 	0.2 	0.4 	0.8 	0.7 	-0.1 	0.6 	0.4 	0.5 	0.2 	0.5 	1.4 	2.1 	2.6 	2.4 	2.5 	1.2 
PC_GDP,KA,S1,S1,BAL,WRL_REST,NSA,SE	-0.2 	-0.5 	-0.3 	0.0 	: 	-0.2 	-0.1 	: 	0.0 	0.0 	0.1 	-0.6 	-0.1 	-0.2 	-0.1 	-0.1 	-0.2 	-0.2 	-0.2 	-0.1 	-0.2 	-0.1 	-0.1 
PC_GDP,KA,S1,S1,BAL,WRL_REST,NSA,SI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	-0.7 	-0.6 	-0.3 	-0.4 	-0.4 	-0.1 	-0.1 	0.0 	0.1 	-0.2 	0.1 	0.4 	0.2 	1.1 	-0.8 	-0.8 
PC_GDP,KA,S1,S1,BAL,WRL_REST,NSA,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.4 	0.0 	-0.1 	0.8 	1.1 	0.8 	1.5 	1.3 	1.9 	1.4 	1.0 	3.5 	2.0 	0.9 
PC_GDP,KA,S1,S1,BAL,WRL_REST,NSA,UK	: 	: 	: 	: 	0.0 	0.0 	0.0 	-0.1 	0.0 	0.0 	-0.1 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	-0.1 	-0.1 	-0.1 	-0.1 	-0.1 
