na_item,unit,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
NULC_PER,I10,FI	79.7 	80.0 	79.2 	80.1 	81.3 	81.7 	83.7 	84.7 	84.9 	85.1 	87.0 	88.1 	88.3 	93.5 	101.4 	100.0 	102.3 	107.6 	109.1 	110.3 	111.6 	110.5 	107.5 
NULC_PER,I10,FR	79.5 	80.3 	80.2 	80.0 	80.7 	81.6 	83.4 	85.8 	87.6 	88.2 	90.1 	91.7 	93.1 	95.7 	99.0 	100.0 	100.9 	103.1 	104.6 	105.3 	105.5 	105.9 p	106.7 p
NULC_PER,I10,HR	51.9 p	55.8 p	60.4 p	67.5 p	72.9 p	75.8 p	74.1 p	78.6 p	81.9 p	83.2 p	85.6 p	86.8 p	89.5 p	94.1 d	100.5 d	100.0 d	100.0 d	99.0 d	96.0 d	93.5 d	92.7 d	91.0 d	89.4 d
NULC_PER,I10,HU	33.3 	40.5 	48.2 	53.8 	57.3 	63.8 	71.0 	75.5 	81.2 	85.0 	87.5 	89.1 	93.5 	97.5 	100.3 	100.0 	101.7 	105.3 	106.2 	107.5 	104.7 	110.2 	114.7 
NULC_PER,I10,IE	72.4 	72.6 	72.9 	77.3 	78.2 	80.5 	85.1 	85.8 	90.4 	92.2 	96.4 	100.2 	105.1 	113.5 	108.9 	100.0 	94.8 b	95.1 	96.2 	91.3 	77.4 	78.1 	75.6 
NULC_PER,I10,IT	69.1 	72.9 	74.9 	73.6 	74.9 	75.2 	77.7 	80.7 	84.2 	86.2 	88.1 	90.1 	91.8 	95.7 	100.0 	100.0 	100.7 	102.1 	102.9 	103.0 	103.8 	104.5 	104.2 
NULC_PER,I10,LT	53.3 	68.1 	77.8 	82.9 	84.1 	77.3 	74.7 	76.1 	76.7 	79.8 	84.9 	95.1 	99.7 	109.3 	107.5 	100.0 	100.8 	103.0 	106.2 	109.6 	115.1 	122.5 	127.1 
NULC_PER,I10,LU	66.1 	68.7 	68.5 	68.2 	68.9 	70.7 	75.3 	77.5 	78.7 	80.8 	83.5 	85.9 	86.2 	94.1 	101.1 	100.0 	102.3 	107.1 	107.6 	109.5 	109.9 	111.5 	117.4 
NULC_PER,I10,LV	41.9 	51.1 	52.1 	53.1 	55.2 	55.4 	55.0 	54.4 	56.7 	60.2 	69.4 	80.3 	102.2 	123.7 	110.2 	100.0 	97.7 	102.6 	108.1 	113.7 	120.6 	126.4 	130.4 
NULC_PER,I10,MT	: 	: 	: 	: 	: 	76.7 	81.5 	82.2 	84.9 	87.3 	86.3 	89.8 	91.5 	94.5 	99.8 	100.0 	105.0 	108.5 	109.8 	108.5 	108.1 	110.1 	110.3 
NULC_PER,I10,NL	77.3 	77.4 	78.1 	79.1 	80.5 	82.9 	85.0 	89.1 	91.2 	91.2 	90.9 	91.0 	92.9 	96.1 	101.3 	100.0 	101.2 	104.0 	104.8 	104.9 	103.6 	104.2 p	104.7 p
NULC_PER,I10,PL	: 	: 	: 	: 	: 	88.0 	93.5 	91.1 	88.3 	87.0 	87.7 	87.0 	89.8 	96.8 	97.7 	100.0 b	100.8 	102.9 	103.1 	103.7 	103.1 	105.7 p	108.4 p
NULC_PER,I10,PT	67.9 	70.8 	73.6 	76.4 	78.5 	81.9 	85.2 	87.9 	91.1 	91.3 	94.4 	95.0 	95.9 	98.6 	101.3 	100.0 	98.0 	94.9 	96.6 	95.4 	95.4 	96.8 	98.8 p
NULC_PER,I10,RO	2.5 	3.6 	7.3 	13.3 	18.6 	30.6 	44.5 	44.3 	53.5 	55.2 	67.4 	70.6 	72.3 	89.5 	90.8 	100.0 	93.3 	94.7 b	94.4 	98.3 	95.3 	103.3 	110.0 p
NULC_PER,I10,SE	77.0 	80.4 	81.8 	78.4 	79.6 	83.1 	87.1 	88.1 	88.7 	88.0 	88.5 	88.6 	92.4 	97.1 	102.7 	100.0 	102.6 	106.9 	108.6 	109.8 	109.5 	111.4 	113.9 
NULC_PER,I10,SI	49.1 	52.7 	55.4 	58.2 	60.8 	65.4 	71.2 	75.5 	78.9 	81.7 	82.9 	83.9 	86.1 	91.6 	99.4 	100.0 	99.2 	100.0 	100.5 	99.2 	99.6 	101.3 	102.6 
NULC_PER,I10,SK	53.7 	58.0 	63.2 	66.5 	69.3 	75.9 	78.1 	81.4 	84.4 	86.4 	89.7 	91.2 	91.3 	95.1 	101.2 	100.0 	101.0 	101.9 	102.2 	102.7 	104.0 	105.4 	109.8 
NULC_PER,I10,UK	65.9 	67.1 	68.6 	71.4 	73.5 	75.9 	78.8 	79.4 	81.2 	83.9 	85.1 	88.7 	92.0 	93.6 	98.5 	100.0 	99.9 	101.4 	103.3 	103.3 	103.8 	106.4 	108.9 
NULC_PER,PCH_10Y,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.5 	4.5 	6.2 	10.0 	15.7 	15.9 	15.6 	18.7 	20.0 	22.6 	23.1 	23.4 	22.9 
NULC_PER,PCH_10Y,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.4 	13.2 	15.1 	19.2 	21.5 	20.2 	18.4 	20.1 	21.2 	22.3 	20.0 	17.8 	17.7 
NULC_PER,PCH_10Y,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3585.7 	2243.3 	126.7 	70.4 	68.4 	71.5 	62.0 	69.7 p	79.4 p	82.5 p	78.4 p	77.5 p	77.6 p
NULC_PER,PCH_10Y,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	33.2 	30.0 	27.2 	33.2 	41.9 	39.2 	38.9 	36.5 	18.4 	12.4 	4.8 	2.0 p	1.1 p
NULC_PER,PCH_10Y,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	64.5 	46.4 	36.2 	31.9 	32.1 	29.4 	24.0 	19.7 	16.7 	14.1 	13.9 	16.8 	18.0 
NULC_PER,PCH_10Y,DE	: 	: 	: 	: 	: 	: 	14.3 	7.9 	5.2 	4.1 	1.4 	-0.7 	-0.1 	2.1 	7.6 	5.7 	6.5 	9.0 	9.9 	12.2 	14.8 	18.4 	21.3 
NULC_PER,PCH_10Y,DK	24.4 	24.1 	16.6 	14.4 	13.0 	10.9 	13.4 	15.9 	17.9 	20.9 	22.5 	22.2 	27.0 	30.1 	33.7 	32.2 	26.9 	23.9 	21.9 	22.9 	21.9 	20.8 	15.4 
NULC_PER,PCH_10Y,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	81.9 	66.5 	80.9 	97.0 	92.6 	80.6 	73.2 	74.6 	72.1 	70.7 	72.2 	62.4 	45.6 
NULC_PER,PCH_10Y,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	62.4 	52.7 	44.5 	43.0 	48.2 	47.5 	42.9 p	28.3 p	15.9 p	11.8 p	1.4 p	1.8 p	-0.2 p
NULC_PER,PCH_10Y,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	31.2 	31.5 	33.8 	38.9 	38.2 	32.7 	27.4 	20.2 	16.1 	12.5 	9.3 	5.0 p	1.0 p
NULC_PER,PCH_10Y,FI	29.8 	25.1 	18.3 	14.4 	9.6 	1.7 	-2.2 	0.7 	6.0 	8.4 	9.1 	10.0 	11.6 	16.7 	24.8 	22.4 	22.2 	27.1 	28.5 	29.6 	28.2 	25.5 	21.7 
NULC_PER,PCH_10Y,FR	16.1 	14.6 	12.9 	12.1 	11.4 	9.2 	8.6 	9.9 	10.2 	12.0 	13.3 	14.3 	16.1 	19.7 	22.8 	22.5 	20.9 	20.2 	19.4 	19.4 	17.2 	15.5 p	14.7 p
NULC_PER,PCH_10Y,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	64.9 p	55.4 p	48.2 p	39.4 d	37.8 d	31.8 d	34.9 d	25.9 d	17.3 d	12.4 d	8.3 d	4.9 d	-0.1 d
NULC_PER,PCH_10Y,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	162.8 	120.0 	94.1 	81.2 	75.1 	56.7 	43.3 	39.6 	30.8 	26.5 	19.7 	23.7 	22.7 
NULC_PER,PCH_10Y,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	33.1 	38.1 	44.2 	46.9 	39.3 	24.2 	11.4 b	10.9 	6.4 	-1.0 	-19.6 	-22.1 	-28.0 
NULC_PER,PCH_10Y,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	27.5 	23.5 	22.6 	30.0 	33.6 	32.9 	29.6 	26.5 	22.2 	19.5 	17.7 	16.0 	13.5 
NULC_PER,PCH_10Y,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	59.2 	39.8 	28.2 	31.8 	27.8 	29.4 	34.9 	35.3 	38.5 	37.4 	35.6 	28.7 	27.5 
NULC_PER,PCH_10Y,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	26.4 	25.0 	25.8 	37.9 	46.8 	41.4 	36.0 	38.2 	36.7 	35.6 	31.5 	29.8 	36.1 
NULC_PER,PCH_10Y,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	65.7 	57.2 	96.2 	132.8 	99.6 	80.5 	77.5 	88.5 	90.8 	88.7 	73.9 	57.4 	27.5 
NULC_PER,PCH_10Y,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	30.4 	28.8 	32.0 	29.4 	24.3 	25.3 	22.6 	20.5 
NULC_PER,PCH_10Y,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.6 	17.7 	18.9 	21.4 	25.9 	20.6 	19.0 	16.8 	14.9 	15.1 	13.9 	14.4 p	12.8 p
NULC_PER,PCH_10Y,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.7 b	7.9 	13.0 	16.8 	19.2 	17.7 	21.5 p	20.7 p
NULC_PER,PCH_10Y,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38.9 	34.2 	30.4 	29.1 	28.9 	22.0 	15.1 	8.0 	6.1 	4.5 	1.1 	1.8 	2.9 p
NULC_PER,PCH_10Y,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2545.6 	1859.9 	885.5 	573.2 	389.1 	226.7 	109.7 	113.7 b	76.5 	78.0 	41.4 	46.4 	52.2 p
NULC_PER,PCH_10Y,SE	: 	: 	: 	: 	: 	: 	: 	: 	16.4 	14.2 	14.8 	10.2 	13.0 	23.9 	29.1 	20.3 	17.8 	21.3 	22.4 	24.7 	23.8 	25.7 	23.3 
NULC_PER,PCH_10Y,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	68.9 	59.1 	55.5 	57.5 	63.4 	53.0 	39.2 	32.4 	27.3 	21.5 	20.2 	20.7 	19.2 
NULC_PER,PCH_10Y,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	67.2 	57.2 	44.4 	43.1 	46.1 	31.7 	29.3 	25.2 	21.1 	18.9 	16.0 	15.6 	20.3 
NULC_PER,PCH_10Y,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	29.2 	32.3 	34.0 	31.2 	34.0 	31.8 	26.8 	27.8 	27.2 	23.1 	21.9 	20.0 	18.5 
NULC_PER,PCH_1Y,AT	: 	-0.6 	-0.5 	0.1 	-0.1 	-0.1 	0.9 	0.3 	1.4 	0.0 	1.0 	1.4 	1.1 	3.7 	5.1 	0.0 	0.7 	3.1 	2.5 	2.2 	1.4 	1.6 	0.6 
NULC_PER,PCH_1Y,BE	: 	0.5 	0.1 	1.1 	1.3 	0.3 	4.2 	1.9 	1.1 	-0.8 	1.1 	2.2 	1.8 	4.7 	3.2 	-0.7 	2.7 	3.4 	2.0 	0.1 	-0.8 	0.3 	1.6 
NULC_PER,PCH_1Y,BG	: 	61.7 	1019.6 	50.0 	11.5 	2.4 	8.4 	0.3 	2.0 	2.3 	4.8 	2.8 	8.3 	12.8 	10.2 	4.3 	2.5 	5.0 p	7.8 p	4.1 p	2.5 p	2.3 p	8.4 p
NULC_PER,PCH_1Y,CY	: 	3.9 	3.4 	-1.5 	1.4 	1.7 	2.0 	3.2 	8.9 	1.1 	5.4 	1.4 	1.2 	3.1 	7.9 	-0.2 	1.7 	1.4 	-5.5 	-4.0 	-1.7 	-1.4 p	0.4 p
NULC_PER,PCH_1Y,CZ	: 	12.9 	10.3 	6.9 	2.4 	2.2 	5.0 	6.7 	3.2 	2.7 	-0.6 	0.5 	2.6 	3.6 	2.6 	0.1 	0.7 	3.0 	0.5 	0.4 	-0.8 	3.1 	3.6 
NULC_PER,PCH_1Y,DE	2.1 	0.3 	-1.2 	0.2 	0.8 	0.7 	-0.1 	0.8 	1.1 	-0.6 	-0.5 	-1.8 	-0.6 	2.3 	6.3 	-1.2 	0.7 	3.2 	1.9 	1.4 	1.9 	1.3 	1.8 
NULC_PER,PCH_1Y,DK	1.1 	2.1 	1.2 	3.2 	1.9 	0.1 	4.2 	3.3 	2.2 	-0.1 	2.4 	1.9 	5.2 	5.7 	4.7 	-1.0 	0.0 	0.9 	0.6 	0.8 	1.6 	0.9 	0.5 
NULC_PER,PCH_1Y,EE	: 	19.3 	7.4 	7.1 	4.6 	1.8 	4.1 	4.2 	5.6 	5.2 	3.4 	9.2 	16.8 	16.7 	2.2 	-4.6 	-0.2 	5.0 	4.1 	4.3 	4.3 	3.0 	4.7 
NULC_PER,PCH_1Y,EL	: 	5.6 	8.4 	6.4 	3.4 	1.5 	1.8 	9.1 	3.1 	1.7 	8.9 	-0.7 	2.6 	5.3 	7.1 	1.0 	-1.4 p	-2.0 p	-6.9 p	-1.8 p	-1.3 p	-0.3 p	0.6 p
NULC_PER,PCH_1Y,ES	: 	3.1 	2.3 	1.9 	2.1 	2.5 	3.2 	3.2 	3.0 	2.9 	3.5 	3.3 	4.1 	5.7 	1.6 	-1.6 	-1.0 	-2.6 	-0.6 	-0.3 	0.6 	-0.7 p	0.2 p
NULC_PER,PCH_1Y,FI	1.6 	0.4 	-1.1 	1.2 	1.5 	0.5 	2.5 	1.1 	0.3 	0.2 	2.3 	1.2 	0.3 	5.8 	8.5 	-1.4 	2.3 	5.2 	1.4 	1.1 	1.2 	-0.9 	-2.7 
NULC_PER,PCH_1Y,FR	0.9 	0.9 	-0.1 	-0.2 	0.8 	1.2 	2.2 	2.9 	2.1 	0.7 	2.1 	1.8 	1.5 	2.9 	3.4 	1.0 	0.9 	2.2 	1.4 	0.7 	0.2 	0.4 p	0.8 p
NULC_PER,PCH_1Y,HR	: 	7.5 p	8.1 p	11.8 p	8.0 p	4.0 p	-2.2 p	6.0 p	4.1 p	1.6 p	3.0 p	1.3 p	3.1 p	5.2 d	6.8 d	-0.5 d	0.0 d	-1.0 d	-3.1 d	-2.6 d	-0.8 d	-1.8 d	-1.8 d
NULC_PER,PCH_1Y,HU	: 	21.6 	18.9 	11.6 	6.5 	11.5 	11.2 	6.3 	7.6 	4.7 	3.0 	1.8 	4.9 	4.3 	2.9 	-0.3 	1.7 	3.6 	0.8 	1.2 	-2.6 	5.2 	4.1 
NULC_PER,PCH_1Y,IE	: 	0.2 	0.3 	6.1 	1.1 	3.0 	5.7 	0.8 	5.4 	2.0 	4.5 	4.0 	4.8 	8.0 	-4.1 	-8.2 	-5.2 b	0.3 	1.1 	-5.1 	-15.2 	0.9 	-3.2 
NULC_PER,PCH_1Y,IT	: 	5.5 	2.8 	-1.7 	1.7 	0.5 	3.3 	3.9 	4.3 	2.4 	2.2 	2.2 	2.0 	4.2 	4.6 	0.0 	0.7 	1.4 	0.7 	0.1 	0.7 	0.7 	-0.3 
NULC_PER,PCH_1Y,LT	: 	27.7 	14.3 	6.6 	1.4 	-8.1 	-3.3 	1.9 	0.7 	4.0 	6.4 	12.1 	4.8 	9.7 	-1.7 	-7.0 	0.8 	2.2 	3.2 	3.2 	5.1 	6.4 	3.8 
NULC_PER,PCH_1Y,LU	: 	3.9 	-0.3 	-0.5 	0.9 	2.7 	6.4 	3.0 	1.6 	2.6 	3.4 	2.9 	0.4 	9.1 	7.4 	-1.0 	2.3 	4.6 	0.5 	1.8 	0.3 	1.5 	5.2 
NULC_PER,PCH_1Y,LV	: 	22.1 	2.0 	2.0 	4.0 	0.3 	-0.6 	-1.1 	4.1 	6.3 	15.1 	15.8 	27.3 	21.0 	-10.9 	-9.3 	-2.3 	5.0 	5.3 	5.2 	6.1 	4.8 	3.1 
NULC_PER,PCH_1Y,MT	: 	: 	: 	: 	: 	: 	6.2 	0.8 	3.3 	2.8 	-1.1 	4.1 	2.0 	3.2 	5.6 	0.2 	5.0 	3.4 	1.2 	-1.2 	-0.4 	1.8 	0.2 
NULC_PER,PCH_1Y,NL	: 	0.1 	0.9 	1.3 	1.7 	3.0 	2.6 	4.7 	2.4 	-0.1 	-0.3 	0.1 	2.0 	3.5 	5.5 	-1.3 	1.2 	2.8 	0.8 	0.1 	-1.3 	0.6 p	0.5 p
NULC_PER,PCH_1Y,PL	: 	: 	: 	: 	: 	: 	6.3 	-2.6 	-3.0 	-1.5 	0.7 	-0.7 	3.2 	7.8 	0.9 	2.4 b	0.8 	2.0 	0.2 	0.6 	-0.6 	2.5 p	2.5 p
NULC_PER,PCH_1Y,PT	: 	4.3 	3.9 	3.9 	2.8 	4.4 	4.0 	3.2 	3.6 	0.2 	3.4 	0.7 	1.0 	2.8 	2.7 	-1.2 	-2.0 	-3.2 	1.8 	-1.3 	0.0 	1.4 	2.1 p
NULC_PER,PCH_1Y,RO	: 	41.4 	103.7 	81.2 	39.6 	64.9 	45.2 	-0.3 	20.6 	3.3 	22.0 	4.8 	2.4 	23.8 	1.4 	10.1 	-6.7 	1.5 b	-0.3 	4.2 	-3.1 	8.5 	6.5 p
NULC_PER,PCH_1Y,SE	-0.1 	4.4 	1.6 	-4.1 	1.5 	4.5 	4.8 	1.1 	0.7 	-0.8 	0.5 	0.2 	4.2 	5.2 	5.7 	-2.6 	2.6 	4.1 	1.7 	1.0 	-0.2 	1.7 	2.2 
NULC_PER,PCH_1Y,SI	: 	7.5 	5.0 	5.1 	4.6 	7.4 	9.0 	6.0 	4.5 	3.5 	1.5 	1.3 	2.6 	6.4 	8.5 	0.6 	-0.8 	0.8 	0.5 	-1.2 	0.3 	1.8 	1.3 
NULC_PER,PCH_1Y,SK	: 	8.1 	9.0 	5.2 	4.1 	9.7 	2.8 	4.2 	3.6 	2.4 	3.9 	1.6 	0.2 	4.2 	6.3 	-1.1 	1.0 	1.0 	0.3 	0.5 	1.3 	1.3 	4.2 
NULC_PER,PCH_1Y,UK	: 	1.8 	2.3 	4.0 	3.0 	3.3 	3.8 	0.8 	2.3 	3.4 	1.4 	4.2 	3.7 	1.8 	5.2 	1.6 	-0.1 	1.5 	1.8 	0.0 	0.5 	2.5 	2.4 
NULC_PER,PCH_3Y,AT	: 	: 	: 	-1.0 	-0.5 	-0.1 	0.8 	1.2 	2.7 	1.7 	2.4 	2.4 	3.5 	6.3 	10.2 	9.0 	5.8 	3.8 	6.4 	7.9 	6.2 	5.3 	3.7 
NULC_PER,PCH_3Y,BE	: 	: 	: 	1.7 	2.5 	2.8 	5.9 	6.6 	7.4 	2.2 	1.4 	2.5 	5.2 	8.9 	10.0 	7.3 	5.3 	5.4 	8.3 	5.6 	1.3 	-0.4 	1.1 
NULC_PER,PCH_3Y,BG	: 	: 	: 	2615.8 	1772.6 	71.3 	23.8 	11.3 	10.9 	4.6 	9.4 	10.2 	16.7 	25.5 	34.6 	29.5 	17.7 	12.2 p	16.0 p	17.8 p	14.9 p	9.1 p	13.6 p
NULC_PER,PCH_3Y,CY	: 	: 	: 	5.8 	3.2 	1.5 	5.1 	7.0 	14.6 	13.6 	16.1 	8.1 	8.2 	5.8 	12.7 	11.1 	9.6 	2.9 	-2.6 	-8.0 	-10.9 	-6.9 p	-2.7 p
NULC_PER,PCH_3Y,CZ	: 	: 	: 	33.2 	20.9 	11.9 	9.9 	14.5 	15.6 	13.0 	5.3 	2.6 	2.5 	6.8 	9.0 	6.4 	3.4 	3.8 	4.2 	4.0 	0.1 	2.7 	5.9 
NULC_PER,PCH_3Y,DE	6.4 	2.9 	1.2 	-0.8 	-0.3 	1.6 	1.4 	1.4 	1.9 	1.3 	0.0 	-2.9 	-2.9 	-0.1 	8.1 	7.5 	5.7 	2.7 	5.9 	6.7 	5.4 	4.7 	5.1 
NULC_PER,PCH_3Y,DK	-1.0 	0.6 	4.5 	6.7 	6.4 	5.3 	6.3 	7.8 	10.0 	5.6 	4.6 	4.3 	9.8 	13.2 	16.4 	9.5 	3.6 	-0.1 	1.5 	2.3 	3.0 	3.3 	3.0 
NULC_PER,PCH_3Y,EE	: 	: 	: 	37.3 	20.4 	14.0 	10.7 	10.3 	14.5 	15.7 	14.8 	18.7 	31.8 	48.7 	39.2 	13.8 	-2.6 	0.0 	9.1 	14.1 	13.2 	12.0 	12.4 
NULC_PER,PCH_3Y,EL	: 	: 	: 	21.9 	19.3 	11.7 	6.9 	12.8 	14.6 	14.5 	14.2 	10.0 	11.0 	7.4 	15.8 	14.0 	6.8 p	-2.3 p	-10.0 p	-10.4 p	-9.7 p	-3.3 p	-1.0 p
NULC_PER,PCH_3Y,ES	: 	: 	: 	7.4 	6.4 	6.6 	7.9 	9.1 	9.7 	9.4 	9.6 	10.0 	11.3 	13.7 	11.8 	5.7 	-1.0 	-5.1 	-4.1 	-3.4 	-0.3 	-0.5 p	0.0 p
NULC_PER,PCH_3Y,FI	-5.1 	-0.1 	0.9 	0.4 	1.6 	3.2 	4.5 	4.1 	4.0 	1.6 	2.8 	3.7 	3.8 	7.5 	15.2 	13.2 	9.4 	6.0 	9.1 	7.8 	3.7 	1.3 	-2.5 
NULC_PER,PCH_3Y,FR	1.8 	1.0 	1.8 	0.6 	0.5 	1.8 	4.3 	6.4 	7.3 	5.8 	4.9 	4.7 	5.5 	6.3 	8.0 	7.4 	5.4 	4.1 	4.6 	4.4 	2.3 	1.3 p	1.3 p
NULC_PER,PCH_3Y,HR	: 	: 	: 	30.0 p	30.7 p	25.6 p	9.8 p	7.8 p	7.9 p	12.2 p	8.9 p	6.0 p	7.6 p	9.9 d	15.8 d	11.7 d	6.3 d	-1.5 d	-4.0 d	-6.5 d	-6.3 d	-5.1 d	-4.3 d
NULC_PER,PCH_3Y,HU	: 	: 	: 	61.5 	41.4 	32.5 	32.0 	31.8 	27.2 	19.7 	16.0 	9.7 	10.0 	11.4 	12.6 	7.0 	4.3 	5.0 	6.2 	5.7 	-0.6 	3.8 	6.7 
NULC_PER,PCH_3Y,IE	: 	: 	: 	6.7 	7.7 	10.5 	10.1 	9.7 	12.3 	8.4 	12.3 	10.9 	13.9 	17.8 	8.6 	-4.8 	-16.5 b	-12.7 	-3.8 	-3.7 	-18.6 	-18.8 	-17.2 
NULC_PER,PCH_3Y,IT	: 	: 	: 	6.5 	2.7 	0.4 	5.6 	7.8 	11.9 	11.0 	9.2 	7.0 	6.5 	8.5 	11.1 	8.9 	5.3 	2.1 	2.9 	2.3 	1.6 	1.6 	1.1 
NULC_PER,PCH_3Y,LT	: 	: 	: 	55.6 	23.6 	-0.6 	-9.9 	-9.5 	-0.8 	6.7 	11.5 	24.1 	25.0 	28.8 	13.0 	0.3 	-7.8 	-4.2 	6.2 	8.7 	11.8 	15.3 	16.0 
NULC_PER,PCH_3Y,LU	: 	: 	: 	3.2 	0.2 	3.2 	10.3 	12.5 	11.3 	7.4 	7.8 	9.2 	6.8 	12.6 	17.6 	16.0 	8.8 	5.9 	7.6 	7.1 	2.6 	3.6 	7.1 
NULC_PER,PCH_3Y,LV	: 	: 	: 	26.9 	8.1 	6.3 	3.6 	-1.4 	2.3 	9.4 	27.4 	41.7 	69.7 	78.3 	37.2 	-2.2 	-21.0 	-6.9 	8.1 	16.3 	17.5 	16.9 	14.7 
NULC_PER,PCH_3Y,MT	: 	: 	: 	: 	: 	: 	: 	: 	10.6 	7.1 	5.0 	5.8 	4.9 	9.5 	11.2 	9.2 	11.1 	8.7 	9.8 	3.3 	-0.4 	0.2 	1.7 
NULC_PER,PCH_3Y,NL	: 	: 	: 	2.4 	4.0 	6.1 	7.4 	10.7 	10.1 	7.2 	2.1 	-0.2 	1.9 	5.7 	11.3 	7.7 	5.3 	2.6 	4.8 	3.7 	-0.4 	-0.6 p	-0.2 p
NULC_PER,PCH_3Y,PL	: 	: 	: 	: 	: 	: 	: 	: 	0.4 	-6.9 	-3.7 	-1.5 	3.2 	10.5 	12.3 	11.3 b	4.2 	5.3 	3.1 	2.9 	0.2 	2.5 p	4.5 p
NULC_PER,PCH_3Y,PT	: 	: 	: 	12.5 	10.9 	11.4 	11.5 	11.9 	11.1 	7.1 	7.4 	4.3 	5.1 	4.5 	6.6 	4.2 	-0.6 	-6.3 	-3.4 	-2.7 	0.5 	0.1 	3.5 p
