currency,bop_item,sector10,sectpart,stk_flow,partner,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
MIO_NAC,FA__D__F,S1,S1,NET,WRL_REST,FI	: 	: 	: 	: 	1881.8 	16494.0 	5184.0 	-717.2 	-4960.4 	-3145.8 	-424.2 	-2269.3 	-3834.5 	7127.5 	3572.9 	2120.4 	1770.5 	2638.3 	-1707.7 	-12879.6 	-16292.0 	12390.0 	-1836.0 
MIO_NAC,FA__D__F,S1,S1,NET,WRL_REST,FR	: 	: 	: 	: 	75381.0 	145934.0 	41209.0 	1898.0 	9378.0 	20569.0 	28007.0 	41007.0 	34445.0 	44843.0 	50484.0 	25870.0 	14225.0 	15083.0 	-10471.0 	35513.0 	7078.0 	25374.0 	7384.0 
MIO_NAC,FA__D__F,S1,S1,NET,WRL_REST,HR	: 	: 	: 	: 	: 	-8228.0 	-7220.0 	-3047.0 	-11160.0 	-5580.0 	-9236.0 	-17706.0 	-23186.0 	-19120.0 	-9443.0 	-5969.0 	-8343.0 	-9326.0 	-6449.0 	-5251.0 	-1819.0 	-14543.0 	-8825.0 
MIO_NAC,FA__D__F,S1,S1,NET,WRL_REST,HU	: 	: 	: 	: 	-725646.0 	-603037.0 	-1019738.8 	-678975.0 	-76318.7 	-596403.5 	-1105310.9 	-107845.7 	-463660.8 	-296856.0 	-135746.0 	-806633.0 	-439733.0 	-605199.0 	-13254.3 	-888769.0 	-779607.2 	-798974.2 	-486748.4 
MIO_NAC,FA__D__F,S1,S1,NET,WRL_REST,IE	: 	: 	: 	: 	: 	: 	: 	-19443.7 	-15268.6 	23094.7 	37658.9 	15840.3 	-1620.4 	23288.0 	-253.0 	-16280.0 	-18685.0 	-18956.0 	-16137.0 	-5279.0 	-44509.0 	-8430.0 	-33582.0 
MIO_NAC,FA__D__F,S1,S1,NET,WRL_REST,IT	: 	: 	: 	: 	-6234.0 	-7200.0 	1351.0 	-6027.0 	-15238.0 	-4594.0 	13064.0 	1078.0 	38382.0 	51879.0 	-126.0 	16080.0 	12352.0 	5293.0 	651.0 	2332.0 	2418.0 	-4095.0 	3207.0 
MIO_NAC,FA__D__F,S1,S1,NET,WRL_REST,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	-400.3 	-276.2 	-1228.0 	-1013.5 	-1111.6 	152.0 	-607.9 	-1000.7 	-239.6 	-208.8 	-4.7 	-708.6 	-137.9 	-549.3 
MIO_NAC,FA__D__F,S1,S1,NET,WRL_REST,LU	: 	: 	: 	: 	: 	: 	: 	12016.0 	8932.0 	4223.0 	7124.0 	-9239.0 	54205.0 	22778.0 	12729.0 	-13231.0 	-23255.0 	-72815.0 	-113475.0 	19504.0 	79581.0 	-20123.0 	-25267.0 
MIO_NAC,FA__D__F,S1,S1,NET,WRL_REST,LV	: 	: 	: 	: 	: 	-346.0 	-102.0 	-220.0 	-206.0 	-405.0 	-465.0 	-1190.0 	-1429.0 	-697.0 	-111.0 	-274.0 	-1000.0 	-713.0 	-370.0 	-295.0 	-578.0 	-23.0 	-525.0 
MIO_NAC,FA__D__F,S1,S1,NET,WRL_REST,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	-1733.2 	-8696.3 	-8149.8 	-15297.5 	883.4 	-5409.2 	-4505.3 	-8759.4 	-9020.6 	-7036.9 	-6785.0 	-8908.7 	-8299.7 	-9137.7 
MIO_NAC,FA__D__F,S1,S1,NET,WRL_REST,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	11992.0 	58197.0 	118588.0 	-90214.0 	64476.0 	33720.0 	56508.0 	27771.0 	4065.0 	65704.0 	1871.0 	64648.0 	102252.0 	14844.0 
MIO_NAC,FA__D__F,S1,S1,NET,WRL_REST,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	-43649.0 	-22161.0 	-33159.0 	-48840.0 	-24104.0 	-24495.0 	-25866.0 	-40629.0 	-19695.0 	-13308.0 	-40726.0 	-38663.0 	-16593.0 	-24044.0 
MIO_NAC,FA__D__F,S1,S1,NET,WRL_REST,PT	: 	-472.0 	-84.0 	1105.0 	1929.0 	1623.0 	95.0 	-2084.0 	-1069.0 	4443.0 	-1463.0 	-3494.0 	1744.0 	-1628.0 	-1425.0 	-9216.0 	4321.0 	-13281.0 	-2943.0 	-2651.0 	-1221.0 	-3250.0 	-8300.0 
MIO_NAC,FA__D__F,S1,S1,NET,WRL_REST,RO	: 	: 	: 	: 	-1462.0 	-2397.0 	-3364.0 	-3721.0 	-6962.0 	-20387.0 	-18044.0 	-29241.0 	-23054.0 	-33225.0 	-14523.0 	-9686.0 	-7283.0 	-11489.0 	-12925.0 	-12010.0 	: c	-20268.0 	-20902.0 
MIO_NAC,FA__D__F,S1,S1,NET,WRL_REST,SE	-23061.0 	-2764.0 	12728.0 	37337.0 	-323950.0 	160102.0 	-37318.0 	-16287.0 	130531.0 	81315.0 	127916.0 	-4850.0 	70878.0 	-39807.0 	131432.0 	148713.0 	112914.0 	88847.0 	171694.0 	35423.0 	63217.0 	-52266.0 	97152.0 
MIO_NAC,FA__D__F,S1,S1,NET,WRL_REST,SI	-125.0 	-134.0 	-267.0 	-200.0 	-55.0 	-78.0 	-240.0 	-1506.0 	181.0 	-104.0 	52.0 	106.0 	600.0 	129.0 	497.0 	-92.0 	-641.0 	-465.6 	-47.1 	-583.9 	-1268.7 	-863.7 	-414.5 
MIO_NAC,FA__D__F,S1,S1,NET,WRL_REST,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	-3267.5 	-2346.6 	-4121.8 	-2443.6 	-2947.7 	655.6 	-621.9 	-1998.4 	-2314.1 	219.3 	418.2 	-90.3 	-641.7 	-1710.2 
MIO_NAC,FA__D__F,S1,S1,NET,WRL_REST,UK	: 	: 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	-7159.0 	-106945.0 	-69387.0 	-162084.0 	63427.0 
MIO_NAC,FA__F__F7,S1,S1,NET,WRL_REST,AT	: 	: 	: 	: 	410.0 	257.0 	61.0 	408.0 	657.0 	481.0 	-169.0 	864.0 	727.0 	-427.0 	-544.0 	207.0 	-748.0 	-1050.0 	-3810.0 	-1386.0 	-527.0 	-395.0 	-906.0 
MIO_NAC,FA__F__F7,S1,S1,NET,WRL_REST,BE	: 	: 	: 	: 	: 	: 	: 	: 	3187.0 	4529.0 	4352.0 	-2621.0 	-980.0 	-3936.0 	-609.0 	-1302.0 	1938.0 	-1937.0 	-2081.0 	3007.0 	-6965.0 	415.0 	739.0 
MIO_NAC,FA__F__F7,S1,S1,NET,WRL_REST,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	119.6 	85.1 	35.9 	12.4 	180.8 	-6.0 	207.2 	-34.4 	30.8 	-32.2 	-46.6 
MIO_NAC,FA__F__F7,S1,S1,NET,WRL_REST,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	127.0 	-126.0 	232.0 	130.0 	470.0 	-49.0 	284.0 	-876.0 	345.0 	197.0 
MIO_NAC,FA__F__F7,S1,S1,NET,WRL_REST,CZ	: 	: 	: 	: 	: 	1403.0 	3221.0 	4283.0 	-3860.0 	3208.0 	-187.0 	-680.0 	-1297.0 	2607.0 	1288.0 	4747.0 	3674.0 	-8618.0 	-4736.0 	-6047.0 	-4769.0 	11291.0 	-14191.0 
MIO_NAC,FA__F__F7,S1,S1,NET,WRL_REST,DE	417.0 	4469.0 	7763.0 	6831.0 	2177.0 	12464.0 	-6830.0 	496.0 	1513.0 	6578.0 	7961.0 	4503.0 	83570.0 	27651.0 	-6842.0 	13539.0 	28591.0 	24137.0 	23894.0 	32709.0 	26025.0 	32535.0 	8938.0 
MIO_NAC,FA__F__F7,S1,S1,NET,WRL_REST,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-13235.0 	-15661.0 	-853.0 	-29043.0 	-13696.0 	-27699.0 	-4191.0 	-40046.0 	-52844.0 	6517.0 	32797.0 	-25130.0 	-12680.0 
MIO_NAC,FA__F__F7,S1,S1,NET,WRL_REST,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.5 	6.4 	-4.8 	51.0 	-54.0 	-16.0 	-34.0 	48.0 	-61.0 	-97.8 	-73.3 	-84.4 	-6.1 	37.3 
MIO_NAC,FA__F__F7,S1,S1,NET,WRL_REST,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-44.0 	-724.0 	492.0 	466.0 	802.0 	-389.0 	709.0 	831.0 	643.0 	373.0 	331.0 	155.0 	372.0 
MIO_NAC,FA__F__F7,S1,S1,NET,WRL_REST,ES	445.0 	669.0 	6.0 	2457.0 	-275.0 	-1916.0 	400.0 	4916.0 	3435.0 	-74.0 	-367.0 	-2003.0 	4094.0 	7927.0 	5724.0 	-8623.0 	2072.0 	-8465.0 	1068.0 	1236.0 	-1192.0 	-2875.0 	-2261.0 
MIO_NAC,FA__F__F7,S1,S1,NET,WRL_REST,FI	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	: c	: c	-119.8 	621.6 	-1481.6 	-2230.5 	123.6 	-1140.3 	-1103.6 	-1989.5 	-591.0 	-6320.0 	: c	-8141.0 
MIO_NAC,FA__F__F7,S1,S1,NET,WRL_REST,FR	: 	: 	: 	: 	1316.0 	-5052.0 	-2784.0 	-5508.0 	6060.0 	-5000.0 	-5204.0 	-3380.0 	-4932.0 	27156.0 	-11134.0 	-3102.0 	-13936.0 	-14309.0 	-16784.0 	-23921.0 	13042.0 	-15883.0 	-1226.0 
MIO_NAC,FA__F__F7,S1,S1,NET,WRL_REST,HR	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	668.0 	0.0 	0.0 	0.0 	0.0 	1839.0 	554.0 	-275.0 	311.0 	275.0 	-117.0 	-616.0 	-2358.0 
MIO_NAC,FA__F__F7,S1,S1,NET,WRL_REST,HU	: 	: 	: 	: 	11327.7 	-17133.7 	-31814.9 	-38231.8 	-56240.3 	-80546.7 	28425.1 	-30820.0 	-210174.6 	289684.0 	-148770.0 	-187537.0 	223332.0 	-90593.9 	-186837.0 	78931.5 	-215129.3 	19478.6 	-487024.3 
MIO_NAC,FA__F__F7,S1,S1,NET,WRL_REST,IE	: 	: 	: 	: 	: 	: 	: 	-1868.0 	422.0 	-796.0 	6794.0 	-198.0 	11842.0 	-8947.0 	-27048.0 	-157.0 	-20488.0 	11764.0 	2820.0 	29256.0 	45880.0 	4610.0 	43094.0 
MIO_NAC,FA__F__F7,S1,S1,NET,WRL_REST,IT	: 	: 	: 	: 	-1765.0 	-2501.0 	476.0 	5875.0 	7993.0 	1332.0 	841.0 	3583.0 	2782.0 	-251.0 	-4938.0 	4969.0 	-7257.0 	5839.0 	3035.0 	-3581.0 	2314.0 	-2968.0 	-7302.0 
MIO_NAC,FA__F__F7,S1,S1,NET,WRL_REST,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	-2.0 	-10.6 	8.7 	1.5 	-9.9 	-29.5 	67.4 	-4.0 	-5.0 	4.8 	-1.2 	-81.5 	28.5 	-9.5 
MIO_NAC,FA__F__F7,S1,S1,NET,WRL_REST,LU	: 	: 	: 	: 	: 	: 	: 	1452.0 	-5275.0 	2638.0 	2815.0 	-7664.0 	-9937.0 	15294.0 	10628.0 	-17211.0 	-10558.0 	-8971.0 	-8258.0 	-4245.0 	971.0 	5747.0 	-17342.0 
MIO_NAC,FA__F__F7,S1,S1,NET,WRL_REST,LV	: 	: 	: 	: 	: 	-2.0 	-1.0 	-1.0 	-2.0 	31.0 	58.0 	-45.0 	-171.0 	88.0 	-269.0 	166.0 	-102.0 	-3.0 	-207.0 	161.0 	193.0 	206.0 	-486.0 
MIO_NAC,FA__F__F7,S1,S1,NET,WRL_REST,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	85.7 	370.6 	193.7 	325.7 	0.0 	735.3 	-262.6 	-246.7 	-438.5 	-104.4 	-573.2 	-897.4 	-6.4 	-106.8 
MIO_NAC,FA__F__F7,S1,S1,NET,WRL_REST,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	1073.0 	4023.0 	9374.0 	17550.0 	6032.0 	-28264.0 	8970.0 	6805.0 	-8130.0 	-8402.0 	-3743.0 	14833.0 	-18627.0 	-17204.0 
MIO_NAC,FA__F__F7,S1,S1,NET,WRL_REST,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	-614.0 	-538.0 	2158.0 	5429.0 	2729.0 	5850.0 	1788.0 	524.0 	-8944.0 	-2198.0 	-64.0 	-3663.0 	761.0 	-4516.0 
MIO_NAC,FA__F__F7,S1,S1,NET,WRL_REST,PT	: 	23.0 	19.0 	-114.0 	-189.0 	-339.0 	-390.0 	9.0 	-62.0 	71.0 	164.0 	220.0 	-172.0 	-251.0 	-159.0 	-359.0 	-451.0 	-64.0 	1016.0 	1946.0 	380.0 	542.0 	-20.0 
MIO_NAC,FA__F__F7,S1,S1,NET,WRL_REST,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	75.0 	300.0 	999.0 	1104.0 	215.0 	-95.0 	294.0 	797.0 	-155.0 	-115.0 	-107.0 	166.0 	-309.0 
MIO_NAC,FA__F__F7,S1,S1,NET,WRL_REST,SE	20279.0 	7176.0 	-2728.0 	19558.0 	792.0 	3517.0 	53223.0 	1226.0 	-8875.0 	1684.0 	7230.0 	-651.0 	7458.0 	-16048.0 	20510.0 	-29701.0 	19649.0 	-36235.0 	-63683.0 	-21420.0 	-2648.0 	-22847.0 	-68869.0 
MIO_NAC,FA__F__F7,S1,S1,NET,WRL_REST,SI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	-5.0 	9.0 	13.0 	16.0 	-45.0 	-15.0 	116.0 	156.0 	89.5 	26.9 	-50.5 	-97.9 	-216.5 	-247.5 
MIO_NAC,FA__F__F7,S1,S1,NET,WRL_REST,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	-16.2 	34.9 	159.9 	-49.0 	114.4 	-266.4 	283.8 	343.3 	28.8 	320.4 	356.8 	257.8 	296.1 	76.5 
MIO_NAC,FA__F__F7,S1,S1,NET,WRL_REST,UK	: 	: 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	40551.0 	18962.0 	-84162.0 	21616.0 	10342.0 
MIO_NAC,FA__O__F,S1,S1,NET,WRL_REST,AT	: 	: 	: 	: 	-7127.0 	3127.0 	7425.0 	-6799.0 	10445.0 	1192.0 	-5107.0 	18340.0 	24968.0 	21746.0 	2550.0 	-10689.0 	9571.0 	882.0 	8645.0 	-8744.0 	-14425.0 	-14967.0 	-5850.0 
MIO_NAC,FA__O__F,S1,S1,NET,WRL_REST,BE	: 	: 	: 	: 	: 	: 	: 	: 	4459.0 	-12509.0 	-29462.0 	7518.0 	-14174.0 	10772.0 	57258.0 	24601.0 	-3691.0 	31062.0 	29425.0 	1721.0 	9350.0 	15457.0 	-41948.0 
MIO_NAC,FA__O__F,S1,S1,NET,WRL_REST,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-10964.6 	-12305.1 	147.0 	2347.6 	3757.0 	-1923.9 	4740.3 	18.0 	4218.3 	3774.6 	1461.6 
MIO_NAC,FA__O__F,S1,S1,NET,WRL_REST,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-16792.0 	-10992.0 	-5234.0 	10570.0 	2691.0 	12740.0 	2967.0 	-5750.0 	3852.0 	3220.0 
MIO_NAC,FA__O__F,S1,S1,NET,WRL_REST,CZ	-115122.0 	-59265.0 	40571.0 	56050.0 	60872.0 	-26854.0 	67082.0 	-127928.0 	-135451.0 	-6891.0 	52224.0 	-20926.0 	-4625.0 	-58766.0 	62100.0 	76832.0 	-8622.0 	115942.0 	-29746.0 	-13369.0 	-56888.0 	-101874.0 	-711511.0 
MIO_NAC,FA__O__F,S1,S1,NET,WRL_REST,DE	-28123.0 	-5363.0 	-36768.0 	-80352.0 	-44288.0 	-48346.0 	30933.0 	113295.0 	124634.0 	98216.0 	39006.0 	88598.0 	187365.0 	80343.0 	10248.0 	-80388.0 	116253.0 	47747.0 	22421.0 	3225.0 	-44802.0 	-14405.0 	29847.0 
MIO_NAC,FA__O__F,S1,S1,NET,WRL_REST,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-15756.0 	-71182.0 	-41743.0 	-59070.0 	-64810.0 	-72211.0 	51893.0 	19977.0 	165013.0 	113914.0 	188266.0 	131053.0 	111687.0 
MIO_NAC,FA__O__F,S1,S1,NET,WRL_REST,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	-245.0 	-1285.1 	-3190.9 	-2397.7 	-700.0 	-164.0 	2275.8 	3906.9 	796.3 	194.4 	244.4 	340.5 	-1582.6 	-795.3 
MIO_NAC,FA__O__F,S1,S1,NET,WRL_REST,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-6447.0 	-11198.0 	-13833.0 	-13009.0 	-3842.0 	-43695.0 	-38226.0 	-102769.0 	-1414.0 	-6220.0 	-6161.0 	-6939.0 	21899.0 
MIO_NAC,FA__O__F,S1,S1,NET,WRL_REST,ES	23084.0 	-14843.0 	-16063.0 	-20190.0 	-16144.0 	-35873.0 	-44697.0 	-12773.0 	-52004.0 	22352.0 	-31086.0 	43219.0 	-68534.0 	-107788.0 	-13189.0 	1446.0 	-82028.0 	-12658.0 	113190.0 	9647.0 	-18143.0 	-45665.0 	-21938.0 
MIO_NAC,FA__O__F,S1,S1,NET,WRL_REST,FI	: 	: 	: 	: 	1463.2 	-9419.3 	-524.0 	2827.0 	186.6 	: c	: c	2085.8 	-1384.8 	-9886.7 	-13716.0 	-7314.3 	-1353.2 	-9687.9 	-448.5 	2359.4 	19833.0 	-23708.0 	836.0 
MIO_NAC,FA__O__F,S1,S1,NET,WRL_REST,FR	: 	: 	: 	: 	-42055.0 	-56011.0 	10088.0 	1354.0 	-32845.0 	-64110.0 	-39150.0 	-179116.0 	-150845.0 	-71197.0 	151442.0 	87066.0 	189622.0 	-2778.0 	73923.0 	-2177.0 	-66884.0 	-46173.0 	-54864.0 
MIO_NAC,FA__O__F,S1,S1,NET,WRL_REST,HR	: 	: 	: 	: 	: 	-1295.0 	-6728.0 	-21599.0 	-10795.0 	-10627.0 	-28489.0 	-23151.0 	-11418.0 	-24620.0 	-21101.0 	-2528.0 	-775.0 	18969.0 	3300.0 	6676.0 	11350.0 	17438.0 	3264.0 
MIO_NAC,FA__O__F,S1,S1,NET,WRL_REST,HU	: 	: 	: 	: 	-349735.0 	-895741.0 	649178.8 	549891.7 	-718156.2 	-535204.5 	-1040125.5 	-895460.2 	-1397731.1 	-4893627.0 	-2649725.0 	390583.0 	1076897.0 	3430475.7 	2627304.2 	925442.1 	2853126.7 	2395126.1 	503812.8 
MIO_NAC,FA__O__F,S1,S1,NET,WRL_REST,IE	: 	: 	: 	: 	: 	: 	: 	-19424.6 	-22752.0 	-12170.1 	15363.9 	-16634.3 	-20086.5 	-83709.0 	16686.0 	79221.0 	31404.0 	-748.0 	-18298.0 	-8752.0 	92738.0 	-33796.0 	50127.0 
MIO_NAC,FA__O__F,S1,S1,NET,WRL_REST,IT	: 	: 	: 	: 	-10407.0 	-16912.0 	13580.0 	26834.0 	-12359.0 	28403.0 	-24251.0 	-1349.0 	-61616.0 	-11669.0 	-298.0 	-149899.0 	-81854.0 	1625.0 	20730.0 	49573.0 	-67561.0 	-85842.0 	-34719.0 
MIO_NAC,FA__O__F,S1,S1,NET,WRL_REST,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	-483.2 	-1507.4 	-2467.0 	-3754.8 	-1921.2 	2576.4 	2623.7 	636.7 	1496.9 	469.7 	425.8 	2960.9 	-4111.5 	-1066.3 
MIO_NAC,FA__O__F,S1,S1,NET,WRL_REST,LU	: 	: 	: 	: 	: 	: 	: 	66143.0 	15205.0 	37462.0 	33701.0 	79027.0 	57149.0 	-12033.0 	-58535.0 	87117.0 	119794.0 	343768.0 	208036.0 	75157.0 	64755.0 	120721.0 	113733.0 
MIO_NAC,FA__O__F,S1,S1,NET,WRL_REST,LV	: 	: 	: 	: 	: 	-285.0 	-581.0 	-534.0 	-713.0 	-999.0 	-1801.0 	-3588.0 	-4065.0 	-1747.0 	1685.0 	135.0 	1451.0 	1118.0 	222.0 	961.0 	-2056.0 	-713.0 	-1758.0 
MIO_NAC,FA__O__F,S1,S1,NET,WRL_REST,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	-887.1 	-3974.9 	1134.6 	3034.1 	-3579.2 	-1674.0 	-180.3 	-2428.1 	909.4 	-1985.9 	-5416.0 	5393.7 	4807.3 	3757.3 
MIO_NAC,FA__O__F,S1,S1,NET,WRL_REST,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	-2616.0 	14537.0 	-9616.0 	24523.0 	26815.0 	29463.0 	12929.0 	13648.0 	-4604.0 	2219.0 	18703.0 	-6807.0 	-472.0 	17912.0 
MIO_NAC,FA__O__F,S1,S1,NET,WRL_REST,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	46077.0 	13894.0 	-18602.0 	-78321.0 	-77552.0 	-42291.0 	-27349.0 	-7890.0 	18857.0 	-5781.0 	11659.0 	29649.0 	-52722.0 	72471.0 
MIO_NAC,FA__O__F,S1,S1,NET,WRL_REST,PT	: 	-4049.0 	-3828.0 	-7549.0 	-7022.0 	-14718.0 	-8504.0 	-4123.0 	-5193.0 	-12385.0 	-11334.0 	-6928.0 	-6279.0 	-1981.0 	-786.0 	-18042.0 	-15171.0 	-16118.0 	2925.0 	3145.0 	1534.0 	-14477.0 	3372.0 
MIO_NAC,FA__O__F,S1,S1,NET,WRL_REST,RO	: 	: 	: 	: 	-617.0 	-2307.0 	-3289.0 	-8529.0 	-7339.0 	-15867.0 	-19938.0 	-23209.0 	-46947.0 	-34633.0 	-16471.0 	-24417.0 	-9881.0 	18028.0 	35004.0 	44121.0 	26001.0 	21247.0 	16707.0 
MIO_NAC,FA__O__F,S1,S1,NET,WRL_REST,SE	34537.0 	-2097.0 	-53655.0 	-181272.0 	65551.0 	-178442.0 	-110458.0 	-37460.0 	-39264.0 	-61489.0 	73383.0 	82881.0 	94549.0 	-237408.0 	283653.0 	293896.0 	347375.0 	116075.0 	248323.0 	-61294.0 	124636.0 	-156182.0 	119104.0 
MIO_NAC,FA__O__F,S1,S1,NET,WRL_REST,SI	-272.0 	209.0 	-548.0 	80.0 	-158.0 	-462.0 	-976.0 	-615.0 	-878.0 	-1061.0 	-2646.0 	-1484.0 	-3808.0 	-2837.0 	2831.0 	497.0 	1646.0 	45.5 	5194.2 	6764.9 	249.9 	-2763.6 	-630.3 
MIO_NAC,FA__O__F,S1,S1,NET,WRL_REST,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	-430.2 	-5788.9 	3940.7 	-3668.2 	-2222.2 	-4036.2 	-835.0 	-1877.6 	10868.6 	5386.2 	260.3 	-2712.6 	-5248.6 	-1981.2 
MIO_NAC,FA__O__F,S1,S1,NET,WRL_REST,UK	: 	: 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	58670.0 	-22763.0 	171221.0 	170448.0 	-84219.0 
MIO_NAC,FA__P__F,S1,S1,NET,WRL_REST,AT	: 	: 	: 	: 	515.0 	-3233.0 	-8029.0 	4315.0 	-4113.0 	654.0 	10837.0 	-11196.0 	-22560.0 	-25556.0 	7305.0 	6993.0 	-15822.0 	-5750.0 	-2192.0 	12810.0 	14055.0 	23699.0 	18818.0 
MIO_NAC,FA__P__F,S1,S1,NET,WRL_REST,BE	: 	: 	: 	: 	: 	: 	: 	: 	-735.0 	24344.0 	35577.0 	7501.0 	29839.0 	-34591.0 	-31007.0 	20255.0 	16708.0 	-49145.0 	-30444.0 	-13505.0 	-18205.0 	10752.0 	9618.0 
MIO_NAC,FA__P__F,S1,S1,NET,WRL_REST,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1013.8 	1429.6 	1210.8 	1307.2 	711.6 	1742.2 	258.9 	-2370.9 	-1137.5 	-1232.9 	5115.5 
