unit,sector,na_item,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
MIO_NAC,S13,GD_F4,DK	: 	: 	: 	: 	: 	92492.0 	73058.0 	93236.0 	84115.0 	93393.0 	102473.0 	110991.0 	122592.0 	129858.0 	134469.0 	143814.0 	148415.0 	152426.0 	162597.0 	164340.0 	169267.0 	171719.0 	164675.0 
MIO_NAC,S13,GD_F4,EE	177.5 	214.3 	231.7 	223.8 	284.0 	262.0 	289.7 	314.1 	372.8 	349.5 	377.3 	405.3 	473.1 	570.3 	757.0 	724.6 	733.5 	1468.3 	1610.3 	1799.9 	1765.6 	1721.2 	1750.4 
MIO_NAC,S13,GD_F4,EL	33026.0 	31401.0 	32371.0 	29282.0 	32801.0 	39970.0 	47231.0 	44868.0 	43495.0 	42255.0 	40141.0 	40407.0 	38056.0 	38482.0 	36626.0 	66812.0 	103507.0 	210598.0 	240216.0 	243789.0 	245095.0 	251861.0 	256520.0 
MIO_NAC,S13,GD_F4,ES	64402.0 	68690.0 	60716.0 	58627.0 	56918.0 	57356.0 	57830.0 	58232.0 	59027.0 	66885.0 	66897.0 	67272.0 	67737.0 	80820.0 	93390.0 	112269.0 	129939.0 	217934.0 	214224.0 	216087.0 	196308.0 	183364.0 	169437.0 
MIO_NAC,S13,GD_F4,FI	5717.5 	5501.8 	5328.2 	6257.9 	5817.1 	6434.9 	7114.7 	7926.0 	11375.0 	11114.0 	11300.0 	10624.0 	11241.0 	12336.0 	13469.0 	14669.0 	18258.0 	24193.0 	25547.0 	27526.0 	30304.0 	30620.0 	29759.0 
MIO_NAC,S13,GD_F4,FR	192251.0 	192559.0 	193226.0 	179133.0 	173075.0 	172536.0 	165136.0 	167406.0 	182796.0 	186279.0 	190466.0 	193431.0 	208989.0 	209090.0 	228121.0 	244030.0 	235224.0 	269514.0 	284966.0 	296318.2 	299791.5 	287474.2 	281804.5 
MIO_NAC,S13,GD_F4,HR	: 	: 	: 	: 	: 	19579.3 	17679.1 	22661.8 	27408.3 	30598.3 	37240.1 	38622.5 	44633.0 	57959.5 	69749.1 	83267.7 	98915.2 	103035.2 	111597.5 	110653.5 	108471.9 	101869.9 	89284.1 
MIO_NAC,S13,GD_F4,HU	3191799.0 	2567118.0 	2806279.0 	2959883.0 	2495529.0 	2246775.0 	1908917.0 	2159632.0 	1752038.0 	1547024.0 	1524704.0 	1946540.0 	1820892.0 	3672237.0 	5519953.0 	6111808.0 	6524118.0 	5220134.0 	4206091.0 	3618732.0 	3997515.0 	3560988.0 	3154010.0 
MIO_NAC,S13,GD_F4,IE	9538.7 	6594.5 	6112.3 	5492.6 	3914.0 	3339.8 	2960.0 	2258.9 	1656.9 	1744.0 	1973.9 	2016.1 	2085.8 	2792.8 	2842.1 	34137.8 	37308.1 	60596.9 	71316.9 	63359.5 	55144.6 	55211.6 	49012.4 
MIO_NAC,S13,GD_F4,IT	80735.2 	78963.5 	83881.9 	77329.6 	83045.0 	75703.6 	77283.5 	74058.4 	115495.6 	111853.8 	122474.9 	144966.4 	145167.7 	140325.4 	144450.0 	146474.8 	150591.8 	175711.7 	177284.8 	171824.3 	172914.3 	173837.5 	178579.9 
MIO_NAC,S13,GD_F4,LT	629.1 	906.2 	1036.6 	1340.1 	1626.4 	1447.8 	1346.2 	1038.8 	845.8 	644.9 	524.3 	394.3 	359.0 	627.3 	1239.3 	1886.6 	2156.7 	2471.8 	2770.3 	2796.4 	2876.1 	2696.2 	2313.0 
MIO_NAC,S13,GD_F4,LU	816.3 	728.6 	699.6 	688.7 	743.5 	831.1 	907.6 	1016.3 	1331.1 	1564.8 	1838.5 	2386.9 	2681.1 	3482.0 	3596.1 	3718.2 	3827.9 	4437.6 	4685.3 	4819.8 	4924.7 	4492.8 	4156.6 
MIO_NAC,S13,GD_F4,LV	357.3 	359.0 	318.6 	336.2 	352.7 	339.8 	343.4 	330.5 	388.0 	330.5 	352.0 	467.5 	733.7 	1727.9 	4687.9 	6109.4 	6007.9 	4847.7 	4801.1 	3870.6 	2667.0 	2469.9 	2799.5 
MIO_NAC,S13,GD_F4,MT	235.8 	213.2 	229.7 	232.3 	528.5 	560.8 	548.4 	526.5 	631.7 	564.9 	552.7 	489.1 	475.5 	494.1 	434.2 	441.0 	460.1 	345.2 	377.3 	387.3 	372.8 	324.1 	338.8 
MIO_NAC,S13,GD_F4,NL	88464.0 	83399.0 	75148.0 	70172.0 	60157.0 	54031.0 	53436.0 	52649.0 	50062.0 	48648.0 	49407.0 	48171.0 	52369.0 	65531.0 	80725.0 	80580.0 	87331.0 	97407.0 	95882.0 	95133.0 	94298.0 	91669.0 	83830.0 
MIO_NAC,S13,GD_F4,PL	: 	: 	: 	: 	: 	132634.0 	110208.0 	114664.0 	117703.0 	98595.0 	74753.0 	68884.0 	60197.0 	67614.0 	92409.0 	114563.0 	143331.0 	149926.0 	163205.0 	189056.0 	202270.0 	203838.0 	200214.0 
MIO_NAC,S13,GD_F4,PT	4102.6 	4291.7 	4341.5 	4786.6 	5476.0 	6279.7 	8130.2 	10111.9 	12265.0 	15964.6 	15737.9 	15954.4 	17408.4 	16535.0 	19606.9 	26319.1 	62156.5 	86276.9 	94940.1 	99642.2 	91143.4 	85570.3 	75356.3 
MIO_NAC,S13,GD_F4,RO	400.0 	776.4 	2058.7 	3159.6 	6150.6 	10338.3 	17290.8 	20680.5 	24211.4 	26749.4 	28518.6 	26491.3 	28125.5 	35339.1 	53662.5 	70446.5 	78125.8 	79103.1 	78754.7 	74333.2 	68791.4 	65576.0 	59404.4 
MIO_NAC,S13,GD_F4,SE	81686.0 	86862.0 	119385.0 	111973.0 	114233.0 	133966.0 	159102.0 	157673.0 	143678.0 	156368.0 	169865.0 	205430.0 	240965.0 	246082.0 	305335.0 	268299.0 	322766.0 	311549.0 	338529.0 	441997.0 	434000.0 	476064.0 	547789.0 
MIO_NAC,S13,GD_F4,SI	578.6 	668.8 	748.8 	924.6 	963.0 	1109.4 	1158.6 	1120.0 	1054.7 	1015.3 	1140.3 	963.4 	819.7 	823.5 	1036.3 	1609.7 	1900.0 	2984.1 	3324.2 	3716.8 	4595.7 	4934.4 	4015.7 
MIO_NAC,S13,GD_F4,SK	1745.5 	2842.3 	3532.1 	3135.4 	6952.3 	8285.0 	4755.6 	4196.9 	4043.5 	4212.8 	3410.1 	2842.3 	2726.0 	2742.9 	2758.0 	2834.8 	3693.9 	5033.2 	6140.8 	5440.9 	5673.4 	5858.3 	5973.2 
MIO_NAC,S13,GD_F4,UK	23680.0 	24681.0 	21946.0 	21251.0 	30641.0 	31453.0 	25676.0 	29621.0 	32452.0 	43616.0 	47206.0 	45988.0 	47081.0 	56674.0 	28913.0 	28435.0 	30878.0 	29834.0 	29897.0 	30081.0 	34565.0 	33970.0 	41326.0 
