unit,co_nco,na_item,finpos,sector,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
PC_GDP,NCO,F4,LIAB,S11,FI	-1.0 	3.5 	2.2 	0.2 	5.9 	13.0 	-3.5 	-1.1 	3.9 	3.8 	1.6 	6.0 	9.6 	17.4 	-7.2 	2.9 	3.3 	0.5 	3.8 	7.1 	10.9 	-6.6 	3.9 
PC_GDP,NCO,F4,LIAB,S11,FR	0.0 	1.9 	3.3 	2.3 	5.5 	7.0 	4.5 	3.9 	1.1 	5.3 	4.6 	7.0 	8.6 	6.5 	-2.6 	0.6 	6.3 	2.1 	0.1 	2.3 	7.0 	5.7 	5.7 
PC_GDP,NCO,F4,LIAB,S11,HR	: 	: 	: 	: 	: 	: 	: 	14.8 	4.6 	6.8 	7.2 	9.8 	11.2 	11.8 	7.4 	7.5 	-0.2 	-1.9 	2.4 	-1.0 	1.7 	2.1 	5.5 
PC_GDP,NCO,F4,LIAB,S11,HU	2.5 	8.4 	9.2 	4.8 	7.0 	10.2 	8.5 	4.0 	8.2 	9.4 	8.9 	11.6 	14.9 	7.0 	5.9 	-4.4 	-0.1 	-0.9 	0.2 	2.5 	0.0 	-1.2 	-0.6 
PC_GDP,NCO,F4,LIAB,S11,IE	: 	: 	: 	: 	: 	: 	: 	6.7 	-4.1 	8.8 	15.3 	25.6 	12.5 	34.4 	0.2 	8.1 	22.1 	-3.1 	-1.9 	7.3 	2.4 	-19.3 	-3.2 
PC_GDP,NCO,F4,LIAB,S11,IT	4.2 	1.5 	1.4 	1.8 	7.3 	5.2 	4.4 	2.6 	4.3 	3.3 	4.7 	5.7 	8.2 	4.4 	-1.7 	1.6 	1.7 	-1.6 	-2.6 	-0.1 	-1.5 	-0.3 	-0.2 
PC_GDP,NCO,F4,LIAB,S11,LT	5.1 	2.3 	4.3 	4.8 	4.0 	2.2 	0.7 	2.3 	6.0 	6.2 	8.6 	11.1 	22.0 	5.0 	-13.1 	-3.4 	-0.7 	1.6 	1.2 	-1.6 	1.2 	5.6 	3.0 
PC_GDP,NCO,F4,LIAB,S11,LU	: 	: 	: 	: 	9.7 	9.6 	44.6 	8.8 	53.2 	-8.7 	4.7 	24.9 	132.4 	-1.4 	7.4 	-16.9 	26.5 	16.2 	22.4 	34.6 	15.9 	22.5 	-2.8 
PC_GDP,NCO,F4,LIAB,S11,LV	-3.8 	2.7 	9.6 	8.2 	3.4 	3.2 	5.8 	6.3 	2.3 	16.2 	17.8 	17.3 	23.0 	11.6 	-5.8 	1.6 	1.6 	4.1 	-1.4 	-12.4 	1.3 	0.3 	0.3 
PC_GDP,NCO,F4,LIAB,S11,MT	8.0 e	6.9 e	7.0 e	8.1 e	3.5 e	3.0 e	4.6 e	14.7 e	12.5 e	6.3 	9.4 	13.3 	12.7 	21.2 	15.3 	13.5 	13.7 	1.8 	4.8 	12.7 	2.6 	5.5 	6.8 
PC_GDP,NCO,F4,LIAB,S11,NL	-0.2 	3.8 	3.4 	5.7 	8.2 	5.4 	3.5 	2.9 	4.4 	2.9 	6.8 	3.3 	7.7 	6.2 	0.4 	13.7 	14.6 	3.5 	5.8 	-0.3 	-0.5 	3.2 	3.0 p
PC_GDP,NCO,F4,LIAB,S11,PL	4.4 	5.2 	3.4 	6.2 	3.6 	3.9 	2.5 	0.6 	0.9 	-1.2 	1.2 	6.0 	4.9 	8.0 	1.1 	1.0 	3.4 	2.9 	1.0 	2.1 	2.6 	3.0 	1.7 
PC_GDP,NCO,F4,LIAB,S11,PT	-1.9 	6.3 	5.5 	9.2 	5.7 	9.9 	8.3 	7.7 	8.1 	12.6 	0.4 	0.2 	9.2 	10.4 	3.5 	5.2 	2.1 	2.4 	-3.9 	-0.7 	-0.7 	-1.8 	-0.4 
PC_GDP,NCO,F4,LIAB,S11,RO	3.2 e	4.8 e	4.8 e	6.0 	-2.4 	2.8 	6.2 	6.4 	4.7 	7.2 	7.5 	9.6 	11.4 	9.9 	0.9 	0.7 	2.2 	0.4 	-0.9 	-2.0 	-0.3 	-0.1 	0.5 
PC_GDP,NCO,F4,LIAB,S11,SE	-2.3 	0.5 	0.3 	7.7 	7.9 	10.3 	8.1 	2.5 	2.1 	3.6 	7.3 	7.2 	18.7 	18.4 	0.9 	3.2 	6.1 	-5.0 	-3.0 	-0.2 	3.4 	0.2 	2.9 
PC_GDP,NCO,F4,LIAB,S11,SI	6.9 	3.3 	5.4 	7.2 	8.6 	8.2 	8.7 	6.8 	7.0 	7.4 	9.5 	9.6 	17.7 	15.1 	1.5 	0.7 	1.9 	-2.6 	-3.8 	-5.2 	-6.2 	-1.9 	-1.2 
PC_GDP,NCO,F4,LIAB,S11,SK	7.7 	6.5 	5.9 	8.6 	-1.1 	-9.5 	3.1 	4.9 	0.6 	-1.5 	1.0 	2.8 	3.6 	6.0 	-0.9 	0.2 	1.2 	1.0 	-0.1 	-0.7 	4.5 	3.9 	4.2 
PC_GDP,NCO,F4,LIAB,S11,UK	1.1 	1.4 	3.7 	6.1 	4.3 	3.9 	6.6 	5.5 	2.3 	3.1 	6.1 	7.3 	8.0 	10.3 	-5.7 	-1.8 	-1.4 	0.3 	1.5 	2.0 	0.2 	5.0 	3.2 
PC_GDP,NCO,F4,LIAB,S14,AT	: 	2.1 	1.9 	1.2 	3.1 	2.7 	2.3 	2.4 	2.2 	3.1 	3.2 	2.6 	1.9 	0.9 	0.3 	0.4 	0.9 	0.1 	0.4 	0.7 	0.8 	0.8 	1.3 
PC_GDP,NCO,F4,LIAB,S14,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.7 	1.8 	2.7 	2.3 	2.3 	2.8 
PC_GDP,NCO,F4,LIAB,S14,BG	0.0 	0.0 	0.9 	1.2 	0.2 	0.3 	1.1 	1.3 	3.0 	4.6 	5.5 	4.3 	7.2 	6.3 	1.5 	-0.3 	-0.3 	-0.2 	0.0 	0.2 	0.0 	0.5 	1.1 
PC_GDP,NCO,F4,LIAB,S14,CY	17.4 	5.4 	12.6 	11.0 	18.8 	8.5 	2.7 	2.0 	0.5 	8.2 	28.6 	7.6 	13.5 	13.7 	8.0 	11.3 	5.5 	3.4 	-9.1 	-2.5 	-0.5 	-0.3 	0.0 
PC_GDP,NCO,F4,LIAB,S14,CZ	0.1 	-0.9 	0.6 	-0.1 	0.9 	0.8 	0.9 	3.0 	1.3 	3.6 	3.5 	3.7 	5.8 	3.7 	2.1 	0.8 	1.9 	1.2 	1.4 	0.5 	1.8 	2.3 	0.9 
PC_GDP,NCO,F4,LIAB,S14,DE	3.9 	4.1 	3.2 	3.6 	4.0 	2.1 	1.0 	0.7 	0.8 	0.0 	-0.2 	-0.2 	-0.8 	-0.6 	-0.2 	0.2 	0.4 	0.6 	0.4 	0.7 	1.3 	1.5 	1.7 
PC_GDP,NCO,F4,LIAB,S14,DK	4.9 	6.0 	7.1 	7.8 	5.7 	5.5 	6.7 	5.2 	6.3 	8.9 	13.1 	12.9 	12.2 	7.1 	4.5 	2.5 	2.3 	0.7 	0.6 	2.3 	3.2 	2.6 	2.5 
PC_GDP,NCO,F4,LIAB,S14,EE	0.6 	2.0 	3.6 	-2.8 	1.5 	2.2 	3.2 	4.8 	6.1 	6.5 	10.9 	16.4 	7.0 	3.6 	-2.1 	-1.3 	-1.3 	0.0 	0.3 	1.2 	2.0 	2.6 	2.5 
PC_GDP,NCO,F4,LIAB,S14,EL	1.2 	1.4 	1.4 	1.7 	2.1 	2.9 	4.6 	5.0 	5.2 	6.7 	8.0 	8.2 	8.4 	5.6 	1.5 	-0.7 	-2.7 	-2.6 	-2.2 	-1.9 	-2.0 	-1.7 	-1.0 
PC_GDP,NCO,F4,LIAB,S14,ES	2.6 	3.0 	4.3 	6.0 	6.8 	6.7 	5.2 	7.1 	8.9 	10.5 	11.9 	12.6 	8.9 	3.4 	-0.2 	0.1 	-2.1 	-3.4 	-3.9 	-2.9 	-1.5 	-0.8 	-0.4 
PC_GDP,NCO,F4,LIAB,S14,FI	-1.5 	-1.1 	0.4 	1.7 	3.0 	2.6 	2.0 	2.9 	4.1 	5.0 	6.3 	5.5 	5.0 	3.5 	3.1 	3.3 	3.2 	3.2 	1.7 	2.2 	2.5 	2.4 	3.4 
PC_GDP,NCO,F4,LIAB,S14,FR	0.0 	1.4 	1.6 	0.8 	2.4 	1.9 	2.0 	2.0 	2.7 	3.1 	4.4 	4.4 	4.7 	3.1 	1.7 	2.8 	2.3 	1.2 	0.9 	1.0 	1.7 	2.4 	3.2 
PC_GDP,NCO,F4,LIAB,S14,HR	: 	: 	: 	: 	: 	: 	: 	6.6 	5.5 	4.3 	5.2 	6.3 	5.9 	4.1 	-1.0 	1.3 	-0.6 	-0.6 	-0.5 	-0.2 	-0.6 	0.1 	1.2 
PC_GDP,NCO,F4,LIAB,S14,HU	-0.5 	-0.3 	0.6 	0.1 	1.1 	2.0 	2.8 	4.6 	6.0 	4.8 	4.6 	4.9 	5.7 	4.9 	-0.3 	-1.1 	-3.5 	-3.3 	-1.6 	-1.0 	-3.4 	0.3 	0.3 
PC_GDP,NCO,F4,LIAB,S14,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-4.2 	-2.6 	-2.8 	-1.7 	-1.0 	-0.7 
PC_GDP,NCO,F4,LIAB,S14,IT	1.7 	1.3 	1.2 	1.3 	3.2 	3.1 	2.6 	2.7 	2.7 	3.7 	4.2 	4.2 	3.9 	1.9 	1.6 	2.0 	1.1 	-0.4 	-0.7 	-0.3 	0.0 	0.5 	1.1 
PC_GDP,NCO,F4,LIAB,S14,LT	-0.1 	0.0 	0.3 	0.5 	0.3 	-0.1 	0.4 	1.5 	1.5 	3.6 	5.9 	8.4 	9.6 	4.8 	-1.8 	-1.8 	-0.9 	-0.5 	0.0 	0.4 	1.4 	1.6 	1.6 
PC_GDP,NCO,F4,LIAB,S14,LU	: 	: 	: 	: 	3.9 	0.1 	2.2 	2.8 	5.7 	4.0 	4.9 	5.2 	9.6 	3.9 	2.4 	4.4 	3.9 	4.7 	2.4 	5.0 	3.1 	3.9 	4.7 
PC_GDP,NCO,F4,LIAB,S14,LV	0.0 	0.0 	0.6 	0.9 	0.7 	2.6 	1.8 	3.6 	4.5 	7.9 	13.1 	17.6 	13.2 	2.6 	-4.8 	-2.7 	-2.9 	-2.6 	-1.0 	-2.7 	-1.0 	0.0 	0.5 
PC_GDP,NCO,F4,LIAB,S14,MT	1.5 e	3.1 e	1.6 e	2.5 e	3.2 e	3.1 e	4.0 e	3.4 e	9.7 e	4.8 	10.4 	8.3 	3.3 	4.8 	5.1 	3.0 	3.8 	2.7 	3.4 	2.4 	1.4 	1.2 	-2.8 
PC_GDP,NCO,F4,LIAB,S14,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.7 	-2.1 	-0.7 	1.2 	1.1 	1.3 p
PC_GDP,NCO,F4,LIAB,S14,PL	0.8 	1.9 	1.4 	2.4 	0.5 	1.5 	1.0 	1.1 	1.7 	2.0 	2.7 	4.8 	6.8 	6.8 	3.7 	2.8 	2.5 	1.5 	1.7 	1.5 	1.4 	1.5 	1.7 
PC_GDP,NCO,F4,LIAB,S14,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-4.3 	-3.0 	-2.8 	-1.5 	-1.4 	0.3 
PC_GDP,NCO,F4,LIAB,S14,RO	0.2 e	0.4 e	0.5 e	0.6 	-0.1 	0.1 	0.3 	1.5 	3.2 	2.2 	4.1 	5.9 	9.3 	4.5 	-0.9 	0.2 	0.4 	-0.1 	-0.1 	-0.3 	0.8 	0.7 	1.2 
PC_GDP,NCO,F4,LIAB,S14,SE	-0.2 	1.1 	2.5 	2.6 	3.6 	4.0 	3.7 	3.9 	4.5 	5.2 	6.0 	5.9 	5.5 	5.2 	6.0 	5.4 	3.8 	3.2 	3.6 	4.5 	5.5 	5.5 	5.6 
PC_GDP,NCO,F4,LIAB,S14,SI	: 	: 	: 	: 	: 	: 	: 	1.5 	1.4 	1.6 	3.3 	4.1 	5.2 	2.7 	1.8 	1.7 	0.2 	-0.8 	-0.8 	-0.3 	0.2 	1.1 	1.6 
PC_GDP,NCO,F4,LIAB,S14,SK	0.4 	0.6 	0.7 	1.2 	0.0 	1.1 	2.2 	2.5 	2.8 	3.1 	6.2 	5.9 	6.1 	5.6 	4.7 	2.3 	2.6 	2.0 	2.3 	3.2 	3.4 	3.5 	3.4 
PC_GDP,NCO,F4,LIAB,S14,UK	4.5 	4.9 	3.9 	4.3 	5.1 	4.9 	6.5 	8.9 	9.9 	9.9 	7.4 	8.1 	7.9 	3.1 	0.3 	0.6 	1.1 	0.9 	1.6 	2.3 	2.5 	3.7 	3.6 
PC_GDP,NCO,F4,LIAB,S15,AT	: 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.1 	-0.1 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	-0.2 	0.0 	0.2 	0.0 
PC_GDP,NCO,F4,LIAB,S15,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	0.1 	0.1 	-0.1 	0.0 	-0.1 
PC_GDP,NCO,F4,LIAB,S15,BG	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.4 	0.3 
PC_GDP,NCO,F4,LIAB,S15,CY	0.6 	0.1 	0.1 	0.2 	0.9 	0.2 	0.1 	0.1 	0.1 	0.0 	0.0 	0.1 	0.2 	0.1 	0.0 	0.0 	0.1 	0.3 	0.0 	-0.1 	-0.3 	-0.5 	-0.1 
PC_GDP,NCO,F4,LIAB,S15,CZ	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	-0.1 	0.0 	0.0 	0.0 	0.1 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F4,LIAB,S15,DE	-0.1 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F4,LIAB,S15,DK	-0.1 	-0.1 	0.0 	0.1 	-0.2 	0.3 	0.1 	0.0 	0.1 	0.1 	0.1 	0.1 	0.0 	0.1 	0.0 	0.1 	0.2 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F4,LIAB,S15,EE	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.1 	0.1 	0.2 	0.3 	0.4 	0.5 	0.5 	0.0 	-0.3 	0.1 	-0.3 	0.1 	0.1 	0.0 	0.1 	0.2 
PC_GDP,NCO,F4,LIAB,S15,EL	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	-0.1 	-0.1 
PC_GDP,NCO,F4,LIAB,S15,ES	0.0 	0.0 	0.0 	0.1 	0.1 	0.0 	0.0 	0.0 	0.1 	0.1 	0.1 	0.1 	0.0 	0.0 	-0.1 	0.1 	0.1 	0.0 	-0.1 	0.0 	0.0 	-0.1 	0.0 
PC_GDP,NCO,F4,LIAB,S15,FI	0.0 	-0.1 	0.0 	0.1 	0.1 	0.0 	0.0 	0.2 	0.1 	0.0 	0.1 	0.1 	0.1 	0.1 	-0.2 	0.2 	0.1 	0.0 	-0.1 	-0.2 	0.0 	0.0 	-0.1 
PC_GDP,NCO,F4,LIAB,S15,FR	0.0 	0.0 	0.0 	0.2 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.1 	0.1 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F4,LIAB,S15,HR	: 	: 	: 	: 	: 	: 	: 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F4,LIAB,S15,HU	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F4,LIAB,S15,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F4,LIAB,S15,IT	0.0 	0.0 	0.0 	0.5 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F4,LIAB,S15,LT	0.1 	0.0 	0.0 	-0.2 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 
PC_GDP,NCO,F4,LIAB,S15,LU	: 	: 	: 	: 	0.0 	0.0 	0.1 	0.2 	0.0 	-0.1 	0.0 	0.0 	0.1 	0.1 	0.1 	0.0 	-0.1 	-0.1 	-0.1 	-0.2 	0.0 	0.0 	0.0 
PC_GDP,NCO,F4,LIAB,S15,LV	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.1 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 
PC_GDP,NCO,F4,LIAB,S15,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	-1.8 	0.0 	0.0 	0.0 
PC_GDP,NCO,F4,LIAB,S15,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	-0.1 p
PC_GDP,NCO,F4,LIAB,S15,PL	0.0 	0.0 	0.1 	0.1 	0.1 	0.0 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F4,LIAB,S15,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.4 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F4,LIAB,S15,RO	0.0 e	0.0 e	0.0 e	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F4,LIAB,S15,SE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F4,LIAB,S15,SI	: 	: 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
PC_GDP,NCO,F4,LIAB,S15,SK	0.0 	0.0 	0.0 	0.0 	0.0 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.1 	0.1 	0.0 	0.1 	0.1 	0.1 	0.1 	0.0 	0.1 	0.2 	0.1 	0.1 	0.1 
PC_GDP,NCO,F4,LIAB,S15,UK	-0.2 	0.1 	0.0 	0.0 	0.1 	0.0 	0.1 	0.1 	0.2 	0.1 	0.0 	0.1 	0.1 	0.2 	0.1 	0.0 	0.1 	0.0 	-0.1 	0.0 	0.1 	0.1 	0.1 
