exch_rt,unit,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
NEER_EA19,I10,NL	103.4 	101.4 	99.9 	100.0 	100.2 	100.2 	100.2 	100.2 	100.2 	100.2 	100.2 	100.2 	100.1 	100.0 	100.0 	100.0 	100.0 	100.0 	100.0 	100.0 	100.0 	100.0 	100.0 
NEER_EA19,I10,PL	124.3 	115.6 	108.4 	104.1 	95.2 	100.3 	109.4 	104.3 	91.4 	88.6 	99.8 	103.0 	105.8 	113.5 	92.2 	100.0 	96.9 	95.5 	95.2 	95.5 	95.5 	91.6 	93.9 
NEER_EA19,I10,PT	100.5 	100.6 	101.1 	100.1 	100.1 	100.1 	100.1 	100.1 	100.1 	100.1 	100.1 	100.1 	100.1 	100.0 	100.0 	100.0 	100.0 	100.0 	100.0 	100.0 	100.0 	100.0 	100.0 
NEER_EA19,I10,RO	1578.3 	1061.5 	519.0 	426.9 	257.4 	211.4 	162.5 	135.6 	112.8 	104.3 	116.7 	119.8 	126.6 	114.3 	99.4 	100.0 	99.3 	94.5 	95.4 	94.8 	94.8 	93.8 	92.3 
NEER_EA19,I10,SE	100.7 	110.3 	110.4 	108.0 	108.5 	113.1 	103.2 	104.3 	104.7 	104.7 	102.9 	103.2 	103.2 	99.0 	89.7 	100.0 	105.6 	109.6 	110.2 	104.7 	101.9 	100.7 	99.0 
NEER_EA19,I10,SI	154.0 	138.1 	133.3 	130.4 	124.0 	116.5 	110.6 	106.7 	103.1 	100.7 	100.5 	100.4 	100.2 	100.1 	100.0 	100.0 	100.0 	100.0 	100.0 	100.0 	100.0 	100.0 	100.0 
NEER_EA19,I10,SK	76.0 	76.0 	79.0 	76.7 	68.1 	70.6 	69.5 	70.5 	72.6 	75.2 	78.0 	80.9 	89.2 	96.5 	100.0 	100.0 	100.0 	100.0 	100.0 	100.0 	100.0 	100.0 	100.0 
NEER_EA19,I10,UK	102.2 	103.7 	123.9 	127.7 	130.4 	140.9 	138.1 	136.6 	124.1 	126.5 	125.6 	125.9 	125.4 	107.5 	96.2 	100.0 	98.8 	105.7 	100.9 	106.4 	118.1 	104.6 	97.9 
NEER_EA19,PCH_1Y,AT	2.6 	-1.9 	-1.0 	0.4 	0.3 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	-0.1 	-0.1 	-0.1 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_1Y,BE	2.7 	-2.1 	-1.3 	0.2 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	-0.1 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_1Y,BG	-26.3 	-61.3 	-88.0 	-2.3 	0.2 	0.4 	0.3 	0.0 	0.0 	-0.2 	-0.1 	0.0 	-0.1 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_1Y,CY	-1.0 	-0.2 	3.3 	1.5 	-0.4 	1.2 	-0.2 	0.1 	-1.5 	0.4 	0.9 	0.1 	-1.2 	-0.5 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_1Y,CZ	-1.9 	1.2 	-2.5 	0.1 	-1.8 	3.4 	4.6 	10.4 	-3.3 	-0.3 	7.0 	4.8 	1.6 	10.9 	-5.9 	4.7 	2.8 	-2.2 	-3.2 	-5.7 	1.0 	0.9 	2.6 
NEER_EA19,PCH_1Y,DE	3.9 	-3.1 	-1.6 	0.5 	0.3 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	-0.1 	-0.2 	-0.1 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_1Y,DK	2.5 	-0.4 	0.1 	0.4 	0.3 	-0.3 	0.0 	0.3 	0.0 	-0.1 	-0.2 	-0.1 	0.0 	-0.2 	0.1 	0.0 	0.0 	0.1 	-0.2 	0.1 	-0.1 	0.2 	0.1 
NEER_EA19,PCH_1Y,EE	1.7 	-1.4 	-2.4 	0.5 	-0.4 	-1.3 	-0.1 	0.1 	0.6 	0.2 	0.2 	0.0 	-0.1 	-0.1 	0.0 	0.0 	0.0 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_1Y,EL	-4.3 	-1.7 	0.1 	-6.0 	1.0 	-3.3 	-1.1 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_1Y,ES	-2.4 	0.8 	-1.6 	-0.2 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	-0.1 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_1Y,FI	8.4 	-2.2 	0.8 	-1.1 	0.0 	-0.1 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	-0.1 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_1Y,FR	1.4 	0.0 	-0.1 	0.9 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	-0.1 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_1Y,HR	5.6 	-1.5 	0.4 	-1.3 	-6.1 	-0.3 	2.3 	1.0 	-1.9 	1.1 	1.3 	1.0 	-0.3 	1.5 	-1.7 	0.8 	-2.0 	-1.1 	-0.7 	-0.7 	0.3 	1.1 	1.0 
NEER_EA19,PCH_1Y,HU	-24.3 	-15.1 	-6.8 	-11.4 	-5.5 	-2.9 	1.5 	5.5 	-4.1 	0.6 	1.4 	-6.1 	4.9 	-0.5 	-10.4 	1.9 	-1.5 	-3.3 	-2.6 	-3.8 	-0.4 	-0.5 	0.7 
NEER_EA19,PCH_1Y,IE	-3.1 	2.8 	8.3 	-4.5 	-0.8 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	-0.1 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_1Y,IT	-11.6 	9.8 	3.8 	-0.1 	-0.2 	0.1 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	-0.1 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_1Y,LT	-10.2 	3.3 	13.4 	1.8 	4.2 	14.3 	3.0 	3.8 	0.9 	0.3 	0.3 	0.0 	-0.1 	-0.1 	0.0 	0.0 	0.0 	-0.1 	0.1 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_1Y,LU	2.5 	-2.0 	-1.2 	0.2 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	-0.1 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_1Y,LV	-4.1 	-1.2 	7.3 	0.2 	4.8 	11.0 	-0.4 	-3.7 	-9.4 	-3.8 	-4.5 	0.0 	-0.7 	-0.5 	-0.5 	-0.4 	0.4 	1.3 	-0.6 	-0.2 	0.0 	0.0 	0.0 
NEER_EA19,PCH_1Y,MT	0.2 	-1.2 	6.2 	1.0 	1.6 	5.4 	0.2 	-1.4 	-4.1 	-0.5 	-0.5 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_1Y,NL	2.4 	-1.9 	-1.4 	0.1 	0.2 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	-0.1 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_1Y,PL	-15.6 	-7.0 	-6.2 	-4.0 	-8.5 	5.3 	9.2 	-4.7 	-12.4 	-3.1 	12.7 	3.2 	2.7 	7.4 	-18.8 	8.5 	-3.1 	-1.5 	-0.3 	0.3 	0.0 	-4.1 	2.5 
NEER_EA19,PCH_1Y,PT	0.2 	0.0 	0.6 	-1.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_1Y,RO	-25.5 	-32.7 	-51.1 	-17.7 	-39.7 	-17.9 	-23.1 	-16.5 	-16.9 	-7.5 	11.9 	2.6 	5.7 	-9.7 	-13.1 	0.6 	-0.7 	-4.9 	1.0 	-0.6 	0.0 	-1.0 	-1.7 
NEER_EA19,PCH_1Y,SE	-2.4 	9.5 	0.1 	-2.2 	0.5 	4.2 	-8.7 	1.0 	0.4 	0.0 	-1.8 	0.3 	0.0 	-4.1 	-9.4 	11.5 	5.6 	3.8 	0.6 	-5.0 	-2.7 	-1.3 	-1.7 
NEER_EA19,PCH_1Y,SI	-1.2 	-10.3 	-3.5 	-2.2 	-4.9 	-6.0 	-5.1 	-3.5 	-3.4 	-2.3 	-0.2 	-0.1 	-0.2 	-0.2 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_1Y,SK	-2.5 	-0.1 	4.0 	-2.9 	-11.2 	3.6 	-1.5 	1.5 	2.9 	3.7 	3.7 	3.6 	10.2 	8.2 	3.7 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_1Y,UK	-6.4 	1.5 	19.4 	3.1 	2.1 	8.1 	-2.0 	-1.1 	-9.1 	1.9 	-0.8 	0.2 	-0.3 	-14.3 	-10.5 	4.0 	-1.2 	7.0 	-4.6 	5.4 	11.0 	-11.5 	-6.4 
NEER_EA19,PCH_3Y,AT	: 	: 	-0.4 	-2.6 	-0.4 	0.7 	0.4 	0.1 	0.1 	0.0 	0.0 	-0.1 	-0.2 	-0.3 	-0.4 	-0.2 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_3Y,BE	: 	: 	-0.7 	-3.1 	-0.9 	0.4 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	-0.1 	-0.2 	-0.2 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_3Y,BG	: 	: 	-96.6 	-95.5 	-88.2 	-1.7 	0.9 	0.7 	0.3 	-0.2 	-0.3 	-0.4 	-0.3 	-0.2 	-0.3 	-0.2 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_3Y,CY	: 	: 	2.1 	4.6 	4.3 	2.2 	0.5 	1.0 	-1.6 	-1.0 	-0.2 	1.4 	-0.2 	-1.6 	-1.8 	-0.6 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_3Y,CZ	: 	: 	-3.2 	-1.2 	-4.1 	1.7 	6.2 	19.5 	11.7 	6.5 	3.1 	11.8 	14.0 	18.2 	6.2 	9.4 	1.3 	5.2 	-2.7 	-10.7 	-7.8 	-3.9 	4.5 
NEER_EA19,PCH_3Y,DE	: 	: 	-1.0 	-4.2 	-0.9 	0.7 	0.3 	0.0 	0.1 	0.0 	0.0 	-0.1 	-0.2 	-0.4 	-0.4 	-0.2 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_3Y,DK	: 	: 	2.2 	0.0 	0.7 	0.3 	0.0 	0.0 	0.4 	0.2 	-0.3 	-0.4 	-0.3 	-0.3 	-0.1 	-0.1 	0.0 	0.0 	-0.2 	-0.1 	-0.2 	0.2 	0.2 
NEER_EA19,PCH_3Y,EE	: 	: 	-2.1 	-3.3 	-2.3 	-1.1 	-1.7 	-1.2 	0.6 	0.8 	1.0 	0.4 	0.2 	-0.1 	-0.1 	0.0 	0.0 	-0.1 	-0.1 	0.0 	0.1 	0.0 	0.0 
NEER_EA19,PCH_3Y,EL	: 	: 	-5.8 	-7.5 	-5.0 	-8.2 	-3.5 	-4.4 	-1.0 	0.1 	0.0 	-0.1 	-0.1 	-0.1 	-0.2 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_3Y,ES	: 	: 	-3.1 	-1.0 	-1.9 	-0.3 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	-0.1 	-0.1 	-0.2 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_3Y,FI	: 	: 	6.9 	-2.5 	-0.3 	-1.2 	-0.1 	-0.1 	0.1 	0.1 	0.1 	0.0 	-0.1 	-0.2 	-0.2 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_3Y,FR	: 	: 	1.3 	0.8 	0.9 	1.0 	0.2 	0.1 	0.1 	0.0 	0.0 	0.0 	-0.1 	-0.2 	-0.2 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_3Y,HR	: 	: 	4.5 	-2.4 	-7.0 	-7.6 	-4.3 	3.0 	1.5 	0.2 	0.5 	3.4 	2.0 	2.2 	-0.5 	0.5 	-3.0 	-2.4 	-3.8 	-2.6 	-1.2 	0.6 	2.3 
NEER_EA19,PCH_3Y,HU	: 	: 	-40.1 	-29.8 	-21.9 	-18.6 	-6.8 	4.1 	2.8 	1.9 	-2.1 	-4.2 	-0.2 	-2.0 	-6.4 	-9.1 	-10.0 	-2.9 	-7.1 	-9.4 	-6.7 	-4.7 	-0.2 
NEER_EA19,PCH_3Y,IE	: 	: 	7.8 	6.3 	2.6 	-5.3 	-0.8 	0.0 	0.0 	0.0 	0.0 	0.0 	-0.1 	-0.2 	-0.2 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_3Y,IT	: 	: 	0.8 	13.9 	3.5 	-0.3 	-0.1 	0.1 	0.1 	0.1 	0.0 	0.0 	-0.1 	-0.2 	-0.2 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_3Y,LT	: 	: 	5.2 	19.3 	20.3 	21.3 	22.7 	22.2 	7.9 	5.0 	1.5 	0.6 	0.3 	-0.2 	-0.2 	-0.1 	0.0 	-0.1 	-0.1 	0.0 	0.1 	0.0 	0.0 
NEER_EA19,PCH_3Y,LU	: 	: 	-0.7 	-3.0 	-0.9 	0.3 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	-0.1 	-0.1 	-0.2 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_3Y,LV	: 	: 	1.6 	6.2 	12.7 	16.6 	15.8 	6.4 	-13.1 	-16.0 	-16.7 	-8.2 	-5.2 	-1.2 	-1.6 	-1.4 	-0.5 	1.2 	1.0 	0.5 	-0.8 	-0.2 	0.0 
NEER_EA19,PCH_3Y,MT	: 	: 	5.1 	5.9 	9.0 	8.1 	7.3 	4.2 	-5.2 	-5.8 	-5.0 	-0.8 	-0.4 	0.0 	-0.1 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_3Y,NL	: 	: 	-0.9 	-3.2 	-1.2 	0.3 	0.2 	0.0 	0.0 	0.0 	0.0 	0.0 	-0.1 	-0.2 	-0.2 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_3Y,PL	: 	: 	-26.4 	-16.3 	-17.6 	-7.5 	5.2 	9.6 	-8.8 	-19.0 	-4.3 	12.7 	19.4 	13.8 	-10.5 	-5.4 	-14.7 	3.6 	-4.8 	-1.5 	0.0 	-3.8 	-1.7 
NEER_EA19,PCH_3Y,PT	: 	: 	0.8 	-0.4 	-0.4 	-1.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	-0.1 	-0.1 	-0.1 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_3Y,RO	: 	: 	-75.5 	-72.9 	-75.8 	-59.3 	-61.9 	-47.3 	-46.7 	-35.8 	-13.9 	6.2 	21.4 	-2.1 	-17.0 	-21.0 	-13.1 	-4.9 	-4.7 	-4.6 	0.3 	-1.6 	-2.7 
NEER_EA19,PCH_3Y,SE	: 	: 	7.0 	7.2 	-1.6 	2.4 	-4.4 	-3.9 	-7.4 	1.5 	-1.3 	-1.4 	-1.5 	-3.8 	-13.1 	-3.1 	6.7 	22.2 	10.2 	-0.8 	-6.9 	-8.7 	-5.5 
NEER_EA19,PCH_3Y,SI	: 	: 	-14.4 	-15.3 	-10.2 	-12.6 	-15.2 	-13.9 	-11.6 	-8.9 	-5.8 	-2.6 	-0.5 	-0.4 	-0.4 	-0.2 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_3Y,SK	: 	: 	1.3 	0.9 	-10.3 	-10.7 	-9.4 	3.5 	2.8 	8.3 	10.7 	11.5 	18.5 	23.6 	23.6 	12.2 	3.7 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
NEER_EA19,PCH_3Y,UK	: 	: 	13.4 	24.9 	25.7 	13.7 	8.2 	4.8 	-11.9 	-8.4 	-8.1 	1.4 	-0.9 	-14.4 	-23.6 	-20.3 	-8.1 	9.9 	0.9 	7.7 	11.7 	3.6 	-8.0 
