na_item,s_adj,unit,nace_r2,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
D1,SCA,CP_MEUR,R-U,ES	6855.0 	6857.0 	6922.0 p	6885.0 p	6925.0 p	6928.0 p	6977.0 p	7032.0 p	7101.0 p	7161.0 p	7254.0 p	7175.0 p
D1,SCA,CP_MEUR,R-U,EU28	69811.8 	70037.9 	69521.7 	69807.3 	69707.4 	70007.6 	70463.6 	71171.0 	71347.8 	72865.2 	72676.4 	73396.5 
D1,SCA,CP_MEUR,R-U,FI	992.0 	985.0 	995.0 	996.0 	998.0 	995.0 	995.0 	986.0 	995.0 	1001.0 	996.0 	1011.0 
D1,SCA,CP_MEUR,R-U,HR	200.9 	204.1 	213.1 	216.2 	219.2 	220.1 	223.2 	226.9 	227.8 	225.4 	231.2 	237.7 
D1,SCA,CP_MEUR,R-U,HU	348.9 	349.5 	371.4 	360.3 	376.1 	388.8 	382.2 	413.5 	442.5 	416.3 	472.5 	465.9 
D1,SCA,CP_MEUR,R-U,IE	471.1 	454.0 	473.6 	479.5 	505.5 	497.2 	492.0 	502.3 	497.9 	520.3 	533.6 	534.2 
D1,SCA,CP_MEUR,R-U,IT	9079.1 	9155.3 	9205.4 	9102.5 	9072.0 	9109.7 	9303.2 	9358.2 	9401.7 	9275.9 	9321.5 	9547.3 
D1,SCA,CP_MEUR,R-U,LT	93.9 	94.6 	96.6 	98.1 	100.3 	105.8 	104.4 	105.8 	106.5 	106.8 	112.4 	114.6 
D1,SCA,CP_MEUR,R-U,LU	169.5 	169.8 	169.2 	169.5 	170.6 	171.5 	178.0 	181.2 	182.7 	184.2 	185.5 	187.0 
D1,SCA,CP_MEUR,R-U,LV	87.2 	104.2 	88.6 	90.8 	91.8 	94.5 	93.7 	95.9 	94.9 	96.7 	101.5 	103.1 
D1,SCA,CP_MEUR,R-U,MT	55.8 	58.8 	61.5 	64.5 	67.5 	70.8 	75.4 	76.1 	80.2 	83.4 	85.6 	92.8 
D1,SCA,CP_MEUR,R-U,NL	2175.5 	2184.5 	2214.3 p	2236.4 p	2253.2 p	2272.4 p	2288.5 p	2310.4 p	2343.9 p	2381.5 p	2413.8 p	2435.2 p
D1,SCA,CP_MEUR,R-U,NO	1018.2 	1012.6 	1002.4 	1030.1 	1054.5 	1093.1 	1108.0 	1078.1 	1096.5 	1081.8 	1088.0 	1108.2 
D1,SCA,CP_MEUR,R-U,PL	993.6 	977.9 	976.4 	984.2 	1008.0 	1006.2 	1073.6 p	1121.2 p	1147.3 p	1219.9 p	1241.9 p	1242.6 p
D1,SCA,CP_MEUR,R-U,PT	778.9 	786.8 	796.7 	805.6 	813.2 	821.5 	830.3 	839.5 	850.0 	855.7 	858.9 	867.3 
D1,SCA,CP_MEUR,R-U,RO	514.9 	495.0 	451.1 p	441.1 p	457.6 p	495.4 p	495.8 p	507.8 p	524.8 p	565.4 p	580.7 p	623.4 p
D1,SCA,CP_MEUR,R-U,SE	1829.2 	1867.4 	1879.8 	1908.2 	1882.0 	1859.3 	1928.9 	1911.2 	1962.4 	1938.1 	1928.1 	1886.8 
D1,SCA,CP_MEUR,R-U,SI	125.6 	127.4 	128.4 	131.9 	133.0 	135.3 	137.6 	137.4 	139.7 	141.1 	143.2 	146.7 
D1,SCA,CP_MEUR,R-U,UK	13279.4 	13072.9 	12195.4 	12506.7 	12010.9 	11870.0 	11552.3 	11783.5 	11374.6 	12560.4 	11706.3 	11953.3 
D1,SCA,CP_MEUR,TOTAL,AT	41140.9 	41542.9 	41982.2 	42294.6 	42690.7 	43046.3 	43304.5 	43702.6 	44075.0 	44678.2 	45343.9 	45797.2 
D1,SCA,CP_MEUR,TOTAL,BE	51511.0 	51889.0 	52166.0 	52006.0 	52377.0 	52634.0 	53217.0 	53964.0 	54331.0 	54697.0 	54924.0 	55500.0 
D1,SCA,CP_MEUR,TOTAL,BG	4696.4 	4852.7 	4912.2 	4994.1 	5093.6 	5163.9 	5374.2 	5491.9 	5634.7 	5755.9 	5807.5 p	5917.3 p
D1,SCA,CP_MEUR,TOTAL,CH	90389.2 	89511.8 	88879.5 	89088.9 	89885.2 	90744.1 	91869.2 	91209.9 	87871.7 	86082.9 	86369.0 	86029.2 
D1,SCA,CP_MEUR,TOTAL,CY	1967.2 	1979.0 	2004.7 	2022.6 	2040.5 	2083.8 	2075.6 	2113.3 	2155.0 	2186.0 	2211.4 	2233.5 
D1,SCA,CP_MEUR,TOTAL,CZ	16874.4 	17167.6 	17491.3 	17637.6 	17958.2 	18234.7 	18636.5 	19522.1 	20221.4 	21038.2 	21908.6 	22285.6 
D1,SCA,CP_MEUR,TOTAL,DK	35358.3 	35491.1 	35972.3 	36347.4 	36381.0 	36660.8 	36943.2 	37283.0 	37530.9 	38075.4 	38271.3 	38846.6 
D1,SCA,CP_MEUR,TOTAL,EA	1251757.6 	1261410.5 	1269873.0 	1277190.4 	1287484.4 	1298902.9 	1311178.8 	1322646.3 	1335017.2 	1349058.9 	1362209.9 	1378080.7 
D1,SCA,CP_MEUR,TOTAL,EA19	1251757.6 	1261410.5 	1269873.0 	1277190.4 	1287484.4 	1298902.9 	1311178.8 	1322646.3 	1335017.2 	1349058.9 	1362209.9 	1378080.7 
D1,SCA,CP_MEUR,TOTAL,EE	2485.7 	2525.3 	2559.4 	2593.4 	2632.4 	2668.9 	2752.0 	2823.6 	2865.3 	2931.3 	2981.4 	3033.4 
D1,SCA,CP_MEUR,TOTAL,EL	14706.5 p	14809.9 p	14729.4 p	14631.8 p	14625.5 p	14517.2 p	14873.8 p	14956.7 p	14929.7 p	15026.7 p	15326.0 p	15416.9 p
D1,SCA,CP_MEUR,TOTAL,ES	129110.0 	130498.0 	130734.0 p	131803.0 p	132562.0 p	133498.0 p	135049.0 p	136094.0 p	137412.0 p	138756.0 p	139954.0 p	141461.0 p
D1,SCA,CP_MEUR,TOTAL,EU28	1757617.3 	1768048.1 	1755920.5 	1767923.2 	1762866.9 	1769037.3 	1791715.7 	1811143.6 	1818014.1 	1841465.9 	1861912.0 	1884102.8 
D1,SCA,CP_MEUR,TOTAL,FI	25633.0 	25764.0 	25928.0 	25965.0 	26183.0 	26111.0 	26004.0 	26111.0 	26236.0 	26520.0 	26896.0 	27209.0 
D1,SCA,CP_MEUR,TOTAL,HR	5200.2 	5232.8 	5302.7 	5415.4 	5460.1 	5477.4 	5578.6 	5632.9 	5677.1 	5637.7 	5797.6 	5943.4 
D1,SCA,CP_MEUR,TOTAL,HU	11301.0 	11537.3 	11888.6 	11966.4 	12314.7 	12664.1 	12776.3 	13179.9 	13633.0 	13703.9 	14522.6 	14418.0 
D1,SCA,CP_MEUR,TOTAL,IE	19562.4 	19788.2 	20121.0 	20431.1 	20845.9 	21083.5 	21261.6 	21467.6 	21654.9 	21993.5 	22404.1 	22855.8 
D1,SCA,CP_MEUR,TOTAL,IT	163680.0 	164410.2 	165943.9 	167156.6 	167366.8 	168713.6 	169634.4 	170381.3 	171917.3 	172851.0 	173363.1 	177312.8 
D1,SCA,CP_MEUR,TOTAL,LT	3976.3 	4020.8 	4141.6 	4168.9 	4281.3 	4396.5 	4472.0 	4590.2 	4654.9 	4767.2 	4879.6 	4942.3 
D1,SCA,CP_MEUR,TOTAL,LU	6303.0 	6362.9 	6434.5 	6419.4 	6528.1 	6663.6 	6834.2 	6940.4 	7007.0 	7075.0 	7133.3 	7290.6 
D1,SCA,CP_MEUR,TOTAL,LV	2758.8 	2805.3 	2824.4 	2880.3 	2929.6 	2988.8 	3036.1 	3119.8 	3171.4 	3256.7 	3359.6 	3432.9 
D1,SCA,CP_MEUR,TOTAL,MT	999.7 	1040.3 	1046.0 	1054.6 	1076.3 	1101.9 	1114.4 	1130.7 	1158.3 	1181.6 	1202.4 	1224.1 
D1,SCA,CP_MEUR,TOTAL,NL	82791.1 	83230.9 	84119.2 p	84796.5 p	85634.8 p	86024.0 p	86694.3 p	87764.0 p	88795.4 p	90038.7 p	91119.2 p	91568.2 p
D1,SCA,CP_MEUR,TOTAL,NO	40878.0 	40265.5 	39552.4 	40586.0 	40967.6 	42418.4 	42962.8 	41640.1 	42353.0 	41571.3 	42007.4 	42895.5 
D1,SCA,CP_MEUR,TOTAL,PL	40106.4 	39899.7 	39876.1 	40267.3 	41200.2 	41564.8 	42576.6 p	44322.6 p	44801.1 p	46150.5 p	47802.8 p	47882.1 p
D1,SCA,CP_MEUR,TOTAL,PT	19701.3 	19842.8 	20074.3 	20386.4 	20595.7 	20797.8 	21215.4 	21336.9 	21621.1 	22002.4 	22106.8 	22507.5 
D1,SCA,CP_MEUR,TOTAL,RO	13443.7 	13419.9 	14062.2 p	14423.6 p	15068.0 p	15538.1 p	16062.5 p	16511.7 p	17309.3 p	18231.2 p	18244.6 p	19778.5 p
D1,SCA,CP_MEUR,TOTAL,SE	52445.1 	53623.6 	54418.7 	55062.6 	54401.5 	53993.1 	55685.5 	55307.2 	56757.5 	56102.7 	55961.7 	55151.0 
D1,SCA,CP_MEUR,TOTAL,SI	4743.6 	4805.4 	4885.4 	4945.1 	5001.4 	5069.0 	5151.1 	5251.4 	5341.6 	5462.2 	5558.6 	5677.0 
D1,SCA,CP_MEUR,TOTAL,UK	326455.7 	325726.1 	302870.0 	305546.7 	288404.6 	281470.1 	287024.6 	290988.5 	280935.4 	287085.7 	290759.3 	295169.8 
