unit,bop_item,stk_flow,partner,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
PCH_WRL_1Y,G,CRE,WRL_REST,HR	: 	: 	: 	: 	: 	: 	9.96 	13.39 	6.00 	11.37 	-0.56 	2.62 	2.87 	-2.64 	0.56 	-4.70 	-5.33 	-9.44 	3.90 	5.38 	3.83 	5.91 	2.77 
PCH_WRL_1Y,G,CRE,WRL_REST,HU	: 	0.75 	21.77 	24.44 	6.72 	3.71 	13.45 	10.78 	6.99 	11.63 	0.77 	2.97 	12.29 	2.89 	-3.78 	-9.27 	-5.24 	-11.08 	1.54 	4.61 	2.05 	4.88 	-1.39 
PCH_WRL_1Y,G,CRE,WRL_REST,IE	: 	: 	: 	: 	: 	: 	: 	: 	-10.00 	-3.68 	-7.21 	-9.46 	2.53 	-9.83 	22.86 	-17.16 	-15.00 	-7.55 	-2.06 	15.45 	68.08 	-0.94 	-7.87 
PCH_WRL_1Y,G,CRE,WRL_REST,IT	: 	-5.79 	-9.78 	4.44 	-8.24 	-9.50 	6.31 	-0.64 	1.18 	-2.91 	-7.84 	-3.39 	5.33 	-5.19 	-4.24 	-9.97 	-3.38 	-5.33 	1.50 	2.32 	0.10 	3.75 	-1.12 
PCH_WRL_1Y,G,CRE,WRL_REST,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20.87 	3.44 	5.28 	23.59 	-11.86 	5.11 	13.81 	5.40 	8.13 	-1.44 	-9.79 	0.95 	8.28 
PCH_WRL_1Y,G,CRE,WRL_REST,LU	: 	-8.98 	-2.55 	11.51 	-4.12 	-10.59 	9.87 	0.51 	0.14 	1.39 	-7.83 	1.08 	0.16 	4.86 	-2.37 	-7.98 	-0.17 	-5.51 	16.08 	0.82 	-12.30 	-2.08 	-6.80 
PCH_WRL_1Y,G,CRE,WRL_REST,LV	: 	: 	: 	: 	: 	: 	15.66 	11.41 	9.98 	25.61 	25.61 	0.61 	21.46 	1.90 	-1.16 	3.63 	8.80 	6.07 	2.78 	3.97 	-3.04 	3.44 	2.31 
PCH_WRL_1Y,G,CRE,WRL_REST,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-18.09 	16.11 	-5.30 	-13.57 	-2.45 	-1.38 	-1.74 	2.80 	-10.27 	-11.63 	-0.64 	1.29 	4.49 
PCH_WRL_1Y,G,CRE,WRL_REST,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-3.94 	-2.31 	2.84 	-1.17 	0.41 	-7.57 	-3.43 	-2.62 	1.52 	0.11 	-6.48 	3.35 	1.32 
PCH_WRL_1Y,G,CRE,WRL_REST,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.39 	6.08 	9.48 	7.58 	2.70 	-3.43 	-2.14 	-2.79 	6.85 	5.96 	4.21 	5.87 	5.05 
PCH_WRL_1Y,G,CRE,WRL_REST,PT	: 	: 	-4.67 	8.20 	-3.71 	-12.12 	3.49 	3.71 	5.24 	-4.49 	-10.86 	0.65 	3.39 	-5.08 	-1.01 	-8.31 	-0.02 	-4.36 	6.03 	1.29 	-0.66 	3.12 	1.56 
PCH_WRL_1Y,G,CRE,WRL_REST,RO	: 	: 	: 	: 	: 	-44.72 	5.29 	25.68 	10.37 	17.45 	13.25 	7.26 	46.82 	15.65 	8.07 	5.97 	6.97 	-9.29 	11.29 	6.27 	0.69 	9.13 	1.11 
PCH_WRL_1Y,G,CRE,WRL_REST,SE	11.37 	-0.01 	-4.46 	4.44 	-3.69 	-7.61 	-6.59 	-0.58 	5.40 	-0.20 	-6.57 	-1.04 	2.10 	-5.21 	-10.16 	-1.00 	-1.67 	-7.47 	-5.18 	0.15 	-2.46 	2.87 	-1.62 
PCH_WRL_1Y,G,CRE,WRL_REST,SI	3.77 	-3.88 	-2.92 	10.68 	-7.20 	-8.12 	10.50 	8.91 	5.38 	3.66 	0.27 	3.75 	11.66 	-3.98 	-1.26 	-10.72 	-1.44 	-7.80 	3.12 	5.41 	0.55 	6.80 	5.09 
PCH_WRL_1Y,G,CRE,WRL_REST,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.68 	11.02 	11.51 	-1.89 	-3.77 	-5.32 	2.60 	0.43 	4.83 	-0.14 	-0.79 	6.73 	-1.80 
PCH_WRL_1Y,G,CRE,WRL_REST,UK	: 	: 	: 	-1.33 	-3.79 	-6.52 	-0.71 	-1.59 	-5.87 	-6.26 	-3.69 	0.51 	-13.08 	-8.69 	-2.31 	-4.73 	-1.89 	-3.78 	-3.17 	2.38 	4.34 	-5.02 	-2.36 
PCH_WRL_1Y,GS,CRE,WRL_REST,AT	: 	-2.85 	-3.91 	8.20 	-2.01 	-10.56 	7.30 	4.45 	3.80 	-0.19 	-3.85 	-2.69 	4.78 	-2.36 	-1.88 	-10.54 	-2.52 	-6.29 	1.73 	1.36 	-3.55 	3.81 	-0.87 
PCH_WRL_1Y,GS,CRE,WRL_REST,BE	: 	: 	: 	: 	: 	: 	2.31 	-5.50 	3.22 	-1.31 	-4.22 	-6.61 	2.35 	-1.46 	0.86 	-6.74 	-2.63 	-6.42 	1.44 	0.46 	-5.11 	7.92 	-0.48 
PCH_WRL_1Y,GS,CRE,WRL_REST,BG	: 	: 	: 	: 	-7.70 	9.37 	7.08 	5.15 	13.51 	8.43 	1.78 	8.79 	6.90 	5.64 	-4.70 	-7.78 	12.00 	-4.81 	6.55 	0.80 	-2.36 	8.43 	4.97 
PCH_WRL_1Y,GS,CRE,WRL_REST,CY	: 	: 	: 	: 	: 	: 	: 	-4.81 e	2.48 e	-7.34 e	-8.02 e	-9.62 e	3.03 e	-5.91 e	12.70 	-14.86 	-5.00 	-9.17 	2.35 	0.89 	-1.49 	6.03 	-0.83 
PCH_WRL_1Y,GS,CRE,WRL_REST,CZ	7.61 	0.34 	-6.66 	14.89 	-4.10 	-4.52 	15.18 	7.33 	8.06 	21.34 	8.02 	3.75 	7.80 	4.42 	0.80 	-5.11 	-0.22 	-4.14 	-1.39 	4.78 	-1.00 	4.54 	1.16 
PCH_WRL_1Y,GS,CRE,WRL_REST,DE	-0.20 	-2.76 	-2.65 	6.93 	-3.90 	-9.08 	6.67 	3.83 	3.45 	0.81 	-5.21 	-0.61 	3.93 	-3.26 	-1.49 	-6.31 	-2.03 	-4.69 	1.62 	2.47 	0.14 	3.27 	-1.09 
PCH_WRL_1Y,GS,CRE,WRL_REST,DK	: 	: 	: 	: 	: 	: 	: 	: 	0.33 	-4.74 	-0.32 	-0.81 	-0.47 	2.33 	-1.81 	-9.90 	-4.27 	-5.06 	2.21 	0.50 	-1.99 	1.64 	-1.78 
PCH_WRL_1Y,GS,CRE,WRL_REST,EE	21.09 	10.10 	22.76 	16.73 	-7.58 	-21.67 	12.73 	6.18 	13.44 	8.27 	9.20 	1.26 	13.35 	0.94 	-8.07 	2.67 	15.08 	-2.63 	3.70 	1.01 	-8.49 	7.15 	-0.11 
PCH_WRL_1Y,GS,CRE,WRL_REST,EL	: 	: 	: 	: 	: 	: 	: 	-5.97 e	5.51 	10.22 	-7.53 	-4.94 	6.94 	1.19 	-5.74 	-11.59 	-6.68 	-5.06 	0.63 	3.41 	-14.33 	-4.47 	5.63 
PCH_WRL_1Y,GS,CRE,WRL_REST,ES	7.61 	3.07 	1.71 	8.76 	-0.63 	-8.34 	5.68 	1.98 	6.06 	-3.85 	-6.99 	-4.47 	5.02 	-4.47 	2.12 	-9.74 	-1.12 	-6.09 	3.73 	0.89 	-1.26 	5.83 	0.39 
PCH_WRL_1Y,GS,CRE,WRL_REST,FI	: 	-3.18 	-2.88 	7.76 	-7.02 	-0.75 	0.42 	0.70 	-0.31 	-2.22 	-4.93 	-1.38 	4.38 	-0.08 	-11.34 	-11.88 	-6.07 	-6.83 	0.28 	-4.80 	-5.97 	3.05 	3.45 
PCH_WRL_1Y,GS,CRE,WRL_REST,FR	: 	: 	: 	: 	: 	-12.91 	3.63 	1.58 	-0.15 	-5.12 	-6.60 	-4.64 	-1.12 	-2.42 	0.52 	-10.45 	-2.61 	-4.50 	2.43 	0.19 	0.91 	2.40 	-3.16 
PCH_WRL_1Y,GS,CRE,WRL_REST,HR	: 	: 	: 	: 	: 	: 	16.69 	7.21 	21.52 	-1.47 	-4.78 	-2.81 	1.86 	1.49 	-0.89 	-12.79 	-6.04 	-7.90 	2.51 	3.07 	2.65 	7.92 	2.47 
PCH_WRL_1Y,GS,CRE,WRL_REST,HU	: 	3.01 	12.30 	15.85 	3.61 	3.67 	13.94 	6.95 	6.45 	7.14 	0.48 	1.49 	10.66 	3.62 	-3.48 	-8.00 	-4.13 	-10.82 	1.69 	4.17 	0.23 	5.36 	-0.53 
PCH_WRL_1Y,GS,CRE,WRL_REST,IE	: 	3.04 	2.18 	26.88 	8.83 	-0.90 	13.73 	6.06 	-1.56 	-3.17 	-5.37 	-5.53 	3.31 	-6.88 	18.42 	-12.92 	-9.54 	-3.61 	-0.55 	13.06 	40.60 	4.15 	-0.13 
PCH_WRL_1Y,GS,CRE,WRL_REST,IT	: 	-6.38 	-8.48 	3.89 	-8.59 	-9.21 	5.31 	-1.23 	1.50 	-2.79 	-7.42 	-3.18 	3.05 	-6.34 	-5.08 	-8.69 	-3.50 	-5.08 	0.52 	0.77 	-2.24 	3.04 	-0.05 
PCH_WRL_1Y,GS,CRE,WRL_REST,LT	: 	: 	: 	: 	: 	: 	: 	17.50 e	9.49 e	-3.44 e	15.06 	3.69 	3.50 	19.99 	-11.70 	4.64 	12.90 	5.69 	8.18 	-1.06 	-10.05 	3.32 	10.31 
PCH_WRL_1Y,GS,CRE,WRL_REST,LU	: 	-1.19 	-1.11 	10.01 	7.07 	-0.76 	2.69 	0.28 	4.54 	6.07 	-0.33 	5.72 	7.46 	-3.64 	2.51 	-8.01 	-1.47 	0.34 	15.21 	9.67 	3.05 	0.67 	-4.51 
PCH_WRL_1Y,GS,CRE,WRL_REST,LV	: 	: 	: 	: 	: 	: 	12.34 	8.08 	15.49 	13.62 	19.16 	2.74 	21.73 	4.39 	-1.93 	-4.98 	6.90 	3.77 	2.42 	2.80 	-3.70 	3.94 	2.26 
PCH_WRL_1Y,GS,CRE,WRL_REST,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	-11.03 	-5.84 	12.18 	3.28 	14.29 	16.92 	-10.97 	-4.23 	-1.54 	1.22 	3.00 	-0.63 	7.81 	-0.44 
PCH_WRL_1Y,GS,CRE,WRL_REST,NL	: 	-3.44 	-3.09 	5.05 	-1.26 	-7.25 	2.31 	-1.03 	3.62 	-0.29 	-4.07 	-3.34 	1.79 	-0.20 	0.44 	-6.87 	-3.51 	-3.20 	1.47 	0.45 	-2.05 	0.47 	0.91 
PCH_WRL_1Y,GS,CRE,WRL_REST,PL	: 	: 	: 	: 	: 	: 	: 	6.67 e	10.68 e	12.70 e	5.86 	6.61 	10.60 	7.61 	0.08 	-1.81 	-1.52 	-2.63 	5.84 	5.06 	2.39 	6.27 	6.15 
PCH_WRL_1Y,GS,CRE,WRL_REST,PT	: 	: 	-4.74 	9.79 	-4.23 	-10.70 	3.11 	3.10 	4.73 	-3.50 	-10.21 	2.14 	4.37 	-3.80 	-0.19 	-9.06 	0.29 	-4.81 	6.78 	1.25 	-1.52 	4.13 	3.38 
PCH_WRL_1Y,GS,CRE,WRL_REST,RO	: 	: 	: 	: 	: 	-23.99 	15.13 	17.01 	9.45 	13.87 	9.93 	8.44 	23.95 	14.05 	0.50 	-0.49 	6.08 	-7.19 	15.52 	6.15 	-0.21 	8.56 	3.14 
PCH_WRL_1Y,GS,CRE,WRL_REST,SE	9.79 	0.01 	-3.91 	4.17 	-1.42 	-6.39 	-4.65 	-0.46 	4.08 	1.15 	-5.10 	-0.86 	2.33 	-4.33 	-8.69 	-1.57 	-0.19 	-6.22 	-1.59 	-0.32 	-1.25 	1.91 	-3.05 
PCH_WRL_1Y,GS,CRE,WRL_REST,SI	2.61 	-3.43 	-4.76 	7.35 	-8.01 	-8.56 	9.56 	8.29 	5.62 	3.21 	0.25 	2.60 	10.25 	-0.62 	-2.78 	-10.02 	-1.76 	-7.48 	2.66 	3.73 	-1.19 	6.82 	5.56 
PCH_WRL_1Y,GS,CRE,WRL_REST,SK	: 	: 	: 	: 	: 	: 	: 	: 	24.78 e	11.52 e	0.48 	9.82 	9.13 	-1.79 	-7.41 	-4.72 	2.86 	0.66 	4.99 	-1.63 	-2.60 	6.72 	-0.65 
PCH_WRL_1Y,GS,CRE,WRL_REST,UK	: 	: 	: 	0.39 	-1.58 	-6.69 	0.75 	-0.12 	-2.04 	-3.41 	-2.66 	0.21 	-7.59 	-10.96 	0.24 	-7.62 	-2.49 	-1.71 	-0.80 	2.89 	4.26 	-3.42 	-3.64 
PCH_WRL_1Y,S,CRE,WRL_REST,AT	: 	-4.14 	-12.17 	4.19 	-2.48 	-7.55 	3.27 	2.44 	8.15 	-3.84 	-1.46 	-2.65 	-1.27 	3.09 	-4.58 	-10.81 	-1.37 	-4.59 	4.55 	-0.77 	-10.10 	2.97 	1.38 
PCH_WRL_1Y,S,CRE,WRL_REST,BE	: 	: 	: 	: 	: 	: 	3.71 	-4.57 	3.34 	-2.69 	-5.20 	-7.27 	2.05 	12.34 	5.73 	-1.96 	-6.49 	-1.30 	-0.20 	3.05 	-5.17 	-0.87 	-1.63 
PCH_WRL_1Y,S,CRE,WRL_REST,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.17 	-4.43 	-26.64 	-2.45 	-1.38 	-1.91 	7.57 	-10.37 	8.69 	-3.17 
PCH_WRL_1Y,S,CRE,WRL_REST,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-2.75 	-8.18 	-2.79 	-10.26 	4.10 	-4.39 	-7.82 	7.29 	3.20 
PCH_WRL_1Y,S,CRE,WRL_REST,CZ	12.59 	0.58 	-11.48 	9.56 	4.14 	-4.93 	2.22 	-5.56 	-2.64 	-7.87 	-9.50 	6.17 	0.68 	11.87 	-3.57 	-1.97 	-0.74 	-5.03 	-7.23 	-2.25 	-4.89 	4.81 	3.96 
PCH_WRL_1Y,S,CRE,WRL_REST,DE	4.50 	-2.65 	1.14 	3.49 	-2.97 	-6.20 	2.23 	10.51 	0.18 	4.01 	-3.01 	0.00 	-3.55 	1.82 	2.45 	-6.09 	-3.04 	-2.23 	1.40 	2.57 	-3.58 	2.00 	0.61 
PCH_WRL_1Y,S,CRE,WRL_REST,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.57 	-1.75 	4.74 	-14.31 	-1.05 	-4.27 	-2.38 	-0.60 	-4.17 	-8.26 	-3.71 	-0.50 
PCH_WRL_1Y,S,CRE,WRL_REST,EE	44.98 	22.08 	18.69 	11.52 	-0.85 	-7.28 	8.32 	-0.31 	9.39 	6.82 	2.40 	-3.29 	1.87 	7.80 	-9.89 	-5.81 	3.98 	4.36 	3.53 	0.67 	-14.31 	3.11 	4.27 
PCH_WRL_1Y,S,CRE,WRL_REST,EL	: 	: 	: 	: 	: 	: 	: 	: 	5.41 	13.49 	-8.50 	-7.45 	-0.18 	3.66 	-16.18 	-8.05 	-7.89 	-13.15 	-1.39 	3.33 	-21.49 	-11.75 	7.82 
PCH_WRL_1Y,S,CRE,WRL_REST,ES	9.02 	0.50 	-0.76 	9.06 	3.43 	-5.03 	5.35 	-0.57 	6.63 	-5.50 	-1.74 	-1.51 	-4.12 	-1.92 	-5.04 	-7.61 	0.93 	-8.40 	-3.21 	-1.58 	-7.43 	5.85 	2.31 
PCH_WRL_1Y,S,CRE,WRL_REST,FI	: 	-8.07 	-9.28 	8.68 	-7.61 	2.84 	17.38 	5.16 	-4.30 	9.22 	0.56 	-43.01 	-1.86 	48.44 	-5.06 	-3.83 	2.04 	-1.07 	0.31 	-7.17 	3.02 	3.06 	3.89 
PCH_WRL_1Y,S,CRE,WRL_REST,FR	: 	: 	: 	: 	: 	-14.16 	3.71 	4.45 	-2.06 	-6.70 	-2.70 	-3.93 	-1.91 	1.21 	-2.52 	-5.04 	2.12 	-2.20 	2.98 	-0.21 	-6.78 	0.45 	-1.03 
PCH_WRL_1Y,S,CRE,WRL_REST,HR	: 	: 	: 	: 	: 	: 	17.80 	1.33 	33.36 	-8.30 	-5.98 	-5.55 	-2.81 	6.12 	-10.23 	-13.09 	-3.72 	-7.14 	-1.31 	-2.84 	-3.79 	7.19 	4.06 
PCH_WRL_1Y,S,CRE,WRL_REST,HU	: 	6.14 	-4.02 	-3.94 	-4.57 	4.71 	14.52 	-5.04 	4.67 	-9.08 	-1.11 	-5.72 	4.01 	7.01 	0.76 	-3.86 	0.51 	-9.59 	2.57 	2.81 	-5.71 	7.71 	2.34 
PCH_WRL_1Y,S,CRE,WRL_REST,IE	: 	: 	: 	: 	: 	: 	: 	: 	22.83 	-1.95 	-0.48 	3.20 	1.79 	-1.01 	4.85 	-1.01 	1.31 	0.89 	-1.15 	6.53 	5.11 	10.65 	12.65 
PCH_WRL_1Y,S,CRE,WRL_REST,IT	: 	-8.76 	-3.29 	1.65 	-9.86 	-7.83 	1.30 	-3.55 	2.75 	-2.32 	-5.69 	-2.28 	-5.73 	-11.37 	-6.98 	-4.33 	-4.47 	-3.85 	-3.34 	-4.97 	-10.19 	1.17 	3.87 
PCH_WRL_1Y,S,CRE,WRL_REST,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-1.41 	4.81 	-3.26 	6.37 	-10.08 	1.84 	8.18 	7.24 	8.98 	1.29 	-10.27 	12.16 	17.00 
PCH_WRL_1Y,S,CRE,WRL_REST,LU	: 	2.30 	-0.34 	6.06 	14.39 	8.45 	-3.39 	-1.90 	7.51 	8.34 	4.63 	8.97 	5.10 	-4.88 	-5.84 	-0.29 	1.86 	1.38 	11.44 	7.10 	-0.07 	-1.75 	-1.82 
PCH_WRL_1Y,S,CRE,WRL_REST,LV	: 	: 	: 	: 	: 	: 	5.48 	2.04 	24.31 	-1.66 	9.71 	7.85 	19.00 	9.77 	-8.98 	-15.55 	4.48 	-2.04 	0.29 	-1.77 	-7.34 	4.15 	2.87 
PCH_WRL_1Y,S,CRE,WRL_REST,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.48 	11.28 	4.42 	31.63 	12.15 	-6.45 	-1.47 	-3.86 	2.26 	2.52 	-7.21 	6.17 	0.71 
PCH_WRL_1Y,S,CRE,WRL_REST,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-4.50 	-7.46 	-2.28 	3.84 	0.75 	-4.26 	-3.80 	-5.54 	1.33 	1.83 	12.69 	-7.66 	-0.18 
PCH_WRL_1Y,S,CRE,WRL_REST,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.69 	8.91 	16.41 	7.56 	-8.94 	3.89 	0.80 	-1.84 	1.88 	2.08 	-3.37 	8.83 	10.03 
PCH_WRL_1Y,S,CRE,WRL_REST,PT	: 	: 	-4.95 	12.84 	-5.19 	-5.26 	0.77 	0.71 	3.80 	-0.78 	-7.80 	6.59 	4.50 	-0.25 	-3.36 	-6.99 	2.88 	-6.19 	6.79 	-1.14 	-6.23 	4.66 	7.92 
PCH_WRL_1Y,S,CRE,WRL_REST,RO	: 	: 	: 	: 	: 	53.47 	24.95 	5.95 	9.09 	9.55 	6.81 	11.36 	-11.45 	11.07 	-19.63 	-19.36 	1.87 	2.50 	31.91 	4.93 	-3.80 	6.59 	9.49 
PCH_WRL_1Y,S,CRE,WRL_REST,SE	0.70 	0.66 	-0.93 	3.77 	9.77 	-1.20 	3.73 	-0.16 	-0.79 	6.49 	0.68 	0.01 	2.43 	-1.08 	-6.16 	-1.38 	5.47 	-2.70 	7.23 	-3.28 	-1.19 	-1.19 	-5.32 
PCH_WRL_1Y,S,CRE,WRL_REST,SI	0.70 	-2.51 	-10.22 	-3.64 	-10.77 	-10.04 	5.76 	5.88 	6.60 	1.39 	0.06 	-2.48 	4.72 	15.03 	-8.11 	-7.68 	-3.24 	-6.08 	0.91 	-2.44 	-6.75 	7.64 	6.85 
PCH_WRL_1Y,S,CRE,WRL_REST,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-1.67 	1.50 	-2.80 	-2.37 	-22.73 	-10.86 	-0.75 	4.41 	11.57 	-7.69 	-7.16 	12.30 	5.13 
PCH_WRL_1Y,S,CRE,WRL_REST,UK	: 	: 	: 	3.38 	4.11 	-5.02 	2.33 	1.82 	6.22 	1.89 	0.31 	0.70 	-1.62 	-13.28 	-3.04 	-6.49 	-0.93 	0.91 	0.43 	0.18 	-0.63 	-3.45 	-3.66 
