co_nco,sector,finpos,na_item,unit,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT	364.3 e	438.1 e	332.2 e	285.1 e	301.5 e	342.0 e	320.3 e	114.7 e	314.9 e	455.2 	759.8 	401.4 	448.0 	823.6 	778.1 	494.3 	368.8 	-47.9 	209.1 	327.3 	261.8 	1151.0 	319.7 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL	13043.0 	39139.0 	44460.0 	63390.0 	82224.0 	91288.0 	60421.0 	53249.0 	58877.0 	46607.0 	76236.0 	67699.0 	88488.0 	77605.0 	60853.0 	17793.0 	49215.0 	36014.0 	54766.0 	24675.0 	5907.0 	39498.0 	22422.0 p
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL	16699.0 	27513.0 	21076.4 	52340.9 	24120.2 	39771.2 	26227.8 	11903.3 	17005.7 	7358.0 	35527.0 	98935.0 	148590.0 	182030.0 	60206.0 	61747.0 	104570.0 	78503.0 	54567.0 	79284.0 	62446.0 	96096.0 	54533.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT	6633.9 	9895.5 	14282.0 	22836.3 	24080.8 	27552.2 	26881.5 	17422.7 	11684.3 	19743.6 	19077.2 	20919.1 	31899.3 	28450.3 	9310.5 	9583.1 	-1629.7 	-6528.8 	-2644.1 	-9784.4 	-3440.9 	-3878.3 	2545.9 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO	266.9 	636.1 	1343.7 	2437.8 	-1647.5 	1455.0 	5882.2 	13020.8 	15144.6 	22193.2 	33628.2 	52467.6 	84879.0 	68591.9 	-8581.6 	4628.6 	15605.6 	1792.4 	-9162.3 	-15786.5 	1303.7 	4430.2 	14307.7 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE	-15181.0 	24764.0 	80995.0 	190185.0 	278986.0 	320201.0 	313732.0 	123462.0 	126990.0 	194744.0 	387318.0 	319056.0 	666917.0 	640720.0 	193631.0 	186972.0 	251521.0 	91402.0 	171241.0 	192109.0 	312544.0 	328107.0 	598326.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI	1007.0 	587.0 	862.0 	1361.0 	2061.0 	1737.0 	2122.0 	1664.0 	2149.0 	2344.0 	3625.0 	4276.0 	7547.0 	5900.0 	1043.0 	689.0 	152.0 	-1041.0 	-1454.0 	-1767.0 	-1939.0 	-318.0 	364.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SK	2501.0 	2412.1 	3085.3 	2948.3 	-36.3 	-2583.7 	1431.5 	2895.3 	1527.8 	1333.6 	3592.6 	4758.0 	6068.4 	7478.8 	1945.0 	1991.7 	2111.5 	2236.3 	3807.9 	4356.4 	6481.1 	7727.6 	5020.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,UK	46493.0 	51225.0 	114772.0 	88004.0 	154874.0 	123141.0 	161108.0 	176600.0 	175178.0 	187790.0 	196348.0 	235190.0 	281792.0 	202249.0 	-60486.0 	-12718.0 	26538.0 	28975.0 	122455.0 	124388.0 	62698.0 	226509.0 	172036.0 
CO,S11_S14_S15,LIAB,F3_F4,PC_GDP,AT	: 	6.2 	4.9 	5.4 	11.2 	11.7 	7.4 	4.6 	6.4 	4.1 	6.8 	5.3 	7.3 	5.4 	1.3 	0.3 	3.0 	1.2 	1.0 	0.9 	2.2 	3.4 	4.3 
CO,S11_S14_S15,LIAB,F3_F4,PC_GDP,BE	3.5 	6.1 	7.6 	8.6 	9.6 	8.7 	2.7 	4.8 	11.4 	9.7 	5.2 	5.2 	17.0 	16.5 	12.1 	1.7 	21.7 	13.2 	8.2 	-2.1 	12.4 	23.0 	-1.5 
CO,S11_S14_S15,LIAB,F3_F4,PC_GDP,BG	0.0 	33.8 	2.5 	3.3 	4.6 	9.6 	5.6 	7.7 	11.5 	18.7 	18.4 	28.0 	41.2 	33.3 	4.7 	3.7 	1.4 	3.0 	7.3 	-1.1 	-0.3 	4.1 	6.2 
CO,S11_S14_S15,LIAB,F3_F4,PC_GDP,CY	73.7 	21.1 	27.8 	16.3 	25.3 	36.9 	1.0 	-11.5 	1.8 	8.5 	43.7 	12.4 	30.4 	29.8 	13.3 	15.1 	13.0 	16.5 	-13.3 	-0.3 	4.1 	9.7 p	8.7 p
CO,S11_S14_S15,LIAB,F3_F4,PC_GDP,CZ	9.2 	10.7 	12.3 	-2.4 	1.5 	-0.6 	-2.9 	5.0 	-2.7 	5.8 	4.3 	8.5 	9.3 	9.3 	0.5 	2.6 	2.1 	2.9 	4.4 	1.7 	0.3 	4.5 	4.1 
CO,S11_S14_S15,LIAB,F3_F4,PC_GDP,DE	1.2 	6.5 	5.2 	6.9 	8.6 	6.2 	3.5 	0.3 	1.2 	-1.7 	-0.2 	1.0 	2.1 	0.5 	-0.9 	0.0 	1.6 	1.3 	2.0 	0.1 	3.2 	3.7 	4.9 
CO,S11_S14_S15,LIAB,F3_F4,PC_GDP,DK	0.9 	8.8 	6.4 	9.5 	8.4 	20.1 	9.4 	5.9 	9.7 	6.7 	22.3 	23.8 	17.1 	18.8 	-1.9 	-2.9 	4.4 	7.9 	-3.0 	-0.3 	1.8 	2.2 	-1.4 
CO,S11_S14_S15,LIAB,F3_F4,PC_GDP,EE	8.7 	14.0 	19.8 	9.2 	1.9 	7.2 	14.3 	14.6 	14.5 	15.9 	23.2 	34.5 	12.3 	10.5 	-6.0 	-7.6 	-1.1 	6.8 	3.5 	5.6 	2.7 	6.0 	3.6 
CO,S11_S14_S15,LIAB,F3_F4,PC_GDP,EL	1.5 	5.3 	3.3 	6.6 	6.1 	10.3 	11.0 	8.0 	10.3 	11.3 	14.3 	16.4 	16.2 	15.5 	2.2 	2.4 	-6.5 p	-5.9 p	-4.8 p	-2.8 p	-2.8 p	-2.1 p	-0.8 p
CO,S11_S14_S15,LIAB,F3_F4,PC_GDP,ES	3.6 	5.1 	7.8 	12.2 	15.0 	17.1 	14.6 	14.8 	18.1 	19.4 	27.0 	35.0 	26.4 	11.7 	-1.2 	0.9 	-3.7 	-11.2 	-10.4 	-6.9 	-1.8 	-1.2 p	0.2 p
CO,S11_S14_S15,LIAB,F3_F4,PC_GDP,FI	-4.3 	-0.8 	-0.4 	5.2 	9.3 	11.7 	2.4 	7.7 	6.4 	6.5 	12.6 	8.9 	13.2 	16.7 	0.8 	7.3 	3.6 	7.4 	2.8 	1.7 	6.9 	1.4 	8.2 
CO,S11_S14_S15,LIAB,F3_F4,PC_GDP,FR	0.0 	3.7 	3.8 	3.5 	8.1 	9.7 	8.4 	4.8 	4.4 	5.7 	8.2 	9.2 	11.2 	9.8 	3.3 	4.6 	6.4 	4.2 	2.1 	3.2 	4.6 	7.0 p	7.0 p
CO,S11_S14_S15,LIAB,F3_F4,PC_GDP,HR	: 	: 	: 	: 	: 	: 	: 	14.5 	11.1 	10.7 	13.6 	18.1 	16.8 	16.1 	2.6 	4.9 	-2.3 	-3.0 	-0.6 	0.1 	-1.4 	-0.1 	1.2 
CO,S11_S14_S15,LIAB,F3_F4,PC_GDP,HU	2.1 	7.0 	8.5 	4.8 	7.6 	11.9 	10.2 	7.8 	14.5 	12.2 	11.2 	13.9 	15.9 	12.6 	6.1 	-4.1 	-4.4 	-6.1 	-0.9 	-0.1 	-2.5 	-3.0 	0.9 
CO,S11_S14_S15,LIAB,F3_F4,PC_GDP,IE	: 	: 	: 	: 	: 	: 	: 	16.8 	8.2 	23.6 	33.6 	40.9 	24.9 	22.0 	-4.5 	2.2 	16.4 	-0.6 	-1.4 	2.5 	-2.3 	-15.6 	-7.5 
CO,S11_S14_S15,LIAB,F3_F4,PC_GDP,IT	4.5 	2.3 	2.7 	4.0 	8.2 	8.8 	8.3 	6.3 	6.9 	7.5 	9.6 	10.4 	12.0 	6.6 	0.8 	5.0 	3.1 	-0.8 	-3.0 	-0.5 	-1.4 	-0.1 	2.1 
CO,S11_S14_S15,LIAB,F3_F4,PC_GDP,LT	5.1 	2.3 	6.1 	4.2 	4.0 	2.1 	2.1 	3.6 	7.0 	8.5 	14.2 	18.7 	24.9 	10.4 	-9.4 	-5.9 	-2.2 	0.4 	-0.4 	0.3 	2.4 	4.4 	3.7 
CO,S11_S14_S15,LIAB,F3_F4,PC_GDP,LU	: 	: 	: 	: 	17.1 	9.8 	30.3 	17.4 	69.6 	-9.1 	0.6 	25.9 	146.2 	-5.6 	7.4 	-22.5 	21.4 	25.9 	27.8 	29.7 	27.6 	5.2 	-15.5 
CO,S11_S14_S15,LIAB,F3_F4,PC_GDP,LV	-3.8 	3.6 	9.3 	9.1 	3.3 	6.5 	6.4 	9.5 	8.2 	18.3 	27.6 	33.6 	29.5 	9.1 	-8.6 	2.5 	-2.0 	-2.1 	0.9 	-11.8 	0.7 	0.3 	0.3 
CO,S11_S14_S15,LIAB,F3_F4,PC_GDP,MT	12.0 e	13.7 e	9.8 e	7.9 e	7.9 e	8.3 e	7.5 e	2.5 e	6.6 e	9.4 	14.8 	7.5 	7.8 	13.4 	12.7 	7.5 	5.4 	-0.7 	2.7 	3.9 	2.7 	11.3 	2.9 
CO,S11_S14_S15,LIAB,F3_F4,PC_GDP,NL	4.0 	11.4 	12.0 	16.1 	19.6 	20.2 	12.5 	10.6 	11.5 	8.8 	13.8 	11.6 	14.3 	12.0 	9.7 	2.8 	7.6 	5.5 	8.3 	3.7 	0.9 	5.6 	3.0 p
CO,S11_S14_S15,LIAB,F3_F4,PC_GDP,PL	4.8 	6.4 	4.0 	8.6 	3.6 	5.3 	3.4 	1.5 	2.0 	0.8 	3.6 	9.2 	12.5 	14.2 	4.4 	4.3 	6.7 	4.8 	3.3 	4.6 	3.5 	5.2 	2.7 
CO,S11_S14_S15,LIAB,F3_F4,PC_GDP,PT	7.5 	10.5 	14.0 	20.5 	20.1 	21.4 	19.8 	12.2 	8.0 	13.0 	12.0 	12.6 	18.2 	15.9 	5.3 	5.3 	-0.9 	-3.9 	-1.6 	-5.7 	-1.9 	-2.1 	1.3 p
CO,S11_S14_S15,LIAB,F3_F4,PC_GDP,RO	3.5 	5.5 	5.2 	6.5 	-3.0 	1.8 	5.0 	8.5 	7.6 	8.9 	11.6 	15.1 	19.8 	12.7 	-1.6 	0.9 	2.8 	0.3 	-1.4 	-2.4 	0.2 	0.6 	1.7 p
CO,S11_S14_S15,LIAB,F3_F4,PC_GDP,SE	-0.8 	1.3 	4.0 	9.0 	12.5 	13.4 	12.6 	4.8 	4.7 	6.9 	13.3 	10.3 	20.2 	18.9 	5.9 	5.3 	6.9 	2.5 	4.5 	4.9 	7.4 	7.5 	13.1 
CO,S11_S14_S15,LIAB,F3_F4,PC_GDP,SI	9.6 	4.8 	6.2 	8.9 	12.0 	9.2 	10.0 	7.0 	8.4 	8.5 	12.4 	13.6 	21.5 	15.5 	2.9 	1.9 	0.4 	-2.9 	-4.0 	-4.7 	-5.0 	-0.8 	0.8 
CO,S11_S14_S15,LIAB,F3_F4,PC_GDP,SK	12.7 	11.0 	12.6 	11.1 	-0.1 	-8.2 	4.2 	7.8 	3.7 	2.9 	7.1 	8.5 	9.6 	10.9 	3.0 	2.9 	3.0 	3.1 	5.1 	5.7 	8.2 	9.5 	5.9 
CO,S11_S14_S15,LIAB,F3_F4,PC_GDP,UK	5.5 	5.7 	12.1 	8.9 	15.0 	11.3 	14.3 	14.9 	14.0 	14.3 	14.1 	16.0 	18.3 	12.8 	-3.9 	-0.8 	1.6 	1.7 	7.0 	6.7 	3.3 	11.5 	8.4 
