unit,bop_item,sector10,sectpart,stk_flow,partner,s_adj,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
MIO_NAC,CKA,S1,S1,BAL,WRL_REST,NSA,FI	4064.2 	3862.6 	5779.3 	6231.0 	6612.4 	10395.3 	11728.0 	12321.6 	7166.2 	9306.5 	5273.1 	6525.0 	7046.0 	4231.0 	3126.0 	2222.7 	-3233.0 	-4342.0 	-4337.9 	-3565.9 	-1456.0 	-1505.0 	-1326.0 
MIO_NAC,CKA,S1,S1,BAL,WRL_REST,NSA,FR	: 	: 	: 	: 	48810.0 	17765.0 	23625.0 	18361.0 	5839.0 	10328.0 	1862.0 	5110.0 	-322.0 	-13513.0 	-10321.0 	-12403.0 	-17847.0 	-23545.0 	-10736.0 	-21728.0 	-9113.0 	-15333.0 	-12001.0 
MIO_NAC,CKA,S1,S1,BAL,WRL_REST,NSA,HR	: 	: 	: 	: 	: 	-4114.0 	-4789.0 	-11368.0 	-13301.0 	-10480.0 	-13992.0 	-20557.0 	-23252.0 	-31175.0 	-16974.0 	-3595.0 	-2351.0 	-461.0 	3466.0 	7732.0 	17468.0 	13781.0 	16630.0 
MIO_NAC,CKA,S1,S1,BAL,WRL_REST,NSA,HU	-173561.2 	-239960.8 	-330312.2 	-700520.9 	-908758.8 	-1053383.6 	-809288.8 	-1049827.0 	-1534960.7 	-1776125.5 	-1421890.7 	-1552200.4 	-1642768.9 	-1582683.0 	238306.0 	575887.0 	878310.0 	1228255.1 	2220380.2 	1699411.6 	2517969.0 	2176472.8 	1595414.3 
MIO_NAC,CKA,S1,S1,BAL,WRL_REST,NSA,IE	: 	: 	: 	: 	: 	: 	: 	924.0 	1163.0 	198.9 	-5688.7 	-9600.2 	-12715.3 	-12857.0 	-9483.0 	-3241.0 	-3832.0 	-4520.0 	1852.0 	-4675.0 	10254.0 	-15703.0 	-3244.0 
MIO_NAC,CKA,S1,S1,BAL,WRL_REST,NSA,IT	20459.0 	29459.0 	31348.0 	21008.0 	15974.0 	3909.0 	7848.0 	-3675.0 	-6138.0 	-3276.0 	-12331.0 	-21720.0 	-20545.0 	-46173.0 	-29498.0 	-54696.0 	-48029.0 	-1496.0 	15103.0 	33644.0 	28313.0 	39656.0 	47269.0 
MIO_NAC,CKA,S1,S1,BAL,WRL_REST,NSA,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	-1257.3 	-1322.8 	-2265.2 	-3884.6 	-3829.6 	1543.4 	700.4 	-419.6 	493.9 	1381.0 	2133.4 	270.1 	268.9 	872.4 
MIO_NAC,CKA,S1,S1,BAL,WRL_REST,NSA,LU	: 	: 	: 	: 	: 	: 	: 	2238.0 	1585.0 	2760.0 	4260.0 	3106.0 	3473.0 	2637.0 	2257.0 	2487.0 	2434.0 	2075.0 	1946.0 	1904.0 	2342.0 	2465.0 	2512.0 
MIO_NAC,CKA,S1,S1,BAL,WRL_REST,NSA,LV	: 	: 	: 	: 	: 	-293.0 	-523.0 	-525.0 	-685.0 	-1247.0 	-1439.0 	-3381.0 	-4279.0 	-2667.0 	1914.0 	719.0 	-213.0 	-142.0 	-48.0 	344.0 	562.0 	652.0 	406.0 
MIO_NAC,CKA,S1,S1,BAL,WRL_REST,NSA,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	-111.2 	-176.0 	-161.0 	-39.0 	-41.1 	-329.5 	-178.4 	83.9 	227.8 	339.0 	886.9 	591.8 	755.7 	1596.8 
MIO_NAC,CKA,S1,S1,BAL,WRL_REST,NSA,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	40814.0 	39319.0 	51785.0 	32292.0 	31826.0 	34583.0 	41688.0 	56680.0 	57954.0 	65139.0 	56540.0 	40052.0 	55924.0 	76580.0 
MIO_NAC,CKA,S1,S1,BAL,WRL_REST,NSA,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	-46686.0 	-22641.0 	-36261.0 	-62382.0 	-71544.0 	-32171.0 	-52068.0 	-50878.0 	-24772.0 	16820.0 	6336.0 	32279.0 	9850.0 	28185.0 
MIO_NAC,CKA,S1,S1,BAL,WRL_REST,NSA,PT	: 	-2322.0 	-3735.0 	-6043.0 	-8027.0 	-12121.0 	-12092.0 	-9413.0 	-7268.0 	-10076.0 	-13421.0 	-15767.0 	-15087.0 	-19535.0 	-16242.0 	-15763.0 	-7938.0 	484.0 	5478.0 	2456.0 	2302.0 	2979.0 	2698.0 
MIO_NAC,CKA,S1,S1,BAL,WRL_REST,NSA,RO	: 	: 	: 	: 	-2234.0 	-3038.0 	-6312.0 	-4873.0 	-11095.0 	-18614.0 	-22925.0 	-36045.0 	-55316.0 	-59639.0 	-22198.0 	-26166.0 	-24760.0 	-20144.0 	6594.0 	13190.0 	8553.0 	3395.0 	-18586.0 
MIO_NAC,CKA,S1,S1,BAL,WRL_REST,NSA,SE	55594.0 	54283.0 	72123.0 	76364.0 	62745.0 	90474.0 	115399.0 	114526.0 	157601.0 	168554.0 	178180.0 	234274.0 	266417.0 	260313.0 	194327.0 	204954.0 	195470.0 	199728.0 	187895.0 	173367.0 	182046.0 	183416.0 	146853.0 
MIO_NAC,CKA,S1,S1,BAL,WRL_REST,NSA,SI	-79.0 	10.0 	23.0 	-132.0 	-691.0 	-607.0 	3.0 	52.0 	-380.0 	-843.0 	-638.0 	-711.0 	-1502.0 	-2049.0 	-194.0 	10.0 	-15.0 	816.0 	1755.6 	2257.5 	2172.0 	1921.0 	2753.6 
MIO_NAC,CKA,S1,S1,BAL,WRL_REST,NSA,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	-3369.5 	-4189.3 	-4338.9 	-2842.5 	-3506.7 	-1719.8 	-2149.8 	-2611.6 	2098.2 	2443.1 	1600.3 	1399.1 	-125.7 	-899.7 
MIO_NAC,CKA,S1,S1,BAL,WRL_REST,NSA,UK	: 	: 	1182.0 	-1258.0 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	-91873.0 	-92824.0 	-95143.0 	-104483.0 	-78220.0 
PC_GDP,CKA,S1,S1,BAL,WRL_REST,NSA,AT	-2.8 	-2.8 	-2.5 	-2.0 	-2.4 	-0.9 	-1.0 	1.9 	1.5 	2.0 	2.3 	3.0 	3.8 	4.4 	2.6 	2.9 	1.5 	1.3 	1.8 	2.4 	1.2 	2.4 	1.9 
PC_GDP,CKA,S1,S1,BAL,WRL_REST,NSA,BE	: 	: 	: 	: 	: 	: 	: 	: 	3.2 	3.1 	1.9 	1.9 	1.6 	-1.5 	-1.3 	1.5 	-1.2 	0.5 	-0.4 	-1.1 	-1.0 	-0.5 	0.8 
PC_GDP,CKA,S1,S1,BAL,WRL_REST,NSA,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-25.7 	-21.2 	-7.0 	-0.9 	1.5 	0.4 	2.4 	3.5 	3.1 	4.8 	7.7 
PC_GDP,CKA,S1,S1,BAL,WRL_REST,NSA,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-15.3 	-7.3 	-11.0 	-3.7 	-5.8 	-3.5 	-3.5 	-1.2 	-4.9 	-7.9 
PC_GDP,CKA,S1,S1,BAL,WRL_REST,NSA,CZ	-2.3 	-6.2 	-5.8 	-1.9 	-2.3 	-4.4 	-4.9 	-5.1 	-5.7 	-4.2 	-1.4 	-2.1 	-4.0 	-1.2 	-1.0 	-2.6 	-1.8 	-0.3 	1.5 	0.9 	2.5 	2.7 	2.0 
PC_GDP,CKA,S1,S1,BAL,WRL_REST,NSA,DE	-1.3 	-0.8 	-0.5 	-0.7 	-1.5 	-1.5 	-0.5 	1.7 	1.7 	4.5 	4.5 	5.6 	6.7 	5.6 	5.7 	5.7 	6.1 	7.0 	6.7 	7.6 	8.9 	8.6 	7.9 
PC_GDP,CKA,S1,S1,BAL,WRL_REST,NSA,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.3 	3.3 	1.5 	2.9 	3.4 	6.6 	6.9 	6.3 	7.7 	8.7 	7.9 	8.1 	8.1 
PC_GDP,CKA,S1,S1,BAL,WRL_REST,NSA,EE	-4.0 	-8.2 	-11.2 	-8.6 	-4.3 	-5.0 	-6.9 	-10.6 	-12.3 	-11.3 	-8.0 	-12.8 	-13.8 	-7.5 	6.0 	5.3 	5.4 	1.4 	3.1 	1.9 	3.9 	3.0 	4.2 
PC_GDP,CKA,S1,S1,BAL,WRL_REST,NSA,EL	: 	: 	: 	: 	: 	: 	: 	-5.8 	-7.8 	-6.5 	-7.8 	-10.1 	-13.3 	-13.4 	-11.5 	-10.5 	-8.7 	-2.6 	-0.4 	-0.2 	0.9 	-0.7 	-0.5 
PC_GDP,CKA,S1,S1,BAL,WRL_REST,NSA,ES	0.0 	0.2 	0.1 	-0.7 	-2.3 	-3.7 	-3.7 	-2.8 	-2.8 	-4.7 	-6.7 	-8.4 	-9.3 	-8.8 	-4.0 	-3.5 	-2.8 	0.3 	2.2 	1.6 	1.8 	2.5 	2.1 
PC_GDP,CKA,S1,S1,BAL,WRL_REST,NSA,FI	4.0 	3.7 	5.2 	5.2 	5.2 	7.6 	8.1 	8.3 	4.7 	5.9 	3.2 	3.8 	3.8 	2.2 	1.7 	1.2 	-1.6 	-2.2 	-2.1 	-1.7 	-0.7 	-0.7 	-0.6 
PC_GDP,CKA,S1,S1,BAL,WRL_REST,NSA,FR	: 	: 	: 	: 	3.5 	1.2 	1.5 	1.2 	0.4 	0.6 	0.1 	0.3 	0.0 	-0.7 	-0.5 	-0.6 	-0.9 	-1.1 	-0.5 	-1.0 	-0.4 	-0.7 	-0.5 
PC_GDP,CKA,S1,S1,BAL,WRL_REST,NSA,HR	: 	: 	: 	: 	: 	-2.3 	-2.5 	-5.4 	-5.7 	-4.2 	-5.2 	-7.0 	-7.2 	-9.0 	-5.1 	-1.1 	-0.7 	-0.1 	1.0 	2.3 	5.1 	3.9 	4.5 
PC_GDP,CKA,S1,S1,BAL,WRL_REST,NSA,HU	-3.0 	-3.4 	-3.7 	-6.7 	-7.8 	-7.9 	-5.2 	-6.0 	-8.0 	-8.4 	-6.3 	-6.4 	-6.4 	-5.8 	0.9 	2.1 	3.1 	4.3 	7.3 	5.2 	7.3 	6.1 	4.2 
PC_GDP,CKA,S1,S1,BAL,WRL_REST,NSA,IE	: 	: 	: 	: 	: 	: 	: 	0.7 	0.8 	0.1 	-3.3 	-5.2 	-6.4 	-6.8 	-5.6 	-1.9 	-2.2 	-2.6 	1.0 	-2.4 	3.9 	-5.7 	-1.1 
PC_GDP,CKA,S1,S1,BAL,WRL_REST,NSA,IT	2.3 	2.9 	2.9 	1.9 	1.4 	0.3 	0.6 	-0.3 	-0.4 	-0.2 	-0.8 	-1.4 	-1.3 	-2.8 	-1.9 	-3.4 	-2.9 	-0.1 	0.9 	2.1 	1.7 	2.3 	2.7 
PC_GDP,CKA,S1,S1,BAL,WRL_REST,NSA,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	-6.9 	-6.3 	-9.4 	-13.4 	-11.7 	5.7 	2.5 	-1.3 	1.5 	4.0 	5.8 	0.7 	0.7 	2.1 
PC_GDP,CKA,S1,S1,BAL,WRL_REST,NSA,LU	11.9 	10.4 	9.6 	8.5 	7.6 	12.2 	7.9 	8.9 	6.1 	9.9 	14.2 	9.2 	9.3 	6.9 	6.1 	6.2 	5.6 	4.7 	4.2 	3.8 	4.5 	4.7 	4.5 
PC_GDP,CKA,S1,S1,BAL,WRL_REST,NSA,LV	: 	: 	: 	: 	: 	-3.4 	-5.6 	-5.2 	-6.5 	-10.7 	-10.5 	-19.6 	-18.9 	-11.0 	10.2 	4.0 	-1.1 	-0.6 	-0.2 	1.5 	2.3 	2.6 	1.5 
PC_GDP,CKA,S1,S1,BAL,WRL_REST,NSA,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	-2.3 	-3.4 	-3.0 	-0.7 	-0.7 	-5.4 	-2.7 	1.0 	3.6 	4.4 	10.5 	6.2 	7.4 	14.3 
PC_GDP,CKA,S1,S1,BAL,WRL_REST,NSA,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.7 	7.1 	8.9 	5.2 	4.9 	5.5 	6.5 	8.7 	8.9 	9.9 	8.4 	5.8 	7.9 	10.4 
PC_GDP,CKA,S1,S1,BAL,WRL_REST,NSA,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	-5.0 	-2.3 	-3.4 	-5.3 	-5.6 	-2.3 	-3.6 	-3.2 	-1.5 	1.0 	0.4 	1.8 	0.5 	1.4 
PC_GDP,CKA,S1,S1,BAL,WRL_REST,NSA,PT	: 	-2.4 	-3.6 	-5.5 	-6.7 	-9.4 	-8.9 	-6.6 	-5.0 	-6.6 	-8.5 	-9.5 	-8.6 	-10.9 	-9.3 	-8.8 	-4.5 	0.3 	3.2 	1.4 	1.3 	1.6 	1.4 
PC_GDP,CKA,S1,S1,BAL,WRL_REST,NSA,RO	: 	: 	: 	: 	-4.0 	-3.7 	-5.3 	-3.2 	-5.6 	-7.5 	-7.9 	-10.4 	-12.9 	-11.1 	-4.2 	-4.9 	-4.4 	-3.4 	1.0 	2.0 	1.2 	0.4 	-2.0 
PC_GDP,CKA,S1,S1,BAL,WRL_REST,NSA,SE	2.9 	2.8 	3.6 	3.6 	2.8 	3.8 	4.6 	4.4 	5.9 	6.0 	6.1 	7.6 	8.1 	7.7 	5.9 	5.8 	5.3 	5.4 	5.0 	4.4 	4.3 	4.2 	3.2 
PC_GDP,CKA,S1,S1,BAL,WRL_REST,NSA,SI	-0.5 	0.1 	0.1 	-0.7 	-3.3 	-2.8 	0.0 	0.2 	-1.4 	-3.0 	-2.2 	-2.3 	-4.3 	-5.4 	-0.5 	0.0 	0.0 	2.3 	4.8 	6.0 	5.6 	4.8 	6.4 
PC_GDP,CKA,S1,S1,BAL,WRL_REST,NSA,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	-9.7 	-10.6 	-9.5 	-5.1 	-5.3 	-2.7 	-3.2 	-3.7 	2.9 	3.3 	2.1 	1.8 	-0.2 	-1.1 
PC_GDP,CKA,S1,S1,BAL,WRL_REST,NSA,UK	: 	: 	0.1 	-0.1 	-2.7 	-2.3 	-2.1 	-2.3 	-1.9 	-2.4 	-2.1 	-3.2 	-3.8 	-4.6 	-3.9 	-3.8 	-2.4 	-4.3 	-5.2 	-5.0 	-5.0 	-5.3 	-3.8 
