Country,id,Unit,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Luxembourg,ZVGDF,(2010 = 100) ,54.2965966,55.4010946,55.2482333,56.1348877,58.5727693,58.57281,58.3249213,58.3776948,60.7360773,66.0545133,66.0034654,65.8716598,68.2786004,72.2513505,73.2935171,67.226217,68.1359379,68.3409345,70.4563568,71.0635393,70.3130566,68.9382794,68.9271097,70.5423484,74.1999552,75.7340286,81.3377987,82.0680945,86.076619,91.148541,92.2234412,95.9404667,94.9312118,96.0215577,96.4945704,94.9768499,93.7238384,95.9342264,97.8123375,101.2971458,104.9131427,102.7117875,103.461436,102.6465617,103.43092,103.7578735,105.5537346,109.8883502,103.7691191,97.4982921,100,99.2658503,95.9477971,96.766911,99.2322798,99.4872117,99.8007761,99.2349873,99.9036479,100.5904812
Hungary,ZVGDF,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.7760611,87.2053601,89.2597498,91.1729422,91.5392759,93.5264793,95.6730539,98.1288853,100.0595993,103.3816801,105.8434145,107.6198006,105.9882435,106.1087998,99.2703591,100,101.249461,99.2928136,100.1115483,100.6663055,101.5852877,101.9077409,103.7668816,105.7070899,106.774997
Malta,ZVGDF,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.1289904,89.1116386,91.7171156,93.3778679,95.4368298,100.358077,98.9860226,101.6849146,102.9226077,101.677095,102.5746577,101.6096153,102.2058608,102.6948728,99.2237242,100,99.0404228,99.5974769,101.5340115,105.8914261,110.1600724,110.3608996,111.8872203,113.456516,114.3976822
Netherlands,ZVGDF,(2010 = 100) ,53.3001533,53.6379685,54.2955086,55.0341423,57.9054761,59.5432084,59.7308112,61.7589456,63.9448039,66.0910682,68.1049955,69.228151,70.6368388,72.8143745,74.0169007,73.2952082,75.4599828,76.18919,76.894165,76.8091571,76.4857252,75.8034718,75.4295736,77.3223516,79.013877,79.5655498,79.9987447,80.1112005,81.3438652,83.0521704,84.4486058,85.1467814,85.2829863,85.7543761,87.7410634,88.8604181,90.0185741,91.319456,92.911998,95.0231993,97.1233855,97.3208194,96.8271223,97.1937914,99.0125238,100.3538106,101.7105173,102.7799042,102.3808632,98.6254675,100,100.776888,99.7930439,100.1648328,101.4580878,102.642602,103.5101577,104.8853507,105.7217535,106.5333754
Austria,ZVGDF,(2010 = 100) ,50.7489788,52.3424566,52.6744901,54.1991821,56.5922148,57.4670536,59.9943943,61.4722388,63.7168885,66.7191625,70.109922,71.7528088,74.1550547,75.4015209,76.337789,74.9720239,76.9099721,78.7853748,77.2488901,79.9415638,79.6579696,78.6115344,80.0034873,81.9046194,81.2432266,82.2884724,83.2033099,83.4843879,84.7997815,86.3870772,87.9586952,89.0722191,89.536622,89.2627971,90.2980603,91.8260578,92.6418787,93.1059851,94.7736679,96.2255984,97.7855683,97.6115912,98.4526943,98.1359968,99.6127848,100.3459657,101.9708498,103.7694924,103.2578285,99.1092786,100,101.3643434,100.8347187,100.0632305,99.7982169,100.0027963,100.145765,101.3813258,102.6103379,103.3509333
Poland,ZVGDF,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.8648689,73.9134203,76.7241084,77.9989381,81.4121081,83.9217807,84.7554763,87.020599,89.8724844,92.9036465,93.8439773,96.2849404,98.1612611,97.4814528,97.4830264,100,101.9772731,101.2115247,100.6903507,100.8636609,101.6278518,102.6537084,105.0098346,107.1472432,108.8494073
Portugal,ZVGDF,(2010 = 100) ,35.0763947,35.9361084,39.3278697,40.6536791,42.9577444,46.6671894,48.3296032,50.0476253,52.3616683,53.3122706,56.4401948,60.3740805,65.3033708,67.1235101,67.5535624,63.5331381,64.195596,66.6201927,70.3897891,72.946211,75.3633589,74.9050508,75.982456,75.9483529,74.921648,75.3128766,78.3546094,81.9412237,83.675655,86.6860895,90.9003411,90.7448365,92.8123123,92.0873083,92.8975081,94.4680874,95.6463906,96.8026029,97.9537535,98.9884186,99.5745942,98.7990591,97.9814826,96.6768099,97.9409245,98.1148035,98.6002101,100.2151092,99.4191575,97.6606961,100,99.3170592,98.1048798,99.1109265,99.4245949,100.5861971,101.4008247,102.1028554,103.0645108,104.1516064
Romania,ZVGDF,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.9726932,75.4300925,71.6850576,71.7606772,72.4019049,74.5674004,79.0284845,88.2952837,92.9046435,100.7896043,104.2662772,109.3988643,110.339679,112.2891203,104.6806577,100,100.6339734,102.7151299,105.4309422,106.7729225,110.1578136,114.7757433,119.7676438,122.9233126,125.7975533
Slovenia,ZVGDF,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.7324045,82.7352259,86.8280519,88.4673757,90.5639741,92.0269257,93.0794643,94.5150531,96.0272092,98.5097724,101.1600006,103.8857386,106.4419681,105.7235685,97.725871,100,101.6712088,99.8653487,99.6804108,102.6643149,104.5157693,107.061614,110.7471166,114.1179418,116.503221
Slovakia,ZVGDF,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.2382292,73.2048932,75.342723,75.5668236,74.7193318,75.3660184,76.1697898,78.2844505,81.3091867,84.7297021,88.0959021,92.4601307,98.7209914,100.3478547,95.2558177,100,100.7071965,101.9849623,103.8341798,105.9715514,107.6787034,109.5941196,111.6919249,114.4297194,117.1669145
Finland,ZVGDF,(2010 = 100) ,41.6246914,43.2023223,43.5956733,44.0488968,45.4478873,46.4962446,46.5471983,47.1884065,47.9038712,51.0925863,53.1221102,53.5194891,56.1890869,58.1954689,58.7323668,59.5947606,59.2418721,59.2669349,60.8131206,63.6170201,65.2069323,64.7258259,65.3981529,66.3938276,67.4712498,68.9424035,70.1398776,71.522987,73.7475414,75.8056196,75.5255052,73.0975381,73.6831636,75.9931208,79.7219527,82.0746308,84.0786162,87.0663437,90.0963202,91.9842599,95.0766685,95.8808914,96.230901,97.4186409,100.1647825,101.217504,103.4091436,106.3388981,104.7352,97.0864556,100,101.2800034,98.8932475,98.3078264,97.7946613,97.8199793,99.3707578,100.72908,102.015661,103.2559746
Sweden,ZVGDF,(2010 = 100) ,62.1395384,64.0147791,65.1398478,67.0764998,69.9686311,70.597493,70.1255649,71.2375803,71.7517757,73.2326557,75.564782,74.7800312,74.8328898,76.1790911,76.4589259,76.3339755,75.7871671,73.4127396,73.5274839,74.8070048,75.1711053,74.0395227,74.1690271,74.617147,76.4499159,76.6003679,77.3612736,78.476631,78.7049435,78.786693,77.6863403,76.3531989,76.4941413,76.3547013,79.3482478,81.2510173,82.1807532,84.5166435,86.6402873,88.8386101,91.0666058,90.712425,91.8883871,93.6393063,97.1881261,98.8634522,101.4715762,102.3960273,100.1653289,95.5531396,100,100.6630922,99.1833575,99.1421793,100.1042093,102.7732059,103.9590656,103.8872456,104.3414215,104.3549872
United Kingdom,ZVGDF,(2010 = 100) ,54.9992775,55.4486414,55.2408637,57.3009636,59.2967515,59.4401164,59.4208917,60.791438,63.343431,63.602892,64.4998398,66.0959612,67.994085,70.60845,67.8257262,66.2827618,68.0430644,69.1758462,71.0568706,72.3964769,70.8045835,71.2344019,73.0195518,75.829433,76.0321627,78.0434119,79.7482628,81.8297312,83.307621,83.0148621,82.3718903,82.1482426,82.7135689,84.5578417,86.7392792,87.5515698,88.4802621,90.4104699,91.8901221,93.3037064,95.2507132,96.4988323,97.6809747,99.635749,100.6378188,102.2944505,103.4062682,104.4455479,102.6680961,98.9175302,100,100.6947934,101.0541516,101.9043203,102.9482808,103.6445768,104.1133266,104.6016187,105.13665,105.4517225
Iceland,ZVGDF,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.2673839,67.9672631,69.720362,71.5942754,72.1776813,70.5849284,72.0226985,76.7946668,78.8532325,81.2103538,82.8730284,82.7933923,82.006858,79.5734252,81.4928144,81.7861946,84.807203,87.9936261,88.6832163,89.2130263,90.1979961,89.2235553,85.6844083,86.6123282,88.9057555,87.0115946,89.9700703,92.9057391,94.6111395,94.2416699,95.2616979,96.2371393,96.4154895,97.1543233,103.0039206,104.1319931,102.1218323,105.969141,105.6873183,103.1037371,100,102.0735747,102.8125359,105.0335621,105.916773,107.4131092,111.3746511,112.5058412,112.9192066,113.5881806
Turkey,ZVGDF,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.215461,100,93.1350406,85.9438996,82.1962533,77.93365,74.6325369,70.6561725,69.2718402,67.1295443,65.3732801
Norway,ZVGDF,(2010 = 100) ,52.886921,54.6877706,54.9441873,55.7330554,57.2758251,58.8398756,59.6736163,61.848433,62.0483408,63.639013,63.2153254,65.0230142,66.7461905,67.9590022,68.5485906,69.4864201,70.2952221,70.3060209,71.0425991,72.3256677,73.4829025,72.9270114,71.951274,73.7097412,76.6760493,78.7253069,79.3751585,78.8542834,77.9390962,79.241598,80.7241477,83.295539,86.0728906,87.8202896,91.1335775,93.377747,96.3226447,98.7949817,98.6133523,99.0922157,101.112619,102.295598,102.9050594,103.8931605,106.6813741,107.4142536,106.4897996,105.4371914,102.4913959,99.8429737,100,99.153734,99.5437731,98.6722457,98.7861908,99.5865453,99.6737602,100.0562658,100.4322206,101.1343824
Switzerland,ZVGDF,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.8614446,85.2558911,85.3220097,86.4090321,86.3799288,86.6182395,88.3147882,89.6833582,90.2520532,92.7025,92.5510071,91.9588809,91.9670394,94.0189141,96.1228657,98.1419411,100.0023375,100.1690738,97.4874236,100,99.7274679,99.2312211,99.9275313,100.7954447,100.6516164,100.681949,100.6896391,102.1228976,103.220647
United States,ZVGDF,(2010 = 100) ,55.2893509,56.1893549,58.4474497,60.2706654,62.0306432,64.050513,65.7459812,65.7921797,67.1911817,67.4019485,66.7074123,68.0320263,69.5786168,71.1975551,69.3248048,69.1422372,70.890357,71.8734293,73.0919815,73.2317693,72.0839599,72.7228995,71.1218532,73.2093377,75.7930311,77.1162341,77.8392212,78.449273,79.8573881,80.9763327,81.2071877,81.0242746,83.0194559,83.9392078,85.4300948,86.2026297,87.808839,89.5212127,91.5192058,93.6233269,94.6319588,94.3397054,95.1666141,96.2115049,98.0069648,98.9535132,99.2049786,99.2208238,98.3934147,97.5318312,100,100.8405134,101.4151567,101.9083285,102.8469909,103.9954726,103.7755545,104.604278,105.8407252,107.2388889
Japan,ZVGDF,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.5391889,75.8164674,76.6597311,77.1435492,79.2830669,82.7722403,83.6038532,85.4885767,89.293532,91.4676396,93.679027,93.8711985,92.6136217,91.4684384,91.2759421,92.5728859,94.2244111,93.8615854,92.7736051,92.7096181,95.1198997,95.2274218,95.7494042,96.9265531,98.4733363,99.3115263,100.0178066,101.0061162,99.9885951,95.5584246,100,100.14714,102.0216806,103.6546515,103.5431012,104.5518784,104.7306456,105.8156333,106.5228858,107.0363231
Canada,ZVGDF,(2010 = 100) ,61.0282475,61.9788255,64.726921,66.671993,68.9806888,71.116921,73.05976,73.1599253,75.4858851,77.2772828,78.0585425,79.374254,81.5835238,83.8533996,83.9259075,83.5561617,86.3526483,87.0390118,87.8738413,87.7448587,86.8461344,87.0683894,85.1670293,86.275485,89.3818328,90.9056452,90.4556559,91.4062766,92.297719,91.7844456,90.5748243,88.756816,89.4276941,90.8129557,93.112599,94.1553101,94.4542218,96.4369784,97.9771689,100.5111976,103.3040362,103.5120952,104.1094453,103.5046567,104.2239242,104.8865058,104.8071479,103.8471508,102.3538219,99.3988856,100,100.7155196,100.2656723,100.4840714,101.5169181,100.8191085,100.6479118,101.5675187,NA,NA
Mexico,ZVGDF,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.2276976,112.7416259,115.0913707,116.6871803,116.1416708,117.4485004,114.1722901,110.7925528,109.8817009,110.3376672,110.1079452,110.7659024,109.7417385,107.1733439,100.0532387,100,101.1746837,100.8231827,100.0147227,100.7829822,101.1653886,101.3535192,NA,NA,NA
Australia,ZVGDF,(2010 = 100) ,59.6679649,59.7726984,61.9979671,64.5310438,65.8501998,65.3510568,66.8727201,68.376989,71.1153851,74.1312781,74.3325095,75.2906715,75.534786,76.3289587,76.0028084,77.185034,78.6028883,77.6591685,79.6882428,80.2797432,80.4115367,80.8217769,78.135408,81.6100249,83.3008236,83.9946016,83.8416181,86.0372009,85.8402823,85.793151,85.4152607,85.6498009,88.4722668,89.5839117,89.9677403,91.6069598,93.9264319,95.9339935,98.5823693,99.2603853,99.2778542,101.1791438,101.065938,102.3972232,101.9065092,101.49088,101.5165963,101.5964525,101.127942,100.5318302,100,100.8285167,101.0287167,101.6139487,101.4932882,102.2203007,102.2314547,NA,NA,NA
New Zealand,ZVGDF,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.934497,83.7605154,85.9602521,86.659345,87.4966576,85.3257013,87.382271,91.9790509,93.3255299,94.5227363,94.8086939,96.3104847,95.166515,97.2051862,98.4739537,99.6753439,101.6874151,102.9322012,102.4974819,101.5913692,101.2827667,102.5686176,98.4272168,100.5548975,100,100.9318411,102.4761518,101.4300401,101.1896488,101.7648506,100.7811993,NA,NA,NA
European Union,ZVGDK,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.8695376,100.86883,101.2529325,101.570404,101.8528978,102.4492039,102.4249049,102.1492668,101.8856693,102.1392657,102.1608165,102.6066122,102.8382392,102.049664,99.6030031,100,100.2196677,99.6419458,99.4295719,99.7942265,100.3599625,100.7293539,101.252805,101.6457509,101.8509147
European Union excluding UK,ZVGDK,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.3618392,101.3394015,101.6385617,101.940227,102.1873007,102.7752901,102.6921019,102.3194051,101.8950693,102.1448539,102.0805684,102.5625648,102.8161479,102.0630512,99.5779112,100,100.2328258,99.5326819,99.2225472,99.5344059,100.1392626,100.5433541,101.1499121,101.6242214,101.8969324
Euro area,ZVGDK,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.922116,101.8092077,102.1104836,102.4222194,102.6599782,103.2314372,103.1403649,102.6853117,102.1379881,102.2757283,102.1306951,102.54505,102.8137622,102.0592726,99.5546625,100,100.2382502,99.5410663,99.2169976,99.5403646,100.1541156,100.5670122,101.1769206,101.6820585,101.9953648
"EU15 (including DEL ""linked"" Germany)",ZVGDK,(2010 = 100) ,101.1199689,101.6324306,101.887332,102.1875356,102.7796781,102.8200503,102.6849033,102.4485844,102.8525996,103.4443831,103.5845265,103.2545972,103.3240642,103.8479571,103.1924286,101.6826412,102.1731578,102.0799452,102.1844985,102.469383,101.9004449,101.0883012,100.6556949,100.5820885,100.7464446,100.9552336,101.156636,101.405257,102.0168314,102.3115406,102.3328379,102.0409854,101.4990394,100.585317,100.9439909,101.1569533,101.0906131,101.4864471,101.8297553,102.1493142,102.751668,102.7110247,102.3793839,102.0327822,102.2168079,102.1835682,102.5759914,102.7795316,101.969051,99.5420525,100,100.2205598,99.6524187,99.4460195,99.8147658,100.3830537,100.7398483,101.2131695,101.5844678,101.7807046
"EA12 (including DEL ""linked"" Germany)",ZVGDK,(2010 = 100) ,101.7370311,102.3185922,102.7223682,102.9043763,103.356536,103.4926154,103.4835883,103.2171402,103.58305,104.4130547,104.6552096,104.3121646,104.3702201,104.8020331,104.4332649,102.8694563,103.3999166,103.307031,103.2960243,103.5149344,103.1029326,102.2952506,101.7176984,101.4522496,101.5892182,101.700983,101.857445,102.00333,102.6194497,103.0905288,103.3349895,103.2679396,102.7531023,101.6207775,101.8265597,101.9919918,101.8665678,102.1476977,102.4535314,102.7009612,103.2642228,103.1665903,102.6981302,102.1309276,102.2533593,102.0881234,102.4809567,102.7220979,101.9837393,99.561494,100,100.2253505,99.5229972,99.1961354,99.5033872,100.1041836,100.5006778,101.0880946,101.5768013,101.878846
Belgium,ZVGDK,(2010 = 100) ,95.1596797,95.9471353,96.6924518,97.2750635,98.4553979,98.3647209,97.999094,97.9417143,98.2191468,99.3911332,100.2626812,100.3421539,101.1042993,102.0411251,102.1247551,100.0856408,100.753966,99.650489,99.4470823,99.2045014,99.5982784,98.7750106,98.4551585,98.2251189,98.7939502,98.9679082,99.1713628,99.4666913,100.2987884,100.3689403,100.1387655,99.6981444,99.2151931,97.941893,98.3552375,98.4529807,98.3206838,98.8965139,98.8371148,99.3830415,99.9335055,99.4486838,99.5976284,99.4654859,100.2553631,100.361305,100.6628373,101.1900339,100.6928768,99.3138085,100,100.2351809,99.8952692,99.6160835,99.6199046,99.5983669,99.5306131,99.5768417,99.5877306,99.5359183
Bulgaria,ZVGDK,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.3902076,107.176703,105.9784074,107.0497616,103.2914663,104.8501136,105.1403957,106.6270829,107.7373962,108.9834251,109.3533177,109.0689338,108.5848841,106.0152076,100.9197887,100,99.4789038,97.9385916,96.821883,96.1602469,96.4966641,97.4367979,98.0901097,98.6084858,98.8970886
Czech Republic,ZVGDK,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.9913459,99.1635472,97.3955384,96.0150353,95.7687887,96.7709548,97.0096771,96.6916602,97.3843705,98.6704044,100.6447089,102.7336695,103.8145488,103.5018612,99.8016719,100,100.0121221,98.83495,98.0650707,98.8601906,100.5879904,101.1649341,102.5287433,103.1898299,103.588527
Denmark,ZVGDK,(2010 = 100) ,92.2237359,93.737615,94.9593895,94.3938822,96.7855701,97.4191285,97.3414037,98.3018025,99.2831692,100.3940421,99.550514,99.3910907,99.4565712,99.5140434,97.7549511,96.2203902,97.3133,96.9193922,96.6893952,97.1794327,96.2631548,95.7130166,96.7854153,97.4005816,98.4985823,99.2975118,100.1271922,99.10709,98.2870611,97.8113734,97.7849644,97.8998105,98.3700171,98.2061457,100.1216157,100.9250199,101.6076034,102.2683186,102.3706807,102.8905535,103.5567241,103.1069163,102.6832271,102.2847766,102.8303563,103.0671297,103.5281793,102.7907639,101.7506827,99.2877308,100,100.458835,100.3436176,100.4359559,100.7162852,100.8897499,101.0495451,101.2261758,101.15459,101.0516248
Germany,ZVGDK,(2010 = 100) ,99.9369848,99.749143,99.634827,98.9687942,99.5772113,99.7590493,99.1303812,97.6876151,98.405351,99.6855361,99.9483088,99.4863989,99.5317907,99.8748299,99.1179882,97.8947014,98.8245822,99.1357753,99.2861278,99.7871677,99.2836254,98.6399153,97.8218153,97.7341078,98.1600821,98.440629,98.6862197,98.6017577,99.3271935,100.0344184,101.1430246,102.1689292,101.7281724,100.3003865,100.3075773,100.0923836,99.5859016,99.5658197,99.5691732,99.5318297,99.92883,99.9742251,99.5463279,98.9044862,99.0946413,99.1120657,100.2264945,101.119225,101.1183031,98.5338073,100,101.1509578,101.0294343,100.9766801,101.4669799,101.8761013,102.3323186,102.8587045,103.3522643,103.6711356
Estonia,ZVGDK,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.0988552,120.3848805,123.4134069,121.40894,117.9774121,120.5313655,120.5054685,119.4562498,118.6378046,117.5756227,117.6965864,117.3213734,115.7032375,108.8396789,99.7529206,100,101.5478012,101.222328,100.0334269,99.9059321,99.4326586,99.2978271,100.0921487,100.310988,100.0385747
Ireland,ZVGDK,(2010 = 100) ,97.0158353,97.6359088,97.3108608,97.4495936,96.9823183,95.637926,94.1629205,94.6578332,95.9590723,95.9186605,94.7764406,93.8622329,94.089126,93.2515981,92.823746,93.1274937,91.6123276,92.8139311,93.3891103,92.0744136,91.2026793,90.2737217,89.2697204,87.7228741,88.055083,88.1973782,87.3692663,88.3763244,89.2912063,90.7477718,92.5784516,92.4929349,93.0086485,93.4521063,95.016233,97.998356,99.8908664,102.4903518,104.0772773,106.2970033,108.1764851,108.3707523,108.8187214,107.7132727,108.0522205,107.6977939,107.2073452,106.8468612,102.9987255,99.7349611,100,100.8483456,100.0385651,100.1855335,102.8441378,114.1677428,114.4461138,118.1792497,120.5582854,121.8039224
Greece,ZVGDK,(2010 = 100) ,111.3106831,114.0137225,110.6218587,113.4114485,114.5516689,115.9812822,115.4098585,114.8743975,114.3716742,115.5361175,116.0526935,115.937984,116.3458703,115.6616589,109.5982407,110.2190501,110.9945243,109.9145965,110.701932,109.7189453,108.0079159,105.6594604,103.7644283,101.9930624,102.0262267,102.134891,101.319402,99.4851846,100.4930038,101.2122592,100.1621645,100.4924618,99.9157434,98.4162828,98.6827256,99.0069681,99.5612344,100.8437913,101.4909751,101.7013731,102.3384773,103.0589695,103.8177778,105.1282556,106.1490655,105.5623564,106.9290173,106.8445496,105.4525199,102.7075059,100,95.9889961,93.368102,92.6364021,93.555336,94.0086392,94.4451766,95.4984233,96.6505319,97.8195229
Spain,ZVGDK,(2010 = 100) ,106.1796801,109.9970106,112.709253,115.017754,116.0229775,116.6552523,117.4331734,116.8268961,117.1776062,118.3601316,117.6687055,117.5366787,118.5042977,118.9662408,118.4519645,116.1723124,115.4069487,114.6373794,113.4947001,112.0478271,111.2154465,109.9598449,109.3698239,109.1452888,109.1855617,109.3622636,109.6792027,110.6637355,111.1491005,111.2353909,110.8119189,109.9677231,108.748251,107.1344176,106.9806935,106.834258,106.6869959,106.9060388,107.14321,107.2871869,107.6491774,107.4828302,106.855173,106.2689358,105.6676751,105.1918918,104.8071071,104.2991892,103.0755838,100.6969329,100,99.1524599,97.8054816,97.0498407,97.4098929,98.4407918,99.3898649,100.1842062,100.8199714,101.1994006
France,ZVGDK,(2010 = 100) ,100.3948966,100.8509987,101.9432891,102.7060708,103.4600933,103.4973564,103.6248236,103.5676717,103.2878442,103.9215939,104.1905602,104.1663792,103.8686723,104.2212129,103.9323209,101.9331954,102.1016209,102.1140388,102.3744885,102.4944037,101.877925,101.2016236,101.1905719,100.8532298,100.6945098,100.5690195,100.6776191,100.8074388,101.6090119,102.1750915,102.1802383,101.5925679,101.3595115,100.4806548,100.7525322,100.9318592,100.866887,101.1921824,101.8808021,102.3863265,102.9838311,102.8699048,102.5417066,102.1122447,102.4114257,102.237571,102.3212099,102.3121384,101.5114031,99.8058209,100,100.2134911,99.7278417,99.448285,99.3406992,99.2892494,99.2510023,99.3947538,99.5413155,99.5976238
Croatia,ZVGDK,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.1465132,107.9497722,109.3603703,108.8695021,107.2968058,107.9271067,108.7808262,109.6706056,109.9671239,109.782113,109.2019472,108.6619276,108.2141449,106.2916005,101.4482063,100,99.0903186,97.5028757,96.5745753,96.0063166,96.2905137,96.7668808,97.0930439,97.2918003,97.3251609
Italy,ZVGDK,(2010 = 100) ,103.0172431,104.1319297,104.3818272,104.3470514,103.652668,103.5860421,104.5418199,105.7306721,106.4917927,106.9748035,107.2195178,106.148353,105.8880277,106.8443328,107.2310156,104.9937075,106.4933159,106.2536313,106.3144605,107.3326331,107.1863113,106.1760511,105.2143526,104.6925602,104.9693261,105.1422086,105.3556216,105.6634416,106.2653398,106.5287456,106.2281791,105.7814576,105.1838542,104.2938245,104.636594,105.1526569,105.0359225,105.1431057,105.1196375,105.0284735,105.675503,105.5519231,104.7761912,104.0433577,103.8841741,103.4840189,103.4683892,103.2552743,102.1830823,99.6530928,100,99.990136,98.8865895,98.3546179,98.5687208,99.057804,99.4615198,100.0498058,100.5193503,100.8482327
Cyprus,ZVGDK,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.0800462,109.296281,108.0950172,109.2579923,109.5809834,110.5382037,110.5558005,109.9921634,109.0356728,109.0689916,108.4752272,107.4111151,106.3642286,104.7099986,101.4008412,100,98.8262241,96.8648399,93.902002,93.5688416,94.5298637,95.2406074,95.4938008,95.265404,94.714048
Latvia,ZVGDK,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.0702846,84.0483593,91.106052,96.3642036,100.1384541,103.952048,106.6661143,110.550104,114.7231432,116.005929,116.6329529,117.0148649,114.4002597,107.5070597,99.7644707,100,104.2015649,106.089664,107.9078923,109.5874532,111.6961436,115.3341011,119.5672364,121.7466756,123.1913893
