unit,direct,na_item,sector,geotime,date,value
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,DE,2016-01-01,108
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,DE,2017-01-01,108
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,DK,2005-01-01,95
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,DK,2006-01-01,99
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,DK,2007-01-01,102
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,DK,2008-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,DK,2009-01-01,99
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,DK,2010-01-01,102
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,DK,2011-01-01,102
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,DK,2012-01-01,101
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,DK,2013-01-01,102
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,DK,2014-01-01,103
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,DK,2015-01-01,108
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,DK,2016-01-01,107
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,DK,2017-01-01,108
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EA19,2005-01-01,99
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EA19,2006-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EA19,2007-01-01,102
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EA19,2008-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EA19,2009-01-01,98
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EA19,2010-01-01,98
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EA19,2011-01-01,97
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EA19,2012-01-01,97
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EA19,2013-01-01,96
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EA19,2014-01-01,98
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EA19,2015-01-01,101
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EA19,2016-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EA19,2017-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EE,2005-01-01,92
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EE,2006-01-01,95
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EE,2007-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EE,2008-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EE,2009-01-01,94
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EE,2010-01-01,92
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EE,2011-01-01,93
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EE,2012-01-01,95
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EE,2013-01-01,95
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EE,2014-01-01,99
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EE,2015-01-01,106
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EE,2016-01-01,107
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EE,2017-01-01,107
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EL,2005-01-01,97
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EL,2006-01-01,101
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EL,2007-01-01,101
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EL,2008-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EL,2009-01-01,97
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EL,2010-01-01,85
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EL,2011-01-01,76
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EL,2012-01-01,72
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EL,2013-01-01,70
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EL,2014-01-01,74
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EL,2015-01-01,76
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EL,2016-01-01,74
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EL,2017-01-01,
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,ES,2005-01-01,105
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,ES,2006-01-01,106
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,ES,2007-01-01,102
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,ES,2008-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,ES,2009-01-01,99
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,ES,2010-01-01,94
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,ES,2011-01-01,92
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,ES,2012-01-01,89
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,ES,2013-01-01,88
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,ES,2014-01-01,91
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,ES,2015-01-01,97
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,ES,2016-01-01,96
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,ES,2017-01-01,95
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EU28,2005-01-01,95
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EU28,2006-01-01,97
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EU28,2007-01-01,99
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EU28,2008-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EU28,2009-01-01,101
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EU28,2010-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EU28,2011-01-01,99
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EU28,2012-01-01,98
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EU28,2013-01-01,98
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EU28,2014-01-01,99
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EU28,2015-01-01,101
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EU28,2016-01-01,103
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,EU28,2017-01-01,104
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,FI,2005-01-01,89
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,FI,2006-01-01,93
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,FI,2007-01-01,99
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,FI,2008-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,FI,2009-01-01,97
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,FI,2010-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,FI,2011-01-01,99
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,FI,2012-01-01,99
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,FI,2013-01-01,97
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,FI,2014-01-01,97
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,FI,2015-01-01,101
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,FI,2016-01-01,99
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,FI,2017-01-01,99
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,FR,2005-01-01,99
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,FR,2006-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,FR,2007-01-01,103
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,FR,2008-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,FR,2009-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,FR,2010-01-01,102
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,FR,2011-01-01,102
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,FR,2012-01-01,102
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,FR,2013-01-01,103
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,FR,2014-01-01,104
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,FR,2015-01-01,107
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,FR,2016-01-01,106
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,FR,2017-01-01,107
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,HR,2005-01-01,93
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,HR,2006-01-01,95
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,HR,2007-01-01,99
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,HR,2008-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,HR,2009-01-01,95
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,HR,2010-01-01,96
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,HR,2011-01-01,96
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,HR,2012-01-01,96
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,HR,2013-01-01,
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,HR,2014-01-01,
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,HR,2015-01-01,
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,HR,2016-01-01,
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,HR,2017-01-01,
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,HU,2005-01-01,113
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,HU,2006-01-01,113
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,HU,2007-01-01,104
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,HU,2008-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,HU,2009-01-01,94
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,HU,2010-01-01,95
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,HU,2011-01-01,98
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,HU,2012-01-01,94
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,HU,2013-01-01,94
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,HU,2014-01-01,96
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,HU,2015-01-01,99
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,HU,2016-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,HU,2017-01-01,101
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IE,2005-01-01,99
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IE,2006-01-01,101
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IE,2007-01-01,101
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IE,2008-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IE,2009-01-01,99
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IE,2010-01-01,103
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IE,2011-01-01,98
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IE,2012-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IE,2013-01-01,96
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IE,2014-01-01,95
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IE,2015-01-01,99
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IE,2016-01-01,99
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IE,2017-01-01,
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IS,2005-01-01,108
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IS,2006-01-01,108
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IS,2007-01-01,116
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IS,2008-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IS,2009-01-01,74
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IS,2010-01-01,63
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IS,2011-01-01,65
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IS,2012-01-01,65
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IS,2013-01-01,63
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IS,2014-01-01,63
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IS,2015-01-01,
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IS,2016-01-01,
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IS,2017-01-01,
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IT,2005-01-01,98
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IT,2006-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IT,2007-01-01,102
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IT,2008-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IT,2009-01-01,95
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IT,2010-01-01,97
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IT,2011-01-01,94
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IT,2012-01-01,89
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IT,2013-01-01,87
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IT,2014-01-01,87
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IT,2015-01-01,90
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IT,2016-01-01,90
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,IT,2017-01-01,90
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LT,2005-01-01,97
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LT,2006-01-01,102
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LT,2007-01-01,101
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LT,2008-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LT,2009-01-01,89
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LT,2010-01-01,93
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LT,2011-01-01,96
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LT,2012-01-01,97
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LT,2013-01-01,102
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LT,2014-01-01,107
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LT,2015-01-01,115
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LT,2016-01-01,116
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LT,2017-01-01,116
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LU,2005-01-01,101
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LU,2006-01-01,102
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LU,2007-01-01,102
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LU,2008-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LU,2009-01-01,98
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LU,2010-01-01,94
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LU,2011-01-01,92
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LU,2012-01-01,93
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LU,2013-01-01,94
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LU,2014-01-01,94
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LU,2015-01-01,95
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LU,2016-01-01,93
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LU,2017-01-01,
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LV,2005-01-01,99
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LV,2006-01-01,103
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LV,2007-01-01,105
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LV,2008-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LV,2009-01-01,88
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LV,2010-01-01,94
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LV,2011-01-01,86
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LV,2012-01-01,90
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LV,2013-01-01,95
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LV,2014-01-01,97
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LV,2015-01-01,107
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LV,2016-01-01,110
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,LV,2017-01-01,111
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,NL,2005-01-01,94
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,NL,2006-01-01,98
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,NL,2007-01-01,101
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,NL,2008-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,NL,2009-01-01,98
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,NL,2010-01-01,95
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,NL,2011-01-01,94
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,NL,2012-01-01,95
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,NL,2013-01-01,93
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,NL,2014-01-01,93
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,NL,2015-01-01,96
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,NL,2016-01-01,94
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,NL,2017-01-01,93
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,NO,2005-01-01,99
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,NO,2006-01-01,95
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,NO,2007-01-01,102
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,NO,2008-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,NO,2009-01-01,97
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,NO,2010-01-01,97
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,NO,2011-01-01,98
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,NO,2012-01-01,101
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,NO,2013-01-01,103
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,NO,2014-01-01,104
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,NO,2015-01-01,107
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,NO,2016-01-01,100
