hhtyp,incgrp,unit,sex,age,geotime,date,value
TOTAL,B_MD60,PC,T,TOTAL,EL,2012-01-01,21.0
TOTAL,B_MD60,PC,T,TOTAL,EL,2013-01-01,20.8
TOTAL,B_MD60,PC,T,TOTAL,EL,2014-01-01,17.3
TOTAL,B_MD60,PC,T,TOTAL,EL,2015-01-01,20.4
TOTAL,B_MD60,PC,T,TOTAL,EL,2016-01-01,20.0
TOTAL,B_MD60,PC,T,TOTAL,EL,2017-01-01,19.1
TOTAL,B_MD60,PC,T,TOTAL,ES,2003-01-01,
TOTAL,B_MD60,PC,T,TOTAL,ES,2004-01-01,26.8
TOTAL,B_MD60,PC,T,TOTAL,ES,2005-01-01,23.6
TOTAL,B_MD60,PC,T,TOTAL,ES,2006-01-01,25.8
TOTAL,B_MD60,PC,T,TOTAL,ES,2007-01-01,28.2
TOTAL,B_MD60,PC,T,TOTAL,ES,2008-01-01,24.0
TOTAL,B_MD60,PC,T,TOTAL,ES,2009-01-01,25.6
TOTAL,B_MD60,PC,T,TOTAL,ES,2010-01-01,30.1
TOTAL,B_MD60,PC,T,TOTAL,ES,2011-01-01,24.8
TOTAL,B_MD60,PC,T,TOTAL,ES,2012-01-01,17.8
TOTAL,B_MD60,PC,T,TOTAL,ES,2013-01-01,21.7
TOTAL,B_MD60,PC,T,TOTAL,ES,2014-01-01,25.4
TOTAL,B_MD60,PC,T,TOTAL,ES,2015-01-01,21.3
TOTAL,B_MD60,PC,T,TOTAL,ES,2016-01-01,26.7
TOTAL,B_MD60,PC,T,TOTAL,ES,2017-01-01,17.5
TOTAL,B_MD60,PC,T,TOTAL,EU,2003-01-01,
TOTAL,B_MD60,PC,T,TOTAL,EU,2004-01-01,
TOTAL,B_MD60,PC,T,TOTAL,EU,2005-01-01,
TOTAL,B_MD60,PC,T,TOTAL,EU,2006-01-01,
TOTAL,B_MD60,PC,T,TOTAL,EU,2007-01-01,
TOTAL,B_MD60,PC,T,TOTAL,EU,2008-01-01,
TOTAL,B_MD60,PC,T,TOTAL,EU,2009-01-01,
TOTAL,B_MD60,PC,T,TOTAL,EU,2010-01-01,
TOTAL,B_MD60,PC,T,TOTAL,EU,2011-01-01,24.7
TOTAL,B_MD60,PC,T,TOTAL,EU,2012-01-01,23.5
TOTAL,B_MD60,PC,T,TOTAL,EU,2013-01-01,23.5
TOTAL,B_MD60,PC,T,TOTAL,EU,2014-01-01,24.6
TOTAL,B_MD60,PC,T,TOTAL,EU,2015-01-01,24.0
TOTAL,B_MD60,PC,T,TOTAL,EU,2016-01-01,
TOTAL,B_MD60,PC,T,TOTAL,EU,2017-01-01,21.1
TOTAL,B_MD60,PC,T,TOTAL,EU27,2003-01-01,
TOTAL,B_MD60,PC,T,TOTAL,EU27,2004-01-01,
TOTAL,B_MD60,PC,T,TOTAL,EU27,2005-01-01,
TOTAL,B_MD60,PC,T,TOTAL,EU27,2006-01-01,
TOTAL,B_MD60,PC,T,TOTAL,EU27,2007-01-01,28.3
TOTAL,B_MD60,PC,T,TOTAL,EU27,2008-01-01,26.5
TOTAL,B_MD60,PC,T,TOTAL,EU27,2009-01-01,25.6
TOTAL,B_MD60,PC,T,TOTAL,EU27,2010-01-01,25.7
TOTAL,B_MD60,PC,T,TOTAL,EU27,2011-01-01,24.7
TOTAL,B_MD60,PC,T,TOTAL,EU27,2012-01-01,23.5
TOTAL,B_MD60,PC,T,TOTAL,EU27,2013-01-01,23.5
TOTAL,B_MD60,PC,T,TOTAL,EU27,2014-01-01,24.7
TOTAL,B_MD60,PC,T,TOTAL,EU27,2015-01-01,24.0
TOTAL,B_MD60,PC,T,TOTAL,EU27,2016-01-01,24.6
TOTAL,B_MD60,PC,T,TOTAL,EU27,2017-01-01,21.1
TOTAL,B_MD60,PC,T,TOTAL,EU28,2003-01-01,
TOTAL,B_MD60,PC,T,TOTAL,EU28,2004-01-01,
TOTAL,B_MD60,PC,T,TOTAL,EU28,2005-01-01,
TOTAL,B_MD60,PC,T,TOTAL,EU28,2006-01-01,
TOTAL,B_MD60,PC,T,TOTAL,EU28,2007-01-01,
TOTAL,B_MD60,PC,T,TOTAL,EU28,2008-01-01,
TOTAL,B_MD60,PC,T,TOTAL,EU28,2009-01-01,
TOTAL,B_MD60,PC,T,TOTAL,EU28,2010-01-01,25.8
TOTAL,B_MD60,PC,T,TOTAL,EU28,2011-01-01,24.7
TOTAL,B_MD60,PC,T,TOTAL,EU28,2012-01-01,23.5
TOTAL,B_MD60,PC,T,TOTAL,EU28,2013-01-01,23.5
TOTAL,B_MD60,PC,T,TOTAL,EU28,2014-01-01,24.6
TOTAL,B_MD60,PC,T,TOTAL,EU28,2015-01-01,24.0
TOTAL,B_MD60,PC,T,TOTAL,EU28,2016-01-01,24.6
TOTAL,B_MD60,PC,T,TOTAL,EU28,2017-01-01,21.1
TOTAL,B_MD60,PC,T,TOTAL,FI,2003-01-01,
TOTAL,B_MD60,PC,T,TOTAL,FI,2004-01-01,6.6
TOTAL,B_MD60,PC,T,TOTAL,FI,2005-01-01,7.9
TOTAL,B_MD60,PC,T,TOTAL,FI,2006-01-01,7.9
TOTAL,B_MD60,PC,T,TOTAL,FI,2007-01-01,7.2
TOTAL,B_MD60,PC,T,TOTAL,FI,2008-01-01,6.5
TOTAL,B_MD60,PC,T,TOTAL,FI,2009-01-01,6.3
TOTAL,B_MD60,PC,T,TOTAL,FI,2010-01-01,8.5
TOTAL,B_MD60,PC,T,TOTAL,FI,2011-01-01,8.8
TOTAL,B_MD60,PC,T,TOTAL,FI,2012-01-01,8.6
TOTAL,B_MD60,PC,T,TOTAL,FI,2013-01-01,7.0
TOTAL,B_MD60,PC,T,TOTAL,FI,2014-01-01,6.9
TOTAL,B_MD60,PC,T,TOTAL,FI,2015-01-01,6.2
TOTAL,B_MD60,PC,T,TOTAL,FI,2016-01-01,7.1
TOTAL,B_MD60,PC,T,TOTAL,FI,2017-01-01,8.8
TOTAL,B_MD60,PC,T,TOTAL,FR,2003-01-01,
TOTAL,B_MD60,PC,T,TOTAL,FR,2004-01-01,22.3
TOTAL,B_MD60,PC,T,TOTAL,FR,2005-01-01,20.6
TOTAL,B_MD60,PC,T,TOTAL,FR,2006-01-01,19.6
TOTAL,B_MD60,PC,T,TOTAL,FR,2007-01-01,22.3
TOTAL,B_MD60,PC,T,TOTAL,FR,2008-01-01,22.6
TOTAL,B_MD60,PC,T,TOTAL,FR,2009-01-01,22.8
TOTAL,B_MD60,PC,T,TOTAL,FR,2010-01-01,20.9
TOTAL,B_MD60,PC,T,TOTAL,FR,2011-01-01,19.6
TOTAL,B_MD60,PC,T,TOTAL,FR,2012-01-01,22.1
TOTAL,B_MD60,PC,T,TOTAL,FR,2013-01-01,22.4
TOTAL,B_MD60,PC,T,TOTAL,FR,2014-01-01,24.7
TOTAL,B_MD60,PC,T,TOTAL,FR,2015-01-01,23.9
TOTAL,B_MD60,PC,T,TOTAL,FR,2016-01-01,25.4
TOTAL,B_MD60,PC,T,TOTAL,FR,2017-01-01,19.3
TOTAL,B_MD60,PC,T,TOTAL,HR,2003-01-01,
TOTAL,B_MD60,PC,T,TOTAL,HR,2004-01-01,
TOTAL,B_MD60,PC,T,TOTAL,HR,2005-01-01,
TOTAL,B_MD60,PC,T,TOTAL,HR,2006-01-01,
TOTAL,B_MD60,PC,T,TOTAL,HR,2007-01-01,
TOTAL,B_MD60,PC,T,TOTAL,HR,2008-01-01,
TOTAL,B_MD60,PC,T,TOTAL,HR,2009-01-01,
TOTAL,B_MD60,PC,T,TOTAL,HR,2010-01-01,30.2
TOTAL,B_MD60,PC,T,TOTAL,HR,2011-01-01,24.8
TOTAL,B_MD60,PC,T,TOTAL,HR,2012-01-01,19.2
TOTAL,B_MD60,PC,T,TOTAL,HR,2013-01-01,21.5
TOTAL,B_MD60,PC,T,TOTAL,HR,2014-01-01,20.2
TOTAL,B_MD60,PC,T,TOTAL,HR,2015-01-01,21.3
TOTAL,B_MD60,PC,T,TOTAL,HR,2016-01-01,20.9
TOTAL,B_MD60,PC,T,TOTAL,HR,2017-01-01,
TOTAL,B_MD60,PC,T,TOTAL,HU,2003-01-01,
TOTAL,B_MD60,PC,T,TOTAL,HU,2004-01-01,
TOTAL,B_MD60,PC,T,TOTAL,HU,2005-01-01,47.7
TOTAL,B_MD60,PC,T,TOTAL,HU,2006-01-01,42.1
TOTAL,B_MD60,PC,T,TOTAL,HU,2007-01-01,32.2
TOTAL,B_MD60,PC,T,TOTAL,HU,2008-01-01,50.6
TOTAL,B_MD60,PC,T,TOTAL,HU,2009-01-01,30.0
TOTAL,B_MD60,PC,T,TOTAL,HU,2010-01-01,47.6
TOTAL,B_MD60,PC,T,TOTAL,HU,2011-01-01,47.4
TOTAL,B_MD60,PC,T,TOTAL,HU,2012-01-01,52.5
TOTAL,B_MD60,PC,T,TOTAL,HU,2013-01-01,52.0
TOTAL,B_MD60,PC,T,TOTAL,HU,2014-01-01,52.5
TOTAL,B_MD60,PC,T,TOTAL,HU,2015-01-01,44.9
TOTAL,B_MD60,PC,T,TOTAL,HU,2016-01-01,46.6
TOTAL,B_MD60,PC,T,TOTAL,HU,2017-01-01,40.8
TOTAL,B_MD60,PC,T,TOTAL,IE,2003-01-01,21.3
TOTAL,B_MD60,PC,T,TOTAL,IE,2004-01-01,22.9
TOTAL,B_MD60,PC,T,TOTAL,IE,2005-01-01,20.8
TOTAL,B_MD60,PC,T,TOTAL,IE,2006-01-01,21.2
TOTAL,B_MD60,PC,T,TOTAL,IE,2007-01-01,25.0
TOTAL,B_MD60,PC,T,TOTAL,IE,2008-01-01,18.4
TOTAL,B_MD60,PC,T,TOTAL,IE,2009-01-01,21.3
TOTAL,B_MD60,PC,T,TOTAL,IE,2010-01-01,16.5
TOTAL,B_MD60,PC,T,TOTAL,IE,2011-01-01,16.2
TOTAL,B_MD60,PC,T,TOTAL,IE,2012-01-01,17.9
TOTAL,B_MD60,PC,T,TOTAL,IE,2013-01-01,18.9
TOTAL,B_MD60,PC,T,TOTAL,IE,2014-01-01,19.5
TOTAL,B_MD60,PC,T,TOTAL,IE,2015-01-01,19.6
TOTAL,B_MD60,PC,T,TOTAL,IE,2016-01-01,18.5
TOTAL,B_MD60,PC,T,TOTAL,IE,2017-01-01,
TOTAL,B_MD60,PC,T,TOTAL,IS,2003-01-01,
TOTAL,B_MD60,PC,T,TOTAL,IS,2004-01-01,26.8
TOTAL,B_MD60,PC,T,TOTAL,IS,2005-01-01,19.3
TOTAL,B_MD60,PC,T,TOTAL,IS,2006-01-01,13.9
TOTAL,B_MD60,PC,T,TOTAL,IS,2007-01-01,14.3
TOTAL,B_MD60,PC,T,TOTAL,IS,2008-01-01,20.0
TOTAL,B_MD60,PC,T,TOTAL,IS,2009-01-01,18.9
TOTAL,B_MD60,PC,T,TOTAL,IS,2010-01-01,15.5
TOTAL,B_MD60,PC,T,TOTAL,IS,2011-01-01,18.9
TOTAL,B_MD60,PC,T,TOTAL,IS,2012-01-01,24.6
TOTAL,B_MD60,PC,T,TOTAL,IS,2013-01-01,22.0
TOTAL,B_MD60,PC,T,TOTAL,IS,2014-01-01,22.0
TOTAL,B_MD60,PC,T,TOTAL,IS,2015-01-01,25.6
TOTAL,B_MD60,PC,T,TOTAL,IS,2016-01-01,21.5
TOTAL,B_MD60,PC,T,TOTAL,IS,2017-01-01,
TOTAL,B_MD60,PC,T,TOTAL,IT,2003-01-01,
TOTAL,B_MD60,PC,T,TOTAL,IT,2004-01-01,32.7
TOTAL,B_MD60,PC,T,TOTAL,IT,2005-01-01,30.6
TOTAL,B_MD60,PC,T,TOTAL,IT,2006-01-01,29.9
TOTAL,B_MD60,PC,T,TOTAL,IT,2007-01-01,29.1
TOTAL,B_MD60,PC,T,TOTAL,IT,2008-01-01,26.8
TOTAL,B_MD60,PC,T,TOTAL,IT,2009-01-01,28.6
TOTAL,B_MD60,PC,T,TOTAL,IT,2010-01-01,28.6
TOTAL,B_MD60,PC,T,TOTAL,IT,2011-01-01,30.7
TOTAL,B_MD60,PC,T,TOTAL,IT,2012-01-01,30.7
TOTAL,B_MD60,PC,T,TOTAL,IT,2013-01-01,30.1
TOTAL,B_MD60,PC,T,TOTAL,IT,2014-01-01,32.8
TOTAL,B_MD60,PC,T,TOTAL,IT,2015-01-01,32.2
TOTAL,B_MD60,PC,T,TOTAL,IT,2016-01-01,27.7
TOTAL,B_MD60,PC,T,TOTAL,IT,2017-01-01,21.4
TOTAL,B_MD60,PC,T,TOTAL,LT,2003-01-01,
TOTAL,B_MD60,PC,T,TOTAL,LT,2004-01-01,
TOTAL,B_MD60,PC,T,TOTAL,LT,2005-01-01,44.5
TOTAL,B_MD60,PC,T,TOTAL,LT,2006-01-01,42.0
TOTAL,B_MD60,PC,T,TOTAL,LT,2007-01-01,39.5
TOTAL,B_MD60,PC,T,TOTAL,LT,2008-01-01,39.7
TOTAL,B_MD60,PC,T,TOTAL,LT,2009-01-01,33.5
TOTAL,B_MD60,PC,T,TOTAL,LT,2010-01-01,29.9
TOTAL,B_MD60,PC,T,TOTAL,LT,2011-01-01,33.5
TOTAL,B_MD60,PC,T,TOTAL,LT,2012-01-01,28.6
TOTAL,B_MD60,PC,T,TOTAL,LT,2013-01-01,34.1
TOTAL,B_MD60,PC,T,TOTAL,LT,2014-01-01,33.7
TOTAL,B_MD60,PC,T,TOTAL,LT,2015-01-01,30.3
TOTAL,B_MD60,PC,T,TOTAL,LT,2016-01-01,34.3
TOTAL,B_MD60,PC,T,TOTAL,LT,2017-01-01,31.1
TOTAL,B_MD60,PC,T,TOTAL,LU,2003-01-01,31.5
TOTAL,B_MD60,PC,T,TOTAL,LU,2004-01-01,19.2
TOTAL,B_MD60,PC,T,TOTAL,LU,2005-01-01,21.2
TOTAL,B_MD60,PC,T,TOTAL,LU,2006-01-01,19.0
TOTAL,B_MD60,PC,T,TOTAL,LU,2007-01-01,22.9
TOTAL,B_MD60,PC,T,TOTAL,LU,2008-01-01,20.5
TOTAL,B_MD60,PC,T,TOTAL,LU,2009-01-01,23.0
TOTAL,B_MD60,PC,T,TOTAL,LU,2010-01-01,21.1
TOTAL,B_MD60,PC,T,TOTAL,LU,2011-01-01,25.1
TOTAL,B_MD60,PC,T,TOTAL,LU,2012-01-01,28.9
TOTAL,B_MD60,PC,T,TOTAL,LU,2013-01-01,27.2
TOTAL,B_MD60,PC,T,TOTAL,LU,2014-01-01,23.9
TOTAL,B_MD60,PC,T,TOTAL,LU,2015-01-01,25.8
TOTAL,B_MD60,PC,T,TOTAL,LU,2016-01-01,25.0
TOTAL,B_MD60,PC,T,TOTAL,LU,2017-01-01,23.5
TOTAL,B_MD60,PC,T,TOTAL,LV,2003-01-01,
TOTAL,B_MD60,PC,T,TOTAL,LV,2004-01-01,
TOTAL,B_MD60,PC,T,TOTAL,LV,2005-01-01,55.5
TOTAL,B_MD60,PC,T,TOTAL,LV,2006-01-01,43.8
TOTAL,B_MD60,PC,T,TOTAL,LV,2007-01-01,41.5
TOTAL,B_MD60,PC,T,TOTAL,LV,2008-01-01,40.5
TOTAL,B_MD60,PC,T,TOTAL,LV,2009-01-01,37.8
TOTAL,B_MD60,PC,T,TOTAL,LV,2010-01-01,37.0
TOTAL,B_MD60,PC,T,TOTAL,LV,2011-01-01,40.5
TOTAL,B_MD60,PC,T,TOTAL,LV,2012-01-01,43.3
TOTAL,B_MD60,PC,T,TOTAL,LV,2013-01-01,44.1
TOTAL,B_MD60,PC,T,TOTAL,LV,2014-01-01,39.2
TOTAL,B_MD60,PC,T,TOTAL,LV,2015-01-01,38.7
TOTAL,B_MD60,PC,T,TOTAL,LV,2016-01-01,37.2
TOTAL,B_MD60,PC,T,TOTAL,LV,2017-01-01,35.3
TOTAL,B_MD60,PC,T,TOTAL,MK,2003-01-01,
TOTAL,B_MD60,PC,T,TOTAL,MK,2004-01-01,
TOTAL,B_MD60,PC,T,TOTAL,MK,2005-01-01,
TOTAL,B_MD60,PC,T,TOTAL,MK,2006-01-01,
TOTAL,B_MD60,PC,T,TOTAL,MK,2007-01-01,
TOTAL,B_MD60,PC,T,TOTAL,MK,2008-01-01,
TOTAL,B_MD60,PC,T,TOTAL,MK,2009-01-01,
TOTAL,B_MD60,PC,T,TOTAL,MK,2010-01-01,37.4
TOTAL,B_MD60,PC,T,TOTAL,MK,2011-01-01,25.0
TOTAL,B_MD60,PC,T,TOTAL,MK,2012-01-01,21.4
TOTAL,B_MD60,PC,T,TOTAL,MK,2013-01-01,25.6
TOTAL,B_MD60,PC,T,TOTAL,MK,2014-01-01,27.7
TOTAL,B_MD60,PC,T,TOTAL,MK,2015-01-01,21.2
TOTAL,B_MD60,PC,T,TOTAL,MK,2016-01-01,27.3
TOTAL,B_MD60,PC,T,TOTAL,MK,2017-01-01,
TOTAL,B_MD60,PC,T,TOTAL,MT,2003-01-01,
TOTAL,B_MD60,PC,T,TOTAL,MT,2004-01-01,
TOTAL,B_MD60,PC,T,TOTAL,MT,2005-01-01,11.9
TOTAL,B_MD60,PC,T,TOTAL,MT,2006-01-01,8.4
TOTAL,B_MD60,PC,T,TOTAL,MT,2007-01-01,7.3
TOTAL,B_MD60,PC,T,TOTAL,MT,2008-01-01,7.9
TOTAL,B_MD60,PC,T,TOTAL,MT,2009-01-01,12.8
TOTAL,B_MD60,PC,T,TOTAL,MT,2010-01-01,15.6
TOTAL,B_MD60,PC,T,TOTAL,MT,2011-01-01,11.5
TOTAL,B_MD60,PC,T,TOTAL,MT,2012-01-01,12.4
TOTAL,B_MD60,PC,T,TOTAL,MT,2013-01-01,11.5
TOTAL,B_MD60,PC,T,TOTAL,MT,2014-01-01,14.1
TOTAL,B_MD60,PC,T,TOTAL,MT,2015-01-01,12.8
TOTAL,B_MD60,PC,T,TOTAL,MT,2016-01-01,15.0
TOTAL,B_MD60,PC,T,TOTAL,MT,2017-01-01,14.2
TOTAL,B_MD60,PC,T,TOTAL,NL,2003-01-01,
TOTAL,B_MD60,PC,T,TOTAL,NL,2004-01-01,
TOTAL,B_MD60,PC,T,TOTAL,NL,2005-01-01,27.9
TOTAL,B_MD60,PC,T,TOTAL,NL,2006-01-01,28.5
TOTAL,B_MD60,PC,T,TOTAL,NL,2007-01-01,29.4
TOTAL,B_MD60,PC,T,TOTAL,NL,2008-01-01,26.2
TOTAL,B_MD60,PC,T,TOTAL,NL,2009-01-01,24.8
TOTAL,B_MD60,PC,T,TOTAL,NL,2010-01-01,24.8
TOTAL,B_MD60,PC,T,TOTAL,NL,2011-01-01,18.9
TOTAL,B_MD60,PC,T,TOTAL,NL,2012-01-01,27.4
TOTAL,B_MD60,PC,T,TOTAL,NL,2013-01-01,23.2
TOTAL,B_MD60,PC,T,TOTAL,NL,2014-01-01,22.2
TOTAL,B_MD60,PC,T,TOTAL,NL,2015-01-01,21.5
TOTAL,B_MD60,PC,T,TOTAL,NL,2016-01-01,21.9
TOTAL,B_MD60,PC,T,TOTAL,NL,2017-01-01,21.8
TOTAL,B_MD60,PC,T,TOTAL,NO,2003-01-01,13.1
TOTAL,B_MD60,PC,T,TOTAL,NO,2004-01-01,11.3
TOTAL,B_MD60,PC,T,TOTAL,NO,2005-01-01,13.4
TOTAL,B_MD60,PC,T,TOTAL,NO,2006-01-01,13.5
TOTAL,B_MD60,PC,T,TOTAL,NO,2007-01-01,12.3
TOTAL,B_MD60,PC,T,TOTAL,NO,2008-01-01,14.4
TOTAL,B_MD60,PC,T,TOTAL,NO,2009-01-01,12.0
TOTAL,B_MD60,PC,T,TOTAL,NO,2010-01-01,15.7
TOTAL,B_MD60,PC,T,TOTAL,NO,2011-01-01,16.1
TOTAL,B_MD60,PC,T,TOTAL,NO,2012-01-01,13.8
TOTAL,B_MD60,PC,T,TOTAL,NO,2013-01-01,15.6
TOTAL,B_MD60,PC,T,TOTAL,NO,2014-01-01,10.9
TOTAL,B_MD60,PC,T,TOTAL,NO,2015-01-01,11.5
TOTAL,B_MD60,PC,T,TOTAL,NO,2016-01-01,11.6
TOTAL,B_MD60,PC,T,TOTAL,NO,2017-01-01,8.9
TOTAL,B_MD60,PC,T,TOTAL,PL,2003-01-01,
TOTAL,B_MD60,PC,T,TOTAL,PL,2004-01-01,
TOTAL,B_MD60,PC,T,TOTAL,PL,2005-01-01,58.9
TOTAL,B_MD60,PC,T,TOTAL,PL,2006-01-01,61.2
TOTAL,B_MD60,PC,T,TOTAL,PL,2007-01-01,56.9
TOTAL,B_MD60,PC,T,TOTAL,PL,2008-01-01,37.4
TOTAL,B_MD60,PC,T,TOTAL,PL,2009-01-01,31.2
TOTAL,B_MD60,PC,T,TOTAL,PL,2010-01-01,29.7
TOTAL,B_MD60,PC,T,TOTAL,PL,2011-01-01,20.5
TOTAL,B_MD60,PC,T,TOTAL,PL,2012-01-01,20.0
TOTAL,B_MD60,PC,T,TOTAL,PL,2013-01-01,18.4
TOTAL,B_MD60,PC,T,TOTAL,PL,2014-01-01,16.9
TOTAL,B_MD60,PC,T,TOTAL,PL,2015-01-01,21.2
TOTAL,B_MD60,PC,T,TOTAL,PL,2016-01-01,22.0
TOTAL,B_MD60,PC,T,TOTAL,PL,2017-01-01,18.9
TOTAL,B_MD60,PC,T,TOTAL,PT,2003-01-01,
TOTAL,B_MD60,PC,T,TOTAL,PT,2004-01-01,30.4
TOTAL,B_MD60,PC,T,TOTAL,PT,2005-01-01,29.7
TOTAL,B_MD60,PC,T,TOTAL,PT,2006-01-01,28.6
TOTAL,B_MD60,PC,T,TOTAL,PT,2007-01-01,31.5
TOTAL,B_MD60,PC,T,TOTAL,PT,2008-01-01,26.1
TOTAL,B_MD60,PC,T,TOTAL,PT,2009-01-01,28.6
TOTAL,B_MD60,PC,T,TOTAL,PT,2010-01-01,31.1
TOTAL,B_MD60,PC,T,TOTAL,PT,2011-01-01,28.4
TOTAL,B_MD60,PC,T,TOTAL,PT,2012-01-01,28.5
TOTAL,B_MD60,PC,T,TOTAL,PT,2013-01-01,40.1
TOTAL,B_MD60,PC,T,TOTAL,PT,2014-01-01,40.2
TOTAL,B_MD60,PC,T,TOTAL,PT,2015-01-01,36.6
TOTAL,B_MD60,PC,T,TOTAL,PT,2016-01-01,40.1
TOTAL,B_MD60,PC,T,TOTAL,PT,2017-01-01,35.7
TOTAL,B_MD60,PC,T,TOTAL,RO,2003-01-01,
TOTAL,B_MD60,PC,T,TOTAL,RO,2004-01-01,
TOTAL,B_MD60,PC,T,TOTAL,RO,2005-01-01,
TOTAL,B_MD60,PC,T,TOTAL,RO,2006-01-01,
TOTAL,B_MD60,PC,T,TOTAL,RO,2007-01-01,45.4
TOTAL,B_MD60,PC,T,TOTAL,RO,2008-01-01,38.3
TOTAL,B_MD60,PC,T,TOTAL,RO,2009-01-01,35.3
TOTAL,B_MD60,PC,T,TOTAL,RO,2010-01-01,32.4
TOTAL,B_MD60,PC,T,TOTAL,RO,2011-01-01,34.7
TOTAL,B_MD60,PC,T,TOTAL,RO,2012-01-01,29.4
TOTAL,B_MD60,PC,T,TOTAL,RO,2013-01-01,28.9
TOTAL,B_MD60,PC,T,TOTAL,RO,2014-01-01,27.1
TOTAL,B_MD60,PC,T,TOTAL,RO,2015-01-01,26.6
TOTAL,B_MD60,PC,T,TOTAL,RO,2016-01-01,28.0
TOTAL,B_MD60,PC,T,TOTAL,RO,2017-01-01,22.5
TOTAL,B_MD60,PC,T,TOTAL,RS,2003-01-01,
TOTAL,B_MD60,PC,T,TOTAL,RS,2004-01-01,
TOTAL,B_MD60,PC,T,TOTAL,RS,2005-01-01,
TOTAL,B_MD60,PC,T,TOTAL,RS,2006-01-01,
TOTAL,B_MD60,PC,T,TOTAL,RS,2007-01-01,
TOTAL,B_MD60,PC,T,TOTAL,RS,2008-01-01,
TOTAL,B_MD60,PC,T,TOTAL,RS,2009-01-01,
TOTAL,B_MD60,PC,T,TOTAL,RS,2010-01-01,
TOTAL,B_MD60,PC,T,TOTAL,RS,2011-01-01,
TOTAL,B_MD60,PC,T,TOTAL,RS,2012-01-01,
TOTAL,B_MD60,PC,T,TOTAL,RS,2013-01-01,33.1
TOTAL,B_MD60,PC,T,TOTAL,RS,2014-01-01,35.2
TOTAL,B_MD60,PC,T,TOTAL,RS,2015-01-01,30.7
TOTAL,B_MD60,PC,T,TOTAL,RS,2016-01-01,31.9
TOTAL,B_MD60,PC,T,TOTAL,RS,2017-01-01,
TOTAL,B_MD60,PC,T,TOTAL,SE,2003-01-01,
TOTAL,B_MD60,PC,T,TOTAL,SE,2004-01-01,7.8
TOTAL,B_MD60,PC,T,TOTAL,SE,2005-01-01,6.3
TOTAL,B_MD60,PC,T,TOTAL,SE,2006-01-01,11.5
TOTAL,B_MD60,PC,T,TOTAL,SE,2007-01-01,9.9
TOTAL,B_MD60,PC,T,TOTAL,SE,2008-01-01,10.9
TOTAL,B_MD60,PC,T,TOTAL,SE,2009-01-01,9.5
TOTAL,B_MD60,PC,T,TOTAL,SE,2010-01-01,9.2
TOTAL,B_MD60,PC,T,TOTAL,SE,2011-01-01,12.6
TOTAL,B_MD60,PC,T,TOTAL,SE,2012-01-01,10.4
TOTAL,B_MD60,PC,T,TOTAL,SE,2013-01-01,11.8
TOTAL,B_MD60,PC,T,TOTAL,SE,2014-01-01,11.1
TOTAL,B_MD60,PC,T,TOTAL,SE,2015-01-01,9.7
TOTAL,B_MD60,PC,T,TOTAL,SE,2016-01-01,8.6
TOTAL,B_MD60,PC,T,TOTAL,SE,2017-01-01,10.7
TOTAL,B_MD60,PC,T,TOTAL,SI,2003-01-01,
TOTAL,B_MD60,PC,T,TOTAL,SI,2004-01-01,
TOTAL,B_MD60,PC,T,TOTAL,SI,2005-01-01,30.4
TOTAL,B_MD60,PC,T,TOTAL,SI,2006-01-01,32.7
TOTAL,B_MD60,PC,T,TOTAL,SI,2007-01-01,30.4
TOTAL,B_MD60,PC,T,TOTAL,SI,2008-01-01,44.5
TOTAL,B_MD60,PC,T,TOTAL,SI,2009-01-01,40.9
TOTAL,B_MD60,PC,T,TOTAL,SI,2010-01-01,47.0
TOTAL,B_MD60,PC,T,TOTAL,SI,2011-01-01,47.2
TOTAL,B_MD60,PC,T,TOTAL,SI,2012-01-01,46.1
TOTAL,B_MD60,PC,T,TOTAL,SI,2013-01-01,39.6
TOTAL,B_MD60,PC,T,TOTAL,SI,2014-01-01,41.2
TOTAL,B_MD60,PC,T,TOTAL,SI,2015-01-01,37.2
TOTAL,B_MD60,PC,T,TOTAL,SI,2016-01-01,36.9
TOTAL,B_MD60,PC,T,TOTAL,SI,2017-01-01,32.2
TOTAL,B_MD60,PC,T,TOTAL,SK,2003-01-01,
TOTAL,B_MD60,PC,T,TOTAL,SK,2004-01-01,
TOTAL,B_MD60,PC,T,TOTAL,SK,2005-01-01,13.4
TOTAL,B_MD60,PC,T,TOTAL,SK,2006-01-01,12.5
TOTAL,B_MD60,PC,T,TOTAL,SK,2007-01-01,11.3
TOTAL,B_MD60,PC,T,TOTAL,SK,2008-01-01,16.5
TOTAL,B_MD60,PC,T,TOTAL,SK,2009-01-01,12.9
TOTAL,B_MD60,PC,T,TOTAL,SK,2010-01-01,11.3
TOTAL,B_MD60,PC,T,TOTAL,SK,2011-01-01,18.9
TOTAL,B_MD60,PC,T,TOTAL,SK,2012-01-01,19.7
TOTAL,B_MD60,PC,T,TOTAL,SK,2013-01-01,19.7
TOTAL,B_MD60,PC,T,TOTAL,SK,2014-01-01,23.0
TOTAL,B_MD60,PC,T,TOTAL,SK,2015-01-01,17.6
TOTAL,B_MD60,PC,T,TOTAL,SK,2016-01-01,17.4
TOTAL,B_MD60,PC,T,TOTAL,SK,2017-01-01,22.1
TOTAL,B_MD60,PC,T,TOTAL,TR,2003-01-01,
TOTAL,B_MD60,PC,T,TOTAL,TR,2004-01-01,
