sex,indic_il,unit,age,geo\time,date,value
F,LI_R_MD60BT,PC,TOTAL,AT,2005-01-01,49.24 
F,LI_R_MD60BT,PC,TOTAL,AT,2006-01-01,46.77 
F,LI_R_MD60BT,PC,TOTAL,AT,2007-01-01,48.85 
F,LI_R_MD60BT,PC,TOTAL,AT,2008-01-01,40.59 b
F,LI_R_MD60BT,PC,TOTAL,AT,2009-01-01,40.70 
F,LI_R_MD60BT,PC,TOTAL,AT,2010-01-01,40.82 
F,LI_R_MD60BT,PC,TOTAL,AT,2011-01-01,45.26 
F,LI_R_MD60BT,PC,TOTAL,AT,2012-01-01,42.26 
F,LI_R_MD60BT,PC,TOTAL,AT,2013-01-01,42.64
F,LI_R_MD60BT,PC,TOTAL,AT,2014-01-01,43.13 
F,LI_R_MD60BT,PC,TOTAL,AT,2015-01-01,45.21
F,LI_R_MD60BT,PC,TOTAL,AT,2016-01-01,45.52 
F,LI_R_MD60BT,PC,TOTAL,AT,2017-01-01,40.23 
F,LI_R_MD60BT,PC,TOTAL,BE,2005-01-01,46.92 
F,LI_R_MD60BT,PC,TOTAL,BE,2006-01-01,43.88 
F,LI_R_MD60BT,PC,TOTAL,BE,2007-01-01,44.21 
F,LI_R_MD60BT,PC,TOTAL,BE,2008-01-01,43.21 
F,LI_R_MD60BT,PC,TOTAL,BE,2009-01-01,42.91 
F,LI_R_MD60BT,PC,TOTAL,BE,2010-01-01,44.73 
F,LI_R_MD60BT,PC,TOTAL,BE,2011-01-01,43.66 
F,LI_R_MD60BT,PC,TOTAL,BE,2012-01-01,43.42 
F,LI_R_MD60BT,PC,TOTAL,BE,2013-01-01,41.51
F,LI_R_MD60BT,PC,TOTAL,BE,2014-01-01,42.60 
F,LI_R_MD60BT,PC,TOTAL,BE,2015-01-01,43.68
F,LI_R_MD60BT,PC,TOTAL,BE,2016-01-01,40.22 
F,LI_R_MD60BT,PC,TOTAL,BE,2017-01-01,37.41 
F,LI_R_MD60BT,PC,TOTAL,BG,2005-01-01,: 
F,LI_R_MD60BT,PC,TOTAL,BG,2006-01-01,26.05 
F,LI_R_MD60BT,PC,TOTAL,BG,2007-01-01,13.21 
F,LI_R_MD60BT,PC,TOTAL,BG,2008-01-01,19.65 
F,LI_R_MD60BT,PC,TOTAL,BG,2009-01-01,15.96 
F,LI_R_MD60BT,PC,TOTAL,BG,2010-01-01,22.57 
F,LI_R_MD60BT,PC,TOTAL,BG,2011-01-01,18.34 
F,LI_R_MD60BT,PC,TOTAL,BG,2012-01-01,17.09 
F,LI_R_MD60BT,PC,TOTAL,BG,2013-01-01,21.0
F,LI_R_MD60BT,PC,TOTAL,BG,2014-01-01,19.00 
F,LI_R_MD60BT,PC,TOTAL,BG,2015-01-01,21.45
F,LI_R_MD60BT,PC,TOTAL,BG,2016-01-01,16.61 b
F,LI_R_MD60BT,PC,TOTAL,BG,2017-01-01,19.16 
F,LI_R_MD60BT,PC,TOTAL,CH,2005-01-01,: 
F,LI_R_MD60BT,PC,TOTAL,CH,2006-01-01,: 
F,LI_R_MD60BT,PC,TOTAL,CH,2007-01-01,31.91 
F,LI_R_MD60BT,PC,TOTAL,CH,2008-01-01,27.62 
F,LI_R_MD60BT,PC,TOTAL,CH,2009-01-01,28.93 
F,LI_R_MD60BT,PC,TOTAL,CH,2010-01-01,33.06 
F,LI_R_MD60BT,PC,TOTAL,CH,2011-01-01,34.54 
F,LI_R_MD60BT,PC,TOTAL,CH,2012-01-01,29.84 
F,LI_R_MD60BT,PC,TOTAL,CH,2013-01-01,34.04
F,LI_R_MD60BT,PC,TOTAL,CH,2014-01-01,41.92 b
F,LI_R_MD60BT,PC,TOTAL,CH,2015-01-01,34.88
F,LI_R_MD60BT,PC,TOTAL,CH,2016-01-01,39.53 
F,LI_R_MD60BT,PC,TOTAL,CH,2017-01-01,: 
F,LI_R_MD60BT,PC,TOTAL,CY,2005-01-01,24.14 
F,LI_R_MD60BT,PC,TOTAL,CY,2006-01-01,25.63 
F,LI_R_MD60BT,PC,TOTAL,CY,2007-01-01,23.68 
F,LI_R_MD60BT,PC,TOTAL,CY,2008-01-01,28.46 b
F,LI_R_MD60BT,PC,TOTAL,CY,2009-01-01,30.74 
F,LI_R_MD60BT,PC,TOTAL,CY,2010-01-01,31.75 
F,LI_R_MD60BT,PC,TOTAL,CY,2011-01-01,34.90 
F,LI_R_MD60BT,PC,TOTAL,CY,2012-01-01,35.69 
F,LI_R_MD60BT,PC,TOTAL,CY,2013-01-01,36.29
F,LI_R_MD60BT,PC,TOTAL,CY,2014-01-01,38.82 
F,LI_R_MD60BT,PC,TOTAL,CY,2015-01-01,33.59
F,LI_R_MD60BT,PC,TOTAL,CY,2016-01-01,32.55 
F,LI_R_MD60BT,PC,TOTAL,CY,2017-01-01,33.60 
F,LI_R_MD60BT,PC,TOTAL,CZ,2005-01-01,50.23 
F,LI_R_MD60BT,PC,TOTAL,CZ,2006-01-01,50.91 
F,LI_R_MD60BT,PC,TOTAL,CZ,2007-01-01,49.76 
F,LI_R_MD60BT,PC,TOTAL,CZ,2008-01-01,52.36 
F,LI_R_MD60BT,PC,TOTAL,CZ,2009-01-01,49.74 
F,LI_R_MD60BT,PC,TOTAL,CZ,2010-01-01,47.64 
F,LI_R_MD60BT,PC,TOTAL,CZ,2011-01-01,43.92 
F,LI_R_MD60BT,PC,TOTAL,CZ,2012-01-01,43.55 
F,LI_R_MD60BT,PC,TOTAL,CZ,2013-01-01,45.98
F,LI_R_MD60BT,PC,TOTAL,CZ,2014-01-01,42.31 
F,LI_R_MD60BT,PC,TOTAL,CZ,2015-01-01,39.23
F,LI_R_MD60BT,PC,TOTAL,CZ,2016-01-01,37.93 
F,LI_R_MD60BT,PC,TOTAL,CZ,2017-01-01,38.86 
F,LI_R_MD60BT,PC,TOTAL,DE,2005-01-01,45.80 
F,LI_R_MD60BT,PC,TOTAL,DE,2006-01-01,50.38 
F,LI_R_MD60BT,PC,TOTAL,DE,2007-01-01,37.31 
F,LI_R_MD60BT,PC,TOTAL,DE,2008-01-01,35.71 
F,LI_R_MD60BT,PC,TOTAL,DE,2009-01-01,34.80 
F,LI_R_MD60BT,PC,TOTAL,DE,2010-01-01,34.66 
F,LI_R_MD60BT,PC,TOTAL,DE,2011-01-01,35.38 
F,LI_R_MD60BT,PC,TOTAL,DE,2012-01-01,32.28 
F,LI_R_MD60BT,PC,TOTAL,DE,2013-01-01,33.33
F,LI_R_MD60BT,PC,TOTAL,DE,2014-01-01,32.56 
F,LI_R_MD60BT,PC,TOTAL,DE,2015-01-01,33.08
F,LI_R_MD60BT,PC,TOTAL,DE,2016-01-01,33.33 
F,LI_R_MD60BT,PC,TOTAL,DE,2017-01-01,32.41 
F,LI_R_MD60BT,PC,TOTAL,DK,2005-01-01,61.34 
F,LI_R_MD60BT,PC,TOTAL,DK,2006-01-01,58.62 
F,LI_R_MD60BT,PC,TOTAL,DK,2007-01-01,58.19 
F,LI_R_MD60BT,PC,TOTAL,DK,2008-01-01,59.18 
F,LI_R_MD60BT,PC,TOTAL,DK,2009-01-01,59.15 
F,LI_R_MD60BT,PC,TOTAL,DK,2010-01-01,55.48 
F,LI_R_MD60BT,PC,TOTAL,DK,2011-01-01,56.99 b
F,LI_R_MD60BT,PC,TOTAL,DK,2012-01-01,56.88 
F,LI_R_MD60BT,PC,TOTAL,DK,2013-01-01,57.09
F,LI_R_MD60BT,PC,TOTAL,DK,2014-01-01,55.64 
F,LI_R_MD60BT,PC,TOTAL,DK,2015-01-01,54.75
F,LI_R_MD60BT,PC,TOTAL,DK,2016-01-01,53.52 
F,LI_R_MD60BT,PC,TOTAL,DK,2017-01-01,52.24 
F,LI_R_MD60BT,PC,TOTAL,EA18,2005-01-01,35.83 
F,LI_R_MD60BT,PC,TOTAL,EA18,2006-01-01,36.05 
F,LI_R_MD60BT,PC,TOTAL,EA18,2007-01-01,33.85 
F,LI_R_MD60BT,PC,TOTAL,EA18,2008-01-01,32.81 
F,LI_R_MD60BT,PC,TOTAL,EA18,2009-01-01,32.68 
F,LI_R_MD60BT,PC,TOTAL,EA18,2010-01-01,34.36 
F,LI_R_MD60BT,PC,TOTAL,EA18,2011-01-01,33.71 
F,LI_R_MD60BT,PC,TOTAL,EA18,2012-01-01,32.05 
F,LI_R_MD60BT,PC,TOTAL,EA18,2013-01-01,33.72
F,LI_R_MD60BT,PC,TOTAL,EA18,2014-01-01,32.44 
F,LI_R_MD60BT,PC,TOTAL,EA18,2015-01-01,32.82
F,LI_R_MD60BT,PC,TOTAL,EA18,2016-01-01,31.56 
F,LI_R_MD60BT,PC,TOTAL,EA18,2017-01-01,30.59 e
F,LI_R_MD60BT,PC,TOTAL,EA19,2005-01-01,35.43 
F,LI_R_MD60BT,PC,TOTAL,EA19,2006-01-01,36.05 
F,LI_R_MD60BT,PC,TOTAL,EA19,2007-01-01,33.46 
F,LI_R_MD60BT,PC,TOTAL,EA19,2008-01-01,32.41 
F,LI_R_MD60BT,PC,TOTAL,EA19,2009-01-01,32.68 
F,LI_R_MD60BT,PC,TOTAL,EA19,2010-01-01,34.23 
F,LI_R_MD60BT,PC,TOTAL,EA19,2011-01-01,33.58 
F,LI_R_MD60BT,PC,TOTAL,EA19,2012-01-01,32.05 
F,LI_R_MD60BT,PC,TOTAL,EA19,2013-01-01,33.97
F,LI_R_MD60BT,PC,TOTAL,EA19,2014-01-01,32.44 
F,LI_R_MD60BT,PC,TOTAL,EA19,2015-01-01,32.44
F,LI_R_MD60BT,PC,TOTAL,EA19,2016-01-01,31.44 
F,LI_R_MD60BT,PC,TOTAL,EA19,2017-01-01,30.86 e
F,LI_R_MD60BT,PC,TOTAL,EE,2005-01-01,23.90 
F,LI_R_MD60BT,PC,TOTAL,EE,2006-01-01,23.46 
F,LI_R_MD60BT,PC,TOTAL,EE,2007-01-01,20.80 
F,LI_R_MD60BT,PC,TOTAL,EE,2008-01-01,19.12 
F,LI_R_MD60BT,PC,TOTAL,EE,2009-01-01,22.02 
F,LI_R_MD60BT,PC,TOTAL,EE,2010-01-01,34.68 
F,LI_R_MD60BT,PC,TOTAL,EE,2011-01-01,28.98 
F,LI_R_MD60BT,PC,TOTAL,EE,2012-01-01,28.46 
F,LI_R_MD60BT,PC,TOTAL,EE,2013-01-01,25.19
F,LI_R_MD60BT,PC,TOTAL,EE,2014-01-01,21.28 b
F,LI_R_MD60BT,PC,TOTAL,EE,2015-01-01,21.02
F,LI_R_MD60BT,PC,TOTAL,EE,2016-01-01,22.83 
F,LI_R_MD60BT,PC,TOTAL,EE,2017-01-01,25.32 
F,LI_R_MD60BT,PC,TOTAL,EL,2005-01-01,13.28 
F,LI_R_MD60BT,PC,TOTAL,EL,2006-01-01,13.36 
F,LI_R_MD60BT,PC,TOTAL,EL,2007-01-01,15.38 
F,LI_R_MD60BT,PC,TOTAL,EL,2008-01-01,14.81 
F,LI_R_MD60BT,PC,TOTAL,EL,2009-01-01,14.77 
F,LI_R_MD60BT,PC,TOTAL,EL,2010-01-01,16.06 
F,LI_R_MD60BT,PC,TOTAL,EL,2011-01-01,13.78 
F,LI_R_MD60BT,PC,TOTAL,EL,2012-01-01,13.87 
F,LI_R_MD60BT,PC,TOTAL,EL,2013-01-01,17.36
F,LI_R_MD60BT,PC,TOTAL,EL,2014-01-01,15.06 
F,LI_R_MD60BT,PC,TOTAL,EL,2015-01-01,16.86
F,LI_R_MD60BT,PC,TOTAL,EL,2016-01-01,15.87 
F,LI_R_MD60BT,PC,TOTAL,EL,2017-01-01,16.53 
F,LI_R_MD60BT,PC,TOTAL,ES,2005-01-01,17.44 
F,LI_R_MD60BT,PC,TOTAL,ES,2006-01-01,16.15 
F,LI_R_MD60BT,PC,TOTAL,ES,2007-01-01,16.13 
F,LI_R_MD60BT,PC,TOTAL,ES,2008-01-01,21.48 b
F,LI_R_MD60BT,PC,TOTAL,ES,2009-01-01,23.66 
F,LI_R_MD60BT,PC,TOTAL,ES,2010-01-01,27.05 
F,LI_R_MD60BT,PC,TOTAL,ES,2011-01-01,29.61 
F,LI_R_MD60BT,PC,TOTAL,ES,2012-01-01,28.18 
F,LI_R_MD60BT,PC,TOTAL,ES,2013-01-01,32.08
F,LI_R_MD60BT,PC,TOTAL,ES,2014-01-01,28.25 
F,LI_R_MD60BT,PC,TOTAL,ES,2015-01-01,26.1
F,LI_R_MD60BT,PC,TOTAL,ES,2016-01-01,23.53 
F,LI_R_MD60BT,PC,TOTAL,ES,2017-01-01,22.65 
F,LI_R_MD60BT,PC,TOTAL,EU27,2005-01-01,36.43 e
F,LI_R_MD60BT,PC,TOTAL,EU27,2006-01-01,36.53 e
F,LI_R_MD60BT,PC,TOTAL,EU27,2007-01-01,35.07 
F,LI_R_MD60BT,PC,TOTAL,EU27,2008-01-01,33.71 
F,LI_R_MD60BT,PC,TOTAL,EU27,2009-01-01,34.85 
F,LI_R_MD60BT,PC,TOTAL,EU27,2010-01-01,35.82 
F,LI_R_MD60BT,PC,TOTAL,EU27,2011-01-01,35.06 
F,LI_R_MD60BT,PC,TOTAL,EU27,2012-01-01,34.09 
F,LI_R_MD60BT,PC,TOTAL,EU27,2013-01-01,35.58
F,LI_R_MD60BT,PC,TOTAL,EU27,2014-01-01,33.46 
F,LI_R_MD60BT,PC,TOTAL,EU27,2015-01-01,33.46
F,LI_R_MD60BT,PC,TOTAL,EU27,2016-01-01,32.71 
F,LI_R_MD60BT,PC,TOTAL,EU27,2017-01-01,31.37 e
F,LI_R_MD60BT,PC,TOTAL,EU28,2005-01-01,: 
F,LI_R_MD60BT,PC,TOTAL,EU28,2006-01-01,: 
F,LI_R_MD60BT,PC,TOTAL,EU28,2007-01-01,: 
F,LI_R_MD60BT,PC,TOTAL,EU28,2008-01-01,: 
F,LI_R_MD60BT,PC,TOTAL,EU28,2009-01-01,: 
F,LI_R_MD60BT,PC,TOTAL,EU28,2010-01-01,36.06 
F,LI_R_MD60BT,PC,TOTAL,EU28,2011-01-01,35.29 
F,LI_R_MD60BT,PC,TOTAL,EU28,2012-01-01,34.09 
F,LI_R_MD60BT,PC,TOTAL,EU28,2013-01-01,35.58
F,LI_R_MD60BT,PC,TOTAL,EU28,2014-01-01,33.46 
F,LI_R_MD60BT,PC,TOTAL,EU28,2015-01-01,33.46
F,LI_R_MD60BT,PC,TOTAL,EU28,2016-01-01,32.71 
F,LI_R_MD60BT,PC,TOTAL,EU28,2017-01-01,31.37 e
F,LI_R_MD60BT,PC,TOTAL,FI,2005-01-01,55.71 
F,LI_R_MD60BT,PC,TOTAL,FI,2006-01-01,55.74 
F,LI_R_MD60BT,PC,TOTAL,FI,2007-01-01,54.90 
F,LI_R_MD60BT,PC,TOTAL,FI,2008-01-01,49.30 
F,LI_R_MD60BT,PC,TOTAL,FI,2009-01-01,46.74 
F,LI_R_MD60BT,PC,TOTAL,FI,2010-01-01,50.71 
F,LI_R_MD60BT,PC,TOTAL,FI,2011-01-01,49.29 
F,LI_R_MD60BT,PC,TOTAL,FI,2012-01-01,50.72 
F,LI_R_MD60BT,PC,TOTAL,FI,2013-01-01,54.28
F,LI_R_MD60BT,PC,TOTAL,FI,2014-01-01,52.16 
F,LI_R_MD60BT,PC,TOTAL,FI,2015-01-01,53.16
F,LI_R_MD60BT,PC,TOTAL,FI,2016-01-01,57.35 
F,LI_R_MD60BT,PC,TOTAL,FI,2017-01-01,57.46 
F,LI_R_MD60BT,PC,TOTAL,FR,2005-01-01,49.26 
F,LI_R_MD60BT,PC,TOTAL,FR,2006-01-01,45.74 
F,LI_R_MD60BT,PC,TOTAL,FR,2007-01-01,50.00 
F,LI_R_MD60BT,PC,TOTAL,FR,2008-01-01,45.49 b
F,LI_R_MD60BT,PC,TOTAL,FR,2009-01-01,44.80 
F,LI_R_MD60BT,PC,TOTAL,FR,2010-01-01,45.49 
F,LI_R_MD60BT,PC,TOTAL,FR,2011-01-01,42.46 
F,LI_R_MD60BT,PC,TOTAL,FR,2012-01-01,39.92 
F,LI_R_MD60BT,PC,TOTAL,FR,2013-01-01,43.03
F,LI_R_MD60BT,PC,TOTAL,FR,2014-01-01,42.21 
F,LI_R_MD60BT,PC,TOTAL,FR,2015-01-01,43.03
F,LI_R_MD60BT,PC,TOTAL,FR,2016-01-01,40.98 
F,LI_R_MD60BT,PC,TOTAL,FR,2017-01-01,44.49 
F,LI_R_MD60BT,PC,TOTAL,HR,2005-01-01,: 
F,LI_R_MD60BT,PC,TOTAL,HR,2006-01-01,: 
F,LI_R_MD60BT,PC,TOTAL,HR,2007-01-01,: 
F,LI_R_MD60BT,PC,TOTAL,HR,2008-01-01,: 
F,LI_R_MD60BT,PC,TOTAL,HR,2009-01-01,: 
F,LI_R_MD60BT,PC,TOTAL,HR,2010-01-01,30.29 b
F,LI_R_MD60BT,PC,TOTAL,HR,2011-01-01,29.84 
F,LI_R_MD60BT,PC,TOTAL,HR,2012-01-01,30.62 
F,LI_R_MD60BT,PC,TOTAL,HR,2013-01-01,31.42
F,LI_R_MD60BT,PC,TOTAL,HR,2014-01-01,33.66 
F,LI_R_MD60BT,PC,TOTAL,HR,2015-01-01,33.33
F,LI_R_MD60BT,PC,TOTAL,HR,2016-01-01,26.35 
F,LI_R_MD60BT,PC,TOTAL,HR,2017-01-01,: 
F,LI_R_MD60BT,PC,TOTAL,HU,2005-01-01,54.17 
F,LI_R_MD60BT,PC,TOTAL,HU,2006-01-01,46.55 
F,LI_R_MD60BT,PC,TOTAL,HU,2007-01-01,57.29 
F,LI_R_MD60BT,PC,TOTAL,HU,2008-01-01,58.25 
F,LI_R_MD60BT,PC,TOTAL,HU,2009-01-01,57.39 
F,LI_R_MD60BT,PC,TOTAL,HU,2010-01-01,57.14 
F,LI_R_MD60BT,PC,TOTAL,HU,2011-01-01,51.59 
F,LI_R_MD60BT,PC,TOTAL,HU,2012-01-01,47.57 
F,LI_R_MD60BT,PC,TOTAL,HU,2013-01-01,44.44
F,LI_R_MD60BT,PC,TOTAL,HU,2014-01-01,43.58 
F,LI_R_MD60BT,PC,TOTAL,HU,2015-01-01,42.17
F,LI_R_MD60BT,PC,TOTAL,HU,2016-01-01,43.36 
F,LI_R_MD60BT,PC,TOTAL,HU,2017-01-01,45.85 
F,LI_R_MD60BT,PC,TOTAL,IE,2005-01-01,39.94 
F,LI_R_MD60BT,PC,TOTAL,IE,2006-01-01,43.64 
F,LI_R_MD60BT,PC,TOTAL,IE,2007-01-01,47.59 
F,LI_R_MD60BT,PC,TOTAL,IE,2008-01-01,54.06 
F,LI_R_MD60BT,PC,TOTAL,IE,2009-01-01,61.48 
F,LI_R_MD60BT,PC,TOTAL,IE,2010-01-01,61.27 
F,LI_R_MD60BT,PC,TOTAL,IE,2011-01-01,63.30 
F,LI_R_MD60BT,PC,TOTAL,IE,2012-01-01,57.64 
F,LI_R_MD60BT,PC,TOTAL,IE,2013-01-01,59.33
F,LI_R_MD60BT,PC,TOTAL,IE,2014-01-01,55.35 
F,LI_R_MD60BT,PC,TOTAL,IE,2015-01-01,55.91
F,LI_R_MD60BT,PC,TOTAL,IE,2016-01-01,51.81 
F,LI_R_MD60BT,PC,TOTAL,IE,2017-01-01,: 
F,LI_R_MD60BT,PC,TOTAL,IS,2005-01-01,51.02 
F,LI_R_MD60BT,PC,TOTAL,IS,2006-01-01,47.15 
F,LI_R_MD60BT,PC,TOTAL,IS,2007-01-01,43.30 
F,LI_R_MD60BT,PC,TOTAL,IS,2008-01-01,45.69 
F,LI_R_MD60BT,PC,TOTAL,IS,2009-01-01,46.89 
F,LI_R_MD60BT,PC,TOTAL,IS,2010-01-01,58.30 
F,LI_R_MD60BT,PC,TOTAL,IS,2011-01-01,59.40 
F,LI_R_MD60BT,PC,TOTAL,IS,2012-01-01,68.35 
F,LI_R_MD60BT,PC,TOTAL,IS,2013-01-01,61.3
F,LI_R_MD60BT,PC,TOTAL,IS,2014-01-01,64.35 
F,LI_R_MD60BT,PC,TOTAL,IS,2015-01-01,55.39
F,LI_R_MD60BT,PC,TOTAL,IS,2016-01-01,55.45 p
F,LI_R_MD60BT,PC,TOTAL,IS,2017-01-01,: 
F,LI_R_MD60BT,PC,TOTAL,IT,2005-01-01,17.46 
F,LI_R_MD60BT,PC,TOTAL,IT,2006-01-01,17.06 
F,LI_R_MD60BT,PC,TOTAL,IT,2007-01-01,16.06 
F,LI_R_MD60BT,PC,TOTAL,IT,2008-01-01,18.07 
F,LI_R_MD60BT,PC,TOTAL,IT,2009-01-01,19.11 
F,LI_R_MD60BT,PC,TOTAL,IT,2010-01-01,20.00 
F,LI_R_MD60BT,PC,TOTAL,IT,2011-01-01,18.85 
F,LI_R_MD60BT,PC,TOTAL,IT,2012-01-01,19.07 
F,LI_R_MD60BT,PC,TOTAL,IT,2013-01-01,20.08
F,LI_R_MD60BT,PC,TOTAL,IT,2014-01-01,18.97 
F,LI_R_MD60BT,PC,TOTAL,IT,2015-01-01,20.31
F,LI_R_MD60BT,PC,TOTAL,IT,2016-01-01,19.85 
F,LI_R_MD60BT,PC,TOTAL,IT,2017-01-01,17.90 
F,LI_R_MD60BT,PC,TOTAL,LT,2005-01-01,20.22 
F,LI_R_MD60BT,PC,TOTAL,LT,2006-01-01,24.36 
F,LI_R_MD60BT,PC,TOTAL,LT,2007-01-01,22.06 
F,LI_R_MD60BT,PC,TOTAL,LT,2008-01-01,20.69 
F,LI_R_MD60BT,PC,TOTAL,LT,2009-01-01,26.28 
F,LI_R_MD60BT,PC,TOTAL,LT,2010-01-01,35.69 
F,LI_R_MD60BT,PC,TOTAL,LT,2011-01-01,33.90 
F,LI_R_MD60BT,PC,TOTAL,LT,2012-01-01,32.86 
F,LI_R_MD60BT,PC,TOTAL,LT,2013-01-01,30.77
F,LI_R_MD60BT,PC,TOTAL,LT,2014-01-01,27.76 
F,LI_R_MD60BT,PC,TOTAL,LT,2015-01-01,20.77
F,LI_R_MD60BT,PC,TOTAL,LT,2016-01-01,19.51 
F,LI_R_MD60BT,PC,TOTAL,LT,2017-01-01,21.17 
F,LI_R_MD60BT,PC,TOTAL,LU,2005-01-01,39.83 
F,LI_R_MD60BT,PC,TOTAL,LU,2006-01-01,38.89 
F,LI_R_MD60BT,PC,TOTAL,LU,2007-01-01,41.49 
F,LI_R_MD60BT,PC,TOTAL,LU,2008-01-01,40.42 
F,LI_R_MD60BT,PC,TOTAL,LU,2009-01-01,41.61 
F,LI_R_MD60BT,PC,TOTAL,LU,2010-01-01,50.17 
F,LI_R_MD60BT,PC,TOTAL,LU,2011-01-01,48.58 
F,LI_R_MD60BT,PC,TOTAL,LU,2012-01-01,47.12 
F,LI_R_MD60BT,PC,TOTAL,LU,2013-01-01,46.13
F,LI_R_MD60BT,PC,TOTAL,LU,2014-01-01,41.34 
F,LI_R_MD60BT,PC,TOTAL,LU,2015-01-01,42.07
F,LI_R_MD60BT,PC,TOTAL,LU,2016-01-01,38.16 b
F,LI_R_MD60BT,PC,TOTAL,LU,2017-01-01,36.18 
F,LI_R_MD60BT,PC,TOTAL,LV,2005-01-01,25.37 
F,LI_R_MD60BT,PC,TOTAL,LV,2006-01-01,15.18 
F,LI_R_MD60BT,PC,TOTAL,LV,2007-01-01,21.74 
F,LI_R_MD60BT,PC,TOTAL,LV,2008-01-01,12.73 
F,LI_R_MD60BT,PC,TOTAL,LV,2009-01-01,13.85 
F,LI_R_MD60BT,PC,TOTAL,LV,2010-01-01,27.66 
F,LI_R_MD60BT,PC,TOTAL,LV,2011-01-01,29.62 
F,LI_R_MD60BT,PC,TOTAL,LV,2012-01-01,24.80 
F,LI_R_MD60BT,PC,TOTAL,LV,2013-01-01,25.56
F,LI_R_MD60BT,PC,TOTAL,LV,2014-01-01,21.05 
F,LI_R_MD60BT,PC,TOTAL,LV,2015-01-01,16.5
F,LI_R_MD60BT,PC,TOTAL,LV,2016-01-01,20.07 
F,LI_R_MD60BT,PC,TOTAL,LV,2017-01-01,20.13 
F,LI_R_MD60BT,PC,TOTAL,MK,2005-01-01,: 
F,LI_R_MD60BT,PC,TOTAL,MK,2006-01-01,: 
F,LI_R_MD60BT,PC,TOTAL,MK,2007-01-01,: 
F,LI_R_MD60BT,PC,TOTAL,MK,2008-01-01,: 
F,LI_R_MD60BT,PC,TOTAL,MK,2009-01-01,: 
F,LI_R_MD60BT,PC,TOTAL,MK,2010-01-01,: 
F,LI_R_MD60BT,PC,TOTAL,MK,2011-01-01,: 
F,LI_R_MD60BT,PC,TOTAL,MK,2012-01-01,9.57 
F,LI_R_MD60BT,PC,TOTAL,MK,2013-01-01,9.13
F,LI_R_MD60BT,PC,TOTAL,MK,2014-01-01,10.25 
F,LI_R_MD60BT,PC,TOTAL,MK,2015-01-01,13.65
F,LI_R_MD60BT,PC,TOTAL,MK,2016-01-01,15.63 
F,LI_R_MD60BT,PC,TOTAL,MK,2017-01-01,: 
F,LI_R_MD60BT,PC,TOTAL,MT,2005-01-01,29.19 
F,LI_R_MD60BT,PC,TOTAL,MT,2006-01-01,32.88 
F,LI_R_MD60BT,PC,TOTAL,MT,2007-01-01,29.55 
F,LI_R_MD60BT,PC,TOTAL,MT,2008-01-01,30.99 
F,LI_R_MD60BT,PC,TOTAL,MT,2009-01-01,34.60 
F,LI_R_MD60BT,PC,TOTAL,MT,2010-01-01,33.88 
F,LI_R_MD60BT,PC,TOTAL,MT,2011-01-01,34.29 
F,LI_R_MD60BT,PC,TOTAL,MT,2012-01-01,37.30 
F,LI_R_MD60BT,PC,TOTAL,MT,2013-01-01,35.08
F,LI_R_MD60BT,PC,TOTAL,MT,2014-01-01,36.25 
F,LI_R_MD60BT,PC,TOTAL,MT,2015-01-01,33.33
F,LI_R_MD60BT,PC,TOTAL,MT,2016-01-01,32.79 
F,LI_R_MD60BT,PC,TOTAL,MT,2017-01-01,31.08 
F,LI_R_MD60BT,PC,TOTAL,NL,2005-01-01,51.13 
F,LI_R_MD60BT,PC,TOTAL,NL,2006-01-01,55.00 
F,LI_R_MD60BT,PC,TOTAL,NL,2007-01-01,50.69 
F,LI_R_MD60BT,PC,TOTAL,NL,2008-01-01,49.76 
F,LI_R_MD60BT,PC,TOTAL,NL,2009-01-01,45.93 
F,LI_R_MD60BT,PC,TOTAL,NL,2010-01-01,50.23 
F,LI_R_MD60BT,PC,TOTAL,NL,2011-01-01,48.37 
F,LI_R_MD60BT,PC,TOTAL,NL,2012-01-01,50.70 
F,LI_R_MD60BT,PC,TOTAL,NL,2013-01-01,51.6
F,LI_R_MD60BT,PC,TOTAL,NL,2014-01-01,44.91 
F,LI_R_MD60BT,PC,TOTAL,NL,2015-01-01,48.89
F,LI_R_MD60BT,PC,TOTAL,NL,2016-01-01,44.54 b
F,LI_R_MD60BT,PC,TOTAL,NL,2017-01-01,41.41 
F,LI_R_MD60BT,PC,TOTAL,NO,2005-01-01,58.61 
F,LI_R_MD60BT,PC,TOTAL,NO,2006-01-01,58.44 
F,LI_R_MD60BT,PC,TOTAL,NO,2007-01-01,55.03 
F,LI_R_MD60BT,PC,TOTAL,NO,2008-01-01,53.26 
F,LI_R_MD60BT,PC,TOTAL,NO,2009-01-01,51.47 
F,LI_R_MD60BT,PC,TOTAL,NO,2010-01-01,57.04 
F,LI_R_MD60BT,PC,TOTAL,NO,2011-01-01,63.37 
F,LI_R_MD60BT,PC,TOTAL,NO,2012-01-01,60.61 
F,LI_R_MD60BT,PC,TOTAL,NO,2013-01-01,56.83
F,LI_R_MD60BT,PC,TOTAL,NO,2014-01-01,54.75 
F,LI_R_MD60BT,PC,TOTAL,NO,2015-01-01,51.96
F,LI_R_MD60BT,PC,TOTAL,NO,2016-01-01,50.18 
F,LI_R_MD60BT,PC,TOTAL,NO,2017-01-01,49.23 
F,LI_R_MD60BT,PC,TOTAL,PL,2005-01-01,31.14 
