asyl_app,geotime,date,value
NASY_APP,PT,2009-01-01,13.0
NASY_APP,PT,2010-01-01,15.0
NASY_APP,PT,2011-01-01,26.0
NASY_APP,PT,2012-01-01,28.0
NASY_APP,PT,2013-01-01,48.0
NASY_APP,PT,2014-01-01,42.0
NASY_APP,PT,2015-01-01,84.0
NASY_APP,PT,2016-01-01,69.0
NASY_APP,PT,2017-01-01,99.0
NASY_APP,RO,2008-01-01,
NASY_APP,RO,2009-01-01,
NASY_APP,RO,2010-01-01,
NASY_APP,RO,2011-01-01,84.0
NASY_APP,RO,2012-01-01,121.0
NASY_APP,RO,2013-01-01,70.0
NASY_APP,RO,2014-01-01,75.0
NASY_APP,RO,2015-01-01,62.0
NASY_APP,RO,2016-01-01,94.0
NASY_APP,RO,2017-01-01,240.0
NASY_APP,SE,2008-01-01,2633.0
NASY_APP,SE,2009-01-01,2538.0
NASY_APP,SE,2010-01-01,3389.0
NASY_APP,SE,2011-01-01,3136.0
NASY_APP,SE,2012-01-01,4605.0
NASY_APP,SE,2013-01-01,5127.0
NASY_APP,SE,2014-01-01,7733.0
NASY_APP,SE,2015-01-01,15931.0
NASY_APP,SE,2016-01-01,2250.0
NASY_APP,SE,2017-01-01,2206.0
NASY_APP,SI,2008-01-01,119.0
NASY_APP,SI,2009-01-01,86.0
NASY_APP,SI,2010-01-01,95.0
NASY_APP,SI,2011-01-01,149.0
NASY_APP,SI,2012-01-01,126.0
NASY_APP,SI,2013-01-01,117.0
NASY_APP,SI,2014-01-01,172.0
NASY_APP,SI,2015-01-01,126.0
NASY_APP,SI,2016-01-01,613.0
NASY_APP,SI,2017-01-01,694.0
NASY_APP,SK,2008-01-01,
NASY_APP,SK,2009-01-01,
NASY_APP,SK,2010-01-01,58.0
NASY_APP,SK,2011-01-01,59.0
NASY_APP,SK,2012-01-01,102.0
NASY_APP,SK,2013-01-01,54.0
NASY_APP,SK,2014-01-01,42.0
NASY_APP,SK,2015-01-01,50.0
NASY_APP,SK,2016-01-01,18.0
NASY_APP,SK,2017-01-01,28.0
NASY_APP,UK,2008-01-01,506.0
NASY_APP,UK,2009-01-01,492.0
NASY_APP,UK,2010-01-01,360.0
NASY_APP,UK,2011-01-01,409.0
NASY_APP,UK,2012-01-01,438.0
NASY_APP,UK,2013-01-01,462.0
NASY_APP,UK,2014-01-01,497.0
NASY_APP,UK,2015-01-01,610.0
NASY_APP,UK,2016-01-01,598.0
NASY_APP,UK,2017-01-01,520.0
