indic_env,waste,unit,geotime,date,value
EXP,TOTAL,T,EE,2013-01-01,620865.0
EXP,TOTAL,T,EE,2014-01-01,528376.0
EXP,TOTAL,T,EE,2015-01-01,395209.0
EXP,TOTAL,T,EE,2016-01-01,487235.0
EXP,TOTAL,T,EL,2004-01-01,198060.0
EXP,TOTAL,T,EL,2005-01-01,219263.0
EXP,TOTAL,T,EL,2006-01-01,273669.0
EXP,TOTAL,T,EL,2007-01-01,298380.0
EXP,TOTAL,T,EL,2008-01-01,281238.0
EXP,TOTAL,T,EL,2009-01-01,532999.0
EXP,TOTAL,T,EL,2010-01-01,492055.0
EXP,TOTAL,T,EL,2011-01-01,441246.0
EXP,TOTAL,T,EL,2012-01-01,482755.0
EXP,TOTAL,T,EL,2013-01-01,422357.0
EXP,TOTAL,T,EL,2014-01-01,426221.0
EXP,TOTAL,T,EL,2015-01-01,410182.0
EXP,TOTAL,T,EL,2016-01-01,423438.0
EXP,TOTAL,T,ES,2004-01-01,667431.0
EXP,TOTAL,T,ES,2005-01-01,893734.0
EXP,TOTAL,T,ES,2006-01-01,767089.0
EXP,TOTAL,T,ES,2007-01-01,942655.0
EXP,TOTAL,T,ES,2008-01-01,1362379.0
EXP,TOTAL,T,ES,2009-01-01,1626824.0
EXP,TOTAL,T,ES,2010-01-01,1388700.0
EXP,TOTAL,T,ES,2011-01-01,1562510.0
EXP,TOTAL,T,ES,2012-01-01,2031357.0
EXP,TOTAL,T,ES,2013-01-01,1748227.0
EXP,TOTAL,T,ES,2014-01-01,2162425.0
EXP,TOTAL,T,ES,2015-01-01,2017559.0
EXP,TOTAL,T,ES,2016-01-01,2114189.0
EXP,TOTAL,T,EU28,2004-01-01,21595291.0
EXP,TOTAL,T,EU28,2005-01-01,22096197.0
EXP,TOTAL,T,EU28,2006-01-01,24293321.0
EXP,TOTAL,T,EU28,2007-01-01,25493504.0
EXP,TOTAL,T,EU28,2008-01-01,29007091.0
EXP,TOTAL,T,EU28,2009-01-01,35168598.0
EXP,TOTAL,T,EU28,2010-01-01,35227118.0
EXP,TOTAL,T,EU28,2011-01-01,36250113.0
EXP,TOTAL,T,EU28,2012-01-01,36949673.0
EXP,TOTAL,T,EU28,2013-01-01,32149273.0
EXP,TOTAL,T,EU28,2014-01-01,32823747.0
EXP,TOTAL,T,EU28,2015-01-01,30351677.0
EXP,TOTAL,T,EU28,2016-01-01,34801638.0
EXP,TOTAL,T,FI,2004-01-01,483948.0
EXP,TOTAL,T,FI,2005-01-01,531500.0
EXP,TOTAL,T,FI,2006-01-01,501258.0
EXP,TOTAL,T,FI,2007-01-01,506340.0
EXP,TOTAL,T,FI,2008-01-01,561535.0
EXP,TOTAL,T,FI,2009-01-01,602372.0
EXP,TOTAL,T,FI,2010-01-01,492651.0
EXP,TOTAL,T,FI,2011-01-01,620557.0
EXP,TOTAL,T,FI,2012-01-01,636776.0
EXP,TOTAL,T,FI,2013-01-01,658908.0
EXP,TOTAL,T,FI,2014-01-01,627486.0
EXP,TOTAL,T,FI,2015-01-01,567604.0
EXP,TOTAL,T,FI,2016-01-01,533069.0
EXP,TOTAL,T,FR,2004-01-01,8179385.0
EXP,TOTAL,T,FR,2005-01-01,7942143.0
EXP,TOTAL,T,FR,2006-01-01,9241963.0
EXP,TOTAL,T,FR,2007-01-01,9433822.0
EXP,TOTAL,T,FR,2008-01-01,9162467.0
EXP,TOTAL,T,FR,2009-01-01,9353598.0
EXP,TOTAL,T,FR,2010-01-01,10653234.0
EXP,TOTAL,T,FR,2011-01-01,10527584.0
EXP,TOTAL,T,FR,2012-01-01,10636510.0
EXP,TOTAL,T,FR,2013-01-01,10425073.0
EXP,TOTAL,T,FR,2014-01-01,10637350.0
EXP,TOTAL,T,FR,2015-01-01,9703672.0
EXP,TOTAL,T,FR,2016-01-01,9728756.0
EXP,TOTAL,T,HR,2004-01-01,337092.0
EXP,TOTAL,T,HR,2005-01-01,385184.0
EXP,TOTAL,T,HR,2006-01-01,477598.0
EXP,TOTAL,T,HR,2007-01-01,522030.0
EXP,TOTAL,T,HR,2008-01-01,443609.0
EXP,TOTAL,T,HR,2009-01-01,391259.0
EXP,TOTAL,T,HR,2010-01-01,472095.0
EXP,TOTAL,T,HR,2011-01-01,630062.0
EXP,TOTAL,T,HR,2012-01-01,654960.0
EXP,TOTAL,T,HR,2013-01-01,568115.0
EXP,TOTAL,T,HR,2014-01-01,528468.0
EXP,TOTAL,T,HR,2015-01-01,460893.0
EXP,TOTAL,T,HR,2016-01-01,543274.0
EXP,TOTAL,T,HU,2004-01-01,998620.0
EXP,TOTAL,T,HU,2005-01-01,918277.0
EXP,TOTAL,T,HU,2006-01-01,788232.0
EXP,TOTAL,T,HU,2007-01-01,708651.0
EXP,TOTAL,T,HU,2008-01-01,884936.0
EXP,TOTAL,T,HU,2009-01-01,766486.0
EXP,TOTAL,T,HU,2010-01-01,1314471.0
EXP,TOTAL,T,HU,2011-01-01,1571845.0
EXP,TOTAL,T,HU,2012-01-01,1470350.0
EXP,TOTAL,T,HU,2013-01-01,1425019.0
EXP,TOTAL,T,HU,2014-01-01,1347201.0
EXP,TOTAL,T,HU,2015-01-01,1176874.0
EXP,TOTAL,T,HU,2016-01-01,1266500.0
EXP,TOTAL,T,IE,2004-01-01,737105.0
EXP,TOTAL,T,IE,2005-01-01,794543.0
EXP,TOTAL,T,IE,2006-01-01,877642.0
EXP,TOTAL,T,IE,2007-01-01,998581.0
EXP,TOTAL,T,IE,2008-01-01,1020717.0
EXP,TOTAL,T,IE,2009-01-01,974441.0
EXP,TOTAL,T,IE,2010-01-01,924329.0
EXP,TOTAL,T,IE,2011-01-01,1034334.0
EXP,TOTAL,T,IE,2012-01-01,949581.0
EXP,TOTAL,T,IE,2013-01-01,923976.0
EXP,TOTAL,T,IE,2014-01-01,944357.0
EXP,TOTAL,T,IE,2015-01-01,900792.0
EXP,TOTAL,T,IE,2016-01-01,913779.0
EXP,TOTAL,T,IT,2004-01-01,1077725.0
EXP,TOTAL,T,IT,2005-01-01,1228524.0
EXP,TOTAL,T,IT,2006-01-01,1391757.0
EXP,TOTAL,T,IT,2007-01-01,1675754.0
EXP,TOTAL,T,IT,2008-01-01,2318545.0
EXP,TOTAL,T,IT,2009-01-01,2701103.0
EXP,TOTAL,T,IT,2010-01-01,2669010.0
EXP,TOTAL,T,IT,2011-01-01,2700770.0
EXP,TOTAL,T,IT,2012-01-01,2881642.0
EXP,TOTAL,T,IT,2013-01-01,2505519.0
EXP,TOTAL,T,IT,2014-01-01,2542090.0
EXP,TOTAL,T,IT,2015-01-01,2784252.0
EXP,TOTAL,T,IT,2016-01-01,2995037.0
EXP,TOTAL,T,LT,2004-01-01,710016.0
EXP,TOTAL,T,LT,2005-01-01,642333.0
EXP,TOTAL,T,LT,2006-01-01,715021.0
EXP,TOTAL,T,LT,2007-01-01,720662.0
EXP,TOTAL,T,LT,2008-01-01,712695.0
EXP,TOTAL,T,LT,2009-01-01,491673.0
EXP,TOTAL,T,LT,2010-01-01,664656.0
EXP,TOTAL,T,LT,2011-01-01,755875.0
EXP,TOTAL,T,LT,2012-01-01,721689.0
EXP,TOTAL,T,LT,2013-01-01,621499.0
EXP,TOTAL,T,LT,2014-01-01,729277.0
EXP,TOTAL,T,LT,2015-01-01,634983.0
EXP,TOTAL,T,LT,2016-01-01,717803.0
EXP,TOTAL,T,LU,2004-01-01,702109.0
EXP,TOTAL,T,LU,2005-01-01,359006.0
EXP,TOTAL,T,LU,2006-01-01,354157.0
EXP,TOTAL,T,LU,2007-01-01,476679.0
EXP,TOTAL,T,LU,2008-01-01,451733.0
EXP,TOTAL,T,LU,2009-01-01,241799.0
EXP,TOTAL,T,LU,2010-01-01,271557.0
EXP,TOTAL,T,LU,2011-01-01,259110.0
EXP,TOTAL,T,LU,2012-01-01,260756.0
EXP,TOTAL,T,LU,2013-01-01,198916.0
EXP,TOTAL,T,LU,2014-01-01,205363.0
EXP,TOTAL,T,LU,2015-01-01,215689.0
EXP,TOTAL,T,LU,2016-01-01,228205.0
EXP,TOTAL,T,LV,2004-01-01,113260.0
EXP,TOTAL,T,LV,2005-01-01,269721.0
EXP,TOTAL,T,LV,2006-01-01,365218.0
EXP,TOTAL,T,LV,2007-01-01,297963.0
EXP,TOTAL,T,LV,2008-01-01,442265.0
EXP,TOTAL,T,LV,2009-01-01,272897.0
EXP,TOTAL,T,LV,2010-01-01,448814.0
EXP,TOTAL,T,LV,2011-01-01,627447.0
EXP,TOTAL,T,LV,2012-01-01,572030.0
EXP,TOTAL,T,LV,2013-01-01,549320.0
EXP,TOTAL,T,LV,2014-01-01,569132.0
EXP,TOTAL,T,LV,2015-01-01,555409.0
EXP,TOTAL,T,LV,2016-01-01,452419.0
EXP,TOTAL,T,MT,2004-01-01,22084.0
EXP,TOTAL,T,MT,2005-01-01,11325.0
EXP,TOTAL,T,MT,2006-01-01,23375.0
EXP,TOTAL,T,MT,2007-01-01,32446.0
EXP,TOTAL,T,MT,2008-01-01,34546.0
EXP,TOTAL,T,MT,2009-01-01,38090.0
EXP,TOTAL,T,MT,2010-01-01,46970.0
EXP,TOTAL,T,MT,2011-01-01,63130.0
EXP,TOTAL,T,MT,2012-01-01,61081.0
EXP,TOTAL,T,MT,2013-01-01,52237.0
EXP,TOTAL,T,MT,2014-01-01,75927.0
EXP,TOTAL,T,MT,2015-01-01,56905.0
EXP,TOTAL,T,MT,2016-01-01,68963.0
EXP,TOTAL,T,NL,2004-01-01,7916029.0
EXP,TOTAL,T,NL,2005-01-01,8032405.0
EXP,TOTAL,T,NL,2006-01-01,9227860.0
EXP,TOTAL,T,NL,2007-01-01,9341817.0
EXP,TOTAL,T,NL,2008-01-01,9401451.0
EXP,TOTAL,T,NL,2009-01-01,9685471.0
EXP,TOTAL,T,NL,2010-01-01,10239221.0
EXP,TOTAL,T,NL,2011-01-01,9910680.0
EXP,TOTAL,T,NL,2012-01-01,9869237.0
EXP,TOTAL,T,NL,2013-01-01,8511146.0
EXP,TOTAL,T,NL,2014-01-01,8353373.0
EXP,TOTAL,T,NL,2015-01-01,8428170.0
EXP,TOTAL,T,NL,2016-01-01,9037987.0
EXP,TOTAL,T,PL,2004-01-01,2278739.0
EXP,TOTAL,T,PL,2005-01-01,1842114.0
EXP,TOTAL,T,PL,2006-01-01,1841131.0
EXP,TOTAL,T,PL,2007-01-01,1833453.0
EXP,TOTAL,T,PL,2008-01-01,2210826.0
EXP,TOTAL,T,PL,2009-01-01,1618076.0
EXP,TOTAL,T,PL,2010-01-01,2152129.0
EXP,TOTAL,T,PL,2011-01-01,2774166.0
EXP,TOTAL,T,PL,2012-01-01,2887749.0
EXP,TOTAL,T,PL,2013-01-01,2935087.0
EXP,TOTAL,T,PL,2014-01-01,3077667.0
EXP,TOTAL,T,PL,2015-01-01,2595731.0
EXP,TOTAL,T,PL,2016-01-01,2671234.0
EXP,TOTAL,T,PT,2004-01-01,492847.0
EXP,TOTAL,T,PT,2005-01-01,775129.0
EXP,TOTAL,T,PT,2006-01-01,965856.0
EXP,TOTAL,T,PT,2007-01-01,961429.0
EXP,TOTAL,T,PT,2008-01-01,832864.0
EXP,TOTAL,T,PT,2009-01-01,842620.0
EXP,TOTAL,T,PT,2010-01-01,995341.0
EXP,TOTAL,T,PT,2011-01-01,917062.0
EXP,TOTAL,T,PT,2012-01-01,820514.0
EXP,TOTAL,T,PT,2013-01-01,781128.0
EXP,TOTAL,T,PT,2014-01-01,746755.0
EXP,TOTAL,T,PT,2015-01-01,702283.0
EXP,TOTAL,T,PT,2016-01-01,857016.0
EXP,TOTAL,T,RO,2004-01-01,2427802.0
EXP,TOTAL,T,RO,2005-01-01,1715178.0
EXP,TOTAL,T,RO,2006-01-01,1945939.0
EXP,TOTAL,T,RO,2007-01-01,2047937.0
EXP,TOTAL,T,RO,2008-01-01,2071361.0
EXP,TOTAL,T,RO,2009-01-01,2724415.0
EXP,TOTAL,T,RO,2010-01-01,2695520.0
EXP,TOTAL,T,RO,2011-01-01,2544414.0
EXP,TOTAL,T,RO,2012-01-01,2138252.0
EXP,TOTAL,T,RO,2013-01-01,2143038.0
EXP,TOTAL,T,RO,2014-01-01,1624509.0
EXP,TOTAL,T,RO,2015-01-01,912409.0
EXP,TOTAL,T,RO,2016-01-01,915722.0
EXP,TOTAL,T,SE,2004-01-01,1117156.0
EXP,TOTAL,T,SE,2005-01-01,1232794.0
EXP,TOTAL,T,SE,2006-01-01,1230363.0
EXP,TOTAL,T,SE,2007-01-01,1652851.0
EXP,TOTAL,T,SE,2008-01-01,2032094.0
EXP,TOTAL,T,SE,2009-01-01,2005978.0
EXP,TOTAL,T,SE,2010-01-01,1980640.0
EXP,TOTAL,T,SE,2011-01-01,2260274.0
EXP,TOTAL,T,SE,2012-01-01,2286064.0
EXP,TOTAL,T,SE,2013-01-01,2052943.0
EXP,TOTAL,T,SE,2014-01-01,2236253.0
EXP,TOTAL,T,SE,2015-01-01,1993154.0
EXP,TOTAL,T,SE,2016-01-01,2207054.0
EXP,TOTAL,T,SI,2004-01-01,301888.0
EXP,TOTAL,T,SI,2005-01-01,342828.0
EXP,TOTAL,T,SI,2006-01-01,378356.0
EXP,TOTAL,T,SI,2007-01-01,428586.0
EXP,TOTAL,T,SI,2008-01-01,400622.0
EXP,TOTAL,T,SI,2009-01-01,491260.0
EXP,TOTAL,T,SI,2010-01-01,608618.0
EXP,TOTAL,T,SI,2011-01-01,662268.0
EXP,TOTAL,T,SI,2012-01-01,751252.0
EXP,TOTAL,T,SI,2013-01-01,720651.0
EXP,TOTAL,T,SI,2014-01-01,809521.0
EXP,TOTAL,T,SI,2015-01-01,767016.0
EXP,TOTAL,T,SI,2016-01-01,755737.0
EXP,TOTAL,T,SK,2004-01-01,534487.0
EXP,TOTAL,T,SK,2005-01-01,449967.0
EXP,TOTAL,T,SK,2006-01-01,632002.0
EXP,TOTAL,T,SK,2007-01-01,492013.0
EXP,TOTAL,T,SK,2008-01-01,684688.0
EXP,TOTAL,T,SK,2009-01-01,435710.0
EXP,TOTAL,T,SK,2010-01-01,656469.0
EXP,TOTAL,T,SK,2011-01-01,862337.0
EXP,TOTAL,T,SK,2012-01-01,667039.0
EXP,TOTAL,T,SK,2013-01-01,760403.0
EXP,TOTAL,T,SK,2014-01-01,916330.0
EXP,TOTAL,T,SK,2015-01-01,928535.0
EXP,TOTAL,T,SK,2016-01-01,982362.0
EXP,TOTAL,T,UK,2004-01-01,10846994.0
EXP,TOTAL,T,UK,2005-01-01,10499650.0
EXP,TOTAL,T,UK,2006-01-01,12599503.0
EXP,TOTAL,T,UK,2007-01-01,12602182.0
EXP,TOTAL,T,UK,2008-01-01,13445210.0
EXP,TOTAL,T,UK,2009-01-01,12070164.0
EXP,TOTAL,T,UK,2010-01-01,13692905.0
EXP,TOTAL,T,UK,2011-01-01,14227311.0
EXP,TOTAL,T,UK,2012-01-01,13600021.0
EXP,TOTAL,T,UK,2013-01-01,12687702.0
EXP,TOTAL,T,UK,2014-01-01,13119306.0
EXP,TOTAL,T,UK,2015-01-01,13910902.0
EXP,TOTAL,T,UK,2016-01-01,14753388.0
EXP_EU,TOTAL,T,AT,2004-01-01,1522870.0
EXP_EU,TOTAL,T,AT,2005-01-01,1419934.0
EXP_EU,TOTAL,T,AT,2006-01-01,1641538.0
EXP_EU,TOTAL,T,AT,2007-01-01,1941434.0
EXP_EU,TOTAL,T,AT,2008-01-01,1921294.0
EXP_EU,TOTAL,T,AT,2009-01-01,1748079.0
EXP_EU,TOTAL,T,AT,2010-01-01,1620921.0
EXP_EU,TOTAL,T,AT,2011-01-01,1606952.0
EXP_EU,TOTAL,T,AT,2012-01-01,1682307.0
EXP_EU,TOTAL,T,AT,2013-01-01,1629067.0
EXP_EU,TOTAL,T,AT,2014-01-01,1763616.0
EXP_EU,TOTAL,T,AT,2015-01-01,1742315.0
EXP_EU,TOTAL,T,AT,2016-01-01,1864941.0
EXP_EU,TOTAL,T,BE,2004-01-01,3295792.0
EXP_EU,TOTAL,T,BE,2005-01-01,2989806.0
EXP_EU,TOTAL,T,BE,2006-01-01,3460046.0
EXP_EU,TOTAL,T,BE,2007-01-01,3165946.0
EXP_EU,TOTAL,T,BE,2008-01-01,3030589.0
EXP_EU,TOTAL,T,BE,2009-01-01,2806789.0
EXP_EU,TOTAL,T,BE,2010-01-01,2855003.0
EXP_EU,TOTAL,T,BE,2011-01-01,2932173.0
EXP_EU,TOTAL,T,BE,2012-01-01,2862884.0
EXP_EU,TOTAL,T,BE,2013-01-01,2593277.0
EXP_EU,TOTAL,T,BE,2014-01-01,2749508.0
EXP_EU,TOTAL,T,BE,2015-01-01,2533303.0
EXP_EU,TOTAL,T,BE,2016-01-01,2462076.0
EXP_EU,TOTAL,T,BG,2004-01-01,206813.0
EXP_EU,TOTAL,T,BG,2005-01-01,371381.0
EXP_EU,TOTAL,T,BG,2006-01-01,305692.0
EXP_EU,TOTAL,T,BG,2007-01-01,311089.0
EXP_EU,TOTAL,T,BG,2008-01-01,179892.0
EXP_EU,TOTAL,T,BG,2009-01-01,159932.0
EXP_EU,TOTAL,T,BG,2010-01-01,225563.0
EXP_EU,TOTAL,T,BG,2011-01-01,186173.0
EXP_EU,TOTAL,T,BG,2012-01-01,96952.0
EXP_EU,TOTAL,T,BG,2013-01-01,91269.0
EXP_EU,TOTAL,T,BG,2014-01-01,80293.0
EXP_EU,TOTAL,T,BG,2015-01-01,94204.0
EXP_EU,TOTAL,T,BG,2016-01-01,77623.0
EXP_EU,TOTAL,T,CY,2004-01-01,48723.0
EXP_EU,TOTAL,T,CY,2005-01-01,55102.0
EXP_EU,TOTAL,T,CY,2006-01-01,68450.0
EXP_EU,TOTAL,T,CY,2007-01-01,66939.0
EXP_EU,TOTAL,T,CY,2008-01-01,72833.0
EXP_EU,TOTAL,T,CY,2009-01-01,77528.0
EXP_EU,TOTAL,T,CY,2010-01-01,96863.0
EXP_EU,TOTAL,T,CY,2011-01-01,129428.0
EXP_EU,TOTAL,T,CY,2012-01-01,128184.0
EXP_EU,TOTAL,T,CY,2013-01-01,99199.0
EXP_EU,TOTAL,T,CY,2014-01-01,75804.0
EXP_EU,TOTAL,T,CY,2015-01-01,65187.0
EXP_EU,TOTAL,T,CY,2016-01-01,61943.0
EXP_EU,TOTAL,T,CZ,2004-01-01,1694355.0
EXP_EU,TOTAL,T,CZ,2005-01-01,2021678.0
EXP_EU,TOTAL,T,CZ,2006-01-01,1858676.0
EXP_EU,TOTAL,T,CZ,2007-01-01,2105692.0
EXP_EU,TOTAL,T,CZ,2008-01-01,2326971.0
EXP_EU,TOTAL,T,CZ,2009-01-01,2021530.0
EXP_EU,TOTAL,T,CZ,2010-01-01,2513884.0
EXP_EU,TOTAL,T,CZ,2011-01-01,2718590.0
EXP_EU,TOTAL,T,CZ,2012-01-01,2790958.0
EXP_EU,TOTAL,T,CZ,2013-01-01,2684550.0
EXP_EU,TOTAL,T,CZ,2014-01-01,2832531.0
EXP_EU,TOTAL,T,CZ,2015-01-01,2578635.0
EXP_EU,TOTAL,T,CZ,2016-01-01,2721818.0
EXP_EU,TOTAL,T,DE,2004-01-01,10939696.0
EXP_EU,TOTAL,T,DE,2005-01-01,10603329.0
EXP_EU,TOTAL,T,DE,2006-01-01,11066198.0
EXP_EU,TOTAL,T,DE,2007-01-01,11679431.0
EXP_EU,TOTAL,T,DE,2008-01-01,11307476.0
EXP_EU,TOTAL,T,DE,2009-01-01,9772613.0
EXP_EU,TOTAL,T,DE,2010-01-01,11942495.0
EXP_EU,TOTAL,T,DE,2011-01-01,12465572.0
EXP_EU,TOTAL,T,DE,2012-01-01,12001016.0
EXP_EU,TOTAL,T,DE,2013-01-01,11596071.0
EXP_EU,TOTAL,T,DE,2014-01-01,11800991.0
EXP_EU,TOTAL,T,DE,2015-01-01,11124588.0
EXP_EU,TOTAL,T,DE,2016-01-01,11542211.0
EXP_EU,TOTAL,T,DK,2004-01-01,1670075.0
EXP_EU,TOTAL,T,DK,2005-01-01,1582198.0
EXP_EU,TOTAL,T,DK,2006-01-01,1852689.0
EXP_EU,TOTAL,T,DK,2007-01-01,2228816.0
EXP_EU,TOTAL,T,DK,2008-01-01,2187859.0
EXP_EU,TOTAL,T,DK,2009-01-01,1771791.0
EXP_EU,TOTAL,T,DK,2010-01-01,2387610.0
EXP_EU,TOTAL,T,DK,2011-01-01,2271136.0
EXP_EU,TOTAL,T,DK,2012-01-01,1649876.0
EXP_EU,TOTAL,T,DK,2013-01-01,1395397.0
EXP_EU,TOTAL,T,DK,2014-01-01,1690877.0
EXP_EU,TOTAL,T,DK,2015-01-01,1565537.0
EXP_EU,TOTAL,T,DK,2016-01-01,1730273.0
EXP_EU,TOTAL,T,EE,2004-01-01,138222.0
EXP_EU,TOTAL,T,EE,2005-01-01,203390.0
EXP_EU,TOTAL,T,EE,2006-01-01,234068.0
EXP_EU,TOTAL,T,EE,2007-01-01,201701.0
EXP_EU,TOTAL,T,EE,2008-01-01,257965.0
EXP_EU,TOTAL,T,EE,2009-01-01,164466.0
EXP_EU,TOTAL,T,EE,2010-01-01,327590.0
EXP_EU,TOTAL,T,EE,2011-01-01,318295.0
EXP_EU,TOTAL,T,EE,2012-01-01,270271.0
EXP_EU,TOTAL,T,EE,2013-01-01,153821.0
EXP_EU,TOTAL,T,EE,2014-01-01,136495.0
EXP_EU,TOTAL,T,EE,2015-01-01,113057.0
EXP_EU,TOTAL,T,EE,2016-01-01,134690.0
EXP_EU,TOTAL,T,EL,2004-01-01,93592.0
EXP_EU,TOTAL,T,EL,2005-01-01,74752.0
EXP_EU,TOTAL,T,EL,2006-01-01,91565.0
EXP_EU,TOTAL,T,EL,2007-01-01,87131.0
EXP_EU,TOTAL,T,EL,2008-01-01,108874.0
EXP_EU,TOTAL,T,EL,2009-01-01,115607.0
EXP_EU,TOTAL,T,EL,2010-01-01,114625.0
EXP_EU,TOTAL,T,EL,2011-01-01,85343.0
EXP_EU,TOTAL,T,EL,2012-01-01,91192.0
EXP_EU,TOTAL,T,EL,2013-01-01,71196.0
EXP_EU,TOTAL,T,EL,2014-01-01,69261.0
EXP_EU,TOTAL,T,EL,2015-01-01,58724.0
