sex,age,typtrai,wstatus,unit,geo\time,date,value
T,Y15-24,NO_FED_NFE,NEMP,PC,NL,2006-01-01,4.0 b
T,Y15-24,NO_FED_NFE,NEMP,PC,NL,2007-01-01,3.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,NL,2008-01-01,3.4 
T,Y15-24,NO_FED_NFE,NEMP,PC,NL,2009-01-01,4.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,NL,2010-01-01,4.3 b
T,Y15-24,NO_FED_NFE,NEMP,PC,NL,2011-01-01,4.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,NL,2012-01-01,4.9
T,Y15-24,NO_FED_NFE,NEMP,PC,NL,2013-01-01,5.6 b
T,Y15-24,NO_FED_NFE,NEMP,PC,NL,2014-01-01,5.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,NL,2015-01-01,4.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,NL,2016-01-01,4.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,NL,2017-01-01,4.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,NO,2005-01-01,8.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,NO,2006-01-01,4.6 b
T,Y15-24,NO_FED_NFE,NEMP,PC,NO,2007-01-01,4.4 
T,Y15-24,NO_FED_NFE,NEMP,PC,NO,2008-01-01,4.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,NO,2009-01-01,5.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,NO,2010-01-01,4.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,NO,2011-01-01,5.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,NO,2012-01-01,5.2
T,Y15-24,NO_FED_NFE,NEMP,PC,NO,2013-01-01,5.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,NO,2014-01-01,5.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,NO,2015-01-01,5.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,NO,2016-01-01,5.4 
T,Y15-24,NO_FED_NFE,NEMP,PC,NO,2017-01-01,4.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,PL,2005-01-01,13.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,PL,2006-01-01,12.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,PL,2007-01-01,10.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,PL,2008-01-01,9.0 b
T,Y15-24,NO_FED_NFE,NEMP,PC,PL,2009-01-01,10.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,PL,2010-01-01,10.8 b
T,Y15-24,NO_FED_NFE,NEMP,PC,PL,2011-01-01,11.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,PL,2012-01-01,11.8
T,Y15-24,NO_FED_NFE,NEMP,PC,PL,2013-01-01,12.2 b
T,Y15-24,NO_FED_NFE,NEMP,PC,PL,2014-01-01,12.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,PL,2015-01-01,11.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,PL,2016-01-01,10.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,PL,2017-01-01,9.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,PT,2005-01-01,11.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,PT,2006-01-01,10.6 b
T,Y15-24,NO_FED_NFE,NEMP,PC,PT,2007-01-01,11.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,PT,2008-01-01,10.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,PT,2009-01-01,11.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,PT,2010-01-01,11.4 
T,Y15-24,NO_FED_NFE,NEMP,PC,PT,2011-01-01,12.6 b
T,Y15-24,NO_FED_NFE,NEMP,PC,PT,2012-01-01,13.9
T,Y15-24,NO_FED_NFE,NEMP,PC,PT,2013-01-01,14.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,PT,2014-01-01,12.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,PT,2015-01-01,11.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,PT,2016-01-01,10.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,PT,2017-01-01,9.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,RO,2005-01-01,16.8 
T,Y15-24,NO_FED_NFE,NEMP,PC,RO,2006-01-01,14.8 b
T,Y15-24,NO_FED_NFE,NEMP,PC,RO,2007-01-01,13.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,RO,2008-01-01,11.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,RO,2009-01-01,13.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,RO,2010-01-01,16.6 b
T,Y15-24,NO_FED_NFE,NEMP,PC,RO,2011-01-01,17.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,RO,2012-01-01,16.8
T,Y15-24,NO_FED_NFE,NEMP,PC,RO,2013-01-01,17.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,RO,2014-01-01,17.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,RO,2015-01-01,18.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,RO,2016-01-01,17.4 
T,Y15-24,NO_FED_NFE,NEMP,PC,RO,2017-01-01,15.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,SE,2005-01-01,10.5 b
T,Y15-24,NO_FED_NFE,NEMP,PC,SE,2006-01-01,9.3 b
T,Y15-24,NO_FED_NFE,NEMP,PC,SE,2007-01-01,7.5 b
T,Y15-24,NO_FED_NFE,NEMP,PC,SE,2008-01-01,7.8 b
T,Y15-24,NO_FED_NFE,NEMP,PC,SE,2009-01-01,9.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,SE,2010-01-01,7.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,SE,2011-01-01,7.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,SE,2012-01-01,7.8
T,Y15-24,NO_FED_NFE,NEMP,PC,SE,2013-01-01,7.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,SE,2014-01-01,7.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,SE,2015-01-01,6.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,SE,2016-01-01,6.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,SE,2017-01-01,6.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,SI,2005-01-01,8.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,SI,2006-01-01,8.5 b
T,Y15-24,NO_FED_NFE,NEMP,PC,SI,2007-01-01,6.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,SI,2008-01-01,6.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,SI,2009-01-01,7.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,SI,2010-01-01,7.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,SI,2011-01-01,7.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,SI,2012-01-01,9.3
T,Y15-24,NO_FED_NFE,NEMP,PC,SI,2013-01-01,9.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,SI,2014-01-01,9.4 
T,Y15-24,NO_FED_NFE,NEMP,PC,SI,2015-01-01,9.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,SI,2016-01-01,8.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,SI,2017-01-01,6.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,SK,2005-01-01,15.8 
T,Y15-24,NO_FED_NFE,NEMP,PC,SK,2006-01-01,14.4 b
T,Y15-24,NO_FED_NFE,NEMP,PC,SK,2007-01-01,12.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,SK,2008-01-01,11.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,SK,2009-01-01,12.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,SK,2010-01-01,14.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,SK,2011-01-01,13.8 b
T,Y15-24,NO_FED_NFE,NEMP,PC,SK,2012-01-01,13.8
T,Y15-24,NO_FED_NFE,NEMP,PC,SK,2013-01-01,13.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,SK,2014-01-01,12.8 
T,Y15-24,NO_FED_NFE,NEMP,PC,SK,2015-01-01,13.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,SK,2016-01-01,12.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,SK,2017-01-01,12.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,TR,2005-01-01,: 
T,Y15-24,NO_FED_NFE,NEMP,PC,TR,2006-01-01,38.6 b
T,Y15-24,NO_FED_NFE,NEMP,PC,TR,2007-01-01,39.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,TR,2008-01-01,37.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,TR,2009-01-01,34.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,TR,2010-01-01,32.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,TR,2011-01-01,29.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,TR,2012-01-01,28.7
T,Y15-24,NO_FED_NFE,NEMP,PC,TR,2013-01-01,25.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,TR,2014-01-01,24.8 b
T,Y15-24,NO_FED_NFE,NEMP,PC,TR,2015-01-01,23.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,TR,2016-01-01,23.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,TR,2017-01-01,24.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,UK,2005-01-01,8.4 
T,Y15-24,NO_FED_NFE,NEMP,PC,UK,2006-01-01,8.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,UK,2007-01-01,11.9 b
T,Y15-24,NO_FED_NFE,NEMP,PC,UK,2008-01-01,12.1 b
T,Y15-24,NO_FED_NFE,NEMP,PC,UK,2009-01-01,13.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,UK,2010-01-01,13.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,UK,2011-01-01,14.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,UK,2012-01-01,13.9
T,Y15-24,NO_FED_NFE,NEMP,PC,UK,2013-01-01,13.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,UK,2014-01-01,11.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,UK,2015-01-01,11.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,UK,2016-01-01,10.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,UK,2017-01-01,10.3 
