sex,age,typtrai,wstatus,unit,geo\time,date,value
M,Y15-24,NO_FED_NFE,NEMP,PC,EU27,2016-01-01,11.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,EU27,2017-01-01,10.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,EU28,2005-01-01,11.5 
M,Y15-24,NO_FED_NFE,NEMP,PC,EU28,2006-01-01,10.6 b
M,Y15-24,NO_FED_NFE,NEMP,PC,EU28,2007-01-01,9.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,EU28,2008-01-01,9.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,EU28,2009-01-01,12.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,EU28,2010-01-01,12.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,EU28,2011-01-01,12.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,EU28,2012-01-01,13.0
M,Y15-24,NO_FED_NFE,NEMP,PC,EU28,2013-01-01,12.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,EU28,2014-01-01,12.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,EU28,2015-01-01,11.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,EU28,2016-01-01,11.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,EU28,2017-01-01,10.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,FI,2005-01-01,7.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,FI,2006-01-01,7.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,FI,2007-01-01,6.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,FI,2008-01-01,7.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,FI,2009-01-01,10.5 
M,Y15-24,NO_FED_NFE,NEMP,PC,FI,2010-01-01,9.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,FI,2011-01-01,8.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,FI,2012-01-01,8.6
M,Y15-24,NO_FED_NFE,NEMP,PC,FI,2013-01-01,10.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,FI,2014-01-01,11.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,FI,2015-01-01,11.5 
M,Y15-24,NO_FED_NFE,NEMP,PC,FI,2016-01-01,10.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,FI,2017-01-01,10.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,FR,2005-01-01,10.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,FR,2006-01-01,10.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,FR,2007-01-01,10.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,FR,2008-01-01,10.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,FR,2009-01-01,13.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,FR,2010-01-01,12.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,FR,2011-01-01,12.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,FR,2012-01-01,12.9
M,Y15-24,NO_FED_NFE,NEMP,PC,FR,2013-01-01,11.0 b
M,Y15-24,NO_FED_NFE,NEMP,PC,FR,2014-01-01,11.6 b
M,Y15-24,NO_FED_NFE,NEMP,PC,FR,2015-01-01,12.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,FR,2016-01-01,12.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,FR,2017-01-01,12.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,HR,2005-01-01,17.4 b
M,Y15-24,NO_FED_NFE,NEMP,PC,HR,2006-01-01,13.9 b
M,Y15-24,NO_FED_NFE,NEMP,PC,HR,2007-01-01,12.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,HR,2008-01-01,11.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,HR,2009-01-01,13.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,HR,2010-01-01,17.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,HR,2011-01-01,17.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,HR,2012-01-01,17.9
M,Y15-24,NO_FED_NFE,NEMP,PC,HR,2013-01-01,20.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,HR,2014-01-01,21.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,HR,2015-01-01,20.5 
M,Y15-24,NO_FED_NFE,NEMP,PC,HR,2016-01-01,19.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,HR,2017-01-01,15.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,HU,2005-01-01,11.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,HU,2006-01-01,11.0 b
M,Y15-24,NO_FED_NFE,NEMP,PC,HU,2007-01-01,9.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,HU,2008-01-01,10.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,HU,2009-01-01,12.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,HU,2010-01-01,11.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,HU,2011-01-01,12.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,HU,2012-01-01,13.6
M,Y15-24,NO_FED_NFE,NEMP,PC,HU,2013-01-01,13.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,HU,2014-01-01,12.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,HU,2015-01-01,10.4 b
M,Y15-24,NO_FED_NFE,NEMP,PC,HU,2016-01-01,8.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,HU,2017-01-01,7.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,IE,2005-01-01,10.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,IE,2006-01-01,9.0 b
M,Y15-24,NO_FED_NFE,NEMP,PC,IE,2007-01-01,9.7 b
M,Y15-24,NO_FED_NFE,NEMP,PC,IE,2008-01-01,15.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,IE,2009-01-01,21.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,IE,2010-01-01,22.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,IE,2011-01-01,21.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,IE,2012-01-01,21.9
M,Y15-24,NO_FED_NFE,NEMP,PC,IE,2013-01-01,17.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,IE,2014-01-01,15.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,IE,2015-01-01,15.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,IE,2016-01-01,13.5 
M,Y15-24,NO_FED_NFE,NEMP,PC,IE,2017-01-01,11.4 b
M,Y15-24,NO_FED_NFE,NEMP,PC,IS,2005-01-01,4.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,IS,2006-01-01,3.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,IS,2007-01-01,3.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,IS,2008-01-01,4.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,IS,2009-01-01,9.2 b
M,Y15-24,NO_FED_NFE,NEMP,PC,IS,2010-01-01,7.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,IS,2011-01-01,7.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,IS,2012-01-01,7.0
M,Y15-24,NO_FED_NFE,NEMP,PC,IS,2013-01-01,6.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,IS,2014-01-01,6.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,IS,2015-01-01,5.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,IS,2016-01-01,4.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,IS,2017-01-01,3.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,IT,2005-01-01,15.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,IT,2006-01-01,15.4 b
M,Y15-24,NO_FED_NFE,NEMP,PC,IT,2007-01-01,15.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,IT,2008-01-01,15.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,IT,2009-01-01,17.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,IT,2010-01-01,18.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,IT,2011-01-01,19.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,IT,2012-01-01,21.1
M,Y15-24,NO_FED_NFE,NEMP,PC,IT,2013-01-01,22.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,IT,2014-01-01,22.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,IT,2015-01-01,21.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,IT,2016-01-01,20.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,IT,2017-01-01,20.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,LT,2005-01-01,8.2 u
M,Y15-24,NO_FED_NFE,NEMP,PC,LT,2006-01-01,8.2 bu
M,Y15-24,NO_FED_NFE,NEMP,PC,LT,2007-01-01,6.3 u
M,Y15-24,NO_FED_NFE,NEMP,PC,LT,2008-01-01,8.6 u
M,Y15-24,NO_FED_NFE,NEMP,PC,LT,2009-01-01,13.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,LT,2010-01-01,14.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,LT,2011-01-01,13.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,LT,2012-01-01,12.8
M,Y15-24,NO_FED_NFE,NEMP,PC,LT,2013-01-01,11.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,LT,2014-01-01,9.5 
M,Y15-24,NO_FED_NFE,NEMP,PC,LT,2015-01-01,9.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,LT,2016-01-01,10.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,LT,2017-01-01,9.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,LU,2005-01-01,4.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,LU,2006-01-01,6.1 b
M,Y15-24,NO_FED_NFE,NEMP,PC,LU,2007-01-01,4.7 b
M,Y15-24,NO_FED_NFE,NEMP,PC,LU,2008-01-01,4.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,LU,2009-01-01,6.0 b
M,Y15-24,NO_FED_NFE,NEMP,PC,LU,2010-01-01,5.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,LU,2011-01-01,4.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,LU,2012-01-01,6.3
M,Y15-24,NO_FED_NFE,NEMP,PC,LU,2013-01-01,5.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,LU,2014-01-01,7.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,LU,2015-01-01,6.6 b
M,Y15-24,NO_FED_NFE,NEMP,PC,LU,2016-01-01,5.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,LU,2017-01-01,6.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,LV,2005-01-01,8.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,LV,2006-01-01,7.9 b
M,Y15-24,NO_FED_NFE,NEMP,PC,LV,2007-01-01,9.5 
M,Y15-24,NO_FED_NFE,NEMP,PC,LV,2008-01-01,10.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,LV,2009-01-01,18.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,LV,2010-01-01,18.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,LV,2011-01-01,16.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,LV,2012-01-01,15.1
M,Y15-24,NO_FED_NFE,NEMP,PC,LV,2013-01-01,12.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,LV,2014-01-01,11.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,LV,2015-01-01,9.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,LV,2016-01-01,12.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,LV,2017-01-01,11.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,ME,2005-01-01,: 
M,Y15-24,NO_FED_NFE,NEMP,PC,ME,2006-01-01,: 
M,Y15-24,NO_FED_NFE,NEMP,PC,ME,2007-01-01,: 
M,Y15-24,NO_FED_NFE,NEMP,PC,ME,2008-01-01,: 
M,Y15-24,NO_FED_NFE,NEMP,PC,ME,2009-01-01,: 
M,Y15-24,NO_FED_NFE,NEMP,PC,ME,2010-01-01,: 
M,Y15-24,NO_FED_NFE,NEMP,PC,ME,2011-01-01,18.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,ME,2012-01-01,18.4
M,Y15-24,NO_FED_NFE,NEMP,PC,ME,2013-01-01,20.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,ME,2014-01-01,18.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,ME,2015-01-01,19.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,ME,2016-01-01,18.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,ME,2017-01-01,16.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,MK,2005-01-01,: 
M,Y15-24,NO_FED_NFE,NEMP,PC,MK,2006-01-01,38.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,MK,2007-01-01,31.6 b
M,Y15-24,NO_FED_NFE,NEMP,PC,MK,2008-01-01,28.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,MK,2009-01-01,25.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,MK,2010-01-01,25.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,MK,2011-01-01,24.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,MK,2012-01-01,25.3
M,Y15-24,NO_FED_NFE,NEMP,PC,MK,2013-01-01,23.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,MK,2014-01-01,23.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,MK,2015-01-01,24.5 
M,Y15-24,NO_FED_NFE,NEMP,PC,MK,2016-01-01,23.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,MK,2017-01-01,23.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,MT,2005-01-01,11.2 b
M,Y15-24,NO_FED_NFE,NEMP,PC,MT,2006-01-01,9.8 b
M,Y15-24,NO_FED_NFE,NEMP,PC,MT,2007-01-01,11.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,MT,2008-01-01,6.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,MT,2009-01-01,9.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,MT,2010-01-01,8.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,MT,2011-01-01,9.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,MT,2012-01-01,10.2
M,Y15-24,NO_FED_NFE,NEMP,PC,MT,2013-01-01,9.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,MT,2014-01-01,8.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,MT,2015-01-01,9.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,MT,2016-01-01,6.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,MT,2017-01-01,8.4 b
M,Y15-24,NO_FED_NFE,NEMP,PC,NL,2005-01-01,5.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,NL,2006-01-01,3.7 b
M,Y15-24,NO_FED_NFE,NEMP,PC,NL,2007-01-01,3.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,NL,2008-01-01,3.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,NL,2009-01-01,4.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,NL,2010-01-01,4.4 b
M,Y15-24,NO_FED_NFE,NEMP,PC,NL,2011-01-01,4.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,NL,2012-01-01,4.6
M,Y15-24,NO_FED_NFE,NEMP,PC,NL,2013-01-01,5.6 b
M,Y15-24,NO_FED_NFE,NEMP,PC,NL,2014-01-01,5.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,NL,2015-01-01,4.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,NL,2016-01-01,4.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,NL,2017-01-01,4.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,NO,2005-01-01,8.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,NO,2006-01-01,4.4 b
M,Y15-24,NO_FED_NFE,NEMP,PC,NO,2007-01-01,4.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,NO,2008-01-01,4.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,NO,2009-01-01,5.5 
M,Y15-24,NO_FED_NFE,NEMP,PC,NO,2010-01-01,5.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,NO,2011-01-01,4.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,NO,2012-01-01,5.4
M,Y15-24,NO_FED_NFE,NEMP,PC,NO,2013-01-01,5.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,NO,2014-01-01,5.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,NO,2015-01-01,5.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,NO,2016-01-01,5.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,NO,2017-01-01,4.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,PL,2005-01-01,13.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,PL,2006-01-01,12.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,PL,2007-01-01,9.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,PL,2008-01-01,7.3 b
M,Y15-24,NO_FED_NFE,NEMP,PC,PL,2009-01-01,9.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,PL,2010-01-01,10.5 b
M,Y15-24,NO_FED_NFE,NEMP,PC,PL,2011-01-01,11.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,PL,2012-01-01,11.5
M,Y15-24,NO_FED_NFE,NEMP,PC,PL,2013-01-01,12.1 b
M,Y15-24,NO_FED_NFE,NEMP,PC,PL,2014-01-01,12.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,PL,2015-01-01,11.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,PL,2016-01-01,10.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,PL,2017-01-01,8.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,PT,2005-01-01,10.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,PT,2006-01-01,9.9 b
M,Y15-24,NO_FED_NFE,NEMP,PC,PT,2007-01-01,9.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,PT,2008-01-01,8.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,PT,2009-01-01,10.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,PT,2010-01-01,10.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,PT,2011-01-01,12.2 b
M,Y15-24,NO_FED_NFE,NEMP,PC,PT,2012-01-01,14.6
M,Y15-24,NO_FED_NFE,NEMP,PC,PT,2013-01-01,14.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,PT,2014-01-01,12.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,PT,2015-01-01,10.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,PT,2016-01-01,10.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,PT,2017-01-01,9.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,RO,2005-01-01,14.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,RO,2006-01-01,13.0 b
M,Y15-24,NO_FED_NFE,NEMP,PC,RO,2007-01-01,11.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,RO,2008-01-01,8.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,RO,2009-01-01,11.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,RO,2010-01-01,14.2 b
M,Y15-24,NO_FED_NFE,NEMP,PC,RO,2011-01-01,16.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,RO,2012-01-01,15.2
M,Y15-24,NO_FED_NFE,NEMP,PC,RO,2013-01-01,15.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,RO,2014-01-01,15.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,RO,2015-01-01,15.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,RO,2016-01-01,14.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,RO,2017-01-01,12.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,SE,2005-01-01,11.0 b
M,Y15-24,NO_FED_NFE,NEMP,PC,SE,2006-01-01,9.6 b
M,Y15-24,NO_FED_NFE,NEMP,PC,SE,2007-01-01,7.5 b
M,Y15-24,NO_FED_NFE,NEMP,PC,SE,2008-01-01,7.5 b
M,Y15-24,NO_FED_NFE,NEMP,PC,SE,2009-01-01,9.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,SE,2010-01-01,7.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,SE,2011-01-01,7.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,SE,2012-01-01,7.9
M,Y15-24,NO_FED_NFE,NEMP,PC,SE,2013-01-01,7.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,SE,2014-01-01,7.5 
M,Y15-24,NO_FED_NFE,NEMP,PC,SE,2015-01-01,6.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,SE,2016-01-01,6.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,SE,2017-01-01,6.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,SI,2005-01-01,8.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,SI,2006-01-01,8.4 b
M,Y15-24,NO_FED_NFE,NEMP,PC,SI,2007-01-01,6.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,SI,2008-01-01,6.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,SI,2009-01-01,7.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,SI,2010-01-01,8.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,SI,2011-01-01,7.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,SI,2012-01-01,9.7
M,Y15-24,NO_FED_NFE,NEMP,PC,SI,2013-01-01,9.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,SI,2014-01-01,9.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,SI,2015-01-01,9.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,SI,2016-01-01,9.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,SI,2017-01-01,6.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,SK,2005-01-01,14.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,SK,2006-01-01,12.8 b
M,Y15-24,NO_FED_NFE,NEMP,PC,SK,2007-01-01,11.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,SK,2008-01-01,9.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,SK,2009-01-01,12.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,SK,2010-01-01,13.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,SK,2011-01-01,13.9 b
M,Y15-24,NO_FED_NFE,NEMP,PC,SK,2012-01-01,14.5
M,Y15-24,NO_FED_NFE,NEMP,PC,SK,2013-01-01,14.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,SK,2014-01-01,12.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,SK,2015-01-01,13.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,SK,2016-01-01,10.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,SK,2017-01-01,10.5 
M,Y15-24,NO_FED_NFE,NEMP,PC,TR,2005-01-01,: 
M,Y15-24,NO_FED_NFE,NEMP,PC,TR,2006-01-01,22.7 b
M,Y15-24,NO_FED_NFE,NEMP,PC,TR,2007-01-01,23.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,TR,2008-01-01,22.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,TR,2009-01-01,22.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,TR,2010-01-01,19.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,TR,2011-01-01,17.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,TR,2012-01-01,17.5
M,Y15-24,NO_FED_NFE,NEMP,PC,TR,2013-01-01,15.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,TR,2014-01-01,14.6 b
M,Y15-24,NO_FED_NFE,NEMP,PC,TR,2015-01-01,14.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,TR,2016-01-01,14.5 
M,Y15-24,NO_FED_NFE,NEMP,PC,TR,2017-01-01,14.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,UK,2005-01-01,7.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,UK,2006-01-01,7.5 
M,Y15-24,NO_FED_NFE,NEMP,PC,UK,2007-01-01,10.1 b
M,Y15-24,NO_FED_NFE,NEMP,PC,UK,2008-01-01,10.1 b
M,Y15-24,NO_FED_NFE,NEMP,PC,UK,2009-01-01,11.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,UK,2010-01-01,12.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,UK,2011-01-01,13.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,UK,2012-01-01,12.8
M,Y15-24,NO_FED_NFE,NEMP,PC,UK,2013-01-01,12.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,UK,2014-01-01,10.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,UK,2015-01-01,9.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,UK,2016-01-01,10.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,UK,2017-01-01,10.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,AT,2005-01-01,8.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,AT,2006-01-01,7.8 b
T,Y15-24,NO_FED_NFE,NEMP,PC,AT,2007-01-01,7.4 b
T,Y15-24,NO_FED_NFE,NEMP,PC,AT,2008-01-01,7.4 
T,Y15-24,NO_FED_NFE,NEMP,PC,AT,2009-01-01,8.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,AT,2010-01-01,7.4 
T,Y15-24,NO_FED_NFE,NEMP,PC,AT,2011-01-01,7.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,AT,2012-01-01,6.8
T,Y15-24,NO_FED_NFE,NEMP,PC,AT,2013-01-01,7.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,AT,2014-01-01,7.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,AT,2015-01-01,7.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,AT,2016-01-01,7.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,AT,2017-01-01,6.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,BE,2005-01-01,13.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,BE,2006-01-01,11.2 b
T,Y15-24,NO_FED_NFE,NEMP,PC,BE,2007-01-01,11.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,BE,2008-01-01,10.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,BE,2009-01-01,11.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,BE,2010-01-01,10.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,BE,2011-01-01,11.8 b
T,Y15-24,NO_FED_NFE,NEMP,PC,BE,2012-01-01,12.3
T,Y15-24,NO_FED_NFE,NEMP,PC,BE,2013-01-01,12.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,BE,2014-01-01,12.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,BE,2015-01-01,12.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,BE,2016-01-01,9.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,BE,2017-01-01,9.3 b
