s_adj,sex,age,unit,geotime,date,value
SA,T,TOTAL,PC_ACT,IT,1995-04-01,11
SA,T,TOTAL,PC_ACT,IT,1995-07-01,11
SA,T,TOTAL,PC_ACT,IT,1995-10-01,11
SA,T,TOTAL,PC_ACT,IT,1996-01-01,11
SA,T,TOTAL,PC_ACT,IT,1996-04-01,11
SA,T,TOTAL,PC_ACT,IT,1996-07-01,11
SA,T,TOTAL,PC_ACT,IT,1996-10-01,11
SA,T,TOTAL,PC_ACT,IT,1997-01-01,11
SA,T,TOTAL,PC_ACT,IT,1997-04-01,11
SA,T,TOTAL,PC_ACT,IT,1997-07-01,11
SA,T,TOTAL,PC_ACT,IT,1997-10-01,11
SA,T,TOTAL,PC_ACT,IT,1998-01-01,11
SA,T,TOTAL,PC_ACT,IT,1998-04-01,11
SA,T,TOTAL,PC_ACT,IT,1998-07-01,11
SA,T,TOTAL,PC_ACT,IT,1998-10-01,11
SA,T,TOTAL,PC_ACT,IT,1999-01-01,11
SA,T,TOTAL,PC_ACT,IT,1999-04-01,11
SA,T,TOTAL,PC_ACT,IT,1999-07-01,10
SA,T,TOTAL,PC_ACT,IT,1999-10-01,10
SA,T,TOTAL,PC_ACT,IT,2000-01-01,
SA,T,TOTAL,PC_ACT,IT,2000-04-01,
SA,T,TOTAL,PC_ACT,IT,2000-07-01,
SA,T,TOTAL,PC_ACT,IT,2000-10-01,9
SA,T,TOTAL,PC_ACT,IT,2001-01-01,9
SA,T,TOTAL,PC_ACT,IT,2001-04-01,
SA,T,TOTAL,PC_ACT,IT,2001-07-01,9
SA,T,TOTAL,PC_ACT,IT,2001-10-01,
SA,T,TOTAL,PC_ACT,IT,2002-01-01,
SA,T,TOTAL,PC_ACT,IT,2002-04-01,
SA,T,TOTAL,PC_ACT,IT,2002-07-01,
SA,T,TOTAL,PC_ACT,IT,2002-10-01,8
SA,T,TOTAL,PC_ACT,IT,2003-01-01,
SA,T,TOTAL,PC_ACT,IT,2003-04-01,
SA,T,TOTAL,PC_ACT,IT,2003-07-01,
SA,T,TOTAL,PC_ACT,IT,2003-10-01,8
SA,T,TOTAL,PC_ACT,IT,2004-01-01,8
SA,T,TOTAL,PC_ACT,IT,2004-04-01,
SA,T,TOTAL,PC_ACT,IT,2004-07-01,
SA,T,TOTAL,PC_ACT,IT,2004-10-01,
SA,T,TOTAL,PC_ACT,IT,2005-01-01,7
SA,T,TOTAL,PC_ACT,IT,2005-04-01,
SA,T,TOTAL,PC_ACT,IT,2005-07-01,
SA,T,TOTAL,PC_ACT,IT,2005-10-01,
SA,T,TOTAL,PC_ACT,IT,2006-01-01,
SA,T,TOTAL,PC_ACT,IT,2006-04-01,
SA,T,TOTAL,PC_ACT,IT,2006-07-01,6
SA,T,TOTAL,PC_ACT,IT,2006-10-01,6
SA,T,TOTAL,PC_ACT,IT,2007-01-01,
SA,T,TOTAL,PC_ACT,IT,2007-04-01,
SA,T,TOTAL,PC_ACT,IT,2007-07-01,
SA,T,TOTAL,PC_ACT,IT,2007-10-01,
SA,T,TOTAL,PC_ACT,IT,2008-01-01,6
SA,T,TOTAL,PC_ACT,IT,2008-04-01,6
SA,T,TOTAL,PC_ACT,IT,2008-07-01,
SA,T,TOTAL,PC_ACT,IT,2008-10-01,
SA,T,TOTAL,PC_ACT,IT,2009-01-01,
SA,T,TOTAL,PC_ACT,IT,2009-04-01,
SA,T,TOTAL,PC_ACT,IT,2009-07-01,
SA,T,TOTAL,PC_ACT,IT,2009-10-01,8
SA,T,TOTAL,PC_ACT,IT,2010-01-01,
SA,T,TOTAL,PC_ACT,IT,2010-04-01,
SA,T,TOTAL,PC_ACT,IT,2010-07-01,
SA,T,TOTAL,PC_ACT,IT,2010-10-01,8
SA,T,TOTAL,PC_ACT,IT,2011-01-01,
SA,T,TOTAL,PC_ACT,IT,2011-04-01,
SA,T,TOTAL,PC_ACT,IT,2011-07-01,8
SA,T,TOTAL,PC_ACT,IT,2011-10-01,
SA,T,TOTAL,PC_ACT,IT,2012-01-01,
SA,T,TOTAL,PC_ACT,IT,2012-04-01,
SA,T,TOTAL,PC_ACT,IT,2012-07-01,
SA,T,TOTAL,PC_ACT,IT,2012-10-01,
SA,T,TOTAL,PC_ACT,IT,2013-01-01,
SA,T,TOTAL,PC_ACT,IT,2013-04-01,
SA,T,TOTAL,PC_ACT,IT,2013-07-01,
SA,T,TOTAL,PC_ACT,IT,2013-10-01,
SA,T,TOTAL,PC_ACT,IT,2014-01-01,
SA,T,TOTAL,PC_ACT,IT,2014-04-01,
SA,T,TOTAL,PC_ACT,IT,2014-07-01,
SA,T,TOTAL,PC_ACT,IT,2014-10-01,
SA,T,TOTAL,PC_ACT,IT,2015-01-01,
SA,T,TOTAL,PC_ACT,IT,2015-04-01,
SA,T,TOTAL,PC_ACT,IT,2015-07-01,
SA,T,TOTAL,PC_ACT,IT,2015-10-01,
SA,T,TOTAL,PC_ACT,IT,2016-01-01,
SA,T,TOTAL,PC_ACT,IT,2016-04-01,
SA,T,TOTAL,PC_ACT,IT,2016-07-01,
SA,T,TOTAL,PC_ACT,IT,2016-10-01,
SA,T,TOTAL,PC_ACT,IT,2017-01-01,11
SA,T,TOTAL,PC_ACT,IT,2017-04-01,
SA,T,TOTAL,PC_ACT,IT,2017-07-01,
SA,T,TOTAL,PC_ACT,IT,2017-10-01,
SA,T,TOTAL,PC_ACT,IT,2018-01-01,
SA,T,TOTAL,PC_ACT,IT,2018-04-01,
SA,T,TOTAL,PC_ACT,IT,2018-07-01,
SA,T,TOTAL,PC_ACT,LT,1995-01-01,
SA,T,TOTAL,PC_ACT,LT,1995-04-01,
SA,T,TOTAL,PC_ACT,LT,1995-07-01,
SA,T,TOTAL,PC_ACT,LT,1995-10-01,
SA,T,TOTAL,PC_ACT,LT,1996-01-01,
SA,T,TOTAL,PC_ACT,LT,1996-04-01,
SA,T,TOTAL,PC_ACT,LT,1996-07-01,
SA,T,TOTAL,PC_ACT,LT,1996-10-01,
SA,T,TOTAL,PC_ACT,LT,1997-01-01,
SA,T,TOTAL,PC_ACT,LT,1997-04-01,
SA,T,TOTAL,PC_ACT,LT,1997-07-01,
SA,T,TOTAL,PC_ACT,LT,1997-10-01,
SA,T,TOTAL,PC_ACT,LT,1998-01-01,14
SA,T,TOTAL,PC_ACT,LT,1998-04-01,13
SA,T,TOTAL,PC_ACT,LT,1998-07-01,12
SA,T,TOTAL,PC_ACT,LT,1998-10-01,13
SA,T,TOTAL,PC_ACT,LT,1999-01-01,13
SA,T,TOTAL,PC_ACT,LT,1999-04-01,13
SA,T,TOTAL,PC_ACT,LT,1999-07-01,15
SA,T,TOTAL,PC_ACT,LT,1999-10-01,15
SA,T,TOTAL,PC_ACT,LT,2000-01-01,
SA,T,TOTAL,PC_ACT,LT,2000-04-01,
SA,T,TOTAL,PC_ACT,LT,2000-07-01,
SA,T,TOTAL,PC_ACT,LT,2000-10-01,16
SA,T,TOTAL,PC_ACT,LT,2001-01-01,17
SA,T,TOTAL,PC_ACT,LT,2001-04-01,
SA,T,TOTAL,PC_ACT,LT,2001-07-01,16
SA,T,TOTAL,PC_ACT,LT,2001-10-01,
SA,T,TOTAL,PC_ACT,LT,2002-01-01,
SA,T,TOTAL,PC_ACT,LT,2002-04-01,
SA,T,TOTAL,PC_ACT,LT,2002-07-01,
SA,T,TOTAL,PC_ACT,LT,2002-10-01,12
SA,T,TOTAL,PC_ACT,LT,2003-01-01,
SA,T,TOTAL,PC_ACT,LT,2003-04-01,
SA,T,TOTAL,PC_ACT,LT,2003-07-01,
SA,T,TOTAL,PC_ACT,LT,2003-10-01,11
SA,T,TOTAL,PC_ACT,LT,2004-01-01,11
SA,T,TOTAL,PC_ACT,LT,2004-04-01,
SA,T,TOTAL,PC_ACT,LT,2004-07-01,
SA,T,TOTAL,PC_ACT,LT,2004-10-01,
SA,T,TOTAL,PC_ACT,LT,2005-01-01,9
SA,T,TOTAL,PC_ACT,LT,2005-04-01,
SA,T,TOTAL,PC_ACT,LT,2005-07-01,
SA,T,TOTAL,PC_ACT,LT,2005-10-01,
SA,T,TOTAL,PC_ACT,LT,2006-01-01,
SA,T,TOTAL,PC_ACT,LT,2006-04-01,
SA,T,TOTAL,PC_ACT,LT,2006-07-01,5
SA,T,TOTAL,PC_ACT,LT,2006-10-01,5
SA,T,TOTAL,PC_ACT,LT,2007-01-01,
SA,T,TOTAL,PC_ACT,LT,2007-04-01,
SA,T,TOTAL,PC_ACT,LT,2007-07-01,
SA,T,TOTAL,PC_ACT,LT,2007-10-01,
SA,T,TOTAL,PC_ACT,LT,2008-01-01,4
SA,T,TOTAL,PC_ACT,LT,2008-04-01,4
SA,T,TOTAL,PC_ACT,LT,2008-07-01,
SA,T,TOTAL,PC_ACT,LT,2008-10-01,
SA,T,TOTAL,PC_ACT,LT,2009-01-01,
SA,T,TOTAL,PC_ACT,LT,2009-04-01,
SA,T,TOTAL,PC_ACT,LT,2009-07-01,
SA,T,TOTAL,PC_ACT,LT,2009-10-01,16
SA,T,TOTAL,PC_ACT,LT,2010-01-01,
SA,T,TOTAL,PC_ACT,LT,2010-04-01,
SA,T,TOTAL,PC_ACT,LT,2010-07-01,
SA,T,TOTAL,PC_ACT,LT,2010-10-01,17
SA,T,TOTAL,PC_ACT,LT,2011-01-01,
SA,T,TOTAL,PC_ACT,LT,2011-04-01,
SA,T,TOTAL,PC_ACT,LT,2011-07-01,15
SA,T,TOTAL,PC_ACT,LT,2011-10-01,
SA,T,TOTAL,PC_ACT,LT,2012-01-01,
SA,T,TOTAL,PC_ACT,LT,2012-04-01,
SA,T,TOTAL,PC_ACT,LT,2012-07-01,
SA,T,TOTAL,PC_ACT,LT,2012-10-01,
SA,T,TOTAL,PC_ACT,LT,2013-01-01,
SA,T,TOTAL,PC_ACT,LT,2013-04-01,
SA,T,TOTAL,PC_ACT,LT,2013-07-01,
SA,T,TOTAL,PC_ACT,LT,2013-10-01,
SA,T,TOTAL,PC_ACT,LT,2014-01-01,
SA,T,TOTAL,PC_ACT,LT,2014-04-01,
SA,T,TOTAL,PC_ACT,LT,2014-07-01,
SA,T,TOTAL,PC_ACT,LT,2014-10-01,
SA,T,TOTAL,PC_ACT,LT,2015-01-01,
SA,T,TOTAL,PC_ACT,LT,2015-04-01,
SA,T,TOTAL,PC_ACT,LT,2015-07-01,
SA,T,TOTAL,PC_ACT,LT,2015-10-01,
SA,T,TOTAL,PC_ACT,LT,2016-01-01,
SA,T,TOTAL,PC_ACT,LT,2016-04-01,
SA,T,TOTAL,PC_ACT,LT,2016-07-01,
SA,T,TOTAL,PC_ACT,LT,2016-10-01,
SA,T,TOTAL,PC_ACT,LT,2017-01-01,7
SA,T,TOTAL,PC_ACT,LT,2017-04-01,
SA,T,TOTAL,PC_ACT,LT,2017-07-01,
SA,T,TOTAL,PC_ACT,LT,2017-10-01,
SA,T,TOTAL,PC_ACT,LT,2018-01-01,
SA,T,TOTAL,PC_ACT,LT,2018-04-01,
SA,T,TOTAL,PC_ACT,LT,2018-07-01,
SA,T,TOTAL,PC_ACT,LU,1995-01-01,2
SA,T,TOTAL,PC_ACT,LU,1995-04-01,2
SA,T,TOTAL,PC_ACT,LU,1995-07-01,2
SA,T,TOTAL,PC_ACT,LU,1995-10-01,2
SA,T,TOTAL,PC_ACT,LU,1996-01-01,3
SA,T,TOTAL,PC_ACT,LU,1996-04-01,3
SA,T,TOTAL,PC_ACT,LU,1996-07-01,2
SA,T,TOTAL,PC_ACT,LU,1996-10-01,2
SA,T,TOTAL,PC_ACT,LU,1997-01-01,2
SA,T,TOTAL,PC_ACT,LU,1997-04-01,2
SA,T,TOTAL,PC_ACT,LU,1997-07-01,2
SA,T,TOTAL,PC_ACT,LU,1997-10-01,2
SA,T,TOTAL,PC_ACT,LU,1998-01-01,2
SA,T,TOTAL,PC_ACT,LU,1998-04-01,2
SA,T,TOTAL,PC_ACT,LU,1998-07-01,2
SA,T,TOTAL,PC_ACT,LU,1998-10-01,2
SA,T,TOTAL,PC_ACT,LU,1999-01-01,2
SA,T,TOTAL,PC_ACT,LU,1999-04-01,2
SA,T,TOTAL,PC_ACT,LU,1999-07-01,2
SA,T,TOTAL,PC_ACT,LU,1999-10-01,2
SA,T,TOTAL,PC_ACT,LU,2000-01-01,
SA,T,TOTAL,PC_ACT,LU,2000-04-01,
SA,T,TOTAL,PC_ACT,LU,2000-07-01,
SA,T,TOTAL,PC_ACT,LU,2000-10-01,2
SA,T,TOTAL,PC_ACT,LU,2001-01-01,1
SA,T,TOTAL,PC_ACT,LU,2001-04-01,
SA,T,TOTAL,PC_ACT,LU,2001-07-01,1
SA,T,TOTAL,PC_ACT,LU,2001-10-01,
SA,T,TOTAL,PC_ACT,LU,2002-01-01,
SA,T,TOTAL,PC_ACT,LU,2002-04-01,
SA,T,TOTAL,PC_ACT,LU,2002-07-01,
SA,T,TOTAL,PC_ACT,LU,2002-10-01,3
SA,T,TOTAL,PC_ACT,LU,2003-01-01,
SA,T,TOTAL,PC_ACT,LU,2003-04-01,
SA,T,TOTAL,PC_ACT,LU,2003-07-01,
SA,T,TOTAL,PC_ACT,LU,2003-10-01,4
SA,T,TOTAL,PC_ACT,LU,2004-01-01,4
SA,T,TOTAL,PC_ACT,LU,2004-04-01,
SA,T,TOTAL,PC_ACT,LU,2004-07-01,
SA,T,TOTAL,PC_ACT,LU,2004-10-01,
SA,T,TOTAL,PC_ACT,LU,2005-01-01,4
SA,T,TOTAL,PC_ACT,LU,2005-04-01,
SA,T,TOTAL,PC_ACT,LU,2005-07-01,
SA,T,TOTAL,PC_ACT,LU,2005-10-01,
SA,T,TOTAL,PC_ACT,LU,2006-01-01,
SA,T,TOTAL,PC_ACT,LU,2006-04-01,
SA,T,TOTAL,PC_ACT,LU,2006-07-01,4
SA,T,TOTAL,PC_ACT,LU,2006-10-01,4
SA,T,TOTAL,PC_ACT,LU,2007-01-01,
SA,T,TOTAL,PC_ACT,LU,2007-04-01,
SA,T,TOTAL,PC_ACT,LU,2007-07-01,
SA,T,TOTAL,PC_ACT,LU,2007-10-01,
SA,T,TOTAL,PC_ACT,LU,2008-01-01,4
SA,T,TOTAL,PC_ACT,LU,2008-04-01,4
SA,T,TOTAL,PC_ACT,LU,2008-07-01,
SA,T,TOTAL,PC_ACT,LU,2008-10-01,
SA,T,TOTAL,PC_ACT,LU,2009-01-01,
SA,T,TOTAL,PC_ACT,LU,2009-04-01,
SA,T,TOTAL,PC_ACT,LU,2009-07-01,
SA,T,TOTAL,PC_ACT,LU,2009-10-01,4
SA,T,TOTAL,PC_ACT,LU,2010-01-01,
SA,T,TOTAL,PC_ACT,LU,2010-04-01,
SA,T,TOTAL,PC_ACT,LU,2010-07-01,
SA,T,TOTAL,PC_ACT,LU,2010-10-01,4
SA,T,TOTAL,PC_ACT,LU,2011-01-01,
SA,T,TOTAL,PC_ACT,LU,2011-04-01,
SA,T,TOTAL,PC_ACT,LU,2011-07-01,5
SA,T,TOTAL,PC_ACT,LU,2011-10-01,
SA,T,TOTAL,PC_ACT,LU,2012-01-01,
SA,T,TOTAL,PC_ACT,LU,2012-04-01,
SA,T,TOTAL,PC_ACT,LU,2012-07-01,
SA,T,TOTAL,PC_ACT,LU,2012-10-01,
SA,T,TOTAL,PC_ACT,LU,2013-01-01,
SA,T,TOTAL,PC_ACT,LU,2013-04-01,
SA,T,TOTAL,PC_ACT,LU,2013-07-01,
SA,T,TOTAL,PC_ACT,LU,2013-10-01,
SA,T,TOTAL,PC_ACT,LU,2014-01-01,
SA,T,TOTAL,PC_ACT,LU,2014-04-01,
SA,T,TOTAL,PC_ACT,LU,2014-07-01,
SA,T,TOTAL,PC_ACT,LU,2014-10-01,
SA,T,TOTAL,PC_ACT,LU,2015-01-01,
SA,T,TOTAL,PC_ACT,LU,2015-04-01,
SA,T,TOTAL,PC_ACT,LU,2015-07-01,
SA,T,TOTAL,PC_ACT,LU,2015-10-01,
SA,T,TOTAL,PC_ACT,LU,2016-01-01,
SA,T,TOTAL,PC_ACT,LU,2016-04-01,
SA,T,TOTAL,PC_ACT,LU,2016-07-01,
SA,T,TOTAL,PC_ACT,LU,2016-10-01,
SA,T,TOTAL,PC_ACT,LU,2017-01-01,5
SA,T,TOTAL,PC_ACT,LU,2017-04-01,
SA,T,TOTAL,PC_ACT,LU,2017-07-01,
SA,T,TOTAL,PC_ACT,LU,2017-10-01,
SA,T,TOTAL,PC_ACT,LU,2018-01-01,
SA,T,TOTAL,PC_ACT,LU,2018-04-01,
SA,T,TOTAL,PC_ACT,LU,2018-07-01,
SA,T,TOTAL,PC_ACT,LV,1995-01-01,
SA,T,TOTAL,PC_ACT,LV,1995-04-01,
SA,T,TOTAL,PC_ACT,LV,1995-07-01,
SA,T,TOTAL,PC_ACT,LV,1995-10-01,
SA,T,TOTAL,PC_ACT,LV,1996-01-01,
SA,T,TOTAL,PC_ACT,LV,1996-04-01,
SA,T,TOTAL,PC_ACT,LV,1996-07-01,
SA,T,TOTAL,PC_ACT,LV,1996-10-01,
SA,T,TOTAL,PC_ACT,LV,1997-01-01,
SA,T,TOTAL,PC_ACT,LV,1997-04-01,
SA,T,TOTAL,PC_ACT,LV,1997-07-01,
SA,T,TOTAL,PC_ACT,LV,1997-10-01,
SA,T,TOTAL,PC_ACT,LV,1998-01-01,
SA,T,TOTAL,PC_ACT,LV,1998-04-01,14
SA,T,TOTAL,PC_ACT,LV,1998-07-01,14
SA,T,TOTAL,PC_ACT,LV,1998-10-01,13
SA,T,TOTAL,PC_ACT,LV,1999-01-01,13
SA,T,TOTAL,PC_ACT,LV,1999-04-01,13
SA,T,TOTAL,PC_ACT,LV,1999-07-01,14
SA,T,TOTAL,PC_ACT,LV,1999-10-01,14
SA,T,TOTAL,PC_ACT,LV,2000-01-01,
SA,T,TOTAL,PC_ACT,LV,2000-04-01,
SA,T,TOTAL,PC_ACT,LV,2000-07-01,
SA,T,TOTAL,PC_ACT,LV,2000-10-01,14
SA,T,TOTAL,PC_ACT,LV,2001-01-01,13
SA,T,TOTAL,PC_ACT,LV,2001-04-01,
SA,T,TOTAL,PC_ACT,LV,2001-07-01,13
SA,T,TOTAL,PC_ACT,LV,2001-10-01,
SA,T,TOTAL,PC_ACT,LV,2002-01-01,
SA,T,TOTAL,PC_ACT,LV,2002-04-01,
SA,T,TOTAL,PC_ACT,LV,2002-07-01,
SA,T,TOTAL,PC_ACT,LV,2002-10-01,12
SA,T,TOTAL,PC_ACT,LV,2003-01-01,
SA,T,TOTAL,PC_ACT,LV,2003-04-01,
SA,T,TOTAL,PC_ACT,LV,2003-07-01,
SA,T,TOTAL,PC_ACT,LV,2003-10-01,11
SA,T,TOTAL,PC_ACT,LV,2004-01-01,11
SA,T,TOTAL,PC_ACT,LV,2004-04-01,
SA,T,TOTAL,PC_ACT,LV,2004-07-01,
SA,T,TOTAL,PC_ACT,LV,2004-10-01,
SA,T,TOTAL,PC_ACT,LV,2005-01-01,11
SA,T,TOTAL,PC_ACT,LV,2005-04-01,
SA,T,TOTAL,PC_ACT,LV,2005-07-01,
SA,T,TOTAL,PC_ACT,LV,2005-10-01,
SA,T,TOTAL,PC_ACT,LV,2006-01-01,
SA,T,TOTAL,PC_ACT,LV,2006-04-01,
SA,T,TOTAL,PC_ACT,LV,2006-07-01,6
SA,T,TOTAL,PC_ACT,LV,2006-10-01,6
SA,T,TOTAL,PC_ACT,LV,2007-01-01,
SA,T,TOTAL,PC_ACT,LV,2007-04-01,
SA,T,TOTAL,PC_ACT,LV,2007-07-01,
SA,T,TOTAL,PC_ACT,LV,2007-10-01,
SA,T,TOTAL,PC_ACT,LV,2008-01-01,6
SA,T,TOTAL,PC_ACT,LV,2008-04-01,6
SA,T,TOTAL,PC_ACT,LV,2008-07-01,
SA,T,TOTAL,PC_ACT,LV,2008-10-01,
SA,T,TOTAL,PC_ACT,LV,2009-01-01,
SA,T,TOTAL,PC_ACT,LV,2009-04-01,
SA,T,TOTAL,PC_ACT,LV,2009-07-01,
SA,T,TOTAL,PC_ACT,LV,2009-10-01,20
SA,T,TOTAL,PC_ACT,LV,2010-01-01,
SA,T,TOTAL,PC_ACT,LV,2010-04-01,
SA,T,TOTAL,PC_ACT,LV,2010-07-01,
SA,T,TOTAL,PC_ACT,LV,2010-10-01,18
SA,T,TOTAL,PC_ACT,LV,2011-01-01,
SA,T,TOTAL,PC_ACT,LV,2011-04-01,
SA,T,TOTAL,PC_ACT,LV,2011-07-01,15
SA,T,TOTAL,PC_ACT,LV,2011-10-01,
SA,T,TOTAL,PC_ACT,LV,2012-01-01,
SA,T,TOTAL,PC_ACT,LV,2012-04-01,
SA,T,TOTAL,PC_ACT,LV,2012-07-01,
SA,T,TOTAL,PC_ACT,LV,2012-10-01,
SA,T,TOTAL,PC_ACT,LV,2013-01-01,
SA,T,TOTAL,PC_ACT,LV,2013-04-01,
SA,T,TOTAL,PC_ACT,LV,2013-07-01,
SA,T,TOTAL,PC_ACT,LV,2013-10-01,
SA,T,TOTAL,PC_ACT,LV,2014-01-01,
SA,T,TOTAL,PC_ACT,LV,2014-04-01,
SA,T,TOTAL,PC_ACT,LV,2014-07-01,
SA,T,TOTAL,PC_ACT,LV,2014-10-01,
SA,T,TOTAL,PC_ACT,LV,2015-01-01,
SA,T,TOTAL,PC_ACT,LV,2015-04-01,
SA,T,TOTAL,PC_ACT,LV,2015-07-01,
SA,T,TOTAL,PC_ACT,LV,2015-10-01,
SA,T,TOTAL,PC_ACT,LV,2016-01-01,
SA,T,TOTAL,PC_ACT,LV,2016-04-01,
SA,T,TOTAL,PC_ACT,LV,2016-07-01,
SA,T,TOTAL,PC_ACT,LV,2016-10-01,
SA,T,TOTAL,PC_ACT,LV,2017-01-01,9
SA,T,TOTAL,PC_ACT,LV,2017-04-01,
SA,T,TOTAL,PC_ACT,LV,2017-07-01,
SA,T,TOTAL,PC_ACT,LV,2017-10-01,
SA,T,TOTAL,PC_ACT,LV,2018-01-01,
SA,T,TOTAL,PC_ACT,LV,2018-04-01,
SA,T,TOTAL,PC_ACT,LV,2018-07-01,
SA,T,TOTAL,PC_ACT,MT,1995-01-01,
SA,T,TOTAL,PC_ACT,MT,1995-04-01,
SA,T,TOTAL,PC_ACT,MT,1995-07-01,
SA,T,TOTAL,PC_ACT,MT,1995-10-01,
SA,T,TOTAL,PC_ACT,MT,1996-01-01,
SA,T,TOTAL,PC_ACT,MT,1996-04-01,
SA,T,TOTAL,PC_ACT,MT,1996-07-01,
SA,T,TOTAL,PC_ACT,MT,1996-10-01,
SA,T,TOTAL,PC_ACT,MT,1997-01-01,
SA,T,TOTAL,PC_ACT,MT,1997-04-01,
SA,T,TOTAL,PC_ACT,MT,1997-07-01,
SA,T,TOTAL,PC_ACT,MT,1997-10-01,
SA,T,TOTAL,PC_ACT,MT,1998-01-01,
SA,T,TOTAL,PC_ACT,MT,1998-04-01,
SA,T,TOTAL,PC_ACT,MT,1998-07-01,
SA,T,TOTAL,PC_ACT,MT,1998-10-01,
SA,T,TOTAL,PC_ACT,MT,1999-01-01,
SA,T,TOTAL,PC_ACT,MT,1999-04-01,
SA,T,TOTAL,PC_ACT,MT,1999-07-01,
SA,T,TOTAL,PC_ACT,MT,1999-10-01,
SA,T,TOTAL,PC_ACT,MT,2000-01-01,
SA,T,TOTAL,PC_ACT,MT,2000-04-01,
SA,T,TOTAL,PC_ACT,MT,2000-07-01,
SA,T,TOTAL,PC_ACT,MT,2000-10-01,7
SA,T,TOTAL,PC_ACT,MT,2001-01-01,7
SA,T,TOTAL,PC_ACT,MT,2001-04-01,
SA,T,TOTAL,PC_ACT,MT,2001-07-01,8
SA,T,TOTAL,PC_ACT,MT,2001-10-01,
SA,T,TOTAL,PC_ACT,MT,2002-01-01,
SA,T,TOTAL,PC_ACT,MT,2002-04-01,
SA,T,TOTAL,PC_ACT,MT,2002-07-01,
SA,T,TOTAL,PC_ACT,MT,2002-10-01,7
SA,T,TOTAL,PC_ACT,MT,2003-01-01,
SA,T,TOTAL,PC_ACT,MT,2003-04-01,
SA,T,TOTAL,PC_ACT,MT,2003-07-01,
SA,T,TOTAL,PC_ACT,MT,2003-10-01,8
SA,T,TOTAL,PC_ACT,MT,2004-01-01,7
SA,T,TOTAL,PC_ACT,MT,2004-04-01,
SA,T,TOTAL,PC_ACT,MT,2004-07-01,
SA,T,TOTAL,PC_ACT,MT,2004-10-01,
SA,T,TOTAL,PC_ACT,MT,2005-01-01,7
SA,T,TOTAL,PC_ACT,MT,2005-04-01,
SA,T,TOTAL,PC_ACT,MT,2005-07-01,
SA,T,TOTAL,PC_ACT,MT,2005-10-01,
SA,T,TOTAL,PC_ACT,MT,2006-01-01,
SA,T,TOTAL,PC_ACT,MT,2006-04-01,
SA,T,TOTAL,PC_ACT,MT,2006-07-01,7
SA,T,TOTAL,PC_ACT,MT,2006-10-01,6
SA,T,TOTAL,PC_ACT,MT,2007-01-01,
SA,T,TOTAL,PC_ACT,MT,2007-04-01,
SA,T,TOTAL,PC_ACT,MT,2007-07-01,
SA,T,TOTAL,PC_ACT,MT,2007-10-01,
SA,T,TOTAL,PC_ACT,MT,2008-01-01,6
SA,T,TOTAL,PC_ACT,MT,2008-04-01,6
SA,T,TOTAL,PC_ACT,MT,2008-07-01,
SA,T,TOTAL,PC_ACT,MT,2008-10-01,
SA,T,TOTAL,PC_ACT,MT,2009-01-01,
SA,T,TOTAL,PC_ACT,MT,2009-04-01,
SA,T,TOTAL,PC_ACT,MT,2009-07-01,
SA,T,TOTAL,PC_ACT,MT,2009-10-01,7
SA,T,TOTAL,PC_ACT,MT,2010-01-01,
SA,T,TOTAL,PC_ACT,MT,2010-04-01,
SA,T,TOTAL,PC_ACT,MT,2010-07-01,
SA,T,TOTAL,PC_ACT,MT,2010-10-01,7
SA,T,TOTAL,PC_ACT,MT,2011-01-01,
SA,T,TOTAL,PC_ACT,MT,2011-04-01,
SA,T,TOTAL,PC_ACT,MT,2011-07-01,6
SA,T,TOTAL,PC_ACT,MT,2011-10-01,
SA,T,TOTAL,PC_ACT,MT,2012-01-01,
SA,T,TOTAL,PC_ACT,MT,2012-04-01,
SA,T,TOTAL,PC_ACT,MT,2012-07-01,
SA,T,TOTAL,PC_ACT,MT,2012-10-01,
SA,T,TOTAL,PC_ACT,MT,2013-01-01,
SA,T,TOTAL,PC_ACT,MT,2013-04-01,
SA,T,TOTAL,PC_ACT,MT,2013-07-01,
SA,T,TOTAL,PC_ACT,MT,2013-10-01,
SA,T,TOTAL,PC_ACT,MT,2014-01-01,
SA,T,TOTAL,PC_ACT,MT,2014-04-01,
SA,T,TOTAL,PC_ACT,MT,2014-07-01,
SA,T,TOTAL,PC_ACT,MT,2014-10-01,
SA,T,TOTAL,PC_ACT,MT,2015-01-01,
SA,T,TOTAL,PC_ACT,MT,2015-04-01,
SA,T,TOTAL,PC_ACT,MT,2015-07-01,
SA,T,TOTAL,PC_ACT,MT,2015-10-01,
SA,T,TOTAL,PC_ACT,MT,2016-01-01,
SA,T,TOTAL,PC_ACT,MT,2016-04-01,
SA,T,TOTAL,PC_ACT,MT,2016-07-01,
SA,T,TOTAL,PC_ACT,MT,2016-10-01,
SA,T,TOTAL,PC_ACT,MT,2017-01-01,4
SA,T,TOTAL,PC_ACT,MT,2017-04-01,
SA,T,TOTAL,PC_ACT,MT,2017-07-01,
SA,T,TOTAL,PC_ACT,MT,2017-10-01,
SA,T,TOTAL,PC_ACT,MT,2018-01-01,
SA,T,TOTAL,PC_ACT,MT,2018-04-01,
SA,T,TOTAL,PC_ACT,MT,2018-07-01,
SA,T,TOTAL,PC_ACT,NL,1995-01-01,8
SA,T,TOTAL,PC_ACT,NL,1995-04-01,8
SA,T,TOTAL,PC_ACT,NL,1995-07-01,8
