,coicop,unit,geo\time,date,value
1047,CP07,PCH_M12,DK,2017-12-01,1.2 
1048,CP07,PCH_M12,DK,2018-01-01,0.3 
1049,CP07,PCH_M12,DK,2018-02-01,0.0 
1050,CP07,PCH_M12,DK,2018-03-01,0.7 
1051,CP07,PCH_M12,DK,2018-04-01,0.3 
1052,CP07,PCH_M12,DK,2018-05-01,2.6 
1053,CP07,PCH_M12,DK,2018-06-01,3.2 
1054,CP07,PCH_M12,DK,2018-07-01,3.2 
1055,CP07,PCH_M12,DK,2018-08-01,3.4 
1056,CP07,PCH_M12,DK,2018-09-01,1.9 
1057,CP07,PCH_M12,EA,2017-10-01,2.1 
1058,CP07,PCH_M12,EA,2017-11-01,3.0 
1059,CP07,PCH_M12,EA,2017-12-01,2.3 
1060,CP07,PCH_M12,EA,2018-01-01,1.7 
1061,CP07,PCH_M12,EA,2018-02-01,1.5 
1062,CP07,PCH_M12,EA,2018-03-01,1.7 
1063,CP07,PCH_M12,EA,2018-04-01,1.6 
1064,CP07,PCH_M12,EA,2018-05-01,3.8 
1065,CP07,PCH_M12,EA,2018-06-01,4.6 
1066,CP07,PCH_M12,EA,2018-07-01,4.6 
1067,CP07,PCH_M12,EA,2018-08-01,4.6 
1068,CP07,PCH_M12,EA,2018-09-01,4.4 
1069,CP07,PCH_M12,EA18,2017-10-01,2.1 
1070,CP07,PCH_M12,EA18,2017-11-01,3.0 
1071,CP07,PCH_M12,EA18,2017-12-01,2.3 
1072,CP07,PCH_M12,EA18,2018-01-01,1.7 
1073,CP07,PCH_M12,EA18,2018-02-01,1.5 
1074,CP07,PCH_M12,EA18,2018-03-01,1.7 
1075,CP07,PCH_M12,EA18,2018-04-01,1.6 
1076,CP07,PCH_M12,EA18,2018-05-01,3.8 
1077,CP07,PCH_M12,EA18,2018-06-01,4.6 
1078,CP07,PCH_M12,EA18,2018-07-01,4.6 
1079,CP07,PCH_M12,EA18,2018-08-01,4.6 
1080,CP07,PCH_M12,EA18,2018-09-01,4.4 
1081,CP07,PCH_M12,EA19,2017-10-01,2.1 
1082,CP07,PCH_M12,EA19,2017-11-01,3.0 
1083,CP07,PCH_M12,EA19,2017-12-01,2.3 
1084,CP07,PCH_M12,EA19,2018-01-01,1.7 
1085,CP07,PCH_M12,EA19,2018-02-01,1.5 
1086,CP07,PCH_M12,EA19,2018-03-01,1.7 
1087,CP07,PCH_M12,EA19,2018-04-01,1.6 
1088,CP07,PCH_M12,EA19,2018-05-01,3.8 
1089,CP07,PCH_M12,EA19,2018-06-01,4.6 
1090,CP07,PCH_M12,EA19,2018-07-01,4.6 
1091,CP07,PCH_M12,EA19,2018-08-01,4.6 
1092,CP07,PCH_M12,EA19,2018-09-01,4.4 
1093,CP07,PCH_M12,EE,2017-10-01,2.4 
1094,CP07,PCH_M12,EE,2017-11-01,6.2 
1095,CP07,PCH_M12,EE,2017-12-01,3.2 
1096,CP07,PCH_M12,EE,2018-01-01,3.5 
1097,CP07,PCH_M12,EE,2018-02-01,0.3 
1098,CP07,PCH_M12,EE,2018-03-01,-0.9 
1099,CP07,PCH_M12,EE,2018-04-01,1.3 
1100,CP07,PCH_M12,EE,2018-05-01,3.5 
1101,CP07,PCH_M12,EE,2018-06-01,4.2 
1102,CP07,PCH_M12,EE,2018-07-01,5.3 
1103,CP07,PCH_M12,EE,2018-08-01,5.8 
1104,CP07,PCH_M12,EE,2018-09-01,5.2 
1105,CP07,PCH_M12,EL,2017-10-01,0.1 
1106,CP07,PCH_M12,EL,2017-11-01,2.6 
1107,CP07,PCH_M12,EL,2017-12-01,3.7 
1108,CP07,PCH_M12,EL,2018-01-01,2.4 
1109,CP07,PCH_M12,EL,2018-02-01,2.7 
1110,CP07,PCH_M12,EL,2018-03-01,0.7 
1111,CP07,PCH_M12,EL,2018-04-01,1.4 
1112,CP07,PCH_M12,EL,2018-05-01,2.0 
1113,CP07,PCH_M12,EL,2018-06-01,2.7 
1114,CP07,PCH_M12,EL,2018-07-01,1.9 
1115,CP07,PCH_M12,EL,2018-08-01,1.8 
1116,CP07,PCH_M12,EL,2018-09-01,2.6 
1117,CP07,PCH_M12,ES,2017-10-01,2.2 
1118,CP07,PCH_M12,ES,2017-11-01,3.6 
1119,CP07,PCH_M12,ES,2017-12-01,1.9 
1120,CP07,PCH_M12,ES,2018-01-01,1.8 
1121,CP07,PCH_M12,ES,2018-02-01,1.1 
1122,CP07,PCH_M12,ES,2018-03-01,1.3 
1123,CP07,PCH_M12,ES,2018-04-01,1.9 
1124,CP07,PCH_M12,ES,2018-05-01,5.0 
1125,CP07,PCH_M12,ES,2018-06-01,5.9 
1126,CP07,PCH_M12,ES,2018-07-01,5.7 
1127,CP07,PCH_M12,ES,2018-08-01,5.1 
1128,CP07,PCH_M12,ES,2018-09-01,4.8 
1129,CP07,PCH_M12,EU,2017-10-01,2.2 
1130,CP07,PCH_M12,EU,2017-11-01,3.1 
1131,CP07,PCH_M12,EU,2017-12-01,2.3 
1132,CP07,PCH_M12,EU,2018-01-01,1.9 
1133,CP07,PCH_M12,EU,2018-02-01,1.6 
1134,CP07,PCH_M12,EU,2018-03-01,1.8 
1135,CP07,PCH_M12,EU,2018-04-01,1.7 
1136,CP07,PCH_M12,EU,2018-05-01,4.0 
1137,CP07,PCH_M12,EU,2018-06-01,4.9 
1138,CP07,PCH_M12,EU,2018-07-01,5.1 
1139,CP07,PCH_M12,EU,2018-08-01,5.0 
1140,CP07,PCH_M12,EU,2018-09-01,4.8 
1141,CP07,PCH_M12,EU28,2017-10-01,2.2 
1142,CP07,PCH_M12,EU28,2017-11-01,3.1 
1143,CP07,PCH_M12,EU28,2017-12-01,2.3 
1144,CP07,PCH_M12,EU28,2018-01-01,1.9 
1145,CP07,PCH_M12,EU28,2018-02-01,1.6 
1146,CP07,PCH_M12,EU28,2018-03-01,1.8 
1147,CP07,PCH_M12,EU28,2018-04-01,1.7 
1148,CP07,PCH_M12,EU28,2018-05-01,4.0 
1149,CP07,PCH_M12,EU28,2018-06-01,4.9 
1150,CP07,PCH_M12,EU28,2018-07-01,5.1 
1151,CP07,PCH_M12,EU28,2018-08-01,5.0 
1152,CP07,PCH_M12,EU28,2018-09-01,4.8 
1153,CP07,PCH_M12,FI,2017-10-01,0.0 
1154,CP07,PCH_M12,FI,2017-11-01,1.6 
1155,CP07,PCH_M12,FI,2017-12-01,-0.3 
1156,CP07,PCH_M12,FI,2018-01-01,-1.3 
1157,CP07,PCH_M12,FI,2018-02-01,-1.7 
1158,CP07,PCH_M12,FI,2018-03-01,-1.9 
1159,CP07,PCH_M12,FI,2018-04-01,-1.1 
1160,CP07,PCH_M12,FI,2018-05-01,0.2 
1161,CP07,PCH_M12,FI,2018-06-01,1.5 
1162,CP07,PCH_M12,FI,2018-07-01,1.6 
1163,CP07,PCH_M12,FI,2018-08-01,1.9 
1164,CP07,PCH_M12,FI,2018-09-01,1.4 
1165,CP07,PCH_M12,FR,2017-10-01,2.6 
1166,CP07,PCH_M12,FR,2017-11-01,2.9 
1167,CP07,PCH_M12,FR,2017-12-01,2.9 
1168,CP07,PCH_M12,FR,2018-01-01,2.6 
1169,CP07,PCH_M12,FR,2018-02-01,2.6 
1170,CP07,PCH_M12,FR,2018-03-01,3.0 
1171,CP07,PCH_M12,FR,2018-04-01,3.4 
1172,CP07,PCH_M12,FR,2018-05-01,5.2 
1173,CP07,PCH_M12,FR,2018-06-01,5.5 
1174,CP07,PCH_M12,FR,2018-07-01,5.7 
1175,CP07,PCH_M12,FR,2018-08-01,5.6 
1176,CP07,PCH_M12,FR,2018-09-01,5.0 
1177,CP07,PCH_M12,HR,2017-10-01,1.8 
1178,CP07,PCH_M12,HR,2017-11-01,2.4 
1179,CP07,PCH_M12,HR,2017-12-01,1.9 
1180,CP07,PCH_M12,HR,2018-01-01,0.6 
1181,CP07,PCH_M12,HR,2018-02-01,0.3 
1182,CP07,PCH_M12,HR,2018-03-01,-0.1 
1183,CP07,PCH_M12,HR,2018-04-01,1.3 
1184,CP07,PCH_M12,HR,2018-05-01,3.7 
1185,CP07,PCH_M12,HR,2018-06-01,5.2 
1186,CP07,PCH_M12,HR,2018-07-01,5.6 
1187,CP07,PCH_M12,HR,2018-08-01,4.9 
1188,CP07,PCH_M12,HR,2018-09-01,5.4 
1189,CP07,PCH_M12,HU,2017-10-01,1.0 
1190,CP07,PCH_M12,HU,2017-11-01,3.3 
1191,CP07,PCH_M12,HU,2017-12-01,0.8 
1192,CP07,PCH_M12,HU,2018-01-01,-0.5 
1193,CP07,PCH_M12,HU,2018-02-01,-0.7 
1194,CP07,PCH_M12,HU,2018-03-01,-0.9 
1195,CP07,PCH_M12,HU,2018-04-01,0.7 
1196,CP07,PCH_M12,HU,2018-05-01,5.2 
1197,CP07,PCH_M12,HU,2018-06-01,7.8 
1198,CP07,PCH_M12,HU,2018-07-01,9.5 
1199,CP07,PCH_M12,HU,2018-08-01,8.9 
1200,CP07,PCH_M12,HU,2018-09-01,8.4 
1201,CP07,PCH_M12,IE,2017-10-01,0.7 
1202,CP07,PCH_M12,IE,2017-11-01,1.0 
1203,CP07,PCH_M12,IE,2017-12-01,1.2 
1204,CP07,PCH_M12,IE,2018-01-01,-0.2 
1205,CP07,PCH_M12,IE,2018-02-01,0.7 
1206,CP07,PCH_M12,IE,2018-03-01,0.1 
1207,CP07,PCH_M12,IE,2018-04-01,-4.1 
1208,CP07,PCH_M12,IE,2018-05-01,1.4 
1209,CP07,PCH_M12,IE,2018-06-01,1.5 
1210,CP07,PCH_M12,IE,2018-07-01,2.2 
1211,CP07,PCH_M12,IE,2018-08-01,1.2 
1212,CP07,PCH_M12,IE,2018-09-01,2.3 
1213,CP07,PCH_M12,IS,2017-10-01,-5.9 
1214,CP07,PCH_M12,IS,2017-11-01,-8.0 
1215,CP07,PCH_M12,IS,2017-12-01,-4.6 
1216,CP07,PCH_M12,IS,2018-01-01,-3.5 
1217,CP07,PCH_M12,IS,2018-02-01,-5.3 
1218,CP07,PCH_M12,IS,2018-03-01,-1.1 
1219,CP07,PCH_M12,IS,2018-04-01,-4.5 
1220,CP07,PCH_M12,IS,2018-05-01,-3.8 
1221,CP07,PCH_M12,IS,2018-06-01,-2.0 
1222,CP07,PCH_M12,IS,2018-07-01,0.0 
1223,CP07,PCH_M12,IS,2018-08-01,1.6 
1224,CP07,PCH_M12,IS,2018-09-01,-1.0 
1225,CP07,PCH_M12,IT,2017-10-01,2.4 
1226,CP07,PCH_M12,IT,2017-11-01,2.7 
1227,CP07,PCH_M12,IT,2017-12-01,2.8 
1228,CP07,PCH_M12,IT,2018-01-01,1.6 
1229,CP07,PCH_M12,IT,2018-02-01,1.7 
1230,CP07,PCH_M12,IT,2018-03-01,1.8 
1231,CP07,PCH_M12,IT,2018-04-01,0.4 
1232,CP07,PCH_M12,IT,2018-05-01,2.5 
1233,CP07,PCH_M12,IT,2018-06-01,4.2 
1234,CP07,PCH_M12,IT,2018-07-01,4.0 
1235,CP07,PCH_M12,IT,2018-08-01,4.3 
1236,CP07,PCH_M12,IT,2018-09-01,4.1 
1237,CP07,PCH_M12,LT,2017-10-01,2.9 
1238,CP07,PCH_M12,LT,2017-11-01,3.9 
1239,CP07,PCH_M12,LT,2017-12-01,3.8 
1240,CP07,PCH_M12,LT,2018-01-01,3.0 
1241,CP07,PCH_M12,LT,2018-02-01,2.4 
1242,CP07,PCH_M12,LT,2018-03-01,2.3 
1243,CP07,PCH_M12,LT,2018-04-01,1.1 
1244,CP07,PCH_M12,LT,2018-05-01,6.1 
1245,CP07,PCH_M12,LT,2018-06-01,7.0 
1246,CP07,PCH_M12,LT,2018-07-01,6.5 
1247,CP07,PCH_M12,LT,2018-08-01,4.9 
1248,CP07,PCH_M12,LT,2018-09-01,6.6 
1249,CP07,PCH_M12,LU,2017-10-01,1.9 
1250,CP07,PCH_M12,LU,2017-11-01,3.6 
1251,CP07,PCH_M12,LU,2017-12-01,1.9 
1252,CP07,PCH_M12,LU,2018-01-01,1.6 
1253,CP07,PCH_M12,LU,2018-02-01,0.7 
1254,CP07,PCH_M12,LU,2018-03-01,0.5 
1255,CP07,PCH_M12,LU,2018-04-01,1.9 
1256,CP07,PCH_M12,LU,2018-05-01,5.4 
1257,CP07,PCH_M12,LU,2018-06-01,6.9 
1258,CP07,PCH_M12,LU,2018-07-01,7.7 
1259,CP07,PCH_M12,LU,2018-08-01,6.8 
1260,CP07,PCH_M12,LU,2018-09-01,6.2 
1261,CP07,PCH_M12,LV,2017-10-01,2.0 
1262,CP07,PCH_M12,LV,2017-11-01,2.0 
1263,CP07,PCH_M12,LV,2017-12-01,1.8 
1264,CP07,PCH_M12,LV,2018-01-01,1.8 
1265,CP07,PCH_M12,LV,2018-02-01,2.3 
1266,CP07,PCH_M12,LV,2018-03-01,2.6 
1267,CP07,PCH_M12,LV,2018-04-01,2.6 
1268,CP07,PCH_M12,LV,2018-05-01,3.4 
1269,CP07,PCH_M12,LV,2018-06-01,6.8 
1270,CP07,PCH_M12,LV,2018-07-01,7.7 
1271,CP07,PCH_M12,LV,2018-08-01,6.6 
1272,CP07,PCH_M12,LV,2018-09-01,6.0 
1273,CP07,PCH_M12,MK,2017-10-01,6.4 d
1274,CP07,PCH_M12,MK,2017-11-01,7.8 d
1275,CP07,PCH_M12,MK,2017-12-01,8.8 d
1276,CP07,PCH_M12,MK,2018-01-01,5.3 d
1277,CP07,PCH_M12,MK,2018-02-01,8.0 d
1278,CP07,PCH_M12,MK,2018-03-01,5.5 d
1279,CP07,PCH_M12,MK,2018-04-01,7.3 d
1280,CP07,PCH_M12,MK,2018-05-01,8.1 d
1281,CP07,PCH_M12,MK,2018-06-01,8.6 d
1282,CP07,PCH_M12,MK,2018-07-01,11.8 d
1283,CP07,PCH_M12,MK,2018-08-01,11.5 d
1284,CP07,PCH_M12,MK,2018-09-01,9.1 d
1285,CP07,PCH_M12,MT,2017-10-01,2.0 
1286,CP07,PCH_M12,MT,2017-11-01,1.7 
1287,CP07,PCH_M12,MT,2017-12-01,1.1 
1288,CP07,PCH_M12,MT,2018-01-01,0.3 
1289,CP07,PCH_M12,MT,2018-02-01,-0.1 
1290,CP07,PCH_M12,MT,2018-03-01,0.3 
1291,CP07,PCH_M12,MT,2018-04-01,0.3 
1292,CP07,PCH_M12,MT,2018-05-01,0.7 
1293,CP07,PCH_M12,MT,2018-06-01,1.4 
1294,CP07,PCH_M12,MT,2018-07-01,1.7 
1295,CP07,PCH_M12,MT,2018-08-01,3.2 
1296,CP07,PCH_M12,MT,2018-09-01,3.8 
1297,CP07,PCH_M12,NL,2017-10-01,1.3 
1298,CP07,PCH_M12,NL,2017-11-01,3.0 
1299,CP07,PCH_M12,NL,2017-12-01,1.0 
1300,CP07,PCH_M12,NL,2018-01-01,1.2 
1301,CP07,PCH_M12,NL,2018-02-01,0.3 
1302,CP07,PCH_M12,NL,2018-03-01,1.2 
1303,CP07,PCH_M12,NL,2018-04-01,0.8 
1304,CP07,PCH_M12,NL,2018-05-01,4.6 
1305,CP07,PCH_M12,NL,2018-06-01,4.7 
1306,CP07,PCH_M12,NL,2018-07-01,4.8 
1307,CP07,PCH_M12,NL,2018-08-01,5.2 
1308,CP07,PCH_M12,NL,2018-09-01,4.0 
1309,CP07,PCH_M12,NO,2017-10-01,2.7 
1310,CP07,PCH_M12,NO,2017-11-01,2.5 
1311,CP07,PCH_M12,NO,2017-12-01,3.0 
1312,CP07,PCH_M12,NO,2018-01-01,1.5 
1313,CP07,PCH_M12,NO,2018-02-01,3.5 
1314,CP07,PCH_M12,NO,2018-03-01,3.2 
1315,CP07,PCH_M12,NO,2018-04-01,3.1 
1316,CP07,PCH_M12,NO,2018-05-01,4.6 
1317,CP07,PCH_M12,NO,2018-06-01,3.5 
1318,CP07,PCH_M12,NO,2018-07-01,3.8 
1319,CP07,PCH_M12,NO,2018-08-01,3.7 
1320,CP07,PCH_M12,NO,2018-09-01,3.4 
1321,CP07,PCH_M12,PL,2017-10-01,-0.1 
1322,CP07,PCH_M12,PL,2017-11-01,1.1 
1323,CP07,PCH_M12,PL,2017-12-01,-0.3 
1324,CP07,PCH_M12,PL,2018-01-01,0.0 
1325,CP07,PCH_M12,PL,2018-02-01,-0.9 
1326,CP07,PCH_M12,PL,2018-03-01,-0.8 
1327,CP07,PCH_M12,PL,2018-04-01,0.0 
1328,CP07,PCH_M12,PL,2018-05-01,3.6 
1329,CP07,PCH_M12,PL,2018-06-01,6.1 
1330,CP07,PCH_M12,PL,2018-07-01,7.1 
1331,CP07,PCH_M12,PL,2018-08-01,5.9 
1332,CP07,PCH_M12,PL,2018-09-01,5.3 
1333,CP07,PCH_M12,PT,2017-10-01,2.6 
1334,CP07,PCH_M12,PT,2017-11-01,3.6 
1335,CP07,PCH_M12,PT,2017-12-01,3.8 
1336,CP07,PCH_M12,PT,2018-01-01,3.3 
1337,CP07,PCH_M12,PT,2018-02-01,1.1 
1338,CP07,PCH_M12,PT,2018-03-01,1.9 
1339,CP07,PCH_M12,PT,2018-04-01,0.8 
1340,CP07,PCH_M12,PT,2018-05-01,3.9 
1341,CP07,PCH_M12,PT,2018-06-01,4.2 
1342,CP07,PCH_M12,PT,2018-07-01,4.1 
1343,CP07,PCH_M12,PT,2018-08-01,4.1 
1344,CP07,PCH_M12,PT,2018-09-01,4.8 
1345,CP07,PCH_M12,RO,2017-10-01,1.0 
1346,CP07,PCH_M12,RO,2017-11-01,2.8 
1347,CP07,PCH_M12,RO,2017-12-01,1.7 
1348,CP07,PCH_M12,RO,2018-01-01,5.8 
1349,CP07,PCH_M12,RO,2018-02-01,5.0 
1350,CP07,PCH_M12,RO,2018-03-01,6.0 
1351,CP07,PCH_M12,RO,2018-04-01,6.4 
1352,CP07,PCH_M12,RO,2018-05-01,8.6 
1353,CP07,PCH_M12,RO,2018-06-01,10.1 
1354,CP07,PCH_M12,RO,2018-07-01,10.0 
1355,CP07,PCH_M12,RO,2018-08-01,9.4 
1356,CP07,PCH_M12,RO,2018-09-01,8.5 
1357,CP07,PCH_M12,RS,2017-10-01,2.1 d
1358,CP07,PCH_M12,RS,2017-11-01,2.3 d
1359,CP07,PCH_M12,RS,2017-12-01,1.6 d
1360,CP07,PCH_M12,RS,2018-01-01,0.4 d
1361,CP07,PCH_M12,RS,2018-02-01,-0.4 d
1362,CP07,PCH_M12,RS,2018-03-01,-0.7 d
1363,CP07,PCH_M12,RS,2018-04-01,-0.5 d
1364,CP07,PCH_M12,RS,2018-05-01,1.1 d
1365,CP07,PCH_M12,RS,2018-06-01,3.2 d
1366,CP07,PCH_M12,RS,2018-07-01,4.4 d
1367,CP07,PCH_M12,RS,2018-08-01,5.0 d
1368,CP07,PCH_M12,RS,2018-09-01,5.6 d
1369,CP07,PCH_M12,SE,2017-10-01,2.1 
1370,CP07,PCH_M12,SE,2017-11-01,3.0 
1371,CP07,PCH_M12,SE,2017-12-01,1.4 
1372,CP07,PCH_M12,SE,2018-01-01,0.8 
1373,CP07,PCH_M12,SE,2018-02-01,0.5 
1374,CP07,PCH_M12,SE,2018-03-01,1.9 
1375,CP07,PCH_M12,SE,2018-04-01,0.4 
1376,CP07,PCH_M12,SE,2018-05-01,2.7 
1377,CP07,PCH_M12,SE,2018-06-01,3.0 
1378,CP07,PCH_M12,SE,2018-07-01,3.6 
1379,CP07,PCH_M12,SE,2018-08-01,3.9 
1380,CP07,PCH_M12,SE,2018-09-01,3.9 
1381,CP07,PCH_M12,SI,2017-10-01,1.3 
1382,CP07,PCH_M12,SI,2017-11-01,1.4 
1383,CP07,PCH_M12,SI,2017-12-01,2.2 
1384,CP07,PCH_M12,SI,2018-01-01,0.5 
1385,CP07,PCH_M12,SI,2018-02-01,0.8 
1386,CP07,PCH_M12,SI,2018-03-01,-0.1 
1387,CP07,PCH_M12,SI,2018-04-01,0.4 
1388,CP07,PCH_M12,SI,2018-05-01,1.4 
1389,CP07,PCH_M12,SI,2018-06-01,3.3 
1390,CP07,PCH_M12,SI,2018-07-01,3.3 
1391,CP07,PCH_M12,SI,2018-08-01,2.9 
1392,CP07,PCH_M12,SI,2018-09-01,2.4 
1393,CP07,PCH_M12,SK,2017-10-01,2.5 
1394,CP07,PCH_M12,SK,2017-11-01,3.9 
1395,CP07,PCH_M12,SK,2017-12-01,2.2 
1396,CP07,PCH_M12,SK,2018-01-01,2.8 
1397,CP07,PCH_M12,SK,2018-02-01,2.4 
1398,CP07,PCH_M12,SK,2018-03-01,2.2 
1399,CP07,PCH_M12,SK,2018-04-01,5.3 
1400,CP07,PCH_M12,SK,2018-05-01,5.5 
1401,CP07,PCH_M12,SK,2018-06-01,6.5 
1402,CP07,PCH_M12,SK,2018-07-01,6.7 
1403,CP07,PCH_M12,SK,2018-08-01,8.1 
1404,CP07,PCH_M12,SK,2018-09-01,6.1 
1405,CP07,PCH_M12,TR,2017-10-01,16.8 d
1406,CP07,PCH_M12,TR,2017-11-01,18.6 d
1407,CP07,PCH_M12,TR,2017-12-01,18.2 d
1408,CP07,PCH_M12,TR,2018-01-01,16.0 d
1409,CP07,PCH_M12,TR,2018-02-01,13.2 d
1410,CP07,PCH_M12,TR,2018-03-01,13.4 d
1411,CP07,PCH_M12,TR,2018-04-01,16.5 d
1412,CP07,PCH_M12,TR,2018-05-01,20.0 d
1413,CP07,PCH_M12,TR,2018-06-01,24.3 d
1414,CP07,PCH_M12,TR,2018-07-01,24.2 d
1415,CP07,PCH_M12,TR,2018-08-01,27.1 d
1416,CP07,PCH_M12,TR,2018-09-01,36.6 d
1417,CP07,PCH_M12,UK,2017-10-01,4.0 
1418,CP07,PCH_M12,UK,2017-11-01,4.5 
1419,CP07,PCH_M12,UK,2017-12-01,3.8 
1420,CP07,PCH_M12,UK,2018-01-01,3.4 
1421,CP07,PCH_M12,UK,2018-02-01,2.8 
1422,CP07,PCH_M12,UK,2018-03-01,3.0 
1423,CP07,PCH_M12,UK,2018-04-01,2.4 
1424,CP07,PCH_M12,UK,2018-05-01,4.7 
1425,CP07,PCH_M12,UK,2018-06-01,5.5 
1426,CP07,PCH_M12,UK,2018-07-01,5.7 
1427,CP07,PCH_M12,UK,2018-08-01,6.1 
1428,CP07,PCH_M12,UK,2018-09-01,: 
1429,CP07,PCH_M12,US,2017-10-01,2.2 d
1430,CP07,PCH_M12,US,2017-11-01,3.7 d
1431,CP07,PCH_M12,US,2017-12-01,2.6 d
1432,CP07,PCH_M12,US,2018-01-01,2.0 d
1433,CP07,PCH_M12,US,2018-02-01,3.1 d
1434,CP07,PCH_M12,US,2018-03-01,3.0 d
1435,CP07,PCH_M12,US,2018-04-01,3.2 d
1436,CP07,PCH_M12,US,2018-05-01,5.4 d
1437,CP07,PCH_M12,US,2018-06-01,6.5 d
1438,CP07,PCH_M12,US,2018-07-01,7.2 d
1439,CP07,PCH_M12,US,2018-08-01,6.3 d
1440,CP07,PCH_M12,US,2018-09-01,3.1 d
