geotime,date,value
FI,2006-01-01,
FI,2007-01-01,
FI,2008-01-01,13
FI,2009-01-01,
FI,2010-01-01,14
FI,2011-01-01,12
FI,2012-01-01,11
FI,2013-01-01,12
FI,2014-01-01,11
FI,2015-01-01,10
FI,2016-01-01,11
FR,2000-01-01,9
FR,2001-01-01,9
FR,2002-01-01,
FR,2003-01-01,
FR,2004-01-01,
FR,2005-01-01,
FR,2006-01-01,
FR,2007-01-01,
FR,2008-01-01,8
FR,2009-01-01,
FR,2010-01-01,8
FR,2011-01-01,7
FR,2012-01-01,7
FR,2013-01-01,7
FR,2014-01-01,7
FR,2015-01-01,7
FR,2016-01-01,7
HR,2000-01-01,5
HR,2001-01-01,6
HR,2002-01-01,
HR,2003-01-01,
HR,2004-01-01,
HR,2005-01-01,
HR,2006-01-01,
HR,2007-01-01,
HR,2008-01-01,7
HR,2009-01-01,
HR,2010-01-01,6
HR,2011-01-01,6
HR,2012-01-01,6
HR,2013-01-01,5
HR,2014-01-01,5
HR,2015-01-01,5
HR,2016-01-01,5
HU,2000-01-01,7
HU,2001-01-01,7
HU,2002-01-01,
HU,2003-01-01,
HU,2004-01-01,
HU,2005-01-01,
HU,2006-01-01,
HU,2007-01-01,
HU,2008-01-01,7
HU,2009-01-01,
HU,2010-01-01,6
HU,2011-01-01,6
HU,2012-01-01,6
HU,2013-01-01,5
HU,2014-01-01,5
HU,2015-01-01,6
HU,2016-01-01,6
IE,2000-01-01,18
IE,2001-01-01,18
IE,2002-01-01,
IE,2003-01-01,
IE,2004-01-01,
IE,2005-01-01,
IE,2006-01-01,
IE,2007-01-01,
IE,2008-01-01,15
IE,2009-01-01,
IE,2010-01-01,13
IE,2011-01-01,12
IE,2012-01-01,12
IE,2013-01-01,12
IE,2014-01-01,12
IE,2015-01-01,13
IE,2016-01-01,13
IS,2000-01-01,15
IS,2001-01-01,15
IS,2002-01-01,
IS,2003-01-01,
IS,2004-01-01,
IS,2005-01-01,
IS,2006-01-01,
IS,2007-01-01,
IS,2008-01-01,18
IS,2009-01-01,
IS,2010-01-01,16
IS,2011-01-01,15
IS,2012-01-01,15
IS,2013-01-01,15
IS,2014-01-01,16
IS,2015-01-01,16
IS,2016-01-01,16
IT,2000-01-01,9
IT,2001-01-01,10
IT,2002-01-01,
IT,2003-01-01,
IT,2004-01-01,
IT,2005-01-01,
IT,2006-01-01,
IT,2007-01-01,
IT,2008-01-01,9
IT,2009-01-01,
IT,2010-01-01,8
IT,2011-01-01,8
IT,2012-01-01,8
IT,2013-01-01,7
IT,2014-01-01,7
IT,2015-01-01,7
IT,2016-01-01,7
LI,2000-01-01,7
LI,2001-01-01,7
LI,2002-01-01,
LI,2003-01-01,
LI,2004-01-01,
LI,2005-01-01,
LI,2006-01-01,
LI,2007-01-01,
LI,2008-01-01,7
LI,2009-01-01,
LI,2010-01-01,6
LI,2011-01-01,6
LI,2012-01-01,6
LI,2013-01-01,6
LI,2014-01-01,5
LI,2015-01-01,5
LI,2016-01-01,5
LT,2000-01-01,5
LT,2001-01-01,5
LT,2002-01-01,
LT,2003-01-01,
LT,2004-01-01,
LT,2005-01-01,
LT,2006-01-01,
LT,2007-01-01,
LT,2008-01-01,7
LT,2009-01-01,
LT,2010-01-01,6
LT,2011-01-01,7
LT,2012-01-01,7
LT,2013-01-01,6
LT,2014-01-01,6
LT,2015-01-01,7
LT,2016-01-01,7
LU,2000-01-01,24
LU,2001-01-01,25
LU,2002-01-01,
LU,2003-01-01,
LU,2004-01-01,
LU,2005-01-01,
LU,2006-01-01,
LU,2007-01-01,
LU,2008-01-01,27
LU,2009-01-01,
LU,2010-01-01,26
LU,2011-01-01,25
LU,2012-01-01,24
LU,2013-01-01,22
LU,2014-01-01,21
LU,2015-01-01,20
LU,2016-01-01,19
LV,2000-01-01,4
LV,2001-01-01,4
LV,2002-01-01,
LV,2003-01-01,
LV,2004-01-01,
LV,2005-01-01,
LV,2006-01-01,
LV,2007-01-01,
LV,2008-01-01,5
LV,2009-01-01,
LV,2010-01-01,6
LV,2011-01-01,5
LV,2012-01-01,5
LV,2013-01-01,5
LV,2014-01-01,5
LV,2015-01-01,5
LV,2016-01-01,6
MT,2000-01-01,8
MT,2001-01-01,7
MT,2002-01-01,
MT,2003-01-01,
MT,2004-01-01,
MT,2005-01-01,
MT,2006-01-01,
MT,2007-01-01,
MT,2008-01-01,8
MT,2009-01-01,
MT,2010-01-01,7
MT,2011-01-01,8
MT,2012-01-01,8
MT,2013-01-01,7
MT,2014-01-01,7
MT,2015-01-01,5
MT,2016-01-01,5
NL,2000-01-01,14
NL,2001-01-01,14
NL,2002-01-01,
NL,2003-01-01,
NL,2004-01-01,
NL,2005-01-01,
NL,2006-01-01,
NL,2007-01-01,
NL,2008-01-01,13
NL,2009-01-01,
NL,2010-01-01,13
NL,2011-01-01,12
NL,2012-01-01,12
NL,2013-01-01,12
NL,2014-01-01,11
NL,2015-01-01,12
NL,2016-01-01,12
NO,2000-01-01,12
NO,2001-01-01,12
NO,2002-01-01,
NO,2003-01-01,
NO,2004-01-01,
NO,2005-01-01,
NO,2006-01-01,
NO,2007-01-01,
NO,2008-01-01,11
NO,2009-01-01,
NO,2010-01-01,11
NO,2011-01-01,11
NO,2012-01-01,11
NO,2013-01-01,10
NO,2014-01-01,10
NO,2015-01-01,10
NO,2016-01-01,10
PL,2000-01-01,10
PL,2001-01-01,10
PL,2002-01-01,
PL,2003-01-01,
PL,2004-01-01,
PL,2005-01-01,
PL,2006-01-01,
PL,2007-01-01,
PL,2008-01-01,10
PL,2009-01-01,
PL,2010-01-01,10
PL,2011-01-01,10
PL,2012-01-01,10
PL,2013-01-01,10
PL,2014-01-01,10
PL,2015-01-01,10
PL,2016-01-01,10
PT,2000-01-01,8
PT,2001-01-01,8
PT,2002-01-01,
PT,2003-01-01,
PT,2004-01-01,
PT,2005-01-01,
PT,2006-01-01,
PT,2007-01-01,
PT,2008-01-01,7
PT,2009-01-01,
PT,2010-01-01,6
PT,2011-01-01,6
PT,2012-01-01,6
PT,2013-01-01,6
PT,2014-01-01,6
PT,2015-01-01,7
PT,2016-01-01,6
RO,2000-01-01,6
RO,2001-01-01,6
RO,2002-01-01,
RO,2003-01-01,
RO,2004-01-01,
RO,2005-01-01,
RO,2006-01-01,
RO,2007-01-01,
RO,2008-01-01,7
RO,2009-01-01,
RO,2010-01-01,6
RO,2011-01-01,6
RO,2012-01-01,6
RO,2013-01-01,5
RO,2014-01-01,5
RO,2015-01-01,5
RO,2016-01-01,5
SE,2000-01-01,8
SE,2001-01-01,8
SE,2002-01-01,
SE,2003-01-01,
SE,2004-01-01,
SE,2005-01-01,
SE,2006-01-01,
SE,2007-01-01,
SE,2008-01-01,7
SE,2009-01-01,
SE,2010-01-01,7
SE,2011-01-01,6
SE,2012-01-01,6
SE,2013-01-01,6
SE,2014-01-01,5
SE,2015-01-01,5
SE,2016-01-01,5
SI,2000-01-01,9
SI,2001-01-01,10
SI,2002-01-01,
SI,2003-01-01,
SI,2004-01-01,
SI,2005-01-01,
SI,2006-01-01,
SI,2007-01-01,
SI,2008-01-01,10
SI,2009-01-01,
SI,2010-01-01,9
SI,2011-01-01,9
SI,2012-01-01,9
SI,2013-01-01,9
SI,2014-01-01,8
SI,2015-01-01,8
SI,2016-01-01,8
SK,2000-01-01,9
SK,2001-01-01,9
SK,2002-01-01,
SK,2003-01-01,
SK,2004-01-01,
SK,2005-01-01,
SK,2006-01-01,
SK,2007-01-01,
SK,2008-01-01,9
SK,2009-01-01,
SK,2010-01-01,8
SK,2011-01-01,8
SK,2012-01-01,8
SK,2013-01-01,7
SK,2014-01-01,7
SK,2015-01-01,7
SK,2016-01-01,7
TR,2000-01-01,4
TR,2001-01-01,4
TR,2002-01-01,
TR,2003-01-01,
TR,2004-01-01,
TR,2005-01-01,
TR,2006-01-01,
TR,2007-01-01,
TR,2008-01-01,5
TR,2009-01-01,
TR,2010-01-01,5
TR,2011-01-01,5
TR,2012-01-01,6
TR,2013-01-01,5
TR,2014-01-01,6
TR,2015-01-01,6
TR,2016-01-01,6
UK,2000-01-01,12
UK,2001-01-01,12
UK,2002-01-01,
UK,2003-01-01,
UK,2004-01-01,
UK,2005-01-01,
UK,2006-01-01,
UK,2007-01-01,
UK,2008-01-01,11
UK,2009-01-01,
UK,2010-01-01,10
UK,2011-01-01,9
UK,2012-01-01,9
UK,2013-01-01,9
UK,2014-01-01,8
UK,2015-01-01,8
UK,2016-01-01,7
