indic_em,age,unit,sex,geotime,date,value
LTU,Y15-74,PC_ACT,F,BG,2005-01-01,6
LTU,Y15-74,PC_ACT,F,BG,2006-01-01,5
LTU,Y15-74,PC_ACT,F,BG,2007-01-01,4
LTU,Y15-74,PC_ACT,F,BG,2008-01-01,3
LTU,Y15-74,PC_ACT,F,BG,2009-01-01,3
LTU,Y15-74,PC_ACT,F,BG,2010-01-01,4
LTU,Y15-74,PC_ACT,F,BG,2011-01-01,5
LTU,Y15-74,PC_ACT,F,BG,2012-01-01,5
LTU,Y15-74,PC_ACT,F,BG,2013-01-01,6
LTU,Y15-74,PC_ACT,F,BG,2014-01-01,6
LTU,Y15-74,PC_ACT,F,BG,2015-01-01,5
LTU,Y15-74,PC_ACT,F,BG,2016-01-01,4
LTU,Y15-74,PC_ACT,F,BG,2017-01-01,3
LTU,Y15-74,PC_ACT,F,CH,2000-01-01,
LTU,Y15-74,PC_ACT,F,CH,2001-01-01,
LTU,Y15-74,PC_ACT,F,CH,2002-01-01,
LTU,Y15-74,PC_ACT,F,CH,2003-01-01,
LTU,Y15-74,PC_ACT,F,CH,2004-01-01,
LTU,Y15-74,PC_ACT,F,CH,2005-01-01,
LTU,Y15-74,PC_ACT,F,CH,2006-01-01,
LTU,Y15-74,PC_ACT,F,CH,2007-01-01,
LTU,Y15-74,PC_ACT,F,CH,2008-01-01,
LTU,Y15-74,PC_ACT,F,CH,2009-01-01,
LTU,Y15-74,PC_ACT,F,CH,2010-01-01,1
LTU,Y15-74,PC_ACT,F,CH,2011-01-01,1
LTU,Y15-74,PC_ACT,F,CH,2012-01-01,1
LTU,Y15-74,PC_ACT,F,CH,2013-01-01,1
LTU,Y15-74,PC_ACT,F,CH,2014-01-01,1
LTU,Y15-74,PC_ACT,F,CH,2015-01-01,1
LTU,Y15-74,PC_ACT,F,CH,2016-01-01,1
LTU,Y15-74,PC_ACT,F,CH,2017-01-01,1
LTU,Y15-74,PC_ACT,F,CY,2000-01-01,
LTU,Y15-74,PC_ACT,F,CY,2001-01-01,
LTU,Y15-74,PC_ACT,F,CY,2002-01-01,
LTU,Y15-74,PC_ACT,F,CY,2003-01-01,
LTU,Y15-74,PC_ACT,F,CY,2004-01-01,
LTU,Y15-74,PC_ACT,F,CY,2005-01-01,1
LTU,Y15-74,PC_ACT,F,CY,2006-01-01,1
LTU,Y15-74,PC_ACT,F,CY,2007-01-01,0
LTU,Y15-74,PC_ACT,F,CY,2008-01-01,0
LTU,Y15-74,PC_ACT,F,CY,2009-01-01,0
LTU,Y15-74,PC_ACT,F,CY,2010-01-01,1
LTU,Y15-74,PC_ACT,F,CY,2011-01-01,1
LTU,Y15-74,PC_ACT,F,CY,2012-01-01,3
LTU,Y15-74,PC_ACT,F,CY,2013-01-01,5
LTU,Y15-74,PC_ACT,F,CY,2014-01-01,7
LTU,Y15-74,PC_ACT,F,CY,2015-01-01,6
LTU,Y15-74,PC_ACT,F,CY,2016-01-01,5
LTU,Y15-74,PC_ACT,F,CY,2017-01-01,4
LTU,Y15-74,PC_ACT,F,CZ,2000-01-01,5
LTU,Y15-74,PC_ACT,F,CZ,2001-01-01,5
LTU,Y15-74,PC_ACT,F,CZ,2002-01-01,4
LTU,Y15-74,PC_ACT,F,CZ,2003-01-01,5
LTU,Y15-74,PC_ACT,F,CZ,2004-01-01,5
LTU,Y15-74,PC_ACT,F,CZ,2005-01-01,5
LTU,Y15-74,PC_ACT,F,CZ,2006-01-01,4
LTU,Y15-74,PC_ACT,F,CZ,2007-01-01,3
LTU,Y15-74,PC_ACT,F,CZ,2008-01-01,2
LTU,Y15-74,PC_ACT,F,CZ,2009-01-01,2
LTU,Y15-74,PC_ACT,F,CZ,2010-01-01,3
LTU,Y15-74,PC_ACT,F,CZ,2011-01-01,3
LTU,Y15-74,PC_ACT,F,CZ,2012-01-01,3
LTU,Y15-74,PC_ACT,F,CZ,2013-01-01,3
LTU,Y15-74,PC_ACT,F,CZ,2014-01-01,3
LTU,Y15-74,PC_ACT,F,CZ,2015-01-01,2
LTU,Y15-74,PC_ACT,F,CZ,2016-01-01,2
LTU,Y15-74,PC_ACT,F,CZ,2017-01-01,1
LTU,Y15-74,PC_ACT,F,DE,2000-01-01,
LTU,Y15-74,PC_ACT,F,DE,2001-01-01,
LTU,Y15-74,PC_ACT,F,DE,2002-01-01,
LTU,Y15-74,PC_ACT,F,DE,2003-01-01,
LTU,Y15-74,PC_ACT,F,DE,2004-01-01,
LTU,Y15-74,PC_ACT,F,DE,2005-01-01,5
LTU,Y15-74,PC_ACT,F,DE,2006-01-01,5
LTU,Y15-74,PC_ACT,F,DE,2007-01-01,4
LTU,Y15-74,PC_ACT,F,DE,2008-01-01,3
LTU,Y15-74,PC_ACT,F,DE,2009-01-01,3
LTU,Y15-74,PC_ACT,F,DE,2010-01-01,3
LTU,Y15-74,PC_ACT,F,DE,2011-01-01,2
LTU,Y15-74,PC_ACT,F,DE,2012-01-01,2
LTU,Y15-74,PC_ACT,F,DE,2013-01-01,2
LTU,Y15-74,PC_ACT,F,DE,2014-01-01,1
LTU,Y15-74,PC_ACT,F,DE,2015-01-01,1
LTU,Y15-74,PC_ACT,F,DE,2016-01-01,1
LTU,Y15-74,PC_ACT,F,DE,2017-01-01,1
LTU,Y15-74,PC_ACT,F,DK,2000-01-01,1
LTU,Y15-74,PC_ACT,F,DK,2001-01-01,1
LTU,Y15-74,PC_ACT,F,DK,2002-01-01,1
LTU,Y15-74,PC_ACT,F,DK,2003-01-01,1
LTU,Y15-74,PC_ACT,F,DK,2004-01-01,1
LTU,Y15-74,PC_ACT,F,DK,2005-01-01,1
LTU,Y15-74,PC_ACT,F,DK,2006-01-01,0
LTU,Y15-74,PC_ACT,F,DK,2007-01-01,0
LTU,Y15-74,PC_ACT,F,DK,2008-01-01,0
LTU,Y15-74,PC_ACT,F,DK,2009-01-01,0
LTU,Y15-74,PC_ACT,F,DK,2010-01-01,1
LTU,Y15-74,PC_ACT,F,DK,2011-01-01,1
LTU,Y15-74,PC_ACT,F,DK,2012-01-01,2
LTU,Y15-74,PC_ACT,F,DK,2013-01-01,2
LTU,Y15-74,PC_ACT,F,DK,2014-01-01,1
LTU,Y15-74,PC_ACT,F,DK,2015-01-01,1
LTU,Y15-74,PC_ACT,F,DK,2016-01-01,1
LTU,Y15-74,PC_ACT,F,DK,2017-01-01,1
LTU,Y15-74,PC_ACT,F,EA18,2000-01-01,
LTU,Y15-74,PC_ACT,F,EA18,2001-01-01,
LTU,Y15-74,PC_ACT,F,EA18,2002-01-01,
LTU,Y15-74,PC_ACT,F,EA18,2003-01-01,
LTU,Y15-74,PC_ACT,F,EA18,2004-01-01,
LTU,Y15-74,PC_ACT,F,EA18,2005-01-01,4
LTU,Y15-74,PC_ACT,F,EA18,2006-01-01,4
LTU,Y15-74,PC_ACT,F,EA18,2007-01-01,3
LTU,Y15-74,PC_ACT,F,EA18,2008-01-01,3
LTU,Y15-74,PC_ACT,F,EA18,2009-01-01,3
LTU,Y15-74,PC_ACT,F,EA18,2010-01-01,4
LTU,Y15-74,PC_ACT,F,EA18,2011-01-01,4
LTU,Y15-74,PC_ACT,F,EA18,2012-01-01,5
LTU,Y15-74,PC_ACT,F,EA18,2013-01-01,6
LTU,Y15-74,PC_ACT,F,EA18,2014-01-01,6
LTU,Y15-74,PC_ACT,F,EA18,2015-01-01,5
LTU,Y15-74,PC_ACT,F,EA18,2016-01-01,5
LTU,Y15-74,PC_ACT,F,EA18,2017-01-01,4
LTU,Y15-74,PC_ACT,F,EA19,2000-01-01,
LTU,Y15-74,PC_ACT,F,EA19,2001-01-01,
LTU,Y15-74,PC_ACT,F,EA19,2002-01-01,
LTU,Y15-74,PC_ACT,F,EA19,2003-01-01,
LTU,Y15-74,PC_ACT,F,EA19,2004-01-01,
LTU,Y15-74,PC_ACT,F,EA19,2005-01-01,4
LTU,Y15-74,PC_ACT,F,EA19,2006-01-01,4
LTU,Y15-74,PC_ACT,F,EA19,2007-01-01,3
LTU,Y15-74,PC_ACT,F,EA19,2008-01-01,3
LTU,Y15-74,PC_ACT,F,EA19,2009-01-01,3
LTU,Y15-74,PC_ACT,F,EA19,2010-01-01,4
LTU,Y15-74,PC_ACT,F,EA19,2011-01-01,4
LTU,Y15-74,PC_ACT,F,EA19,2012-01-01,5
LTU,Y15-74,PC_ACT,F,EA19,2013-01-01,6
LTU,Y15-74,PC_ACT,F,EA19,2014-01-01,6
LTU,Y15-74,PC_ACT,F,EA19,2015-01-01,5
LTU,Y15-74,PC_ACT,F,EA19,2016-01-01,5
LTU,Y15-74,PC_ACT,F,EA19,2017-01-01,4
LTU,Y15-74,PC_ACT,F,EE,2000-01-01,5
LTU,Y15-74,PC_ACT,F,EE,2001-01-01,5
LTU,Y15-74,PC_ACT,F,EE,2002-01-01,4
LTU,Y15-74,PC_ACT,F,EE,2003-01-01,4
LTU,Y15-74,PC_ACT,F,EE,2004-01-01,4
LTU,Y15-74,PC_ACT,F,EE,2005-01-01,4
LTU,Y15-74,PC_ACT,F,EE,2006-01-01,2
LTU,Y15-74,PC_ACT,F,EE,2007-01-01,1
LTU,Y15-74,PC_ACT,F,EE,2008-01-01,1
LTU,Y15-74,PC_ACT,F,EE,2009-01-01,2
LTU,Y15-74,PC_ACT,F,EE,2010-01-01,5
LTU,Y15-74,PC_ACT,F,EE,2011-01-01,6
LTU,Y15-74,PC_ACT,F,EE,2012-01-01,4
LTU,Y15-74,PC_ACT,F,EE,2013-01-01,3
LTU,Y15-74,PC_ACT,F,EE,2014-01-01,2
LTU,Y15-74,PC_ACT,F,EE,2015-01-01,2
LTU,Y15-74,PC_ACT,F,EE,2016-01-01,1
LTU,Y15-74,PC_ACT,F,EE,2017-01-01,1
LTU,Y15-74,PC_ACT,F,EL,2000-01-01,10
LTU,Y15-74,PC_ACT,F,EL,2001-01-01,9
LTU,Y15-74,PC_ACT,F,EL,2002-01-01,8
LTU,Y15-74,PC_ACT,F,EL,2003-01-01,8
LTU,Y15-74,PC_ACT,F,EL,2004-01-01,9
LTU,Y15-74,PC_ACT,F,EL,2005-01-01,8
LTU,Y15-74,PC_ACT,F,EL,2006-01-01,8
LTU,Y15-74,PC_ACT,F,EL,2007-01-01,7
LTU,Y15-74,PC_ACT,F,EL,2008-01-01,5
LTU,Y15-74,PC_ACT,F,EL,2009-01-01,6
LTU,Y15-74,PC_ACT,F,EL,2010-01-01,8
LTU,Y15-74,PC_ACT,F,EL,2011-01-01,11
LTU,Y15-74,PC_ACT,F,EL,2012-01-01,17
LTU,Y15-74,PC_ACT,F,EL,2013-01-01,21
LTU,Y15-74,PC_ACT,F,EL,2014-01-01,22
LTU,Y15-74,PC_ACT,F,EL,2015-01-01,21
LTU,Y15-74,PC_ACT,F,EL,2016-01-01,20
LTU,Y15-74,PC_ACT,F,EL,2017-01-01,19
LTU,Y15-74,PC_ACT,F,ES,2000-01-01,9
LTU,Y15-74,PC_ACT,F,ES,2001-01-01,6
LTU,Y15-74,PC_ACT,F,ES,2002-01-01,6
LTU,Y15-74,PC_ACT,F,ES,2003-01-01,5
LTU,Y15-74,PC_ACT,F,ES,2004-01-01,5
LTU,Y15-74,PC_ACT,F,ES,2005-01-01,3
LTU,Y15-74,PC_ACT,F,ES,2006-01-01,2
LTU,Y15-74,PC_ACT,F,ES,2007-01-01,2
LTU,Y15-74,PC_ACT,F,ES,2008-01-01,2
LTU,Y15-74,PC_ACT,F,ES,2009-01-01,4
LTU,Y15-74,PC_ACT,F,ES,2010-01-01,7
LTU,Y15-74,PC_ACT,F,ES,2011-01-01,9
LTU,Y15-74,PC_ACT,F,ES,2012-01-01,11
LTU,Y15-74,PC_ACT,F,ES,2013-01-01,13
LTU,Y15-74,PC_ACT,F,ES,2014-01-01,13
LTU,Y15-74,PC_ACT,F,ES,2015-01-01,12
LTU,Y15-74,PC_ACT,F,ES,2016-01-01,10
LTU,Y15-74,PC_ACT,F,ES,2017-01-01,8
LTU,Y15-74,PC_ACT,F,EU27,2000-01-01,
LTU,Y15-74,PC_ACT,F,EU27,2001-01-01,
LTU,Y15-74,PC_ACT,F,EU27,2002-01-01,
LTU,Y15-74,PC_ACT,F,EU27,2003-01-01,
LTU,Y15-74,PC_ACT,F,EU27,2004-01-01,
LTU,Y15-74,PC_ACT,F,EU27,2005-01-01,4
LTU,Y15-74,PC_ACT,F,EU27,2006-01-01,4
LTU,Y15-74,PC_ACT,F,EU27,2007-01-01,3
LTU,Y15-74,PC_ACT,F,EU27,2008-01-01,2
LTU,Y15-74,PC_ACT,F,EU27,2009-01-01,3
LTU,Y15-74,PC_ACT,F,EU27,2010-01-01,3
LTU,Y15-74,PC_ACT,F,EU27,2011-01-01,4
LTU,Y15-74,PC_ACT,F,EU27,2012-01-01,4
LTU,Y15-74,PC_ACT,F,EU27,2013-01-01,5
LTU,Y15-74,PC_ACT,F,EU27,2014-01-01,5
LTU,Y15-74,PC_ACT,F,EU27,2015-01-01,4
LTU,Y15-74,PC_ACT,F,EU27,2016-01-01,4
LTU,Y15-74,PC_ACT,F,EU27,2017-01-01,3
LTU,Y15-74,PC_ACT,F,EU28,2000-01-01,
LTU,Y15-74,PC_ACT,F,EU28,2001-01-01,
LTU,Y15-74,PC_ACT,F,EU28,2002-01-01,
LTU,Y15-74,PC_ACT,F,EU28,2003-01-01,
LTU,Y15-74,PC_ACT,F,EU28,2004-01-01,
LTU,Y15-74,PC_ACT,F,EU28,2005-01-01,4
LTU,Y15-74,PC_ACT,F,EU28,2006-01-01,4
LTU,Y15-74,PC_ACT,F,EU28,2007-01-01,3
LTU,Y15-74,PC_ACT,F,EU28,2008-01-01,2
LTU,Y15-74,PC_ACT,F,EU28,2009-01-01,3
LTU,Y15-74,PC_ACT,F,EU28,2010-01-01,3
LTU,Y15-74,PC_ACT,F,EU28,2011-01-01,4
LTU,Y15-74,PC_ACT,F,EU28,2012-01-01,4
LTU,Y15-74,PC_ACT,F,EU28,2013-01-01,5
LTU,Y15-74,PC_ACT,F,EU28,2014-01-01,5
LTU,Y15-74,PC_ACT,F,EU28,2015-01-01,4
LTU,Y15-74,PC_ACT,F,EU28,2016-01-01,4
LTU,Y15-74,PC_ACT,F,EU28,2017-01-01,3
LTU,Y15-74,PC_ACT,F,FI,2000-01-01,2
LTU,Y15-74,PC_ACT,F,FI,2001-01-01,2
LTU,Y15-74,PC_ACT,F,FI,2002-01-01,2
LTU,Y15-74,PC_ACT,F,FI,2003-01-01,1
LTU,Y15-74,PC_ACT,F,FI,2004-01-01,2
LTU,Y15-74,PC_ACT,F,FI,2005-01-01,1
LTU,Y15-74,PC_ACT,F,FI,2006-01-01,1
LTU,Y15-74,PC_ACT,F,FI,2007-01-01,1
LTU,Y15-74,PC_ACT,F,FI,2008-01-01,1
LTU,Y15-74,PC_ACT,F,FI,2009-01-01,1
LTU,Y15-74,PC_ACT,F,FI,2010-01-01,1
LTU,Y15-74,PC_ACT,F,FI,2011-01-01,1
LTU,Y15-74,PC_ACT,F,FI,2012-01-01,1
LTU,Y15-74,PC_ACT,F,FI,2013-01-01,1
LTU,Y15-74,PC_ACT,F,FI,2014-01-01,1
LTU,Y15-74,PC_ACT,F,FI,2015-01-01,1
LTU,Y15-74,PC_ACT,F,FI,2016-01-01,2
LTU,Y15-74,PC_ACT,F,FI,2017-01-01,1
LTU,Y15-74,PC_ACT,F,FR,2000-01-01,
LTU,Y15-74,PC_ACT,F,FR,2001-01-01,
LTU,Y15-74,PC_ACT,F,FR,2002-01-01,
LTU,Y15-74,PC_ACT,F,FR,2003-01-01,
LTU,Y15-74,PC_ACT,F,FR,2004-01-01,
LTU,Y15-74,PC_ACT,F,FR,2005-01-01,
LTU,Y15-74,PC_ACT,F,FR,2006-01-01,
LTU,Y15-74,PC_ACT,F,FR,2007-01-01,
LTU,Y15-74,PC_ACT,F,FR,2008-01-01,
LTU,Y15-74,PC_ACT,F,FR,2009-01-01,
LTU,Y15-74,PC_ACT,F,FR,2010-01-01,
LTU,Y15-74,PC_ACT,F,FR,2011-01-01,
LTU,Y15-74,PC_ACT,F,FR,2012-01-01,
LTU,Y15-74,PC_ACT,F,FR,2013-01-01,
LTU,Y15-74,PC_ACT,F,FR,2014-01-01,4
LTU,Y15-74,PC_ACT,F,FR,2015-01-01,4
LTU,Y15-74,PC_ACT,F,FR,2016-01-01,4
LTU,Y15-74,PC_ACT,F,FR,2017-01-01,4
LTU,Y15-74,PC_ACT,F,HR,2000-01-01,
LTU,Y15-74,PC_ACT,F,HR,2001-01-01,
LTU,Y15-74,PC_ACT,F,HR,2002-01-01,
LTU,Y15-74,PC_ACT,F,HR,2003-01-01,
LTU,Y15-74,PC_ACT,F,HR,2004-01-01,
LTU,Y15-74,PC_ACT,F,HR,2005-01-01,8
LTU,Y15-74,PC_ACT,F,HR,2006-01-01,7
LTU,Y15-74,PC_ACT,F,HR,2007-01-01,7
LTU,Y15-74,PC_ACT,F,HR,2008-01-01,6
LTU,Y15-74,PC_ACT,F,HR,2009-01-01,6
LTU,Y15-74,PC_ACT,F,HR,2010-01-01,7
LTU,Y15-74,PC_ACT,F,HR,2011-01-01,8
LTU,Y15-74,PC_ACT,F,HR,2012-01-01,10
LTU,Y15-74,PC_ACT,F,HR,2013-01-01,10
LTU,Y15-74,PC_ACT,F,HR,2014-01-01,10
LTU,Y15-74,PC_ACT,F,HR,2015-01-01,10
LTU,Y15-74,PC_ACT,F,HR,2016-01-01,6
LTU,Y15-74,PC_ACT,F,HR,2017-01-01,4
LTU,Y15-74,PC_ACT,F,HU,2000-01-01,2
LTU,Y15-74,PC_ACT,F,HU,2001-01-01,2
LTU,Y15-74,PC_ACT,F,HU,2002-01-01,2
LTU,Y15-74,PC_ACT,F,HU,2003-01-01,2
LTU,Y15-74,PC_ACT,F,HU,2004-01-01,2
LTU,Y15-74,PC_ACT,F,HU,2005-01-01,3
LTU,Y15-74,PC_ACT,F,HU,2006-01-01,3
LTU,Y15-74,PC_ACT,F,HU,2007-01-01,3
LTU,Y15-74,PC_ACT,F,HU,2008-01-01,3
LTU,Y15-74,PC_ACT,F,HU,2009-01-01,4
LTU,Y15-74,PC_ACT,F,HU,2010-01-01,5
LTU,Y15-74,PC_ACT,F,HU,2011-01-01,5
LTU,Y15-74,PC_ACT,F,HU,2012-01-01,4
LTU,Y15-74,PC_ACT,F,HU,2013-01-01,4
LTU,Y15-74,PC_ACT,F,HU,2014-01-01,3
LTU,Y15-74,PC_ACT,F,HU,2015-01-01,3
LTU,Y15-74,PC_ACT,F,HU,2016-01-01,2
LTU,Y15-74,PC_ACT,F,HU,2017-01-01,1
LTU,Y15-74,PC_ACT,F,IE,2000-01-01,1
LTU,Y15-74,PC_ACT,F,IE,2001-01-01,0
LTU,Y15-74,PC_ACT,F,IE,2002-01-01,0
LTU,Y15-74,PC_ACT,F,IE,2003-01-01,1
LTU,Y15-74,PC_ACT,F,IE,2004-01-01,1
LTU,Y15-74,PC_ACT,F,IE,2005-01-01,0
LTU,Y15-74,PC_ACT,F,IE,2006-01-01,1
LTU,Y15-74,PC_ACT,F,IE,2007-01-01,1
LTU,Y15-74,PC_ACT,F,IE,2008-01-01,1
LTU,Y15-74,PC_ACT,F,IE,2009-01-01,2
LTU,Y15-74,PC_ACT,F,IE,2010-01-01,4
LTU,Y15-74,PC_ACT,F,IE,2011-01-01,5
LTU,Y15-74,PC_ACT,F,IE,2012-01-01,6
LTU,Y15-74,PC_ACT,F,IE,2013-01-01,6
LTU,Y15-74,PC_ACT,F,IE,2014-01-01,5
LTU,Y15-74,PC_ACT,F,IE,2015-01-01,4
LTU,Y15-74,PC_ACT,F,IE,2016-01-01,3
LTU,Y15-74,PC_ACT,F,IE,2017-01-01,2
LTU,Y15-74,PC_ACT,F,IS,2000-01-01,
LTU,Y15-74,PC_ACT,F,IS,2001-01-01,
LTU,Y15-74,PC_ACT,F,IS,2002-01-01,
LTU,Y15-74,PC_ACT,F,IS,2003-01-01,
LTU,Y15-74,PC_ACT,F,IS,2004-01-01,
LTU,Y15-74,PC_ACT,F,IS,2005-01-01,
LTU,Y15-74,PC_ACT,F,IS,2006-01-01,
LTU,Y15-74,PC_ACT,F,IS,2007-01-01,
LTU,Y15-74,PC_ACT,F,IS,2008-01-01,
LTU,Y15-74,PC_ACT,F,IS,2009-01-01,
LTU,Y15-74,PC_ACT,F,IS,2010-01-01,1
LTU,Y15-74,PC_ACT,F,IS,2011-01-01,1
LTU,Y15-74,PC_ACT,F,IS,2012-01-01,1
LTU,Y15-74,PC_ACT,F,IS,2013-01-01,0
LTU,Y15-74,PC_ACT,F,IS,2014-01-01,0
LTU,Y15-74,PC_ACT,F,IS,2015-01-01,0
LTU,Y15-74,PC_ACT,F,IS,2016-01-01,
LTU,Y15-74,PC_ACT,F,IS,2017-01-01,
LTU,Y15-74,PC_ACT,F,IT,2000-01-01,8
LTU,Y15-74,PC_ACT,F,IT,2001-01-01,8
LTU,Y15-74,PC_ACT,F,IT,2002-01-01,7
LTU,Y15-74,PC_ACT,F,IT,2003-01-01,6
LTU,Y15-74,PC_ACT,F,IT,2004-01-01,5
LTU,Y15-74,PC_ACT,F,IT,2005-01-01,5
LTU,Y15-74,PC_ACT,F,IT,2006-01-01,4
LTU,Y15-74,PC_ACT,F,IT,2007-01-01,3
LTU,Y15-74,PC_ACT,F,IT,2008-01-01,4
LTU,Y15-74,PC_ACT,F,IT,2009-01-01,4
LTU,Y15-74,PC_ACT,F,IT,2010-01-01,4
LTU,Y15-74,PC_ACT,F,IT,2011-01-01,5
LTU,Y15-74,PC_ACT,F,IT,2012-01-01,6
LTU,Y15-74,PC_ACT,F,IT,2013-01-01,7
LTU,Y15-74,PC_ACT,F,IT,2014-01-01,8
LTU,Y15-74,PC_ACT,F,IT,2015-01-01,7
LTU,Y15-74,PC_ACT,F,IT,2016-01-01,7
LTU,Y15-74,PC_ACT,F,IT,2017-01-01,7
LTU,Y15-74,PC_ACT,F,LT,2000-01-01,
LTU,Y15-74,PC_ACT,F,LT,2001-01-01,
LTU,Y15-74,PC_ACT,F,LT,2002-01-01,6
LTU,Y15-74,PC_ACT,F,LT,2003-01-01,6
LTU,Y15-74,PC_ACT,F,LT,2004-01-01,6
LTU,Y15-74,PC_ACT,F,LT,2005-01-01,4
LTU,Y15-74,PC_ACT,F,LT,2006-01-01,2
LTU,Y15-74,PC_ACT,F,LT,2007-01-01,1
LTU,Y15-74,PC_ACT,F,LT,2008-01-01,1
LTU,Y15-74,PC_ACT,F,LT,2009-01-01,2
LTU,Y15-74,PC_ACT,F,LT,2010-01-01,5
LTU,Y15-74,PC_ACT,F,LT,2011-01-01,6
LTU,Y15-74,PC_ACT,F,LT,2012-01-01,5
LTU,Y15-74,PC_ACT,F,LT,2013-01-01,4
LTU,Y15-74,PC_ACT,F,LT,2014-01-01,4
LTU,Y15-74,PC_ACT,F,LT,2015-01-01,3
LTU,Y15-74,PC_ACT,F,LT,2016-01-01,2
LTU,Y15-74,PC_ACT,F,LT,2017-01-01,2
LTU,Y15-74,PC_ACT,F,LU,2000-01-01,
LTU,Y15-74,PC_ACT,F,LU,2001-01-01,
LTU,Y15-74,PC_ACT,F,LU,2002-01-01,
LTU,Y15-74,PC_ACT,F,LU,2003-01-01,0
LTU,Y15-74,PC_ACT,F,LU,2004-01-01,1
LTU,Y15-74,PC_ACT,F,LU,2005-01-01,1
LTU,Y15-74,PC_ACT,F,LU,2006-01-01,1
LTU,Y15-74,PC_ACT,F,LU,2007-01-01,1
LTU,Y15-74,PC_ACT,F,LU,2008-01-01,2
LTU,Y15-74,PC_ACT,F,LU,2009-01-01,1
LTU,Y15-74,PC_ACT,F,LU,2010-01-01,1
LTU,Y15-74,PC_ACT,F,LU,2011-01-01,1
LTU,Y15-74,PC_ACT,F,LU,2012-01-01,1
LTU,Y15-74,PC_ACT,F,LU,2013-01-01,1
LTU,Y15-74,PC_ACT,F,LU,2014-01-01,1
LTU,Y15-74,PC_ACT,F,LU,2015-01-01,1
LTU,Y15-74,PC_ACT,F,LU,2016-01-01,2
LTU,Y15-74,PC_ACT,F,LU,2017-01-01,1
LTU,Y15-74,PC_ACT,F,LV,2000-01-01,
LTU,Y15-74,PC_ACT,F,LV,2001-01-01,
LTU,Y15-74,PC_ACT,F,LV,2002-01-01,5
LTU,Y15-74,PC_ACT,F,LV,2003-01-01,5
LTU,Y15-74,PC_ACT,F,LV,2004-01-01,4
LTU,Y15-74,PC_ACT,F,LV,2005-01-01,4
LTU,Y15-74,PC_ACT,F,LV,2006-01-01,2
LTU,Y15-74,PC_ACT,F,LV,2007-01-01,1
LTU,Y15-74,PC_ACT,F,LV,2008-01-01,1
LTU,Y15-74,PC_ACT,F,LV,2009-01-01,3
LTU,Y15-74,PC_ACT,F,LV,2010-01-01,6
LTU,Y15-74,PC_ACT,F,LV,2011-01-01,6
LTU,Y15-74,PC_ACT,F,LV,2012-01-01,7
LTU,Y15-74,PC_ACT,F,LV,2013-01-01,5
LTU,Y15-74,PC_ACT,F,LV,2014-01-01,4
LTU,Y15-74,PC_ACT,F,LV,2015-01-01,3
LTU,Y15-74,PC_ACT,F,LV,2016-01-01,3
