hhtyp,incgrp,unit,age,sex,geotime,date,value
TOTAL,TOTAL,PC_POP,TOTAL,M,IE,2012-01-01,5.2
TOTAL,TOTAL,PC_POP,TOTAL,M,IE,2013-01-01,6.1
TOTAL,TOTAL,PC_POP,TOTAL,M,IE,2014-01-01,5.5
TOTAL,TOTAL,PC_POP,TOTAL,M,IE,2015-01-01,4.7
TOTAL,TOTAL,PC_POP,TOTAL,M,IE,2016-01-01,5.2
TOTAL,TOTAL,PC_POP,TOTAL,M,IE,2017-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,M,IS,2006-01-01,1.7
TOTAL,TOTAL,PC_POP,TOTAL,M,IS,2007-01-01,0.9
TOTAL,TOTAL,PC_POP,TOTAL,M,IS,2008-01-01,1.6
TOTAL,TOTAL,PC_POP,TOTAL,M,IS,2009-01-01,1.8
TOTAL,TOTAL,PC_POP,TOTAL,M,IS,2010-01-01,2.2
TOTAL,TOTAL,PC_POP,TOTAL,M,IS,2011-01-01,2.3
TOTAL,TOTAL,PC_POP,TOTAL,M,IS,2012-01-01,2.1
TOTAL,TOTAL,PC_POP,TOTAL,M,IS,2013-01-01,3.3
TOTAL,TOTAL,PC_POP,TOTAL,M,IS,2014-01-01,2.5
TOTAL,TOTAL,PC_POP,TOTAL,M,IS,2015-01-01,2.5
TOTAL,TOTAL,PC_POP,TOTAL,M,IS,2016-01-01,1.9
TOTAL,TOTAL,PC_POP,TOTAL,M,IS,2017-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,M,IT,2006-01-01,8.2
TOTAL,TOTAL,PC_POP,TOTAL,M,IT,2007-01-01,8.3
TOTAL,TOTAL,PC_POP,TOTAL,M,IT,2008-01-01,7.7
TOTAL,TOTAL,PC_POP,TOTAL,M,IT,2009-01-01,7.9
TOTAL,TOTAL,PC_POP,TOTAL,M,IT,2010-01-01,6.4
TOTAL,TOTAL,PC_POP,TOTAL,M,IT,2011-01-01,8.4
TOTAL,TOTAL,PC_POP,TOTAL,M,IT,2012-01-01,7.2
TOTAL,TOTAL,PC_POP,TOTAL,M,IT,2013-01-01,7.4
TOTAL,TOTAL,PC_POP,TOTAL,M,IT,2014-01-01,7.4
TOTAL,TOTAL,PC_POP,TOTAL,M,IT,2015-01-01,7.1
TOTAL,TOTAL,PC_POP,TOTAL,M,IT,2016-01-01,5.7
TOTAL,TOTAL,PC_POP,TOTAL,M,IT,2017-01-01,3.9
TOTAL,TOTAL,PC_POP,TOTAL,M,LT,2006-01-01,11.4
TOTAL,TOTAL,PC_POP,TOTAL,M,LT,2007-01-01,10.6
TOTAL,TOTAL,PC_POP,TOTAL,M,LT,2008-01-01,10.4
TOTAL,TOTAL,PC_POP,TOTAL,M,LT,2009-01-01,9.2
TOTAL,TOTAL,PC_POP,TOTAL,M,LT,2010-01-01,8.6
TOTAL,TOTAL,PC_POP,TOTAL,M,LT,2011-01-01,8.3
TOTAL,TOTAL,PC_POP,TOTAL,M,LT,2012-01-01,7.5
TOTAL,TOTAL,PC_POP,TOTAL,M,LT,2013-01-01,7.6
TOTAL,TOTAL,PC_POP,TOTAL,M,LT,2014-01-01,6.2
TOTAL,TOTAL,PC_POP,TOTAL,M,LT,2015-01-01,4.9
TOTAL,TOTAL,PC_POP,TOTAL,M,LT,2016-01-01,5.4
TOTAL,TOTAL,PC_POP,TOTAL,M,LT,2017-01-01,5.5
TOTAL,TOTAL,PC_POP,TOTAL,M,LU,2006-01-01,5.4
TOTAL,TOTAL,PC_POP,TOTAL,M,LU,2007-01-01,4.7
TOTAL,TOTAL,PC_POP,TOTAL,M,LU,2008-01-01,5.8
TOTAL,TOTAL,PC_POP,TOTAL,M,LU,2009-01-01,7.1
TOTAL,TOTAL,PC_POP,TOTAL,M,LU,2010-01-01,4.4
TOTAL,TOTAL,PC_POP,TOTAL,M,LU,2011-01-01,4.2
TOTAL,TOTAL,PC_POP,TOTAL,M,LU,2012-01-01,6.9
TOTAL,TOTAL,PC_POP,TOTAL,M,LU,2013-01-01,7.6
TOTAL,TOTAL,PC_POP,TOTAL,M,LU,2014-01-01,5.6
TOTAL,TOTAL,PC_POP,TOTAL,M,LU,2015-01-01,7.2
TOTAL,TOTAL,PC_POP,TOTAL,M,LU,2016-01-01,9.5
TOTAL,TOTAL,PC_POP,TOTAL,M,LU,2017-01-01,8.2
TOTAL,TOTAL,PC_POP,TOTAL,M,LV,2006-01-01,13.0
TOTAL,TOTAL,PC_POP,TOTAL,M,LV,2007-01-01,11.3
TOTAL,TOTAL,PC_POP,TOTAL,M,LV,2008-01-01,11.3
TOTAL,TOTAL,PC_POP,TOTAL,M,LV,2009-01-01,10.9
TOTAL,TOTAL,PC_POP,TOTAL,M,LV,2010-01-01,10.7
TOTAL,TOTAL,PC_POP,TOTAL,M,LV,2011-01-01,9.8
TOTAL,TOTAL,PC_POP,TOTAL,M,LV,2012-01-01,10.3
TOTAL,TOTAL,PC_POP,TOTAL,M,LV,2013-01-01,8.9
TOTAL,TOTAL,PC_POP,TOTAL,M,LV,2014-01-01,9.1
TOTAL,TOTAL,PC_POP,TOTAL,M,LV,2015-01-01,8.5
TOTAL,TOTAL,PC_POP,TOTAL,M,LV,2016-01-01,8.6
TOTAL,TOTAL,PC_POP,TOTAL,M,LV,2017-01-01,9.1
TOTAL,TOTAL,PC_POP,TOTAL,M,MK,2006-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,M,MK,2007-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,M,MK,2008-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,M,MK,2009-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,M,MK,2010-01-01,8.0
TOTAL,TOTAL,PC_POP,TOTAL,M,MK,2011-01-01,5.1
TOTAL,TOTAL,PC_POP,TOTAL,M,MK,2012-01-01,4.6
TOTAL,TOTAL,PC_POP,TOTAL,M,MK,2013-01-01,3.5
TOTAL,TOTAL,PC_POP,TOTAL,M,MK,2014-01-01,4.3
TOTAL,TOTAL,PC_POP,TOTAL,M,MK,2015-01-01,3.9
TOTAL,TOTAL,PC_POP,TOTAL,M,MK,2016-01-01,5.2
TOTAL,TOTAL,PC_POP,TOTAL,M,MK,2017-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,M,MT,2006-01-01,5.6
TOTAL,TOTAL,PC_POP,TOTAL,M,MT,2007-01-01,4.3
TOTAL,TOTAL,PC_POP,TOTAL,M,MT,2008-01-01,4.6
TOTAL,TOTAL,PC_POP,TOTAL,M,MT,2009-01-01,7.2
TOTAL,TOTAL,PC_POP,TOTAL,M,MT,2010-01-01,7.3
TOTAL,TOTAL,PC_POP,TOTAL,M,MT,2011-01-01,8.4
TOTAL,TOTAL,PC_POP,TOTAL,M,MT,2012-01-01,7.0
TOTAL,TOTAL,PC_POP,TOTAL,M,MT,2013-01-01,7.3
TOTAL,TOTAL,PC_POP,TOTAL,M,MT,2014-01-01,7.5
TOTAL,TOTAL,PC_POP,TOTAL,M,MT,2015-01-01,7.2
TOTAL,TOTAL,PC_POP,TOTAL,M,MT,2016-01-01,7.5
TOTAL,TOTAL,PC_POP,TOTAL,M,MT,2017-01-01,6.8
TOTAL,TOTAL,PC_POP,TOTAL,M,NL,2006-01-01,4.9
TOTAL,TOTAL,PC_POP,TOTAL,M,NL,2007-01-01,5.2
TOTAL,TOTAL,PC_POP,TOTAL,M,NL,2008-01-01,4.0
TOTAL,TOTAL,PC_POP,TOTAL,M,NL,2009-01-01,3.7
TOTAL,TOTAL,PC_POP,TOTAL,M,NL,2010-01-01,3.8
TOTAL,TOTAL,PC_POP,TOTAL,M,NL,2011-01-01,3.9
TOTAL,TOTAL,PC_POP,TOTAL,M,NL,2012-01-01,3.9
TOTAL,TOTAL,PC_POP,TOTAL,M,NL,2013-01-01,3.5
TOTAL,TOTAL,PC_POP,TOTAL,M,NL,2014-01-01,4.3
TOTAL,TOTAL,PC_POP,TOTAL,M,NL,2015-01-01,4.8
TOTAL,TOTAL,PC_POP,TOTAL,M,NL,2016-01-01,3.5
TOTAL,TOTAL,PC_POP,TOTAL,M,NL,2017-01-01,3.3
TOTAL,TOTAL,PC_POP,TOTAL,M,NO,2006-01-01,3.1
TOTAL,TOTAL,PC_POP,TOTAL,M,NO,2007-01-01,3.3
TOTAL,TOTAL,PC_POP,TOTAL,M,NO,2008-01-01,4.1
TOTAL,TOTAL,PC_POP,TOTAL,M,NO,2009-01-01,4.4
TOTAL,TOTAL,PC_POP,TOTAL,M,NO,2010-01-01,3.8
TOTAL,TOTAL,PC_POP,TOTAL,M,NO,2011-01-01,3.7
TOTAL,TOTAL,PC_POP,TOTAL,M,NO,2012-01-01,4.0
TOTAL,TOTAL,PC_POP,TOTAL,M,NO,2013-01-01,3.5
TOTAL,TOTAL,PC_POP,TOTAL,M,NO,2014-01-01,2.4
TOTAL,TOTAL,PC_POP,TOTAL,M,NO,2015-01-01,2.6
TOTAL,TOTAL,PC_POP,TOTAL,M,NO,2016-01-01,2.7
TOTAL,TOTAL,PC_POP,TOTAL,M,NO,2017-01-01,3.6
TOTAL,TOTAL,PC_POP,TOTAL,M,PL,2006-01-01,10.0
TOTAL,TOTAL,PC_POP,TOTAL,M,PL,2007-01-01,9.2
TOTAL,TOTAL,PC_POP,TOTAL,M,PL,2008-01-01,8.6
TOTAL,TOTAL,PC_POP,TOTAL,M,PL,2009-01-01,8.5
TOTAL,TOTAL,PC_POP,TOTAL,M,PL,2010-01-01,7.7
TOTAL,TOTAL,PC_POP,TOTAL,M,PL,2011-01-01,6.9
TOTAL,TOTAL,PC_POP,TOTAL,M,PL,2012-01-01,6.5
TOTAL,TOTAL,PC_POP,TOTAL,M,PL,2013-01-01,5.8
TOTAL,TOTAL,PC_POP,TOTAL,M,PL,2014-01-01,4.8
TOTAL,TOTAL,PC_POP,TOTAL,M,PL,2015-01-01,4.7
TOTAL,TOTAL,PC_POP,TOTAL,M,PL,2016-01-01,4.4
TOTAL,TOTAL,PC_POP,TOTAL,M,PL,2017-01-01,4.3
TOTAL,TOTAL,PC_POP,TOTAL,M,PT,2006-01-01,18.9
TOTAL,TOTAL,PC_POP,TOTAL,M,PT,2007-01-01,16.7
TOTAL,TOTAL,PC_POP,TOTAL,M,PT,2008-01-01,10.9
TOTAL,TOTAL,PC_POP,TOTAL,M,PT,2009-01-01,8.2
TOTAL,TOTAL,PC_POP,TOTAL,M,PT,2010-01-01,7.0
TOTAL,TOTAL,PC_POP,TOTAL,M,PT,2011-01-01,6.6
TOTAL,TOTAL,PC_POP,TOTAL,M,PT,2012-01-01,9.9
TOTAL,TOTAL,PC_POP,TOTAL,M,PT,2013-01-01,8.7
TOTAL,TOTAL,PC_POP,TOTAL,M,PT,2014-01-01,9.6
TOTAL,TOTAL,PC_POP,TOTAL,M,PT,2015-01-01,7.9
TOTAL,TOTAL,PC_POP,TOTAL,M,PT,2016-01-01,8.7
TOTAL,TOTAL,PC_POP,TOTAL,M,PT,2017-01-01,11.4
TOTAL,TOTAL,PC_POP,TOTAL,M,RO,2006-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,M,RO,2007-01-01,7.8
TOTAL,TOTAL,PC_POP,TOTAL,M,RO,2008-01-01,8.1
TOTAL,TOTAL,PC_POP,TOTAL,M,RO,2009-01-01,8.8
TOTAL,TOTAL,PC_POP,TOTAL,M,RO,2010-01-01,7.6
TOTAL,TOTAL,PC_POP,TOTAL,M,RO,2011-01-01,7.1
TOTAL,TOTAL,PC_POP,TOTAL,M,RO,2012-01-01,6.2
TOTAL,TOTAL,PC_POP,TOTAL,M,RO,2013-01-01,7.3
TOTAL,TOTAL,PC_POP,TOTAL,M,RO,2014-01-01,6.2
TOTAL,TOTAL,PC_POP,TOTAL,M,RO,2015-01-01,6.1
TOTAL,TOTAL,PC_POP,TOTAL,M,RO,2016-01-01,5.8
TOTAL,TOTAL,PC_POP,TOTAL,M,RO,2017-01-01,4.4
TOTAL,TOTAL,PC_POP,TOTAL,M,RS,2006-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,M,RS,2007-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,M,RS,2008-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,M,RS,2009-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,M,RS,2010-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,M,RS,2011-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,M,RS,2012-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,M,RS,2013-01-01,8.0
TOTAL,TOTAL,PC_POP,TOTAL,M,RS,2014-01-01,8.9
TOTAL,TOTAL,PC_POP,TOTAL,M,RS,2015-01-01,8.5
TOTAL,TOTAL,PC_POP,TOTAL,M,RS,2016-01-01,6.7
TOTAL,TOTAL,PC_POP,TOTAL,M,RS,2017-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,M,SE,2006-01-01,4.8
TOTAL,TOTAL,PC_POP,TOTAL,M,SE,2007-01-01,6.7
TOTAL,TOTAL,PC_POP,TOTAL,M,SE,2008-01-01,6.5
TOTAL,TOTAL,PC_POP,TOTAL,M,SE,2009-01-01,5.9
TOTAL,TOTAL,PC_POP,TOTAL,M,SE,2010-01-01,6.3
TOTAL,TOTAL,PC_POP,TOTAL,M,SE,2011-01-01,6.2
TOTAL,TOTAL,PC_POP,TOTAL,M,SE,2012-01-01,5.7
TOTAL,TOTAL,PC_POP,TOTAL,M,SE,2013-01-01,6.1
TOTAL,TOTAL,PC_POP,TOTAL,M,SE,2014-01-01,5.6
TOTAL,TOTAL,PC_POP,TOTAL,M,SE,2015-01-01,5.4
TOTAL,TOTAL,PC_POP,TOTAL,M,SE,2016-01-01,6.8
TOTAL,TOTAL,PC_POP,TOTAL,M,SE,2017-01-01,6.3
TOTAL,TOTAL,PC_POP,TOTAL,M,SI,2006-01-01,9.4
TOTAL,TOTAL,PC_POP,TOTAL,M,SI,2007-01-01,9.6
TOTAL,TOTAL,PC_POP,TOTAL,M,SI,2008-01-01,12.0
TOTAL,TOTAL,PC_POP,TOTAL,M,SI,2009-01-01,15.3
TOTAL,TOTAL,PC_POP,TOTAL,M,SI,2010-01-01,10.5
TOTAL,TOTAL,PC_POP,TOTAL,M,SI,2011-01-01,12.0
TOTAL,TOTAL,PC_POP,TOTAL,M,SI,2012-01-01,8.8
TOTAL,TOTAL,PC_POP,TOTAL,M,SI,2013-01-01,6.7
TOTAL,TOTAL,PC_POP,TOTAL,M,SI,2014-01-01,5.4
TOTAL,TOTAL,PC_POP,TOTAL,M,SI,2015-01-01,5.8
TOTAL,TOTAL,PC_POP,TOTAL,M,SI,2016-01-01,4.6
TOTAL,TOTAL,PC_POP,TOTAL,M,SI,2017-01-01,4.3
TOTAL,TOTAL,PC_POP,TOTAL,M,SK,2006-01-01,3.7
TOTAL,TOTAL,PC_POP,TOTAL,M,SK,2007-01-01,3.6
TOTAL,TOTAL,PC_POP,TOTAL,M,SK,2008-01-01,4.4
TOTAL,TOTAL,PC_POP,TOTAL,M,SK,2009-01-01,3.3
TOTAL,TOTAL,PC_POP,TOTAL,M,SK,2010-01-01,2.6
TOTAL,TOTAL,PC_POP,TOTAL,M,SK,2011-01-01,3.1
TOTAL,TOTAL,PC_POP,TOTAL,M,SK,2012-01-01,3.9
TOTAL,TOTAL,PC_POP,TOTAL,M,SK,2013-01-01,3.2
TOTAL,TOTAL,PC_POP,TOTAL,M,SK,2014-01-01,3.4
TOTAL,TOTAL,PC_POP,TOTAL,M,SK,2015-01-01,3.2
TOTAL,TOTAL,PC_POP,TOTAL,M,SK,2016-01-01,2.8
TOTAL,TOTAL,PC_POP,TOTAL,M,SK,2017-01-01,3.1
TOTAL,TOTAL,PC_POP,TOTAL,M,TR,2006-01-01,23.6
TOTAL,TOTAL,PC_POP,TOTAL,M,TR,2007-01-01,21.7
TOTAL,TOTAL,PC_POP,TOTAL,M,TR,2008-01-01,19.5
TOTAL,TOTAL,PC_POP,TOTAL,M,TR,2009-01-01,28.1
TOTAL,TOTAL,PC_POP,TOTAL,M,TR,2010-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,M,TR,2011-01-01,26.7
TOTAL,TOTAL,PC_POP,TOTAL,M,TR,2012-01-01,27.2
TOTAL,TOTAL,PC_POP,TOTAL,M,TR,2013-01-01,25.3
TOTAL,TOTAL,PC_POP,TOTAL,M,TR,2014-01-01,24.8
TOTAL,TOTAL,PC_POP,TOTAL,M,TR,2015-01-01,20.6
TOTAL,TOTAL,PC_POP,TOTAL,M,TR,2016-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,M,TR,2017-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,M,UK,2006-01-01,9.3
TOTAL,TOTAL,PC_POP,TOTAL,M,UK,2007-01-01,11.2
TOTAL,TOTAL,PC_POP,TOTAL,M,UK,2008-01-01,10.4
TOTAL,TOTAL,PC_POP,TOTAL,M,UK,2009-01-01,10.5
TOTAL,TOTAL,PC_POP,TOTAL,M,UK,2010-01-01,10.3
TOTAL,TOTAL,PC_POP,TOTAL,M,UK,2011-01-01,10.5
TOTAL,TOTAL,PC_POP,TOTAL,M,UK,2012-01-01,7.7
TOTAL,TOTAL,PC_POP,TOTAL,M,UK,2013-01-01,5.8
TOTAL,TOTAL,PC_POP,TOTAL,M,UK,2014-01-01,5.1
TOTAL,TOTAL,PC_POP,TOTAL,M,UK,2015-01-01,5.0
TOTAL,TOTAL,PC_POP,TOTAL,M,UK,2016-01-01,5.2
TOTAL,TOTAL,PC_POP,TOTAL,M,UK,2017-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,AT,2006-01-01,6.9
TOTAL,TOTAL,PC_POP,TOTAL,T,AT,2007-01-01,5.7
TOTAL,TOTAL,PC_POP,TOTAL,T,AT,2008-01-01,6.8
TOTAL,TOTAL,PC_POP,TOTAL,T,AT,2009-01-01,6.5
TOTAL,TOTAL,PC_POP,TOTAL,T,AT,2010-01-01,6.9
TOTAL,TOTAL,PC_POP,TOTAL,T,AT,2011-01-01,6.1
TOTAL,TOTAL,PC_POP,TOTAL,T,AT,2012-01-01,5.8
TOTAL,TOTAL,PC_POP,TOTAL,T,AT,2013-01-01,5.0
TOTAL,TOTAL,PC_POP,TOTAL,T,AT,2014-01-01,5.7
TOTAL,TOTAL,PC_POP,TOTAL,T,AT,2015-01-01,5.6
TOTAL,TOTAL,PC_POP,TOTAL,T,AT,2016-01-01,6.2
TOTAL,TOTAL,PC_POP,TOTAL,T,AT,2017-01-01,6.0
TOTAL,TOTAL,PC_POP,TOTAL,T,BE,2006-01-01,10.0
TOTAL,TOTAL,PC_POP,TOTAL,T,BE,2007-01-01,8.6
TOTAL,TOTAL,PC_POP,TOTAL,T,BE,2008-01-01,7.9
TOTAL,TOTAL,PC_POP,TOTAL,T,BE,2009-01-01,9.6
TOTAL,TOTAL,PC_POP,TOTAL,T,BE,2010-01-01,8.8
TOTAL,TOTAL,PC_POP,TOTAL,T,BE,2011-01-01,7.8
TOTAL,TOTAL,PC_POP,TOTAL,T,BE,2012-01-01,7.2
TOTAL,TOTAL,PC_POP,TOTAL,T,BE,2013-01-01,4.0
TOTAL,TOTAL,PC_POP,TOTAL,T,BE,2014-01-01,6.6
TOTAL,TOTAL,PC_POP,TOTAL,T,BE,2015-01-01,7.4
TOTAL,TOTAL,PC_POP,TOTAL,T,BE,2016-01-01,7.4
TOTAL,TOTAL,PC_POP,TOTAL,T,BE,2017-01-01,5.9
TOTAL,TOTAL,PC_POP,TOTAL,T,BG,2006-01-01,9.8
TOTAL,TOTAL,PC_POP,TOTAL,T,BG,2007-01-01,9.8
TOTAL,TOTAL,PC_POP,TOTAL,T,BG,2008-01-01,8.0
TOTAL,TOTAL,PC_POP,TOTAL,T,BG,2009-01-01,6.8
TOTAL,TOTAL,PC_POP,TOTAL,T,BG,2010-01-01,7.7
TOTAL,TOTAL,PC_POP,TOTAL,T,BG,2011-01-01,7.0
TOTAL,TOTAL,PC_POP,TOTAL,T,BG,2012-01-01,6.1
TOTAL,TOTAL,PC_POP,TOTAL,T,BG,2013-01-01,5.9
TOTAL,TOTAL,PC_POP,TOTAL,T,BG,2014-01-01,6.8
TOTAL,TOTAL,PC_POP,TOTAL,T,BG,2015-01-01,6.4
TOTAL,TOTAL,PC_POP,TOTAL,T,BG,2016-01-01,6.2
TOTAL,TOTAL,PC_POP,TOTAL,T,BG,2017-01-01,6.5
TOTAL,TOTAL,PC_POP,TOTAL,T,CH,2006-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,CH,2007-01-01,5.4
TOTAL,TOTAL,PC_POP,TOTAL,T,CH,2008-01-01,5.1
TOTAL,TOTAL,PC_POP,TOTAL,T,CH,2009-01-01,5.8
TOTAL,TOTAL,PC_POP,TOTAL,T,CH,2010-01-01,4.9
TOTAL,TOTAL,PC_POP,TOTAL,T,CH,2011-01-01,6.3
TOTAL,TOTAL,PC_POP,TOTAL,T,CH,2012-01-01,7.5
TOTAL,TOTAL,PC_POP,TOTAL,T,CH,2013-01-01,6.9
TOTAL,TOTAL,PC_POP,TOTAL,T,CH,2014-01-01,7.2
TOTAL,TOTAL,PC_POP,TOTAL,T,CH,2015-01-01,7.2
TOTAL,TOTAL,PC_POP,TOTAL,T,CH,2016-01-01,7.5
TOTAL,TOTAL,PC_POP,TOTAL,T,CH,2017-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,CY,2006-01-01,5.6
TOTAL,TOTAL,PC_POP,TOTAL,T,CY,2007-01-01,6.4
TOTAL,TOTAL,PC_POP,TOTAL,T,CY,2008-01-01,5.2
TOTAL,TOTAL,PC_POP,TOTAL,T,CY,2009-01-01,6.7
TOTAL,TOTAL,PC_POP,TOTAL,T,CY,2010-01-01,5.9
TOTAL,TOTAL,PC_POP,TOTAL,T,CY,2011-01-01,5.4
TOTAL,TOTAL,PC_POP,TOTAL,T,CY,2012-01-01,4.5
TOTAL,TOTAL,PC_POP,TOTAL,T,CY,2013-01-01,4.8
TOTAL,TOTAL,PC_POP,TOTAL,T,CY,2014-01-01,3.9
TOTAL,TOTAL,PC_POP,TOTAL,T,CY,2015-01-01,5.6
TOTAL,TOTAL,PC_POP,TOTAL,T,CY,2016-01-01,4.4
TOTAL,TOTAL,PC_POP,TOTAL,T,CY,2017-01-01,4.0
TOTAL,TOTAL,PC_POP,TOTAL,T,CZ,2006-01-01,4.7
TOTAL,TOTAL,PC_POP,TOTAL,T,CZ,2007-01-01,4.4
TOTAL,TOTAL,PC_POP,TOTAL,T,CZ,2008-01-01,4.1
TOTAL,TOTAL,PC_POP,TOTAL,T,CZ,2009-01-01,4.3
TOTAL,TOTAL,PC_POP,TOTAL,T,CZ,2010-01-01,3.7
TOTAL,TOTAL,PC_POP,TOTAL,T,CZ,2011-01-01,3.6
TOTAL,TOTAL,PC_POP,TOTAL,T,CZ,2012-01-01,3.1
TOTAL,TOTAL,PC_POP,TOTAL,T,CZ,2013-01-01,3.8
TOTAL,TOTAL,PC_POP,TOTAL,T,CZ,2014-01-01,3.8
TOTAL,TOTAL,PC_POP,TOTAL,T,CZ,2015-01-01,3.9
TOTAL,TOTAL,PC_POP,TOTAL,T,CZ,2016-01-01,3.5
TOTAL,TOTAL,PC_POP,TOTAL,T,CZ,2017-01-01,3.2
TOTAL,TOTAL,PC_POP,TOTAL,T,DE,2006-01-01,4.7
TOTAL,TOTAL,PC_POP,TOTAL,T,DE,2007-01-01,4.4
TOTAL,TOTAL,PC_POP,TOTAL,T,DE,2008-01-01,4.4
TOTAL,TOTAL,PC_POP,TOTAL,T,DE,2009-01-01,4.8
TOTAL,TOTAL,PC_POP,TOTAL,T,DE,2010-01-01,4.2
TOTAL,TOTAL,PC_POP,TOTAL,T,DE,2011-01-01,4.1
TOTAL,TOTAL,PC_POP,TOTAL,T,DE,2012-01-01,3.9
TOTAL,TOTAL,PC_POP,TOTAL,T,DE,2013-01-01,4.4
TOTAL,TOTAL,PC_POP,TOTAL,T,DE,2014-01-01,4.4
TOTAL,TOTAL,PC_POP,TOTAL,T,DE,2015-01-01,4.0
TOTAL,TOTAL,PC_POP,TOTAL,T,DE,2016-01-01,3.9
TOTAL,TOTAL,PC_POP,TOTAL,T,DE,2017-01-01,4.0
TOTAL,TOTAL,PC_POP,TOTAL,T,DK,2006-01-01,3.9
TOTAL,TOTAL,PC_POP,TOTAL,T,DK,2007-01-01,4.6
TOTAL,TOTAL,PC_POP,TOTAL,T,DK,2008-01-01,4.3
TOTAL,TOTAL,PC_POP,TOTAL,T,DK,2009-01-01,4.5
TOTAL,TOTAL,PC_POP,TOTAL,T,DK,2010-01-01,4.2
TOTAL,TOTAL,PC_POP,TOTAL,T,DK,2011-01-01,5.3
TOTAL,TOTAL,PC_POP,TOTAL,T,DK,2012-01-01,3.6
TOTAL,TOTAL,PC_POP,TOTAL,T,DK,2013-01-01,3.6
TOTAL,TOTAL,PC_POP,TOTAL,T,DK,2014-01-01,4.2
TOTAL,TOTAL,PC_POP,TOTAL,T,DK,2015-01-01,3.4
TOTAL,TOTAL,PC_POP,TOTAL,T,DK,2016-01-01,3.4
TOTAL,TOTAL,PC_POP,TOTAL,T,DK,2017-01-01,4.1
TOTAL,TOTAL,PC_POP,TOTAL,T,EA18,2006-01-01,7.8
TOTAL,TOTAL,PC_POP,TOTAL,T,EA18,2007-01-01,7.7
TOTAL,TOTAL,PC_POP,TOTAL,T,EA18,2008-01-01,6.6
TOTAL,TOTAL,PC_POP,TOTAL,T,EA18,2009-01-01,6.6
TOTAL,TOTAL,PC_POP,TOTAL,T,EA18,2010-01-01,6.1
TOTAL,TOTAL,PC_POP,TOTAL,T,EA18,2011-01-01,6.1
TOTAL,TOTAL,PC_POP,TOTAL,T,EA18,2012-01-01,5.9
TOTAL,TOTAL,PC_POP,TOTAL,T,EA18,2013-01-01,6.1
TOTAL,TOTAL,PC_POP,TOTAL,T,EA18,2014-01-01,6.1
TOTAL,TOTAL,PC_POP,TOTAL,T,EA18,2015-01-01,5.6
TOTAL,TOTAL,PC_POP,TOTAL,T,EA18,2016-01-01,5.5
TOTAL,TOTAL,PC_POP,TOTAL,T,EA18,2017-01-01,4.9
TOTAL,TOTAL,PC_POP,TOTAL,T,EA19,2006-01-01,7.9
TOTAL,TOTAL,PC_POP,TOTAL,T,EA19,2007-01-01,7.7
TOTAL,TOTAL,PC_POP,TOTAL,T,EA19,2008-01-01,6.6
TOTAL,TOTAL,PC_POP,TOTAL,T,EA19,2009-01-01,6.6
TOTAL,TOTAL,PC_POP,TOTAL,T,EA19,2010-01-01,6.1
TOTAL,TOTAL,PC_POP,TOTAL,T,EA19,2011-01-01,6.1
TOTAL,TOTAL,PC_POP,TOTAL,T,EA19,2012-01-01,5.9
TOTAL,TOTAL,PC_POP,TOTAL,T,EA19,2013-01-01,6.1
TOTAL,TOTAL,PC_POP,TOTAL,T,EA19,2014-01-01,6.1
TOTAL,TOTAL,PC_POP,TOTAL,T,EA19,2015-01-01,5.6
TOTAL,TOTAL,PC_POP,TOTAL,T,EA19,2016-01-01,5.5
TOTAL,TOTAL,PC_POP,TOTAL,T,EA19,2017-01-01,4.9
TOTAL,TOTAL,PC_POP,TOTAL,T,EE,2006-01-01,6.0
TOTAL,TOTAL,PC_POP,TOTAL,T,EE,2007-01-01,7.2
TOTAL,TOTAL,PC_POP,TOTAL,T,EE,2008-01-01,5.4
TOTAL,TOTAL,PC_POP,TOTAL,T,EE,2009-01-01,4.7
TOTAL,TOTAL,PC_POP,TOTAL,T,EE,2010-01-01,4.1
TOTAL,TOTAL,PC_POP,TOTAL,T,EE,2011-01-01,4.7
TOTAL,TOTAL,PC_POP,TOTAL,T,EE,2012-01-01,5.6
TOTAL,TOTAL,PC_POP,TOTAL,T,EE,2013-01-01,4.8
