sex,age,unit,geotime,date,value
T,Y_LT60,PC_Y_LT60,CZ,2012-01-01,6.8
T,Y_LT60,PC_Y_LT60,CZ,2013-01-01,6.9
T,Y_LT60,PC_Y_LT60,CZ,2014-01-01,7.6
T,Y_LT60,PC_Y_LT60,CZ,2015-01-01,6.8
T,Y_LT60,PC_Y_LT60,CZ,2016-01-01,6.7
T,Y_LT60,PC_Y_LT60,CZ,2017-01-01,5.5
T,Y_LT60,PC_Y_LT60,DE,2003-01-01,
T,Y_LT60,PC_Y_LT60,DE,2004-01-01,
T,Y_LT60,PC_Y_LT60,DE,2005-01-01,12.0
T,Y_LT60,PC_Y_LT60,DE,2006-01-01,13.6
T,Y_LT60,PC_Y_LT60,DE,2007-01-01,11.5
T,Y_LT60,PC_Y_LT60,DE,2008-01-01,11.7
T,Y_LT60,PC_Y_LT60,DE,2009-01-01,10.9
T,Y_LT60,PC_Y_LT60,DE,2010-01-01,11.2
T,Y_LT60,PC_Y_LT60,DE,2011-01-01,11.2
T,Y_LT60,PC_Y_LT60,DE,2012-01-01,9.9
T,Y_LT60,PC_Y_LT60,DE,2013-01-01,9.9
T,Y_LT60,PC_Y_LT60,DE,2014-01-01,10.0
T,Y_LT60,PC_Y_LT60,DE,2015-01-01,9.8
T,Y_LT60,PC_Y_LT60,DE,2016-01-01,9.6
T,Y_LT60,PC_Y_LT60,DE,2017-01-01,8.7
T,Y_LT60,PC_Y_LT60,DK,2003-01-01,9.8
T,Y_LT60,PC_Y_LT60,DK,2004-01-01,9.3
T,Y_LT60,PC_Y_LT60,DK,2005-01-01,10.1
T,Y_LT60,PC_Y_LT60,DK,2006-01-01,9.6
T,Y_LT60,PC_Y_LT60,DK,2007-01-01,10.1
T,Y_LT60,PC_Y_LT60,DK,2008-01-01,8.5
T,Y_LT60,PC_Y_LT60,DK,2009-01-01,8.8
T,Y_LT60,PC_Y_LT60,DK,2010-01-01,10.6
T,Y_LT60,PC_Y_LT60,DK,2011-01-01,10.5
T,Y_LT60,PC_Y_LT60,DK,2012-01-01,10.2
T,Y_LT60,PC_Y_LT60,DK,2013-01-01,11.9
T,Y_LT60,PC_Y_LT60,DK,2014-01-01,12.2
T,Y_LT60,PC_Y_LT60,DK,2015-01-01,11.6
T,Y_LT60,PC_Y_LT60,DK,2016-01-01,10.7
T,Y_LT60,PC_Y_LT60,DK,2017-01-01,10.0
T,Y_LT60,PC_Y_LT60,EE,2003-01-01,
T,Y_LT60,PC_Y_LT60,EE,2004-01-01,9.7
T,Y_LT60,PC_Y_LT60,EE,2005-01-01,9.5
T,Y_LT60,PC_Y_LT60,EE,2006-01-01,7.1
T,Y_LT60,PC_Y_LT60,EE,2007-01-01,6.2
T,Y_LT60,PC_Y_LT60,EE,2008-01-01,5.3
T,Y_LT60,PC_Y_LT60,EE,2009-01-01,5.6
T,Y_LT60,PC_Y_LT60,EE,2010-01-01,9.0
T,Y_LT60,PC_Y_LT60,EE,2011-01-01,10.0
T,Y_LT60,PC_Y_LT60,EE,2012-01-01,9.1
T,Y_LT60,PC_Y_LT60,EE,2013-01-01,8.4
T,Y_LT60,PC_Y_LT60,EE,2014-01-01,7.6
T,Y_LT60,PC_Y_LT60,EE,2015-01-01,6.6
T,Y_LT60,PC_Y_LT60,EE,2016-01-01,5.8
T,Y_LT60,PC_Y_LT60,EE,2017-01-01,5.8
T,Y_LT60,PC_Y_LT60,EL,2003-01-01,8.5
T,Y_LT60,PC_Y_LT60,EL,2004-01-01,7.5
T,Y_LT60,PC_Y_LT60,EL,2005-01-01,7.6
T,Y_LT60,PC_Y_LT60,EL,2006-01-01,8.1
T,Y_LT60,PC_Y_LT60,EL,2007-01-01,8.1
T,Y_LT60,PC_Y_LT60,EL,2008-01-01,7.5
T,Y_LT60,PC_Y_LT60,EL,2009-01-01,6.6
T,Y_LT60,PC_Y_LT60,EL,2010-01-01,7.6
T,Y_LT60,PC_Y_LT60,EL,2011-01-01,12.0
T,Y_LT60,PC_Y_LT60,EL,2012-01-01,14.2
T,Y_LT60,PC_Y_LT60,EL,2013-01-01,18.2
T,Y_LT60,PC_Y_LT60,EL,2014-01-01,17.2
T,Y_LT60,PC_Y_LT60,EL,2015-01-01,16.8
T,Y_LT60,PC_Y_LT60,EL,2016-01-01,17.2
T,Y_LT60,PC_Y_LT60,EL,2017-01-01,15.6
T,Y_LT60,PC_Y_LT60,ES,2003-01-01,
T,Y_LT60,PC_Y_LT60,ES,2004-01-01,7.3
T,Y_LT60,PC_Y_LT60,ES,2005-01-01,6.9
T,Y_LT60,PC_Y_LT60,ES,2006-01-01,6.4
T,Y_LT60,PC_Y_LT60,ES,2007-01-01,6.8
T,Y_LT60,PC_Y_LT60,ES,2008-01-01,6.6
T,Y_LT60,PC_Y_LT60,ES,2009-01-01,7.6
T,Y_LT60,PC_Y_LT60,ES,2010-01-01,10.8
T,Y_LT60,PC_Y_LT60,ES,2011-01-01,13.4
T,Y_LT60,PC_Y_LT60,ES,2012-01-01,14.3
T,Y_LT60,PC_Y_LT60,ES,2013-01-01,15.7
T,Y_LT60,PC_Y_LT60,ES,2014-01-01,17.1
T,Y_LT60,PC_Y_LT60,ES,2015-01-01,15.4
T,Y_LT60,PC_Y_LT60,ES,2016-01-01,14.9
T,Y_LT60,PC_Y_LT60,ES,2017-01-01,12.8
T,Y_LT60,PC_Y_LT60,FI,2003-01-01,
T,Y_LT60,PC_Y_LT60,FI,2004-01-01,9.5
T,Y_LT60,PC_Y_LT60,FI,2005-01-01,10.0
T,Y_LT60,PC_Y_LT60,FI,2006-01-01,9.1
T,Y_LT60,PC_Y_LT60,FI,2007-01-01,8.8
T,Y_LT60,PC_Y_LT60,FI,2008-01-01,7.5
T,Y_LT60,PC_Y_LT60,FI,2009-01-01,8.4
T,Y_LT60,PC_Y_LT60,FI,2010-01-01,9.3
T,Y_LT60,PC_Y_LT60,FI,2011-01-01,10.0
T,Y_LT60,PC_Y_LT60,FI,2012-01-01,9.3
T,Y_LT60,PC_Y_LT60,FI,2013-01-01,9.0
T,Y_LT60,PC_Y_LT60,FI,2014-01-01,10.0
T,Y_LT60,PC_Y_LT60,FI,2015-01-01,10.8
T,Y_LT60,PC_Y_LT60,FI,2016-01-01,11.4
T,Y_LT60,PC_Y_LT60,FI,2017-01-01,10.7
T,Y_LT60,PC_Y_LT60,FR,2003-01-01,
T,Y_LT60,PC_Y_LT60,FR,2004-01-01,10.3
T,Y_LT60,PC_Y_LT60,FR,2005-01-01,8.7
T,Y_LT60,PC_Y_LT60,FR,2006-01-01,9.1
T,Y_LT60,PC_Y_LT60,FR,2007-01-01,9.6
T,Y_LT60,PC_Y_LT60,FR,2008-01-01,8.8
T,Y_LT60,PC_Y_LT60,FR,2009-01-01,8.4
T,Y_LT60,PC_Y_LT60,FR,2010-01-01,9.9
T,Y_LT60,PC_Y_LT60,FR,2011-01-01,9.4
T,Y_LT60,PC_Y_LT60,FR,2012-01-01,8.4
T,Y_LT60,PC_Y_LT60,FR,2013-01-01,8.1
T,Y_LT60,PC_Y_LT60,FR,2014-01-01,9.6
T,Y_LT60,PC_Y_LT60,FR,2015-01-01,8.6
T,Y_LT60,PC_Y_LT60,FR,2016-01-01,8.4
T,Y_LT60,PC_Y_LT60,FR,2017-01-01,8.1
T,Y_LT60,PC_Y_LT60,HR,2003-01-01,
T,Y_LT60,PC_Y_LT60,HR,2004-01-01,
T,Y_LT60,PC_Y_LT60,HR,2005-01-01,
T,Y_LT60,PC_Y_LT60,HR,2006-01-01,
T,Y_LT60,PC_Y_LT60,HR,2007-01-01,
T,Y_LT60,PC_Y_LT60,HR,2008-01-01,
T,Y_LT60,PC_Y_LT60,HR,2009-01-01,
T,Y_LT60,PC_Y_LT60,HR,2010-01-01,13.9
T,Y_LT60,PC_Y_LT60,HR,2011-01-01,15.9
T,Y_LT60,PC_Y_LT60,HR,2012-01-01,16.8
T,Y_LT60,PC_Y_LT60,HR,2013-01-01,14.8
T,Y_LT60,PC_Y_LT60,HR,2014-01-01,14.7
T,Y_LT60,PC_Y_LT60,HR,2015-01-01,14.4
T,Y_LT60,PC_Y_LT60,HR,2016-01-01,13.0
T,Y_LT60,PC_Y_LT60,HR,2017-01-01,
T,Y_LT60,PC_Y_LT60,HU,2003-01-01,
T,Y_LT60,PC_Y_LT60,HU,2004-01-01,
T,Y_LT60,PC_Y_LT60,HU,2005-01-01,9.5
T,Y_LT60,PC_Y_LT60,HU,2006-01-01,13.1
T,Y_LT60,PC_Y_LT60,HU,2007-01-01,11.3
T,Y_LT60,PC_Y_LT60,HU,2008-01-01,12.0
T,Y_LT60,PC_Y_LT60,HU,2009-01-01,11.3
T,Y_LT60,PC_Y_LT60,HU,2010-01-01,11.9
T,Y_LT60,PC_Y_LT60,HU,2011-01-01,12.8
T,Y_LT60,PC_Y_LT60,HU,2012-01-01,13.5
T,Y_LT60,PC_Y_LT60,HU,2013-01-01,13.6
T,Y_LT60,PC_Y_LT60,HU,2014-01-01,12.8
T,Y_LT60,PC_Y_LT60,HU,2015-01-01,9.4
T,Y_LT60,PC_Y_LT60,HU,2016-01-01,8.2
T,Y_LT60,PC_Y_LT60,HU,2017-01-01,6.6
T,Y_LT60,PC_Y_LT60,IE,2003-01-01,11.5
T,Y_LT60,PC_Y_LT60,IE,2004-01-01,12.9
T,Y_LT60,PC_Y_LT60,IE,2005-01-01,14.7
T,Y_LT60,PC_Y_LT60,IE,2006-01-01,12.9
T,Y_LT60,PC_Y_LT60,IE,2007-01-01,14.3
T,Y_LT60,PC_Y_LT60,IE,2008-01-01,13.7
T,Y_LT60,PC_Y_LT60,IE,2009-01-01,20.0
T,Y_LT60,PC_Y_LT60,IE,2010-01-01,22.9
T,Y_LT60,PC_Y_LT60,IE,2011-01-01,24.2
T,Y_LT60,PC_Y_LT60,IE,2012-01-01,23.4
T,Y_LT60,PC_Y_LT60,IE,2013-01-01,23.9
T,Y_LT60,PC_Y_LT60,IE,2014-01-01,21.0
T,Y_LT60,PC_Y_LT60,IE,2015-01-01,19.2
T,Y_LT60,PC_Y_LT60,IE,2016-01-01,18.2
T,Y_LT60,PC_Y_LT60,IE,2017-01-01,
T,Y_LT60,PC_Y_LT60,IT,2003-01-01,
T,Y_LT60,PC_Y_LT60,IT,2004-01-01,12.3
T,Y_LT60,PC_Y_LT60,IT,2005-01-01,11.0
T,Y_LT60,PC_Y_LT60,IT,2006-01-01,11.3
T,Y_LT60,PC_Y_LT60,IT,2007-01-01,10.2
T,Y_LT60,PC_Y_LT60,IT,2008-01-01,10.4
T,Y_LT60,PC_Y_LT60,IT,2009-01-01,9.2
T,Y_LT60,PC_Y_LT60,IT,2010-01-01,10.6
T,Y_LT60,PC_Y_LT60,IT,2011-01-01,10.5
T,Y_LT60,PC_Y_LT60,IT,2012-01-01,10.6
T,Y_LT60,PC_Y_LT60,IT,2013-01-01,11.3
T,Y_LT60,PC_Y_LT60,IT,2014-01-01,12.1
T,Y_LT60,PC_Y_LT60,IT,2015-01-01,11.7
T,Y_LT60,PC_Y_LT60,IT,2016-01-01,12.8
T,Y_LT60,PC_Y_LT60,IT,2017-01-01,11.8
T,Y_LT60,PC_Y_LT60,LT,2003-01-01,
T,Y_LT60,PC_Y_LT60,LT,2004-01-01,
T,Y_LT60,PC_Y_LT60,LT,2005-01-01,9.6
T,Y_LT60,PC_Y_LT60,LT,2006-01-01,8.3
T,Y_LT60,PC_Y_LT60,LT,2007-01-01,6.4
T,Y_LT60,PC_Y_LT60,LT,2008-01-01,6.1
T,Y_LT60,PC_Y_LT60,LT,2009-01-01,7.2
T,Y_LT60,PC_Y_LT60,LT,2010-01-01,9.5
T,Y_LT60,PC_Y_LT60,LT,2011-01-01,12.7
T,Y_LT60,PC_Y_LT60,LT,2012-01-01,11.4
T,Y_LT60,PC_Y_LT60,LT,2013-01-01,11.0
T,Y_LT60,PC_Y_LT60,LT,2014-01-01,8.8
T,Y_LT60,PC_Y_LT60,LT,2015-01-01,9.2
T,Y_LT60,PC_Y_LT60,LT,2016-01-01,10.2
T,Y_LT60,PC_Y_LT60,LT,2017-01-01,9.7
T,Y_LT60,PC_Y_LT60,LU,2003-01-01,6.1
T,Y_LT60,PC_Y_LT60,LU,2004-01-01,6.2
T,Y_LT60,PC_Y_LT60,LU,2005-01-01,5.7
T,Y_LT60,PC_Y_LT60,LU,2006-01-01,5.2
T,Y_LT60,PC_Y_LT60,LU,2007-01-01,5.0
T,Y_LT60,PC_Y_LT60,LU,2008-01-01,4.7
T,Y_LT60,PC_Y_LT60,LU,2009-01-01,6.3
T,Y_LT60,PC_Y_LT60,LU,2010-01-01,5.5
T,Y_LT60,PC_Y_LT60,LU,2011-01-01,5.8
T,Y_LT60,PC_Y_LT60,LU,2012-01-01,6.1
T,Y_LT60,PC_Y_LT60,LU,2013-01-01,6.6
T,Y_LT60,PC_Y_LT60,LU,2014-01-01,6.1
T,Y_LT60,PC_Y_LT60,LU,2015-01-01,5.7
T,Y_LT60,PC_Y_LT60,LU,2016-01-01,6.6
T,Y_LT60,PC_Y_LT60,LU,2017-01-01,6.9
T,Y_LT60,PC_Y_LT60,LV,2003-01-01,
T,Y_LT60,PC_Y_LT60,LV,2004-01-01,
T,Y_LT60,PC_Y_LT60,LV,2005-01-01,8.3
T,Y_LT60,PC_Y_LT60,LV,2006-01-01,7.1
T,Y_LT60,PC_Y_LT60,LV,2007-01-01,6.2
T,Y_LT60,PC_Y_LT60,LV,2008-01-01,5.4
T,Y_LT60,PC_Y_LT60,LV,2009-01-01,7.4
T,Y_LT60,PC_Y_LT60,LV,2010-01-01,12.6
T,Y_LT60,PC_Y_LT60,LV,2011-01-01,12.6
T,Y_LT60,PC_Y_LT60,LV,2012-01-01,11.7
T,Y_LT60,PC_Y_LT60,LV,2013-01-01,10.0
T,Y_LT60,PC_Y_LT60,LV,2014-01-01,9.6
T,Y_LT60,PC_Y_LT60,LV,2015-01-01,7.8
T,Y_LT60,PC_Y_LT60,LV,2016-01-01,7.2
T,Y_LT60,PC_Y_LT60,LV,2017-01-01,7.8
T,Y_LT60,PC_Y_LT60,MT,2003-01-01,
T,Y_LT60,PC_Y_LT60,MT,2004-01-01,
T,Y_LT60,PC_Y_LT60,MT,2005-01-01,9.6
T,Y_LT60,PC_Y_LT60,MT,2006-01-01,9.7
T,Y_LT60,PC_Y_LT60,MT,2007-01-01,9.6
T,Y_LT60,PC_Y_LT60,MT,2008-01-01,8.6
T,Y_LT60,PC_Y_LT60,MT,2009-01-01,9.2
T,Y_LT60,PC_Y_LT60,MT,2010-01-01,9.2
T,Y_LT60,PC_Y_LT60,MT,2011-01-01,8.9
T,Y_LT60,PC_Y_LT60,MT,2012-01-01,9.0
T,Y_LT60,PC_Y_LT60,MT,2013-01-01,9.0
T,Y_LT60,PC_Y_LT60,MT,2014-01-01,9.8
T,Y_LT60,PC_Y_LT60,MT,2015-01-01,9.2
T,Y_LT60,PC_Y_LT60,MT,2016-01-01,7.3
T,Y_LT60,PC_Y_LT60,MT,2017-01-01,6.7
T,Y_LT60,PC_Y_LT60,NL,2003-01-01,
T,Y_LT60,PC_Y_LT60,NL,2004-01-01,
T,Y_LT60,PC_Y_LT60,NL,2005-01-01,9.8
T,Y_LT60,PC_Y_LT60,NL,2006-01-01,10.9
T,Y_LT60,PC_Y_LT60,NL,2007-01-01,9.7
T,Y_LT60,PC_Y_LT60,NL,2008-01-01,8.2
T,Y_LT60,PC_Y_LT60,NL,2009-01-01,8.5
T,Y_LT60,PC_Y_LT60,NL,2010-01-01,8.4
T,Y_LT60,PC_Y_LT60,NL,2011-01-01,8.9
T,Y_LT60,PC_Y_LT60,NL,2012-01-01,8.9
T,Y_LT60,PC_Y_LT60,NL,2013-01-01,9.3
T,Y_LT60,PC_Y_LT60,NL,2014-01-01,10.2
T,Y_LT60,PC_Y_LT60,NL,2015-01-01,10.2
T,Y_LT60,PC_Y_LT60,NL,2016-01-01,9.7
T,Y_LT60,PC_Y_LT60,NL,2017-01-01,9.5
T,Y_LT60,PC_Y_LT60,PL,2003-01-01,
T,Y_LT60,PC_Y_LT60,PL,2004-01-01,
T,Y_LT60,PC_Y_LT60,PL,2005-01-01,14.3
T,Y_LT60,PC_Y_LT60,PL,2006-01-01,12.4
T,Y_LT60,PC_Y_LT60,PL,2007-01-01,10.1
T,Y_LT60,PC_Y_LT60,PL,2008-01-01,8.0
T,Y_LT60,PC_Y_LT60,PL,2009-01-01,6.9
T,Y_LT60,PC_Y_LT60,PL,2010-01-01,7.3
T,Y_LT60,PC_Y_LT60,PL,2011-01-01,6.9
T,Y_LT60,PC_Y_LT60,PL,2012-01-01,6.9
T,Y_LT60,PC_Y_LT60,PL,2013-01-01,7.2
T,Y_LT60,PC_Y_LT60,PL,2014-01-01,7.3
T,Y_LT60,PC_Y_LT60,PL,2015-01-01,6.9
T,Y_LT60,PC_Y_LT60,PL,2016-01-01,6.4
T,Y_LT60,PC_Y_LT60,PL,2017-01-01,5.7
T,Y_LT60,PC_Y_LT60,PT,2003-01-01,
T,Y_LT60,PC_Y_LT60,PT,2004-01-01,6.9
T,Y_LT60,PC_Y_LT60,PT,2005-01-01,6.0
T,Y_LT60,PC_Y_LT60,PT,2006-01-01,6.6
T,Y_LT60,PC_Y_LT60,PT,2007-01-01,7.2
T,Y_LT60,PC_Y_LT60,PT,2008-01-01,6.3
T,Y_LT60,PC_Y_LT60,PT,2009-01-01,7.0
T,Y_LT60,PC_Y_LT60,PT,2010-01-01,8.6
T,Y_LT60,PC_Y_LT60,PT,2011-01-01,8.3
T,Y_LT60,PC_Y_LT60,PT,2012-01-01,10.1
T,Y_LT60,PC_Y_LT60,PT,2013-01-01,12.2
T,Y_LT60,PC_Y_LT60,PT,2014-01-01,12.2
T,Y_LT60,PC_Y_LT60,PT,2015-01-01,10.9
T,Y_LT60,PC_Y_LT60,PT,2016-01-01,9.1
T,Y_LT60,PC_Y_LT60,PT,2017-01-01,8.0
T,Y_LT60,PC_Y_LT60,RO,2003-01-01,
T,Y_LT60,PC_Y_LT60,RO,2004-01-01,
T,Y_LT60,PC_Y_LT60,RO,2005-01-01,
T,Y_LT60,PC_Y_LT60,RO,2006-01-01,
T,Y_LT60,PC_Y_LT60,RO,2007-01-01,9.9
T,Y_LT60,PC_Y_LT60,RO,2008-01-01,8.5
T,Y_LT60,PC_Y_LT60,RO,2009-01-01,8.1
T,Y_LT60,PC_Y_LT60,RO,2010-01-01,7.7
T,Y_LT60,PC_Y_LT60,RO,2011-01-01,7.3
T,Y_LT60,PC_Y_LT60,RO,2012-01-01,7.9
T,Y_LT60,PC_Y_LT60,RO,2013-01-01,7.6
T,Y_LT60,PC_Y_LT60,RO,2014-01-01,7.2
T,Y_LT60,PC_Y_LT60,RO,2015-01-01,7.9
T,Y_LT60,PC_Y_LT60,RO,2016-01-01,8.2
T,Y_LT60,PC_Y_LT60,RO,2017-01-01,6.9
T,Y_LT60,PC_Y_LT60,SE,2003-01-01,
T,Y_LT60,PC_Y_LT60,SE,2004-01-01,8.7
T,Y_LT60,PC_Y_LT60,SE,2005-01-01,7.6
T,Y_LT60,PC_Y_LT60,SE,2006-01-01,6.8
T,Y_LT60,PC_Y_LT60,SE,2007-01-01,6.0
T,Y_LT60,PC_Y_LT60,SE,2008-01-01,7.0
T,Y_LT60,PC_Y_LT60,SE,2009-01-01,8.5
T,Y_LT60,PC_Y_LT60,SE,2010-01-01,8.5
T,Y_LT60,PC_Y_LT60,SE,2011-01-01,9.4
T,Y_LT60,PC_Y_LT60,SE,2012-01-01,8.1
T,Y_LT60,PC_Y_LT60,SE,2013-01-01,9.4
T,Y_LT60,PC_Y_LT60,SE,2014-01-01,9.0
T,Y_LT60,PC_Y_LT60,SE,2015-01-01,8.7
T,Y_LT60,PC_Y_LT60,SE,2016-01-01,8.5
T,Y_LT60,PC_Y_LT60,SE,2017-01-01,8.8
T,Y_LT60,PC_Y_LT60,SI,2003-01-01,
T,Y_LT60,PC_Y_LT60,SI,2004-01-01,
T,Y_LT60,PC_Y_LT60,SI,2005-01-01,8.6
T,Y_LT60,PC_Y_LT60,SI,2006-01-01,6.9
T,Y_LT60,PC_Y_LT60,SI,2007-01-01,7.3
T,Y_LT60,PC_Y_LT60,SI,2008-01-01,6.7
T,Y_LT60,PC_Y_LT60,SI,2009-01-01,5.6
T,Y_LT60,PC_Y_LT60,SI,2010-01-01,7.0
T,Y_LT60,PC_Y_LT60,SI,2011-01-01,7.6
T,Y_LT60,PC_Y_LT60,SI,2012-01-01,7.5
T,Y_LT60,PC_Y_LT60,SI,2013-01-01,8.0
T,Y_LT60,PC_Y_LT60,SI,2014-01-01,8.7
T,Y_LT60,PC_Y_LT60,SI,2015-01-01,7.4
T,Y_LT60,PC_Y_LT60,SI,2016-01-01,7.4
T,Y_LT60,PC_Y_LT60,SI,2017-01-01,6.2
T,Y_LT60,PC_Y_LT60,SK,2003-01-01,
T,Y_LT60,PC_Y_LT60,SK,2004-01-01,
T,Y_LT60,PC_Y_LT60,SK,2005-01-01,6.6
T,Y_LT60,PC_Y_LT60,SK,2006-01-01,6.2
T,Y_LT60,PC_Y_LT60,SK,2007-01-01,6.4
T,Y_LT60,PC_Y_LT60,SK,2008-01-01,5.2
T,Y_LT60,PC_Y_LT60,SK,2009-01-01,5.6
T,Y_LT60,PC_Y_LT60,SK,2010-01-01,7.9
T,Y_LT60,PC_Y_LT60,SK,2011-01-01,7.7
T,Y_LT60,PC_Y_LT60,SK,2012-01-01,7.2
T,Y_LT60,PC_Y_LT60,SK,2013-01-01,7.6
T,Y_LT60,PC_Y_LT60,SK,2014-01-01,7.1
T,Y_LT60,PC_Y_LT60,SK,2015-01-01,7.1
T,Y_LT60,PC_Y_LT60,SK,2016-01-01,6.5
T,Y_LT60,PC_Y_LT60,SK,2017-01-01,5.4
T,Y_LT60,PC_Y_LT60,UK,2003-01-01,
T,Y_LT60,PC_Y_LT60,UK,2004-01-01,
T,Y_LT60,PC_Y_LT60,UK,2005-01-01,12.9
T,Y_LT60,PC_Y_LT60,UK,2006-01-01,12.0
T,Y_LT60,PC_Y_LT60,UK,2007-01-01,10.4
T,Y_LT60,PC_Y_LT60,UK,2008-01-01,10.4
T,Y_LT60,PC_Y_LT60,UK,2009-01-01,12.7
T,Y_LT60,PC_Y_LT60,UK,2010-01-01,13.2
T,Y_LT60,PC_Y_LT60,UK,2011-01-01,11.5
T,Y_LT60,PC_Y_LT60,UK,2012-01-01,13.0
T,Y_LT60,PC_Y_LT60,UK,2013-01-01,13.2
T,Y_LT60,PC_Y_LT60,UK,2014-01-01,12.3
T,Y_LT60,PC_Y_LT60,UK,2015-01-01,11.9
T,Y_LT60,PC_Y_LT60,UK,2016-01-01,11.3
T,Y_LT60,PC_Y_LT60,UK,2017-01-01,
T,Y_LT60,PPCH_3Y,AT,2003-01-01,
T,Y_LT60,PPCH_3Y,AT,2004-01-01,
T,Y_LT60,PPCH_3Y,AT,2005-01-01,
T,Y_LT60,PPCH_3Y,AT,2006-01-01,
T,Y_LT60,PPCH_3Y,AT,2007-01-01,1.4
T,Y_LT60,PPCH_3Y,AT,2008-01-01,0.1
T,Y_LT60,PPCH_3Y,AT,2009-01-01,-1.0
