unit,nace_r2,tax,geotime,date,value
MIO_EUR,TOTAL_HH_NRES,NRG,SI,2000-01-01,491
MIO_EUR,TOTAL_HH_NRES,NRG,SI,2001-01-01,591
MIO_EUR,TOTAL_HH_NRES,NRG,SI,2002-01-01,630
MIO_EUR,TOTAL_HH_NRES,NRG,SI,2003-01-01,629
MIO_EUR,TOTAL_HH_NRES,NRG,SI,2004-01-01,667
MIO_EUR,TOTAL_HH_NRES,NRG,SI,2005-01-01,678
MIO_EUR,TOTAL_HH_NRES,NRG,SI,2006-01-01,702
MIO_EUR,TOTAL_HH_NRES,NRG,SI,2007-01-01,785
MIO_EUR,TOTAL_HH_NRES,NRG,SI,2008-01-01,882
MIO_EUR,TOTAL_HH_NRES,NRG,SI,2009-01-01,1059
MIO_EUR,TOTAL_HH_NRES,NRG,SI,2010-01-01,1106
MIO_EUR,TOTAL_HH_NRES,NRG,SI,2011-01-01,1071
MIO_EUR,TOTAL_HH_NRES,NRG,SI,2012-01-01,1183
MIO_EUR,TOTAL_HH_NRES,NRG,SI,2013-01-01,1204
MIO_EUR,TOTAL_HH_NRES,NRG,SI,2014-01-01,1223
MIO_EUR,TOTAL_HH_NRES,NRG,SI,2015-01-01,1271
MIO_EUR,TOTAL_HH_NRES,NRG,SI,2016-01-01,1326
MIO_EUR,TOTAL_HH_NRES,NRG,SK,1995-01-01,313
MIO_EUR,TOTAL_HH_NRES,NRG,SK,1996-01-01,313
MIO_EUR,TOTAL_HH_NRES,NRG,SK,1997-01-01,343
MIO_EUR,TOTAL_HH_NRES,NRG,SK,1998-01-01,337
MIO_EUR,TOTAL_HH_NRES,NRG,SK,1999-01-01,341
MIO_EUR,TOTAL_HH_NRES,NRG,SK,2000-01-01,435
MIO_EUR,TOTAL_HH_NRES,NRG,SK,2001-01-01,405
MIO_EUR,TOTAL_HH_NRES,NRG,SK,2002-01-01,491
MIO_EUR,TOTAL_HH_NRES,NRG,SK,2003-01-01,634
MIO_EUR,TOTAL_HH_NRES,NRG,SK,2004-01-01,762
MIO_EUR,TOTAL_HH_NRES,NRG,SK,2005-01-01,820
MIO_EUR,TOTAL_HH_NRES,NRG,SK,2006-01-01,886
MIO_EUR,TOTAL_HH_NRES,NRG,SK,2007-01-01,1004
MIO_EUR,TOTAL_HH_NRES,NRG,SK,2008-01-01,1156
MIO_EUR,TOTAL_HH_NRES,NRG,SK,2009-01-01,1072
MIO_EUR,TOTAL_HH_NRES,NRG,SK,2010-01-01,1077
MIO_EUR,TOTAL_HH_NRES,NRG,SK,2011-01-01,1114
MIO_EUR,TOTAL_HH_NRES,NRG,SK,2012-01-01,1089
MIO_EUR,TOTAL_HH_NRES,NRG,SK,2013-01-01,1099
MIO_EUR,TOTAL_HH_NRES,NRG,SK,2014-01-01,1171
MIO_EUR,TOTAL_HH_NRES,NRG,SK,2015-01-01,1229
MIO_EUR,TOTAL_HH_NRES,NRG,SK,2016-01-01,1300
MIO_EUR,TOTAL_HH_NRES,NRG,TR,1995-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,TR,1996-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,TR,1997-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,TR,1998-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,TR,1999-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,TR,2000-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,TR,2001-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,TR,2002-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,TR,2003-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,TR,2004-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,TR,2005-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,TR,2006-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,TR,2007-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,TR,2008-01-01,12888
MIO_EUR,TOTAL_HH_NRES,NRG,TR,2009-01-01,11849
MIO_EUR,TOTAL_HH_NRES,NRG,TR,2010-01-01,16252
MIO_EUR,TOTAL_HH_NRES,NRG,TR,2011-01-01,14744
MIO_EUR,TOTAL_HH_NRES,NRG,TR,2012-01-01,16018
MIO_EUR,TOTAL_HH_NRES,NRG,TR,2013-01-01,18358
MIO_EUR,TOTAL_HH_NRES,NRG,TR,2014-01-01,16199
MIO_EUR,TOTAL_HH_NRES,NRG,TR,2015-01-01,17358
MIO_EUR,TOTAL_HH_NRES,NRG,TR,2016-01-01,17323
MIO_EUR,TOTAL_HH_NRES,NRG,UK,1995-01-01,20335
MIO_EUR,TOTAL_HH_NRES,NRG,UK,1996-01-01,22242
MIO_EUR,TOTAL_HH_NRES,NRG,UK,1997-01-01,27427
MIO_EUR,TOTAL_HH_NRES,NRG,UK,1998-01-01,31401
MIO_EUR,TOTAL_HH_NRES,NRG,UK,1999-01-01,34201
MIO_EUR,TOTAL_HH_NRES,NRG,UK,2000-01-01,37965
MIO_EUR,TOTAL_HH_NRES,NRG,UK,2001-01-01,36604
MIO_EUR,TOTAL_HH_NRES,NRG,UK,2002-01-01,36860
MIO_EUR,TOTAL_HH_NRES,NRG,UK,2003-01-01,34292
MIO_EUR,TOTAL_HH_NRES,NRG,UK,2004-01-01,36373
MIO_EUR,TOTAL_HH_NRES,NRG,UK,2005-01-01,36071
MIO_EUR,TOTAL_HH_NRES,NRG,UK,2006-01-01,36464
MIO_EUR,TOTAL_HH_NRES,NRG,UK,2007-01-01,38043
MIO_EUR,TOTAL_HH_NRES,NRG,UK,2008-01-01,33283
MIO_EUR,TOTAL_HH_NRES,NRG,UK,2009-01-01,31125
MIO_EUR,TOTAL_HH_NRES,NRG,UK,2010-01-01,33938
MIO_EUR,TOTAL_HH_NRES,NRG,UK,2011-01-01,33801
MIO_EUR,TOTAL_HH_NRES,NRG,UK,2012-01-01,36742
MIO_EUR,TOTAL_HH_NRES,NRG,UK,2013-01-01,36658
MIO_EUR,TOTAL_HH_NRES,NRG,UK,2014-01-01,40340
MIO_EUR,TOTAL_HH_NRES,NRG,UK,2015-01-01,46857
MIO_EUR,TOTAL_HH_NRES,NRG,UK,2016-01-01,43019
