sector,s_adj,unit,geotime,date,value
S14_S15,NSA,PC,DE,2016-07-01,10
S14_S15,NSA,PC,DE,2016-10-01,9
S14_S15,NSA,PC,DE,2017-01-01,9
S14_S15,NSA,PC,DE,2017-04-01,10
S14_S15,NSA,PC,DE,2017-07-01,10
S14_S15,NSA,PC,DE,2017-10-01,9
S14_S15,NSA,PC,DE,2018-01-01,9
S14_S15,NSA,PC,DE,2018-04-01,10
S14_S15,NSA,PC,DK,2015-07-01,
S14_S15,NSA,PC,DK,2015-10-01,
S14_S15,NSA,PC,DK,2016-01-01,7
S14_S15,NSA,PC,DK,2016-04-01,8
S14_S15,NSA,PC,DK,2016-07-01,8
S14_S15,NSA,PC,DK,2016-10-01,8
S14_S15,NSA,PC,DK,2017-01-01,7
S14_S15,NSA,PC,DK,2017-04-01,8
S14_S15,NSA,PC,DK,2017-07-01,9
S14_S15,NSA,PC,DK,2017-10-01,8
S14_S15,NSA,PC,DK,2018-01-01,8
S14_S15,NSA,PC,DK,2018-04-01,8
S14_S15,NSA,PC,EA19,2015-07-01,
S14_S15,NSA,PC,EA19,2015-10-01,
S14_S15,NSA,PC,EA19,2016-01-01,8
S14_S15,NSA,PC,EA19,2016-04-01,8
S14_S15,NSA,PC,EA19,2016-07-01,8
S14_S15,NSA,PC,EA19,2016-10-01,8
S14_S15,NSA,PC,EA19,2017-01-01,8
S14_S15,NSA,PC,EA19,2017-04-01,8
S14_S15,NSA,PC,EA19,2017-07-01,8
S14_S15,NSA,PC,EA19,2017-10-01,8
S14_S15,NSA,PC,EA19,2018-01-01,8
S14_S15,NSA,PC,EA19,2018-04-01,9
S14_S15,NSA,PC,ES,2015-07-01,
S14_S15,NSA,PC,ES,2015-10-01,
S14_S15,NSA,PC,ES,2016-01-01,4
S14_S15,NSA,PC,ES,2016-04-01,4
S14_S15,NSA,PC,ES,2016-07-01,4
S14_S15,NSA,PC,ES,2016-10-01,4
S14_S15,NSA,PC,ES,2017-01-01,5
S14_S15,NSA,PC,ES,2017-04-01,5
S14_S15,NSA,PC,ES,2017-07-01,5
S14_S15,NSA,PC,ES,2017-10-01,5
S14_S15,NSA,PC,ES,2018-01-01,5
S14_S15,NSA,PC,ES,2018-04-01,5
S14_S15,NSA,PC,EU28,2015-07-01,
S14_S15,NSA,PC,EU28,2015-10-01,
S14_S15,NSA,PC,EU28,2016-01-01,7
S14_S15,NSA,PC,EU28,2016-04-01,7
S14_S15,NSA,PC,EU28,2016-07-01,8
S14_S15,NSA,PC,EU28,2016-10-01,8
S14_S15,NSA,PC,EU28,2017-01-01,7
S14_S15,NSA,PC,EU28,2017-04-01,8
S14_S15,NSA,PC,EU28,2017-07-01,8
S14_S15,NSA,PC,EU28,2017-10-01,8
S14_S15,NSA,PC,EU28,2018-01-01,8
S14_S15,NSA,PC,EU28,2018-04-01,
S14_S15,NSA,PC,FI,2015-07-01,
S14_S15,NSA,PC,FI,2015-10-01,
S14_S15,NSA,PC,FI,2016-01-01,9
S14_S15,NSA,PC,FI,2016-04-01,10
S14_S15,NSA,PC,FI,2016-07-01,12
S14_S15,NSA,PC,FI,2016-10-01,10
S14_S15,NSA,PC,FI,2017-01-01,9
S14_S15,NSA,PC,FI,2017-04-01,11
S14_S15,NSA,PC,FI,2017-07-01,12
S14_S15,NSA,PC,FI,2017-10-01,10
S14_S15,NSA,PC,FI,2018-01-01,10
S14_S15,NSA,PC,FI,2018-04-01,12
S14_S15,NSA,PC,FR,2015-07-01,
S14_S15,NSA,PC,FR,2015-10-01,
S14_S15,NSA,PC,FR,2016-01-01,8
S14_S15,NSA,PC,FR,2016-04-01,8
S14_S15,NSA,PC,FR,2016-07-01,9
S14_S15,NSA,PC,FR,2016-10-01,9
S14_S15,NSA,PC,FR,2017-01-01,9
S14_S15,NSA,PC,FR,2017-04-01,9
S14_S15,NSA,PC,FR,2017-07-01,9
S14_S15,NSA,PC,FR,2017-10-01,9
S14_S15,NSA,PC,FR,2018-01-01,9
S14_S15,NSA,PC,FR,2018-04-01,9
S14_S15,NSA,PC,IE,2015-07-01,
S14_S15,NSA,PC,IE,2015-10-01,
S14_S15,NSA,PC,IE,2016-01-01,4
S14_S15,NSA,PC,IE,2016-04-01,9
S14_S15,NSA,PC,IE,2016-07-01,8
S14_S15,NSA,PC,IE,2016-10-01,10
S14_S15,NSA,PC,IE,2017-01-01,9
S14_S15,NSA,PC,IE,2017-04-01,8
S14_S15,NSA,PC,IE,2017-07-01,9
S14_S15,NSA,PC,IE,2017-10-01,8
S14_S15,NSA,PC,IE,2018-01-01,
S14_S15,NSA,PC,IE,2018-04-01,
S14_S15,NSA,PC,IT,2015-07-01,
S14_S15,NSA,PC,IT,2015-10-01,
S14_S15,NSA,PC,IT,2016-01-01,8
S14_S15,NSA,PC,IT,2016-04-01,8
S14_S15,NSA,PC,IT,2016-07-01,8
S14_S15,NSA,PC,IT,2016-10-01,7
S14_S15,NSA,PC,IT,2017-01-01,8
S14_S15,NSA,PC,IT,2017-04-01,8
S14_S15,NSA,PC,IT,2017-07-01,8
S14_S15,NSA,PC,IT,2017-10-01,8
S14_S15,NSA,PC,IT,2018-01-01,8
S14_S15,NSA,PC,IT,2018-04-01,8
S14_S15,NSA,PC,NL,2015-07-01,
S14_S15,NSA,PC,NL,2015-10-01,
S14_S15,NSA,PC,NL,2016-01-01,11
S14_S15,NSA,PC,NL,2016-04-01,9
S14_S15,NSA,PC,NL,2016-07-01,11
S14_S15,NSA,PC,NL,2016-10-01,10
S14_S15,NSA,PC,NL,2017-01-01,11
S14_S15,NSA,PC,NL,2017-04-01,10
S14_S15,NSA,PC,NL,2017-07-01,11
S14_S15,NSA,PC,NL,2017-10-01,11
S14_S15,NSA,PC,NL,2018-01-01,12
S14_S15,NSA,PC,NL,2018-04-01,10
S14_S15,NSA,PC,NO,2015-07-01,
S14_S15,NSA,PC,NO,2015-10-01,
S14_S15,NSA,PC,NO,2016-01-01,11
S14_S15,NSA,PC,NO,2016-04-01,11
S14_S15,NSA,PC,NO,2016-07-01,12
S14_S15,NSA,PC,NO,2016-10-01,12
S14_S15,NSA,PC,NO,2017-01-01,13
S14_S15,NSA,PC,NO,2017-04-01,12
S14_S15,NSA,PC,NO,2017-07-01,13
S14_S15,NSA,PC,NO,2017-10-01,12
S14_S15,NSA,PC,NO,2018-01-01,12
S14_S15,NSA,PC,NO,2018-04-01,10
S14_S15,NSA,PC,PL,2015-07-01,
S14_S15,NSA,PC,PL,2015-10-01,
S14_S15,NSA,PC,PL,2016-01-01,4
S14_S15,NSA,PC,PL,2016-04-01,6
S14_S15,NSA,PC,PL,2016-07-01,7
S14_S15,NSA,PC,PL,2016-10-01,9
S14_S15,NSA,PC,PL,2017-01-01,4
S14_S15,NSA,PC,PL,2017-04-01,6
S14_S15,NSA,PC,PL,2017-07-01,6
S14_S15,NSA,PC,PL,2017-10-01,10
S14_S15,NSA,PC,PL,2018-01-01,4
S14_S15,NSA,PC,PL,2018-04-01,
S14_S15,NSA,PC,PT,2015-07-01,
S14_S15,NSA,PC,PT,2015-10-01,
S14_S15,NSA,PC,PT,2016-01-01,4
S14_S15,NSA,PC,PT,2016-04-01,4
S14_S15,NSA,PC,PT,2016-07-01,4
S14_S15,NSA,PC,PT,2016-10-01,4
S14_S15,NSA,PC,PT,2017-01-01,5
S14_S15,NSA,PC,PT,2017-04-01,4
S14_S15,NSA,PC,PT,2017-07-01,5
S14_S15,NSA,PC,PT,2017-10-01,5
S14_S15,NSA,PC,PT,2018-01-01,5
S14_S15,NSA,PC,PT,2018-04-01,5
S14_S15,NSA,PC,SE,2015-07-01,
S14_S15,NSA,PC,SE,2015-10-01,
S14_S15,NSA,PC,SE,2016-01-01,6
S14_S15,NSA,PC,SE,2016-04-01,5
S14_S15,NSA,PC,SE,2016-07-01,6
S14_S15,NSA,PC,SE,2016-10-01,6
S14_S15,NSA,PC,SE,2017-01-01,6
S14_S15,NSA,PC,SE,2017-04-01,5
S14_S15,NSA,PC,SE,2017-07-01,6
S14_S15,NSA,PC,SE,2017-10-01,6
S14_S15,NSA,PC,SE,2018-01-01,6
S14_S15,NSA,PC,SE,2018-04-01,5
S14_S15,NSA,PC,UK,2015-07-01,
S14_S15,NSA,PC,UK,2015-10-01,
S14_S15,NSA,PC,UK,2016-01-01,5
S14_S15,NSA,PC,UK,2016-04-01,5
S14_S15,NSA,PC,UK,2016-07-01,5
S14_S15,NSA,PC,UK,2016-10-01,6
S14_S15,NSA,PC,UK,2017-01-01,6
S14_S15,NSA,PC,UK,2017-04-01,6
S14_S15,NSA,PC,UK,2017-07-01,6
S14_S15,NSA,PC,UK,2017-10-01,6
S14_S15,NSA,PC,UK,2018-01-01,6
S14_S15,NSA,PC,UK,2018-04-01,6
S14_S15,SCA,PC,AT,2015-07-01,
S14_S15,SCA,PC,AT,2015-10-01,
S14_S15,SCA,PC,AT,2016-01-01,8
S14_S15,SCA,PC,AT,2016-04-01,8
S14_S15,SCA,PC,AT,2016-07-01,8
S14_S15,SCA,PC,AT,2016-10-01,8
S14_S15,SCA,PC,AT,2017-01-01,8
S14_S15,SCA,PC,AT,2017-04-01,8
S14_S15,SCA,PC,AT,2017-07-01,8
S14_S15,SCA,PC,AT,2017-10-01,8
S14_S15,SCA,PC,AT,2018-01-01,8
S14_S15,SCA,PC,AT,2018-04-01,8
S14_S15,SCA,PC,BE,2015-07-01,
S14_S15,SCA,PC,BE,2015-10-01,
S14_S15,SCA,PC,BE,2016-01-01,9
S14_S15,SCA,PC,BE,2016-04-01,10
S14_S15,SCA,PC,BE,2016-07-01,10
S14_S15,SCA,PC,BE,2016-10-01,10
S14_S15,SCA,PC,BE,2017-01-01,10
S14_S15,SCA,PC,BE,2017-04-01,9
S14_S15,SCA,PC,BE,2017-07-01,9
S14_S15,SCA,PC,BE,2017-10-01,9
S14_S15,SCA,PC,BE,2018-01-01,9
S14_S15,SCA,PC,BE,2018-04-01,
S14_S15,SCA,PC,CZ,2015-07-01,
S14_S15,SCA,PC,CZ,2015-10-01,
S14_S15,SCA,PC,CZ,2016-01-01,8
S14_S15,SCA,PC,CZ,2016-04-01,8
S14_S15,SCA,PC,CZ,2016-07-01,8
S14_S15,SCA,PC,CZ,2016-10-01,9
S14_S15,SCA,PC,CZ,2017-01-01,8
S14_S15,SCA,PC,CZ,2017-04-01,9
S14_S15,SCA,PC,CZ,2017-07-01,9
S14_S15,SCA,PC,CZ,2017-10-01,9
S14_S15,SCA,PC,CZ,2018-01-01,9
S14_S15,SCA,PC,CZ,2018-04-01,9
S14_S15,SCA,PC,DE,2015-07-01,
S14_S15,SCA,PC,DE,2015-10-01,
S14_S15,SCA,PC,DE,2016-01-01,9
S14_S15,SCA,PC,DE,2016-04-01,9
S14_S15,SCA,PC,DE,2016-07-01,9
S14_S15,SCA,PC,DE,2016-10-01,9
S14_S15,SCA,PC,DE,2017-01-01,9
S14_S15,SCA,PC,DE,2017-04-01,9
S14_S15,SCA,PC,DE,2017-07-01,9
S14_S15,SCA,PC,DE,2017-10-01,9
S14_S15,SCA,PC,DE,2018-01-01,9
S14_S15,SCA,PC,DE,2018-04-01,
S14_S15,SCA,PC,EA19,2015-07-01,
S14_S15,SCA,PC,EA19,2015-10-01,
S14_S15,SCA,PC,EA19,2016-01-01,8
S14_S15,SCA,PC,EA19,2016-04-01,8
S14_S15,SCA,PC,EA19,2016-07-01,8
S14_S15,SCA,PC,EA19,2016-10-01,8
S14_S15,SCA,PC,EA19,2017-01-01,8
S14_S15,SCA,PC,EA19,2017-04-01,8
S14_S15,SCA,PC,EA19,2017-07-01,8
S14_S15,SCA,PC,EA19,2017-10-01,8
S14_S15,SCA,PC,EA19,2018-01-01,8
S14_S15,SCA,PC,EA19,2018-04-01,9
S14_S15,SCA,PC,ES,2015-07-01,
S14_S15,SCA,PC,ES,2015-10-01,
S14_S15,SCA,PC,ES,2016-01-01,4
S14_S15,SCA,PC,ES,2016-04-01,4
S14_S15,SCA,PC,ES,2016-07-01,4
S14_S15,SCA,PC,ES,2016-10-01,4
S14_S15,SCA,PC,ES,2017-01-01,5
S14_S15,SCA,PC,ES,2017-04-01,5
S14_S15,SCA,PC,ES,2017-07-01,5
S14_S15,SCA,PC,ES,2017-10-01,5
S14_S15,SCA,PC,ES,2018-01-01,5
S14_S15,SCA,PC,ES,2018-04-01,
S14_S15,SCA,PC,EU28,2015-07-01,
S14_S15,SCA,PC,EU28,2015-10-01,
S14_S15,SCA,PC,EU28,2016-01-01,7
S14_S15,SCA,PC,EU28,2016-04-01,7
S14_S15,SCA,PC,EU28,2016-07-01,7
S14_S15,SCA,PC,EU28,2016-10-01,7
S14_S15,SCA,PC,EU28,2017-01-01,8
S14_S15,SCA,PC,EU28,2017-04-01,8
S14_S15,SCA,PC,EU28,2017-07-01,8
S14_S15,SCA,PC,EU28,2017-10-01,8
S14_S15,SCA,PC,EU28,2018-01-01,8
S14_S15,SCA,PC,EU28,2018-04-01,
S14_S15,SCA,PC,FI,2015-07-01,
S14_S15,SCA,PC,FI,2015-10-01,
S14_S15,SCA,PC,FI,2016-01-01,10
S14_S15,SCA,PC,FI,2016-04-01,10
S14_S15,SCA,PC,FI,2016-07-01,10
S14_S15,SCA,PC,FI,2016-10-01,10
S14_S15,SCA,PC,FI,2017-01-01,11
S14_S15,SCA,PC,FI,2017-04-01,11
S14_S15,SCA,PC,FI,2017-07-01,11
S14_S15,SCA,PC,FI,2017-10-01,11
S14_S15,SCA,PC,FI,2018-01-01,11
S14_S15,SCA,PC,FI,2018-04-01,12
S14_S15,SCA,PC,FR,2015-07-01,
S14_S15,SCA,PC,FR,2015-10-01,
S14_S15,SCA,PC,FR,2016-01-01,8
S14_S15,SCA,PC,FR,2016-04-01,9
S14_S15,SCA,PC,FR,2016-07-01,9
S14_S15,SCA,PC,FR,2016-10-01,9
S14_S15,SCA,PC,FR,2017-01-01,9
S14_S15,SCA,PC,FR,2017-04-01,9
S14_S15,SCA,PC,FR,2017-07-01,9
S14_S15,SCA,PC,FR,2017-10-01,9
S14_S15,SCA,PC,FR,2018-01-01,9
S14_S15,SCA,PC,FR,2018-04-01,
S14_S15,SCA,PC,IT,2015-07-01,
S14_S15,SCA,PC,IT,2015-10-01,
S14_S15,SCA,PC,IT,2016-01-01,8
S14_S15,SCA,PC,IT,2016-04-01,8
S14_S15,SCA,PC,IT,2016-07-01,8
S14_S15,SCA,PC,IT,2016-10-01,8
S14_S15,SCA,PC,IT,2017-01-01,8
S14_S15,SCA,PC,IT,2017-04-01,8
S14_S15,SCA,PC,IT,2017-07-01,8
S14_S15,SCA,PC,IT,2017-10-01,8
S14_S15,SCA,PC,IT,2018-01-01,8
S14_S15,SCA,PC,IT,2018-04-01,
S14_S15,SCA,PC,NL,2015-07-01,
S14_S15,SCA,PC,NL,2015-10-01,
S14_S15,SCA,PC,NL,2016-01-01,10
S14_S15,SCA,PC,NL,2016-04-01,10
S14_S15,SCA,PC,NL,2016-07-01,10
S14_S15,SCA,PC,NL,2016-10-01,10
S14_S15,SCA,PC,NL,2017-01-01,10
S14_S15,SCA,PC,NL,2017-04-01,11
S14_S15,SCA,PC,NL,2017-07-01,10
S14_S15,SCA,PC,NL,2017-10-01,11
S14_S15,SCA,PC,NL,2018-01-01,11
S14_S15,SCA,PC,NL,2018-04-01,11
S14_S15,SCA,PC,PT,2015-07-01,
S14_S15,SCA,PC,PT,2015-10-01,
S14_S15,SCA,PC,PT,2016-01-01,4
S14_S15,SCA,PC,PT,2016-04-01,4
S14_S15,SCA,PC,PT,2016-07-01,4
S14_S15,SCA,PC,PT,2016-10-01,4
S14_S15,SCA,PC,PT,2017-01-01,5
S14_S15,SCA,PC,PT,2017-04-01,4
S14_S15,SCA,PC,PT,2017-07-01,5
S14_S15,SCA,PC,PT,2017-10-01,5
S14_S15,SCA,PC,PT,2018-01-01,4
S14_S15,SCA,PC,PT,2018-04-01,5
S14_S15,SCA,PC,SE,2015-07-01,
S14_S15,SCA,PC,SE,2015-10-01,
S14_S15,SCA,PC,SE,2016-01-01,5
S14_S15,SCA,PC,SE,2016-04-01,5
S14_S15,SCA,PC,SE,2016-07-01,6
S14_S15,SCA,PC,SE,2016-10-01,5
S14_S15,SCA,PC,SE,2017-01-01,6
S14_S15,SCA,PC,SE,2017-04-01,6
S14_S15,SCA,PC,SE,2017-07-01,6
S14_S15,SCA,PC,SE,2017-10-01,6
S14_S15,SCA,PC,SE,2018-01-01,6
S14_S15,SCA,PC,SE,2018-04-01,6
S14_S15,SCA,PC,UK,2015-07-01,
S14_S15,SCA,PC,UK,2015-10-01,
S14_S15,SCA,PC,UK,2016-01-01,5
S14_S15,SCA,PC,UK,2016-04-01,5
S14_S15,SCA,PC,UK,2016-07-01,5
S14_S15,SCA,PC,UK,2016-10-01,6
S14_S15,SCA,PC,UK,2017-01-01,6
S14_S15,SCA,PC,UK,2017-04-01,6
S14_S15,SCA,PC,UK,2017-07-01,6
S14_S15,SCA,PC,UK,2017-10-01,6
S14_S15,SCA,PC,UK,2018-01-01,6
S14_S15,SCA,PC,UK,2018-04-01,
