unit,s_adj,asset10,geotime,date,value
CLV_PCH_PRE,SCA,N111G,CY,2015-10-01,0
CLV_PCH_PRE,SCA,N111G,CY,2016-01-01,7
CLV_PCH_PRE,SCA,N111G,CY,2016-04-01,9
CLV_PCH_PRE,SCA,N111G,CY,2016-07-01,11
CLV_PCH_PRE,SCA,N111G,CY,2016-10-01,6
CLV_PCH_PRE,SCA,N111G,CY,2017-01-01,5
CLV_PCH_PRE,SCA,N111G,CY,2017-04-01,4
CLV_PCH_PRE,SCA,N111G,CY,2017-07-01,1
CLV_PCH_PRE,SCA,N111G,CY,2017-10-01,4
CLV_PCH_PRE,SCA,N111G,CY,2018-01-01,2
CLV_PCH_PRE,SCA,N111G,CY,2018-04-01,1
CLV_PCH_PRE,SCA,N111G,CZ,2015-07-01,1
CLV_PCH_PRE,SCA,N111G,CZ,2015-10-01,1
CLV_PCH_PRE,SCA,N111G,CZ,2016-01-01,0
CLV_PCH_PRE,SCA,N111G,CZ,2016-04-01,4
CLV_PCH_PRE,SCA,N111G,CZ,2016-07-01,0
CLV_PCH_PRE,SCA,N111G,CZ,2016-10-01,8
CLV_PCH_PRE,SCA,N111G,CZ,2017-01-01,6
CLV_PCH_PRE,SCA,N111G,CZ,2017-04-01,5
CLV_PCH_PRE,SCA,N111G,CZ,2017-07-01,3
CLV_PCH_PRE,SCA,N111G,CZ,2017-10-01,1
CLV_PCH_PRE,SCA,N111G,CZ,2018-01-01,5
CLV_PCH_PRE,SCA,N111G,CZ,2018-04-01,3
CLV_PCH_PRE,SCA,N111G,DE,2015-07-01,0
CLV_PCH_PRE,SCA,N111G,DE,2015-10-01,1
CLV_PCH_PRE,SCA,N111G,DE,2016-01-01,2
CLV_PCH_PRE,SCA,N111G,DE,2016-04-01,0
CLV_PCH_PRE,SCA,N111G,DE,2016-07-01,0
CLV_PCH_PRE,SCA,N111G,DE,2016-10-01,1
CLV_PCH_PRE,SCA,N111G,DE,2017-01-01,0
CLV_PCH_PRE,SCA,N111G,DE,2017-04-01,1
CLV_PCH_PRE,SCA,N111G,DE,2017-07-01,0
CLV_PCH_PRE,SCA,N111G,DE,2017-10-01,0
CLV_PCH_PRE,SCA,N111G,DE,2018-01-01,1
CLV_PCH_PRE,SCA,N111G,DE,2018-04-01,0
CLV_PCH_PRE,SCA,N111G,DK,2015-07-01,6
CLV_PCH_PRE,SCA,N111G,DK,2015-10-01,3
CLV_PCH_PRE,SCA,N111G,DK,2016-01-01,0
CLV_PCH_PRE,SCA,N111G,DK,2016-04-01,2
CLV_PCH_PRE,SCA,N111G,DK,2016-07-01,2
CLV_PCH_PRE,SCA,N111G,DK,2016-10-01,1
CLV_PCH_PRE,SCA,N111G,DK,2017-01-01,4
CLV_PCH_PRE,SCA,N111G,DK,2017-04-01,2
CLV_PCH_PRE,SCA,N111G,DK,2017-07-01,1
CLV_PCH_PRE,SCA,N111G,DK,2017-10-01,1
CLV_PCH_PRE,SCA,N111G,DK,2018-01-01,5
CLV_PCH_PRE,SCA,N111G,DK,2018-04-01,0
CLV_PCH_PRE,SCA,N111G,EA,2015-07-01,1
CLV_PCH_PRE,SCA,N111G,EA,2015-10-01,0
CLV_PCH_PRE,SCA,N111G,EA,2016-01-01,1
CLV_PCH_PRE,SCA,N111G,EA,2016-04-01,1
CLV_PCH_PRE,SCA,N111G,EA,2016-07-01,1
CLV_PCH_PRE,SCA,N111G,EA,2016-10-01,1
CLV_PCH_PRE,SCA,N111G,EA,2017-01-01,0
CLV_PCH_PRE,SCA,N111G,EA,2017-04-01,1
CLV_PCH_PRE,SCA,N111G,EA,2017-07-01,1
CLV_PCH_PRE,SCA,N111G,EA,2017-10-01,1
CLV_PCH_PRE,SCA,N111G,EA,2018-01-01,0
CLV_PCH_PRE,SCA,N111G,EA,2018-04-01,0
CLV_PCH_PRE,SCA,N111G,EA19,2015-07-01,1
CLV_PCH_PRE,SCA,N111G,EA19,2015-10-01,0
CLV_PCH_PRE,SCA,N111G,EA19,2016-01-01,1
CLV_PCH_PRE,SCA,N111G,EA19,2016-04-01,1
CLV_PCH_PRE,SCA,N111G,EA19,2016-07-01,1
CLV_PCH_PRE,SCA,N111G,EA19,2016-10-01,1
CLV_PCH_PRE,SCA,N111G,EA19,2017-01-01,0
CLV_PCH_PRE,SCA,N111G,EA19,2017-04-01,1
CLV_PCH_PRE,SCA,N111G,EA19,2017-07-01,1
CLV_PCH_PRE,SCA,N111G,EA19,2017-10-01,1
CLV_PCH_PRE,SCA,N111G,EA19,2018-01-01,0
CLV_PCH_PRE,SCA,N111G,EA19,2018-04-01,0
CLV_PCH_PRE,SCA,N111G,EE,2015-07-01,25
CLV_PCH_PRE,SCA,N111G,EE,2015-10-01,7
CLV_PCH_PRE,SCA,N111G,EE,2016-01-01,3
CLV_PCH_PRE,SCA,N111G,EE,2016-04-01,16
CLV_PCH_PRE,SCA,N111G,EE,2016-07-01,10
CLV_PCH_PRE,SCA,N111G,EE,2016-10-01,1
CLV_PCH_PRE,SCA,N111G,EE,2017-01-01,4
CLV_PCH_PRE,SCA,N111G,EE,2017-04-01,9
CLV_PCH_PRE,SCA,N111G,EE,2017-07-01,18
CLV_PCH_PRE,SCA,N111G,EE,2017-10-01,7
CLV_PCH_PRE,SCA,N111G,EE,2018-01-01,6
CLV_PCH_PRE,SCA,N111G,EE,2018-04-01,15
CLV_PCH_PRE,SCA,N111G,EL,2015-07-01,23
CLV_PCH_PRE,SCA,N111G,EL,2015-10-01,5
CLV_PCH_PRE,SCA,N111G,EL,2016-01-01,3
CLV_PCH_PRE,SCA,N111G,EL,2016-04-01,1
CLV_PCH_PRE,SCA,N111G,EL,2016-07-01,3
CLV_PCH_PRE,SCA,N111G,EL,2016-10-01,5
CLV_PCH_PRE,SCA,N111G,EL,2017-01-01,12
CLV_PCH_PRE,SCA,N111G,EL,2017-04-01,5
CLV_PCH_PRE,SCA,N111G,EL,2017-07-01,5
CLV_PCH_PRE,SCA,N111G,EL,2017-10-01,1
CLV_PCH_PRE,SCA,N111G,EL,2018-01-01,9
CLV_PCH_PRE,SCA,N111G,EL,2018-04-01,0
CLV_PCH_PRE,SCA,N111G,ES,2015-07-01,0
CLV_PCH_PRE,SCA,N111G,ES,2015-10-01,1
CLV_PCH_PRE,SCA,N111G,ES,2016-01-01,2
CLV_PCH_PRE,SCA,N111G,ES,2016-04-01,1
CLV_PCH_PRE,SCA,N111G,ES,2016-07-01,1
CLV_PCH_PRE,SCA,N111G,ES,2016-10-01,2
CLV_PCH_PRE,SCA,N111G,ES,2017-01-01,2
CLV_PCH_PRE,SCA,N111G,ES,2017-04-01,2
CLV_PCH_PRE,SCA,N111G,ES,2017-07-01,2
CLV_PCH_PRE,SCA,N111G,ES,2017-10-01,1
CLV_PCH_PRE,SCA,N111G,ES,2018-01-01,2
CLV_PCH_PRE,SCA,N111G,ES,2018-04-01,0
CLV_PCH_PRE,SCA,N111G,EU28,2015-07-01,1
CLV_PCH_PRE,SCA,N111G,EU28,2015-10-01,1
CLV_PCH_PRE,SCA,N111G,EU28,2016-01-01,1
CLV_PCH_PRE,SCA,N111G,EU28,2016-04-01,1
CLV_PCH_PRE,SCA,N111G,EU28,2016-07-01,1
CLV_PCH_PRE,SCA,N111G,EU28,2016-10-01,1
CLV_PCH_PRE,SCA,N111G,EU28,2017-01-01,1
CLV_PCH_PRE,SCA,N111G,EU28,2017-04-01,1
CLV_PCH_PRE,SCA,N111G,EU28,2017-07-01,1
CLV_PCH_PRE,SCA,N111G,EU28,2017-10-01,1
CLV_PCH_PRE,SCA,N111G,EU28,2018-01-01,1
CLV_PCH_PRE,SCA,N111G,EU28,2018-04-01,0
CLV_PCH_PRE,SCA,N111G,FI,2015-07-01,2
CLV_PCH_PRE,SCA,N111G,FI,2015-10-01,3
CLV_PCH_PRE,SCA,N111G,FI,2016-01-01,3
CLV_PCH_PRE,SCA,N111G,FI,2016-04-01,2
CLV_PCH_PRE,SCA,N111G,FI,2016-07-01,1
CLV_PCH_PRE,SCA,N111G,FI,2016-10-01,1
CLV_PCH_PRE,SCA,N111G,FI,2017-01-01,0
CLV_PCH_PRE,SCA,N111G,FI,2017-04-01,1
CLV_PCH_PRE,SCA,N111G,FI,2017-07-01,1
CLV_PCH_PRE,SCA,N111G,FI,2017-10-01,1
CLV_PCH_PRE,SCA,N111G,FI,2018-01-01,3
CLV_PCH_PRE,SCA,N111G,FI,2018-04-01,1
CLV_PCH_PRE,SCA,N111G,FR,2015-07-01,0
CLV_PCH_PRE,SCA,N111G,FR,2015-10-01,1
CLV_PCH_PRE,SCA,N111G,FR,2016-01-01,0
CLV_PCH_PRE,SCA,N111G,FR,2016-04-01,1
CLV_PCH_PRE,SCA,N111G,FR,2016-07-01,0
CLV_PCH_PRE,SCA,N111G,FR,2016-10-01,0
CLV_PCH_PRE,SCA,N111G,FR,2017-01-01,1
CLV_PCH_PRE,SCA,N111G,FR,2017-04-01,0
CLV_PCH_PRE,SCA,N111G,FR,2017-07-01,0
CLV_PCH_PRE,SCA,N111G,FR,2017-10-01,0
CLV_PCH_PRE,SCA,N111G,FR,2018-01-01,0
CLV_PCH_PRE,SCA,N111G,FR,2018-04-01,0
CLV_PCH_PRE,SCA,N111G,IE,2015-07-01,7
CLV_PCH_PRE,SCA,N111G,IE,2015-10-01,2
CLV_PCH_PRE,SCA,N111G,IE,2016-01-01,6
CLV_PCH_PRE,SCA,N111G,IE,2016-04-01,9
CLV_PCH_PRE,SCA,N111G,IE,2016-07-01,3
CLV_PCH_PRE,SCA,N111G,IE,2016-10-01,1
CLV_PCH_PRE,SCA,N111G,IE,2017-01-01,9
CLV_PCH_PRE,SCA,N111G,IE,2017-04-01,2
CLV_PCH_PRE,SCA,N111G,IE,2017-07-01,4
CLV_PCH_PRE,SCA,N111G,IE,2017-10-01,6
CLV_PCH_PRE,SCA,N111G,IE,2018-01-01,1
CLV_PCH_PRE,SCA,N111G,IE,2018-04-01,3
CLV_PCH_PRE,SCA,N111G,IT,2015-07-01,0
CLV_PCH_PRE,SCA,N111G,IT,2015-10-01,0
CLV_PCH_PRE,SCA,N111G,IT,2016-01-01,0
CLV_PCH_PRE,SCA,N111G,IT,2016-04-01,0
CLV_PCH_PRE,SCA,N111G,IT,2016-07-01,0
CLV_PCH_PRE,SCA,N111G,IT,2016-10-01,0
CLV_PCH_PRE,SCA,N111G,IT,2017-01-01,1
CLV_PCH_PRE,SCA,N111G,IT,2017-04-01,0
CLV_PCH_PRE,SCA,N111G,IT,2017-07-01,1
CLV_PCH_PRE,SCA,N111G,IT,2017-10-01,1
CLV_PCH_PRE,SCA,N111G,IT,2018-01-01,0
CLV_PCH_PRE,SCA,N111G,IT,2018-04-01,0
CLV_PCH_PRE,SCA,N111G,LT,2015-07-01,1
CLV_PCH_PRE,SCA,N111G,LT,2015-10-01,4
CLV_PCH_PRE,SCA,N111G,LT,2016-01-01,34
CLV_PCH_PRE,SCA,N111G,LT,2016-04-01,83
CLV_PCH_PRE,SCA,N111G,LT,2016-07-01,4
CLV_PCH_PRE,SCA,N111G,LT,2016-10-01,16
CLV_PCH_PRE,SCA,N111G,LT,2017-01-01,25
CLV_PCH_PRE,SCA,N111G,LT,2017-04-01,8
CLV_PCH_PRE,SCA,N111G,LT,2017-07-01,5
CLV_PCH_PRE,SCA,N111G,LT,2017-10-01,3
CLV_PCH_PRE,SCA,N111G,LT,2018-01-01,4
CLV_PCH_PRE,SCA,N111G,LT,2018-04-01,1
CLV_PCH_PRE,SCA,N111G,LU,2015-07-01,7
CLV_PCH_PRE,SCA,N111G,LU,2015-10-01,0
CLV_PCH_PRE,SCA,N111G,LU,2016-01-01,7
CLV_PCH_PRE,SCA,N111G,LU,2016-04-01,12
CLV_PCH_PRE,SCA,N111G,LU,2016-07-01,1
CLV_PCH_PRE,SCA,N111G,LU,2016-10-01,10
CLV_PCH_PRE,SCA,N111G,LU,2017-01-01,10
CLV_PCH_PRE,SCA,N111G,LU,2017-04-01,3
CLV_PCH_PRE,SCA,N111G,LU,2017-07-01,0
CLV_PCH_PRE,SCA,N111G,LU,2017-10-01,2
CLV_PCH_PRE,SCA,N111G,LU,2018-01-01,22
CLV_PCH_PRE,SCA,N111G,LU,2018-04-01,11
CLV_PCH_PRE,SCA,N111G,LV,2015-07-01,33
CLV_PCH_PRE,SCA,N111G,LV,2015-10-01,9
CLV_PCH_PRE,SCA,N111G,LV,2016-01-01,5
CLV_PCH_PRE,SCA,N111G,LV,2016-04-01,14
CLV_PCH_PRE,SCA,N111G,LV,2016-07-01,13
CLV_PCH_PRE,SCA,N111G,LV,2016-10-01,21
CLV_PCH_PRE,SCA,N111G,LV,2017-01-01,1
CLV_PCH_PRE,SCA,N111G,LV,2017-04-01,12
CLV_PCH_PRE,SCA,N111G,LV,2017-07-01,5
CLV_PCH_PRE,SCA,N111G,LV,2017-10-01,9
CLV_PCH_PRE,SCA,N111G,LV,2018-01-01,42
CLV_PCH_PRE,SCA,N111G,LV,2018-04-01,14
CLV_PCH_PRE,SCA,N111G,MT,2015-07-01,5
CLV_PCH_PRE,SCA,N111G,MT,2015-10-01,7
CLV_PCH_PRE,SCA,N111G,MT,2016-01-01,5
CLV_PCH_PRE,SCA,N111G,MT,2016-04-01,19
CLV_PCH_PRE,SCA,N111G,MT,2016-07-01,15
CLV_PCH_PRE,SCA,N111G,MT,2016-10-01,32
CLV_PCH_PRE,SCA,N111G,MT,2017-01-01,3
CLV_PCH_PRE,SCA,N111G,MT,2017-04-01,1
CLV_PCH_PRE,SCA,N111G,MT,2017-07-01,0
CLV_PCH_PRE,SCA,N111G,MT,2017-10-01,4
CLV_PCH_PRE,SCA,N111G,MT,2018-01-01,4
CLV_PCH_PRE,SCA,N111G,MT,2018-04-01,6
CLV_PCH_PRE,SCA,N111G,NL,2015-07-01,3
CLV_PCH_PRE,SCA,N111G,NL,2015-10-01,10
CLV_PCH_PRE,SCA,N111G,NL,2016-01-01,19
CLV_PCH_PRE,SCA,N111G,NL,2016-04-01,3
CLV_PCH_PRE,SCA,N111G,NL,2016-07-01,7
CLV_PCH_PRE,SCA,N111G,NL,2016-10-01,0
CLV_PCH_PRE,SCA,N111G,NL,2017-01-01,5
CLV_PCH_PRE,SCA,N111G,NL,2017-04-01,1
CLV_PCH_PRE,SCA,N111G,NL,2017-07-01,0
CLV_PCH_PRE,SCA,N111G,NL,2017-10-01,4
CLV_PCH_PRE,SCA,N111G,NL,2018-01-01,2
CLV_PCH_PRE,SCA,N111G,NL,2018-04-01,2
CLV_PCH_PRE,SCA,N111G,NO,2015-07-01,1
CLV_PCH_PRE,SCA,N111G,NO,2015-10-01,3
CLV_PCH_PRE,SCA,N111G,NO,2016-01-01,1
CLV_PCH_PRE,SCA,N111G,NO,2016-04-01,3
CLV_PCH_PRE,SCA,N111G,NO,2016-07-01,1
CLV_PCH_PRE,SCA,N111G,NO,2016-10-01,3
CLV_PCH_PRE,SCA,N111G,NO,2017-01-01,3
CLV_PCH_PRE,SCA,N111G,NO,2017-04-01,0
CLV_PCH_PRE,SCA,N111G,NO,2017-07-01,0
CLV_PCH_PRE,SCA,N111G,NO,2017-10-01,5
CLV_PCH_PRE,SCA,N111G,NO,2018-01-01,2
CLV_PCH_PRE,SCA,N111G,NO,2018-04-01,4
CLV_PCH_PRE,SCA,N111G,PT,2015-07-01,0
CLV_PCH_PRE,SCA,N111G,PT,2015-10-01,1
CLV_PCH_PRE,SCA,N111G,PT,2016-01-01,0
CLV_PCH_PRE,SCA,N111G,PT,2016-04-01,1
CLV_PCH_PRE,SCA,N111G,PT,2016-07-01,3
CLV_PCH_PRE,SCA,N111G,PT,2016-10-01,2
CLV_PCH_PRE,SCA,N111G,PT,2017-01-01,2
CLV_PCH_PRE,SCA,N111G,PT,2017-04-01,1
CLV_PCH_PRE,SCA,N111G,PT,2017-07-01,7
CLV_PCH_PRE,SCA,N111G,PT,2017-10-01,1
CLV_PCH_PRE,SCA,N111G,PT,2018-01-01,6
CLV_PCH_PRE,SCA,N111G,PT,2018-04-01,3
CLV_PCH_PRE,SCA,N111G,SE,2015-07-01,4
CLV_PCH_PRE,SCA,N111G,SE,2015-10-01,6
CLV_PCH_PRE,SCA,N111G,SE,2016-01-01,0
CLV_PCH_PRE,SCA,N111G,SE,2016-04-01,0
CLV_PCH_PRE,SCA,N111G,SE,2016-07-01,3
CLV_PCH_PRE,SCA,N111G,SE,2016-10-01,1
CLV_PCH_PRE,SCA,N111G,SE,2017-01-01,5
CLV_PCH_PRE,SCA,N111G,SE,2017-04-01,3
CLV_PCH_PRE,SCA,N111G,SE,2017-07-01,2
CLV_PCH_PRE,SCA,N111G,SE,2017-10-01,0
CLV_PCH_PRE,SCA,N111G,SE,2018-01-01,2
CLV_PCH_PRE,SCA,N111G,SE,2018-04-01,0
CLV_PCH_PRE,SCA,N111G,SI,2015-07-01,1
CLV_PCH_PRE,SCA,N111G,SI,2015-10-01,0
CLV_PCH_PRE,SCA,N111G,SI,2016-01-01,2
CLV_PCH_PRE,SCA,N111G,SI,2016-04-01,2
CLV_PCH_PRE,SCA,N111G,SI,2016-07-01,1
CLV_PCH_PRE,SCA,N111G,SI,2016-10-01,1
CLV_PCH_PRE,SCA,N111G,SI,2017-01-01,1
CLV_PCH_PRE,SCA,N111G,SI,2017-04-01,0
CLV_PCH_PRE,SCA,N111G,SI,2017-07-01,2
CLV_PCH_PRE,SCA,N111G,SI,2017-10-01,2
CLV_PCH_PRE,SCA,N111G,SI,2018-01-01,0
CLV_PCH_PRE,SCA,N111G,SI,2018-04-01,0
CLV_PCH_PRE,SCA,N111G,UK,2015-07-01,0
CLV_PCH_PRE,SCA,N111G,UK,2015-10-01,2
CLV_PCH_PRE,SCA,N111G,UK,2016-01-01,3
CLV_PCH_PRE,SCA,N111G,UK,2016-04-01,1
CLV_PCH_PRE,SCA,N111G,UK,2016-07-01,1
CLV_PCH_PRE,SCA,N111G,UK,2016-10-01,1
CLV_PCH_PRE,SCA,N111G,UK,2017-01-01,4
CLV_PCH_PRE,SCA,N111G,UK,2017-04-01,0
CLV_PCH_PRE,SCA,N111G,UK,2017-07-01,0
CLV_PCH_PRE,SCA,N111G,UK,2017-10-01,2
CLV_PCH_PRE,SCA,N111G,UK,2018-01-01,0
CLV_PCH_PRE,SCA,N111G,UK,2018-04-01,0
CLV_PCH_PRE,SCA,N1131G,AT,2015-07-01,18
CLV_PCH_PRE,SCA,N1131G,AT,2015-10-01,2
CLV_PCH_PRE,SCA,N1131G,AT,2016-01-01,9
CLV_PCH_PRE,SCA,N1131G,AT,2016-04-01,0
CLV_PCH_PRE,SCA,N1131G,AT,2016-07-01,4
CLV_PCH_PRE,SCA,N1131G,AT,2016-10-01,10
CLV_PCH_PRE,SCA,N1131G,AT,2017-01-01,3
CLV_PCH_PRE,SCA,N1131G,AT,2017-04-01,4
CLV_PCH_PRE,SCA,N1131G,AT,2017-07-01,1
CLV_PCH_PRE,SCA,N1131G,AT,2017-10-01,0
CLV_PCH_PRE,SCA,N1131G,AT,2018-01-01,7
CLV_PCH_PRE,SCA,N1131G,AT,2018-04-01,16
CLV_PCH_PRE,SCA,N1131G,BE,2015-07-01,
CLV_PCH_PRE,SCA,N1131G,BE,2015-10-01,
CLV_PCH_PRE,SCA,N1131G,BE,2016-01-01,
CLV_PCH_PRE,SCA,N1131G,BE,2016-04-01,
CLV_PCH_PRE,SCA,N1131G,BE,2016-07-01,
CLV_PCH_PRE,SCA,N1131G,BE,2016-10-01,
CLV_PCH_PRE,SCA,N1131G,BE,2017-01-01,
CLV_PCH_PRE,SCA,N1131G,BE,2017-04-01,
CLV_PCH_PRE,SCA,N1131G,BE,2017-07-01,
CLV_PCH_PRE,SCA,N1131G,BE,2017-10-01,
CLV_PCH_PRE,SCA,N1131G,BE,2018-01-01,
CLV_PCH_PRE,SCA,N1131G,BE,2018-04-01,
CLV_PCH_PRE,SCA,N1131G,BG,2015-07-01,4
CLV_PCH_PRE,SCA,N1131G,BG,2015-10-01,1
CLV_PCH_PRE,SCA,N1131G,BG,2016-01-01,7
CLV_PCH_PRE,SCA,N1131G,BG,2016-04-01,2
CLV_PCH_PRE,SCA,N1131G,BG,2016-07-01,1
CLV_PCH_PRE,SCA,N1131G,BG,2016-10-01,2
CLV_PCH_PRE,SCA,N1131G,BG,2017-01-01,16
CLV_PCH_PRE,SCA,N1131G,BG,2017-04-01,3
CLV_PCH_PRE,SCA,N1131G,BG,2017-07-01,5
CLV_PCH_PRE,SCA,N1131G,BG,2017-10-01,2
CLV_PCH_PRE,SCA,N1131G,BG,2018-01-01,8
CLV_PCH_PRE,SCA,N1131G,BG,2018-04-01,0
CLV_PCH_PRE,SCA,N1131G,CY,2015-07-01,
CLV_PCH_PRE,SCA,N1131G,CY,2015-10-01,
CLV_PCH_PRE,SCA,N1131G,CY,2016-01-01,
CLV_PCH_PRE,SCA,N1131G,CY,2016-04-01,
CLV_PCH_PRE,SCA,N1131G,CY,2016-07-01,95
CLV_PCH_PRE,SCA,N1131G,CY,2016-10-01,1169
CLV_PCH_PRE,SCA,N1131G,CY,2017-01-01,18
CLV_PCH_PRE,SCA,N1131G,CY,2017-04-01,97
CLV_PCH_PRE,SCA,N1131G,CY,2017-07-01,
CLV_PCH_PRE,SCA,N1131G,CY,2017-10-01,
CLV_PCH_PRE,SCA,N1131G,CY,2018-01-01,
CLV_PCH_PRE,SCA,N1131G,CY,2018-04-01,
CLV_PCH_PRE,SCA,N1131G,CZ,2015-07-01,4
CLV_PCH_PRE,SCA,N1131G,CZ,2015-10-01,2
CLV_PCH_PRE,SCA,N1131G,CZ,2016-01-01,0
CLV_PCH_PRE,SCA,N1131G,CZ,2016-04-01,5
CLV_PCH_PRE,SCA,N1131G,CZ,2016-07-01,1
CLV_PCH_PRE,SCA,N1131G,CZ,2016-10-01,0
CLV_PCH_PRE,SCA,N1131G,CZ,2017-01-01,1
CLV_PCH_PRE,SCA,N1131G,CZ,2017-04-01,2
CLV_PCH_PRE,SCA,N1131G,CZ,2017-07-01,1
CLV_PCH_PRE,SCA,N1131G,CZ,2017-10-01,2
CLV_PCH_PRE,SCA,N1131G,CZ,2018-01-01,4
CLV_PCH_PRE,SCA,N1131G,CZ,2018-04-01,3
CLV_PCH_PRE,SCA,N1131G,DE,2015-07-01,5
CLV_PCH_PRE,SCA,N1131G,DE,2015-10-01,6
CLV_PCH_PRE,SCA,N1131G,DE,2016-01-01,6
CLV_PCH_PRE,SCA,N1131G,DE,2016-04-01,1
CLV_PCH_PRE,SCA,N1131G,DE,2016-07-01,2
CLV_PCH_PRE,SCA,N1131G,DE,2016-10-01,6
CLV_PCH_PRE,SCA,N1131G,DE,2017-01-01,14
CLV_PCH_PRE,SCA,N1131G,DE,2017-04-01,3
CLV_PCH_PRE,SCA,N1131G,DE,2017-07-01,2
CLV_PCH_PRE,SCA,N1131G,DE,2017-10-01,3
CLV_PCH_PRE,SCA,N1131G,DE,2018-01-01,
CLV_PCH_PRE,SCA,N1131G,DE,2018-04-01,
CLV_PCH_PRE,SCA,N1131G,DK,2015-07-01,26
CLV_PCH_PRE,SCA,N1131G,DK,2015-10-01,7
CLV_PCH_PRE,SCA,N1131G,DK,2016-01-01,6
CLV_PCH_PRE,SCA,N1131G,DK,2016-04-01,16
CLV_PCH_PRE,SCA,N1131G,DK,2016-07-01,6
CLV_PCH_PRE,SCA,N1131G,DK,2016-10-01,10
CLV_PCH_PRE,SCA,N1131G,DK,2017-01-01,25
CLV_PCH_PRE,SCA,N1131G,DK,2017-04-01,38
CLV_PCH_PRE,SCA,N1131G,DK,2017-07-01,8
CLV_PCH_PRE,SCA,N1131G,DK,2017-10-01,7
CLV_PCH_PRE,SCA,N1131G,DK,2018-01-01,16
CLV_PCH_PRE,SCA,N1131G,DK,2018-04-01,52
CLV_PCH_PRE,SCA,N1131G,EA,2015-07-01,4
CLV_PCH_PRE,SCA,N1131G,EA,2015-10-01,10
CLV_PCH_PRE,SCA,N1131G,EA,2016-01-01,3
CLV_PCH_PRE,SCA,N1131G,EA,2016-04-01,5
CLV_PCH_PRE,SCA,N1131G,EA,2016-07-01,0
CLV_PCH_PRE,SCA,N1131G,EA,2016-10-01,0
CLV_PCH_PRE,SCA,N1131G,EA,2017-01-01,6
CLV_PCH_PRE,SCA,N1131G,EA,2017-04-01,1
CLV_PCH_PRE,SCA,N1131G,EA,2017-07-01,1
CLV_PCH_PRE,SCA,N1131G,EA,2017-10-01,3
CLV_PCH_PRE,SCA,N1131G,EA,2018-01-01,0
CLV_PCH_PRE,SCA,N1131G,EA,2018-04-01,5
CLV_PCH_PRE,SCA,N1131G,EA19,2015-07-01,4
CLV_PCH_PRE,SCA,N1131G,EA19,2015-10-01,10
CLV_PCH_PRE,SCA,N1131G,EA19,2016-01-01,3
CLV_PCH_PRE,SCA,N1131G,EA19,2016-04-01,5
CLV_PCH_PRE,SCA,N1131G,EA19,2016-07-01,0
CLV_PCH_PRE,SCA,N1131G,EA19,2016-10-01,0
CLV_PCH_PRE,SCA,N1131G,EA19,2017-01-01,6
CLV_PCH_PRE,SCA,N1131G,EA19,2017-04-01,1
CLV_PCH_PRE,SCA,N1131G,EA19,2017-07-01,1
CLV_PCH_PRE,SCA,N1131G,EA19,2017-10-01,3
CLV_PCH_PRE,SCA,N1131G,EA19,2018-01-01,0
CLV_PCH_PRE,SCA,N1131G,EA19,2018-04-01,5
