lcstruct,nace_r2,unit,geotime,date,value
D1_D4_MD5,B-S,PCH_Q4_CA,PL,2016-07-01,4.8
D1_D4_MD5,B-S,PCH_Q4_CA,PL,2016-10-01,5.2
D1_D4_MD5,B-S,PCH_Q4_CA,PL,2017-01-01,2.5
D1_D4_MD5,B-S,PCH_Q4_CA,PL,2017-04-01,8.3
D1_D4_MD5,B-S,PCH_Q4_CA,PL,2017-07-01,5.0
D1_D4_MD5,B-S,PCH_Q4_CA,PL,2017-10-01,8.2
D1_D4_MD5,B-S,PCH_Q4_CA,PL,2018-01-01,7.9
D1_D4_MD5,B-S,PCH_Q4_CA,PL,2018-04-01,6.3
D1_D4_MD5,B-S,PCH_Q4_CA,PT,2015-07-01,-0.9
D1_D4_MD5,B-S,PCH_Q4_CA,PT,2015-10-01,1.9
D1_D4_MD5,B-S,PCH_Q4_CA,PT,2016-01-01,0.1
D1_D4_MD5,B-S,PCH_Q4_CA,PT,2016-04-01,1.8
D1_D4_MD5,B-S,PCH_Q4_CA,PT,2016-07-01,2.5
D1_D4_MD5,B-S,PCH_Q4_CA,PT,2016-10-01,0.9
D1_D4_MD5,B-S,PCH_Q4_CA,PT,2017-01-01,3.1
D1_D4_MD5,B-S,PCH_Q4_CA,PT,2017-04-01,2.9
D1_D4_MD5,B-S,PCH_Q4_CA,PT,2017-07-01,-1.1
D1_D4_MD5,B-S,PCH_Q4_CA,PT,2017-10-01,3.8
D1_D4_MD5,B-S,PCH_Q4_CA,PT,2018-01-01,-1.3
D1_D4_MD5,B-S,PCH_Q4_CA,PT,2018-04-01,1.4
D1_D4_MD5,B-S,PCH_Q4_CA,RO,2015-07-01,5.8
D1_D4_MD5,B-S,PCH_Q4_CA,RO,2015-10-01,8.6
D1_D4_MD5,B-S,PCH_Q4_CA,RO,2016-01-01,11.7
D1_D4_MD5,B-S,PCH_Q4_CA,RO,2016-04-01,13.1
D1_D4_MD5,B-S,PCH_Q4_CA,RO,2016-07-01,14.7
D1_D4_MD5,B-S,PCH_Q4_CA,RO,2016-10-01,12.4
D1_D4_MD5,B-S,PCH_Q4_CA,RO,2017-01-01,17.4
D1_D4_MD5,B-S,PCH_Q4_CA,RO,2017-04-01,18.6
D1_D4_MD5,B-S,PCH_Q4_CA,RO,2017-07-01,16.5
D1_D4_MD5,B-S,PCH_Q4_CA,RO,2017-10-01,14.3
D1_D4_MD5,B-S,PCH_Q4_CA,RO,2018-01-01,12.7
D1_D4_MD5,B-S,PCH_Q4_CA,RO,2018-04-01,15.6
D1_D4_MD5,B-S,PCH_Q4_CA,SE,2015-07-01,2.6
D1_D4_MD5,B-S,PCH_Q4_CA,SE,2015-10-01,3.4
D1_D4_MD5,B-S,PCH_Q4_CA,SE,2016-01-01,4.2
D1_D4_MD5,B-S,PCH_Q4_CA,SE,2016-04-01,3.1
D1_D4_MD5,B-S,PCH_Q4_CA,SE,2016-07-01,3.6
D1_D4_MD5,B-S,PCH_Q4_CA,SE,2016-10-01,2.8
D1_D4_MD5,B-S,PCH_Q4_CA,SE,2017-01-01,2.7
D1_D4_MD5,B-S,PCH_Q4_CA,SE,2017-04-01,3.3
D1_D4_MD5,B-S,PCH_Q4_CA,SE,2017-07-01,2.6
D1_D4_MD5,B-S,PCH_Q4_CA,SE,2017-10-01,2.6
D1_D4_MD5,B-S,PCH_Q4_CA,SE,2018-01-01,2.5
D1_D4_MD5,B-S,PCH_Q4_CA,SE,2018-04-01,2.2
D1_D4_MD5,B-S,PCH_Q4_CA,SI,2015-07-01,-1.6
D1_D4_MD5,B-S,PCH_Q4_CA,SI,2015-10-01,1.0
D1_D4_MD5,B-S,PCH_Q4_CA,SI,2016-01-01,0.8
D1_D4_MD5,B-S,PCH_Q4_CA,SI,2016-04-01,1.8
D1_D4_MD5,B-S,PCH_Q4_CA,SI,2016-07-01,3.5
D1_D4_MD5,B-S,PCH_Q4_CA,SI,2016-10-01,5.8
D1_D4_MD5,B-S,PCH_Q4_CA,SI,2017-01-01,2.6
D1_D4_MD5,B-S,PCH_Q4_CA,SI,2017-04-01,5.1
D1_D4_MD5,B-S,PCH_Q4_CA,SI,2017-07-01,6.8
D1_D4_MD5,B-S,PCH_Q4_CA,SI,2017-10-01,5.3
D1_D4_MD5,B-S,PCH_Q4_CA,SI,2018-01-01,4.8
D1_D4_MD5,B-S,PCH_Q4_CA,SI,2018-04-01,3.4
D1_D4_MD5,B-S,PCH_Q4_CA,SK,2015-07-01,3.1
D1_D4_MD5,B-S,PCH_Q4_CA,SK,2015-10-01,5.4
D1_D4_MD5,B-S,PCH_Q4_CA,SK,2016-01-01,4.0
D1_D4_MD5,B-S,PCH_Q4_CA,SK,2016-04-01,1.7
D1_D4_MD5,B-S,PCH_Q4_CA,SK,2016-07-01,4.0
D1_D4_MD5,B-S,PCH_Q4_CA,SK,2016-10-01,4.5
D1_D4_MD5,B-S,PCH_Q4_CA,SK,2017-01-01,4.2
D1_D4_MD5,B-S,PCH_Q4_CA,SK,2017-04-01,7.4
D1_D4_MD5,B-S,PCH_Q4_CA,SK,2017-07-01,7.4
D1_D4_MD5,B-S,PCH_Q4_CA,SK,2017-10-01,5.8
D1_D4_MD5,B-S,PCH_Q4_CA,SK,2018-01-01,8.5
D1_D4_MD5,B-S,PCH_Q4_CA,SK,2018-04-01,7.9
D1_D4_MD5,B-S,PCH_Q4_CA,UK,2015-07-01,4.5
D1_D4_MD5,B-S,PCH_Q4_CA,UK,2015-10-01,2.9
D1_D4_MD5,B-S,PCH_Q4_CA,UK,2016-01-01,1.8
D1_D4_MD5,B-S,PCH_Q4_CA,UK,2016-04-01,3.2
D1_D4_MD5,B-S,PCH_Q4_CA,UK,2016-07-01,1.6
D1_D4_MD5,B-S,PCH_Q4_CA,UK,2016-10-01,2.5
D1_D4_MD5,B-S,PCH_Q4_CA,UK,2017-01-01,1.2
D1_D4_MD5,B-S,PCH_Q4_CA,UK,2017-04-01,1.7
D1_D4_MD5,B-S,PCH_Q4_CA,UK,2017-07-01,3.2
D1_D4_MD5,B-S,PCH_Q4_CA,UK,2017-10-01,3.9
D1_D4_MD5,B-S,PCH_Q4_CA,UK,2018-01-01,4.6
D1_D4_MD5,B-S,PCH_Q4_CA,UK,2018-04-01,2.9
