sitc06,partner,indic_et,geo\time,date,value
SITC3,WORLD,MIO_BAL_VAL,CY,2013-01-01,-6.3 
SITC3,WORLD,MIO_BAL_VAL,CY,2014-01-01,-5.9 
SITC3,WORLD,MIO_BAL_VAL,CY,2015-01-01,-4.1 
SITC3,WORLD,MIO_BAL_VAL,CY,2016-01-01,-3.4 p
SITC3,WORLD,MIO_BAL_VAL,CY,2017-01-01,-4.2 p
SITC3,WORLD,MIO_BAL_VAL,CZ,2002-01-01,-2.4
SITC3,WORLD,MIO_BAL_VAL,CZ,2003-01-01,-2.6
SITC3,WORLD,MIO_BAL_VAL,CZ,2004-01-01,-1.7
SITC3,WORLD,MIO_BAL_VAL,CZ,2005-01-01,-3.4
SITC3,WORLD,MIO_BAL_VAL,CZ,2006-01-01,-4.0
SITC3,WORLD,MIO_BAL_VAL,CZ,2007-01-01,-3.2
SITC3,WORLD,MIO_BAL_VAL,CZ,2008-01-01,-4.1
SITC3,WORLD,MIO_BAL_VAL,CZ,2009-01-01,-2.7
SITC3,WORLD,MIO_BAL_VAL,CZ,2010-01-01,-3.5
SITC3,WORLD,MIO_BAL_VAL,CZ,2011-01-01,-4.4 
SITC3,WORLD,MIO_BAL_VAL,CZ,2012-01-01,-4.7 
SITC3,WORLD,MIO_BAL_VAL,CZ,2013-01-01,-4.8 
SITC3,WORLD,MIO_BAL_VAL,CZ,2014-01-01,-4.0 
SITC3,WORLD,MIO_BAL_VAL,CZ,2015-01-01,-2.4 
SITC3,WORLD,MIO_BAL_VAL,CZ,2016-01-01,-2.1 
SITC3,WORLD,MIO_BAL_VAL,CZ,2017-01-01,-2.6 
SITC3,WORLD,MIO_BAL_VAL,DE,2002-01-01,-1.6
SITC3,WORLD,MIO_BAL_VAL,DE,2003-01-01,-1.7
SITC3,WORLD,MIO_BAL_VAL,DE,2004-01-01,-1.7
SITC3,WORLD,MIO_BAL_VAL,DE,2005-01-01,-2.4
SITC3,WORLD,MIO_BAL_VAL,DE,2006-01-01,-2.8
SITC3,WORLD,MIO_BAL_VAL,DE,2007-01-01,-2.4
SITC3,WORLD,MIO_BAL_VAL,DE,2008-01-01,-3.4
SITC3,WORLD,MIO_BAL_VAL,DE,2009-01-01,-2.5
SITC3,WORLD,MIO_BAL_VAL,DE,2010-01-01,-2.9
SITC3,WORLD,MIO_BAL_VAL,DE,2011-01-01,-3.5 
SITC3,WORLD,MIO_BAL_VAL,DE,2012-01-01,-3.6 
SITC3,WORLD,MIO_BAL_VAL,DE,2013-01-01,-3.4 
SITC3,WORLD,MIO_BAL_VAL,DE,2014-01-01,-2.8 
SITC3,WORLD,MIO_BAL_VAL,DE,2015-01-01,-2.0 
SITC3,WORLD,MIO_BAL_VAL,DE,2016-01-01,-1.5 
SITC3,WORLD,MIO_BAL_VAL,DE,2017-01-01,-1.8 
SITC3,WORLD,MIO_BAL_VAL,DK,2002-01-01,0.8
SITC3,WORLD,MIO_BAL_VAL,DK,2003-01-01,0.9
SITC3,WORLD,MIO_BAL_VAL,DK,2004-01-01,1.1
SITC3,WORLD,MIO_BAL_VAL,DK,2005-01-01,1.7
SITC3,WORLD,MIO_BAL_VAL,DK,2006-01-01,2.0
SITC3,WORLD,MIO_BAL_VAL,DK,2007-01-01,1.8
SITC3,WORLD,MIO_BAL_VAL,DK,2008-01-01,1.6
SITC3,WORLD,MIO_BAL_VAL,DK,2009-01-01,1.0
SITC3,WORLD,MIO_BAL_VAL,DK,2010-01-01,0.9
SITC3,WORLD,MIO_BAL_VAL,DK,2011-01-01,0.7 
SITC3,WORLD,MIO_BAL_VAL,DK,2012-01-01,0.8 
SITC3,WORLD,MIO_BAL_VAL,DK,2013-01-01,0.3 
SITC3,WORLD,MIO_BAL_VAL,DK,2014-01-01,0.0 
SITC3,WORLD,MIO_BAL_VAL,DK,2015-01-01,0.0 
SITC3,WORLD,MIO_BAL_VAL,DK,2016-01-01,0.0 
SITC3,WORLD,MIO_BAL_VAL,DK,2017-01-01,-0.1 
SITC3,WORLD,MIO_BAL_VAL,EE,2002-01-01,-2.5
SITC3,WORLD,MIO_BAL_VAL,EE,2003-01-01,-2.2
SITC3,WORLD,MIO_BAL_VAL,EE,2004-01-01,-2.4
SITC3,WORLD,MIO_BAL_VAL,EE,2005-01-01,-2.4
SITC3,WORLD,MIO_BAL_VAL,EE,2006-01-01,-3.5
SITC3,WORLD,MIO_BAL_VAL,EE,2007-01-01,-3.6
SITC3,WORLD,MIO_BAL_VAL,EE,2008-01-01,-4.1
SITC3,WORLD,MIO_BAL_VAL,EE,2009-01-01,-2.3
SITC3,WORLD,MIO_BAL_VAL,EE,2010-01-01,-1.5
SITC3,WORLD,MIO_BAL_VAL,EE,2011-01-01,-0.4 
SITC3,WORLD,MIO_BAL_VAL,EE,2012-01-01,-1.3 
SITC3,WORLD,MIO_BAL_VAL,EE,2013-01-01,-2.2 
SITC3,WORLD,MIO_BAL_VAL,EE,2014-01-01,-2.1 
SITC3,WORLD,MIO_BAL_VAL,EE,2015-01-01,-1.5 
SITC3,WORLD,MIO_BAL_VAL,EE,2016-01-01,-1.0 
SITC3,WORLD,MIO_BAL_VAL,EE,2017-01-01,-0.6 
SITC3,WORLD,MIO_BAL_VAL,EL,2002-01-01,-2.2
SITC3,WORLD,MIO_BAL_VAL,EL,2003-01-01,-2.4
SITC3,WORLD,MIO_BAL_VAL,EL,2004-01-01,-2.3
SITC3,WORLD,MIO_BAL_VAL,EL,2005-01-01,-3.3
SITC3,WORLD,MIO_BAL_VAL,EL,2006-01-01,-3.5
SITC3,WORLD,MIO_BAL_VAL,EL,2007-01-01,-2.9
SITC3,WORLD,MIO_BAL_VAL,EL,2008-01-01,-3.8
SITC3,WORLD,MIO_BAL_VAL,EL,2009-01-01,-2.2
SITC3,WORLD,MIO_BAL_VAL,EL,2010-01-01,-3.0
SITC3,WORLD,MIO_BAL_VAL,EL,2011-01-01,-3.6 p
SITC3,WORLD,MIO_BAL_VAL,EL,2012-01-01,-4.0 p
SITC3,WORLD,MIO_BAL_VAL,EL,2013-01-01,-3.7 p
SITC3,WORLD,MIO_BAL_VAL,EL,2014-01-01,-3.4 p
SITC3,WORLD,MIO_BAL_VAL,EL,2015-01-01,-2.1 p
SITC3,WORLD,MIO_BAL_VAL,EL,2016-01-01,-1.6 p
SITC3,WORLD,MIO_BAL_VAL,EL,2017-01-01,-1.8 p
SITC3,WORLD,MIO_BAL_VAL,ES,2002-01-01,-2.0
SITC3,WORLD,MIO_BAL_VAL,ES,2003-01-01,-1.8
SITC3,WORLD,MIO_BAL_VAL,ES,2004-01-01,-2.0
SITC3,WORLD,MIO_BAL_VAL,ES,2005-01-01,-2.7
SITC3,WORLD,MIO_BAL_VAL,ES,2006-01-01,-3.2
SITC3,WORLD,MIO_BAL_VAL,ES,2007-01-01,-3.0
SITC3,WORLD,MIO_BAL_VAL,ES,2008-01-01,-3.6
SITC3,WORLD,MIO_BAL_VAL,ES,2009-01-01,-2.3
SITC3,WORLD,MIO_BAL_VAL,ES,2010-01-01,-2.9
SITC3,WORLD,MIO_BAL_VAL,ES,2011-01-01,-3.7 
SITC3,WORLD,MIO_BAL_VAL,ES,2012-01-01,-3.8 
SITC3,WORLD,MIO_BAL_VAL,ES,2013-01-01,-3.4 
SITC3,WORLD,MIO_BAL_VAL,ES,2014-01-01,-2.9 
SITC3,WORLD,MIO_BAL_VAL,ES,2015-01-01,-2.0 
SITC3,WORLD,MIO_BAL_VAL,ES,2016-01-01,-1.5 p
SITC3,WORLD,MIO_BAL_VAL,ES,2017-01-01,-1.8 p
SITC3,WORLD,MIO_BAL_VAL,FI,2002-01-01,-1.6
SITC3,WORLD,MIO_BAL_VAL,FI,2003-01-01,-1.7
SITC3,WORLD,MIO_BAL_VAL,FI,2004-01-01,-1.8
SITC3,WORLD,MIO_BAL_VAL,FI,2005-01-01,-2.2
SITC3,WORLD,MIO_BAL_VAL,FI,2006-01-01,-3.0
SITC3,WORLD,MIO_BAL_VAL,FI,2007-01-01,-2.5
SITC3,WORLD,MIO_BAL_VAL,FI,2008-01-01,-3.3
SITC3,WORLD,MIO_BAL_VAL,FI,2009-01-01,-2.4
SITC3,WORLD,MIO_BAL_VAL,FI,2010-01-01,-2.8
SITC3,WORLD,MIO_BAL_VAL,FI,2011-01-01,-3.7 
SITC3,WORLD,MIO_BAL_VAL,FI,2012-01-01,-2.6 
SITC3,WORLD,MIO_BAL_VAL,FI,2013-01-01,-2.6 
SITC3,WORLD,MIO_BAL_VAL,FI,2014-01-01,-2.4 
SITC3,WORLD,MIO_BAL_VAL,FI,2015-01-01,-1.8 
SITC3,WORLD,MIO_BAL_VAL,FI,2016-01-01,-1.4 
SITC3,WORLD,MIO_BAL_VAL,FI,2017-01-01,-1.6 
SITC3,WORLD,MIO_BAL_VAL,FR,2002-01-01,-1.4
SITC3,WORLD,MIO_BAL_VAL,FR,2003-01-01,-1.4
SITC3,WORLD,MIO_BAL_VAL,FR,2004-01-01,-1.7
SITC3,WORLD,MIO_BAL_VAL,FR,2005-01-01,-2.1
SITC3,WORLD,MIO_BAL_VAL,FR,2006-01-01,-2.4
SITC3,WORLD,MIO_BAL_VAL,FR,2007-01-01,-2.2
SITC3,WORLD,MIO_BAL_VAL,FR,2008-01-01,-2.8
SITC3,WORLD,MIO_BAL_VAL,FR,2009-01-01,-2.0
SITC3,WORLD,MIO_BAL_VAL,FR,2010-01-01,-2.4
SITC3,WORLD,MIO_BAL_VAL,FR,2011-01-01,-3.0 
SITC3,WORLD,MIO_BAL_VAL,FR,2012-01-01,-3.3 
SITC3,WORLD,MIO_BAL_VAL,FR,2013-01-01,-3.1 
SITC3,WORLD,MIO_BAL_VAL,FR,2014-01-01,-2.5 
SITC3,WORLD,MIO_BAL_VAL,FR,2015-01-01,-1.8 
SITC3,WORLD,MIO_BAL_VAL,FR,2016-01-01,-1.4 p
SITC3,WORLD,MIO_BAL_VAL,FR,2017-01-01,-1.7 p
SITC3,WORLD,MIO_BAL_VAL,HR,2002-01-01,-3.2
SITC3,WORLD,MIO_BAL_VAL,HR,2003-01-01,-2.8
SITC3,WORLD,MIO_BAL_VAL,HR,2004-01-01,-2.6
SITC3,WORLD,MIO_BAL_VAL,HR,2005-01-01,-3.5
SITC3,WORLD,MIO_BAL_VAL,HR,2006-01-01,-3.7
SITC3,WORLD,MIO_BAL_VAL,HR,2007-01-01,-3.9
SITC3,WORLD,MIO_BAL_VAL,HR,2008-01-01,-5.1
SITC3,WORLD,MIO_BAL_VAL,HR,2009-01-01,-3.5
SITC3,WORLD,MIO_BAL_VAL,HR,2010-01-01,-3.8
SITC3,WORLD,MIO_BAL_VAL,HR,2011-01-01,-5.4 
SITC3,WORLD,MIO_BAL_VAL,HR,2012-01-01,-5.6 
SITC3,WORLD,MIO_BAL_VAL,HR,2013-01-01,-5.1 
SITC3,WORLD,MIO_BAL_VAL,HR,2014-01-01,-4.0 
SITC3,WORLD,MIO_BAL_VAL,HR,2015-01-01,-3.4 
SITC3,WORLD,MIO_BAL_VAL,HR,2016-01-01,-2.7 
SITC3,WORLD,MIO_BAL_VAL,HR,2017-01-01,-2.9 
SITC3,WORLD,MIO_BAL_VAL,HU,2002-01-01,-2.4
SITC3,WORLD,MIO_BAL_VAL,HU,2003-01-01,-2.3
SITC3,WORLD,MIO_BAL_VAL,HU,2004-01-01,-2.1
SITC3,WORLD,MIO_BAL_VAL,HU,2005-01-01,-3.0
SITC3,WORLD,MIO_BAL_VAL,HU,2006-01-01,-6.2
SITC3,WORLD,MIO_BAL_VAL,HU,2007-01-01,-4.6
SITC3,WORLD,MIO_BAL_VAL,HU,2008-01-01,-6.2
SITC3,WORLD,MIO_BAL_VAL,HU,2009-01-01,-4.9
SITC3,WORLD,MIO_BAL_VAL,HU,2010-01-01,-5.1
SITC3,WORLD,MIO_BAL_VAL,HU,2011-01-01,-6.0 
SITC3,WORLD,MIO_BAL_VAL,HU,2012-01-01,-6.3 
SITC3,WORLD,MIO_BAL_VAL,HU,2013-01-01,-6.3 
SITC3,WORLD,MIO_BAL_VAL,HU,2014-01-01,-6.2 
SITC3,WORLD,MIO_BAL_VAL,HU,2015-01-01,-4.2 
SITC3,WORLD,MIO_BAL_VAL,HU,2016-01-01,-3.2 
SITC3,WORLD,MIO_BAL_VAL,HU,2017-01-01,-3.8 
SITC3,WORLD,MIO_BAL_VAL,IE,2002-01-01,-1.1
SITC3,WORLD,MIO_BAL_VAL,IE,2003-01-01,-1.1
SITC3,WORLD,MIO_BAL_VAL,IE,2004-01-01,-1.5
SITC3,WORLD,MIO_BAL_VAL,IE,2005-01-01,-1.9
SITC3,WORLD,MIO_BAL_VAL,IE,2006-01-01,-2.0
SITC3,WORLD,MIO_BAL_VAL,IE,2007-01-01,-2.4
SITC3,WORLD,MIO_BAL_VAL,IE,2008-01-01,-3.1
SITC3,WORLD,MIO_BAL_VAL,IE,2009-01-01,-2.3
SITC3,WORLD,MIO_BAL_VAL,IE,2010-01-01,-2.8
SITC3,WORLD,MIO_BAL_VAL,IE,2011-01-01,-3.3 
SITC3,WORLD,MIO_BAL_VAL,IE,2012-01-01,-3.0 
SITC3,WORLD,MIO_BAL_VAL,IE,2013-01-01,-3.2 
SITC3,WORLD,MIO_BAL_VAL,IE,2014-01-01,-2.7 
SITC3,WORLD,MIO_BAL_VAL,IE,2015-01-01,-1.5 
SITC3,WORLD,MIO_BAL_VAL,IE,2016-01-01,-1.1 
SITC3,WORLD,MIO_BAL_VAL,IE,2017-01-01,-1.2 
SITC3,WORLD,MIO_BAL_VAL,IT,2002-01-01,-1.4
SITC3,WORLD,MIO_BAL_VAL,IT,2003-01-01,-1.3
SITC3,WORLD,MIO_BAL_VAL,IT,2004-01-01,-1.4
SITC3,WORLD,MIO_BAL_VAL,IT,2005-01-01,-2.6
SITC3,WORLD,MIO_BAL_VAL,IT,2006-01-01,-3.2
SITC3,WORLD,MIO_BAL_VAL,IT,2007-01-01,-2.9
SITC3,WORLD,MIO_BAL_VAL,IT,2008-01-01,-3.6
SITC3,WORLD,MIO_BAL_VAL,IT,2009-01-01,-2.6
SITC3,WORLD,MIO_BAL_VAL,IT,2010-01-01,-3.2
SITC3,WORLD,MIO_BAL_VAL,IT,2011-01-01,-3.7 
SITC3,WORLD,MIO_BAL_VAL,IT,2012-01-01,-3.8 
SITC3,WORLD,MIO_BAL_VAL,IT,2013-01-01,-3.3 
SITC3,WORLD,MIO_BAL_VAL,IT,2014-01-01,-2.6 
SITC3,WORLD,MIO_BAL_VAL,IT,2015-01-01,-2.0 
SITC3,WORLD,MIO_BAL_VAL,IT,2016-01-01,-1.6 
SITC3,WORLD,MIO_BAL_VAL,IT,2017-01-01,-1.9 
SITC3,WORLD,MIO_BAL_VAL,LT,2002-01-01,-1.7
SITC3,WORLD,MIO_BAL_VAL,LT,2003-01-01,-1.4
SITC3,WORLD,MIO_BAL_VAL,LT,2004-01-01,0.1
SITC3,WORLD,MIO_BAL_VAL,LT,2005-01-01,-2.3
SITC3,WORLD,MIO_BAL_VAL,LT,2006-01-01,-3.3
SITC3,WORLD,MIO_BAL_VAL,LT,2007-01-01,-4.2
SITC3,WORLD,MIO_BAL_VAL,LT,2008-01-01,-5.7
SITC3,WORLD,MIO_BAL_VAL,LT,2009-01-01,-4.1
SITC3,WORLD,MIO_BAL_VAL,LT,2010-01-01,-7.1
SITC3,WORLD,MIO_BAL_VAL,LT,2011-01-01,-7.6 
SITC3,WORLD,MIO_BAL_VAL,LT,2012-01-01,-7.5 
SITC3,WORLD,MIO_BAL_VAL,LT,2013-01-01,-6.1 
SITC3,WORLD,MIO_BAL_VAL,LT,2014-01-01,-4.7 
SITC3,WORLD,MIO_BAL_VAL,LT,2015-01-01,-3.6 
SITC3,WORLD,MIO_BAL_VAL,LT,2016-01-01,-2.6 
SITC3,WORLD,MIO_BAL_VAL,LT,2017-01-01,-3.0 
SITC3,WORLD,MIO_BAL_VAL,LU,2002-01-01,-2.5
SITC3,WORLD,MIO_BAL_VAL,LU,2003-01-01,-2.7
SITC3,WORLD,MIO_BAL_VAL,LU,2004-01-01,-3.2
SITC3,WORLD,MIO_BAL_VAL,LU,2005-01-01,-5.5
SITC3,WORLD,MIO_BAL_VAL,LU,2006-01-01,-5.8
SITC3,WORLD,MIO_BAL_VAL,LU,2007-01-01,-5.3
SITC3,WORLD,MIO_BAL_VAL,LU,2008-01-01,-6.6
SITC3,WORLD,MIO_BAL_VAL,LU,2009-01-01,-4.1
SITC3,WORLD,MIO_BAL_VAL,LU,2010-01-01,-4.8
SITC3,WORLD,MIO_BAL_VAL,LU,2011-01-01,-5.9 
SITC3,WORLD,MIO_BAL_VAL,LU,2012-01-01,-6.3 
SITC3,WORLD,MIO_BAL_VAL,LU,2013-01-01,-5.4 
SITC3,WORLD,MIO_BAL_VAL,LU,2014-01-01,-4.4 
SITC3,WORLD,MIO_BAL_VAL,LU,2015-01-01,-3.1 
SITC3,WORLD,MIO_BAL_VAL,LU,2016-01-01,-2.5 
SITC3,WORLD,MIO_BAL_VAL,LU,2017-01-01,-2.8 
SITC3,WORLD,MIO_BAL_VAL,LV,2002-01-01,-3.5
SITC3,WORLD,MIO_BAL_VAL,LV,2003-01-01,-3.8
SITC3,WORLD,MIO_BAL_VAL,LV,2004-01-01,-4.5
SITC3,WORLD,MIO_BAL_VAL,LV,2005-01-01,-4.8
SITC3,WORLD,MIO_BAL_VAL,LV,2006-01-01,-5.3
SITC3,WORLD,MIO_BAL_VAL,LV,2007-01-01,-4.3
SITC3,WORLD,MIO_BAL_VAL,LV,2008-01-01,-5.5
SITC3,WORLD,MIO_BAL_VAL,LV,2009-01-01,-4.4
SITC3,WORLD,MIO_BAL_VAL,LV,2010-01-01,-4.9
SITC3,WORLD,MIO_BAL_VAL,LV,2011-01-01,-5.5 
SITC3,WORLD,MIO_BAL_VAL,LV,2012-01-01,-6.1 
SITC3,WORLD,MIO_BAL_VAL,LV,2013-01-01,-5.6 
SITC3,WORLD,MIO_BAL_VAL,LV,2014-01-01,-4.2 
SITC3,WORLD,MIO_BAL_VAL,LV,2015-01-01,-3.2 
SITC3,WORLD,MIO_BAL_VAL,LV,2016-01-01,-2.3 
SITC3,WORLD,MIO_BAL_VAL,LV,2017-01-01,-3.0 
SITC3,WORLD,MIO_BAL_VAL,MT,2002-01-01,-2.7
SITC3,WORLD,MIO_BAL_VAL,MT,2003-01-01,-3.0
SITC3,WORLD,MIO_BAL_VAL,MT,2004-01-01,-3.0
SITC3,WORLD,MIO_BAL_VAL,MT,2005-01-01,-4.2
SITC3,WORLD,MIO_BAL_VAL,MT,2006-01-01,-4.5
SITC3,WORLD,MIO_BAL_VAL,MT,2007-01-01,-1.5
SITC3,WORLD,MIO_BAL_VAL,MT,2008-01-01,-2.3
SITC3,WORLD,MIO_BAL_VAL,MT,2009-01-01,-0.1
SITC3,WORLD,MIO_BAL_VAL,MT,2010-01-01,1.1
SITC3,WORLD,MIO_BAL_VAL,MT,2011-01-01,-2.8 
SITC3,WORLD,MIO_BAL_VAL,MT,2012-01-01,-12.2 
SITC3,WORLD,MIO_BAL_VAL,MT,2013-01-01,-9.0 
SITC3,WORLD,MIO_BAL_VAL,MT,2014-01-01,-14.9 
SITC3,WORLD,MIO_BAL_VAL,MT,2015-01-01,-8.9 
SITC3,WORLD,MIO_BAL_VAL,MT,2016-01-01,-8.8 
SITC3,WORLD,MIO_BAL_VAL,MT,2017-01-01,-8.9 
SITC3,WORLD,MIO_BAL_VAL,NL,2002-01-01,-0.4
SITC3,WORLD,MIO_BAL_VAL,NL,2003-01-01,-0.5
SITC3,WORLD,MIO_BAL_VAL,NL,2004-01-01,-1.8
SITC3,WORLD,MIO_BAL_VAL,NL,2005-01-01,-1.2
SITC3,WORLD,MIO_BAL_VAL,NL,2006-01-01,-1.1
SITC3,WORLD,MIO_BAL_VAL,NL,2007-01-01,-1.2
SITC3,WORLD,MIO_BAL_VAL,NL,2008-01-01,-0.7
SITC3,WORLD,MIO_BAL_VAL,NL,2009-01-01,-0.7
SITC3,WORLD,MIO_BAL_VAL,NL,2010-01-01,-1.5
SITC3,WORLD,MIO_BAL_VAL,NL,2011-01-01,-1.9 
SITC3,WORLD,MIO_BAL_VAL,NL,2012-01-01,-2.6 
SITC3,WORLD,MIO_BAL_VAL,NL,2013-01-01,-1.4 
SITC3,WORLD,MIO_BAL_VAL,NL,2014-01-01,-1.6 
SITC3,WORLD,MIO_BAL_VAL,NL,2015-01-01,-1.1 
SITC3,WORLD,MIO_BAL_VAL,NL,2016-01-01,-0.6 
SITC3,WORLD,MIO_BAL_VAL,NL,2017-01-01,-0.8 p
SITC3,WORLD,MIO_BAL_VAL,PL,2002-01-01,-1.5
SITC3,WORLD,MIO_BAL_VAL,PL,2003-01-01,-1.8
SITC3,WORLD,MIO_BAL_VAL,PL,2004-01-01,-1.6
SITC3,WORLD,MIO_BAL_VAL,PL,2005-01-01,-2.3
SITC3,WORLD,MIO_BAL_VAL,PL,2006-01-01,-2.4
SITC3,WORLD,MIO_BAL_VAL,PL,2007-01-01,-2.6
SITC3,WORLD,MIO_BAL_VAL,PL,2008-01-01,-3.0
SITC3,WORLD,MIO_BAL_VAL,PL,2009-01-01,-2.2
SITC3,WORLD,MIO_BAL_VAL,PL,2010-01-01,-2.6
SITC3,WORLD,MIO_BAL_VAL,PL,2011-01-01,-3.3 
SITC3,WORLD,MIO_BAL_VAL,PL,2012-01-01,-3.4 
SITC3,WORLD,MIO_BAL_VAL,PL,2013-01-01,-2.7 
SITC3,WORLD,MIO_BAL_VAL,PL,2014-01-01,-2.6 
SITC3,WORLD,MIO_BAL_VAL,PL,2015-01-01,-1.6 
SITC3,WORLD,MIO_BAL_VAL,PL,2016-01-01,-1.4 
SITC3,WORLD,MIO_BAL_VAL,PL,2017-01-01,-2.0 
SITC3,WORLD,MIO_BAL_VAL,PT,2002-01-01,-2.5
SITC3,WORLD,MIO_BAL_VAL,PT,2003-01-01,-2.4
SITC3,WORLD,MIO_BAL_VAL,PT,2004-01-01,-2.7
SITC3,WORLD,MIO_BAL_VAL,PT,2005-01-01,-3.8
SITC3,WORLD,MIO_BAL_VAL,PT,2006-01-01,-3.8
SITC3,WORLD,MIO_BAL_VAL,PT,2007-01-01,-3.6
SITC3,WORLD,MIO_BAL_VAL,PT,2008-01-01,-4.6
SITC3,WORLD,MIO_BAL_VAL,PT,2009-01-01,-2.8
SITC3,WORLD,MIO_BAL_VAL,PT,2010-01-01,-3.4
SITC3,WORLD,MIO_BAL_VAL,PT,2011-01-01,-4.2 
SITC3,WORLD,MIO_BAL_VAL,PT,2012-01-01,-4.7 
SITC3,WORLD,MIO_BAL_VAL,PT,2013-01-01,-3.7 
SITC3,WORLD,MIO_BAL_VAL,PT,2014-01-01,-3.6 
SITC3,WORLD,MIO_BAL_VAL,PT,2015-01-01,-2.3 
SITC3,WORLD,MIO_BAL_VAL,PT,2016-01-01,-1.6 
SITC3,WORLD,MIO_BAL_VAL,PT,2017-01-01,-2.1 p
SITC3,WORLD,MIO_BAL_VAL,RO,2002-01-01,-1.9
SITC3,WORLD,MIO_BAL_VAL,RO,2003-01-01,-2.4
SITC3,WORLD,MIO_BAL_VAL,RO,2004-01-01,-3.0
SITC3,WORLD,MIO_BAL_VAL,RO,2005-01-01,-2.7
