unit,indic,geotime,date,value
PC,INV_HH,SI,2007-01-01,6
PC,INV_HH,SI,2008-01-01,6
PC,INV_HH,SI,2009-01-01,5
PC,INV_HH,SI,2010-01-01,4
PC,INV_HH,SI,2011-01-01,4
PC,INV_HH,SI,2012-01-01,3
PC,INV_HH,SI,2013-01-01,3
PC,INV_HH,SI,2014-01-01,3
PC,INV_HH,SI,2015-01-01,3
PC,INV_HH,SI,2016-01-01,3
PC,INV_HH,SI,2017-01-01,
PC,INV_HH,SK,2000-01-01,6
PC,INV_HH,SK,2001-01-01,5
PC,INV_HH,SK,2002-01-01,6
PC,INV_HH,SK,2003-01-01,5
PC,INV_HH,SK,2004-01-01,4
PC,INV_HH,SK,2005-01-01,5
PC,INV_HH,SK,2006-01-01,5
PC,INV_HH,SK,2007-01-01,5
PC,INV_HH,SK,2008-01-01,5
PC,INV_HH,SK,2009-01-01,5
PC,INV_HH,SK,2010-01-01,4
PC,INV_HH,SK,2011-01-01,4
PC,INV_HH,SK,2012-01-01,4
PC,INV_HH,SK,2013-01-01,4
PC,INV_HH,SK,2014-01-01,4
PC,INV_HH,SK,2015-01-01,4
PC,INV_HH,SK,2016-01-01,4
PC,INV_HH,SK,2017-01-01,
PC,INV_HH,TR,2000-01-01,
PC,INV_HH,TR,2001-01-01,
PC,INV_HH,TR,2002-01-01,
PC,INV_HH,TR,2003-01-01,
PC,INV_HH,TR,2004-01-01,
PC,INV_HH,TR,2005-01-01,
PC,INV_HH,TR,2006-01-01,
PC,INV_HH,TR,2007-01-01,
PC,INV_HH,TR,2008-01-01,
PC,INV_HH,TR,2009-01-01,5
PC,INV_HH,TR,2010-01-01,6
PC,INV_HH,TR,2011-01-01,7
PC,INV_HH,TR,2012-01-01,7
PC,INV_HH,TR,2013-01-01,8
PC,INV_HH,TR,2014-01-01,8
PC,INV_HH,TR,2015-01-01,8
PC,INV_HH,TR,2016-01-01,
PC,INV_HH,TR,2017-01-01,
PC,INV_HH,UK,2000-01-01,4
PC,INV_HH,UK,2001-01-01,4
PC,INV_HH,UK,2002-01-01,5
PC,INV_HH,UK,2003-01-01,5
PC,INV_HH,UK,2004-01-01,5
PC,INV_HH,UK,2005-01-01,5
PC,INV_HH,UK,2006-01-01,5
PC,INV_HH,UK,2007-01-01,5
PC,INV_HH,UK,2008-01-01,4
PC,INV_HH,UK,2009-01-01,3
PC,INV_HH,UK,2010-01-01,4
PC,INV_HH,UK,2011-01-01,4
PC,INV_HH,UK,2012-01-01,4
PC,INV_HH,UK,2013-01-01,4
PC,INV_HH,UK,2014-01-01,4
PC,INV_HH,UK,2015-01-01,4
PC,INV_HH,UK,2016-01-01,4
PC,INV_HH,UK,2017-01-01,
PC,INV_TOT,AT,2000-01-01,25
PC,INV_TOT,AT,2001-01-01,24
PC,INV_TOT,AT,2002-01-01,23
PC,INV_TOT,AT,2003-01-01,24
PC,INV_TOT,AT,2004-01-01,23
PC,INV_TOT,AT,2005-01-01,23
PC,INV_TOT,AT,2006-01-01,22
PC,INV_TOT,AT,2007-01-01,22
PC,INV_TOT,AT,2008-01-01,23
PC,INV_TOT,AT,2009-01-01,22
PC,INV_TOT,AT,2010-01-01,21
PC,INV_TOT,AT,2011-01-01,22
PC,INV_TOT,AT,2012-01-01,22
PC,INV_TOT,AT,2013-01-01,23
PC,INV_TOT,AT,2014-01-01,22
PC,INV_TOT,AT,2015-01-01,22
PC,INV_TOT,AT,2016-01-01,23
PC,INV_TOT,AT,2017-01-01,
PC,INV_TOT,BE,2000-01-01,22
PC,INV_TOT,BE,2001-01-01,22
PC,INV_TOT,BE,2002-01-01,20
PC,INV_TOT,BE,2003-01-01,20
PC,INV_TOT,BE,2004-01-01,21
PC,INV_TOT,BE,2005-01-01,22
PC,INV_TOT,BE,2006-01-01,22
PC,INV_TOT,BE,2007-01-01,23
PC,INV_TOT,BE,2008-01-01,23
PC,INV_TOT,BE,2009-01-01,22
PC,INV_TOT,BE,2010-01-01,21
PC,INV_TOT,BE,2011-01-01,22
PC,INV_TOT,BE,2012-01-01,22
PC,INV_TOT,BE,2013-01-01,22
PC,INV_TOT,BE,2014-01-01,23
PC,INV_TOT,BE,2015-01-01,23
PC,INV_TOT,BE,2016-01-01,23
PC,INV_TOT,BE,2017-01-01,
PC,INV_TOT,BG,2000-01-01,16
PC,INV_TOT,BG,2001-01-01,19
PC,INV_TOT,BG,2002-01-01,19
PC,INV_TOT,BG,2003-01-01,19
PC,INV_TOT,BG,2004-01-01,21
PC,INV_TOT,BG,2005-01-01,25
PC,INV_TOT,BG,2006-01-01,27
PC,INV_TOT,BG,2007-01-01,28
PC,INV_TOT,BG,2008-01-01,33
PC,INV_TOT,BG,2009-01-01,27
PC,INV_TOT,BG,2010-01-01,22
PC,INV_TOT,BG,2011-01-01,20
PC,INV_TOT,BG,2012-01-01,21
PC,INV_TOT,BG,2013-01-01,21
PC,INV_TOT,BG,2014-01-01,21
PC,INV_TOT,BG,2015-01-01,21
PC,INV_TOT,BG,2016-01-01,18
PC,INV_TOT,BG,2017-01-01,
PC,INV_TOT,CH,2000-01-01,25
PC,INV_TOT,CH,2001-01-01,24
PC,INV_TOT,CH,2002-01-01,24
PC,INV_TOT,CH,2003-01-01,23
PC,INV_TOT,CH,2004-01-01,24
PC,INV_TOT,CH,2005-01-01,24
PC,INV_TOT,CH,2006-01-01,24
PC,INV_TOT,CH,2007-01-01,24
PC,INV_TOT,CH,2008-01-01,24
PC,INV_TOT,CH,2009-01-01,22
PC,INV_TOT,CH,2010-01-01,22
PC,INV_TOT,CH,2011-01-01,23
PC,INV_TOT,CH,2012-01-01,23
PC,INV_TOT,CH,2013-01-01,23
PC,INV_TOT,CH,2014-01-01,23
PC,INV_TOT,CH,2015-01-01,23
PC,INV_TOT,CH,2016-01-01,24
PC,INV_TOT,CH,2017-01-01,
PC,INV_TOT,CY,2000-01-01,20
PC,INV_TOT,CY,2001-01-01,19
PC,INV_TOT,CY,2002-01-01,20
PC,INV_TOT,CY,2003-01-01,20
PC,INV_TOT,CY,2004-01-01,20
PC,INV_TOT,CY,2005-01-01,21
PC,INV_TOT,CY,2006-01-01,25
PC,INV_TOT,CY,2007-01-01,25
PC,INV_TOT,CY,2008-01-01,27
PC,INV_TOT,CY,2009-01-01,23
PC,INV_TOT,CY,2010-01-01,22
PC,INV_TOT,CY,2011-01-01,18
PC,INV_TOT,CY,2012-01-01,15
PC,INV_TOT,CY,2013-01-01,14
PC,INV_TOT,CY,2014-01-01,11
PC,INV_TOT,CY,2015-01-01,12
PC,INV_TOT,CY,2016-01-01,17
PC,INV_TOT,CY,2017-01-01,
PC,INV_TOT,CZ,2000-01-01,30
PC,INV_TOT,CZ,2001-01-01,30
PC,INV_TOT,CZ,2002-01-01,29
PC,INV_TOT,CZ,2003-01-01,28
PC,INV_TOT,CZ,2004-01-01,28
PC,INV_TOT,CZ,2005-01-01,28
PC,INV_TOT,CZ,2006-01-01,27
PC,INV_TOT,CZ,2007-01-01,29
PC,INV_TOT,CZ,2008-01-01,28
PC,INV_TOT,CZ,2009-01-01,27
PC,INV_TOT,CZ,2010-01-01,26
PC,INV_TOT,CZ,2011-01-01,26
PC,INV_TOT,CZ,2012-01-01,25
PC,INV_TOT,CZ,2013-01-01,25
PC,INV_TOT,CZ,2014-01-01,25
PC,INV_TOT,CZ,2015-01-01,26
PC,INV_TOT,CZ,2016-01-01,24
PC,INV_TOT,CZ,2017-01-01,24
PC,INV_TOT,DE,2000-01-01,22
PC,INV_TOT,DE,2001-01-01,21
PC,INV_TOT,DE,2002-01-01,20
PC,INV_TOT,DE,2003-01-01,19
PC,INV_TOT,DE,2004-01-01,19
PC,INV_TOT,DE,2005-01-01,19
PC,INV_TOT,DE,2006-01-01,19
PC,INV_TOT,DE,2007-01-01,20
PC,INV_TOT,DE,2008-01-01,20
PC,INV_TOT,DE,2009-01-01,19
PC,INV_TOT,DE,2010-01-01,19
PC,INV_TOT,DE,2011-01-01,20
PC,INV_TOT,DE,2012-01-01,20
PC,INV_TOT,DE,2013-01-01,19
PC,INV_TOT,DE,2014-01-01,20
PC,INV_TOT,DE,2015-01-01,19
PC,INV_TOT,DE,2016-01-01,20
PC,INV_TOT,DE,2017-01-01,
PC,INV_TOT,DK,2000-01-01,21
PC,INV_TOT,DK,2001-01-01,21
PC,INV_TOT,DK,2002-01-01,20
PC,INV_TOT,DK,2003-01-01,20
PC,INV_TOT,DK,2004-01-01,20
PC,INV_TOT,DK,2005-01-01,21
PC,INV_TOT,DK,2006-01-01,23
PC,INV_TOT,DK,2007-01-01,23
PC,INV_TOT,DK,2008-01-01,22
PC,INV_TOT,DK,2009-01-01,20
PC,INV_TOT,DK,2010-01-01,18
PC,INV_TOT,DK,2011-01-01,18
PC,INV_TOT,DK,2012-01-01,18
PC,INV_TOT,DK,2013-01-01,19
PC,INV_TOT,DK,2014-01-01,19
PC,INV_TOT,DK,2015-01-01,19
PC,INV_TOT,DK,2016-01-01,20
PC,INV_TOT,DK,2017-01-01,20
PC,INV_TOT,EA19,2000-01-01,23
PC,INV_TOT,EA19,2001-01-01,22
PC,INV_TOT,EA19,2002-01-01,21
PC,INV_TOT,EA19,2003-01-01,21
PC,INV_TOT,EA19,2004-01-01,22
PC,INV_TOT,EA19,2005-01-01,22
PC,INV_TOT,EA19,2006-01-01,23
PC,INV_TOT,EA19,2007-01-01,23
PC,INV_TOT,EA19,2008-01-01,23
PC,INV_TOT,EA19,2009-01-01,21
PC,INV_TOT,EA19,2010-01-01,20
PC,INV_TOT,EA19,2011-01-01,21
PC,INV_TOT,EA19,2012-01-01,20
PC,INV_TOT,EA19,2013-01-01,19
PC,INV_TOT,EA19,2014-01-01,19
PC,INV_TOT,EA19,2015-01-01,20
PC,INV_TOT,EA19,2016-01-01,20
PC,INV_TOT,EA19,2017-01-01,20
PC,INV_TOT,EE,2000-01-01,26
PC,INV_TOT,EE,2001-01-01,27
PC,INV_TOT,EE,2002-01-01,30
PC,INV_TOT,EE,2003-01-01,32
PC,INV_TOT,EE,2004-01-01,31
PC,INV_TOT,EE,2005-01-01,32
PC,INV_TOT,EE,2006-01-01,36
PC,INV_TOT,EE,2007-01-01,36
PC,INV_TOT,EE,2008-01-01,31
PC,INV_TOT,EE,2009-01-01,22
PC,INV_TOT,EE,2010-01-01,21
PC,INV_TOT,EE,2011-01-01,26
PC,INV_TOT,EE,2012-01-01,28
PC,INV_TOT,EE,2013-01-01,27
PC,INV_TOT,EE,2014-01-01,24
PC,INV_TOT,EE,2015-01-01,23
PC,INV_TOT,EE,2016-01-01,22
PC,INV_TOT,EE,2017-01-01,
PC,INV_TOT,EL,2000-01-01,24
PC,INV_TOT,EL,2001-01-01,24
PC,INV_TOT,EL,2002-01-01,23
PC,INV_TOT,EL,2003-01-01,25
PC,INV_TOT,EL,2004-01-01,24
PC,INV_TOT,EL,2005-01-01,20
PC,INV_TOT,EL,2006-01-01,23
PC,INV_TOT,EL,2007-01-01,26
PC,INV_TOT,EL,2008-01-01,23
PC,INV_TOT,EL,2009-01-01,20
PC,INV_TOT,EL,2010-01-01,17
PC,INV_TOT,EL,2011-01-01,15
PC,INV_TOT,EL,2012-01-01,12
PC,INV_TOT,EL,2013-01-01,12
PC,INV_TOT,EL,2014-01-01,11
PC,INV_TOT,EL,2015-01-01,11
PC,INV_TOT,EL,2016-01-01,11
PC,INV_TOT,EL,2017-01-01,
PC,INV_TOT,ES,2000-01-01,26
PC,INV_TOT,ES,2001-01-01,26
PC,INV_TOT,ES,2002-01-01,26
PC,INV_TOT,ES,2003-01-01,27
PC,INV_TOT,ES,2004-01-01,28
PC,INV_TOT,ES,2005-01-01,29
PC,INV_TOT,ES,2006-01-01,31
PC,INV_TOT,ES,2007-01-01,31
PC,INV_TOT,ES,2008-01-01,29
PC,INV_TOT,ES,2009-01-01,24
PC,INV_TOT,ES,2010-01-01,23
PC,INV_TOT,ES,2011-01-01,21
PC,INV_TOT,ES,2012-01-01,19
PC,INV_TOT,ES,2013-01-01,18
PC,INV_TOT,ES,2014-01-01,19
PC,INV_TOT,ES,2015-01-01,19
PC,INV_TOT,ES,2016-01-01,19
PC,INV_TOT,ES,2017-01-01,
PC,INV_TOT,EU28,2000-01-01,22
PC,INV_TOT,EU28,2001-01-01,21
PC,INV_TOT,EU28,2002-01-01,21
PC,INV_TOT,EU28,2003-01-01,21
PC,INV_TOT,EU28,2004-01-01,21
PC,INV_TOT,EU28,2005-01-01,21
PC,INV_TOT,EU28,2006-01-01,22
PC,INV_TOT,EU28,2007-01-01,22
PC,INV_TOT,EU28,2008-01-01,22
PC,INV_TOT,EU28,2009-01-01,20
PC,INV_TOT,EU28,2010-01-01,20
PC,INV_TOT,EU28,2011-01-01,20
PC,INV_TOT,EU28,2012-01-01,20
PC,INV_TOT,EU28,2013-01-01,19
PC,INV_TOT,EU28,2014-01-01,19
PC,INV_TOT,EU28,2015-01-01,20
PC,INV_TOT,EU28,2016-01-01,20
PC,INV_TOT,EU28,2017-01-01,20
PC,INV_TOT,FI,2000-01-01,23
PC,INV_TOT,FI,2001-01-01,22
PC,INV_TOT,FI,2002-01-01,21
PC,INV_TOT,FI,2003-01-01,21
PC,INV_TOT,FI,2004-01-01,22
PC,INV_TOT,FI,2005-01-01,22
PC,INV_TOT,FI,2006-01-01,22
PC,INV_TOT,FI,2007-01-01,24
PC,INV_TOT,FI,2008-01-01,24
PC,INV_TOT,FI,2009-01-01,22
PC,INV_TOT,FI,2010-01-01,21
PC,INV_TOT,FI,2011-01-01,22
PC,INV_TOT,FI,2012-01-01,22
PC,INV_TOT,FI,2013-01-01,21
PC,INV_TOT,FI,2014-01-01,20
PC,INV_TOT,FI,2015-01-01,20
PC,INV_TOT,FI,2016-01-01,21
PC,INV_TOT,FI,2017-01-01,22
PC,INV_TOT,FR,2000-01-01,21
PC,INV_TOT,FR,2001-01-01,21
PC,INV_TOT,FR,2002-01-01,20
PC,INV_TOT,FR,2003-01-01,20
PC,INV_TOT,FR,2004-01-01,21
PC,INV_TOT,FR,2005-01-01,21
PC,INV_TOT,FR,2006-01-01,22
PC,INV_TOT,FR,2007-01-01,23
PC,INV_TOT,FR,2008-01-01,23
PC,INV_TOT,FR,2009-01-01,22
PC,INV_TOT,FR,2010-01-01,22
PC,INV_TOT,FR,2011-01-01,22
PC,INV_TOT,FR,2012-01-01,22
PC,INV_TOT,FR,2013-01-01,22
PC,INV_TOT,FR,2014-01-01,21
PC,INV_TOT,FR,2015-01-01,21
PC,INV_TOT,FR,2016-01-01,21
PC,INV_TOT,FR,2017-01-01,
PC,INV_TOT,HR,2000-01-01,
PC,INV_TOT,HR,2001-01-01,
PC,INV_TOT,HR,2002-01-01,22
PC,INV_TOT,HR,2003-01-01,25
PC,INV_TOT,HR,2004-01-01,25
PC,INV_TOT,HR,2005-01-01,25
PC,INV_TOT,HR,2006-01-01,26
PC,INV_TOT,HR,2007-01-01,26
PC,INV_TOT,HR,2008-01-01,28
PC,INV_TOT,HR,2009-01-01,25
PC,INV_TOT,HR,2010-01-01,21
PC,INV_TOT,HR,2011-01-01,20
PC,INV_TOT,HR,2012-01-01,19
PC,INV_TOT,HR,2013-01-01,
PC,INV_TOT,HR,2014-01-01,
PC,INV_TOT,HR,2015-01-01,
PC,INV_TOT,HR,2016-01-01,
PC,INV_TOT,HR,2017-01-01,
PC,INV_TOT,HU,2000-01-01,25
PC,INV_TOT,HU,2001-01-01,24
PC,INV_TOT,HU,2002-01-01,24
PC,INV_TOT,HU,2003-01-01,23
PC,INV_TOT,HU,2004-01-01,24
PC,INV_TOT,HU,2005-01-01,23
PC,INV_TOT,HU,2006-01-01,23
PC,INV_TOT,HU,2007-01-01,23
PC,INV_TOT,HU,2008-01-01,23
PC,INV_TOT,HU,2009-01-01,22
PC,INV_TOT,HU,2010-01-01,20
PC,INV_TOT,HU,2011-01-01,19
PC,INV_TOT,HU,2012-01-01,19
PC,INV_TOT,HU,2013-01-01,20
PC,INV_TOT,HU,2014-01-01,21
PC,INV_TOT,HU,2015-01-01,21
PC,INV_TOT,HU,2016-01-01,
PC,INV_TOT,HU,2017-01-01,
PC,INV_TOT,IE,2000-01-01,23
PC,INV_TOT,IE,2001-01-01,23
PC,INV_TOT,IE,2002-01-01,23
PC,INV_TOT,IE,2003-01-01,24
PC,INV_TOT,IE,2004-01-01,26
PC,INV_TOT,IE,2005-01-01,29
PC,INV_TOT,IE,2006-01-01,30
PC,INV_TOT,IE,2007-01-01,28
PC,INV_TOT,IE,2008-01-01,24
PC,INV_TOT,IE,2009-01-01,21
PC,INV_TOT,IE,2010-01-01,17
PC,INV_TOT,IE,2011-01-01,16
PC,INV_TOT,IE,2012-01-01,19
PC,INV_TOT,IE,2013-01-01,18
PC,INV_TOT,IE,2014-01-01,20
PC,INV_TOT,IE,2015-01-01,20
PC,INV_TOT,IE,2016-01-01,31
PC,INV_TOT,IE,2017-01-01,
PC,INV_TOT,IS,2000-01-01,24
PC,INV_TOT,IS,2001-01-01,22
PC,INV_TOT,IS,2002-01-01,19
PC,INV_TOT,IS,2003-01-01,21
PC,INV_TOT,IS,2004-01-01,24
PC,INV_TOT,IS,2005-01-01,29
PC,INV_TOT,IS,2006-01-01,35
PC,INV_TOT,IS,2007-01-01,29
PC,INV_TOT,IS,2008-01-01,25
PC,INV_TOT,IS,2009-01-01,14
PC,INV_TOT,IS,2010-01-01,13
PC,INV_TOT,IS,2011-01-01,15
PC,INV_TOT,IS,2012-01-01,16
PC,INV_TOT,IS,2013-01-01,15
PC,INV_TOT,IS,2014-01-01,17
PC,INV_TOT,IS,2015-01-01,18
PC,INV_TOT,IS,2016-01-01,
PC,INV_TOT,IS,2017-01-01,
PC,INV_TOT,IT,2000-01-01,20
PC,INV_TOT,IT,2001-01-01,20
PC,INV_TOT,IT,2002-01-01,21
PC,INV_TOT,IT,2003-01-01,20
PC,INV_TOT,IT,2004-01-01,20
PC,INV_TOT,IT,2005-01-01,21
PC,INV_TOT,IT,2006-01-01,21
PC,INV_TOT,IT,2007-01-01,21
PC,INV_TOT,IT,2008-01-01,21
PC,INV_TOT,IT,2009-01-01,19
PC,INV_TOT,IT,2010-01-01,19
PC,INV_TOT,IT,2011-01-01,19
PC,INV_TOT,IT,2012-01-01,18
PC,INV_TOT,IT,2013-01-01,17
PC,INV_TOT,IT,2014-01-01,16
PC,INV_TOT,IT,2015-01-01,16
PC,INV_TOT,IT,2016-01-01,17
PC,INV_TOT,IT,2017-01-01,17
PC,INV_TOT,LT,2000-01-01,19
PC,INV_TOT,LT,2001-01-01,20
PC,INV_TOT,LT,2002-01-01,20
PC,INV_TOT,LT,2003-01-01,21
PC,INV_TOT,LT,2004-01-01,22
PC,INV_TOT,LT,2005-01-01,23
PC,INV_TOT,LT,2006-01-01,25
PC,INV_TOT,LT,2007-01-01,28
PC,INV_TOT,LT,2008-01-01,26
PC,INV_TOT,LT,2009-01-01,17
PC,INV_TOT,LT,2010-01-01,16
PC,INV_TOT,LT,2011-01-01,18
PC,INV_TOT,LT,2012-01-01,17
PC,INV_TOT,LT,2013-01-01,18
PC,INV_TOT,LT,2014-01-01,18
PC,INV_TOT,LT,2015-01-01,19
PC,INV_TOT,LT,2016-01-01,18
PC,INV_TOT,LT,2017-01-01,
PC,INV_TOT,LU,2000-01-01,20
PC,INV_TOT,LU,2001-01-01,21
PC,INV_TOT,LU,2002-01-01,20
PC,INV_TOT,LU,2003-01-01,20
PC,INV_TOT,LU,2004-01-01,20
PC,INV_TOT,LU,2005-01-01,19
PC,INV_TOT,LU,2006-01-01,17
PC,INV_TOT,LU,2007-01-01,18
PC,INV_TOT,LU,2008-01-01,20
PC,INV_TOT,LU,2009-01-01,18
PC,INV_TOT,LU,2010-01-01,17
PC,INV_TOT,LU,2011-01-01,19
PC,INV_TOT,LU,2012-01-01,20
PC,INV_TOT,LU,2013-01-01,19
PC,INV_TOT,LU,2014-01-01,19
PC,INV_TOT,LU,2015-01-01,17
PC,INV_TOT,LU,2016-01-01,17
PC,INV_TOT,LU,2017-01-01,
PC,INV_TOT,LV,2000-01-01,25
PC,INV_TOT,LV,2001-01-01,27
PC,INV_TOT,LV,2002-01-01,24
PC,INV_TOT,LV,2003-01-01,24
PC,INV_TOT,LV,2004-01-01,28
PC,INV_TOT,LV,2005-01-01,31
PC,INV_TOT,LV,2006-01-01,34
PC,INV_TOT,LV,2007-01-01,36
PC,INV_TOT,LV,2008-01-01,32
PC,INV_TOT,LV,2009-01-01,22
PC,INV_TOT,LV,2010-01-01,19
PC,INV_TOT,LV,2011-01-01,22
PC,INV_TOT,LV,2012-01-01,25
PC,INV_TOT,LV,2013-01-01,23
PC,INV_TOT,LV,2014-01-01,22
PC,INV_TOT,LV,2015-01-01,22
PC,INV_TOT,LV,2016-01-01,18
PC,INV_TOT,LV,2017-01-01,
PC,INV_TOT,MT,2000-01-01,22
PC,INV_TOT,MT,2001-01-01,20
PC,INV_TOT,MT,2002-01-01,16
PC,INV_TOT,MT,2003-01-01,20
PC,INV_TOT,MT,2004-01-01,20
PC,INV_TOT,MT,2005-01-01,22
PC,INV_TOT,MT,2006-01-01,21
PC,INV_TOT,MT,2007-01-01,22
PC,INV_TOT,MT,2008-01-01,19
PC,INV_TOT,MT,2009-01-01,18
PC,INV_TOT,MT,2010-01-01,21
PC,INV_TOT,MT,2011-01-01,17
PC,INV_TOT,MT,2012-01-01,18
PC,INV_TOT,MT,2013-01-01,17
PC,INV_TOT,MT,2014-01-01,17
PC,INV_TOT,MT,2015-01-01,25
PC,INV_TOT,MT,2016-01-01,23
PC,INV_TOT,MT,2017-01-01,
PC,INV_TOT,NL,2000-01-01,22
PC,INV_TOT,NL,2001-01-01,22
PC,INV_TOT,NL,2002-01-01,21
PC,INV_TOT,NL,2003-01-01,20
PC,INV_TOT,NL,2004-01-01,20
PC,INV_TOT,NL,2005-01-01,20
PC,INV_TOT,NL,2006-01-01,21
PC,INV_TOT,NL,2007-01-01,21
PC,INV_TOT,NL,2008-01-01,22
PC,INV_TOT,NL,2009-01-01,21
PC,INV_TOT,NL,2010-01-01,19
PC,INV_TOT,NL,2011-01-01,20
PC,INV_TOT,NL,2012-01-01,18
PC,INV_TOT,NL,2013-01-01,17
PC,INV_TOT,NL,2014-01-01,18
PC,INV_TOT,NL,2015-01-01,19
PC,INV_TOT,NL,2016-01-01,19
PC,INV_TOT,NL,2017-01-01,20
PC,INV_TOT,NO,2000-01-01,19
PC,INV_TOT,NO,2001-01-01,19
PC,INV_TOT,NO,2002-01-01,19
PC,INV_TOT,NO,2003-01-01,18
PC,INV_TOT,NO,2004-01-01,19
PC,INV_TOT,NO,2005-01-01,20
PC,INV_TOT,NO,2006-01-01,20
PC,INV_TOT,NO,2007-01-01,23
PC,INV_TOT,NO,2008-01-01,22
PC,INV_TOT,NO,2009-01-01,23
PC,INV_TOT,NO,2010-01-01,20
PC,INV_TOT,NO,2011-01-01,21
PC,INV_TOT,NO,2012-01-01,22
PC,INV_TOT,NO,2013-01-01,23
PC,INV_TOT,NO,2014-01-01,23
PC,INV_TOT,NO,2015-01-01,23
PC,INV_TOT,NO,2016-01-01,24
PC,INV_TOT,NO,2017-01-01,23
PC,INV_TOT,PL,2000-01-01,23
PC,INV_TOT,PL,2001-01-01,20
PC,INV_TOT,PL,2002-01-01,18
PC,INV_TOT,PL,2003-01-01,18
PC,INV_TOT,PL,2004-01-01,18
PC,INV_TOT,PL,2005-01-01,18
PC,INV_TOT,PL,2006-01-01,20
PC,INV_TOT,PL,2007-01-01,22
PC,INV_TOT,PL,2008-01-01,23
PC,INV_TOT,PL,2009-01-01,21
PC,INV_TOT,PL,2010-01-01,20
PC,INV_TOT,PL,2011-01-01,20
PC,INV_TOT,PL,2012-01-01,19
PC,INV_TOT,PL,2013-01-01,18
PC,INV_TOT,PL,2014-01-01,19
PC,INV_TOT,PL,2015-01-01,20
PC,INV_TOT,PL,2016-01-01,18
PC,INV_TOT,PL,2017-01-01,
PC,INV_TOT,PT,2000-01-01,27
PC,INV_TOT,PT,2001-01-01,27
PC,INV_TOT,PT,2002-01-01,25
PC,INV_TOT,PT,2003-01-01,23
PC,INV_TOT,PT,2004-01-01,23
PC,INV_TOT,PT,2005-01-01,23
PC,INV_TOT,PT,2006-01-01,22
PC,INV_TOT,PT,2007-01-01,22
PC,INV_TOT,PT,2008-01-01,22
PC,INV_TOT,PT,2009-01-01,21
PC,INV_TOT,PT,2010-01-01,20
PC,INV_TOT,PT,2011-01-01,18
PC,INV_TOT,PT,2012-01-01,15
PC,INV_TOT,PT,2013-01-01,14
PC,INV_TOT,PT,2014-01-01,15
PC,INV_TOT,PT,2015-01-01,15
PC,INV_TOT,PT,2016-01-01,15
PC,INV_TOT,PT,2017-01-01,16
PC,INV_TOT,RO,2000-01-01,18
PC,INV_TOT,RO,2001-01-01,20
PC,INV_TOT,RO,2002-01-01,21
PC,INV_TOT,RO,2003-01-01,22
PC,INV_TOT,RO,2004-01-01,21
PC,INV_TOT,RO,2005-01-01,22
PC,INV_TOT,RO,2006-01-01,25
PC,INV_TOT,RO,2007-01-01,30
PC,INV_TOT,RO,2008-01-01,32
PC,INV_TOT,RO,2009-01-01,25
PC,INV_TOT,RO,2010-01-01,24
PC,INV_TOT,RO,2011-01-01,27
PC,INV_TOT,RO,2012-01-01,27
PC,INV_TOT,RO,2013-01-01,24
PC,INV_TOT,RO,2014-01-01,24
PC,INV_TOT,RO,2015-01-01,24
PC,INV_TOT,RO,2016-01-01,22
PC,INV_TOT,RO,2017-01-01,
PC,INV_TOT,RS,2000-01-01,
PC,INV_TOT,RS,2001-01-01,
PC,INV_TOT,RS,2002-01-01,
PC,INV_TOT,RS,2003-01-01,
PC,INV_TOT,RS,2004-01-01,
PC,INV_TOT,RS,2005-01-01,20
PC,INV_TOT,RS,2006-01-01,22
PC,INV_TOT,RS,2007-01-01,25
PC,INV_TOT,RS,2008-01-01,24
PC,INV_TOT,RS,2009-01-01,19
PC,INV_TOT,RS,2010-01-01,18
PC,INV_TOT,RS,2011-01-01,18
PC,INV_TOT,RS,2012-01-01,21
PC,INV_TOT,RS,2013-01-01,17
PC,INV_TOT,RS,2014-01-01,
PC,INV_TOT,RS,2015-01-01,
PC,INV_TOT,RS,2016-01-01,
PC,INV_TOT,RS,2017-01-01,
PC,INV_TOT,SE,2000-01-01,22
PC,INV_TOT,SE,2001-01-01,22
PC,INV_TOT,SE,2002-01-01,21
PC,INV_TOT,SE,2003-01-01,21
PC,INV_TOT,SE,2004-01-01,21
PC,INV_TOT,SE,2005-01-01,22
PC,INV_TOT,SE,2006-01-01,23
PC,INV_TOT,SE,2007-01-01,23
PC,INV_TOT,SE,2008-01-01,24
PC,INV_TOT,SE,2009-01-01,22
PC,INV_TOT,SE,2010-01-01,22
PC,INV_TOT,SE,2011-01-01,22
PC,INV_TOT,SE,2012-01-01,22
PC,INV_TOT,SE,2013-01-01,22
PC,INV_TOT,SE,2014-01-01,23
PC,INV_TOT,SE,2015-01-01,23
PC,INV_TOT,SE,2016-01-01,24
PC,INV_TOT,SE,2017-01-01,24
PC,INV_TOT,SI,2000-01-01,27
PC,INV_TOT,SI,2001-01-01,26
PC,INV_TOT,SI,2002-01-01,24
PC,INV_TOT,SI,2003-01-01,25
PC,INV_TOT,SI,2004-01-01,26
PC,INV_TOT,SI,2005-01-01,26
PC,INV_TOT,SI,2006-01-01,27
PC,INV_TOT,SI,2007-01-01,28
PC,INV_TOT,SI,2008-01-01,29
PC,INV_TOT,SI,2009-01-01,24
PC,INV_TOT,SI,2010-01-01,21
PC,INV_TOT,SI,2011-01-01,20
PC,INV_TOT,SI,2012-01-01,19
PC,INV_TOT,SI,2013-01-01,19
PC,INV_TOT,SI,2014-01-01,19
