s_adj,nace_r2,unit,indic_bt,geotime,date,value
SCA,B-E36,I2015_SCA,WAGE,SE,2018-04-01,107
SCA,B-E36,I2015_SCA,WAGE,SI,2015-07-01,100
SCA,B-E36,I2015_SCA,WAGE,SI,2015-10-01,100
SCA,B-E36,I2015_SCA,WAGE,SI,2016-01-01,101
SCA,B-E36,I2015_SCA,WAGE,SI,2016-04-01,101
SCA,B-E36,I2015_SCA,WAGE,SI,2016-07-01,101
SCA,B-E36,I2015_SCA,WAGE,SI,2016-10-01,102
SCA,B-E36,I2015_SCA,WAGE,SI,2017-01-01,103
SCA,B-E36,I2015_SCA,WAGE,SI,2017-04-01,104
SCA,B-E36,I2015_SCA,WAGE,SI,2017-07-01,104
SCA,B-E36,I2015_SCA,WAGE,SI,2017-10-01,107
SCA,B-E36,I2015_SCA,WAGE,SI,2018-01-01,107
SCA,B-E36,I2015_SCA,WAGE,SI,2018-04-01,108
SCA,B-E36,I2015_SCA,WAGE,SK,2015-07-01,100
SCA,B-E36,I2015_SCA,WAGE,SK,2015-10-01,102
SCA,B-E36,I2015_SCA,WAGE,SK,2016-01-01,104
SCA,B-E36,I2015_SCA,WAGE,SK,2016-04-01,105
SCA,B-E36,I2015_SCA,WAGE,SK,2016-07-01,107
SCA,B-E36,I2015_SCA,WAGE,SK,2016-10-01,110
SCA,B-E36,I2015_SCA,WAGE,SK,2017-01-01,111
SCA,B-E36,I2015_SCA,WAGE,SK,2017-04-01,115
SCA,B-E36,I2015_SCA,WAGE,SK,2017-07-01,117
SCA,B-E36,I2015_SCA,WAGE,SK,2017-10-01,120
SCA,B-E36,I2015_SCA,WAGE,SK,2018-01-01,123
SCA,B-E36,I2015_SCA,WAGE,SK,2018-04-01,126
SCA,B-E36,I2015_SCA,WAGE,TR,2015-07-01,102
SCA,B-E36,I2015_SCA,WAGE,TR,2015-10-01,105
SCA,B-E36,I2015_SCA,WAGE,TR,2016-01-01,114
SCA,B-E36,I2015_SCA,WAGE,TR,2016-04-01,117
SCA,B-E36,I2015_SCA,WAGE,TR,2016-07-01,120
SCA,B-E36,I2015_SCA,WAGE,TR,2016-10-01,123
SCA,B-E36,I2015_SCA,WAGE,TR,2017-01-01,126
SCA,B-E36,I2015_SCA,WAGE,TR,2017-04-01,132
SCA,B-E36,I2015_SCA,WAGE,TR,2017-07-01,137
SCA,B-E36,I2015_SCA,WAGE,TR,2017-10-01,143
SCA,B-E36,I2015_SCA,WAGE,TR,2018-01-01,153
SCA,B-E36,I2015_SCA,WAGE,TR,2018-04-01,158
SCA,B-E36,I2015_SCA,WAGE,UK,2015-07-01,100
SCA,B-E36,I2015_SCA,WAGE,UK,2015-10-01,100
SCA,B-E36,I2015_SCA,WAGE,UK,2016-01-01,101
SCA,B-E36,I2015_SCA,WAGE,UK,2016-04-01,101
SCA,B-E36,I2015_SCA,WAGE,UK,2016-07-01,102
SCA,B-E36,I2015_SCA,WAGE,UK,2016-10-01,101
SCA,B-E36,I2015_SCA,WAGE,UK,2017-01-01,102
SCA,B-E36,I2015_SCA,WAGE,UK,2017-04-01,103
SCA,B-E36,I2015_SCA,WAGE,UK,2017-07-01,104
SCA,B-E36,I2015_SCA,WAGE,UK,2017-10-01,105
SCA,B-E36,I2015_SCA,WAGE,UK,2018-01-01,105
SCA,B-E36,I2015_SCA,WAGE,UK,2018-04-01,106
