unit,sex,citizen,age,wstatus,geotime,date,value
THS,T,TOTAL,Y15-74,POP,BG,2004-01-01,6137
THS,T,TOTAL,Y15-74,POP,BG,2005-01-01,6116
THS,T,TOTAL,Y15-74,POP,BG,2006-01-01,
THS,T,TOTAL,Y15-74,POP,BG,2007-01-01,6028
THS,T,TOTAL,Y15-74,POP,BG,2008-01-01,5986
THS,T,TOTAL,Y15-74,POP,BG,2009-01-01,5939
THS,T,TOTAL,Y15-74,POP,BG,2010-01-01,5827
THS,T,TOTAL,Y15-74,POP,BG,2011-01-01,5766
THS,T,TOTAL,Y15-74,POP,BG,2012-01-01,
THS,T,TOTAL,Y15-74,POP,BG,2013-01-01,
THS,T,TOTAL,Y15-74,POP,BG,2014-01-01,5608
THS,T,TOTAL,Y15-74,POP,BG,2015-01-01,5562
THS,T,TOTAL,Y15-74,POP,BG,2016-01-01,5510
THS,T,TOTAL,Y15-74,POP,BG,2017-01-01,5454
THS,T,TOTAL,Y15-74,POP,CY,1995-01-01,
THS,T,TOTAL,Y15-74,POP,CY,1996-01-01,
THS,T,TOTAL,Y15-74,POP,CY,1997-01-01,
THS,T,TOTAL,Y15-74,POP,CY,1998-01-01,
THS,T,TOTAL,Y15-74,POP,CY,1999-01-01,473
THS,T,TOTAL,Y15-74,POP,CY,2000-01-01,482
THS,T,TOTAL,Y15-74,POP,CY,2001-01-01,490
THS,T,TOTAL,Y15-74,POP,CY,2002-01-01,494
THS,T,TOTAL,Y15-74,POP,CY,2003-01-01,506
THS,T,TOTAL,Y15-74,POP,CY,2004-01-01,521
THS,T,TOTAL,Y15-74,POP,CY,2005-01-01,546
THS,T,TOTAL,Y15-74,POP,CY,2006-01-01,
THS,T,TOTAL,Y15-74,POP,CY,2007-01-01,574
THS,T,TOTAL,Y15-74,POP,CY,2008-01-01,580
THS,T,TOTAL,Y15-74,POP,CY,2009-01-01,596
THS,T,TOTAL,Y15-74,POP,CY,2010-01-01,615
THS,T,TOTAL,Y15-74,POP,CY,2011-01-01,634
THS,T,TOTAL,Y15-74,POP,CY,2012-01-01,
THS,T,TOTAL,Y15-74,POP,CY,2013-01-01,
THS,T,TOTAL,Y15-74,POP,CY,2014-01-01,634
THS,T,TOTAL,Y15-74,POP,CY,2015-01-01,627
THS,T,TOTAL,Y15-74,POP,CY,2016-01-01,628
THS,T,TOTAL,Y15-74,POP,CY,2017-01-01,638
THS,T,TOTAL,Y15-74,POP,CZ,1995-01-01,
THS,T,TOTAL,Y15-74,POP,CZ,1996-01-01,
THS,T,TOTAL,Y15-74,POP,CZ,1997-01-01,7976
THS,T,TOTAL,Y15-74,POP,CZ,1998-01-01,7987
THS,T,TOTAL,Y15-74,POP,CZ,1999-01-01,7998
THS,T,TOTAL,Y15-74,POP,CZ,2000-01-01,7998
THS,T,TOTAL,Y15-74,POP,CZ,2001-01-01,7994
THS,T,TOTAL,Y15-74,POP,CZ,2002-01-01,7994
THS,T,TOTAL,Y15-74,POP,CZ,2003-01-01,8006
THS,T,TOTAL,Y15-74,POP,CZ,2004-01-01,8068
THS,T,TOTAL,Y15-74,POP,CZ,2005-01-01,8099
THS,T,TOTAL,Y15-74,POP,CZ,2006-01-01,
THS,T,TOTAL,Y15-74,POP,CZ,2007-01-01,8187
THS,T,TOTAL,Y15-74,POP,CZ,2008-01-01,8275
THS,T,TOTAL,Y15-74,POP,CZ,2009-01-01,8333
THS,T,TOTAL,Y15-74,POP,CZ,2010-01-01,8334
THS,T,TOTAL,Y15-74,POP,CZ,2011-01-01,8271
THS,T,TOTAL,Y15-74,POP,CZ,2012-01-01,
THS,T,TOTAL,Y15-74,POP,CZ,2013-01-01,
THS,T,TOTAL,Y15-74,POP,CZ,2014-01-01,8214
THS,T,TOTAL,Y15-74,POP,CZ,2015-01-01,8201
THS,T,TOTAL,Y15-74,POP,CZ,2016-01-01,8174
THS,T,TOTAL,Y15-74,POP,CZ,2017-01-01,8161
THS,T,TOTAL,Y15-74,POP,DE,1995-01-01,62575
THS,T,TOTAL,Y15-74,POP,DE,1996-01-01,62806
THS,T,TOTAL,Y15-74,POP,DE,1997-01-01,62750
THS,T,TOTAL,Y15-74,POP,DE,1998-01-01,62972
THS,T,TOTAL,Y15-74,POP,DE,1999-01-01,62944
THS,T,TOTAL,Y15-74,POP,DE,2000-01-01,63139
THS,T,TOTAL,Y15-74,POP,DE,2001-01-01,63223
THS,T,TOTAL,Y15-74,POP,DE,2002-01-01,63360
THS,T,TOTAL,Y15-74,POP,DE,2003-01-01,63478
THS,T,TOTAL,Y15-74,POP,DE,2004-01-01,63610
THS,T,TOTAL,Y15-74,POP,DE,2005-01-01,63915
THS,T,TOTAL,Y15-74,POP,DE,2006-01-01,
THS,T,TOTAL,Y15-74,POP,DE,2007-01-01,63930
THS,T,TOTAL,Y15-74,POP,DE,2008-01-01,63878
THS,T,TOTAL,Y15-74,POP,DE,2009-01-01,63608
THS,T,TOTAL,Y15-74,POP,DE,2010-01-01,61922
THS,T,TOTAL,Y15-74,POP,DE,2011-01-01,61423
THS,T,TOTAL,Y15-74,POP,DE,2012-01-01,
THS,T,TOTAL,Y15-74,POP,DE,2013-01-01,
THS,T,TOTAL,Y15-74,POP,DE,2014-01-01,61363
THS,T,TOTAL,Y15-74,POP,DE,2015-01-01,61544
THS,T,TOTAL,Y15-74,POP,DE,2016-01-01,62061
THS,T,TOTAL,Y15-74,POP,DE,2017-01-01,62053
THS,T,TOTAL,Y15-74,POP,DK,1995-01-01,3943
THS,T,TOTAL,Y15-74,POP,DK,1996-01-01,3958
THS,T,TOTAL,Y15-74,POP,DK,1997-01-01,3962
THS,T,TOTAL,Y15-74,POP,DK,1998-01-01,3957
THS,T,TOTAL,Y15-74,POP,DK,1999-01-01,3972
THS,T,TOTAL,Y15-74,POP,DK,2000-01-01,3961
THS,T,TOTAL,Y15-74,POP,DK,2001-01-01,3978
THS,T,TOTAL,Y15-74,POP,DK,2002-01-01,3965
THS,T,TOTAL,Y15-74,POP,DK,2003-01-01,3969
THS,T,TOTAL,Y15-74,POP,DK,2004-01-01,3993
THS,T,TOTAL,Y15-74,POP,DK,2005-01-01,4011
THS,T,TOTAL,Y15-74,POP,DK,2006-01-01,
THS,T,TOTAL,Y15-74,POP,DK,2007-01-01,4048
THS,T,TOTAL,Y15-74,POP,DK,2008-01-01,4089
THS,T,TOTAL,Y15-74,POP,DK,2009-01-01,4122
THS,T,TOTAL,Y15-74,POP,DK,2010-01-01,4150
THS,T,TOTAL,Y15-74,POP,DK,2011-01-01,4174
THS,T,TOTAL,Y15-74,POP,DK,2012-01-01,
THS,T,TOTAL,Y15-74,POP,DK,2013-01-01,
THS,T,TOTAL,Y15-74,POP,DK,2014-01-01,4252
THS,T,TOTAL,Y15-74,POP,DK,2015-01-01,4283
THS,T,TOTAL,Y15-74,POP,DK,2016-01-01,4320
THS,T,TOTAL,Y15-74,POP,DK,2017-01-01,4341
THS,T,TOTAL,Y15-74,POP,EE,1995-01-01,
THS,T,TOTAL,Y15-74,POP,EE,1996-01-01,
THS,T,TOTAL,Y15-74,POP,EE,1997-01-01,1032
THS,T,TOTAL,Y15-74,POP,EE,1998-01-01,1046
THS,T,TOTAL,Y15-74,POP,EE,1999-01-01,1042
THS,T,TOTAL,Y15-74,POP,EE,2000-01-01,1068
THS,T,TOTAL,Y15-74,POP,EE,2001-01-01,1070
THS,T,TOTAL,Y15-74,POP,EE,2002-01-01,1062
THS,T,TOTAL,Y15-74,POP,EE,2003-01-01,1055
THS,T,TOTAL,Y15-74,POP,EE,2004-01-01,1052
THS,T,TOTAL,Y15-74,POP,EE,2005-01-01,1049
THS,T,TOTAL,Y15-74,POP,EE,2006-01-01,
THS,T,TOTAL,Y15-74,POP,EE,2007-01-01,1041
THS,T,TOTAL,Y15-74,POP,EE,2008-01-01,1035
THS,T,TOTAL,Y15-74,POP,EE,2009-01-01,1029
THS,T,TOTAL,Y15-74,POP,EE,2010-01-01,1023
THS,T,TOTAL,Y15-74,POP,EE,2011-01-01,1016
THS,T,TOTAL,Y15-74,POP,EE,2012-01-01,
THS,T,TOTAL,Y15-74,POP,EE,2013-01-01,
THS,T,TOTAL,Y15-74,POP,EE,2014-01-01,987
THS,T,TOTAL,Y15-74,POP,EE,2015-01-01,979
THS,T,TOTAL,Y15-74,POP,EE,2016-01-01,977
THS,T,TOTAL,Y15-74,POP,EE,2017-01-01,972
THS,T,TOTAL,Y15-74,POP,EL,1995-01-01,7882
THS,T,TOTAL,Y15-74,POP,EL,1996-01-01,7956
THS,T,TOTAL,Y15-74,POP,EL,1997-01-01,8022
THS,T,TOTAL,Y15-74,POP,EL,1998-01-01,8035
THS,T,TOTAL,Y15-74,POP,EL,1999-01-01,8116
THS,T,TOTAL,Y15-74,POP,EL,2000-01-01,8188
THS,T,TOTAL,Y15-74,POP,EL,2001-01-01,8464
THS,T,TOTAL,Y15-74,POP,EL,2002-01-01,8435
THS,T,TOTAL,Y15-74,POP,EL,2003-01-01,8449
THS,T,TOTAL,Y15-74,POP,EL,2004-01-01,8463
THS,T,TOTAL,Y15-74,POP,EL,2005-01-01,8474
THS,T,TOTAL,Y15-74,POP,EL,2006-01-01,
THS,T,TOTAL,Y15-74,POP,EL,2007-01-01,8480
THS,T,TOTAL,Y15-74,POP,EL,2008-01-01,8470
THS,T,TOTAL,Y15-74,POP,EL,2009-01-01,8432
THS,T,TOTAL,Y15-74,POP,EL,2010-01-01,8367
THS,T,TOTAL,Y15-74,POP,EL,2011-01-01,8306
THS,T,TOTAL,Y15-74,POP,EL,2012-01-01,
THS,T,TOTAL,Y15-74,POP,EL,2013-01-01,
THS,T,TOTAL,Y15-74,POP,EL,2014-01-01,8134
THS,T,TOTAL,Y15-74,POP,EL,2015-01-01,8086
THS,T,TOTAL,Y15-74,POP,EL,2016-01-01,8047
THS,T,TOTAL,Y15-74,POP,EL,2017-01-01,8012
THS,T,TOTAL,Y15-74,POP,ES,1995-01-01,30036
THS,T,TOTAL,Y15-74,POP,ES,1996-01-01,30246
THS,T,TOTAL,Y15-74,POP,ES,1997-01-01,30493
THS,T,TOTAL,Y15-74,POP,ES,1998-01-01,30682
THS,T,TOTAL,Y15-74,POP,ES,1999-01-01,30922
THS,T,TOTAL,Y15-74,POP,ES,2000-01-01,31184
THS,T,TOTAL,Y15-74,POP,ES,2001-01-01,31642
THS,T,TOTAL,Y15-74,POP,ES,2002-01-01,32144
THS,T,TOTAL,Y15-74,POP,ES,2003-01-01,32685
THS,T,TOTAL,Y15-74,POP,ES,2004-01-01,33182
THS,T,TOTAL,Y15-74,POP,ES,2005-01-01,33836
THS,T,TOTAL,Y15-74,POP,ES,2006-01-01,
THS,T,TOTAL,Y15-74,POP,ES,2007-01-01,34766
THS,T,TOTAL,Y15-74,POP,ES,2008-01-01,35243
THS,T,TOTAL,Y15-74,POP,ES,2009-01-01,35369
THS,T,TOTAL,Y15-74,POP,ES,2010-01-01,35344
THS,T,TOTAL,Y15-74,POP,ES,2011-01-01,35332
THS,T,TOTAL,Y15-74,POP,ES,2012-01-01,
THS,T,TOTAL,Y15-74,POP,ES,2013-01-01,
THS,T,TOTAL,Y15-74,POP,ES,2014-01-01,34975
THS,T,TOTAL,Y15-74,POP,ES,2015-01-01,34953
THS,T,TOTAL,Y15-74,POP,ES,2016-01-01,34907
THS,T,TOTAL,Y15-74,POP,ES,2017-01-01,35039
THS,T,TOTAL,Y15-74,POP,FI,1995-01-01,3773
THS,T,TOTAL,Y15-74,POP,FI,1996-01-01,3822
THS,T,TOTAL,Y15-74,POP,FI,1997-01-01,3850
THS,T,TOTAL,Y15-74,POP,FI,1998-01-01,3859
THS,T,TOTAL,Y15-74,POP,FI,1999-01-01,3869
THS,T,TOTAL,Y15-74,POP,FI,2000-01-01,3880
THS,T,TOTAL,Y15-74,POP,FI,2001-01-01,3888
THS,T,TOTAL,Y15-74,POP,FI,2002-01-01,3897
THS,T,TOTAL,Y15-74,POP,FI,2003-01-01,3906
THS,T,TOTAL,Y15-74,POP,FI,2004-01-01,3911
THS,T,TOTAL,Y15-74,POP,FI,2005-01-01,3927
THS,T,TOTAL,Y15-74,POP,FI,2006-01-01,
THS,T,TOTAL,Y15-74,POP,FI,2007-01-01,3960
THS,T,TOTAL,Y15-74,POP,FI,2008-01-01,3981
THS,T,TOTAL,Y15-74,POP,FI,2009-01-01,4005
THS,T,TOTAL,Y15-74,POP,FI,2010-01-01,4025
THS,T,TOTAL,Y15-74,POP,FI,2011-01-01,4038
THS,T,TOTAL,Y15-74,POP,FI,2012-01-01,
THS,T,TOTAL,Y15-74,POP,FI,2013-01-01,
THS,T,TOTAL,Y15-74,POP,FI,2014-01-01,4075
THS,T,TOTAL,Y15-74,POP,FI,2015-01-01,4081
THS,T,TOTAL,Y15-74,POP,FI,2016-01-01,4090
THS,T,TOTAL,Y15-74,POP,FI,2017-01-01,4096
THS,T,TOTAL,Y15-74,POP,FR,1995-01-01,41598
THS,T,TOTAL,Y15-74,POP,FR,1996-01-01,41678
THS,T,TOTAL,Y15-74,POP,FR,1997-01-01,41812
THS,T,TOTAL,Y15-74,POP,FR,1998-01-01,41997
THS,T,TOTAL,Y15-74,POP,FR,1999-01-01,42146
THS,T,TOTAL,Y15-74,POP,FR,2000-01-01,42384
THS,T,TOTAL,Y15-74,POP,FR,2001-01-01,42674
THS,T,TOTAL,Y15-74,POP,FR,2002-01-01,42844
THS,T,TOTAL,Y15-74,POP,FR,2003-01-01,43390
THS,T,TOTAL,Y15-74,POP,FR,2004-01-01,43642
THS,T,TOTAL,Y15-74,POP,FR,2005-01-01,44021
THS,T,TOTAL,Y15-74,POP,FR,2006-01-01,
THS,T,TOTAL,Y15-74,POP,FR,2007-01-01,44431
THS,T,TOTAL,Y15-74,POP,FR,2008-01-01,44588
THS,T,TOTAL,Y15-74,POP,FR,2009-01-01,44721
THS,T,TOTAL,Y15-74,POP,FR,2010-01-01,44865
THS,T,TOTAL,Y15-74,POP,FR,2011-01-01,45039
THS,T,TOTAL,Y15-74,POP,FR,2012-01-01,
THS,T,TOTAL,Y15-74,POP,FR,2013-01-01,
THS,T,TOTAL,Y15-74,POP,FR,2014-01-01,46943
THS,T,TOTAL,Y15-74,POP,FR,2015-01-01,47114
THS,T,TOTAL,Y15-74,POP,FR,2016-01-01,47372
THS,T,TOTAL,Y15-74,POP,FR,2017-01-01,47713
THS,T,TOTAL,Y15-74,POP,HR,1995-01-01,
THS,T,TOTAL,Y15-74,POP,HR,1996-01-01,
THS,T,TOTAL,Y15-74,POP,HR,1997-01-01,
THS,T,TOTAL,Y15-74,POP,HR,1998-01-01,
THS,T,TOTAL,Y15-74,POP,HR,1999-01-01,
THS,T,TOTAL,Y15-74,POP,HR,2000-01-01,
THS,T,TOTAL,Y15-74,POP,HR,2001-01-01,
THS,T,TOTAL,Y15-74,POP,HR,2002-01-01,3250
THS,T,TOTAL,Y15-74,POP,HR,2003-01-01,3288
THS,T,TOTAL,Y15-74,POP,HR,2004-01-01,3289
THS,T,TOTAL,Y15-74,POP,HR,2005-01-01,3301
THS,T,TOTAL,Y15-74,POP,HR,2006-01-01,
THS,T,TOTAL,Y15-74,POP,HR,2007-01-01,3326
THS,T,TOTAL,Y15-74,POP,HR,2008-01-01,3324
THS,T,TOTAL,Y15-74,POP,HR,2009-01-01,3312
THS,T,TOTAL,Y15-74,POP,HR,2010-01-01,3297
THS,T,TOTAL,Y15-74,POP,HR,2011-01-01,3283
THS,T,TOTAL,Y15-74,POP,HR,2012-01-01,
THS,T,TOTAL,Y15-74,POP,HR,2013-01-01,
THS,T,TOTAL,Y15-74,POP,HR,2014-01-01,3242
THS,T,TOTAL,Y15-74,POP,HR,2015-01-01,3210
THS,T,TOTAL,Y15-74,POP,HR,2016-01-01,3184
THS,T,TOTAL,Y15-74,POP,HR,2017-01-01,3161
THS,T,TOTAL,Y15-74,POP,HU,1995-01-01,
THS,T,TOTAL,Y15-74,POP,HU,1996-01-01,7768
THS,T,TOTAL,Y15-74,POP,HU,1997-01-01,7768
THS,T,TOTAL,Y15-74,POP,HU,1998-01-01,7737
THS,T,TOTAL,Y15-74,POP,HU,1999-01-01,7700
THS,T,TOTAL,Y15-74,POP,HU,2000-01-01,7662
THS,T,TOTAL,Y15-74,POP,HU,2001-01-01,7773
THS,T,TOTAL,Y15-74,POP,HU,2002-01-01,7763
THS,T,TOTAL,Y15-74,POP,HU,2003-01-01,7747
THS,T,TOTAL,Y15-74,POP,HU,2004-01-01,7719
THS,T,TOTAL,Y15-74,POP,HU,2005-01-01,7722
THS,T,TOTAL,Y15-74,POP,HU,2006-01-01,
THS,T,TOTAL,Y15-74,POP,HU,2007-01-01,7703
THS,T,TOTAL,Y15-74,POP,HU,2008-01-01,7689
THS,T,TOTAL,Y15-74,POP,HU,2009-01-01,7676
THS,T,TOTAL,Y15-74,POP,HU,2010-01-01,7662
THS,T,TOTAL,Y15-74,POP,HU,2011-01-01,7649
THS,T,TOTAL,Y15-74,POP,HU,2012-01-01,
THS,T,TOTAL,Y15-74,POP,HU,2013-01-01,
THS,T,TOTAL,Y15-74,POP,HU,2014-01-01,7573
THS,T,TOTAL,Y15-74,POP,HU,2015-01-01,7537
THS,T,TOTAL,Y15-74,POP,HU,2016-01-01,7507
THS,T,TOTAL,Y15-74,POP,HU,2017-01-01,7460
THS,T,TOTAL,Y15-74,POP,IE,1995-01-01,2503
THS,T,TOTAL,Y15-74,POP,IE,1996-01-01,2550
THS,T,TOTAL,Y15-74,POP,IE,1997-01-01,2606
THS,T,TOTAL,Y15-74,POP,IE,1998-01-01,2687
THS,T,TOTAL,Y15-74,POP,IE,1999-01-01,2729
THS,T,TOTAL,Y15-74,POP,IE,2000-01-01,2777
THS,T,TOTAL,Y15-74,POP,IE,2001-01-01,2833
THS,T,TOTAL,Y15-74,POP,IE,2002-01-01,2899
THS,T,TOTAL,Y15-74,POP,IE,2003-01-01,2951
THS,T,TOTAL,Y15-74,POP,IE,2004-01-01,3003
THS,T,TOTAL,Y15-74,POP,IE,2005-01-01,3090
THS,T,TOTAL,Y15-74,POP,IE,2006-01-01,
THS,T,TOTAL,Y15-74,POP,IE,2007-01-01,3300
THS,T,TOTAL,Y15-74,POP,IE,2008-01-01,3363
THS,T,TOTAL,Y15-74,POP,IE,2009-01-01,3379
THS,T,TOTAL,Y15-74,POP,IE,2010-01-01,3374
THS,T,TOTAL,Y15-74,POP,IE,2011-01-01,3369
THS,T,TOTAL,Y15-74,POP,IE,2012-01-01,
THS,T,TOTAL,Y15-74,POP,IE,2013-01-01,
THS,T,TOTAL,Y15-74,POP,IE,2014-01-01,3404
THS,T,TOTAL,Y15-74,POP,IE,2015-01-01,3436
THS,T,TOTAL,Y15-74,POP,IE,2016-01-01,3479
THS,T,TOTAL,Y15-74,POP,IE,2017-01-01,3523
THS,T,TOTAL,Y15-74,POP,IT,1995-01-01,44263
THS,T,TOTAL,Y15-74,POP,IT,1996-01-01,44363
THS,T,TOTAL,Y15-74,POP,IT,1997-01-01,44425
THS,T,TOTAL,Y15-74,POP,IT,1998-01-01,44459
THS,T,TOTAL,Y15-74,POP,IT,1999-01-01,44398
THS,T,TOTAL,Y15-74,POP,IT,2000-01-01,44432
THS,T,TOTAL,Y15-74,POP,IT,2001-01-01,44461
THS,T,TOTAL,Y15-74,POP,IT,2002-01-01,44538
THS,T,TOTAL,Y15-74,POP,IT,2003-01-01,44544
THS,T,TOTAL,Y15-74,POP,IT,2004-01-01,44076
THS,T,TOTAL,Y15-74,POP,IT,2005-01-01,44374
THS,T,TOTAL,Y15-74,POP,IT,2006-01-01,
THS,T,TOTAL,Y15-74,POP,IT,2007-01-01,44590
THS,T,TOTAL,Y15-74,POP,IT,2008-01-01,44868
THS,T,TOTAL,Y15-74,POP,IT,2009-01-01,45074
THS,T,TOTAL,Y15-74,POP,IT,2010-01-01,45175
THS,T,TOTAL,Y15-74,POP,IT,2011-01-01,45260
THS,T,TOTAL,Y15-74,POP,IT,2012-01-01,
THS,T,TOTAL,Y15-74,POP,IT,2013-01-01,
THS,T,TOTAL,Y15-74,POP,IT,2014-01-01,45626
THS,T,TOTAL,Y15-74,POP,IT,2015-01-01,45520
THS,T,TOTAL,Y15-74,POP,IT,2016-01-01,45371
THS,T,TOTAL,Y15-74,POP,IT,2017-01-01,45277
THS,T,TOTAL,Y15-74,POP,LT,1995-01-01,
THS,T,TOTAL,Y15-74,POP,LT,1996-01-01,
THS,T,TOTAL,Y15-74,POP,LT,1997-01-01,
THS,T,TOTAL,Y15-74,POP,LT,1998-01-01,2647
THS,T,TOTAL,Y15-74,POP,LT,1999-01-01,2635
THS,T,TOTAL,Y15-74,POP,LT,2000-01-01,2626
THS,T,TOTAL,Y15-74,POP,LT,2001-01-01,2605
THS,T,TOTAL,Y15-74,POP,LT,2002-01-01,2604
THS,T,TOTAL,Y15-74,POP,LT,2003-01-01,2605
THS,T,TOTAL,Y15-74,POP,LT,2004-01-01,2592
THS,T,TOTAL,Y15-74,POP,LT,2005-01-01,2566
THS,T,TOTAL,Y15-74,POP,LT,2006-01-01,
THS,T,TOTAL,Y15-74,POP,LT,2007-01-01,2501
THS,T,TOTAL,Y15-74,POP,LT,2008-01-01,2479
THS,T,TOTAL,Y15-74,POP,LT,2009-01-01,2461
THS,T,TOTAL,Y15-74,POP,LT,2010-01-01,2426
THS,T,TOTAL,Y15-74,POP,LT,2011-01-01,2327
THS,T,TOTAL,Y15-74,POP,LT,2012-01-01,
THS,T,TOTAL,Y15-74,POP,LT,2013-01-01,
THS,T,TOTAL,Y15-74,POP,LT,2014-01-01,2237
THS,T,TOTAL,Y15-74,POP,LT,2015-01-01,2211
THS,T,TOTAL,Y15-74,POP,LT,2016-01-01,2175
THS,T,TOTAL,Y15-74,POP,LT,2017-01-01,2129
THS,T,TOTAL,Y15-74,POP,LU,1995-01-01,309
THS,T,TOTAL,Y15-74,POP,LU,1996-01-01,314
THS,T,TOTAL,Y15-74,POP,LU,1997-01-01,319
THS,T,TOTAL,Y15-74,POP,LU,1998-01-01,321
THS,T,TOTAL,Y15-74,POP,LU,1999-01-01,323
THS,T,TOTAL,Y15-74,POP,LU,2000-01-01,324
THS,T,TOTAL,Y15-74,POP,LU,2001-01-01,329
THS,T,TOTAL,Y15-74,POP,LU,2002-01-01,329
THS,T,TOTAL,Y15-74,POP,LU,2003-01-01,335
THS,T,TOTAL,Y15-74,POP,LU,2004-01-01,339
THS,T,TOTAL,Y15-74,POP,LU,2005-01-01,342
THS,T,TOTAL,Y15-74,POP,LU,2006-01-01,
THS,T,TOTAL,Y15-74,POP,LU,2007-01-01,353
THS,T,TOTAL,Y15-74,POP,LU,2008-01-01,357
THS,T,TOTAL,Y15-74,POP,LU,2009-01-01,372
THS,T,TOTAL,Y15-74,POP,LU,2010-01-01,378
THS,T,TOTAL,Y15-74,POP,LU,2011-01-01,389
THS,T,TOTAL,Y15-74,POP,LU,2012-01-01,
THS,T,TOTAL,Y15-74,POP,LU,2013-01-01,
THS,T,TOTAL,Y15-74,POP,LU,2014-01-01,410
THS,T,TOTAL,Y15-74,POP,LU,2015-01-01,425
THS,T,TOTAL,Y15-74,POP,LU,2016-01-01,436
THS,T,TOTAL,Y15-74,POP,LU,2017-01-01,452
THS,T,TOTAL,Y15-74,POP,LV,1995-01-01,
THS,T,TOTAL,Y15-74,POP,LV,1996-01-01,
THS,T,TOTAL,Y15-74,POP,LV,1997-01-01,
THS,T,TOTAL,Y15-74,POP,LV,1998-01-01,1835
THS,T,TOTAL,Y15-74,POP,LV,1999-01-01,1832
THS,T,TOTAL,Y15-74,POP,LV,2000-01-01,1827
THS,T,TOTAL,Y15-74,POP,LV,2001-01-01,1789
THS,T,TOTAL,Y15-74,POP,LV,2002-01-01,1773
THS,T,TOTAL,Y15-74,POP,LV,2003-01-01,1764
THS,T,TOTAL,Y15-74,POP,LV,2004-01-01,1755
THS,T,TOTAL,Y15-74,POP,LV,2005-01-01,1740
THS,T,TOTAL,Y15-74,POP,LV,2006-01-01,
THS,T,TOTAL,Y15-74,POP,LV,2007-01-01,1715
THS,T,TOTAL,Y15-74,POP,LV,2008-01-01,1702
