sex,age,unit,isced11,geo\time,date,value
T,Y25-64,PC,ED3-8,CH,2006-01-01,85.2 
T,Y25-64,PC,ED3-8,CH,2007-01-01,86.0 
T,Y25-64,PC,ED3-8,CH,2008-01-01,86.8 
T,Y25-64,PC,ED3-8,CH,2009-01-01,86.9 
T,Y25-64,PC,ED3-8,CH,2010-01-01,85.0 b
T,Y25-64,PC,ED3-8,CH,2011-01-01,84.8 
T,Y25-64,PC,ED3-8,CH,2012-01-01,85.7
T,Y25-64,PC,ED3-8,CH,2013-01-01,86.4 
T,Y25-64,PC,ED3-8,CH,2014-01-01,87.2 b
T,Y25-64,PC,ED3-8,CH,2015-01-01,87.3 
T,Y25-64,PC,ED3-8,CH,2016-01-01,87.4 
T,Y25-64,PC,ED3-8,CH,2017-01-01,87.8 
T,Y25-64,PC,ED3-8,CY,2005-01-01,66.6 
T,Y25-64,PC,ED3-8,CY,2006-01-01,69.5 
T,Y25-64,PC,ED3-8,CY,2007-01-01,72.1 
T,Y25-64,PC,ED3-8,CY,2008-01-01,73.1 
T,Y25-64,PC,ED3-8,CY,2009-01-01,72.3 b
T,Y25-64,PC,ED3-8,CY,2010-01-01,74.0 
T,Y25-64,PC,ED3-8,CY,2011-01-01,75.2 
T,Y25-64,PC,ED3-8,CY,2012-01-01,77.4
T,Y25-64,PC,ED3-8,CY,2013-01-01,78.5 
T,Y25-64,PC,ED3-8,CY,2014-01-01,77.6 b
T,Y25-64,PC,ED3-8,CY,2015-01-01,77.9 
T,Y25-64,PC,ED3-8,CY,2016-01-01,79.5 
T,Y25-64,PC,ED3-8,CY,2017-01-01,81.1 
T,Y25-64,PC,ED3-8,CZ,2005-01-01,89.9 
T,Y25-64,PC,ED3-8,CZ,2006-01-01,90.3 
T,Y25-64,PC,ED3-8,CZ,2007-01-01,90.5 
T,Y25-64,PC,ED3-8,CZ,2008-01-01,90.9 
T,Y25-64,PC,ED3-8,CZ,2009-01-01,91.4 
T,Y25-64,PC,ED3-8,CZ,2010-01-01,91.9 
T,Y25-64,PC,ED3-8,CZ,2011-01-01,92.3 b
T,Y25-64,PC,ED3-8,CZ,2012-01-01,92.5
T,Y25-64,PC,ED3-8,CZ,2013-01-01,92.8 
T,Y25-64,PC,ED3-8,CZ,2014-01-01,93.2 b
T,Y25-64,PC,ED3-8,CZ,2015-01-01,93.2 
T,Y25-64,PC,ED3-8,CZ,2016-01-01,93.4 
T,Y25-64,PC,ED3-8,CZ,2017-01-01,93.8 
T,Y25-64,PC,ED3-8,DE,2005-01-01,83.1 b
T,Y25-64,PC,ED3-8,DE,2006-01-01,83.2 
T,Y25-64,PC,ED3-8,DE,2007-01-01,84.4 
T,Y25-64,PC,ED3-8,DE,2008-01-01,85.3 
T,Y25-64,PC,ED3-8,DE,2009-01-01,85.5 
T,Y25-64,PC,ED3-8,DE,2010-01-01,86.1 b
T,Y25-64,PC,ED3-8,DE,2011-01-01,86.6 
T,Y25-64,PC,ED3-8,DE,2012-01-01,86.6
T,Y25-64,PC,ED3-8,DE,2013-01-01,86.7 
T,Y25-64,PC,ED3-8,DE,2014-01-01,86.9 b
T,Y25-64,PC,ED3-8,DE,2015-01-01,86.8 
T,Y25-64,PC,ED3-8,DE,2016-01-01,86.5 
T,Y25-64,PC,ED3-8,DE,2017-01-01,86.5 
T,Y25-64,PC,ED3-8,DK,2005-01-01,81.0 
T,Y25-64,PC,ED3-8,DK,2006-01-01,81.6 
T,Y25-64,PC,ED3-8,DK,2007-01-01,74.3 b
T,Y25-64,PC,ED3-8,DK,2008-01-01,73.8 
T,Y25-64,PC,ED3-8,DK,2009-01-01,74.8 
T,Y25-64,PC,ED3-8,DK,2010-01-01,75.6 
T,Y25-64,PC,ED3-8,DK,2011-01-01,76.9 
T,Y25-64,PC,ED3-8,DK,2012-01-01,77.9
T,Y25-64,PC,ED3-8,DK,2013-01-01,78.3 
T,Y25-64,PC,ED3-8,DK,2014-01-01,79.6 b
T,Y25-64,PC,ED3-8,DK,2015-01-01,80.4 
T,Y25-64,PC,ED3-8,DK,2016-01-01,80.7 b
T,Y25-64,PC,ED3-8,DK,2017-01-01,81.3 b
T,Y25-64,PC,ED3-8,EA18,2005-01-01,65.2 
T,Y25-64,PC,ED3-8,EA18,2006-01-01,65.7 
T,Y25-64,PC,ED3-8,EA18,2007-01-01,66.6 
T,Y25-64,PC,ED3-8,EA18,2008-01-01,67.4 
T,Y25-64,PC,ED3-8,EA18,2009-01-01,67.9 
T,Y25-64,PC,ED3-8,EA18,2010-01-01,68.6 
T,Y25-64,PC,ED3-8,EA18,2011-01-01,69.4 
T,Y25-64,PC,ED3-8,EA18,2012-01-01,70.2
T,Y25-64,PC,ED3-8,EA18,2013-01-01,71.3 
T,Y25-64,PC,ED3-8,EA18,2014-01-01,72.4 b
T,Y25-64,PC,ED3-8,EA18,2015-01-01,73.0 
T,Y25-64,PC,ED3-8,EA18,2016-01-01,73.5 
T,Y25-64,PC,ED3-8,EA18,2017-01-01,74.0 
T,Y25-64,PC,ED3-8,EA19,2005-01-01,65.4 
T,Y25-64,PC,ED3-8,EA19,2006-01-01,65.9 
T,Y25-64,PC,ED3-8,EA19,2007-01-01,66.8 
T,Y25-64,PC,ED3-8,EA19,2008-01-01,67.6 
T,Y25-64,PC,ED3-8,EA19,2009-01-01,68.1 
T,Y25-64,PC,ED3-8,EA19,2010-01-01,68.8 
T,Y25-64,PC,ED3-8,EA19,2011-01-01,69.6 
T,Y25-64,PC,ED3-8,EA19,2012-01-01,70.4
T,Y25-64,PC,ED3-8,EA19,2013-01-01,71.5 
T,Y25-64,PC,ED3-8,EA19,2014-01-01,72.6 b
T,Y25-64,PC,ED3-8,EA19,2015-01-01,73.2 
T,Y25-64,PC,ED3-8,EA19,2016-01-01,73.7 
T,Y25-64,PC,ED3-8,EA19,2017-01-01,74.2 
T,Y25-64,PC,ED3-8,EE,2005-01-01,89.0 
T,Y25-64,PC,ED3-8,EE,2006-01-01,88.5 
T,Y25-64,PC,ED3-8,EE,2007-01-01,89.1 
T,Y25-64,PC,ED3-8,EE,2008-01-01,88.4 
T,Y25-64,PC,ED3-8,EE,2009-01-01,88.8 
T,Y25-64,PC,ED3-8,EE,2010-01-01,89.3 
T,Y25-64,PC,ED3-8,EE,2011-01-01,89.1 
T,Y25-64,PC,ED3-8,EE,2012-01-01,90.0
T,Y25-64,PC,ED3-8,EE,2013-01-01,90.6 
T,Y25-64,PC,ED3-8,EE,2014-01-01,88.2 b
T,Y25-64,PC,ED3-8,EE,2015-01-01,88.7 
T,Y25-64,PC,ED3-8,EE,2016-01-01,89.1 
T,Y25-64,PC,ED3-8,EE,2017-01-01,88.8 
T,Y25-64,PC,ED3-8,EL,2005-01-01,60.2 
T,Y25-64,PC,ED3-8,EL,2006-01-01,59.2 
T,Y25-64,PC,ED3-8,EL,2007-01-01,60.1 
T,Y25-64,PC,ED3-8,EL,2008-01-01,61.3 
T,Y25-64,PC,ED3-8,EL,2009-01-01,61.5 b
T,Y25-64,PC,ED3-8,EL,2010-01-01,62.7 
T,Y25-64,PC,ED3-8,EL,2011-01-01,64.6 
T,Y25-64,PC,ED3-8,EL,2012-01-01,65.8
T,Y25-64,PC,ED3-8,EL,2013-01-01,67.2 
T,Y25-64,PC,ED3-8,EL,2014-01-01,68.4 b
T,Y25-64,PC,ED3-8,EL,2015-01-01,70.4 
T,Y25-64,PC,ED3-8,EL,2016-01-01,71.8 
T,Y25-64,PC,ED3-8,EL,2017-01-01,72.9 
T,Y25-64,PC,ED3-8,ES,2005-01-01,48.8 b
T,Y25-64,PC,ED3-8,ES,2006-01-01,49.7 
T,Y25-64,PC,ED3-8,ES,2007-01-01,50.6 
T,Y25-64,PC,ED3-8,ES,2008-01-01,51.1 
T,Y25-64,PC,ED3-8,ES,2009-01-01,51.6 
T,Y25-64,PC,ED3-8,ES,2010-01-01,52.9 
T,Y25-64,PC,ED3-8,ES,2011-01-01,54.0 
T,Y25-64,PC,ED3-8,ES,2012-01-01,54.7
T,Y25-64,PC,ED3-8,ES,2013-01-01,55.5 
T,Y25-64,PC,ED3-8,ES,2014-01-01,56.6 b
T,Y25-64,PC,ED3-8,ES,2015-01-01,57.4 
T,Y25-64,PC,ED3-8,ES,2016-01-01,58.3 
T,Y25-64,PC,ED3-8,ES,2017-01-01,59.1 
T,Y25-64,PC,ED3-8,EU27,2005-01-01,69.4 
T,Y25-64,PC,ED3-8,EU27,2006-01-01,70.0 
T,Y25-64,PC,ED3-8,EU27,2007-01-01,70.7 
T,Y25-64,PC,ED3-8,EU27,2008-01-01,71.4 
T,Y25-64,PC,ED3-8,EU27,2009-01-01,72.0 
T,Y25-64,PC,ED3-8,EU27,2010-01-01,72.6 
T,Y25-64,PC,ED3-8,EU27,2011-01-01,73.3 
T,Y25-64,PC,ED3-8,EU27,2012-01-01,74.2
T,Y25-64,PC,ED3-8,EU27,2013-01-01,75.1 
T,Y25-64,PC,ED3-8,EU27,2014-01-01,75.8 b
T,Y25-64,PC,ED3-8,EU27,2015-01-01,76.5 
T,Y25-64,PC,ED3-8,EU27,2016-01-01,76.9 
T,Y25-64,PC,ED3-8,EU27,2017-01-01,77.5 
T,Y25-64,PC,ED3-8,EU28,2005-01-01,69.4 
T,Y25-64,PC,ED3-8,EU28,2006-01-01,70.0 
T,Y25-64,PC,ED3-8,EU28,2007-01-01,70.7 
T,Y25-64,PC,ED3-8,EU28,2008-01-01,71.4 
T,Y25-64,PC,ED3-8,EU28,2009-01-01,72.0 
T,Y25-64,PC,ED3-8,EU28,2010-01-01,72.7 
T,Y25-64,PC,ED3-8,EU28,2011-01-01,73.4 
T,Y25-64,PC,ED3-8,EU28,2012-01-01,74.2
T,Y25-64,PC,ED3-8,EU28,2013-01-01,75.2 
T,Y25-64,PC,ED3-8,EU28,2014-01-01,75.9 b
T,Y25-64,PC,ED3-8,EU28,2015-01-01,76.5 
T,Y25-64,PC,ED3-8,EU28,2016-01-01,77.0 
T,Y25-64,PC,ED3-8,EU28,2017-01-01,77.5 
T,Y25-64,PC,ED3-8,FI,2005-01-01,78.8 
T,Y25-64,PC,ED3-8,FI,2006-01-01,79.6 
T,Y25-64,PC,ED3-8,FI,2007-01-01,80.5 
T,Y25-64,PC,ED3-8,FI,2008-01-01,81.1 
T,Y25-64,PC,ED3-8,FI,2009-01-01,82.0 
T,Y25-64,PC,ED3-8,FI,2010-01-01,83.0 
T,Y25-64,PC,ED3-8,FI,2011-01-01,83.7 
T,Y25-64,PC,ED3-8,FI,2012-01-01,84.8
T,Y25-64,PC,ED3-8,FI,2013-01-01,85.9 
T,Y25-64,PC,ED3-8,FI,2014-01-01,86.5 b
T,Y25-64,PC,ED3-8,FI,2015-01-01,87.7 
T,Y25-64,PC,ED3-8,FI,2016-01-01,88.1 
T,Y25-64,PC,ED3-8,FI,2017-01-01,88.3 
T,Y25-64,PC,ED3-8,FR,2005-01-01,66.7 
T,Y25-64,PC,ED3-8,FR,2006-01-01,67.3 
T,Y25-64,PC,ED3-8,FR,2007-01-01,68.5 
T,Y25-64,PC,ED3-8,FR,2008-01-01,69.5 
T,Y25-64,PC,ED3-8,FR,2009-01-01,70.1 
T,Y25-64,PC,ED3-8,FR,2010-01-01,70.7 
T,Y25-64,PC,ED3-8,FR,2011-01-01,71.5 
T,Y25-64,PC,ED3-8,FR,2012-01-01,72.4
T,Y25-64,PC,ED3-8,FR,2013-01-01,75.0 b
T,Y25-64,PC,ED3-8,FR,2014-01-01,76.7 b
T,Y25-64,PC,ED3-8,FR,2015-01-01,77.5 
T,Y25-64,PC,ED3-8,FR,2016-01-01,78.1 
T,Y25-64,PC,ED3-8,FR,2017-01-01,78.4 
T,Y25-64,PC,ED3-8,HR,2005-01-01,72.8 
T,Y25-64,PC,ED3-8,HR,2006-01-01,74.1 
T,Y25-64,PC,ED3-8,HR,2007-01-01,75.7 
T,Y25-64,PC,ED3-8,HR,2008-01-01,76.7 
T,Y25-64,PC,ED3-8,HR,2009-01-01,77.5 
T,Y25-64,PC,ED3-8,HR,2010-01-01,77.3 b
T,Y25-64,PC,ED3-8,HR,2011-01-01,78.2 
T,Y25-64,PC,ED3-8,HR,2012-01-01,80.5
T,Y25-64,PC,ED3-8,HR,2013-01-01,81.3 
T,Y25-64,PC,ED3-8,HR,2014-01-01,82.7 b
T,Y25-64,PC,ED3-8,HR,2015-01-01,83.1 
T,Y25-64,PC,ED3-8,HR,2016-01-01,82.7 
T,Y25-64,PC,ED3-8,HR,2017-01-01,83.8 
T,Y25-64,PC,ED3-8,HU,2005-01-01,76.4 
T,Y25-64,PC,ED3-8,HU,2006-01-01,78.0 
T,Y25-64,PC,ED3-8,HU,2007-01-01,79.0 
T,Y25-64,PC,ED3-8,HU,2008-01-01,79.6 
T,Y25-64,PC,ED3-8,HU,2009-01-01,80.5 
T,Y25-64,PC,ED3-8,HU,2010-01-01,81.2 
T,Y25-64,PC,ED3-8,HU,2011-01-01,81.5 
T,Y25-64,PC,ED3-8,HU,2012-01-01,82.0
T,Y25-64,PC,ED3-8,HU,2013-01-01,82.5 
T,Y25-64,PC,ED3-8,HU,2014-01-01,83.1 b
T,Y25-64,PC,ED3-8,HU,2015-01-01,83.2 
T,Y25-64,PC,ED3-8,HU,2016-01-01,83.4 
T,Y25-64,PC,ED3-8,HU,2017-01-01,84.0 
T,Y25-64,PC,ED3-8,IE,2005-01-01,65.2 
T,Y25-64,PC,ED3-8,IE,2006-01-01,66.7 
T,Y25-64,PC,ED3-8,IE,2007-01-01,68.2 b
T,Y25-64,PC,ED3-8,IE,2008-01-01,70.2 
T,Y25-64,PC,ED3-8,IE,2009-01-01,71.3 
T,Y25-64,PC,ED3-8,IE,2010-01-01,72.8 
T,Y25-64,PC,ED3-8,IE,2011-01-01,73.7 
T,Y25-64,PC,ED3-8,IE,2012-01-01,74.7
T,Y25-64,PC,ED3-8,IE,2013-01-01,76.9 
T,Y25-64,PC,ED3-8,IE,2014-01-01,79.0 b
T,Y25-64,PC,ED3-8,IE,2015-01-01,80.1 
T,Y25-64,PC,ED3-8,IE,2016-01-01,80.3 
T,Y25-64,PC,ED3-8,IE,2017-01-01,82.0 b
T,Y25-64,PC,ED3-8,IS,2005-01-01,62.9 
T,Y25-64,PC,ED3-8,IS,2006-01-01,63.3 u
T,Y25-64,PC,ED3-8,IS,2007-01-01,63.9 
T,Y25-64,PC,ED3-8,IS,2008-01-01,64.1 
T,Y25-64,PC,ED3-8,IS,2009-01-01,65.9 
T,Y25-64,PC,ED3-8,IS,2010-01-01,66.5 
T,Y25-64,PC,ED3-8,IS,2011-01-01,70.7 
T,Y25-64,PC,ED3-8,IS,2012-01-01,71.0
T,Y25-64,PC,ED3-8,IS,2013-01-01,72.2 
T,Y25-64,PC,ED3-8,IS,2014-01-01,73.6 b
T,Y25-64,PC,ED3-8,IS,2015-01-01,75.0 
T,Y25-64,PC,ED3-8,IS,2016-01-01,78.2 
T,Y25-64,PC,ED3-8,IS,2017-01-01,77.3 
T,Y25-64,PC,ED3-8,IT,2005-01-01,50.1 
T,Y25-64,PC,ED3-8,IT,2006-01-01,51.3 
T,Y25-64,PC,ED3-8,IT,2007-01-01,52.2 
T,Y25-64,PC,ED3-8,IT,2008-01-01,53.3 
T,Y25-64,PC,ED3-8,IT,2009-01-01,54.2 
T,Y25-64,PC,ED3-8,IT,2010-01-01,55.1 
T,Y25-64,PC,ED3-8,IT,2011-01-01,56.0 
T,Y25-64,PC,ED3-8,IT,2012-01-01,57.2
T,Y25-64,PC,ED3-8,IT,2013-01-01,58.2 
T,Y25-64,PC,ED3-8,IT,2014-01-01,59.3 b
T,Y25-64,PC,ED3-8,IT,2015-01-01,59.9 
T,Y25-64,PC,ED3-8,IT,2016-01-01,60.1 
T,Y25-64,PC,ED3-8,IT,2017-01-01,60.9 
T,Y25-64,PC,ED3-8,LT,2005-01-01,87.5 
T,Y25-64,PC,ED3-8,LT,2006-01-01,87.8 
T,Y25-64,PC,ED3-8,LT,2007-01-01,88.5 
T,Y25-64,PC,ED3-8,LT,2008-01-01,90.4 
T,Y25-64,PC,ED3-8,LT,2009-01-01,91.2 
T,Y25-64,PC,ED3-8,LT,2010-01-01,91.9 
T,Y25-64,PC,ED3-8,LT,2011-01-01,92.9 
T,Y25-64,PC,ED3-8,LT,2012-01-01,93.3
T,Y25-64,PC,ED3-8,LT,2013-01-01,93.4 
T,Y25-64,PC,ED3-8,LT,2014-01-01,93.3 b
T,Y25-64,PC,ED3-8,LT,2015-01-01,93.5 
T,Y25-64,PC,ED3-8,LT,2016-01-01,94.6 
T,Y25-64,PC,ED3-8,LT,2017-01-01,94.8 
T,Y25-64,PC,ED3-8,LU,2005-01-01,65.9 
T,Y25-64,PC,ED3-8,LU,2006-01-01,65.5 
T,Y25-64,PC,ED3-8,LU,2007-01-01,65.7 b
T,Y25-64,PC,ED3-8,LU,2008-01-01,67.9 
T,Y25-64,PC,ED3-8,LU,2009-01-01,77.3 b
T,Y25-64,PC,ED3-8,LU,2010-01-01,77.7 
T,Y25-64,PC,ED3-8,LU,2011-01-01,77.3 
T,Y25-64,PC,ED3-8,LU,2012-01-01,78.3
T,Y25-64,PC,ED3-8,LU,2013-01-01,80.5 
T,Y25-64,PC,ED3-8,LU,2014-01-01,82.0 b
T,Y25-64,PC,ED3-8,LU,2015-01-01,76.0 b
T,Y25-64,PC,ED3-8,LU,2016-01-01,78.4 u
T,Y25-64,PC,ED3-8,LU,2017-01-01,76.4 u
T,Y25-64,PC,ED3-8,LV,2005-01-01,84.4 
T,Y25-64,PC,ED3-8,LV,2006-01-01,84.1 
T,Y25-64,PC,ED3-8,LV,2007-01-01,84.6 
T,Y25-64,PC,ED3-8,LV,2008-01-01,85.9 
T,Y25-64,PC,ED3-8,LV,2009-01-01,86.8 
T,Y25-64,PC,ED3-8,LV,2010-01-01,88.6 
T,Y25-64,PC,ED3-8,LV,2011-01-01,87.9 
T,Y25-64,PC,ED3-8,LV,2012-01-01,89.1
T,Y25-64,PC,ED3-8,LV,2013-01-01,89.4 
T,Y25-64,PC,ED3-8,LV,2014-01-01,89.5 b
T,Y25-64,PC,ED3-8,LV,2015-01-01,90.1 
T,Y25-64,PC,ED3-8,LV,2016-01-01,90.7 
T,Y25-64,PC,ED3-8,LV,2017-01-01,90.4 
T,Y25-64,PC,ED3-8,ME,2005-01-01,: 
T,Y25-64,PC,ED3-8,ME,2006-01-01,: 
T,Y25-64,PC,ED3-8,ME,2007-01-01,: 
T,Y25-64,PC,ED3-8,ME,2008-01-01,: 
T,Y25-64,PC,ED3-8,ME,2009-01-01,: 
T,Y25-64,PC,ED3-8,ME,2010-01-01,: 
T,Y25-64,PC,ED3-8,ME,2011-01-01,82.5 
T,Y25-64,PC,ED3-8,ME,2012-01-01,83.6
T,Y25-64,PC,ED3-8,ME,2013-01-01,84.6 
T,Y25-64,PC,ED3-8,ME,2014-01-01,85.6 b
T,Y25-64,PC,ED3-8,ME,2015-01-01,85.9 
T,Y25-64,PC,ED3-8,ME,2016-01-01,85.5 
T,Y25-64,PC,ED3-8,ME,2017-01-01,86.1 
T,Y25-64,PC,ED3-8,MK,2005-01-01,: 
T,Y25-64,PC,ED3-8,MK,2006-01-01,57.6 
T,Y25-64,PC,ED3-8,MK,2007-01-01,60.5 
T,Y25-64,PC,ED3-8,MK,2008-01-01,59.2 
T,Y25-64,PC,ED3-8,MK,2009-01-01,61.2 
T,Y25-64,PC,ED3-8,MK,2010-01-01,62.5 
T,Y25-64,PC,ED3-8,MK,2011-01-01,63.7 
T,Y25-64,PC,ED3-8,MK,2012-01-01,64.9
T,Y25-64,PC,ED3-8,MK,2013-01-01,65.6 
T,Y25-64,PC,ED3-8,MK,2014-01-01,65.7 b
T,Y25-64,PC,ED3-8,MK,2015-01-01,66.4 
T,Y25-64,PC,ED3-8,MK,2016-01-01,68.4 
T,Y25-64,PC,ED3-8,MK,2017-01-01,69.6 
T,Y25-64,PC,ED3-8,MT,2005-01-01,25.2 b
T,Y25-64,PC,ED3-8,MT,2006-01-01,26.5 
T,Y25-64,PC,ED3-8,MT,2007-01-01,26.6 
T,Y25-64,PC,ED3-8,MT,2008-01-01,27.8 
T,Y25-64,PC,ED3-8,MT,2009-01-01,30.8 
T,Y25-64,PC,ED3-8,MT,2010-01-01,33.0 
T,Y25-64,PC,ED3-8,MT,2011-01-01,35.5 b
T,Y25-64,PC,ED3-8,MT,2012-01-01,38.1
T,Y25-64,PC,ED3-8,MT,2013-01-01,41.2 
T,Y25-64,PC,ED3-8,MT,2014-01-01,44.1 b
T,Y25-64,PC,ED3-8,MT,2015-01-01,46.0 
T,Y25-64,PC,ED3-8,MT,2016-01-01,48.4 
T,Y25-64,PC,ED3-8,MT,2017-01-01,51.1 
T,Y25-64,PC,ED3-8,NL,2005-01-01,71.8 
T,Y25-64,PC,ED3-8,NL,2006-01-01,72.4 
T,Y25-64,PC,ED3-8,NL,2007-01-01,73.2 
T,Y25-64,PC,ED3-8,NL,2008-01-01,73.3 
T,Y25-64,PC,ED3-8,NL,2009-01-01,73.4 
T,Y25-64,PC,ED3-8,NL,2010-01-01,72.3 b
T,Y25-64,PC,ED3-8,NL,2011-01-01,72.5 b
T,Y25-64,PC,ED3-8,NL,2012-01-01,73.4
T,Y25-64,PC,ED3-8,NL,2013-01-01,75.8 b
T,Y25-64,PC,ED3-8,NL,2014-01-01,75.9 b
T,Y25-64,PC,ED3-8,NL,2015-01-01,76.4 
T,Y25-64,PC,ED3-8,NL,2016-01-01,77.1 
T,Y25-64,PC,ED3-8,NL,2017-01-01,78.4 
T,Y25-64,PC,ED3-8,NO,2005-01-01,88.2 
T,Y25-64,PC,ED3-8,NO,2006-01-01,78.5 b
T,Y25-64,PC,ED3-8,NO,2007-01-01,78.7 
T,Y25-64,PC,ED3-8,NO,2008-01-01,80.0 
T,Y25-64,PC,ED3-8,NO,2009-01-01,80.5 
T,Y25-64,PC,ED3-8,NO,2010-01-01,80.9 
T,Y25-64,PC,ED3-8,NO,2011-01-01,81.3 
T,Y25-64,PC,ED3-8,NO,2012-01-01,82.1
T,Y25-64,PC,ED3-8,NO,2013-01-01,82.4 
T,Y25-64,PC,ED3-8,NO,2014-01-01,82.7 b
T,Y25-64,PC,ED3-8,NO,2015-01-01,82.7 
T,Y25-64,PC,ED3-8,NO,2016-01-01,82.3 
T,Y25-64,PC,ED3-8,NO,2017-01-01,82.2 
T,Y25-64,PC,ED3-8,PL,2005-01-01,84.8 
T,Y25-64,PC,ED3-8,PL,2006-01-01,85.8 
T,Y25-64,PC,ED3-8,PL,2007-01-01,86.3 
T,Y25-64,PC,ED3-8,PL,2008-01-01,87.1 
T,Y25-64,PC,ED3-8,PL,2009-01-01,88.0 
T,Y25-64,PC,ED3-8,PL,2010-01-01,88.5 b
T,Y25-64,PC,ED3-8,PL,2011-01-01,88.9 
T,Y25-64,PC,ED3-8,PL,2012-01-01,89.6
T,Y25-64,PC,ED3-8,PL,2013-01-01,90.1 
T,Y25-64,PC,ED3-8,PL,2014-01-01,90.5 b
T,Y25-64,PC,ED3-8,PL,2015-01-01,90.8 
T,Y25-64,PC,ED3-8,PL,2016-01-01,91.3 
T,Y25-64,PC,ED3-8,PL,2017-01-01,92.1 
T,Y25-64,PC,ED3-8,PT,2005-01-01,26.3 
T,Y25-64,PC,ED3-8,PT,2006-01-01,27.5 
T,Y25-64,PC,ED3-8,PT,2007-01-01,27.3 
T,Y25-64,PC,ED3-8,PT,2008-01-01,28.1 
T,Y25-64,PC,ED3-8,PT,2009-01-01,29.7 
T,Y25-64,PC,ED3-8,PT,2010-01-01,31.7 
T,Y25-64,PC,ED3-8,PT,2011-01-01,34.6 b
T,Y25-64,PC,ED3-8,PT,2012-01-01,37.3
T,Y25-64,PC,ED3-8,PT,2013-01-01,39.8 
T,Y25-64,PC,ED3-8,PT,2014-01-01,43.3 b
T,Y25-64,PC,ED3-8,PT,2015-01-01,45.1 
T,Y25-64,PC,ED3-8,PT,2016-01-01,46.9 
T,Y25-64,PC,ED3-8,PT,2017-01-01,48.0 
T,Y25-64,PC,ED3-8,RO,2005-01-01,73.1 
T,Y25-64,PC,ED3-8,RO,2006-01-01,74.2 
T,Y25-64,PC,ED3-8,RO,2007-01-01,75.0 
T,Y25-64,PC,ED3-8,RO,2008-01-01,75.3 
T,Y25-64,PC,ED3-8,RO,2009-01-01,74.7 
T,Y25-64,PC,ED3-8,RO,2010-01-01,73.9 b
T,Y25-64,PC,ED3-8,RO,2011-01-01,74.5 
T,Y25-64,PC,ED3-8,RO,2012-01-01,75.4
T,Y25-64,PC,ED3-8,RO,2013-01-01,75.7 
T,Y25-64,PC,ED3-8,RO,2014-01-01,72.8 b
T,Y25-64,PC,ED3-8,RO,2015-01-01,75.0 
T,Y25-64,PC,ED3-8,RO,2016-01-01,76.7 
T,Y25-64,PC,ED3-8,RO,2017-01-01,77.9 
T,Y25-64,PC,ED3-8,SE,2005-01-01,83.6 b
T,Y25-64,PC,ED3-8,SE,2006-01-01,78.9 b
T,Y25-64,PC,ED3-8,SE,2007-01-01,79.4 
T,Y25-64,PC,ED3-8,SE,2008-01-01,80.0 
