unit,age,sex,lmp_type,geotime,date,value
RT,TOTAL,T,TOT2_7,NL,2014-01-01,27
RT,TOTAL,T,TOT2_7,NL,2015-01-01,28
RT,TOTAL,T,TOT2_7,NL,2016-01-01,30
RT,TOTAL,T,TOT2_7,NO,2005-01-01,25
RT,TOTAL,T,TOT2_7,NO,2006-01-01,27
RT,TOTAL,T,TOT2_7,NO,2007-01-01,32
RT,TOTAL,T,TOT2_7,NO,2008-01-01,28
RT,TOTAL,T,TOT2_7,NO,2009-01-01,25
RT,TOTAL,T,TOT2_7,NO,2010-01-01,26
RT,TOTAL,T,TOT2_7,NO,2011-01-01,27
RT,TOTAL,T,TOT2_7,NO,2012-01-01,24
RT,TOTAL,T,TOT2_7,NO,2013-01-01,21
RT,TOTAL,T,TOT2_7,NO,2014-01-01,22
RT,TOTAL,T,TOT2_7,NO,2015-01-01,18
RT,TOTAL,T,TOT2_7,NO,2016-01-01,18
RT,TOTAL,T,TOT2_7,PL,2005-01-01,10
RT,TOTAL,T,TOT2_7,PL,2006-01-01,11
RT,TOTAL,T,TOT2_7,PL,2007-01-01,14
RT,TOTAL,T,TOT2_7,PL,2008-01-01,28
RT,TOTAL,T,TOT2_7,PL,2009-01-01,27
RT,TOTAL,T,TOT2_7,PL,2010-01-01,20
RT,TOTAL,T,TOT2_7,PL,2011-01-01,17
RT,TOTAL,T,TOT2_7,PL,2012-01-01,16
RT,TOTAL,T,TOT2_7,PL,2013-01-01,15
RT,TOTAL,T,TOT2_7,PL,2014-01-01,17
RT,TOTAL,T,TOT2_7,PL,2015-01-01,22
RT,TOTAL,T,TOT2_7,PL,2016-01-01,25
RT,TOTAL,T,TOT2_7,PT,2005-01-01,32
RT,TOTAL,T,TOT2_7,PT,2006-01-01,29
RT,TOTAL,T,TOT2_7,PT,2007-01-01,29
RT,TOTAL,T,TOT2_7,PT,2008-01-01,32
RT,TOTAL,T,TOT2_7,PT,2009-01-01,33
RT,TOTAL,T,TOT2_7,PT,2010-01-01,29
RT,TOTAL,T,TOT2_7,PT,2011-01-01,20
RT,TOTAL,T,TOT2_7,PT,2012-01-01,15
RT,TOTAL,T,TOT2_7,PT,2013-01-01,16
RT,TOTAL,T,TOT2_7,PT,2014-01-01,24
RT,TOTAL,T,TOT2_7,PT,2015-01-01,28
RT,TOTAL,T,TOT2_7,PT,2016-01-01,23
RT,TOTAL,T,TOT2_7,RO,2005-01-01,6
RT,TOTAL,T,TOT2_7,RO,2006-01-01,6
RT,TOTAL,T,TOT2_7,RO,2007-01-01,6
RT,TOTAL,T,TOT2_7,RO,2008-01-01,6
RT,TOTAL,T,TOT2_7,RO,2009-01-01,3
RT,TOTAL,T,TOT2_7,RO,2010-01-01,3
RT,TOTAL,T,TOT2_7,RO,2011-01-01,3
RT,TOTAL,T,TOT2_7,RO,2012-01-01,4
RT,TOTAL,T,TOT2_7,RO,2013-01-01,3
RT,TOTAL,T,TOT2_7,RO,2014-01-01,2
RT,TOTAL,T,TOT2_7,RO,2015-01-01,3
RT,TOTAL,T,TOT2_7,RO,2016-01-01,4
RT,TOTAL,T,TOT2_7,SE,2005-01-01,32
RT,TOTAL,T,TOT2_7,SE,2006-01-01,34
RT,TOTAL,T,TOT2_7,SE,2007-01-01,30
RT,TOTAL,T,TOT2_7,SE,2008-01-01,28
RT,TOTAL,T,TOT2_7,SE,2009-01-01,24
RT,TOTAL,T,TOT2_7,SE,2010-01-01,31
RT,TOTAL,T,TOT2_7,SE,2011-01-01,36
RT,TOTAL,T,TOT2_7,SE,2012-01-01,37
RT,TOTAL,T,TOT2_7,SE,2013-01-01,39
RT,TOTAL,T,TOT2_7,SE,2014-01-01,40
RT,TOTAL,T,TOT2_7,SE,2015-01-01,42
RT,TOTAL,T,TOT2_7,SE,2016-01-01,41
RT,TOTAL,T,TOT2_7,SI,2005-01-01,11
RT,TOTAL,T,TOT2_7,SI,2006-01-01,15
RT,TOTAL,T,TOT2_7,SI,2007-01-01,10
RT,TOTAL,T,TOT2_7,SI,2008-01-01,7
RT,TOTAL,T,TOT2_7,SI,2009-01-01,35
RT,TOTAL,T,TOT2_7,SI,2010-01-01,19
RT,TOTAL,T,TOT2_7,SI,2011-01-01,14
RT,TOTAL,T,TOT2_7,SI,2012-01-01,8
RT,TOTAL,T,TOT2_7,SI,2013-01-01,10
RT,TOTAL,T,TOT2_7,SI,2014-01-01,10
RT,TOTAL,T,TOT2_7,SI,2015-01-01,7
RT,TOTAL,T,TOT2_7,SI,2016-01-01,6
RT,TOTAL,T,TOT2_7,SK,2005-01-01,27
RT,TOTAL,T,TOT2_7,SK,2006-01-01,31
RT,TOTAL,T,TOT2_7,SK,2007-01-01,23
RT,TOTAL,T,TOT2_7,SK,2008-01-01,26
RT,TOTAL,T,TOT2_7,SK,2009-01-01,16
RT,TOTAL,T,TOT2_7,SK,2010-01-01,21
RT,TOTAL,T,TOT2_7,SK,2011-01-01,16
RT,TOTAL,T,TOT2_7,SK,2012-01-01,16
RT,TOTAL,T,TOT2_7,SK,2013-01-01,13
RT,TOTAL,T,TOT2_7,SK,2014-01-01,14
RT,TOTAL,T,TOT2_7,SK,2015-01-01,13
RT,TOTAL,T,TOT2_7,SK,2016-01-01,19
RT,TOTAL,T,TOT2_7,UK,2005-01-01,1
RT,TOTAL,T,TOT2_7,UK,2006-01-01,2
RT,TOTAL,T,TOT2_7,UK,2007-01-01,1
RT,TOTAL,T,TOT2_7,UK,2008-01-01,1
RT,TOTAL,T,TOT2_7,UK,2009-01-01,1
RT,TOTAL,T,TOT2_7,UK,2010-01-01,
RT,TOTAL,T,TOT2_7,UK,2011-01-01,
RT,TOTAL,T,TOT2_7,UK,2012-01-01,
RT,TOTAL,T,TOT2_7,UK,2013-01-01,
RT,TOTAL,T,TOT2_7,UK,2014-01-01,
RT,TOTAL,T,TOT2_7,UK,2015-01-01,
RT,TOTAL,T,TOT2_7,UK,2016-01-01,
