worktime,age,unit,sex,geotime,date,value
TEMP,Y20-64,PC_EMP,T,FR,2006-01-01,
TEMP,Y20-64,PC_EMP,T,FR,2007-01-01,
TEMP,Y20-64,PC_EMP,T,FR,2008-01-01,
TEMP,Y20-64,PC_EMP,T,FR,2009-01-01,
TEMP,Y20-64,PC_EMP,T,FR,2010-01-01,
TEMP,Y20-64,PC_EMP,T,FR,2011-01-01,
TEMP,Y20-64,PC_EMP,T,FR,2012-01-01,
TEMP,Y20-64,PC_EMP,T,FR,2013-01-01,
TEMP,Y20-64,PC_EMP,T,FR,2014-01-01,12
TEMP,Y20-64,PC_EMP,T,FR,2015-01-01,13
TEMP,Y20-64,PC_EMP,T,FR,2016-01-01,13
TEMP,Y20-64,PC_EMP,T,FR,2017-01-01,13
TEMP,Y20-64,PC_EMP,T,FX,2005-01-01,11
TEMP,Y20-64,PC_EMP,T,FX,2006-01-01,11
TEMP,Y20-64,PC_EMP,T,FX,2007-01-01,12
TEMP,Y20-64,PC_EMP,T,FX,2008-01-01,12
TEMP,Y20-64,PC_EMP,T,FX,2009-01-01,11
TEMP,Y20-64,PC_EMP,T,FX,2010-01-01,12
TEMP,Y20-64,PC_EMP,T,FX,2011-01-01,12
TEMP,Y20-64,PC_EMP,T,FX,2012-01-01,12
TEMP,Y20-64,PC_EMP,T,FX,2013-01-01,12
TEMP,Y20-64,PC_EMP,T,FX,2014-01-01,12
TEMP,Y20-64,PC_EMP,T,FX,2015-01-01,13
TEMP,Y20-64,PC_EMP,T,FX,2016-01-01,13
TEMP,Y20-64,PC_EMP,T,FX,2017-01-01,13
TEMP,Y20-64,PC_EMP,T,HR,2005-01-01,9
TEMP,Y20-64,PC_EMP,T,HR,2006-01-01,9
TEMP,Y20-64,PC_EMP,T,HR,2007-01-01,10
TEMP,Y20-64,PC_EMP,T,HR,2008-01-01,9
TEMP,Y20-64,PC_EMP,T,HR,2009-01-01,9
TEMP,Y20-64,PC_EMP,T,HR,2010-01-01,9
TEMP,Y20-64,PC_EMP,T,HR,2011-01-01,10
TEMP,Y20-64,PC_EMP,T,HR,2012-01-01,10
TEMP,Y20-64,PC_EMP,T,HR,2013-01-01,11
TEMP,Y20-64,PC_EMP,T,HR,2014-01-01,14
TEMP,Y20-64,PC_EMP,T,HR,2015-01-01,16
TEMP,Y20-64,PC_EMP,T,HR,2016-01-01,18
TEMP,Y20-64,PC_EMP,T,HR,2017-01-01,17
TEMP,Y20-64,PC_EMP,T,HU,2005-01-01,5
TEMP,Y20-64,PC_EMP,T,HU,2006-01-01,5
TEMP,Y20-64,PC_EMP,T,HU,2007-01-01,6
TEMP,Y20-64,PC_EMP,T,HU,2008-01-01,6
TEMP,Y20-64,PC_EMP,T,HU,2009-01-01,7
TEMP,Y20-64,PC_EMP,T,HU,2010-01-01,8
TEMP,Y20-64,PC_EMP,T,HU,2011-01-01,7
TEMP,Y20-64,PC_EMP,T,HU,2012-01-01,8
TEMP,Y20-64,PC_EMP,T,HU,2013-01-01,9
TEMP,Y20-64,PC_EMP,T,HU,2014-01-01,9
TEMP,Y20-64,PC_EMP,T,HU,2015-01-01,10
TEMP,Y20-64,PC_EMP,T,HU,2016-01-01,8
TEMP,Y20-64,PC_EMP,T,HU,2017-01-01,7
TEMP,Y20-64,PC_EMP,T,IE,2005-01-01,6
TEMP,Y20-64,PC_EMP,T,IE,2006-01-01,6
TEMP,Y20-64,PC_EMP,T,IE,2007-01-01,6
TEMP,Y20-64,PC_EMP,T,IE,2008-01-01,6
TEMP,Y20-64,PC_EMP,T,IE,2009-01-01,6
TEMP,Y20-64,PC_EMP,T,IE,2010-01-01,7
TEMP,Y20-64,PC_EMP,T,IE,2011-01-01,8
TEMP,Y20-64,PC_EMP,T,IE,2012-01-01,8
TEMP,Y20-64,PC_EMP,T,IE,2013-01-01,7
TEMP,Y20-64,PC_EMP,T,IE,2014-01-01,7
TEMP,Y20-64,PC_EMP,T,IE,2015-01-01,7
TEMP,Y20-64,PC_EMP,T,IE,2016-01-01,6
TEMP,Y20-64,PC_EMP,T,IE,2017-01-01,6
TEMP,Y20-64,PC_EMP,T,IS,2005-01-01,5
TEMP,Y20-64,PC_EMP,T,IS,2006-01-01,8
TEMP,Y20-64,PC_EMP,T,IS,2007-01-01,8
TEMP,Y20-64,PC_EMP,T,IS,2008-01-01,6
TEMP,Y20-64,PC_EMP,T,IS,2009-01-01,7
TEMP,Y20-64,PC_EMP,T,IS,2010-01-01,9
TEMP,Y20-64,PC_EMP,T,IS,2011-01-01,9
TEMP,Y20-64,PC_EMP,T,IS,2012-01-01,10
TEMP,Y20-64,PC_EMP,T,IS,2013-01-01,11
TEMP,Y20-64,PC_EMP,T,IS,2014-01-01,10
TEMP,Y20-64,PC_EMP,T,IS,2015-01-01,9
TEMP,Y20-64,PC_EMP,T,IS,2016-01-01,9
TEMP,Y20-64,PC_EMP,T,IS,2017-01-01,8
TEMP,Y20-64,PC_EMP,T,IT,2005-01-01,8
TEMP,Y20-64,PC_EMP,T,IT,2006-01-01,9
TEMP,Y20-64,PC_EMP,T,IT,2007-01-01,9
TEMP,Y20-64,PC_EMP,T,IT,2008-01-01,9
TEMP,Y20-64,PC_EMP,T,IT,2009-01-01,9
TEMP,Y20-64,PC_EMP,T,IT,2010-01-01,9
TEMP,Y20-64,PC_EMP,T,IT,2011-01-01,9
TEMP,Y20-64,PC_EMP,T,IT,2012-01-01,10
TEMP,Y20-64,PC_EMP,T,IT,2013-01-01,9
TEMP,Y20-64,PC_EMP,T,IT,2014-01-01,10
TEMP,Y20-64,PC_EMP,T,IT,2015-01-01,10
TEMP,Y20-64,PC_EMP,T,IT,2016-01-01,10
TEMP,Y20-64,PC_EMP,T,IT,2017-01-01,11
TEMP,Y20-64,PC_EMP,T,LT,2005-01-01,4
TEMP,Y20-64,PC_EMP,T,LT,2006-01-01,3
TEMP,Y20-64,PC_EMP,T,LT,2007-01-01,3
TEMP,Y20-64,PC_EMP,T,LT,2008-01-01,2
TEMP,Y20-64,PC_EMP,T,LT,2009-01-01,2
TEMP,Y20-64,PC_EMP,T,LT,2010-01-01,2
TEMP,Y20-64,PC_EMP,T,LT,2011-01-01,2
TEMP,Y20-64,PC_EMP,T,LT,2012-01-01,2
TEMP,Y20-64,PC_EMP,T,LT,2013-01-01,2
TEMP,Y20-64,PC_EMP,T,LT,2014-01-01,2
TEMP,Y20-64,PC_EMP,T,LT,2015-01-01,1
TEMP,Y20-64,PC_EMP,T,LT,2016-01-01,1
TEMP,Y20-64,PC_EMP,T,LT,2017-01-01,1
TEMP,Y20-64,PC_EMP,T,LU,2005-01-01,4
TEMP,Y20-64,PC_EMP,T,LU,2006-01-01,5
TEMP,Y20-64,PC_EMP,T,LU,2007-01-01,5
TEMP,Y20-64,PC_EMP,T,LU,2008-01-01,5
TEMP,Y20-64,PC_EMP,T,LU,2009-01-01,5
TEMP,Y20-64,PC_EMP,T,LU,2010-01-01,5
TEMP,Y20-64,PC_EMP,T,LU,2011-01-01,6
TEMP,Y20-64,PC_EMP,T,LU,2012-01-01,6
TEMP,Y20-64,PC_EMP,T,LU,2013-01-01,5
TEMP,Y20-64,PC_EMP,T,LU,2014-01-01,6
TEMP,Y20-64,PC_EMP,T,LU,2015-01-01,8
TEMP,Y20-64,PC_EMP,T,LU,2016-01-01,7
TEMP,Y20-64,PC_EMP,T,LU,2017-01-01,7
TEMP,Y20-64,PC_EMP,T,LV,2005-01-01,7
TEMP,Y20-64,PC_EMP,T,LV,2006-01-01,6
TEMP,Y20-64,PC_EMP,T,LV,2007-01-01,3
TEMP,Y20-64,PC_EMP,T,LV,2008-01-01,2
TEMP,Y20-64,PC_EMP,T,LV,2009-01-01,3
TEMP,Y20-64,PC_EMP,T,LV,2010-01-01,6
TEMP,Y20-64,PC_EMP,T,LV,2011-01-01,5
TEMP,Y20-64,PC_EMP,T,LV,2012-01-01,4
TEMP,Y20-64,PC_EMP,T,LV,2013-01-01,3
TEMP,Y20-64,PC_EMP,T,LV,2014-01-01,2
TEMP,Y20-64,PC_EMP,T,LV,2015-01-01,3
TEMP,Y20-64,PC_EMP,T,LV,2016-01-01,3
TEMP,Y20-64,PC_EMP,T,LV,2017-01-01,2
TEMP,Y20-64,PC_EMP,T,ME,2005-01-01,
TEMP,Y20-64,PC_EMP,T,ME,2006-01-01,
TEMP,Y20-64,PC_EMP,T,ME,2007-01-01,
TEMP,Y20-64,PC_EMP,T,ME,2008-01-01,
TEMP,Y20-64,PC_EMP,T,ME,2009-01-01,
TEMP,Y20-64,PC_EMP,T,ME,2010-01-01,
TEMP,Y20-64,PC_EMP,T,ME,2011-01-01,14
TEMP,Y20-64,PC_EMP,T,ME,2012-01-01,17
TEMP,Y20-64,PC_EMP,T,ME,2013-01-01,21
TEMP,Y20-64,PC_EMP,T,ME,2014-01-01,21
TEMP,Y20-64,PC_EMP,T,ME,2015-01-01,23
TEMP,Y20-64,PC_EMP,T,ME,2016-01-01,26
TEMP,Y20-64,PC_EMP,T,ME,2017-01-01,23
TEMP,Y20-64,PC_EMP,T,MK,2005-01-01,
TEMP,Y20-64,PC_EMP,T,MK,2006-01-01,8
TEMP,Y20-64,PC_EMP,T,MK,2007-01-01,9
TEMP,Y20-64,PC_EMP,T,MK,2008-01-01,10
TEMP,Y20-64,PC_EMP,T,MK,2009-01-01,11
TEMP,Y20-64,PC_EMP,T,MK,2010-01-01,11
TEMP,Y20-64,PC_EMP,T,MK,2011-01-01,10
TEMP,Y20-64,PC_EMP,T,MK,2012-01-01,10
TEMP,Y20-64,PC_EMP,T,MK,2013-01-01,10
TEMP,Y20-64,PC_EMP,T,MK,2014-01-01,11
TEMP,Y20-64,PC_EMP,T,MK,2015-01-01,9
TEMP,Y20-64,PC_EMP,T,MK,2016-01-01,10
TEMP,Y20-64,PC_EMP,T,MK,2017-01-01,10
TEMP,Y20-64,PC_EMP,T,MT,2005-01-01,3
TEMP,Y20-64,PC_EMP,T,MT,2006-01-01,2
TEMP,Y20-64,PC_EMP,T,MT,2007-01-01,3
TEMP,Y20-64,PC_EMP,T,MT,2008-01-01,3
TEMP,Y20-64,PC_EMP,T,MT,2009-01-01,3
TEMP,Y20-64,PC_EMP,T,MT,2010-01-01,3
TEMP,Y20-64,PC_EMP,T,MT,2011-01-01,5
TEMP,Y20-64,PC_EMP,T,MT,2012-01-01,5
TEMP,Y20-64,PC_EMP,T,MT,2013-01-01,5
TEMP,Y20-64,PC_EMP,T,MT,2014-01-01,6
TEMP,Y20-64,PC_EMP,T,MT,2015-01-01,6
TEMP,Y20-64,PC_EMP,T,MT,2016-01-01,6
TEMP,Y20-64,PC_EMP,T,MT,2017-01-01,4
TEMP,Y20-64,PC_EMP,T,NL,2005-01-01,11
TEMP,Y20-64,PC_EMP,T,NL,2006-01-01,11
TEMP,Y20-64,PC_EMP,T,NL,2007-01-01,13
TEMP,Y20-64,PC_EMP,T,NL,2008-01-01,12
TEMP,Y20-64,PC_EMP,T,NL,2009-01-01,12
TEMP,Y20-64,PC_EMP,T,NL,2010-01-01,13
TEMP,Y20-64,PC_EMP,T,NL,2011-01-01,13
TEMP,Y20-64,PC_EMP,T,NL,2012-01-01,13
TEMP,Y20-64,PC_EMP,T,NL,2013-01-01,14
TEMP,Y20-64,PC_EMP,T,NL,2014-01-01,15
TEMP,Y20-64,PC_EMP,T,NL,2015-01-01,14
TEMP,Y20-64,PC_EMP,T,NL,2016-01-01,14
TEMP,Y20-64,PC_EMP,T,NL,2017-01-01,15
TEMP,Y20-64,PC_EMP,T,NO,2005-01-01,7
TEMP,Y20-64,PC_EMP,T,NO,2006-01-01,8
TEMP,Y20-64,PC_EMP,T,NO,2007-01-01,7
TEMP,Y20-64,PC_EMP,T,NO,2008-01-01,7
TEMP,Y20-64,PC_EMP,T,NO,2009-01-01,6
TEMP,Y20-64,PC_EMP,T,NO,2010-01-01,6
TEMP,Y20-64,PC_EMP,T,NO,2011-01-01,6
TEMP,Y20-64,PC_EMP,T,NO,2012-01-01,7
TEMP,Y20-64,PC_EMP,T,NO,2013-01-01,7
TEMP,Y20-64,PC_EMP,T,NO,2014-01-01,6
TEMP,Y20-64,PC_EMP,T,NO,2015-01-01,6
TEMP,Y20-64,PC_EMP,T,NO,2016-01-01,7
TEMP,Y20-64,PC_EMP,T,NO,2017-01-01,7
TEMP,Y20-64,PC_EMP,T,PL,2005-01-01,18
TEMP,Y20-64,PC_EMP,T,PL,2006-01-01,20
TEMP,Y20-64,PC_EMP,T,PL,2007-01-01,21
TEMP,Y20-64,PC_EMP,T,PL,2008-01-01,20
TEMP,Y20-64,PC_EMP,T,PL,2009-01-01,20
TEMP,Y20-64,PC_EMP,T,PL,2010-01-01,20
TEMP,Y20-64,PC_EMP,T,PL,2011-01-01,20
TEMP,Y20-64,PC_EMP,T,PL,2012-01-01,20
TEMP,Y20-64,PC_EMP,T,PL,2013-01-01,20
TEMP,Y20-64,PC_EMP,T,PL,2014-01-01,22
TEMP,Y20-64,PC_EMP,T,PL,2015-01-01,21
TEMP,Y20-64,PC_EMP,T,PL,2016-01-01,21
TEMP,Y20-64,PC_EMP,T,PL,2017-01-01,20
TEMP,Y20-64,PC_EMP,T,PT,2005-01-01,14
TEMP,Y20-64,PC_EMP,T,PT,2006-01-01,15
TEMP,Y20-64,PC_EMP,T,PT,2007-01-01,17
TEMP,Y20-64,PC_EMP,T,PT,2008-01-01,17
TEMP,Y20-64,PC_EMP,T,PT,2009-01-01,17
TEMP,Y20-64,PC_EMP,T,PT,2010-01-01,18
TEMP,Y20-64,PC_EMP,T,PT,2011-01-01,17
TEMP,Y20-64,PC_EMP,T,PT,2012-01-01,16
TEMP,Y20-64,PC_EMP,T,PT,2013-01-01,17
TEMP,Y20-64,PC_EMP,T,PT,2014-01-01,17
TEMP,Y20-64,PC_EMP,T,PT,2015-01-01,18
TEMP,Y20-64,PC_EMP,T,PT,2016-01-01,18
TEMP,Y20-64,PC_EMP,T,PT,2017-01-01,18
TEMP,Y20-64,PC_EMP,T,RO,2005-01-01,1
TEMP,Y20-64,PC_EMP,T,RO,2006-01-01,1
TEMP,Y20-64,PC_EMP,T,RO,2007-01-01,1
TEMP,Y20-64,PC_EMP,T,RO,2008-01-01,0
TEMP,Y20-64,PC_EMP,T,RO,2009-01-01,0
