unit,sex,age,incgrp,geotime,date,value
PC,T,TOTAL,A_MD60,DE,2016-01-01,4.5 
PC,T,TOTAL,A_MD60,DE,2017-01-01,4.8 
PC,T,TOTAL,A_MD60,DK,2006-01-01,5.5 
PC,T,TOTAL,A_MD60,DK,2007-01-01,5.6 
PC,T,TOTAL,A_MD60,DK,2008-01-01,5.6 
PC,T,TOTAL,A_MD60,DK,2009-01-01,5.6 
PC,T,TOTAL,A_MD60,DK,2010-01-01,5.5 
PC,T,TOTAL,A_MD60,DK,2011-01-01,5.8 b
PC,T,TOTAL,A_MD60,DK,2012-01-01,5.4 
PC,T,TOTAL,A_MD60,DK,2013-01-01,5.9 
PC,T,TOTAL,A_MD60,DK,2014-01-01,6.3 
PC,T,TOTAL,A_MD60,DK,2015-01-01,5.8
PC,T,TOTAL,A_MD60,DK,2016-01-01,6.8 
PC,T,TOTAL,A_MD60,DK,2017-01-01,6.9 
PC,T,TOTAL,A_MD60,EA18,2006-01-01,11.2 
PC,T,TOTAL,A_MD60,EA18,2007-01-01,10.9 
PC,T,TOTAL,A_MD60,EA18,2008-01-01,10.7 
PC,T,TOTAL,A_MD60,EA18,2009-01-01,10.1 
PC,T,TOTAL,A_MD60,EA18,2010-01-01,10.2 
PC,T,TOTAL,A_MD60,EA18,2011-01-01,9.4 
PC,T,TOTAL,A_MD60,EA18,2012-01-01,9.6 
PC,T,TOTAL,A_MD60,EA18,2013-01-01,10.0 
PC,T,TOTAL,A_MD60,EA18,2014-01-01,9.7 
PC,T,TOTAL,A_MD60,EA18,2015-01-01,10.1
PC,T,TOTAL,A_MD60,EA18,2016-01-01,10.3 
PC,T,TOTAL,A_MD60,EA18,2017-01-01,10.3 e
PC,T,TOTAL,A_MD60,EA19,2006-01-01,11.6 
PC,T,TOTAL,A_MD60,EA19,2007-01-01,11.3 
PC,T,TOTAL,A_MD60,EA19,2008-01-01,11.1 
PC,T,TOTAL,A_MD60,EA19,2009-01-01,10.5 
PC,T,TOTAL,A_MD60,EA19,2010-01-01,10.6 
PC,T,TOTAL,A_MD60,EA19,2011-01-01,9.5 
PC,T,TOTAL,A_MD60,EA19,2012-01-01,9.7 
PC,T,TOTAL,A_MD60,EA19,2013-01-01,10.1 
PC,T,TOTAL,A_MD60,EA19,2014-01-01,9.9 
PC,T,TOTAL,A_MD60,EA19,2015-01-01,10.2
PC,T,TOTAL,A_MD60,EA19,2016-01-01,10.4 
PC,T,TOTAL,A_MD60,EA19,2017-01-01,10.4 e
PC,T,TOTAL,A_MD60,EE,2006-01-01,46.1 
PC,T,TOTAL,A_MD60,EE,2007-01-01,43.8 
PC,T,TOTAL,A_MD60,EE,2008-01-01,42.4 
PC,T,TOTAL,A_MD60,EE,2009-01-01,40.6 
PC,T,TOTAL,A_MD60,EE,2010-01-01,38.7 
PC,T,TOTAL,A_MD60,EE,2011-01-01,12.8 
PC,T,TOTAL,A_MD60,EE,2012-01-01,13.3 
PC,T,TOTAL,A_MD60,EE,2013-01-01,22.4 
PC,T,TOTAL,A_MD60,EE,2014-01-01,14.0 b
PC,T,TOTAL,A_MD60,EE,2015-01-01,13.7
PC,T,TOTAL,A_MD60,EE,2016-01-01,13.2 
PC,T,TOTAL,A_MD60,EE,2017-01-01,13.5 
PC,T,TOTAL,A_MD60,EL,2006-01-01,28.1 
PC,T,TOTAL,A_MD60,EL,2007-01-01,28.2 
PC,T,TOTAL,A_MD60,EL,2008-01-01,25.4 
PC,T,TOTAL,A_MD60,EL,2009-01-01,24.1 
PC,T,TOTAL,A_MD60,EL,2010-01-01,24.0 
PC,T,TOTAL,A_MD60,EL,2011-01-01,24.2 
PC,T,TOTAL,A_MD60,EL,2012-01-01,23.7 
PC,T,TOTAL,A_MD60,EL,2013-01-01,24.3 
PC,T,TOTAL,A_MD60,EL,2014-01-01,24.5 
PC,T,TOTAL,A_MD60,EL,2015-01-01,26.1
PC,T,TOTAL,A_MD60,EL,2016-01-01,27.1 
PC,T,TOTAL,A_MD60,EL,2017-01-01,27.7 
PC,T,TOTAL,A_MD60,ES,2006-01-01,5.4 
PC,T,TOTAL,A_MD60,ES,2007-01-01,4.6 
PC,T,TOTAL,A_MD60,ES,2008-01-01,4.5 
PC,T,TOTAL,A_MD60,ES,2009-01-01,4.2 
PC,T,TOTAL,A_MD60,ES,2010-01-01,4.0 
PC,T,TOTAL,A_MD60,ES,2011-01-01,5.7 b
PC,T,TOTAL,A_MD60,ES,2012-01-01,4.3 
PC,T,TOTAL,A_MD60,ES,2013-01-01,3.9 
PC,T,TOTAL,A_MD60,ES,2014-01-01,4.0 
PC,T,TOTAL,A_MD60,ES,2015-01-01,4.1
PC,T,TOTAL,A_MD60,ES,2016-01-01,3.6 
PC,T,TOTAL,A_MD60,ES,2017-01-01,3.6 
PC,T,TOTAL,A_MD60,EU27,2006-01-01,17.7 e
PC,T,TOTAL,A_MD60,EU27,2007-01-01,17.3 
PC,T,TOTAL,A_MD60,EU27,2008-01-01,17.1 
PC,T,TOTAL,A_MD60,EU27,2009-01-01,16.3 
PC,T,TOTAL,A_MD60,EU27,2010-01-01,16.1 
PC,T,TOTAL,A_MD60,EU27,2011-01-01,15.2 
PC,T,TOTAL,A_MD60,EU27,2012-01-01,15.1 
PC,T,TOTAL,A_MD60,EU27,2013-01-01,15.1 
PC,T,TOTAL,A_MD60,EU27,2014-01-01,14.6 
PC,T,TOTAL,A_MD60,EU27,2015-01-01,14.7
PC,T,TOTAL,A_MD60,EU27,2016-01-01,14.6 
PC,T,TOTAL,A_MD60,EU27,2017-01-01,16.2 e
PC,T,TOTAL,A_MD60,EU28,2006-01-01,
PC,T,TOTAL,A_MD60,EU28,2007-01-01,
PC,T,TOTAL,A_MD60,EU28,2008-01-01,
PC,T,TOTAL,A_MD60,EU28,2009-01-01,
PC,T,TOTAL,A_MD60,EU28,2010-01-01,16.4 
PC,T,TOTAL,A_MD60,EU28,2011-01-01,15.5 
PC,T,TOTAL,A_MD60,EU28,2012-01-01,15.3 
PC,T,TOTAL,A_MD60,EU28,2013-01-01,15.4 
PC,T,TOTAL,A_MD60,EU28,2014-01-01,14.8 
PC,T,TOTAL,A_MD60,EU28,2015-01-01,15.0
PC,T,TOTAL,A_MD60,EU28,2016-01-01,14.8 
PC,T,TOTAL,A_MD60,EU28,2017-01-01,16.2 e
PC,T,TOTAL,A_MD60,FI,2006-01-01,2.8 
PC,T,TOTAL,A_MD60,FI,2007-01-01,2.4 
PC,T,TOTAL,A_MD60,FI,2008-01-01,2.5 
PC,T,TOTAL,A_MD60,FI,2009-01-01,2.3 
PC,T,TOTAL,A_MD60,FI,2010-01-01,2.6 
PC,T,TOTAL,A_MD60,FI,2011-01-01,3.1 
PC,T,TOTAL,A_MD60,FI,2012-01-01,2.4 
PC,T,TOTAL,A_MD60,FI,2013-01-01,3.4 
PC,T,TOTAL,A_MD60,FI,2014-01-01,3.6 
PC,T,TOTAL,A_MD60,FI,2015-01-01,3.2
PC,T,TOTAL,A_MD60,FI,2016-01-01,3.1 
PC,T,TOTAL,A_MD60,FI,2017-01-01,3.2 
PC,T,TOTAL,A_MD60,FR,2006-01-01,5.8 
PC,T,TOTAL,A_MD60,FR,2007-01-01,7.0 
PC,T,TOTAL,A_MD60,FR,2008-01-01,6.8 
PC,T,TOTAL,A_MD60,FR,2009-01-01,6.5 
PC,T,TOTAL,A_MD60,FR,2010-01-01,6.3 
PC,T,TOTAL,A_MD60,FR,2011-01-01,4.8 
PC,T,TOTAL,A_MD60,FR,2012-01-01,5.0 
PC,T,TOTAL,A_MD60,FR,2013-01-01,5.0 
PC,T,TOTAL,A_MD60,FR,2014-01-01,4.4 
PC,T,TOTAL,A_MD60,FR,2015-01-01,5.1
PC,T,TOTAL,A_MD60,FR,2016-01-01,5.2 
PC,T,TOTAL,A_MD60,FR,2017-01-01,4.8 
PC,T,TOTAL,A_MD60,HR,2006-01-01,
PC,T,TOTAL,A_MD60,HR,2007-01-01,
PC,T,TOTAL,A_MD60,HR,2008-01-01,
PC,T,TOTAL,A_MD60,HR,2009-01-01,
PC,T,TOTAL,A_MD60,HR,2010-01-01,44.9 
PC,T,TOTAL,A_MD60,HR,2011-01-01,45.9 
PC,T,TOTAL,A_MD60,HR,2012-01-01,45.3 
PC,T,TOTAL,A_MD60,HR,2013-01-01,43.7 
PC,T,TOTAL,A_MD60,HR,2014-01-01,42.9 
PC,T,TOTAL,A_MD60,HR,2015-01-01,42.6
PC,T,TOTAL,A_MD60,HR,2016-01-01,41.6 
PC,T,TOTAL,A_MD60,HR,2017-01-01,
PC,T,TOTAL,A_MD60,HU,2006-01-01,50.0 
PC,T,TOTAL,A_MD60,HU,2007-01-01,47.6 
PC,T,TOTAL,A_MD60,HU,2008-01-01,48.6 
PC,T,TOTAL,A_MD60,HU,2009-01-01,46.4 
PC,T,TOTAL,A_MD60,HU,2010-01-01,46.9 
PC,T,TOTAL,A_MD60,HU,2011-01-01,45.0 
PC,T,TOTAL,A_MD60,HU,2012-01-01,44.9 
PC,T,TOTAL,A_MD60,HU,2013-01-01,43.9 
PC,T,TOTAL,A_MD60,HU,2014-01-01,42.0 
PC,T,TOTAL,A_MD60,HU,2015-01-01,41.5
PC,T,TOTAL,A_MD60,HU,2016-01-01,42.3 
PC,T,TOTAL,A_MD60,HU,2017-01-01,44.9 
PC,T,TOTAL,A_MD60,IE,2006-01-01,5.5 
PC,T,TOTAL,A_MD60,IE,2007-01-01,4.3 
PC,T,TOTAL,A_MD60,IE,2008-01-01,4.5 
PC,T,TOTAL,A_MD60,IE,2009-01-01,2.9 
PC,T,TOTAL,A_MD60,IE,2010-01-01,2.8 
PC,T,TOTAL,A_MD60,IE,2011-01-01,1.9 
PC,T,TOTAL,A_MD60,IE,2012-01-01,2.8 
PC,T,TOTAL,A_MD60,IE,2013-01-01,2.6 
PC,T,TOTAL,A_MD60,IE,2014-01-01,2.8 
PC,T,TOTAL,A_MD60,IE,2015-01-01,3.1
PC,T,TOTAL,A_MD60,IE,2016-01-01,2.7 
PC,T,TOTAL,A_MD60,IE,2017-01-01,
PC,T,TOTAL,A_MD60,IS,2006-01-01,8.1 
PC,T,TOTAL,A_MD60,IS,2007-01-01,10.0 
PC,T,TOTAL,A_MD60,IS,2008-01-01,5.0 
PC,T,TOTAL,A_MD60,IS,2009-01-01,6.0 
PC,T,TOTAL,A_MD60,IS,2010-01-01,5.9 
PC,T,TOTAL,A_MD60,IS,2011-01-01,6.3 
PC,T,TOTAL,A_MD60,IS,2012-01-01,6.9 
PC,T,TOTAL,A_MD60,IS,2013-01-01,7.8 
PC,T,TOTAL,A_MD60,IS,2014-01-01,7.4 
PC,T,TOTAL,A_MD60,IS,2015-01-01,7.5
PC,T,TOTAL,A_MD60,IS,2016-01-01,6.5 p
PC,T,TOTAL,A_MD60,IS,2017-01-01,
PC,T,TOTAL,A_MD60,IT,2006-01-01,23.4 
PC,T,TOTAL,A_MD60,IT,2007-01-01,22.9 
PC,T,TOTAL,A_MD60,IT,2008-01-01,23.7 
PC,T,TOTAL,A_MD60,IT,2009-01-01,22.6 
PC,T,TOTAL,A_MD60,IT,2010-01-01,23.2 
PC,T,TOTAL,A_MD60,IT,2011-01-01,22.9 
PC,T,TOTAL,A_MD60,IT,2012-01-01,25.0 
PC,T,TOTAL,A_MD60,IT,2013-01-01,25.9 
PC,T,TOTAL,A_MD60,IT,2014-01-01,25.7 
PC,T,TOTAL,A_MD60,IT,2015-01-01,26.4
PC,T,TOTAL,A_MD60,IT,2016-01-01,27.4 
PC,T,TOTAL,A_MD60,IT,2017-01-01,27.2 
PC,T,TOTAL,A_MD60,LT,2006-01-01,53.9 
PC,T,TOTAL,A_MD60,LT,2007-01-01,53.2 
PC,T,TOTAL,A_MD60,LT,2008-01-01,49.5 
PC,T,TOTAL,A_MD60,LT,2009-01-01,48.8 
PC,T,TOTAL,A_MD60,LT,2010-01-01,47.1 
PC,T,TOTAL,A_MD60,LT,2011-01-01,19.6 b
PC,T,TOTAL,A_MD60,LT,2012-01-01,19.8 
PC,T,TOTAL,A_MD60,LT,2013-01-01,28.2 b
PC,T,TOTAL,A_MD60,LT,2014-01-01,28.8 
PC,T,TOTAL,A_MD60,LT,2015-01-01,26.1
PC,T,TOTAL,A_MD60,LT,2016-01-01,23.4 
PC,T,TOTAL,A_MD60,LT,2017-01-01,24.0 
PC,T,TOTAL,A_MD60,LU,2006-01-01,4.2 
PC,T,TOTAL,A_MD60,LU,2007-01-01,4.5 
PC,T,TOTAL,A_MD60,LU,2008-01-01,3.8 
PC,T,TOTAL,A_MD60,LU,2009-01-01,3.2 
PC,T,TOTAL,A_MD60,LU,2010-01-01,4.5 
PC,T,TOTAL,A_MD60,LU,2011-01-01,3.6 
PC,T,TOTAL,A_MD60,LU,2012-01-01,4.0 
PC,T,TOTAL,A_MD60,LU,2013-01-01,3.2 
PC,T,TOTAL,A_MD60,LU,2014-01-01,3.7 
PC,T,TOTAL,A_MD60,LU,2015-01-01,4.0
PC,T,TOTAL,A_MD60,LU,2016-01-01,4.4 b
PC,T,TOTAL,A_MD60,LU,2017-01-01,5.5 
PC,T,TOTAL,A_MD60,LV,2006-01-01,61.0 
PC,T,TOTAL,A_MD60,LV,2007-01-01,61.9 
PC,T,TOTAL,A_MD60,LV,2008-01-01,59.9 
PC,T,TOTAL,A_MD60,LV,2009-01-01,57.2 
PC,T,TOTAL,A_MD60,LV,2010-01-01,54.9 
PC,T,TOTAL,A_MD60,LV,2011-01-01,43.3 
PC,T,TOTAL,A_MD60,LV,2012-01-01,36.2 
PC,T,TOTAL,A_MD60,LV,2013-01-01,37.4 
PC,T,TOTAL,A_MD60,LV,2014-01-01,39.6 
PC,T,TOTAL,A_MD60,LV,2015-01-01,40.7
PC,T,TOTAL,A_MD60,LV,2016-01-01,44.0 
PC,T,TOTAL,A_MD60,LV,2017-01-01,42.3 
PC,T,TOTAL,A_MD60,MK,2006-01-01,
PC,T,TOTAL,A_MD60,MK,2007-01-01,
PC,T,TOTAL,A_MD60,MK,2008-01-01,
PC,T,TOTAL,A_MD60,MK,2009-01-01,
PC,T,TOTAL,A_MD60,MK,2010-01-01,
PC,T,TOTAL,A_MD60,MK,2011-01-01,
PC,T,TOTAL,A_MD60,MK,2012-01-01,48.4 
PC,T,TOTAL,A_MD60,MK,2013-01-01,47.8 
PC,T,TOTAL,A_MD60,MK,2014-01-01,43.3 
PC,T,TOTAL,A_MD60,MK,2015-01-01,47.5
PC,T,TOTAL,A_MD60,MK,2016-01-01,47.4 
PC,T,TOTAL,A_MD60,MK,2017-01-01,
PC,T,TOTAL,A_MD60,MT,2006-01-01,3.7 
PC,T,TOTAL,A_MD60,MT,2007-01-01,4.2 
PC,T,TOTAL,A_MD60,MT,2008-01-01,4.0 
PC,T,TOTAL,A_MD60,MT,2009-01-01,3.8 
PC,T,TOTAL,A_MD60,MT,2010-01-01,3.8 
PC,T,TOTAL,A_MD60,MT,2011-01-01,3.8 
PC,T,TOTAL,A_MD60,MT,2012-01-01,3.7 
PC,T,TOTAL,A_MD60,MT,2013-01-01,3.3 
PC,T,TOTAL,A_MD60,MT,2014-01-01,3.3 
PC,T,TOTAL,A_MD60,MT,2015-01-01,2.9
PC,T,TOTAL,A_MD60,MT,2016-01-01,2.1 
PC,T,TOTAL,A_MD60,MT,2017-01-01,2.2 
PC,T,TOTAL,A_MD60,NL,2006-01-01,1.4 
PC,T,TOTAL,A_MD60,NL,2007-01-01,1.5 
PC,T,TOTAL,A_MD60,NL,2008-01-01,1.1 
PC,T,TOTAL,A_MD60,NL,2009-01-01,1.0 
PC,T,TOTAL,A_MD60,NL,2010-01-01,1.7 
PC,T,TOTAL,A_MD60,NL,2011-01-01,1.3 
PC,T,TOTAL,A_MD60,NL,2012-01-01,1.7 
PC,T,TOTAL,A_MD60,NL,2013-01-01,1.2 
PC,T,TOTAL,A_MD60,NL,2014-01-01,1.7 
PC,T,TOTAL,A_MD60,NL,2015-01-01,1.9
PC,T,TOTAL,A_MD60,NL,2016-01-01,2.3 b
PC,T,TOTAL,A_MD60,NL,2017-01-01,2.3 
PC,T,TOTAL,A_MD60,NO,2006-01-01,3.1 
PC,T,TOTAL,A_MD60,NO,2007-01-01,3.0 
PC,T,TOTAL,A_MD60,NO,2008-01-01,2.8 
PC,T,TOTAL,A_MD60,NO,2009-01-01,2.4 
PC,T,TOTAL,A_MD60,NO,2010-01-01,2.5 
PC,T,TOTAL,A_MD60,NO,2011-01-01,2.3 
PC,T,TOTAL,A_MD60,NO,2012-01-01,3.4 
PC,T,TOTAL,A_MD60,NO,2013-01-01,3.1 
PC,T,TOTAL,A_MD60,NO,2014-01-01,2.1 
PC,T,TOTAL,A_MD60,NO,2015-01-01,2.5
PC,T,TOTAL,A_MD60,NO,2016-01-01,2.4 
PC,T,TOTAL,A_MD60,NO,2017-01-01,2.1 
PC,T,TOTAL,A_MD60,PL,2006-01-01,52.3 
PC,T,TOTAL,A_MD60,PL,2007-01-01,50.9 
PC,T,TOTAL,A_MD60,PL,2008-01-01,49.7 
PC,T,TOTAL,A_MD60,PL,2009-01-01,47.9 
PC,T,TOTAL,A_MD60,PL,2010-01-01,45.4 
PC,T,TOTAL,A_MD60,PL,2011-01-01,45.6 
PC,T,TOTAL,A_MD60,PL,2012-01-01,45.1 
PC,T,TOTAL,A_MD60,PL,2013-01-01,42.8 
PC,T,TOTAL,A_MD60,PL,2014-01-01,42.1 
PC,T,TOTAL,A_MD60,PL,2015-01-01,41.5
PC,T,TOTAL,A_MD60,PL,2016-01-01,38.0 
PC,T,TOTAL,A_MD60,PL,2017-01-01,40.3 
PC,T,TOTAL,A_MD60,PT,2006-01-01,14.9 
PC,T,TOTAL,A_MD60,PT,2007-01-01,15.7 
PC,T,TOTAL,A_MD60,PT,2008-01-01,14.3 
PC,T,TOTAL,A_MD60,PT,2009-01-01,12.7 
PC,T,TOTAL,A_MD60,PT,2010-01-01,13.5 
PC,T,TOTAL,A_MD60,PT,2011-01-01,9.5 
PC,T,TOTAL,A_MD60,PT,2012-01-01,9.1 
PC,T,TOTAL,A_MD60,PT,2013-01-01,10.2 
PC,T,TOTAL,A_MD60,PT,2014-01-01,8.3 
PC,T,TOTAL,A_MD60,PT,2015-01-01,8.3
PC,T,TOTAL,A_MD60,PT,2016-01-01,8.6 
PC,T,TOTAL,A_MD60,PT,2017-01-01,8.0 
PC,T,TOTAL,A_MD60,RO,2006-01-01,
PC,T,TOTAL,A_MD60,RO,2007-01-01,57.1 
PC,T,TOTAL,A_MD60,RO,2008-01-01,55.7 
PC,T,TOTAL,A_MD60,RO,2009-01-01,54.4 
PC,T,TOTAL,A_MD60,RO,2010-01-01,52.7 
PC,T,TOTAL,A_MD60,RO,2011-01-01,51.8 
PC,T,TOTAL,A_MD60,RO,2012-01-01,51.8 
PC,T,TOTAL,A_MD60,RO,2013-01-01,50.1 
PC,T,TOTAL,A_MD60,RO,2014-01-01,48.1 
PC,T,TOTAL,A_MD60,RO,2015-01-01,49.4
PC,T,TOTAL,A_MD60,RO,2016-01-01,48.3 
PC,T,TOTAL,A_MD60,RO,2017-01-01,47.5 
PC,T,TOTAL,A_MD60,RS,2006-01-01,
PC,T,TOTAL,A_MD60,RS,2007-01-01,
PC,T,TOTAL,A_MD60,RS,2008-01-01,
PC,T,TOTAL,A_MD60,RS,2009-01-01,
PC,T,TOTAL,A_MD60,RS,2010-01-01,
PC,T,TOTAL,A_MD60,RS,2011-01-01,
PC,T,TOTAL,A_MD60,RS,2012-01-01,
PC,T,TOTAL,A_MD60,RS,2013-01-01,53.8 
PC,T,TOTAL,A_MD60,RS,2014-01-01,50.3 
PC,T,TOTAL,A_MD60,RS,2015-01-01,51.9
PC,T,TOTAL,A_MD60,RS,2016-01-01,54.0 
PC,T,TOTAL,A_MD60,RS,2017-01-01,
PC,T,TOTAL,A_MD60,SE,2006-01-01,6.3 
PC,T,TOTAL,A_MD60,SE,2007-01-01,5.8 
PC,T,TOTAL,A_MD60,SE,2008-01-01,6.5 b
PC,T,TOTAL,A_MD60,SE,2009-01-01,8.7 
PC,T,TOTAL,A_MD60,SE,2010-01-01,8.8 
PC,T,TOTAL,A_MD60,SE,2011-01-01,9.4 
PC,T,TOTAL,A_MD60,SE,2012-01-01,7.9 
PC,T,TOTAL,A_MD60,SE,2013-01-01,6.4 
PC,T,TOTAL,A_MD60,SE,2014-01-01,5.9 
PC,T,TOTAL,A_MD60,SE,2015-01-01,7.4
PC,T,TOTAL,A_MD60,SE,2016-01-01,7.6 
PC,T,TOTAL,A_MD60,SE,2017-01-01,8.1 
PC,T,TOTAL,A_MD60,SI,2006-01-01,40.3 
PC,T,TOTAL,A_MD60,SI,2007-01-01,39.6 
PC,T,TOTAL,A_MD60,SI,2008-01-01,39.3 
PC,T,TOTAL,A_MD60,SI,2009-01-01,37.8 
PC,T,TOTAL,A_MD60,SI,2010-01-01,34.1 
PC,T,TOTAL,A_MD60,SI,2011-01-01,16.1 b
PC,T,TOTAL,A_MD60,SI,2012-01-01,15.4 
PC,T,TOTAL,A_MD60,SI,2013-01-01,14.4 
PC,T,TOTAL,A_MD60,SI,2014-01-01,13.5 
PC,T,TOTAL,A_MD60,SI,2015-01-01,12.3
PC,T,TOTAL,A_MD60,SI,2016-01-01,11.8 
PC,T,TOTAL,A_MD60,SI,2017-01-01,12.3 
PC,T,TOTAL,A_MD60,SK,2006-01-01,44.6 
PC,T,TOTAL,A_MD60,SK,2007-01-01,42.9 
PC,T,TOTAL,A_MD60,SK,2008-01-01,43.0 
PC,T,TOTAL,A_MD60,SK,2009-01-01,39.0 
PC,T,TOTAL,A_MD60,SK,2010-01-01,39.1 
PC,T,TOTAL,A_MD60,SK,2011-01-01,38.9 
PC,T,TOTAL,A_MD60,SK,2012-01-01,37.9 
PC,T,TOTAL,A_MD60,SK,2013-01-01,39.1 
PC,T,TOTAL,A_MD60,SK,2014-01-01,37.4 
PC,T,TOTAL,A_MD60,SK,2015-01-01,36.4
PC,T,TOTAL,A_MD60,SK,2016-01-01,37.0 
PC,T,TOTAL,A_MD60,SK,2017-01-01,35.1 
PC,T,TOTAL,A_MD60,TR,2006-01-01,43.6 
PC,T,TOTAL,A_MD60,TR,2007-01-01,44.9 
PC,T,TOTAL,A_MD60,TR,2008-01-01,42.8 
PC,T,TOTAL,A_MD60,TR,2009-01-01,40.5 
PC,T,TOTAL,A_MD60,TR,2010-01-01,38.8 
PC,T,TOTAL,A_MD60,TR,2011-01-01,39.4 
