aquaenv,geotime,date,value
FRW_EXC_NR,EL,2011-01-01,4
FRW_EXC_NR,EL,2012-01-01,2
FRW_EXC_NR,EL,2013-01-01,
FRW_EXC_NR,EL,2014-01-01,
FRW_EXC_NR,EL,2015-01-01,
FRW_EXC_NR,EL,2016-01-01,
FRW_EXC_NR,EL,2017-01-01,
FRW_EXC_NR,ES,2011-01-01,101
FRW_EXC_NR,ES,2012-01-01,106
FRW_EXC_NR,ES,2013-01-01,
FRW_EXC_NR,ES,2014-01-01,
FRW_EXC_NR,ES,2015-01-01,
FRW_EXC_NR,ES,2016-01-01,
FRW_EXC_NR,ES,2017-01-01,
FRW_EXC_NR,EU28,2011-01-01,4707
FRW_EXC_NR,EU28,2012-01-01,4640
FRW_EXC_NR,EU28,2013-01-01,
FRW_EXC_NR,EU28,2014-01-01,
FRW_EXC_NR,EU28,2015-01-01,
FRW_EXC_NR,EU28,2016-01-01,
FRW_EXC_NR,EU28,2017-01-01,
FRW_EXC_NR,FI,2011-01-01,191
FRW_EXC_NR,FI,2012-01-01,209
FRW_EXC_NR,FI,2013-01-01,
FRW_EXC_NR,FI,2014-01-01,
FRW_EXC_NR,FI,2015-01-01,
FRW_EXC_NR,FI,2016-01-01,
FRW_EXC_NR,FI,2017-01-01,
FRW_EXC_NR,FR,2011-01-01,705
FRW_EXC_NR,FR,2012-01-01,631
FRW_EXC_NR,FR,2013-01-01,
FRW_EXC_NR,FR,2014-01-01,
FRW_EXC_NR,FR,2015-01-01,
FRW_EXC_NR,FR,2016-01-01,
FRW_EXC_NR,FR,2017-01-01,
FRW_EXC_NR,HR,2011-01-01,3
FRW_EXC_NR,HR,2012-01-01,0
FRW_EXC_NR,HR,2013-01-01,
FRW_EXC_NR,HR,2014-01-01,
FRW_EXC_NR,HR,2015-01-01,
FRW_EXC_NR,HR,2016-01-01,
FRW_EXC_NR,HR,2017-01-01,
FRW_EXC_NR,HU,2011-01-01,127
FRW_EXC_NR,HU,2012-01-01,132
FRW_EXC_NR,HU,2013-01-01,
FRW_EXC_NR,HU,2014-01-01,
FRW_EXC_NR,HU,2015-01-01,
FRW_EXC_NR,HU,2016-01-01,
FRW_EXC_NR,HU,2017-01-01,
FRW_EXC_NR,IE,2011-01-01,6
FRW_EXC_NR,IE,2012-01-01,7
FRW_EXC_NR,IE,2013-01-01,
FRW_EXC_NR,IE,2014-01-01,
FRW_EXC_NR,IE,2015-01-01,
FRW_EXC_NR,IE,2016-01-01,
FRW_EXC_NR,IE,2017-01-01,
FRW_EXC_NR,IT,2011-01-01,499
FRW_EXC_NR,IT,2012-01-01,475
FRW_EXC_NR,IT,2013-01-01,
FRW_EXC_NR,IT,2014-01-01,
FRW_EXC_NR,IT,2015-01-01,
FRW_EXC_NR,IT,2016-01-01,
FRW_EXC_NR,IT,2017-01-01,
FRW_EXC_NR,LT,2011-01-01,70
FRW_EXC_NR,LT,2012-01-01,69
FRW_EXC_NR,LT,2013-01-01,
FRW_EXC_NR,LT,2014-01-01,
FRW_EXC_NR,LT,2015-01-01,
FRW_EXC_NR,LT,2016-01-01,
FRW_EXC_NR,LT,2017-01-01,
FRW_EXC_NR,LU,2011-01-01,10
FRW_EXC_NR,LU,2012-01-01,11
FRW_EXC_NR,LU,2013-01-01,
FRW_EXC_NR,LU,2014-01-01,
FRW_EXC_NR,LU,2015-01-01,
FRW_EXC_NR,LU,2016-01-01,
FRW_EXC_NR,LU,2017-01-01,
FRW_EXC_NR,LV,2011-01-01,9
FRW_EXC_NR,LV,2012-01-01,9
FRW_EXC_NR,LV,2013-01-01,
FRW_EXC_NR,LV,2014-01-01,
FRW_EXC_NR,LV,2015-01-01,
FRW_EXC_NR,LV,2016-01-01,
FRW_EXC_NR,LV,2017-01-01,
FRW_EXC_NR,NL,2011-01-01,268
FRW_EXC_NR,NL,2012-01-01,397
FRW_EXC_NR,NL,2013-01-01,
FRW_EXC_NR,NL,2014-01-01,
FRW_EXC_NR,NL,2015-01-01,
FRW_EXC_NR,NL,2016-01-01,
FRW_EXC_NR,NL,2017-01-01,
FRW_EXC_NR,PL,2011-01-01,76
FRW_EXC_NR,PL,2012-01-01,86
FRW_EXC_NR,PL,2013-01-01,
FRW_EXC_NR,PL,2014-01-01,
FRW_EXC_NR,PL,2015-01-01,
FRW_EXC_NR,PL,2016-01-01,
FRW_EXC_NR,PL,2017-01-01,
FRW_EXC_NR,PT,2011-01-01,52
FRW_EXC_NR,PT,2012-01-01,56
FRW_EXC_NR,PT,2013-01-01,
FRW_EXC_NR,PT,2014-01-01,
FRW_EXC_NR,PT,2015-01-01,
FRW_EXC_NR,PT,2016-01-01,
FRW_EXC_NR,PT,2017-01-01,
FRW_EXC_NR,RO,2011-01-01,0
FRW_EXC_NR,RO,2012-01-01,0
FRW_EXC_NR,RO,2013-01-01,
FRW_EXC_NR,RO,2014-01-01,
FRW_EXC_NR,RO,2015-01-01,
FRW_EXC_NR,RO,2016-01-01,
FRW_EXC_NR,RO,2017-01-01,
FRW_EXC_NR,SE,2011-01-01,152
FRW_EXC_NR,SE,2012-01-01,149
FRW_EXC_NR,SE,2013-01-01,
FRW_EXC_NR,SE,2014-01-01,
FRW_EXC_NR,SE,2015-01-01,
FRW_EXC_NR,SE,2016-01-01,
FRW_EXC_NR,SE,2017-01-01,
FRW_EXC_NR,SI,2011-01-01,13
FRW_EXC_NR,SI,2012-01-01,9
FRW_EXC_NR,SI,2013-01-01,
FRW_EXC_NR,SI,2014-01-01,
FRW_EXC_NR,SI,2015-01-01,
FRW_EXC_NR,SI,2016-01-01,
FRW_EXC_NR,SI,2017-01-01,
FRW_EXC_NR,SK,2011-01-01,22
FRW_EXC_NR,SK,2012-01-01,24
FRW_EXC_NR,SK,2013-01-01,
FRW_EXC_NR,SK,2014-01-01,
FRW_EXC_NR,SK,2015-01-01,
FRW_EXC_NR,SK,2016-01-01,
FRW_EXC_NR,SK,2017-01-01,
FRW_EXC_NR,UK,2011-01-01,7
FRW_EXC_NR,UK,2012-01-01,3
FRW_EXC_NR,UK,2013-01-01,
FRW_EXC_NR,UK,2014-01-01,
FRW_EXC_NR,UK,2015-01-01,
FRW_EXC_NR,UK,2016-01-01,
FRW_EXC_NR,UK,2017-01-01,
FRW_EXC_PC,AT,2011-01-01,83
FRW_EXC_PC,AT,2012-01-01,73
FRW_EXC_PC,AT,2013-01-01,
FRW_EXC_PC,AT,2014-01-01,
FRW_EXC_PC,AT,2015-01-01,
FRW_EXC_PC,AT,2016-01-01,
FRW_EXC_PC,AT,2017-01-01,
FRW_EXC_PC,BE,2011-01-01,60
FRW_EXC_PC,BE,2012-01-01,62
FRW_EXC_PC,BE,2013-01-01,
FRW_EXC_PC,BE,2014-01-01,
FRW_EXC_PC,BE,2015-01-01,
FRW_EXC_PC,BE,2016-01-01,
FRW_EXC_PC,BE,2017-01-01,
FRW_EXC_PC,BG,2011-01-01,25
FRW_EXC_PC,BG,2012-01-01,100
FRW_EXC_PC,BG,2013-01-01,
FRW_EXC_PC,BG,2014-01-01,
FRW_EXC_PC,BG,2015-01-01,
FRW_EXC_PC,BG,2016-01-01,
FRW_EXC_PC,BG,2017-01-01,
FRW_EXC_PC,CH,2011-01-01,37
FRW_EXC_PC,CH,2012-01-01,10
FRW_EXC_PC,CH,2013-01-01,
FRW_EXC_PC,CH,2014-01-01,
FRW_EXC_PC,CH,2015-01-01,
FRW_EXC_PC,CH,2016-01-01,
FRW_EXC_PC,CH,2017-01-01,
FRW_EXC_PC,CZ,2011-01-01,63
FRW_EXC_PC,CZ,2012-01-01,75
FRW_EXC_PC,CZ,2013-01-01,
FRW_EXC_PC,CZ,2014-01-01,
FRW_EXC_PC,CZ,2015-01-01,
FRW_EXC_PC,CZ,2016-01-01,
FRW_EXC_PC,CZ,2017-01-01,
FRW_EXC_PC,DE,2011-01-01,90
FRW_EXC_PC,DE,2012-01-01,89
FRW_EXC_PC,DE,2013-01-01,
FRW_EXC_PC,DE,2014-01-01,
FRW_EXC_PC,DE,2015-01-01,
FRW_EXC_PC,DE,2016-01-01,
FRW_EXC_PC,DE,2017-01-01,
FRW_EXC_PC,DK,2011-01-01,83
FRW_EXC_PC,DK,2012-01-01,89
FRW_EXC_PC,DK,2013-01-01,
FRW_EXC_PC,DK,2014-01-01,
FRW_EXC_PC,DK,2015-01-01,
FRW_EXC_PC,DK,2016-01-01,
FRW_EXC_PC,DK,2017-01-01,
FRW_EXC_PC,EE,2011-01-01,92
FRW_EXC_PC,EE,2012-01-01,88
FRW_EXC_PC,EE,2013-01-01,
FRW_EXC_PC,EE,2014-01-01,
FRW_EXC_PC,EE,2015-01-01,
FRW_EXC_PC,EE,2016-01-01,
FRW_EXC_PC,EE,2017-01-01,
FRW_EXC_PC,EL,2011-01-01,66
FRW_EXC_PC,EL,2012-01-01,33
FRW_EXC_PC,EL,2013-01-01,
FRW_EXC_PC,EL,2014-01-01,
FRW_EXC_PC,EL,2015-01-01,
FRW_EXC_PC,EL,2016-01-01,
FRW_EXC_PC,EL,2017-01-01,
FRW_EXC_PC,ES,2011-01-01,44
FRW_EXC_PC,ES,2012-01-01,46
FRW_EXC_PC,ES,2013-01-01,
FRW_EXC_PC,ES,2014-01-01,
FRW_EXC_PC,ES,2015-01-01,
FRW_EXC_PC,ES,2016-01-01,
FRW_EXC_PC,ES,2017-01-01,
FRW_EXC_PC,EU28,2011-01-01,68
FRW_EXC_PC,EU28,2012-01-01,68
FRW_EXC_PC,EU28,2013-01-01,
FRW_EXC_PC,EU28,2014-01-01,
FRW_EXC_PC,EU28,2015-01-01,
FRW_EXC_PC,EU28,2016-01-01,
FRW_EXC_PC,EU28,2017-01-01,
FRW_EXC_PC,FI,2011-01-01,80
FRW_EXC_PC,FI,2012-01-01,88
FRW_EXC_PC,FI,2013-01-01,
FRW_EXC_PC,FI,2014-01-01,
FRW_EXC_PC,FI,2015-01-01,
FRW_EXC_PC,FI,2016-01-01,
FRW_EXC_PC,FI,2017-01-01,
FRW_EXC_PC,FR,2011-01-01,54
FRW_EXC_PC,FR,2012-01-01,48
FRW_EXC_PC,FR,2013-01-01,
FRW_EXC_PC,FR,2014-01-01,
FRW_EXC_PC,FR,2015-01-01,
FRW_EXC_PC,FR,2016-01-01,
FRW_EXC_PC,FR,2017-01-01,
FRW_EXC_PC,HR,2011-01-01,75
FRW_EXC_PC,HR,2012-01-01,0
FRW_EXC_PC,HR,2013-01-01,
FRW_EXC_PC,HR,2014-01-01,
FRW_EXC_PC,HR,2015-01-01,
FRW_EXC_PC,HR,2016-01-01,
FRW_EXC_PC,HR,2017-01-01,
FRW_EXC_PC,HU,2011-01-01,55
FRW_EXC_PC,HU,2012-01-01,56
FRW_EXC_PC,HU,2013-01-01,
FRW_EXC_PC,HU,2014-01-01,
FRW_EXC_PC,HU,2015-01-01,
FRW_EXC_PC,HU,2016-01-01,
FRW_EXC_PC,HU,2017-01-01,
FRW_EXC_PC,IE,2011-01-01,66
FRW_EXC_PC,IE,2012-01-01,77
FRW_EXC_PC,IE,2013-01-01,
FRW_EXC_PC,IE,2014-01-01,
FRW_EXC_PC,IE,2015-01-01,
FRW_EXC_PC,IE,2016-01-01,
FRW_EXC_PC,IE,2017-01-01,
FRW_EXC_PC,IT,2011-01-01,77
FRW_EXC_PC,IT,2012-01-01,75
FRW_EXC_PC,IT,2013-01-01,
FRW_EXC_PC,IT,2014-01-01,
FRW_EXC_PC,IT,2015-01-01,
FRW_EXC_PC,IT,2016-01-01,
FRW_EXC_PC,IT,2017-01-01,
FRW_EXC_PC,LT,2011-01-01,71
FRW_EXC_PC,LT,2012-01-01,70
FRW_EXC_PC,LT,2013-01-01,
FRW_EXC_PC,LT,2014-01-01,
FRW_EXC_PC,LT,2015-01-01,
FRW_EXC_PC,LT,2016-01-01,
FRW_EXC_PC,LT,2017-01-01,
FRW_EXC_PC,LU,2011-01-01,50
FRW_EXC_PC,LU,2012-01-01,100
FRW_EXC_PC,LU,2013-01-01,
FRW_EXC_PC,LU,2014-01-01,
FRW_EXC_PC,LU,2015-01-01,
FRW_EXC_PC,LU,2016-01-01,
FRW_EXC_PC,LU,2017-01-01,
FRW_EXC_PC,LV,2011-01-01,64
FRW_EXC_PC,LV,2012-01-01,64
FRW_EXC_PC,LV,2013-01-01,
FRW_EXC_PC,LV,2014-01-01,
FRW_EXC_PC,LV,2015-01-01,
FRW_EXC_PC,LV,2016-01-01,
FRW_EXC_PC,LV,2017-01-01,
FRW_EXC_PC,NL,2011-01-01,44
FRW_EXC_PC,NL,2012-01-01,65
FRW_EXC_PC,NL,2013-01-01,
FRW_EXC_PC,NL,2014-01-01,
FRW_EXC_PC,NL,2015-01-01,
FRW_EXC_PC,NL,2016-01-01,
FRW_EXC_PC,NL,2017-01-01,
FRW_EXC_PC,PL,2011-01-01,58
FRW_EXC_PC,PL,2012-01-01,64
FRW_EXC_PC,PL,2013-01-01,
FRW_EXC_PC,PL,2014-01-01,
FRW_EXC_PC,PL,2015-01-01,
FRW_EXC_PC,PL,2016-01-01,
FRW_EXC_PC,PL,2017-01-01,
FRW_EXC_PC,PT,2011-01-01,62
FRW_EXC_PC,PT,2012-01-01,62
FRW_EXC_PC,PT,2013-01-01,
FRW_EXC_PC,PT,2014-01-01,
FRW_EXC_PC,PT,2015-01-01,
FRW_EXC_PC,PT,2016-01-01,
FRW_EXC_PC,PT,2017-01-01,
FRW_EXC_PC,RO,2011-01-01,
FRW_EXC_PC,RO,2012-01-01,
FRW_EXC_PC,RO,2013-01-01,
FRW_EXC_PC,RO,2014-01-01,
FRW_EXC_PC,RO,2015-01-01,
FRW_EXC_PC,RO,2016-01-01,
FRW_EXC_PC,RO,2017-01-01,
FRW_EXC_PC,SE,2011-01-01,76
FRW_EXC_PC,SE,2012-01-01,74
FRW_EXC_PC,SE,2013-01-01,
FRW_EXC_PC,SE,2014-01-01,
FRW_EXC_PC,SE,2015-01-01,
FRW_EXC_PC,SE,2016-01-01,
FRW_EXC_PC,SE,2017-01-01,
FRW_EXC_PC,SI,2011-01-01,50
FRW_EXC_PC,SI,2012-01-01,34
FRW_EXC_PC,SI,2013-01-01,
FRW_EXC_PC,SI,2014-01-01,
FRW_EXC_PC,SI,2015-01-01,
FRW_EXC_PC,SI,2016-01-01,
FRW_EXC_PC,SI,2017-01-01,
FRW_EXC_PC,SK,2011-01-01,64
FRW_EXC_PC,SK,2012-01-01,72
FRW_EXC_PC,SK,2013-01-01,
FRW_EXC_PC,SK,2014-01-01,
FRW_EXC_PC,SK,2015-01-01,
FRW_EXC_PC,SK,2016-01-01,
FRW_EXC_PC,SK,2017-01-01,
FRW_EXC_PC,UK,2011-01-01,58
FRW_EXC_PC,UK,2012-01-01,25
FRW_EXC_PC,UK,2013-01-01,
FRW_EXC_PC,UK,2014-01-01,
FRW_EXC_PC,UK,2015-01-01,
FRW_EXC_PC,UK,2016-01-01,
FRW_EXC_PC,UK,2017-01-01,
FRW_NR,AT,2011-01-01,267
FRW_NR,AT,2012-01-01,266
FRW_NR,AT,2013-01-01,
FRW_NR,AT,2014-01-01,
FRW_NR,AT,2015-01-01,
FRW_NR,AT,2016-01-01,
FRW_NR,AT,2017-01-01,
FRW_NR,BE,2011-01-01,79
FRW_NR,BE,2012-01-01,81
FRW_NR,BE,2013-01-01,
FRW_NR,BE,2014-01-01,
FRW_NR,BE,2015-01-01,
FRW_NR,BE,2016-01-01,
FRW_NR,BE,2017-01-01,
FRW_NR,BG,2011-01-01,4
FRW_NR,BG,2012-01-01,4
FRW_NR,BG,2013-01-01,
FRW_NR,BG,2014-01-01,
FRW_NR,BG,2015-01-01,
FRW_NR,BG,2016-01-01,
FRW_NR,BG,2017-01-01,
FRW_NR,CH,2011-01-01,352
FRW_NR,CH,2012-01-01,335
FRW_NR,CH,2013-01-01,
FRW_NR,CH,2014-01-01,
FRW_NR,CH,2015-01-01,
FRW_NR,CH,2016-01-01,
FRW_NR,CH,2017-01-01,
FRW_NR,CZ,2011-01-01,183
FRW_NR,CZ,2012-01-01,160
FRW_NR,CZ,2013-01-01,
FRW_NR,CZ,2014-01-01,
FRW_NR,CZ,2015-01-01,
FRW_NR,CZ,2016-01-01,
FRW_NR,CZ,2017-01-01,
FRW_NR,DE,2011-01-01,1938
FRW_NR,DE,2012-01-01,1929
FRW_NR,DE,2013-01-01,
FRW_NR,DE,2014-01-01,
FRW_NR,DE,2015-01-01,
FRW_NR,DE,2016-01-01,
FRW_NR,DE,2017-01-01,
FRW_NR,DK,2011-01-01,118
FRW_NR,DK,2012-01-01,117
FRW_NR,DK,2013-01-01,
FRW_NR,DK,2014-01-01,
FRW_NR,DK,2015-01-01,
FRW_NR,DK,2016-01-01,
FRW_NR,DK,2017-01-01,
FRW_NR,EE,2011-01-01,28
FRW_NR,EE,2012-01-01,27
FRW_NR,EE,2013-01-01,
FRW_NR,EE,2014-01-01,
FRW_NR,EE,2015-01-01,
FRW_NR,EE,2016-01-01,
FRW_NR,EE,2017-01-01,
FRW_NR,EL,2011-01-01,6
FRW_NR,EL,2012-01-01,6
FRW_NR,EL,2013-01-01,
FRW_NR,EL,2014-01-01,
FRW_NR,EL,2015-01-01,
FRW_NR,EL,2016-01-01,
FRW_NR,EL,2017-01-01,
FRW_NR,ES,2011-01-01,225
FRW_NR,ES,2012-01-01,230
FRW_NR,ES,2013-01-01,
FRW_NR,ES,2014-01-01,
FRW_NR,ES,2015-01-01,
FRW_NR,ES,2016-01-01,
FRW_NR,ES,2017-01-01,
FRW_NR,EU28,2011-01-01,6849
FRW_NR,EU28,2012-01-01,6778
FRW_NR,EU28,2013-01-01,
FRW_NR,EU28,2014-01-01,
FRW_NR,EU28,2015-01-01,
FRW_NR,EU28,2016-01-01,
FRW_NR,EU28,2017-01-01,
FRW_NR,FI,2011-01-01,238
FRW_NR,FI,2012-01-01,237
FRW_NR,FI,2013-01-01,
FRW_NR,FI,2014-01-01,
FRW_NR,FI,2015-01-01,
FRW_NR,FI,2016-01-01,
FRW_NR,FI,2017-01-01,
FRW_NR,FR,2011-01-01,1304
FRW_NR,FR,2012-01-01,1288
FRW_NR,FR,2013-01-01,
FRW_NR,FR,2014-01-01,
FRW_NR,FR,2015-01-01,
FRW_NR,FR,2016-01-01,
FRW_NR,FR,2017-01-01,
FRW_NR,HR,2011-01-01,4
FRW_NR,HR,2012-01-01,7
FRW_NR,HR,2013-01-01,
FRW_NR,HR,2014-01-01,
FRW_NR,HR,2015-01-01,
FRW_NR,HR,2016-01-01,
FRW_NR,HR,2017-01-01,
FRW_NR,HU,2011-01-01,228
FRW_NR,HU,2012-01-01,232
FRW_NR,HU,2013-01-01,
FRW_NR,HU,2014-01-01,
FRW_NR,HU,2015-01-01,
FRW_NR,HU,2016-01-01,
FRW_NR,HU,2017-01-01,
FRW_NR,IE,2011-01-01,9
FRW_NR,IE,2012-01-01,9
FRW_NR,IE,2013-01-01,
FRW_NR,IE,2014-01-01,
FRW_NR,IE,2015-01-01,
FRW_NR,IE,2016-01-01,
FRW_NR,IE,2017-01-01,
FRW_NR,IT,2011-01-01,647
FRW_NR,IT,2012-01-01,629
FRW_NR,IT,2013-01-01,
FRW_NR,IT,2014-01-01,
FRW_NR,IT,2015-01-01,
FRW_NR,IT,2016-01-01,
FRW_NR,IT,2017-01-01,
FRW_NR,LT,2011-01-01,98
FRW_NR,LT,2012-01-01,98
FRW_NR,LT,2013-01-01,
FRW_NR,LT,2014-01-01,
FRW_NR,LT,2015-01-01,
FRW_NR,LT,2016-01-01,
FRW_NR,LT,2017-01-01,
FRW_NR,LU,2011-01-01,20
FRW_NR,LU,2012-01-01,11
FRW_NR,LU,2013-01-01,
FRW_NR,LU,2014-01-01,
FRW_NR,LU,2015-01-01,
FRW_NR,LU,2016-01-01,
FRW_NR,LU,2017-01-01,
FRW_NR,LV,2011-01-01,14
FRW_NR,LV,2012-01-01,14
FRW_NR,LV,2013-01-01,
FRW_NR,LV,2014-01-01,
FRW_NR,LV,2015-01-01,
FRW_NR,LV,2016-01-01,
FRW_NR,LV,2017-01-01,
FRW_NR,NL,2011-01-01,603
FRW_NR,NL,2012-01-01,605
FRW_NR,NL,2013-01-01,
FRW_NR,NL,2014-01-01,
FRW_NR,NL,2015-01-01,
FRW_NR,NL,2016-01-01,
FRW_NR,NL,2017-01-01,
FRW_NR,PL,2011-01-01,131
FRW_NR,PL,2012-01-01,133
FRW_NR,PL,2013-01-01,
FRW_NR,PL,2014-01-01,
FRW_NR,PL,2015-01-01,
FRW_NR,PL,2016-01-01,
FRW_NR,PL,2017-01-01,
FRW_NR,PT,2011-01-01,83
FRW_NR,PT,2012-01-01,89
FRW_NR,PT,2013-01-01,
FRW_NR,PT,2014-01-01,
FRW_NR,PT,2015-01-01,
FRW_NR,PT,2016-01-01,
FRW_NR,PT,2017-01-01,
FRW_NR,RO,2011-01-01,0
FRW_NR,RO,2012-01-01,0
FRW_NR,RO,2013-01-01,
FRW_NR,RO,2014-01-01,
FRW_NR,RO,2015-01-01,
FRW_NR,RO,2016-01-01,
FRW_NR,RO,2017-01-01,
FRW_NR,SE,2011-01-01,198
FRW_NR,SE,2012-01-01,200
FRW_NR,SE,2013-01-01,
FRW_NR,SE,2014-01-01,
FRW_NR,SE,2015-01-01,
FRW_NR,SE,2016-01-01,
FRW_NR,SE,2017-01-01,
FRW_NR,SI,2011-01-01,26
FRW_NR,SI,2012-01-01,26
FRW_NR,SI,2013-01-01,
FRW_NR,SI,2014-01-01,
FRW_NR,SI,2015-01-01,
FRW_NR,SI,2016-01-01,
FRW_NR,SI,2017-01-01,
FRW_NR,SK,2011-01-01,34
FRW_NR,SK,2012-01-01,33
FRW_NR,SK,2013-01-01,
FRW_NR,SK,2014-01-01,
FRW_NR,SK,2015-01-01,
FRW_NR,SK,2016-01-01,
FRW_NR,SK,2017-01-01,
FRW_NR,UK,2011-01-01,12
FRW_NR,UK,2012-01-01,12
FRW_NR,UK,2013-01-01,
FRW_NR,UK,2014-01-01,
FRW_NR,UK,2015-01-01,
FRW_NR,UK,2016-01-01,
FRW_NR,UK,2017-01-01,
SEA_EXC_NR,AL,2011-01-01,0
SEA_EXC_NR,AL,2012-01-01,0
SEA_EXC_NR,AL,2013-01-01,
SEA_EXC_NR,AL,2014-01-01,
SEA_EXC_NR,AL,2015-01-01,
SEA_EXC_NR,AL,2016-01-01,
SEA_EXC_NR,AL,2017-01-01,
SEA_EXC_NR,BE,2011-01-01,17
SEA_EXC_NR,BE,2012-01-01,22
SEA_EXC_NR,BE,2013-01-01,
SEA_EXC_NR,BE,2014-01-01,
SEA_EXC_NR,BE,2015-01-01,
SEA_EXC_NR,BE,2016-01-01,
SEA_EXC_NR,BE,2017-01-01,
SEA_EXC_NR,BG,2011-01-01,45
SEA_EXC_NR,BG,2012-01-01,55
SEA_EXC_NR,BG,2013-01-01,
SEA_EXC_NR,BG,2014-01-01,
SEA_EXC_NR,BG,2015-01-01,
SEA_EXC_NR,BG,2016-01-01,
SEA_EXC_NR,BG,2017-01-01,
SEA_EXC_NR,CY,2011-01-01,111
SEA_EXC_NR,CY,2012-01-01,112
SEA_EXC_NR,CY,2013-01-01,
SEA_EXC_NR,CY,2014-01-01,
SEA_EXC_NR,CY,2015-01-01,
SEA_EXC_NR,CY,2016-01-01,
SEA_EXC_NR,CY,2017-01-01,
SEA_EXC_NR,DE,2011-01-01,280
SEA_EXC_NR,DE,2012-01-01,291
SEA_EXC_NR,DE,2013-01-01,
SEA_EXC_NR,DE,2014-01-01,
SEA_EXC_NR,DE,2015-01-01,
SEA_EXC_NR,DE,2016-01-01,
SEA_EXC_NR,DE,2017-01-01,
SEA_EXC_NR,DK,2011-01-01,657
SEA_EXC_NR,DK,2012-01-01,692
SEA_EXC_NR,DK,2013-01-01,
SEA_EXC_NR,DK,2014-01-01,
SEA_EXC_NR,DK,2015-01-01,
SEA_EXC_NR,DK,2016-01-01,
SEA_EXC_NR,DK,2017-01-01,
SEA_EXC_NR,EE,2011-01-01,13
SEA_EXC_NR,EE,2012-01-01,11
SEA_EXC_NR,EE,2013-01-01,
SEA_EXC_NR,EE,2014-01-01,
SEA_EXC_NR,EE,2015-01-01,
SEA_EXC_NR,EE,2016-01-01,
SEA_EXC_NR,EE,2017-01-01,
SEA_EXC_NR,EL,2011-01-01,2035
SEA_EXC_NR,EL,2012-01-01,2008
SEA_EXC_NR,EL,2013-01-01,
SEA_EXC_NR,EL,2014-01-01,
SEA_EXC_NR,EL,2015-01-01,
SEA_EXC_NR,EL,2016-01-01,
SEA_EXC_NR,EL,2017-01-01,
SEA_EXC_NR,ES,2011-01-01,1633
SEA_EXC_NR,ES,2012-01-01,1672
SEA_EXC_NR,ES,2013-01-01,
SEA_EXC_NR,ES,2014-01-01,
SEA_EXC_NR,ES,2015-01-01,
SEA_EXC_NR,ES,2016-01-01,
SEA_EXC_NR,ES,2017-01-01,
SEA_EXC_NR,EU28,2011-01-01,12560
SEA_EXC_NR,EU28,2012-01-01,12665
SEA_EXC_NR,EU28,2013-01-01,
SEA_EXC_NR,EU28,2014-01-01,
SEA_EXC_NR,EU28,2015-01-01,
SEA_EXC_NR,EU28,2016-01-01,
SEA_EXC_NR,EU28,2017-01-01,
SEA_EXC_NR,FI,2011-01-01,60
