age,isced11,unit,sex,geotime,date,value
Y30-34,ED5-8,PC,M,EU28,2009-01-01,29.0
Y30-34,ED5-8,PC,M,EU28,2010-01-01,30.3
Y30-34,ED5-8,PC,M,EU28,2011-01-01,31.0
Y30-34,ED5-8,PC,M,EU28,2012-01-01,31.8
Y30-34,ED5-8,PC,M,EU28,2013-01-01,32.9
Y30-34,ED5-8,PC,M,EU28,2014-01-01,33.6
Y30-34,ED5-8,PC,M,EU28,2015-01-01,34.0
Y30-34,ED5-8,PC,M,EU28,2016-01-01,34.4
Y30-34,ED5-8,PC,M,EU28,2017-01-01,34.9
Y30-34,ED5-8,PC,M,FI,1992-01-01,
Y30-34,ED5-8,PC,M,FI,1993-01-01,
Y30-34,ED5-8,PC,M,FI,1994-01-01,
Y30-34,ED5-8,PC,M,FI,1995-01-01,21.1
Y30-34,ED5-8,PC,M,FI,1996-01-01,22.8
Y30-34,ED5-8,PC,M,FI,1997-01-01,24.2
Y30-34,ED5-8,PC,M,FI,1998-01-01,29.9
Y30-34,ED5-8,PC,M,FI,1999-01-01,32.8
Y30-34,ED5-8,PC,M,FI,2000-01-01,32.9
Y30-34,ED5-8,PC,M,FI,2001-01-01,33.6
Y30-34,ED5-8,PC,M,FI,2002-01-01,33.4
Y30-34,ED5-8,PC,M,FI,2003-01-01,33.7
Y30-34,ED5-8,PC,M,FI,2004-01-01,35.0
Y30-34,ED5-8,PC,M,FI,2005-01-01,35.4
Y30-34,ED5-8,PC,M,FI,2006-01-01,37.1
Y30-34,ED5-8,PC,M,FI,2007-01-01,39.3
Y30-34,ED5-8,PC,M,FI,2008-01-01,35.0
Y30-34,ED5-8,PC,M,FI,2009-01-01,36.6
Y30-34,ED5-8,PC,M,FI,2010-01-01,37.7
Y30-34,ED5-8,PC,M,FI,2011-01-01,37.1
Y30-34,ED5-8,PC,M,FI,2012-01-01,36.7
Y30-34,ED5-8,PC,M,FI,2013-01-01,37.6
Y30-34,ED5-8,PC,M,FI,2014-01-01,38.2
Y30-34,ED5-8,PC,M,FI,2015-01-01,38.1
Y30-34,ED5-8,PC,M,FI,2016-01-01,38.4
Y30-34,ED5-8,PC,M,FI,2017-01-01,37.3
Y30-34,ED5-8,PC,M,FR,1992-01-01,
Y30-34,ED5-8,PC,M,FR,1993-01-01,20.3
Y30-34,ED5-8,PC,M,FR,1994-01-01,20.7
Y30-34,ED5-8,PC,M,FR,1995-01-01,20.7
Y30-34,ED5-8,PC,M,FR,1996-01-01,18.9
Y30-34,ED5-8,PC,M,FR,1997-01-01,20.2
Y30-34,ED5-8,PC,M,FR,1998-01-01,23.2
Y30-34,ED5-8,PC,M,FR,1999-01-01,25.0
Y30-34,ED5-8,PC,M,FR,2000-01-01,25.8
Y30-34,ED5-8,PC,M,FR,2001-01-01,28.3
Y30-34,ED5-8,PC,M,FR,2002-01-01,29.0
Y30-34,ED5-8,PC,M,FR,2003-01-01,32.0
Y30-34,ED5-8,PC,M,FR,2004-01-01,32.6
Y30-34,ED5-8,PC,M,FR,2005-01-01,34.9
Y30-34,ED5-8,PC,M,FR,2006-01-01,35.2
Y30-34,ED5-8,PC,M,FR,2007-01-01,37.7
Y30-34,ED5-8,PC,M,FR,2008-01-01,37.1
Y30-34,ED5-8,PC,M,FR,2009-01-01,38.8
Y30-34,ED5-8,PC,M,FR,2010-01-01,39.0
Y30-34,ED5-8,PC,M,FR,2011-01-01,38.9
Y30-34,ED5-8,PC,M,FR,2012-01-01,38.2
Y30-34,ED5-8,PC,M,FR,2013-01-01,39.4
Y30-34,ED5-8,PC,M,FR,2014-01-01,39.2
Y30-34,ED5-8,PC,M,FR,2015-01-01,40.3
Y30-34,ED5-8,PC,M,FR,2016-01-01,38.1
Y30-34,ED5-8,PC,M,FR,2017-01-01,38.7
Y30-34,ED5-8,PC,M,HR,1992-01-01,
Y30-34,ED5-8,PC,M,HR,1993-01-01,
Y30-34,ED5-8,PC,M,HR,1994-01-01,
Y30-34,ED5-8,PC,M,HR,1995-01-01,
Y30-34,ED5-8,PC,M,HR,1996-01-01,
Y30-34,ED5-8,PC,M,HR,1997-01-01,
Y30-34,ED5-8,PC,M,HR,1998-01-01,
Y30-34,ED5-8,PC,M,HR,1999-01-01,
Y30-34,ED5-8,PC,M,HR,2000-01-01,
Y30-34,ED5-8,PC,M,HR,2001-01-01,
Y30-34,ED5-8,PC,M,HR,2002-01-01,14.8
Y30-34,ED5-8,PC,M,HR,2003-01-01,13.8
Y30-34,ED5-8,PC,M,HR,2004-01-01,14.1
Y30-34,ED5-8,PC,M,HR,2005-01-01,13.7
Y30-34,ED5-8,PC,M,HR,2006-01-01,14.2
Y30-34,ED5-8,PC,M,HR,2007-01-01,12.3
Y30-34,ED5-8,PC,M,HR,2008-01-01,15.3
Y30-34,ED5-8,PC,M,HR,2009-01-01,18.3
Y30-34,ED5-8,PC,M,HR,2010-01-01,21.6
Y30-34,ED5-8,PC,M,HR,2011-01-01,19.5
Y30-34,ED5-8,PC,M,HR,2012-01-01,18.6
Y30-34,ED5-8,PC,M,HR,2013-01-01,21.7
Y30-34,ED5-8,PC,M,HR,2014-01-01,25.6
Y30-34,ED5-8,PC,M,HR,2015-01-01,23.7
Y30-34,ED5-8,PC,M,HR,2016-01-01,22.2
Y30-34,ED5-8,PC,M,HR,2017-01-01,22.1
Y30-34,ED5-8,PC,M,HU,1992-01-01,
Y30-34,ED5-8,PC,M,HU,1993-01-01,
Y30-34,ED5-8,PC,M,HU,1994-01-01,
Y30-34,ED5-8,PC,M,HU,1995-01-01,
Y30-34,ED5-8,PC,M,HU,1996-01-01,
Y30-34,ED5-8,PC,M,HU,1997-01-01,12.0
Y30-34,ED5-8,PC,M,HU,1998-01-01,12.7
Y30-34,ED5-8,PC,M,HU,1999-01-01,12.6
Y30-34,ED5-8,PC,M,HU,2000-01-01,12.5
Y30-34,ED5-8,PC,M,HU,2001-01-01,13.5
Y30-34,ED5-8,PC,M,HU,2002-01-01,12.8
Y30-34,ED5-8,PC,M,HU,2003-01-01,14.7
Y30-34,ED5-8,PC,M,HU,2004-01-01,15.5
Y30-34,ED5-8,PC,M,HU,2005-01-01,15.2
Y30-34,ED5-8,PC,M,HU,2006-01-01,15.4
Y30-34,ED5-8,PC,M,HU,2007-01-01,16.4
Y30-34,ED5-8,PC,M,HU,2008-01-01,19.1
Y30-34,ED5-8,PC,M,HU,2009-01-01,19.1
Y30-34,ED5-8,PC,M,HU,2010-01-01,21.4
Y30-34,ED5-8,PC,M,HU,2011-01-01,23.6
Y30-34,ED5-8,PC,M,HU,2012-01-01,24.6
Y30-34,ED5-8,PC,M,HU,2013-01-01,26.8
Y30-34,ED5-8,PC,M,HU,2014-01-01,28.0
Y30-34,ED5-8,PC,M,HU,2015-01-01,27.6
Y30-34,ED5-8,PC,M,HU,2016-01-01,26.4
Y30-34,ED5-8,PC,M,HU,2017-01-01,27.0
Y30-34,ED5-8,PC,M,IE,1992-01-01,20.2
Y30-34,ED5-8,PC,M,IE,1993-01-01,22.6
Y30-34,ED5-8,PC,M,IE,1994-01-01,23.1
Y30-34,ED5-8,PC,M,IE,1995-01-01,25.0
Y30-34,ED5-8,PC,M,IE,1996-01-01,27.5
Y30-34,ED5-8,PC,M,IE,1997-01-01,28.0
Y30-34,ED5-8,PC,M,IE,1998-01-01,
Y30-34,ED5-8,PC,M,IE,1999-01-01,24.5
Y30-34,ED5-8,PC,M,IE,2000-01-01,25.8
Y30-34,ED5-8,PC,M,IE,2001-01-01,28.6
Y30-34,ED5-8,PC,M,IE,2002-01-01,30.9
Y30-34,ED5-8,PC,M,IE,2003-01-01,33.9
Y30-34,ED5-8,PC,M,IE,2004-01-01,35.7
Y30-34,ED5-8,PC,M,IE,2005-01-01,35.5
Y30-34,ED5-8,PC,M,IE,2006-01-01,35.9
Y30-34,ED5-8,PC,M,IE,2007-01-01,39.3
Y30-34,ED5-8,PC,M,IE,2008-01-01,41.3
Y30-34,ED5-8,PC,M,IE,2009-01-01,43.9
Y30-34,ED5-8,PC,M,IE,2010-01-01,45.3
Y30-34,ED5-8,PC,M,IE,2011-01-01,43.9
Y30-34,ED5-8,PC,M,IE,2012-01-01,44.8
Y30-34,ED5-8,PC,M,IE,2013-01-01,46.6
Y30-34,ED5-8,PC,M,IE,2014-01-01,45.6
Y30-34,ED5-8,PC,M,IE,2015-01-01,45.1
Y30-34,ED5-8,PC,M,IE,2016-01-01,46.3
Y30-34,ED5-8,PC,M,IE,2017-01-01,47.5
Y30-34,ED5-8,PC,M,IS,1992-01-01,
Y30-34,ED5-8,PC,M,IS,1993-01-01,
Y30-34,ED5-8,PC,M,IS,1994-01-01,
Y30-34,ED5-8,PC,M,IS,1995-01-01,
Y30-34,ED5-8,PC,M,IS,1996-01-01,
Y30-34,ED5-8,PC,M,IS,1997-01-01,
Y30-34,ED5-8,PC,M,IS,1998-01-01,
Y30-34,ED5-8,PC,M,IS,1999-01-01,29.2
Y30-34,ED5-8,PC,M,IS,2000-01-01,31.0
Y30-34,ED5-8,PC,M,IS,2001-01-01,28.8
Y30-34,ED5-8,PC,M,IS,2002-01-01,33.7
Y30-34,ED5-8,PC,M,IS,2003-01-01,33.7
Y30-34,ED5-8,PC,M,IS,2004-01-01,32.9
Y30-34,ED5-8,PC,M,IS,2005-01-01,32.9
Y30-34,ED5-8,PC,M,IS,2006-01-01,31.0
Y30-34,ED5-8,PC,M,IS,2007-01-01,35.3
Y30-34,ED5-8,PC,M,IS,2008-01-01,35.5
Y30-34,ED5-8,PC,M,IS,2009-01-01,37.7
Y30-34,ED5-8,PC,M,IS,2010-01-01,34.5
Y30-34,ED5-8,PC,M,IS,2011-01-01,36.1
Y30-34,ED5-8,PC,M,IS,2012-01-01,34.5
Y30-34,ED5-8,PC,M,IS,2013-01-01,36.1
Y30-34,ED5-8,PC,M,IS,2014-01-01,40.4
Y30-34,ED5-8,PC,M,IS,2015-01-01,39.2
Y30-34,ED5-8,PC,M,IS,2016-01-01,42.2
Y30-34,ED5-8,PC,M,IS,2017-01-01,43.0
Y30-34,ED5-8,PC,M,IT,1992-01-01,9.0
Y30-34,ED5-8,PC,M,IT,1993-01-01,8.3
Y30-34,ED5-8,PC,M,IT,1994-01-01,8.7
Y30-34,ED5-8,PC,M,IT,1995-01-01,8.4
Y30-34,ED5-8,PC,M,IT,1996-01-01,8.9
Y30-34,ED5-8,PC,M,IT,1997-01-01,9.2
Y30-34,ED5-8,PC,M,IT,1998-01-01,9.3
Y30-34,ED5-8,PC,M,IT,1999-01-01,10.3
Y30-34,ED5-8,PC,M,IT,2000-01-01,10.8
Y30-34,ED5-8,PC,M,IT,2001-01-01,11.4
Y30-34,ED5-8,PC,M,IT,2002-01-01,12.0
Y30-34,ED5-8,PC,M,IT,2003-01-01,12.3
Y30-34,ED5-8,PC,M,IT,2004-01-01,12.8
Y30-34,ED5-8,PC,M,IT,2005-01-01,14.1
Y30-34,ED5-8,PC,M,IT,2006-01-01,14.2
Y30-34,ED5-8,PC,M,IT,2007-01-01,15.0
Y30-34,ED5-8,PC,M,IT,2008-01-01,14.9
Y30-34,ED5-8,PC,M,IT,2009-01-01,15.0
Y30-34,ED5-8,PC,M,IT,2010-01-01,15.6
Y30-34,ED5-8,PC,M,IT,2011-01-01,15.9
Y30-34,ED5-8,PC,M,IT,2012-01-01,17.3
Y30-34,ED5-8,PC,M,IT,2013-01-01,17.7
Y30-34,ED5-8,PC,M,IT,2014-01-01,18.8
Y30-34,ED5-8,PC,M,IT,2015-01-01,20.0
Y30-34,ED5-8,PC,M,IT,2016-01-01,19.9
Y30-34,ED5-8,PC,M,IT,2017-01-01,19.8
Y30-34,ED5-8,PC,M,LT,1992-01-01,
Y30-34,ED5-8,PC,M,LT,1993-01-01,
Y30-34,ED5-8,PC,M,LT,1994-01-01,
Y30-34,ED5-8,PC,M,LT,1995-01-01,
Y30-34,ED5-8,PC,M,LT,1996-01-01,
Y30-34,ED5-8,PC,M,LT,1997-01-01,
Y30-34,ED5-8,PC,M,LT,1998-01-01,40.2
Y30-34,ED5-8,PC,M,LT,1999-01-01,38.6
Y30-34,ED5-8,PC,M,LT,2000-01-01,37.3
Y30-34,ED5-8,PC,M,LT,2001-01-01,14.8
Y30-34,ED5-8,PC,M,LT,2002-01-01,17.0
Y30-34,ED5-8,PC,M,LT,2003-01-01,19.7
Y30-34,ED5-8,PC,M,LT,2004-01-01,26.4
Y30-34,ED5-8,PC,M,LT,2005-01-01,34.0
Y30-34,ED5-8,PC,M,LT,2006-01-01,35.2
Y30-34,ED5-8,PC,M,LT,2007-01-01,30.3
Y30-34,ED5-8,PC,M,LT,2008-01-01,31.3
Y30-34,ED5-8,PC,M,LT,2009-01-01,32.8
Y30-34,ED5-8,PC,M,LT,2010-01-01,36.4
Y30-34,ED5-8,PC,M,LT,2011-01-01,38.2
Y30-34,ED5-8,PC,M,LT,2012-01-01,40.3
Y30-34,ED5-8,PC,M,LT,2013-01-01,41.9
Y30-34,ED5-8,PC,M,LT,2014-01-01,44.0
Y30-34,ED5-8,PC,M,LT,2015-01-01,47.2
Y30-34,ED5-8,PC,M,LT,2016-01-01,48.1
Y30-34,ED5-8,PC,M,LT,2017-01-01,47.6
Y30-34,ED5-8,PC,M,LU,1992-01-01,15.5
Y30-34,ED5-8,PC,M,LU,1993-01-01,28.5
Y30-34,ED5-8,PC,M,LU,1994-01-01,28.7
Y30-34,ED5-8,PC,M,LU,1995-01-01,19.5
Y30-34,ED5-8,PC,M,LU,1996-01-01,20.7
Y30-34,ED5-8,PC,M,LU,1997-01-01,21.5
Y30-34,ED5-8,PC,M,LU,1998-01-01,
Y30-34,ED5-8,PC,M,LU,1999-01-01,22.9
Y30-34,ED5-8,PC,M,LU,2000-01-01,24.7
Y30-34,ED5-8,PC,M,LU,2001-01-01,26.0
Y30-34,ED5-8,PC,M,LU,2002-01-01,25.6
Y30-34,ED5-8,PC,M,LU,2003-01-01,18.3
Y30-34,ED5-8,PC,M,LU,2004-01-01,33.2
Y30-34,ED5-8,PC,M,LU,2005-01-01,36.7
Y30-34,ED5-8,PC,M,LU,2006-01-01,32.0
Y30-34,ED5-8,PC,M,LU,2007-01-01,32.4
Y30-34,ED5-8,PC,M,LU,2008-01-01,36.9
Y30-34,ED5-8,PC,M,LU,2009-01-01,48.4
Y30-34,ED5-8,PC,M,LU,2010-01-01,44.8
Y30-34,ED5-8,PC,M,LU,2011-01-01,49.1
Y30-34,ED5-8,PC,M,LU,2012-01-01,50.4
Y30-34,ED5-8,PC,M,LU,2013-01-01,49.2
Y30-34,ED5-8,PC,M,LU,2014-01-01,49.8
Y30-34,ED5-8,PC,M,LU,2015-01-01,46.8
Y30-34,ED5-8,PC,M,LU,2016-01-01,52.7
Y30-34,ED5-8,PC,M,LU,2017-01-01,49.8
Y30-34,ED5-8,PC,M,LV,1992-01-01,
Y30-34,ED5-8,PC,M,LV,1993-01-01,
Y30-34,ED5-8,PC,M,LV,1994-01-01,
Y30-34,ED5-8,PC,M,LV,1995-01-01,
Y30-34,ED5-8,PC,M,LV,1996-01-01,
Y30-34,ED5-8,PC,M,LV,1997-01-01,
Y30-34,ED5-8,PC,M,LV,1998-01-01,16.4
Y30-34,ED5-8,PC,M,LV,1999-01-01,12.0
Y30-34,ED5-8,PC,M,LV,2000-01-01,13.6
Y30-34,ED5-8,PC,M,LV,2001-01-01,
Y30-34,ED5-8,PC,M,LV,2002-01-01,12.6
Y30-34,ED5-8,PC,M,LV,2003-01-01,13.2
Y30-34,ED5-8,PC,M,LV,2004-01-01,13.3
Y30-34,ED5-8,PC,M,LV,2005-01-01,12.2
Y30-34,ED5-8,PC,M,LV,2006-01-01,14.7
Y30-34,ED5-8,PC,M,LV,2007-01-01,19.4
Y30-34,ED5-8,PC,M,LV,2008-01-01,18.1
Y30-34,ED5-8,PC,M,LV,2009-01-01,20.9
Y30-34,ED5-8,PC,M,LV,2010-01-01,23.7
Y30-34,ED5-8,PC,M,LV,2011-01-01,25.0
Y30-34,ED5-8,PC,M,LV,2012-01-01,26.2
Y30-34,ED5-8,PC,M,LV,2013-01-01,28.3
Y30-34,ED5-8,PC,M,LV,2014-01-01,27.8
Y30-34,ED5-8,PC,M,LV,2015-01-01,26.8
Y30-34,ED5-8,PC,M,LV,2016-01-01,30.1
Y30-34,ED5-8,PC,M,LV,2017-01-01,32.1
Y30-34,ED5-8,PC,M,ME,1992-01-01,
Y30-34,ED5-8,PC,M,ME,1993-01-01,
Y30-34,ED5-8,PC,M,ME,1994-01-01,
Y30-34,ED5-8,PC,M,ME,1995-01-01,
Y30-34,ED5-8,PC,M,ME,1996-01-01,
Y30-34,ED5-8,PC,M,ME,1997-01-01,
Y30-34,ED5-8,PC,M,ME,1998-01-01,
Y30-34,ED5-8,PC,M,ME,1999-01-01,
Y30-34,ED5-8,PC,M,ME,2000-01-01,
Y30-34,ED5-8,PC,M,ME,2001-01-01,
Y30-34,ED5-8,PC,M,ME,2002-01-01,
Y30-34,ED5-8,PC,M,ME,2003-01-01,
Y30-34,ED5-8,PC,M,ME,2004-01-01,
Y30-34,ED5-8,PC,M,ME,2005-01-01,
Y30-34,ED5-8,PC,M,ME,2006-01-01,
Y30-34,ED5-8,PC,M,ME,2007-01-01,
Y30-34,ED5-8,PC,M,ME,2008-01-01,
Y30-34,ED5-8,PC,M,ME,2009-01-01,
Y30-34,ED5-8,PC,M,ME,2010-01-01,
Y30-34,ED5-8,PC,M,ME,2011-01-01,20.2
Y30-34,ED5-8,PC,M,ME,2012-01-01,22.8
Y30-34,ED5-8,PC,M,ME,2013-01-01,22.5
Y30-34,ED5-8,PC,M,ME,2014-01-01,25.3
Y30-34,ED5-8,PC,M,ME,2015-01-01,29.9
Y30-34,ED5-8,PC,M,ME,2016-01-01,31.8
Y30-34,ED5-8,PC,M,ME,2017-01-01,30.0
Y30-34,ED5-8,PC,M,MK,1992-01-01,
Y30-34,ED5-8,PC,M,MK,1993-01-01,
Y30-34,ED5-8,PC,M,MK,1994-01-01,
Y30-34,ED5-8,PC,M,MK,1995-01-01,
Y30-34,ED5-8,PC,M,MK,1996-01-01,
Y30-34,ED5-8,PC,M,MK,1997-01-01,
Y30-34,ED5-8,PC,M,MK,1998-01-01,
Y30-34,ED5-8,PC,M,MK,1999-01-01,
Y30-34,ED5-8,PC,M,MK,2000-01-01,
Y30-34,ED5-8,PC,M,MK,2001-01-01,
Y30-34,ED5-8,PC,M,MK,2002-01-01,
Y30-34,ED5-8,PC,M,MK,2003-01-01,
Y30-34,ED5-8,PC,M,MK,2004-01-01,
Y30-34,ED5-8,PC,M,MK,2005-01-01,
Y30-34,ED5-8,PC,M,MK,2006-01-01,10.5
Y30-34,ED5-8,PC,M,MK,2007-01-01,10.8
Y30-34,ED5-8,PC,M,MK,2008-01-01,11.8
Y30-34,ED5-8,PC,M,MK,2009-01-01,11.8
Y30-34,ED5-8,PC,M,MK,2010-01-01,16.2
Y30-34,ED5-8,PC,M,MK,2011-01-01,18.5
Y30-34,ED5-8,PC,M,MK,2012-01-01,20.8
Y30-34,ED5-8,PC,M,MK,2013-01-01,20.7
Y30-34,ED5-8,PC,M,MK,2014-01-01,21.4
Y30-34,ED5-8,PC,M,MK,2015-01-01,23.1
Y30-34,ED5-8,PC,M,MK,2016-01-01,24.5
Y30-34,ED5-8,PC,M,MK,2017-01-01,24.6
Y30-34,ED5-8,PC,M,MT,1992-01-01,
Y30-34,ED5-8,PC,M,MT,1993-01-01,
Y30-34,ED5-8,PC,M,MT,1994-01-01,
Y30-34,ED5-8,PC,M,MT,1995-01-01,
Y30-34,ED5-8,PC,M,MT,1996-01-01,
Y30-34,ED5-8,PC,M,MT,1997-01-01,
Y30-34,ED5-8,PC,M,MT,1998-01-01,
Y30-34,ED5-8,PC,M,MT,1999-01-01,
Y30-34,ED5-8,PC,M,MT,2000-01-01,
Y30-34,ED5-8,PC,M,MT,2001-01-01,
Y30-34,ED5-8,PC,M,MT,2002-01-01,10.3
Y30-34,ED5-8,PC,M,MT,2003-01-01,14.9
Y30-34,ED5-8,PC,M,MT,2004-01-01,19.3
Y30-34,ED5-8,PC,M,MT,2005-01-01,17.9
Y30-34,ED5-8,PC,M,MT,2006-01-01,19.3
Y30-34,ED5-8,PC,M,MT,2007-01-01,19.1
Y30-34,ED5-8,PC,M,MT,2008-01-01,21.0
Y30-34,ED5-8,PC,M,MT,2009-01-01,20.3
Y30-34,ED5-8,PC,M,MT,2010-01-01,20.6
Y30-34,ED5-8,PC,M,MT,2011-01-01,22.6
Y30-34,ED5-8,PC,M,MT,2012-01-01,25.0
Y30-34,ED5-8,PC,M,MT,2013-01-01,25.0
Y30-34,ED5-8,PC,M,MT,2014-01-01,24.1
Y30-34,ED5-8,PC,M,MT,2015-01-01,24.2
Y30-34,ED5-8,PC,M,MT,2016-01-01,29.0
Y30-34,ED5-8,PC,M,MT,2017-01-01,32.2
Y30-34,ED5-8,PC,M,NL,1992-01-01,
Y30-34,ED5-8,PC,M,NL,1993-01-01,
Y30-34,ED5-8,PC,M,NL,1994-01-01,
Y30-34,ED5-8,PC,M,NL,1995-01-01,
Y30-34,ED5-8,PC,M,NL,1996-01-01,25.0
Y30-34,ED5-8,PC,M,NL,1997-01-01,27.0
Y30-34,ED5-8,PC,M,NL,1998-01-01,25.3
Y30-34,ED5-8,PC,M,NL,1999-01-01,27.0
Y30-34,ED5-8,PC,M,NL,2000-01-01,27.3
Y30-34,ED5-8,PC,M,NL,2001-01-01,27.4
Y30-34,ED5-8,PC,M,NL,2002-01-01,27.8
Y30-34,ED5-8,PC,M,NL,2003-01-01,31.1
Y30-34,ED5-8,PC,M,NL,2004-01-01,33.2
Y30-34,ED5-8,PC,M,NL,2005-01-01,35.1
Y30-34,ED5-8,PC,M,NL,2006-01-01,35.1
Y30-34,ED5-8,PC,M,NL,2007-01-01,35.5
Y30-34,ED5-8,PC,M,NL,2008-01-01,38.5
Y30-34,ED5-8,PC,M,NL,2009-01-01,38.4
Y30-34,ED5-8,PC,M,NL,2010-01-01,38.4
Y30-34,ED5-8,PC,M,NL,2011-01-01,37.5
Y30-34,ED5-8,PC,M,NL,2012-01-01,39.9
Y30-34,ED5-8,PC,M,NL,2013-01-01,40.1
Y30-34,ED5-8,PC,M,NL,2014-01-01,41.6
Y30-34,ED5-8,PC,M,NL,2015-01-01,43.0
Y30-34,ED5-8,PC,M,NL,2016-01-01,41.7
Y30-34,ED5-8,PC,M,NL,2017-01-01,44.0
Y30-34,ED5-8,PC,M,NO,1992-01-01,
Y30-34,ED5-8,PC,M,NO,1993-01-01,
Y30-34,ED5-8,PC,M,NO,1994-01-01,
Y30-34,ED5-8,PC,M,NO,1995-01-01,
Y30-34,ED5-8,PC,M,NO,1996-01-01,26.4
Y30-34,ED5-8,PC,M,NO,1997-01-01,29.6
Y30-34,ED5-8,PC,M,NO,1998-01-01,30.7
Y30-34,ED5-8,PC,M,NO,1999-01-01,31.7
Y30-34,ED5-8,PC,M,NO,2000-01-01,32.9
Y30-34,ED5-8,PC,M,NO,2001-01-01,37.9
Y30-34,ED5-8,PC,M,NO,2002-01-01,40.2
Y30-34,ED5-8,PC,M,NO,2003-01-01,37.7
Y30-34,ED5-8,PC,M,NO,2004-01-01,34.6
Y30-34,ED5-8,PC,M,NO,2005-01-01,34.6
Y30-34,ED5-8,PC,M,NO,2006-01-01,36.2
Y30-34,ED5-8,PC,M,NO,2007-01-01,37.9
Y30-34,ED5-8,PC,M,NO,2008-01-01,38.0
Y30-34,ED5-8,PC,M,NO,2009-01-01,37.9
Y30-34,ED5-8,PC,M,NO,2010-01-01,39.7
Y30-34,ED5-8,PC,M,NO,2011-01-01,41.5
Y30-34,ED5-8,PC,M,NO,2012-01-01,39.9
Y30-34,ED5-8,PC,M,NO,2013-01-01,39.1
Y30-34,ED5-8,PC,M,NO,2014-01-01,42.6
Y30-34,ED5-8,PC,M,NO,2015-01-01,41.5
Y30-34,ED5-8,PC,M,NO,2016-01-01,42.4
Y30-34,ED5-8,PC,M,NO,2017-01-01,42.5
Y30-34,ED5-8,PC,M,PL,1992-01-01,
Y30-34,ED5-8,PC,M,PL,1993-01-01,
Y30-34,ED5-8,PC,M,PL,1994-01-01,
Y30-34,ED5-8,PC,M,PL,1995-01-01,
Y30-34,ED5-8,PC,M,PL,1996-01-01,
Y30-34,ED5-8,PC,M,PL,1997-01-01,9.7
Y30-34,ED5-8,PC,M,PL,1998-01-01,9.0
Y30-34,ED5-8,PC,M,PL,1999-01-01,9.8
Y30-34,ED5-8,PC,M,PL,2000-01-01,10.4
Y30-34,ED5-8,PC,M,PL,2001-01-01,10.7
Y30-34,ED5-8,PC,M,PL,2002-01-01,12.2
Y30-34,ED5-8,PC,M,PL,2003-01-01,14.9
Y30-34,ED5-8,PC,M,PL,2004-01-01,17.8
Y30-34,ED5-8,PC,M,PL,2005-01-01,19.1
Y30-34,ED5-8,PC,M,PL,2006-01-01,20.4
Y30-34,ED5-8,PC,M,PL,2007-01-01,22.7
Y30-34,ED5-8,PC,M,PL,2008-01-01,24.4
Y30-34,ED5-8,PC,M,PL,2009-01-01,27.3
Y30-34,ED5-8,PC,M,PL,2010-01-01,29.5
Y30-34,ED5-8,PC,M,PL,2011-01-01,30.0
Y30-34,ED5-8,PC,M,PL,2012-01-01,31.9
Y30-34,ED5-8,PC,M,PL,2013-01-01,32.9
Y30-34,ED5-8,PC,M,PL,2014-01-01,34.2
Y30-34,ED5-8,PC,M,PL,2015-01-01,35.1
Y30-34,ED5-8,PC,M,PL,2016-01-01,35.6
Y30-34,ED5-8,PC,M,PL,2017-01-01,36.3
Y30-34,ED5-8,PC,M,PT,1992-01-01,12.2
Y30-34,ED5-8,PC,M,PT,1993-01-01,11.8
Y30-34,ED5-8,PC,M,PT,1994-01-01,12.1
Y30-34,ED5-8,PC,M,PT,1995-01-01,11.1
Y30-34,ED5-8,PC,M,PT,1996-01-01,9.9
Y30-34,ED5-8,PC,M,PT,1997-01-01,10.6
Y30-34,ED5-8,PC,M,PT,1998-01-01,6.2
Y30-34,ED5-8,PC,M,PT,1999-01-01,8.0
Y30-34,ED5-8,PC,M,PT,2000-01-01,8.9
Y30-34,ED5-8,PC,M,PT,2001-01-01,8.2
Y30-34,ED5-8,PC,M,PT,2002-01-01,9.0
Y30-34,ED5-8,PC,M,PT,2003-01-01,11.1
Y30-34,ED5-8,PC,M,PT,2004-01-01,12.4
Y30-34,ED5-8,PC,M,PT,2005-01-01,13.5
Y30-34,ED5-8,PC,M,PT,2006-01-01,13.1
Y30-34,ED5-8,PC,M,PT,2007-01-01,14.7
Y30-34,ED5-8,PC,M,PT,2008-01-01,16.9
Y30-34,ED5-8,PC,M,PT,2009-01-01,17.6
Y30-34,ED5-8,PC,M,PT,2010-01-01,17.9
Y30-34,ED5-8,PC,M,PT,2011-01-01,21.8
Y30-34,ED5-8,PC,M,PT,2012-01-01,24.3
Y30-34,ED5-8,PC,M,PT,2013-01-01,24.0
Y30-34,ED5-8,PC,M,PT,2014-01-01,23.2
Y30-34,ED5-8,PC,M,PT,2015-01-01,23.3
Y30-34,ED5-8,PC,M,PT,2016-01-01,27.3
Y30-34,ED5-8,PC,M,PT,2017-01-01,26.2
Y30-34,ED5-8,PC,M,RO,1992-01-01,
Y30-34,ED5-8,PC,M,RO,1993-01-01,
Y30-34,ED5-8,PC,M,RO,1994-01-01,
Y30-34,ED5-8,PC,M,RO,1995-01-01,
Y30-34,ED5-8,PC,M,RO,1996-01-01,
Y30-34,ED5-8,PC,M,RO,1997-01-01,13.1
Y30-34,ED5-8,PC,M,RO,1998-01-01,7.9
Y30-34,ED5-8,PC,M,RO,1999-01-01,8.6
Y30-34,ED5-8,PC,M,RO,2000-01-01,9.0
