areaprot,geotime,date,value
MPA_KM2,FI,2010-01-01,6914.0
MPA_KM2,FI,2011-01-01,6922.0
MPA_KM2,FI,2012-01-01,7225.0
MPA_KM2,FI,2013-01-01,7135.0
MPA_KM2,FI,2014-01-01,7140.0
MPA_KM2,FI,2015-01-01,7140.0
MPA_KM2,FI,2016-01-01,7140.0
MPA_KM2,FI,2017-01-01,7140.0
MPA_KM2,FR,2003-01-01,5028.0
MPA_KM2,FR,2004-01-01,4906.0
MPA_KM2,FR,2005-01-01,5000.0
MPA_KM2,FR,2006-01-01,5603.0
MPA_KM2,FR,2007-01-01,5593.0
MPA_KM2,FR,2008-01-01,5688.0
MPA_KM2,FR,2009-01-01,25709.0
MPA_KM2,FR,2010-01-01,41298.0
MPA_KM2,FR,2011-01-01,41625.0
MPA_KM2,FR,2012-01-01,41736.0
MPA_KM2,FR,2013-01-01,41680.0
MPA_KM2,FR,2014-01-01,41697.0
MPA_KM2,FR,2015-01-01,41703.0
MPA_KM2,FR,2016-01-01,41685.0
MPA_KM2,FR,2017-01-01,114057.0
MPA_KM2,HR,2003-01-01,
MPA_KM2,HR,2004-01-01,
MPA_KM2,HR,2005-01-01,
MPA_KM2,HR,2006-01-01,
MPA_KM2,HR,2007-01-01,
MPA_KM2,HR,2008-01-01,
MPA_KM2,HR,2009-01-01,
MPA_KM2,HR,2010-01-01,
MPA_KM2,HR,2011-01-01,
MPA_KM2,HR,2012-01-01,
MPA_KM2,HR,2013-01-01,5280.0
MPA_KM2,HR,2014-01-01,5280.0
MPA_KM2,HR,2015-01-01,4986.0
MPA_KM2,HR,2016-01-01,4986.0
MPA_KM2,HR,2017-01-01,4986.0
MPA_KM2,HU,2003-01-01,
MPA_KM2,HU,2004-01-01,
MPA_KM2,HU,2005-01-01,
MPA_KM2,HU,2006-01-01,
MPA_KM2,HU,2007-01-01,0.0
MPA_KM2,HU,2008-01-01,
MPA_KM2,HU,2009-01-01,
MPA_KM2,HU,2010-01-01,0.0
MPA_KM2,HU,2011-01-01,0.0
MPA_KM2,HU,2012-01-01,0.0
MPA_KM2,HU,2013-01-01,0.0
MPA_KM2,HU,2014-01-01,0.0
MPA_KM2,HU,2015-01-01,0.0
MPA_KM2,HU,2016-01-01,0.0
MPA_KM2,HU,2017-01-01,0.0
MPA_KM2,IE,2003-01-01,3431.0
MPA_KM2,IE,2004-01-01,3386.0
MPA_KM2,IE,2005-01-01,3386.0
MPA_KM2,IE,2006-01-01,3386.0
MPA_KM2,IE,2007-01-01,3386.0
MPA_KM2,IE,2008-01-01,6010.0
MPA_KM2,IE,2009-01-01,6014.0
MPA_KM2,IE,2010-01-01,6763.0
MPA_KM2,IE,2011-01-01,6828.0
MPA_KM2,IE,2012-01-01,6828.0
MPA_KM2,IE,2013-01-01,6905.0
MPA_KM2,IE,2014-01-01,10228.0
MPA_KM2,IE,2015-01-01,10259.0
MPA_KM2,IE,2016-01-01,10259.0
MPA_KM2,IE,2017-01-01,10258.0
MPA_KM2,IT,2003-01-01,53.0
MPA_KM2,IT,2004-01-01,2227.0
MPA_KM2,IT,2005-01-01,2227.0
MPA_KM2,IT,2006-01-01,2244.0
MPA_KM2,IT,2007-01-01,2244.0
MPA_KM2,IT,2008-01-01,2243.0
MPA_KM2,IT,2009-01-01,2254.0
MPA_KM2,IT,2010-01-01,4886.0
MPA_KM2,IT,2011-01-01,5305.0
MPA_KM2,IT,2012-01-01,6308.0
MPA_KM2,IT,2013-01-01,6704.0
MPA_KM2,IT,2014-01-01,6721.0
MPA_KM2,IT,2015-01-01,6793.0
MPA_KM2,IT,2016-01-01,6806.0
MPA_KM2,IT,2017-01-01,6859.0
MPA_KM2,LT,2003-01-01,
MPA_KM2,LT,2004-01-01,
MPA_KM2,LT,2005-01-01,171.0
MPA_KM2,LT,2006-01-01,171.0
MPA_KM2,LT,2007-01-01,171.0
MPA_KM2,LT,2008-01-01,171.0
MPA_KM2,LT,2009-01-01,171.0
MPA_KM2,LT,2010-01-01,686.0
MPA_KM2,LT,2011-01-01,686.0
MPA_KM2,LT,2012-01-01,681.0
MPA_KM2,LT,2013-01-01,674.0
MPA_KM2,LT,2014-01-01,994.0
MPA_KM2,LT,2015-01-01,1310.0
MPA_KM2,LT,2016-01-01,1563.0
MPA_KM2,LT,2017-01-01,1563.0
MPA_KM2,LU,2003-01-01,
MPA_KM2,LU,2004-01-01,
MPA_KM2,LU,2005-01-01,
MPA_KM2,LU,2006-01-01,
MPA_KM2,LU,2007-01-01,0.0
MPA_KM2,LU,2008-01-01,
MPA_KM2,LU,2009-01-01,
MPA_KM2,LU,2010-01-01,0.0
MPA_KM2,LU,2011-01-01,0.0
MPA_KM2,LU,2012-01-01,0.0
MPA_KM2,LU,2013-01-01,0.0
MPA_KM2,LU,2014-01-01,0.0
MPA_KM2,LU,2015-01-01,0.0
MPA_KM2,LU,2016-01-01,0.0
MPA_KM2,LU,2017-01-01,0.0
MPA_KM2,LV,2003-01-01,
MPA_KM2,LV,2004-01-01,
MPA_KM2,LV,2005-01-01,556.0
MPA_KM2,LV,2006-01-01,556.0
MPA_KM2,LV,2007-01-01,562.0
MPA_KM2,LV,2008-01-01,562.0
MPA_KM2,LV,2009-01-01,562.0
MPA_KM2,LV,2010-01-01,560.0
MPA_KM2,LV,2011-01-01,4379.0
MPA_KM2,LV,2012-01-01,4379.0
MPA_KM2,LV,2013-01-01,4382.0
MPA_KM2,LV,2014-01-01,4387.0
MPA_KM2,LV,2015-01-01,4387.0
MPA_KM2,LV,2016-01-01,4387.0
MPA_KM2,LV,2017-01-01,4387.0
MPA_KM2,MT,2003-01-01,
MPA_KM2,MT,2004-01-01,
MPA_KM2,MT,2005-01-01,0.0
MPA_KM2,MT,2006-01-01,8.0
MPA_KM2,MT,2007-01-01,8.0
MPA_KM2,MT,2008-01-01,8.0
MPA_KM2,MT,2009-01-01,8.0
MPA_KM2,MT,2010-01-01,9.0
MPA_KM2,MT,2011-01-01,191.0
MPA_KM2,MT,2012-01-01,191.0
MPA_KM2,MT,2013-01-01,193.0
MPA_KM2,MT,2014-01-01,192.0
MPA_KM2,MT,2015-01-01,192.0
MPA_KM2,MT,2016-01-01,3490.0
MPA_KM2,MT,2017-01-01,3490.0
MPA_KM2,NL,2003-01-01,3550.0
MPA_KM2,NL,2004-01-01,3553.0
MPA_KM2,NL,2005-01-01,3553.0
MPA_KM2,NL,2006-01-01,4025.0
MPA_KM2,NL,2007-01-01,4025.0
MPA_KM2,NL,2008-01-01,4067.0
MPA_KM2,NL,2009-01-01,10857.0
MPA_KM2,NL,2010-01-01,11781.0
MPA_KM2,NL,2011-01-01,11662.0
MPA_KM2,NL,2012-01-01,11644.0
MPA_KM2,NL,2013-01-01,11808.0
MPA_KM2,NL,2014-01-01,11795.0
MPA_KM2,NL,2015-01-01,11797.0
MPA_KM2,NL,2016-01-01,15083.0
MPA_KM2,NL,2017-01-01,15083.0
MPA_KM2,PL,2003-01-01,
MPA_KM2,PL,2004-01-01,
MPA_KM2,PL,2005-01-01,0.0
MPA_KM2,PL,2006-01-01,0.0
MPA_KM2,PL,2007-01-01,0.0
MPA_KM2,PL,2008-01-01,3594.0
MPA_KM2,PL,2009-01-01,3600.0
MPA_KM2,PL,2010-01-01,7261.0
MPA_KM2,PL,2011-01-01,7248.0
MPA_KM2,PL,2012-01-01,7248.0
MPA_KM2,PL,2013-01-01,7237.0
MPA_KM2,PL,2014-01-01,7236.0
MPA_KM2,PL,2015-01-01,7236.0
MPA_KM2,PL,2016-01-01,7236.0
MPA_KM2,PL,2017-01-01,7236.0
MPA_KM2,PT,2003-01-01,490.0
MPA_KM2,PT,2004-01-01,490.0
MPA_KM2,PT,2005-01-01,490.0
MPA_KM2,PT,2006-01-01,490.0
MPA_KM2,PT,2007-01-01,490.0
MPA_KM2,PT,2008-01-01,490.0
MPA_KM2,PT,2009-01-01,775.0
MPA_KM2,PT,2010-01-01,1748.0
MPA_KM2,PT,2011-01-01,1756.0
MPA_KM2,PT,2012-01-01,2408.0
MPA_KM2,PT,2013-01-01,2619.0
MPA_KM2,PT,2014-01-01,2634.0
MPA_KM2,PT,2015-01-01,31885.0
MPA_KM2,PT,2016-01-01,31885.0
MPA_KM2,PT,2017-01-01,38052.0
MPA_KM2,RO,2003-01-01,
MPA_KM2,RO,2004-01-01,
MPA_KM2,RO,2005-01-01,
MPA_KM2,RO,2006-01-01,
MPA_KM2,RO,2007-01-01,
MPA_KM2,RO,2008-01-01,1353.0
MPA_KM2,RO,2009-01-01,1353.0
MPA_KM2,RO,2010-01-01,1573.0
MPA_KM2,RO,2011-01-01,1707.0
MPA_KM2,RO,2012-01-01,1721.0
MPA_KM2,RO,2013-01-01,1888.0
MPA_KM2,RO,2014-01-01,1894.0
MPA_KM2,RO,2015-01-01,1894.0
MPA_KM2,RO,2016-01-01,6362.0
MPA_KM2,RO,2017-01-01,6362.0
MPA_KM2,SE,2003-01-01,2835.0
MPA_KM2,SE,2004-01-01,5833.0
MPA_KM2,SE,2005-01-01,5833.0
MPA_KM2,SE,2006-01-01,5848.0
MPA_KM2,SE,2007-01-01,5849.0
MPA_KM2,SE,2008-01-01,7506.0
MPA_KM2,SE,2009-01-01,7512.0
MPA_KM2,SE,2010-01-01,7854.0
MPA_KM2,SE,2011-01-01,9203.0
MPA_KM2,SE,2012-01-01,9211.0
MPA_KM2,SE,2013-01-01,9329.0
MPA_KM2,SE,2014-01-01,9331.0
MPA_KM2,SE,2015-01-01,9328.0
MPA_KM2,SE,2016-01-01,20229.0
MPA_KM2,SE,2017-01-01,20229.0
MPA_KM2,SI,2003-01-01,
MPA_KM2,SI,2004-01-01,
MPA_KM2,SI,2005-01-01,0.0
MPA_KM2,SI,2006-01-01,0.0
MPA_KM2,SI,2007-01-01,0.0
MPA_KM2,SI,2008-01-01,0.0
MPA_KM2,SI,2009-01-01,0.0
MPA_KM2,SI,2010-01-01,2.0
MPA_KM2,SI,2011-01-01,3.0
MPA_KM2,SI,2012-01-01,3.0
MPA_KM2,SI,2013-01-01,11.0
MPA_KM2,SI,2014-01-01,11.0
MPA_KM2,SI,2015-01-01,11.0
MPA_KM2,SI,2016-01-01,11.0
MPA_KM2,SI,2017-01-01,11.0
MPA_KM2,SK,2003-01-01,
MPA_KM2,SK,2004-01-01,
MPA_KM2,SK,2005-01-01,
MPA_KM2,SK,2006-01-01,
MPA_KM2,SK,2007-01-01,0.0
MPA_KM2,SK,2008-01-01,
MPA_KM2,SK,2009-01-01,
MPA_KM2,SK,2010-01-01,0.0
MPA_KM2,SK,2011-01-01,0.0
MPA_KM2,SK,2012-01-01,0.0
MPA_KM2,SK,2013-01-01,0.0
MPA_KM2,SK,2014-01-01,0.0
MPA_KM2,SK,2015-01-01,0.0
MPA_KM2,SK,2016-01-01,0.0
MPA_KM2,SK,2017-01-01,0.0
MPA_KM2,UK,2003-01-01,9026.0
MPA_KM2,UK,2004-01-01,9071.0
MPA_KM2,UK,2005-01-01,9109.0
MPA_KM2,UK,2006-01-01,9131.0
MPA_KM2,UK,2007-01-01,9131.0
MPA_KM2,UK,2008-01-01,12409.0
MPA_KM2,UK,2009-01-01,12409.0
MPA_KM2,UK,2010-01-01,36791.0
MPA_KM2,UK,2011-01-01,49307.0
MPA_KM2,UK,2012-01-01,73894.0
MPA_KM2,UK,2013-01-01,74083.0
MPA_KM2,UK,2014-01-01,74073.0
MPA_KM2,UK,2015-01-01,74205.0
MPA_KM2,UK,2016-01-01,87164.0
MPA_KM2,UK,2017-01-01,129865.0
