geotime,date,value
HU,2004-01-01,603.0
HU,2005-01-01,691.0
HU,2006-01-01,667.0
HU,2007-01-01,609.0
HU,2008-01-01,600.0
HU,2009-01-01,630.0
HU,2010-01-01,665.0
HU,2011-01-01,659.0
HU,2012-01-01,643.0
HU,2013-01-01,628.0
HU,2014-01-01,556.0
HU,2015-01-01,607.0
HU,2016-01-01,627.0
IE,2000-01-01,660.0
IE,2001-01-01,688.0
IE,2002-01-01,667.0
IE,2003-01-01,687.0
IE,2004-01-01,704.0
IE,2005-01-01,710.0
IE,2006-01-01,722.0
IE,2007-01-01,672.0
IE,2008-01-01,714.0
IE,2009-01-01,693.0
IE,2010-01-01,723.0
IE,2011-01-01,604.0
IE,2012-01-01,596.0
IE,2013-01-01,606.0
IE,2014-01-01,556.0
IE,2015-01-01,577.0
IE,2016-01-01,561.0
IS,2000-01-01,1105.0
IS,2001-01-01,1099.0
IS,2002-01-01,1118.0
IS,2003-01-01,1102.0
IS,2004-01-01,1124.0
IS,2005-01-01,1129.0
IS,2006-01-01,1132.0
IS,2007-01-01,1155.0
IS,2008-01-01,1181.0
IS,2009-01-01,1178.0
IS,2010-01-01,1187.0
IS,2011-01-01,1162.0
IS,2012-01-01,1249.0
IS,2013-01-01,1233.0
IS,2014-01-01,1175.0
IS,2015-01-01,1186.0
IS,2016-01-01,1415.0
IT,2000-01-01,485.0
IT,2001-01-01,507.0
IT,2002-01-01,504.0
IT,2003-01-01,551.0
IT,2004-01-01,545.0
IT,2005-01-01,585.0
IT,2006-01-01,558.0
IT,2007-01-01,553.0
IT,2008-01-01,571.0
IT,2009-01-01,576.0
IT,2010-01-01,597.0
IT,2011-01-01,545.0
IT,2012-01-01,577.0
IT,2013-01-01,568.0
IT,2014-01-01,486.0
IT,2015-01-01,535.0
IT,2016-01-01,531.0
LT,2000-01-01,391.0
LT,2001-01-01,409.0
LT,2002-01-01,419.0
LT,2003-01-01,430.0
LT,2004-01-01,439.0
LT,2005-01-01,454.0
LT,2006-01-01,481.0
LT,2007-01-01,467.0
LT,2008-01-01,487.0
LT,2009-01-01,498.0
LT,2010-01-01,516.0
LT,2011-01-01,508.0
LT,2012-01-01,516.0
LT,2013-01-01,499.0
LT,2014-01-01,480.0
LT,2015-01-01,470.0
LT,2016-01-01,502.0
LU,2000-01-01,1073.0
LU,2001-01-01,1140.0
LU,2002-01-01,1083.0
LU,2003-01-01,1109.0
LU,2004-01-01,1162.0
LU,2005-01-01,1128.0
LU,2006-01-01,1093.0
LU,2007-01-01,1045.0
LU,2008-01-01,1044.0
LU,2009-01-01,1039.0
LU,2010-01-01,1001.0
LU,2011-01-01,877.0
LU,2012-01-01,924.0
LU,2013-01-01,915.0
LU,2014-01-01,836.0
LU,2015-01-01,891.0
LU,2016-01-01,842.0
LV,2000-01-01,560.0
LV,2001-01-01,617.0
LV,2002-01-01,619.0
LV,2003-01-01,655.0
LV,2004-01-01,651.0
LV,2005-01-01,672.0
LV,2006-01-01,667.0
LV,2007-01-01,662.0
LV,2008-01-01,667.0
LV,2009-01-01,717.0
LV,2010-01-01,662.0
LV,2011-01-01,644.0
LV,2012-01-01,676.0
LV,2013-01-01,630.0
LV,2014-01-01,621.0
LV,2015-01-01,559.0
LV,2016-01-01,584.0
ME,2000-01-01,0.0
ME,2001-01-01,0.0
ME,2002-01-01,0.0
ME,2003-01-01,0.0
ME,2004-01-01,0.0
ME,2005-01-01,397.0
ME,2006-01-01,403.0
ME,2007-01-01,399.0
ME,2008-01-01,407.0
ME,2009-01-01,422.0
ME,2010-01-01,443.0
ME,2011-01-01,434.0
ME,2012-01-01,453.0
ME,2013-01-01,434.0
ME,2014-01-01,412.0
ME,2015-01-01,427.0
ME,2016-01-01,425.0
MK,2000-01-01,237.0
MK,2001-01-01,217.0
MK,2002-01-01,221.0
MK,2003-01-01,243.0
MK,2004-01-01,241.0
MK,2005-01-01,265.0
MK,2006-01-01,268.0
MK,2007-01-01,261.0
MK,2008-01-01,259.0
MK,2009-01-01,268.0
MK,2010-01-01,262.0
MK,2011-01-01,275.0
MK,2012-01-01,271.0
MK,2013-01-01,251.0
MK,2014-01-01,253.0
MK,2015-01-01,257.0
MK,2016-01-01,238.0
MT,2000-01-01,195.0
MT,2001-01-01,189.0
MT,2002-01-01,202.0
MT,2003-01-01,221.0
MT,2004-01-01,219.0
MT,2005-01-01,178.0
MT,2006-01-01,180.0
MT,2007-01-01,174.0
MT,2008-01-01,173.0
MT,2009-01-01,156.0
MT,2010-01-01,167.0
MT,2011-01-01,166.0
MT,2012-01-01,172.0
MT,2013-01-01,168.0
MT,2014-01-01,164.0
MT,2015-01-01,176.0
MT,2016-01-01,178.0
NL,2000-01-01,680.0
NL,2001-01-01,711.0
NL,2002-01-01,690.0
NL,2003-01-01,703.0
NL,2004-01-01,678.0
NL,2005-01-01,658.0
NL,2006-01-01,664.0
NL,2007-01-01,609.0
NL,2008-01-01,670.0
NL,2009-01-01,666.0
NL,2010-01-01,750.0
NL,2011-01-01,614.0
NL,2012-01-01,648.0
NL,2013-01-01,679.0
NL,2014-01-01,541.0
NL,2015-01-01,564.0
NL,2016-01-01,579.0
NO,2000-01-01,852.0
NO,2001-01-01,883.0
NO,2002-01-01,877.0
NO,2003-01-01,835.0
NO,2004-01-01,815.0
NO,2005-01-01,838.0
NO,2006-01-01,819.0
NO,2007-01-01,815.0
NO,2008-01-01,805.0
NO,2009-01-01,827.0
NO,2010-01-01,952.0
NO,2011-01-01,842.0
NO,2012-01-01,876.0
NO,2013-01-01,853.0
NO,2014-01-01,787.0
NO,2015-01-01,813.0
NO,2016-01-01,815.0
PL,2000-01-01,449.0
PL,2001-01-01,491.0
PL,2002-01-01,489.0
PL,2003-01-01,491.0
PL,2004-01-01,493.0
PL,2005-01-01,510.0
PL,2006-01-01,536.0
PL,2007-01-01,508.0
PL,2008-01-01,515.0
PL,2009-01-01,523.0
PL,2010-01-01,577.0
PL,2011-01-01,528.0
PL,2012-01-01,545.0
PL,2013-01-01,537.0
PL,2014-01-01,498.0
PL,2015-01-01,498.0
PL,2016-01-01,520.0
PT,2000-01-01,273.0
PT,2001-01-01,276.0
PT,2002-01-01,287.0
PT,2003-01-01,298.0
PT,2004-01-01,307.0
PT,2005-01-01,307.0
PT,2006-01-01,306.0
PT,2007-01-01,306.0
PT,2008-01-01,295.0
PT,2009-01-01,303.0
PT,2010-01-01,281.0
PT,2011-01-01,263.0
PT,2012-01-01,256.0
PT,2013-01-01,252.0
PT,2014-01-01,247.0
PT,2015-01-01,245.0
PT,2016-01-01,254.0
RO,2000-01-01,375.0
RO,2001-01-01,329.0
RO,2002-01-01,332.0
RO,2003-01-01,362.0
RO,2004-01-01,371.0
RO,2005-01-01,375.0
RO,2006-01-01,371.0
RO,2007-01-01,360.0
RO,2008-01-01,393.0
RO,2009-01-01,394.0
RO,2010-01-01,400.0
RO,2011-01-01,390.0
RO,2012-01-01,402.0
RO,2013-01-01,386.0
RO,2014-01-01,372.0
RO,2015-01-01,372.0
RO,2016-01-01,376.0
RS,2000-01-01,416.0
RS,2001-01-01,421.0
RS,2002-01-01,428.0
RS,2003-01-01,435.0
RS,2004-01-01,418.0
RS,2005-01-01,418.0
RS,2006-01-01,383.0
RS,2007-01-01,440.0
RS,2008-01-01,396.0
RS,2009-01-01,417.0
RS,2010-01-01,424.0
RS,2011-01-01,435.0
RS,2012-01-01,435.0
RS,2013-01-01,399.0
RS,2014-01-01,387.0
RS,2015-01-01,399.0
RS,2016-01-01,417.0
SE,2000-01-01,823.0
SE,2001-01-01,844.0
SE,2002-01-01,822.0
SE,2003-01-01,824.0
SE,2004-01-01,795.0
SE,2005-01-01,809.0
SE,2006-01-01,771.0
SE,2007-01-01,736.0
SE,2008-01-01,720.0
SE,2009-01-01,747.0
SE,2010-01-01,857.0
SE,2011-01-01,790.0
SE,2012-01-01,822.0
SE,2013-01-01,779.0
SE,2014-01-01,724.0
SE,2015-01-01,734.0
SE,2016-01-01,752.0
SI,2000-01-01,567.0
SI,2001-01-01,563.0
SI,2002-01-01,584.0
SI,2003-01-01,627.0
SI,2004-01-01,622.0
SI,2005-01-01,594.0
SI,2006-01-01,577.0
SI,2007-01-01,519.0
SI,2008-01-01,552.0
SI,2009-01-01,630.0
SI,2010-01-01,647.0
SI,2011-01-01,616.0
SI,2012-01-01,593.0
SI,2013-01-01,584.0
SI,2014-01-01,493.0
SI,2015-01-01,538.0
SI,2016-01-01,556.0
SK,2000-01-01,480.0
SK,2001-01-01,573.0
SK,2002-01-01,558.0
SK,2003-01-01,528.0
SK,2004-01-01,496.0
SK,2005-01-01,473.0
SK,2006-01-01,430.0
SK,2007-01-01,387.0
SK,2008-01-01,396.0
SK,2009-01-01,399.0
SK,2010-01-01,429.0
SK,2011-01-01,393.0
SK,2012-01-01,383.0
SK,2013-01-01,397.0
SK,2014-01-01,360.0
SK,2015-01-01,367.0
SK,2016-01-01,374.0
TR,2000-01-01,264.0
TR,2001-01-01,249.0
TR,2002-01-01,249.0
TR,2003-01-01,258.0
TR,2004-01-01,263.0
TR,2005-01-01,278.0
TR,2006-01-01,280.0
TR,2007-01-01,288.0
TR,2008-01-01,284.0
TR,2009-01-01,261.0
TR,2010-01-01,265.0
TR,2011-01-01,280.0
TR,2012-01-01,268.0
TR,2013-01-01,260.0
TR,2014-01-01,248.0
TR,2015-01-01,257.0
TR,2016-01-01,261.0
UK,2000-01-01,731.0
UK,2001-01-01,749.0
UK,2002-01-01,732.0
UK,2003-01-01,749.0
UK,2004-01-01,761.0
UK,2005-01-01,732.0
UK,2006-01-01,709.0
UK,2007-01-01,678.0
UK,2008-01-01,688.0
UK,2009-01-01,664.0
UK,2010-01-01,725.0
UK,2011-01-01,597.0
UK,2012-01-01,642.0
UK,2013-01-01,646.0
UK,2014-01-01,553.0
UK,2015-01-01,567.0
UK,2016-01-01,580.0
XK,2000-01-01,
XK,2001-01-01,
XK,2002-01-01,
XK,2003-01-01,159.0
XK,2004-01-01,161.0
XK,2005-01-01,167.0
XK,2006-01-01,167.0
XK,2007-01-01,158.0
XK,2008-01-01,213.0
XK,2009-01-01,208.0
XK,2010-01-01,
XK,2011-01-01,273.0
XK,2012-01-01,262.0
XK,2013-01-01,272.0
XK,2014-01-01,265.0
XK,2015-01-01,266.0
XK,2016-01-01,309.0
