currency,bop_item,sector10,sectpart,s_adj,stk_flow,partner,geo\time,date,value
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,ME,2016-10-01,0.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,ME,2017-01-01,0.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,ME,2017-04-01,0.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,ME,2017-07-01,0.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,ME,2017-10-01,0.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,ME,2018-01-01,0.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,ME,2018-04-01,0.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,MK,2015-07-01,2.1 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,MK,2015-10-01,2.4 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,MK,2016-01-01,2.3 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,MK,2016-04-01,2.9 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,MK,2016-07-01,5.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,MK,2016-10-01,0.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,MK,2017-01-01,4.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,MK,2017-04-01,5.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,MK,2017-07-01,2.9 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,MK,2017-10-01,5.9 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,MK,2018-01-01,0.3 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,MK,2018-04-01,0.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,MT,2015-07-01,2.4 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,MT,2015-10-01,8.4 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,MT,2016-01-01,4.8 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,MT,2016-04-01,12.4 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,MT,2016-07-01,15.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,MT,2016-10-01,11.6 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,MT,2017-01-01,17.6 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,MT,2017-04-01,17.4 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,MT,2017-07-01,6.8 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,MT,2017-10-01,23.3 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,MT,2018-01-01,21.7 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,MT,2018-04-01,0.8 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,NL,2015-07-01,65.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,NL,2015-10-01,-127.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,NL,2016-01-01,-504.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,NL,2016-04-01,-126.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,NL,2016-07-01,-4.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,NL,2016-10-01,-546.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,NL,2017-01-01,-542.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,NL,2017-04-01,-26.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,NL,2017-07-01,-138.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,NL,2017-10-01,37.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,NL,2018-01-01,-163.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,NL,2018-04-01,-167.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,NO,2015-07-01,-3.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,NO,2015-10-01,-4.1 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,NO,2016-01-01,-78.1 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,NO,2016-04-01,-6.8 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,NO,2016-07-01,2.8 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,NO,2016-10-01,-2.5 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,NO,2017-01-01,-15.1 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,NO,2017-04-01,-56.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,NO,2017-07-01,-6.4 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,NO,2017-10-01,-9.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,NO,2018-01-01,-79.1 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,NO,2018-04-01,-0.1 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,PL,2015-07-01,4578.4 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,PL,2015-10-01,777.3 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,PL,2016-01-01,2395.1 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,PL,2016-04-01,-4.3 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,PL,2016-07-01,46.3 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,PL,2016-10-01,2032.5 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,PL,2017-01-01,617.7 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,PL,2017-04-01,888.5 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,PL,2017-07-01,1039.5 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,PL,2017-10-01,3349.3 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,PL,2018-01-01,1364.6 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,PL,2018-04-01,1553.4 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,PT,2015-07-01,418.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,PT,2015-10-01,601.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,PT,2016-01-01,306.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,PT,2016-04-01,333.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,PT,2016-07-01,654.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,PT,2016-10-01,584.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,PT,2017-01-01,404.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,PT,2017-04-01,334.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,PT,2017-07-01,493.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,PT,2017-10-01,589.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,PT,2018-01-01,330.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,PT,2018-04-01,403.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,RO,2015-07-01,892.1 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,RO,2015-10-01,839.3 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,RO,2016-01-01,1310.7 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,RO,2016-04-01,1261.7 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,RO,2016-07-01,1160.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,RO,2016-10-01,524.1 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,RO,2017-01-01,213.4 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,RO,2017-04-01,316.3 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,RO,2017-07-01,324.5 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,RO,2017-10-01,1364.8 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,RO,2018-01-01,264.4 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,RO,2018-04-01,456.7 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,RS,2015-07-01,1.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,RS,2015-10-01,-22.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,RS,2016-01-01,5.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,RS,2016-04-01,-4.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,RS,2016-07-01,-1.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,RS,2016-10-01,-9.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,RS,2017-01-01,1.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,RS,2017-04-01,-3.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,RS,2017-07-01,11.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,RS,2017-10-01,-4.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,RS,2018-01-01,: 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,RS,2018-04-01,: 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SE,2015-07-01,-198.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SE,2015-10-01,-454.1 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SE,2016-01-01,-77.9 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SE,2016-04-01,27.3 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SE,2016-07-01,-110.8 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SE,2016-10-01,-200.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SE,2017-01-01,-184.7 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SE,2017-04-01,-19.7 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SE,2017-07-01,8.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SE,2017-10-01,-340.1 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SE,2018-01-01,-10.3 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SE,2018-04-01,-12.5 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SI,2015-07-01,131.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SI,2015-10-01,168.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SI,2016-01-01,-53.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SI,2016-04-01,-88.6 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SI,2016-07-01,-54.3 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SI,2016-10-01,-106.7 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SI,2017-01-01,-141.6 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SI,2017-04-01,-64.6 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SI,2017-07-01,-58.7 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SI,2017-10-01,-58.8 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SI,2018-01-01,-39.9 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SI,2018-04-01,-32.1 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SK,2015-07-01,825.1 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SK,2015-10-01,1412.7 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SK,2016-01-01,598.1 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SK,2016-04-01,476.6 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SK,2016-07-01,118.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SK,2016-10-01,437.8 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SK,2017-01-01,4.7 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SK,2017-04-01,374.8 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SK,2017-07-01,81.9 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SK,2017-10-01,328.5 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SK,2018-01-01,91.4 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,SK,2018-04-01,420.1 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,TR,2015-07-01,-4.3 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,TR,2015-10-01,-13.5 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,TR,2016-01-01,13.5 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,TR,2016-04-01,0.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,TR,2016-07-01,6.6 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,TR,2016-10-01,0.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,TR,2017-01-01,-9.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,TR,2017-04-01,11.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,TR,2017-07-01,13.7 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,TR,2017-10-01,-1.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,TR,2018-01-01,24.4 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,TR,2018-04-01,1.9 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,UK,2015-07-01,-605.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,UK,2015-10-01,-1044.3 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,UK,2016-01-01,407.6 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,UK,2016-04-01,-395.3 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,UK,2016-07-01,-1116.8 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,UK,2016-10-01,-859.5 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,UK,2017-01-01,-32.6 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,UK,2017-04-01,-904.6 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,UK,2017-07-01,-408.8 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,UK,2017-10-01,-616.5 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,UK,2018-01-01,14.7 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,UK,2018-04-01,-635.7 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,XK,2015-07-01,1.4 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,XK,2015-10-01,24.1 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,XK,2016-01-01,-4.3 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,XK,2016-04-01,-1.6 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,XK,2016-07-01,-2.3 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,XK,2016-10-01,22.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,XK,2017-01-01,-3.9 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,XK,2017-04-01,-2.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,XK,2017-07-01,-4.0 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,XK,2017-10-01,-1.8 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,XK,2018-01-01,-7.2 
MIO_EUR,KA,S1,S1,NSA,BAL,WRL_REST,XK,2018-04-01,-2.2 
