typtrai,wstatus,sex,age,unit,geo\time,date,value
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EL,2005-01-01,0.9 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EL,2006-01-01,-6.0 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EL,2007-01-01,-5.3 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EL,2008-01-01,-4.5 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EL,2009-01-01,0.4 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EL,2010-01-01,3.5 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EL,2011-01-01,6.0 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EL,2012-01-01,7.8 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EL,2013-01-01,5.6 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EL,2014-01-01,1.7 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EL,2015-01-01,-3.0 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EL,2016-01-01,-4.6 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,EL,2017-01-01,-3.8 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2000-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2001-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2002-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2003-01-01,0.4 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2004-01-01,0.5 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2005-01-01,0.4 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2006-01-01,-0.7 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2007-01-01,-0.5 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2008-01-01,1.3 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2009-01-01,6.3 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2010-01-01,5.8 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2011-01-01,3.9 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2012-01-01,0.5 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2013-01-01,0.8 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2014-01-01,-1.1 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2015-01-01,-3.0 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2016-01-01,-4.0 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,ES,2017-01-01,-3.8 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2000-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2001-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2002-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2003-01-01,-0.1 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2004-01-01,0.6 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2005-01-01,-0.8 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2006-01-01,-1.9 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2007-01-01,-2.1 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2008-01-01,0.0 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2009-01-01,2.2 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2010-01-01,2.0 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2011-01-01,0.6 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2012-01-01,-1.3 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2013-01-01,0.3 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2014-01-01,1.8 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2015-01-01,2.0 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2016-01-01,0.6 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FI,2017-01-01,-0.8 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FR,2000-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FR,2001-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FR,2002-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FR,2003-01-01,0.2 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FR,2004-01-01,1.0 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FR,2005-01-01,0.9 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FR,2006-01-01,0.9 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FR,2007-01-01,-0.2 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FR,2008-01-01,-0.7 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FR,2009-01-01,1.4 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FR,2010-01-01,2.0 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FR,2011-01-01,1.8 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FR,2012-01-01,-0.2 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FR,2013-01-01,-1.5 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FR,2014-01-01,-1.1 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FR,2015-01-01,-0.5 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FR,2016-01-01,0.7 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,FR,2017-01-01,0.3 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HR,2000-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HR,2001-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HR,2002-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HR,2003-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HR,2004-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HR,2005-01-01,-3.0 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HR,2006-01-01,-3.8 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HR,2007-01-01,-4.2 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HR,2008-01-01,-5.1 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HR,2009-01-01,-0.8 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HR,2010-01-01,2.8 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HR,2011-01-01,4.6 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HR,2012-01-01,3.2 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HR,2013-01-01,3.9 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HR,2014-01-01,3.1 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HR,2015-01-01,1.5 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HR,2016-01-01,-2.7 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HR,2017-01-01,-3.9 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HU,2000-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HU,2001-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HU,2002-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HU,2003-01-01,-2.8 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HU,2004-01-01,-1.9 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HU,2005-01-01,-1.0 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HU,2006-01-01,-0.2 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HU,2007-01-01,-1.2 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HU,2008-01-01,-1.4 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HU,2009-01-01,1.2 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HU,2010-01-01,1.1 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HU,2011-01-01,1.7 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HU,2012-01-01,1.2 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HU,2013-01-01,2.9 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HU,2014-01-01,0.4 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HU,2015-01-01,-3.2 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HU,2016-01-01,-4.5 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,HU,2017-01-01,-2.6 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IE,2000-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IE,2001-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IE,2002-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IE,2003-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IE,2004-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IE,2005-01-01,-3.1 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IE,2006-01-01,-1.6 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IE,2007-01-01,-2.4 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IE,2008-01-01,3.0 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IE,2009-01-01,8.2 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IE,2010-01-01,9.9 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IE,2011-01-01,5.3 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IE,2012-01-01,0.9 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IE,2013-01-01,-3.0 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IE,2014-01-01,-3.9 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IE,2015-01-01,-4.9 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IE,2016-01-01,-3.8 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IE,2017-01-01,-4.4 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IT,2000-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IT,2001-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IT,2002-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IT,2003-01-01,-2.5 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IT,2004-01-01,-1.3 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IT,2005-01-01,0.3 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IT,2006-01-01,0.2 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IT,2007-01-01,-0.7 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IT,2008-01-01,-0.5 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IT,2009-01-01,0.8 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IT,2010-01-01,2.9 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IT,2011-01-01,3.1 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IT,2012-01-01,3.4 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IT,2013-01-01,3.2 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IT,2014-01-01,2.4 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IT,2015-01-01,0.4 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IT,2016-01-01,-2.3 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,IT,2017-01-01,-2.0 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LT,2000-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LT,2001-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LT,2002-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LT,2003-01-01,-6.7 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LT,2004-01-01,-5.4 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LT,2005-01-01,-3.0 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LT,2006-01-01,-2.0 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LT,2007-01-01,-3.5 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LT,2008-01-01,0.0 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LT,2009-01-01,3.8 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LT,2010-01-01,6.1 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LT,2011-01-01,3.0 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LT,2012-01-01,-0.9 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LT,2013-01-01,-2.1 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LT,2014-01-01,-1.9 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LT,2015-01-01,-2.0 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LT,2016-01-01,-1.7 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LT,2017-01-01,-0.8 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LU,2000-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LU,2001-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LU,2002-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LU,2003-01-01,0.1 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LU,2004-01-01,0.8 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LU,2005-01-01,0.5 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LU,2006-01-01,1.6 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LU,2007-01-01,-0.6 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LU,2008-01-01,0.7 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LU,2009-01-01,-0.9 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LU,2010-01-01,-0.6 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LU,2011-01-01,-1.5 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LU,2012-01-01,0.1 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LU,2013-01-01,-0.1 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LU,2014-01-01,1.6 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LU,2015-01-01,0.3 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LU,2016-01-01,0.4 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LU,2017-01-01,-0.4 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LV,2000-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LV,2001-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LV,2002-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LV,2003-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LV,2004-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LV,2005-01-01,-3.6 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LV,2006-01-01,-1.4 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LV,2007-01-01,-0.5 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LV,2008-01-01,1.2 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LV,2009-01-01,6.0 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LV,2010-01-01,5.9 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LV,2011-01-01,4.2 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LV,2012-01-01,-2.6 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LV,2013-01-01,-4.8 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LV,2014-01-01,-4.0 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LV,2015-01-01,-4.4 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LV,2016-01-01,-1.8 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,LV,2017-01-01,-1.7 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,MT,2000-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,MT,2001-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,MT,2002-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,MT,2003-01-01,-8.0 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,MT,2004-01-01,-4.6 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,MT,2005-01-01,-5.0 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,MT,2006-01-01,-9.1 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,MT,2007-01-01,-1.6 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,MT,2008-01-01,-3.6 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,MT,2009-01-01,-0.4 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,MT,2010-01-01,-2.0 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,MT,2011-01-01,1.9 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,MT,2012-01-01,0.9 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,MT,2013-01-01,0.4 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,MT,2014-01-01,0.1 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,MT,2015-01-01,-0.3 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,MT,2016-01-01,-1.1 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,MT,2017-01-01,-1.7 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,NL,2000-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,NL,2001-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,NL,2002-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,NL,2003-01-01,1.3 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,NL,2004-01-01,1.2 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,NL,2005-01-01,1.3 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,NL,2006-01-01,-1.1 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,NL,2007-01-01,-1.8 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,NL,2008-01-01,-1.9 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,NL,2009-01-01,0.1 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,NL,2010-01-01,0.8 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,NL,2011-01-01,0.9 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,NL,2012-01-01,0.8 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,NL,2013-01-01,1.3 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,NL,2014-01-01,1.2 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,NL,2015-01-01,-0.2 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,NL,2016-01-01,-1.0 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,NL,2017-01-01,-1.5 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PL,2000-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PL,2001-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PL,2002-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PL,2003-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PL,2004-01-01,-2.1 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PL,2005-01-01,-3.6 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PL,2006-01-01,-4.1 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PL,2007-01-01,-4.4 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PL,2008-01-01,-4.9 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PL,2009-01-01,-2.5 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PL,2010-01-01,0.2 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PL,2011-01-01,2.5 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PL,2012-01-01,1.7 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PL,2013-01-01,1.4 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PL,2014-01-01,0.5 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PL,2015-01-01,-0.8 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PL,2016-01-01,-1.7 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PL,2017-01-01,-2.5 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PT,2000-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PT,2001-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PT,2002-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PT,2003-01-01,2.1 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PT,2004-01-01,1.7 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PT,2005-01-01,0.4 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PT,2006-01-01,-0.6 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PT,2007-01-01,0.0 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PT,2008-01-01,-0.9 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PT,2009-01-01,0.6 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PT,2010-01-01,0.2 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PT,2011-01-01,2.4 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PT,2012-01-01,2.7 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PT,2013-01-01,2.7 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PT,2014-01-01,-0.3 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PT,2015-01-01,-2.6 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PT,2016-01-01,-3.5 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,PT,2017-01-01,-3.0 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,RO,2000-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,RO,2001-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,RO,2002-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,RO,2003-01-01,0.1 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,RO,2004-01-01,1.5 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,RO,2005-01-01,-4.8 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,RO,2006-01-01,-5.5 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,RO,2007-01-01,-6.5 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,RO,2008-01-01,-5.2 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,RO,2009-01-01,-0.9 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,RO,2010-01-01,3.3 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,RO,2011-01-01,5.9 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,RO,2012-01-01,2.9 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,RO,2013-01-01,0.4 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,RO,2014-01-01,-0.5 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,RO,2015-01-01,1.3 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,RO,2016-01-01,0.4 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,RO,2017-01-01,-1.8 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SE,2000-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SE,2001-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SE,2002-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SE,2003-01-01,0.5 bu
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SE,2004-01-01,-0.1 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SE,2005-01-01,3.0 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SE,2006-01-01,2.5 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SE,2007-01-01,-0.1 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SE,2008-01-01,-2.7 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SE,2009-01-01,0.3 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SE,2010-01-01,0.2 b
