sex,age,unit,geotime,date,value
T,TOTAL,THS_PER,PT,2016-01-01,2595.0
T,TOTAL,THS_PER,PT,2017-01-01,2399.0
T,TOTAL,THS_PER,RO,2003-01-01,
T,TOTAL,THS_PER,RO,2004-01-01,
T,TOTAL,THS_PER,RO,2005-01-01,
T,TOTAL,THS_PER,RO,2006-01-01,
T,TOTAL,THS_PER,RO,2007-01-01,9940.0
T,TOTAL,THS_PER,RO,2008-01-01,9115.0
T,TOTAL,THS_PER,RO,2009-01-01,8795.0
T,TOTAL,THS_PER,RO,2010-01-01,8425.0
T,TOTAL,THS_PER,RO,2011-01-01,8265.0
T,TOTAL,THS_PER,RO,2012-01-01,8673.0
T,TOTAL,THS_PER,RO,2013-01-01,8392.0
T,TOTAL,THS_PER,RO,2014-01-01,8043.0
T,TOTAL,THS_PER,RO,2015-01-01,7435.0
T,TOTAL,THS_PER,RO,2016-01-01,7694.0
T,TOTAL,THS_PER,RO,2017-01-01,7040.0
T,TOTAL,THS_PER,RS,2003-01-01,
T,TOTAL,THS_PER,RS,2004-01-01,
T,TOTAL,THS_PER,RS,2005-01-01,
T,TOTAL,THS_PER,RS,2006-01-01,
T,TOTAL,THS_PER,RS,2007-01-01,
T,TOTAL,THS_PER,RS,2008-01-01,
T,TOTAL,THS_PER,RS,2009-01-01,
T,TOTAL,THS_PER,RS,2010-01-01,
T,TOTAL,THS_PER,RS,2011-01-01,
T,TOTAL,THS_PER,RS,2012-01-01,
T,TOTAL,THS_PER,RS,2013-01-01,3005.0
T,TOTAL,THS_PER,RS,2014-01-01,3068.0
T,TOTAL,THS_PER,RS,2015-01-01,2926.0
T,TOTAL,THS_PER,RS,2016-01-01,2724.0
T,TOTAL,THS_PER,RS,2017-01-01,
T,TOTAL,THS_PER,SE,2003-01-01,
T,TOTAL,THS_PER,SE,2004-01-01,1521.0
T,TOTAL,THS_PER,SE,2005-01-01,1325.0
T,TOTAL,THS_PER,SE,2006-01-01,1489.0
T,TOTAL,THS_PER,SE,2007-01-01,1264.0
T,TOTAL,THS_PER,SE,2008-01-01,1528.0
T,TOTAL,THS_PER,SE,2009-01-01,1641.0
T,TOTAL,THS_PER,SE,2010-01-01,1648.0
T,TOTAL,THS_PER,SE,2011-01-01,1730.0
T,TOTAL,THS_PER,SE,2012-01-01,1679.0
T,TOTAL,THS_PER,SE,2013-01-01,1748.0
T,TOTAL,THS_PER,SE,2014-01-01,1752.0
T,TOTAL,THS_PER,SE,2015-01-01,1813.0
T,TOTAL,THS_PER,SE,2016-01-01,1799.0
T,TOTAL,THS_PER,SE,2017-01-01,1765.0
T,TOTAL,THS_PER,SI,2003-01-01,
T,TOTAL,THS_PER,SI,2004-01-01,
T,TOTAL,THS_PER,SI,2005-01-01,362.0
T,TOTAL,THS_PER,SI,2006-01-01,343.0
T,TOTAL,THS_PER,SI,2007-01-01,335.0
T,TOTAL,THS_PER,SI,2008-01-01,361.0
T,TOTAL,THS_PER,SI,2009-01-01,339.0
T,TOTAL,THS_PER,SI,2010-01-01,366.0
T,TOTAL,THS_PER,SI,2011-01-01,386.0
T,TOTAL,THS_PER,SI,2012-01-01,392.0
T,TOTAL,THS_PER,SI,2013-01-01,410.0
T,TOTAL,THS_PER,SI,2014-01-01,410.0
T,TOTAL,THS_PER,SI,2015-01-01,385.0
T,TOTAL,THS_PER,SI,2016-01-01,371.0
T,TOTAL,THS_PER,SI,2017-01-01,345.0
T,TOTAL,THS_PER,SK,2003-01-01,
T,TOTAL,THS_PER,SK,2004-01-01,
T,TOTAL,THS_PER,SK,2005-01-01,1724.0
T,TOTAL,THS_PER,SK,2006-01-01,1439.0
T,TOTAL,THS_PER,SK,2007-01-01,1152.0
T,TOTAL,THS_PER,SK,2008-01-01,1111.0
T,TOTAL,THS_PER,SK,2009-01-01,1061.0
T,TOTAL,THS_PER,SK,2010-01-01,1118.0
T,TOTAL,THS_PER,SK,2011-01-01,1112.0
T,TOTAL,THS_PER,SK,2012-01-01,1109.0
T,TOTAL,THS_PER,SK,2013-01-01,1070.0
T,TOTAL,THS_PER,SK,2014-01-01,960.0
T,TOTAL,THS_PER,SK,2015-01-01,963.0
T,TOTAL,THS_PER,SK,2016-01-01,950.0
T,TOTAL,THS_PER,SK,2017-01-01,856.0
T,TOTAL,THS_PER,TR,2003-01-01,
T,TOTAL,THS_PER,TR,2004-01-01,
T,TOTAL,THS_PER,TR,2005-01-01,
T,TOTAL,THS_PER,TR,2006-01-01,44880.0
T,TOTAL,THS_PER,TR,2007-01-01,44127.0
T,TOTAL,THS_PER,TR,2008-01-01,44267.0
T,TOTAL,THS_PER,TR,2009-01-01,45051.0
T,TOTAL,THS_PER,TR,2010-01-01,46870.0
T,TOTAL,THS_PER,TR,2011-01-01,46163.0
T,TOTAL,THS_PER,TR,2012-01-01,45135.0
T,TOTAL,THS_PER,TR,2013-01-01,38131.0
T,TOTAL,THS_PER,TR,2014-01-01,31512.0
T,TOTAL,THS_PER,TR,2015-01-01,31540.0
T,TOTAL,THS_PER,TR,2016-01-01,
T,TOTAL,THS_PER,TR,2017-01-01,
T,TOTAL,THS_PER,UK,2003-01-01,
T,TOTAL,THS_PER,UK,2004-01-01,
T,TOTAL,THS_PER,UK,2005-01-01,14530.0
T,TOTAL,THS_PER,UK,2006-01-01,14193.0
T,TOTAL,THS_PER,UK,2007-01-01,13527.0
T,TOTAL,THS_PER,UK,2008-01-01,14069.0
T,TOTAL,THS_PER,UK,2009-01-01,13389.0
T,TOTAL,THS_PER,UK,2010-01-01,14211.0
T,TOTAL,THS_PER,UK,2011-01-01,14044.0
T,TOTAL,THS_PER,UK,2012-01-01,15099.0
T,TOTAL,THS_PER,UK,2013-01-01,15586.0
T,TOTAL,THS_PER,UK,2014-01-01,15271.0
T,TOTAL,THS_PER,UK,2015-01-01,14997.0
T,TOTAL,THS_PER,UK,2016-01-01,14359.0
T,TOTAL,THS_PER,UK,2017-01-01,
