indic_eu,geotime,date,value
T2020_35I05,CZ,2012-01-01,101.0
T2020_35I05,CZ,2013-01-01,99.7
T2020_35I05,CZ,2014-01-01,93.5
T2020_35I05,CZ,2015-01-01,99.4
T2020_35I05,CZ,2016-01-01,94.3
T2020_35I05,DE,2005-01-01,98.5
T2020_35I05,DE,2006-01-01,99.5
T2020_35I05,DE,2007-01-01,91.5
T2020_35I05,DE,2008-01-01,97.6
T2020_35I05,DE,2009-01-01,92.8
T2020_35I05,DE,2010-01-01,96.3
T2020_35I05,DE,2011-01-01,93.4
T2020_35I05,DE,2012-01-01,94.0
T2020_35I05,DE,2013-01-01,96.3
T2020_35I05,DE,2014-01-01,91.4
T2020_35I05,DE,2015-01-01,92.9
T2020_35I05,DE,2016-01-01,94.3
T2020_35I05,DK,2005-01-01,99.1
T2020_35I05,DK,2006-01-01,99.1
T2020_35I05,DK,2007-01-01,99.4
T2020_35I05,DK,2008-01-01,97.5
T2020_35I05,DK,2009-01-01,93.0
T2020_35I05,DK,2010-01-01,94.3
T2020_35I05,DK,2011-01-01,90.7
T2020_35I05,DK,2012-01-01,86.8
T2020_35I05,DK,2013-01-01,84.1
T2020_35I05,DK,2014-01-01,81.4
T2020_35I05,DK,2015-01-01,81.1
T2020_35I05,DK,2016-01-01,80.7
T2020_35I05,EE,2005-01-01,115.8
T2020_35I05,EE,2006-01-01,112.3
T2020_35I05,EE,2007-01-01,121.6
T2020_35I05,EE,2008-01-01,119.0
T2020_35I05,EE,2009-01-01,116.1
T2020_35I05,EE,2010-01-01,122.1
T2020_35I05,EE,2011-01-01,117.4
T2020_35I05,EE,2012-01-01,121.1
T2020_35I05,EE,2013-01-01,106.0
T2020_35I05,EE,2014-01-01,112.1
T2020_35I05,EE,2015-01-01,113.2
T2020_35I05,EE,2016-01-01,107.6
T2020_35I05,EL,2005-01-01,99.2
T2020_35I05,EL,2006-01-01,95.2
T2020_35I05,EL,2007-01-01,95.0
T2020_35I05,EL,2008-01-01,94.4
T2020_35I05,EL,2009-01-01,92.8
T2020_35I05,EL,2010-01-01,89.1
T2020_35I05,EL,2011-01-01,86.0
T2020_35I05,EL,2012-01-01,76.9
T2020_35I05,EL,2013-01-01,70.6
T2020_35I05,EL,2014-01-01,71.0
T2020_35I05,EL,2015-01-01,72.7
T2020_35I05,EL,2016-01-01,74.3
T2020_35I05,ES,2005-01-01,99.7
T2020_35I05,ES,2006-01-01,100.4
T2020_35I05,ES,2007-01-01,101.4
T2020_35I05,ES,2008-01-01,97.7
T2020_35I05,ES,2009-01-01,93.5
T2020_35I05,ES,2010-01-01,94.6
T2020_35I05,ES,2011-01-01,90.3
T2020_35I05,ES,2012-01-01,87.0
T2020_35I05,ES,2013-01-01,84.9
T2020_35I05,ES,2014-01-01,84.6
T2020_35I05,ES,2015-01-01,83.1
T2020_35I05,ES,2016-01-01,83.8
T2020_35I05,EU28,2005-01-01,98.7
T2020_35I05,EU28,2006-01-01,98.1
T2020_35I05,EU28,2007-01-01,95.6
T2020_35I05,EU28,2008-01-01,96.6
T2020_35I05,EU28,2009-01-01,92.7
T2020_35I05,EU28,2010-01-01,94.7
T2020_35I05,EU28,2011-01-01,90.8
T2020_35I05,EU28,2012-01-01,90.1
T2020_35I05,EU28,2013-01-01,88.9
T2020_35I05,EU28,2014-01-01,85.8
T2020_35I05,EU28,2015-01-01,87.3
T2020_35I05,EU28,2016-01-01,88.0
T2020_35I05,FI,2005-01-01,99.1
T2020_35I05,FI,2006-01-01,98.7
T2020_35I05,FI,2007-01-01,100.2
T2020_35I05,FI,2008-01-01,96.3
T2020_35I05,FI,2009-01-01,93.0
T2020_35I05,FI,2010-01-01,98.5
T2020_35I05,FI,2011-01-01,93.5
T2020_35I05,FI,2012-01-01,94.3
T2020_35I05,FI,2013-01-01,93.1
T2020_35I05,FI,2014-01-01,88.8
T2020_35I05,FI,2015-01-01,88.0
T2020_35I05,FI,2016-01-01,92.3
T2020_35I05,FR,2005-01-01,99.0
T2020_35I05,FR,2006-01-01,97.1
T2020_35I05,FR,2007-01-01,95.1
T2020_35I05,FR,2008-01-01,95.5
T2020_35I05,FR,2009-01-01,93.8
T2020_35I05,FR,2010-01-01,95.2
T2020_35I05,FR,2011-01-01,91.0
T2020_35I05,FR,2012-01-01,91.4
T2020_35I05,FR,2013-01-01,91.9
T2020_35I05,FR,2014-01-01,88.8
T2020_35I05,FR,2015-01-01,88.6
T2020_35I05,FR,2016-01-01,89.6
T2020_35I05,HR,2005-01-01,96.8
T2020_35I05,HR,2006-01-01,98.2
T2020_35I05,HR,2007-01-01,100.2
T2020_35I05,HR,2008-01-01,98.7
T2020_35I05,HR,2009-01-01,96.4
T2020_35I05,HR,2010-01-01,96.4
T2020_35I05,HR,2011-01-01,94.7
T2020_35I05,HR,2012-01-01,89.3
T2020_35I05,HR,2013-01-01,86.9
T2020_35I05,HR,2014-01-01,84.3
T2020_35I05,HR,2015-01-01,89.4
T2020_35I05,HR,2016-01-01,82.0
T2020_35I05,HU,2005-01-01,96.2
T2020_35I05,HU,2006-01-01,95.8
T2020_35I05,HU,2007-01-01,91.0
T2020_35I05,HU,2008-01-01,91.2
T2020_35I05,HU,2009-01-01,88.6
T2020_35I05,HU,2010-01-01,88.3
T2020_35I05,HU,2011-01-01,86.1
T2020_35I05,HU,2012-01-01,80.9
T2020_35I05,HU,2013-01-01,80.0
T2020_35I05,HU,2014-01-01,80.0
T2020_35I05,HU,2015-01-01,86.3
T2020_35I05,HU,2016-01-01,87.7
T2020_35I05,IE,2005-01-01,100.1
T2020_35I05,IE,2006-01-01,100.2
T2020_35I05,IE,2007-01-01,99.6
T2020_35I05,IE,2008-01-01,100.0
T2020_35I05,IE,2009-01-01,94.8
T2020_35I05,IE,2010-01-01,93.3
T2020_35I05,IE,2011-01-01,88.0
T2020_35I05,IE,2012-01-01,86.8
T2020_35I05,IE,2013-01-01,89.7
T2020_35I05,IE,2014-01-01,88.5
T2020_35I05,IE,2015-01-01,91.4
T2020_35I05,IE,2016-01-01,94.6
T2020_35I05,IT,2005-01-01,98.5
T2020_35I05,IT,2006-01-01,96.6
T2020_35I05,IT,2007-01-01,94.7
T2020_35I05,IT,2008-01-01,94.5
T2020_35I05,IT,2009-01-01,89.7
T2020_35I05,IT,2010-01-01,90.5
T2020_35I05,IT,2011-01-01,87.1
T2020_35I05,IT,2012-01-01,84.2
T2020_35I05,IT,2013-01-01,81.7
T2020_35I05,IT,2014-01-01,79.3
T2020_35I05,IT,2015-01-01,81.7
T2020_35I05,IT,2016-01-01,83.0
T2020_35I05,LT,2005-01-01,87.0
T2020_35I05,LT,2006-01-01,90.0
T2020_35I05,LT,2007-01-01,105.0
T2020_35I05,LT,2008-01-01,98.8
T2020_35I05,LT,2009-01-01,84.3
T2020_35I05,LT,2010-01-01,86.7
T2020_35I05,LT,2011-01-01,94.9
T2020_35I05,LT,2012-01-01,95.6
T2020_35I05,LT,2013-01-01,93.9
T2020_35I05,LT,2014-01-01,97.5
T2020_35I05,LT,2015-01-01,100.0
T2020_35I05,LT,2016-01-01,98.1
T2020_35I05,LU,2005-01-01,99.0
T2020_35I05,LU,2006-01-01,96.3
T2020_35I05,LU,2007-01-01,92.2
T2020_35I05,LU,2008-01-01,95.7
T2020_35I05,LU,2009-01-01,89.6
T2020_35I05,LU,2010-01-01,94.7
T2020_35I05,LU,2011-01-01,95.6
T2020_35I05,LU,2012-01-01,93.4
T2020_35I05,LU,2013-01-01,92.3
T2020_35I05,LU,2014-01-01,87.3
T2020_35I05,LU,2015-01-01,84.8
T2020_35I05,LU,2016-01-01,83.9
T2020_35I05,LV,2005-01-01,98.7
T2020_35I05,LV,2006-01-01,103.8
T2020_35I05,LV,2007-01-01,110.3
T2020_35I05,LV,2008-01-01,106.0
T2020_35I05,LV,2009-01-01,100.6
T2020_35I05,LV,2010-01-01,104.9
T2020_35I05,LV,2011-01-01,99.5
T2020_35I05,LV,2012-01-01,100.5
T2020_35I05,LV,2013-01-01,102.8
T2020_35I05,LV,2014-01-01,105.6
T2020_35I05,LV,2015-01-01,105.4
T2020_35I05,LV,2016-01-01,103.8
T2020_35I05,MT,2005-01-01,93.7
T2020_35I05,MT,2006-01-01,96.8
T2020_35I05,MT,2007-01-01,101.4
T2020_35I05,MT,2008-01-01,96.8
T2020_35I05,MT,2009-01-01,97.0
T2020_35I05,MT,2010-01-01,102.2
T2020_35I05,MT,2011-01-01,105.7
T2020_35I05,MT,2012-01-01,105.5
T2020_35I05,MT,2013-01-01,112.1
T2020_35I05,MT,2014-01-01,115.7
T2020_35I05,MT,2015-01-01,116.5
T2020_35I05,MT,2016-01-01,120.3
T2020_35I05,NL,2005-01-01,96.1
T2020_35I05,NL,2006-01-01,95.1
T2020_35I05,NL,2007-01-01,92.9
T2020_35I05,NL,2008-01-01,96.0
T2020_35I05,NL,2009-01-01,93.6
T2020_35I05,NL,2010-01-01,100.0
T2020_35I05,NL,2011-01-01,92.8
T2020_35I05,NL,2012-01-01,91.9
T2020_35I05,NL,2013-01-01,84.7
T2020_35I05,NL,2014-01-01,76.6
T2020_35I05,NL,2015-01-01,79.1
T2020_35I05,NL,2016-01-01,80.3
T2020_35I05,PL,2005-01-01,98.6
T2020_35I05,PL,2006-01-01,103.1
T2020_35I05,PL,2007-01-01,103.4
T2020_35I05,PL,2008-01-01,105.5
T2020_35I05,PL,2009-01-01,104.6
T2020_35I05,PL,2010-01-01,110.1
T2020_35I05,PL,2011-01-01,108.1
T2020_35I05,PL,2012-01-01,107.5
T2020_35I05,PL,2013-01-01,103.4
T2020_35I05,PL,2014-01-01,100.9
T2020_35I05,PL,2015-01-01,103.8
T2020_35I05,PL,2016-01-01,107.1
T2020_35I05,PT,2005-01-01,97.8
T2020_35I05,PT,2006-01-01,95.1
T2020_35I05,PT,2007-01-01,94.2
T2020_35I05,PT,2008-01-01,93.2
T2020_35I05,PT,2009-01-01,90.5
T2020_35I05,PT,2010-01-01,90.6
T2020_35I05,PT,2011-01-01,87.0
T2020_35I05,PT,2012-01-01,82.6
T2020_35I05,PT,2013-01-01,79.5
T2020_35I05,PT,2014-01-01,79.9
T2020_35I05,PT,2015-01-01,83.6
T2020_35I05,PT,2016-01-01,83.1
T2020_35I05,RO,2005-01-01,98.1
T2020_35I05,RO,2006-01-01,100.1
T2020_35I05,RO,2007-01-01,95.4
T2020_35I05,RO,2008-01-01,98.5
T2020_35I05,RO,2009-01-01,93.4
T2020_35I05,RO,2010-01-01,87.5
T2020_35I05,RO,2011-01-01,90.7
T2020_35I05,RO,2012-01-01,92.3
T2020_35I05,RO,2013-01-01,96.4
T2020_35I05,RO,2014-01-01,96.1
T2020_35I05,RO,2015-01-01,98.8
T2020_35I05,RO,2016-01-01,96.3
T2020_35I05,SE,2005-01-01,98.4
T2020_35I05,SE,2006-01-01,96.9
T2020_35I05,SE,2007-01-01,95.9
T2020_35I05,SE,2008-01-01,92.3
T2020_35I05,SE,2009-01-01,89.4
T2020_35I05,SE,2010-01-01,90.9
T2020_35I05,SE,2011-01-01,88.6
T2020_35I05,SE,2012-01-01,85.0
T2020_35I05,SE,2013-01-01,81.2
T2020_35I05,SE,2014-01-01,79.4
T2020_35I05,SE,2015-01-01,78.0
T2020_35I05,SE,2016-01-01,77.5
T2020_35I05,SI,2005-01-01,99.2
T2020_35I05,SI,2006-01-01,99.9
T2020_35I05,SI,2007-01-01,99.3
T2020_35I05,SI,2008-01-01,107.7
T2020_35I05,SI,2009-01-01,98.3
T2020_35I05,SI,2010-01-01,98.0
T2020_35I05,SI,2011-01-01,98.6
T2020_35I05,SI,2012-01-01,96.8
T2020_35I05,SI,2013-01-01,92.3
T2020_35I05,SI,2014-01-01,88.5
T2020_35I05,SI,2015-01-01,90.6
T2020_35I05,SI,2016-01-01,93.3
T2020_35I05,SK,2005-01-01,97.3
T2020_35I05,SK,2006-01-01,94.1
T2020_35I05,SK,2007-01-01,91.5
T2020_35I05,SK,2008-01-01,99.3
T2020_35I05,SK,2009-01-01,96.9
T2020_35I05,SK,2010-01-01,101.3
T2020_35I05,SK,2011-01-01,96.3
T2020_35I05,SK,2012-01-01,92.8
T2020_35I05,SK,2013-01-01,91.8
T2020_35I05,SK,2014-01-01,86.1
T2020_35I05,SK,2015-01-01,87.5
T2020_35I05,SK,2016-01-01,86.0
T2020_35I05,UK,2005-01-01,98.6
T2020_35I05,UK,2006-01-01,95.5
T2020_35I05,UK,2007-01-01,93.4
T2020_35I05,UK,2008-01-01,91.7
T2020_35I05,UK,2009-01-01,86.4
T2020_35I05,UK,2010-01-01,88.9
T2020_35I05,UK,2011-01-01,81.6
T2020_35I05,UK,2012-01-01,83.3
T2020_35I05,UK,2013-01-01,81.3
T2020_35I05,UK,2014-01-01,77.7
T2020_35I05,UK,2015-01-01,78.0
T2020_35I05,UK,2016-01-01,77.6
T2020_35T,AT,2005-01-01,56.5
T2020_35T,AT,2006-01-01,54.66
T2020_35T,AT,2007-01-01,52.58
T2020_35T,AT,2008-01-01,52.44
T2020_35T,AT,2009-01-01,50.73
T2020_35T,AT,2010-01-01,52.18
T2020_35T,AT,2011-01-01,50.17
T2020_35T,AT,2012-01-01,49.76
T2020_35T,AT,2013-01-01,50.1
T2020_35T,AT,2014-01-01,48.19
T2020_35T,AT,2015-01-01,49.3
T2020_35T,AT,2016-01-01,50.16
T2020_35T,BE,2005-01-01,78.49
T2020_35T,BE,2006-01-01,77.53
T2020_35T,BE,2007-01-01,76.5
T2020_35T,BE,2008-01-01,79.01
T2020_35T,BE,2009-01-01,75.41
T2020_35T,BE,2010-01-01,77.68
T2020_35T,BE,2011-01-01,72.19
T2020_35T,BE,2012-01-01,72.58
T2020_35T,BE,2013-01-01,74.26
T2020_35T,BE,2014-01-01,70.05
T2020_35T,BE,2015-01-01,72.72
T2020_35T,BE,2016-01-01,74.53
T2020_35T,BG,2005-01-01,25.75
T2020_35T,BG,2006-01-01,26.27
T2020_35T,BG,2007-01-01,26.93
T2020_35T,BG,2008-01-01,26.53
T2020_35T,BG,2009-01-01,24.11
T2020_35T,BG,2010-01-01,25.21
T2020_35T,BG,2011-01-01,24.09
T2020_35T,BG,2012-01-01,24.09
T2020_35T,BG,2013-01-01,22.24
T2020_35T,BG,2014-01-01,22.9
T2020_35T,BG,2015-01-01,25.35
T2020_35T,BG,2016-01-01,24.95
T2020_35T,CY,2005-01-01,4.22
T2020_35T,CY,2006-01-01,4.3
T2020_35T,CY,2007-01-01,4.5
T2020_35T,CY,2008-01-01,4.51
T2020_35T,CY,2009-01-01,4.5
T2020_35T,CY,2010-01-01,4.51
T2020_35T,CY,2011-01-01,4.67
T2020_35T,CY,2012-01-01,4.38
T2020_35T,CY,2013-01-01,3.94
T2020_35T,CY,2014-01-01,3.92
T2020_35T,CY,2015-01-01,4.06
T2020_35T,CY,2016-01-01,4.19
T2020_35T,CZ,2005-01-01,61.48
T2020_35T,CZ,2006-01-01,62.14
T2020_35T,CZ,2007-01-01,59.54
T2020_35T,CZ,2008-01-01,62.5
T2020_35T,CZ,2009-01-01,60.94
T2020_35T,CZ,2010-01-01,61.11
T2020_35T,CZ,2011-01-01,60.78
T2020_35T,CZ,2012-01-01,62.29
T2020_35T,CZ,2013-01-01,61.46
T2020_35T,CZ,2014-01-01,57.62
T2020_35T,CZ,2015-01-01,61.28
T2020_35T,CZ,2016-01-01,58.13
T2020_35T,DE,2005-01-01,470.43
T2020_35T,DE,2006-01-01,475.38
T2020_35T,DE,2007-01-01,437.23
T2020_35T,DE,2008-01-01,466.43
T2020_35T,DE,2009-01-01,443.47
T2020_35T,DE,2010-01-01,460.22
T2020_35T,DE,2011-01-01,446.14
T2020_35T,DE,2012-01-01,449.22
T2020_35T,DE,2013-01-01,460.2
T2020_35T,DE,2014-01-01,436.79
T2020_35T,DE,2015-01-01,444.08
T2020_35T,DE,2016-01-01,450.42
T2020_35T,DK,2005-01-01,39.72
T2020_35T,DK,2006-01-01,39.71
T2020_35T,DK,2007-01-01,39.85
T2020_35T,DK,2008-01-01,39.07
T2020_35T,DK,2009-01-01,37.28
T2020_35T,DK,2010-01-01,37.78
T2020_35T,DK,2011-01-01,36.35
T2020_35T,DK,2012-01-01,34.8
T2020_35T,DK,2013-01-01,33.71
T2020_35T,DK,2014-01-01,32.64
T2020_35T,DK,2015-01-01,32.52
T2020_35T,DK,2016-01-01,32.34
T2020_35T,EE,2005-01-01,6.29
T2020_35T,EE,2006-01-01,6.1
T2020_35T,EE,2007-01-01,6.6
T2020_35T,EE,2008-01-01,6.46
T2020_35T,EE,2009-01-01,6.3
T2020_35T,EE,2010-01-01,6.63
T2020_35T,EE,2011-01-01,6.37
T2020_35T,EE,2012-01-01,6.57
T2020_35T,EE,2013-01-01,5.75
T2020_35T,EE,2014-01-01,6.08
T2020_35T,EE,2015-01-01,6.14
T2020_35T,EE,2016-01-01,5.84
T2020_35T,EL,2005-01-01,62.05
T2020_35T,EL,2006-01-01,59.52
T2020_35T,EL,2007-01-01,59.4
T2020_35T,EL,2008-01-01,59.08
T2020_35T,EL,2009-01-01,58.06
T2020_35T,EL,2010-01-01,55.73
T2020_35T,EL,2011-01-01,53.79
T2020_35T,EL,2012-01-01,48.1
T2020_35T,EL,2013-01-01,44.18
T2020_35T,EL,2014-01-01,44.41
T2020_35T,EL,2015-01-01,45.45
T2020_35T,EL,2016-01-01,46.48
T2020_35T,ES,2005-01-01,235.23
T2020_35T,ES,2006-01-01,236.88
T2020_35T,ES,2007-01-01,239.25
T2020_35T,ES,2008-01-01,230.62
T2020_35T,ES,2009-01-01,220.59
T2020_35T,ES,2010-01-01,223.13
T2020_35T,ES,2011-01-01,213.14
T2020_35T,ES,2012-01-01,205.32
T2020_35T,ES,2013-01-01,200.28
T2020_35T,ES,2014-01-01,199.76
T2020_35T,ES,2015-01-01,196.15
T2020_35T,ES,2016-01-01,197.8
T2020_35T,EU28,2005-01-01,2849.18
T2020_35T,EU28,2006-01-01,2831.1
T2020_35T,EU28,2007-01-01,2761.2
T2020_35T,EU28,2008-01-01,2787.7
T2020_35T,EU28,2009-01-01,2676.07
T2020_35T,EU28,2010-01-01,2735.36
T2020_35T,EU28,2011-01-01,2621.32
T2020_35T,EU28,2012-01-01,2600.02
T2020_35T,EU28,2013-01-01,2567.2
T2020_35T,EU28,2014-01-01,2478.19
T2020_35T,EU28,2015-01-01,2519.23
T2020_35T,EU28,2016-01-01,2540.71
T2020_35T,FI,2005-01-01,33.64
T2020_35T,FI,2006-01-01,33.51
T2020_35T,FI,2007-01-01,34.02
T2020_35T,FI,2008-01-01,32.69
T2020_35T,FI,2009-01-01,31.55
T2020_35T,FI,2010-01-01,33.44
T2020_35T,FI,2011-01-01,31.72
T2020_35T,FI,2012-01-01,32.01
T2020_35T,FI,2013-01-01,31.59
T2020_35T,FI,2014-01-01,30.15
T2020_35T,FI,2015-01-01,29.89
T2020_35T,FI,2016-01-01,31.33
T2020_35T,FR,2005-01-01,394.11
T2020_35T,FR,2006-01-01,386.86
T2020_35T,FR,2007-01-01,378.9
T2020_35T,FR,2008-01-01,380.26
T2020_35T,FR,2009-01-01,373.43
T2020_35T,FR,2010-01-01,379.02
T2020_35T,FR,2011-01-01,362.41
T2020_35T,FR,2012-01-01,363.84
T2020_35T,FR,2013-01-01,366.12
T2020_35T,FR,2014-01-01,353.53
T2020_35T,FR,2015-01-01,353.01
T2020_35T,FR,2016-01-01,357.0
T2020_35T,HR,2005-01-01,16.85
T2020_35T,HR,2006-01-01,17.1
T2020_35T,HR,2007-01-01,17.44
T2020_35T,HR,2008-01-01,17.18
T2020_35T,HR,2009-01-01,16.77
T2020_35T,HR,2010-01-01,16.77
T2020_35T,HR,2011-01-01,16.48
T2020_35T,HR,2012-01-01,15.54
T2020_35T,HR,2013-01-01,15.13
T2020_35T,HR,2014-01-01,14.66
T2020_35T,HR,2015-01-01,15.57
T2020_35T,HR,2016-01-01,14.28
T2020_35T,HU,2005-01-01,46.22
T2020_35T,HU,2006-01-01,45.99
T2020_35T,HU,2007-01-01,43.69
T2020_35T,HU,2008-01-01,43.79
T2020_35T,HU,2009-01-01,42.55
T2020_35T,HU,2010-01-01,42.4
T2020_35T,HU,2011-01-01,41.36
T2020_35T,HU,2012-01-01,38.85
T2020_35T,HU,2013-01-01,38.44
T2020_35T,HU,2014-01-01,38.42
T2020_35T,HU,2015-01-01,41.44
T2020_35T,HU,2016-01-01,42.13
T2020_35T,IE,2005-01-01,47.11
T2020_35T,IE,2006-01-01,47.16
T2020_35T,IE,2007-01-01,46.86
T2020_35T,IE,2008-01-01,47.07
T2020_35T,IE,2009-01-01,44.61
T2020_35T,IE,2010-01-01,43.93
T2020_35T,IE,2011-01-01,41.43
T2020_35T,IE,2012-01-01,40.87
T2020_35T,IE,2013-01-01,42.21
T2020_35T,IE,2014-01-01,41.66
T2020_35T,IE,2015-01-01,43.04
T2020_35T,IE,2016-01-01,44.54
T2020_35T,IT,2005-01-01,329.36
T2020_35T,IT,2006-01-01,323.04
T2020_35T,IT,2007-01-01,316.88
T2020_35T,IT,2008-01-01,316.11
T2020_35T,IT,2009-01-01,300.02
T2020_35T,IT,2010-01-01,302.76
T2020_35T,IT,2011-01-01,291.17
T2020_35T,IT,2012-01-01,281.52
T2020_35T,IT,2013-01-01,273.35
T2020_35T,IT,2014-01-01,265.28
T2020_35T,IT,2015-01-01,273.28
T2020_35T,IT,2016-01-01,277.47
T2020_35T,LT,2005-01-01,11.54
T2020_35T,LT,2006-01-01,11.93
T2020_35T,LT,2007-01-01,13.92
T2020_35T,LT,2008-01-01,13.09
T2020_35T,LT,2009-01-01,11.17
T2020_35T,LT,2010-01-01,11.49
T2020_35T,LT,2011-01-01,12.58
T2020_35T,LT,2012-01-01,12.67
T2020_35T,LT,2013-01-01,12.45
T2020_35T,LT,2014-01-01,12.92
T2020_35T,LT,2015-01-01,13.25
T2020_35T,LT,2016-01-01,13.0
T2020_35T,LU,2005-01-01,10.04
T2020_35T,LU,2006-01-01,9.77
T2020_35T,LU,2007-01-01,9.35
T2020_35T,LU,2008-01-01,9.71
T2020_35T,LU,2009-01-01,9.1
T2020_35T,LU,2010-01-01,9.61
T2020_35T,LU,2011-01-01,9.7
T2020_35T,LU,2012-01-01,9.48
T2020_35T,LU,2013-01-01,9.37
T2020_35T,LU,2014-01-01,8.86
T2020_35T,LU,2015-01-01,8.61
T2020_35T,LU,2016-01-01,8.51
T2020_35T,LV,2005-01-01,8.43
T2020_35T,LV,2006-01-01,8.87
T2020_35T,LV,2007-01-01,9.42
T2020_35T,LV,2008-01-01,9.05
T2020_35T,LV,2009-01-01,8.59
T2020_35T,LV,2010-01-01,8.96
T2020_35T,LV,2011-01-01,8.5
T2020_35T,LV,2012-01-01,8.58
T2020_35T,LV,2013-01-01,8.78
T2020_35T,LV,2014-01-01,9.02
T2020_35T,LV,2015-01-01,9.01
T2020_35T,LV,2016-01-01,8.87
T2020_35T,MT,2005-01-01,1.05
T2020_35T,MT,2006-01-01,1.08
T2020_35T,MT,2007-01-01,1.13
T2020_35T,MT,2008-01-01,1.08
T2020_35T,MT,2009-01-01,1.08
T2020_35T,MT,2010-01-01,1.14
T2020_35T,MT,2011-01-01,1.18
T2020_35T,MT,2012-01-01,1.18
T2020_35T,MT,2013-01-01,1.25
T2020_35T,MT,2014-01-01,1.29
T2020_35T,MT,2015-01-01,1.3
T2020_35T,MT,2016-01-01,1.34
T2020_35T,NL,2005-01-01,122.79
T2020_35T,NL,2006-01-01,121.58
T2020_35T,NL,2007-01-01,118.74
T2020_35T,NL,2008-01-01,122.65
T2020_35T,NL,2009-01-01,119.6
T2020_35T,NL,2010-01-01,127.75
T2020_35T,NL,2011-01-01,118.62
T2020_35T,NL,2012-01-01,117.45
T2020_35T,NL,2013-01-01,108.25
T2020_35T,NL,2014-01-01,97.89
T2020_35T,NL,2015-01-01,101.12
T2020_35T,NL,2016-01-01,102.65
T2020_35T,PL,2005-01-01,177.54
T2020_35T,PL,2006-01-01,185.57
T2020_35T,PL,2007-01-01,186.02
T2020_35T,PL,2008-01-01,189.93
T2020_35T,PL,2009-01-01,188.18
T2020_35T,PL,2010-01-01,198.12
T2020_35T,PL,2011-01-01,194.5
T2020_35T,PL,2012-01-01,193.53
T2020_35T,PL,2013-01-01,186.1
T2020_35T,PL,2014-01-01,181.54
T2020_35T,PL,2015-01-01,186.77
T2020_35T,PL,2016-01-01,192.8
T2020_35T,PT,2005-01-01,47.54
T2020_35T,PT,2006-01-01,46.2
T2020_35T,PT,2007-01-01,45.79
T2020_35T,PT,2008-01-01,45.3
T2020_35T,PT,2009-01-01,43.96
T2020_35T,PT,2010-01-01,44.01
T2020_35T,PT,2011-01-01,42.27
T2020_35T,PT,2012-01-01,40.13
T2020_35T,PT,2013-01-01,38.61
T2020_35T,PT,2014-01-01,38.84
T2020_35T,PT,2015-01-01,40.61
T2020_35T,PT,2016-01-01,40.41
T2020_35T,RO,2005-01-01,74.02
T2020_35T,RO,2006-01-01,75.54
T2020_35T,RO,2007-01-01,72.0
T2020_35T,RO,2008-01-01,74.36
T2020_35T,RO,2009-01-01,70.5
T2020_35T,RO,2010-01-01,66.07
T2020_35T,RO,2011-01-01,68.46
T2020_35T,RO,2012-01-01,69.68
T2020_35T,RO,2013-01-01,72.72
