sex,age,unit,geo\time,date,value
T,Y15-24,PC,EA18,2006-01-01,7.3 
T,Y15-24,PC,EA18,2007-01-01,6.7 
T,Y15-24,PC,EA18,2008-01-01,6.9 
T,Y15-24,PC,EA18,2009-01-01,8.7 
T,Y15-24,PC,EA18,2010-01-01,8.8 
T,Y15-24,PC,EA18,2011-01-01,8.9 
T,Y15-24,PC,EA18,2012-01-01,9.7
T,Y15-24,PC,EA18,2013-01-01,10.0
T,Y15-24,PC,EA18,2014-01-01,9.6 
T,Y15-24,PC,EA18,2015-01-01,8.9 
T,Y15-24,PC,EA18,2016-01-01,8.3 
T,Y15-24,PC,EA18,2017-01-01,7.5 
T,Y15-24,PC,EA19,2006-01-01,7.3 
T,Y15-24,PC,EA19,2007-01-01,6.6 
T,Y15-24,PC,EA19,2008-01-01,6.9 
T,Y15-24,PC,EA19,2009-01-01,8.7 
T,Y15-24,PC,EA19,2010-01-01,8.9 
T,Y15-24,PC,EA19,2011-01-01,8.9 
T,Y15-24,PC,EA19,2012-01-01,9.7
T,Y15-24,PC,EA19,2013-01-01,9.9
T,Y15-24,PC,EA19,2014-01-01,9.5 
T,Y15-24,PC,EA19,2015-01-01,8.9 
T,Y15-24,PC,EA19,2016-01-01,8.3 
T,Y15-24,PC,EA19,2017-01-01,7.5 
T,Y15-24,PC,EE,2006-01-01,4.3 
T,Y15-24,PC,EE,2007-01-01,3.8 
T,Y15-24,PC,EE,2008-01-01,4.9 
T,Y15-24,PC,EE,2009-01-01,10.7 
T,Y15-24,PC,EE,2010-01-01,12.4 
T,Y15-24,PC,EE,2011-01-01,9.0 
T,Y15-24,PC,EE,2012-01-01,8.5
T,Y15-24,PC,EE,2013-01-01,7.4
T,Y15-24,PC,EE,2014-01-01,5.9 
T,Y15-24,PC,EE,2015-01-01,5.5 
T,Y15-24,PC,EE,2016-01-01,5.8 
T,Y15-24,PC,EE,2017-01-01,5.6 
T,Y15-24,PC,EL,2006-01-01,8.0 
T,Y15-24,PC,EL,2007-01-01,7.0 
T,Y15-24,PC,EL,2008-01-01,6.6 
T,Y15-24,PC,EL,2009-01-01,7.9 b
T,Y15-24,PC,EL,2010-01-01,9.9 
T,Y15-24,PC,EL,2011-01-01,13.0 
T,Y15-24,PC,EL,2012-01-01,16.1
T,Y15-24,PC,EL,2013-01-01,16.5
T,Y15-24,PC,EL,2014-01-01,14.7 
T,Y15-24,PC,EL,2015-01-01,12.9 
T,Y15-24,PC,EL,2016-01-01,11.7 
T,Y15-24,PC,EL,2017-01-01,10.9 
T,Y15-24,PC,ES,2006-01-01,8.6 
T,Y15-24,PC,ES,2007-01-01,8.7 
T,Y15-24,PC,ES,2008-01-01,11.7 
T,Y15-24,PC,ES,2009-01-01,17.0 
T,Y15-24,PC,ES,2010-01-01,17.7 
T,Y15-24,PC,ES,2011-01-01,18.9 
T,Y15-24,PC,ES,2012-01-01,20.6
T,Y15-24,PC,ES,2013-01-01,21.0
T,Y15-24,PC,ES,2014-01-01,19.0 
T,Y15-24,PC,ES,2015-01-01,16.8 
T,Y15-24,PC,ES,2016-01-01,14.7 
T,Y15-24,PC,ES,2017-01-01,12.9 
T,Y15-24,PC,EU27,2006-01-01,7.6 
T,Y15-24,PC,EU27,2007-01-01,6.8 
T,Y15-24,PC,EU27,2008-01-01,6.9 
T,Y15-24,PC,EU27,2009-01-01,8.7 
T,Y15-24,PC,EU27,2010-01-01,9.0 
T,Y15-24,PC,EU27,2011-01-01,9.2 
T,Y15-24,PC,EU27,2012-01-01,9.8
T,Y15-24,PC,EU27,2013-01-01,9.9
T,Y15-24,PC,EU27,2014-01-01,9.2 
T,Y15-24,PC,EU27,2015-01-01,8.4 
T,Y15-24,PC,EU27,2016-01-01,7.7 
T,Y15-24,PC,EU27,2017-01-01,7.0 
T,Y15-24,PC,EU28,2006-01-01,7.7 
T,Y15-24,PC,EU28,2007-01-01,6.9 
T,Y15-24,PC,EU28,2008-01-01,6.9 
T,Y15-24,PC,EU28,2009-01-01,8.7 
T,Y15-24,PC,EU28,2010-01-01,9.0 
T,Y15-24,PC,EU28,2011-01-01,9.2 
T,Y15-24,PC,EU28,2012-01-01,9.8
T,Y15-24,PC,EU28,2013-01-01,10.0
T,Y15-24,PC,EU28,2014-01-01,9.3 
T,Y15-24,PC,EU28,2015-01-01,8.5 
T,Y15-24,PC,EU28,2016-01-01,7.8 
T,Y15-24,PC,EU28,2017-01-01,7.0 
T,Y15-24,PC,FI,2006-01-01,9.7 
T,Y15-24,PC,FI,2007-01-01,8.8 
T,Y15-24,PC,FI,2008-01-01,8.8 b
T,Y15-24,PC,FI,2009-01-01,10.9 
T,Y15-24,PC,FI,2010-01-01,10.6 
T,Y15-24,PC,FI,2011-01-01,10.1 
T,Y15-24,PC,FI,2012-01-01,9.8
T,Y15-24,PC,FI,2013-01-01,10.3
T,Y15-24,PC,FI,2014-01-01,10.7 
T,Y15-24,PC,FI,2015-01-01,11.7 
T,Y15-24,PC,FI,2016-01-01,10.5 
T,Y15-24,PC,FI,2017-01-01,10.7 
T,Y15-24,PC,FR,2006-01-01,8.1 
T,Y15-24,PC,FR,2007-01-01,7.2 
T,Y15-24,PC,FR,2008-01-01,7.1 
T,Y15-24,PC,FR,2009-01-01,9.1 
T,Y15-24,PC,FR,2010-01-01,8.8 
T,Y15-24,PC,FR,2011-01-01,8.3 
T,Y15-24,PC,FR,2012-01-01,8.8
T,Y15-24,PC,FR,2013-01-01,9.0
T,Y15-24,PC,FR,2014-01-01,8.8 b
T,Y15-24,PC,FR,2015-01-01,9.1 
T,Y15-24,PC,FR,2016-01-01,9.1 
T,Y15-24,PC,FR,2017-01-01,8.2 
T,Y15-24,PC,HR,2006-01-01,10.4 b
T,Y15-24,PC,HR,2007-01-01,9.2 
T,Y15-24,PC,HR,2008-01-01,8.7 
T,Y15-24,PC,HR,2009-01-01,9.2 
T,Y15-24,PC,HR,2010-01-01,11.6 
T,Y15-24,PC,HR,2011-01-01,11.9 
T,Y15-24,PC,HR,2012-01-01,12.7
T,Y15-24,PC,HR,2013-01-01,14.9
T,Y15-24,PC,HR,2014-01-01,15.3 
T,Y15-24,PC,HR,2015-01-01,14.0 
T,Y15-24,PC,HR,2016-01-01,11.6 
T,Y15-24,PC,HR,2017-01-01,9.8 
T,Y15-24,PC,HU,2006-01-01,5.1 
T,Y15-24,PC,HU,2007-01-01,4.6 
T,Y15-24,PC,HU,2008-01-01,4.9 
T,Y15-24,PC,HU,2009-01-01,6.5 
T,Y15-24,PC,HU,2010-01-01,6.6 
T,Y15-24,PC,HU,2011-01-01,6.3 
T,Y15-24,PC,HU,2012-01-01,7.2
T,Y15-24,PC,HU,2013-01-01,7.3
T,Y15-24,PC,HU,2014-01-01,6.0 
T,Y15-24,PC,HU,2015-01-01,5.4 
T,Y15-24,PC,HU,2016-01-01,4.2 
T,Y15-24,PC,HU,2017-01-01,3.5 
T,Y15-24,PC,IE,2006-01-01,4.7 
T,Y15-24,PC,IE,2007-01-01,6.4 b
T,Y15-24,PC,IE,2008-01-01,8.9 
T,Y15-24,PC,IE,2009-01-01,14.7 
T,Y15-24,PC,IE,2010-01-01,15.2 
T,Y15-24,PC,IE,2011-01-01,15.2 
T,Y15-24,PC,IE,2012-01-01,15.5
T,Y15-24,PC,IE,2013-01-01,13.3
T,Y15-24,PC,IE,2014-01-01,11.2 
T,Y15-24,PC,IE,2015-01-01,9.6 
T,Y15-24,PC,IE,2016-01-01,8.5 
T,Y15-24,PC,IE,2017-01-01,6.7 b
T,Y15-24,PC,IS,2006-01-01,6.5 
T,Y15-24,PC,IS,2007-01-01,5.6 
T,Y15-24,PC,IS,2008-01-01,6.4 
T,Y15-24,PC,IS,2009-01-01,11.6 
T,Y15-24,PC,IS,2010-01-01,12.0 
T,Y15-24,PC,IS,2011-01-01,10.6 
T,Y15-24,PC,IS,2012-01-01,10.2
T,Y15-24,PC,IS,2013-01-01,8.3
T,Y15-24,PC,IS,2014-01-01,7.7 
T,Y15-24,PC,IS,2015-01-01,7.1 
T,Y15-24,PC,IS,2016-01-01,5.4 
T,Y15-24,PC,IS,2017-01-01,6.5 
T,Y15-24,PC,IT,2006-01-01,7.0 
T,Y15-24,PC,IT,2007-01-01,6.3 
T,Y15-24,PC,IT,2008-01-01,6.5 
T,Y15-24,PC,IT,2009-01-01,7.3 
T,Y15-24,PC,IT,2010-01-01,7.8 
T,Y15-24,PC,IT,2011-01-01,7.9 
T,Y15-24,PC,IT,2012-01-01,10.1
T,Y15-24,PC,IT,2013-01-01,10.9
T,Y15-24,PC,IT,2014-01-01,11.6 
T,Y15-24,PC,IT,2015-01-01,10.6 
T,Y15-24,PC,IT,2016-01-01,10.0 
T,Y15-24,PC,IT,2017-01-01,9.1 
T,Y15-24,PC,LT,2006-01-01,2.6 
T,Y15-24,PC,LT,2007-01-01,2.3 
T,Y15-24,PC,LT,2008-01-01,4.0 
T,Y15-24,PC,LT,2009-01-01,8.7 
T,Y15-24,PC,LT,2010-01-01,10.2 
T,Y15-24,PC,LT,2011-01-01,9.2 
T,Y15-24,PC,LT,2012-01-01,7.8
T,Y15-24,PC,LT,2013-01-01,6.9
T,Y15-24,PC,LT,2014-01-01,6.6 
T,Y15-24,PC,LT,2015-01-01,5.5 
T,Y15-24,PC,LT,2016-01-01,5.1 
T,Y15-24,PC,LT,2017-01-01,4.6 
T,Y15-24,PC,LU,2006-01-01,4.5 
T,Y15-24,PC,LU,2007-01-01,4.0 b
T,Y15-24,PC,LU,2008-01-01,5.2 
T,Y15-24,PC,LU,2009-01-01,5.5 b
T,Y15-24,PC,LU,2010-01-01,3.5 
T,Y15-24,PC,LU,2011-01-01,4.2 
T,Y15-24,PC,LU,2012-01-01,5.0
T,Y15-24,PC,LU,2013-01-01,4.0
T,Y15-24,PC,LU,2014-01-01,6.0 
T,Y15-24,PC,LU,2015-01-01,6.1 b
T,Y15-24,PC,LU,2016-01-01,5.8 
T,Y15-24,PC,LU,2017-01-01,4.7 
T,Y15-24,PC,LV,2006-01-01,5.6 
T,Y15-24,PC,LV,2007-01-01,4.5 
T,Y15-24,PC,LV,2008-01-01,5.8 
T,Y15-24,PC,LV,2009-01-01,13.7 
T,Y15-24,PC,LV,2010-01-01,14.4 
T,Y15-24,PC,LV,2011-01-01,11.6 
T,Y15-24,PC,LV,2012-01-01,11.5
T,Y15-24,PC,LV,2013-01-01,9.1
T,Y15-24,PC,LV,2014-01-01,7.9 
T,Y15-24,PC,LV,2015-01-01,6.7 
T,Y15-24,PC,LV,2016-01-01,6.9 
T,Y15-24,PC,LV,2017-01-01,6.8 
T,Y15-24,PC,ME,2006-01-01,: 
T,Y15-24,PC,ME,2007-01-01,: 
T,Y15-24,PC,ME,2008-01-01,: 
T,Y15-24,PC,ME,2009-01-01,: 
T,Y15-24,PC,ME,2010-01-01,: 
T,Y15-24,PC,ME,2011-01-01,8.5 
T,Y15-24,PC,ME,2012-01-01,11.2
T,Y15-24,PC,ME,2013-01-01,10.3
T,Y15-24,PC,ME,2014-01-01,10.5 
T,Y15-24,PC,ME,2015-01-01,11.3 
T,Y15-24,PC,ME,2016-01-01,11.8 
T,Y15-24,PC,ME,2017-01-01,9.9 
T,Y15-24,PC,MK,2006-01-01,21.4 
T,Y15-24,PC,MK,2007-01-01,20.7 
T,Y15-24,PC,MK,2008-01-01,20.2 
T,Y15-24,PC,MK,2009-01-01,19.3 
T,Y15-24,PC,MK,2010-01-01,17.9 
T,Y15-24,PC,MK,2011-01-01,17.7 
T,Y15-24,PC,MK,2012-01-01,18.1
T,Y15-24,PC,MK,2013-01-01,17.5
T,Y15-24,PC,MK,2014-01-01,17.2 
T,Y15-24,PC,MK,2015-01-01,15.5 
T,Y15-24,PC,MK,2016-01-01,15.1 
T,Y15-24,PC,MK,2017-01-01,15.3 
T,Y15-24,PC,MT,2006-01-01,8.2 
T,Y15-24,PC,MT,2007-01-01,7.3 
T,Y15-24,PC,MT,2008-01-01,6.1 
T,Y15-24,PC,MT,2009-01-01,7.5 
T,Y15-24,PC,MT,2010-01-01,6.7 
T,Y15-24,PC,MT,2011-01-01,6.9 
T,Y15-24,PC,MT,2012-01-01,7.2
T,Y15-24,PC,MT,2013-01-01,6.8
T,Y15-24,PC,MT,2014-01-01,6.2 
T,Y15-24,PC,MT,2015-01-01,6.0 
T,Y15-24,PC,MT,2016-01-01,5.5 
T,Y15-24,PC,MT,2017-01-01,5.6 
T,Y15-24,PC,NL,2006-01-01,4.6 
T,Y15-24,PC,NL,2007-01-01,4.3 
T,Y15-24,PC,NL,2008-01-01,3.9 
T,Y15-24,PC,NL,2009-01-01,4.8 
T,Y15-24,PC,NL,2010-01-01,6.0 b
T,Y15-24,PC,NL,2011-01-01,6.8 b
T,Y15-24,PC,NL,2012-01-01,8.1
T,Y15-24,PC,NL,2013-01-01,9.1
T,Y15-24,PC,NL,2014-01-01,8.6 
T,Y15-24,PC,NL,2015-01-01,7.7 
T,Y15-24,PC,NL,2016-01-01,7.4 
T,Y15-24,PC,NL,2017-01-01,6.1 
T,Y15-24,PC,NO,2006-01-01,5.0 b
T,Y15-24,PC,NO,2007-01-01,4.4 
T,Y15-24,PC,NO,2008-01-01,4.6 
T,Y15-24,PC,NO,2009-01-01,5.3 
T,Y15-24,PC,NO,2010-01-01,5.3 
T,Y15-24,PC,NO,2011-01-01,4.8 
T,Y15-24,PC,NO,2012-01-01,4.8
T,Y15-24,PC,NO,2013-01-01,5.2
T,Y15-24,PC,NO,2014-01-01,4.3 
T,Y15-24,PC,NO,2015-01-01,5.5 
T,Y15-24,PC,NO,2016-01-01,6.1 
T,Y15-24,PC,NO,2017-01-01,5.6 
T,Y15-24,PC,PL,2006-01-01,10.2 
T,Y15-24,PC,PL,2007-01-01,7.1 
T,Y15-24,PC,PL,2008-01-01,5.7 
T,Y15-24,PC,PL,2009-01-01,7.0 
T,Y15-24,PC,PL,2010-01-01,8.2 b
T,Y15-24,PC,PL,2011-01-01,8.6 
T,Y15-24,PC,PL,2012-01-01,8.9
T,Y15-24,PC,PL,2013-01-01,9.1
T,Y15-24,PC,PL,2014-01-01,8.1 
T,Y15-24,PC,PL,2015-01-01,6.8 
T,Y15-24,PC,PL,2016-01-01,6.1 
T,Y15-24,PC,PL,2017-01-01,5.2 
T,Y15-24,PC,PT,2006-01-01,6.9 
T,Y15-24,PC,PT,2007-01-01,6.9 
T,Y15-24,PC,PT,2008-01-01,6.8 
T,Y15-24,PC,PT,2009-01-01,7.9 
T,Y15-24,PC,PT,2010-01-01,8.2 
T,Y15-24,PC,PT,2011-01-01,11.5 b
T,Y15-24,PC,PT,2012-01-01,14.1
T,Y15-24,PC,PT,2013-01-01,13.3
T,Y15-24,PC,PT,2014-01-01,11.9 
T,Y15-24,PC,PT,2015-01-01,10.7 
T,Y15-24,PC,PT,2016-01-01,9.3 
T,Y15-24,PC,PT,2017-01-01,8.1 
T,Y15-24,PC,RO,2006-01-01,6.6 
T,Y15-24,PC,RO,2007-01-01,6.1 
T,Y15-24,PC,RO,2008-01-01,5.7 
T,Y15-24,PC,RO,2009-01-01,6.4 
T,Y15-24,PC,RO,2010-01-01,6.9 b
T,Y15-24,PC,RO,2011-01-01,7.3 
T,Y15-24,PC,RO,2012-01-01,6.9
T,Y15-24,PC,RO,2013-01-01,7.1
T,Y15-24,PC,RO,2014-01-01,7.1 
T,Y15-24,PC,RO,2015-01-01,6.8 
T,Y15-24,PC,RO,2016-01-01,5.8 
T,Y15-24,PC,RO,2017-01-01,5.5 
T,Y15-24,PC,SE,2006-01-01,11.0 
T,Y15-24,PC,SE,2007-01-01,10.1 
T,Y15-24,PC,SE,2008-01-01,10.7 
T,Y15-24,PC,SE,2009-01-01,12.8 
T,Y15-24,PC,SE,2010-01-01,12.8 
T,Y15-24,PC,SE,2011-01-01,12.1 
T,Y15-24,PC,SE,2012-01-01,12.4
T,Y15-24,PC,SE,2013-01-01,12.8
T,Y15-24,PC,SE,2014-01-01,12.7 
T,Y15-24,PC,SE,2015-01-01,11.2 
T,Y15-24,PC,SE,2016-01-01,10.4 
T,Y15-24,PC,SE,2017-01-01,9.8 
T,Y15-24,PC,SI,2006-01-01,5.6 
T,Y15-24,PC,SI,2007-01-01,4.2 
T,Y15-24,PC,SI,2008-01-01,4.5 
T,Y15-24,PC,SI,2009-01-01,5.6 
T,Y15-24,PC,SI,2010-01-01,5.9 
T,Y15-24,PC,SI,2011-01-01,5.9 
T,Y15-24,PC,SI,2012-01-01,7.1
T,Y15-24,PC,SI,2013-01-01,7.3
T,Y15-24,PC,SI,2014-01-01,6.8 
T,Y15-24,PC,SI,2015-01-01,5.8 
T,Y15-24,PC,SI,2016-01-01,5.1 
T,Y15-24,PC,SI,2017-01-01,4.4 
T,Y15-24,PC,SK,2006-01-01,9.4 
T,Y15-24,PC,SK,2007-01-01,7.0 
T,Y15-24,PC,SK,2008-01-01,6.2 
T,Y15-24,PC,SK,2009-01-01,8.6 
T,Y15-24,PC,SK,2010-01-01,10.4 
T,Y15-24,PC,SK,2011-01-01,10.1 b
T,Y15-24,PC,SK,2012-01-01,10.4
T,Y15-24,PC,SK,2013-01-01,10.4
T,Y15-24,PC,SK,2014-01-01,9.2 
T,Y15-24,PC,SK,2015-01-01,8.4 
T,Y15-24,PC,SK,2016-01-01,7.2 
T,Y15-24,PC,SK,2017-01-01,6.3 
T,Y15-24,PC,TR,2006-01-01,6.0 
T,Y15-24,PC,TR,2007-01-01,6.3 
T,Y15-24,PC,TR,2008-01-01,6.9 
T,Y15-24,PC,TR,2009-01-01,8.5 
T,Y15-24,PC,TR,2010-01-01,7.4 
T,Y15-24,PC,TR,2011-01-01,6.4 
T,Y15-24,PC,TR,2012-01-01,5.9
T,Y15-24,PC,TR,2013-01-01,6.6
T,Y15-24,PC,TR,2014-01-01,7.3 b
T,Y15-24,PC,TR,2015-01-01,7.7 
T,Y15-24,PC,TR,2016-01-01,8.2 
T,Y15-24,PC,TR,2017-01-01,8.9 
T,Y15-24,PC,UK,2006-01-01,8.7 
T,Y15-24,PC,UK,2007-01-01,8.8 b
T,Y15-24,PC,UK,2008-01-01,9.2 b
T,Y15-24,PC,UK,2009-01-01,11.3 
T,Y15-24,PC,UK,2010-01-01,11.6 
T,Y15-24,PC,UK,2011-01-01,12.4 
T,Y15-24,PC,UK,2012-01-01,12.4
T,Y15-24,PC,UK,2013-01-01,12.1
T,Y15-24,PC,UK,2014-01-01,9.8 
T,Y15-24,PC,UK,2015-01-01,8.6 
T,Y15-24,PC,UK,2016-01-01,7.6 
T,Y15-24,PC,UK,2017-01-01,7.0 
