age,unit,sex,indic_em,geotime,date,value
Y15-64,THS_PER,T,ACT,EE,2017-01-01,665.0
Y15-64,THS_PER,T,ACT,EL,1995-01-01,4086.0
Y15-64,THS_PER,T,ACT,EL,1996-01-01,4138.0
Y15-64,THS_PER,T,ACT,EL,1997-01-01,4186.0
Y15-64,THS_PER,T,ACT,EL,1998-01-01,4423.0
Y15-64,THS_PER,T,ACT,EL,1999-01-01,4491.0
Y15-64,THS_PER,T,ACT,EL,2000-01-01,4519.0
Y15-64,THS_PER,T,ACT,EL,2001-01-01,4621.0
Y15-64,THS_PER,T,ACT,EL,2002-01-01,4667.0
Y15-64,THS_PER,T,ACT,EL,2003-01-01,4731.0
Y15-64,THS_PER,T,ACT,EL,2004-01-01,4829.0
Y15-64,THS_PER,T,ACT,EL,2005-01-01,4853.0
Y15-64,THS_PER,T,ACT,EL,2006-01-01,4887.0
Y15-64,THS_PER,T,ACT,EL,2007-01-01,4894.0
Y15-64,THS_PER,T,ACT,EL,2008-01-01,4910.0
Y15-64,THS_PER,T,ACT,EL,2009-01-01,4953.0
Y15-64,THS_PER,T,ACT,EL,2010-01-01,4945.0
Y15-64,THS_PER,T,ACT,EL,2011-01-01,4859.0
Y15-64,THS_PER,T,ACT,EL,2012-01-01,4828.0
Y15-64,THS_PER,T,ACT,EL,2013-01-01,4784.0
Y15-64,THS_PER,T,ACT,EL,2014-01-01,4747.0
Y15-64,THS_PER,T,ACT,EL,2015-01-01,4738.0
Y15-64,THS_PER,T,ACT,EL,2016-01-01,4732.0
Y15-64,THS_PER,T,ACT,EL,2017-01-01,4701.0
Y15-64,THS_PER,T,ACT,ES,1995-01-01,16103.0
Y15-64,THS_PER,T,ACT,ES,1996-01-01,16404.0
Y15-64,THS_PER,T,ACT,ES,1997-01-01,16709.0
Y15-64,THS_PER,T,ACT,ES,1998-01-01,16978.0
Y15-64,THS_PER,T,ACT,ES,1999-01-01,17318.0
Y15-64,THS_PER,T,ACT,ES,2000-01-01,17903.0
Y15-64,THS_PER,T,ACT,ES,2001-01-01,17942.0
Y15-64,THS_PER,T,ACT,ES,2002-01-01,18856.0
Y15-64,THS_PER,T,ACT,ES,2003-01-01,19632.0
Y15-64,THS_PER,T,ACT,ES,2004-01-01,20264.0
Y15-64,THS_PER,T,ACT,ES,2005-01-01,20998.0
Y15-64,THS_PER,T,ACT,ES,2006-01-01,21631.0
Y15-64,THS_PER,T,ACT,ES,2007-01-01,22281.0
Y15-64,THS_PER,T,ACT,ES,2008-01-01,22908.0
Y15-64,THS_PER,T,ACT,ES,2009-01-01,23107.0
Y15-64,THS_PER,T,ACT,ES,2010-01-01,23210.0
Y15-64,THS_PER,T,ACT,ES,2011-01-01,23280.0
Y15-64,THS_PER,T,ACT,ES,2012-01-01,23281.0
Y15-64,THS_PER,T,ACT,ES,2013-01-01,23043.0
Y15-64,THS_PER,T,ACT,ES,2014-01-01,22814.0
Y15-64,THS_PER,T,ACT,ES,2015-01-01,22767.0
Y15-64,THS_PER,T,ACT,ES,2016-01-01,22657.0
Y15-64,THS_PER,T,ACT,ES,2017-01-01,22558.0
Y15-64,THS_PER,T,ACT,FI,1995-01-01,
Y15-64,THS_PER,T,ACT,FI,1996-01-01,2367.0
Y15-64,THS_PER,T,ACT,FI,1997-01-01,2420.0
Y15-64,THS_PER,T,ACT,FI,1998-01-01,2471.0
Y15-64,THS_PER,T,ACT,FI,1999-01-01,2542.0
Y15-64,THS_PER,T,ACT,FI,2000-01-01,2572.0
Y15-64,THS_PER,T,ACT,FI,2001-01-01,2588.0
Y15-64,THS_PER,T,ACT,FI,2002-01-01,2591.0
Y15-64,THS_PER,T,ACT,FI,2003-01-01,2580.0
Y15-64,THS_PER,T,ACT,FI,2004-01-01,2574.0
Y15-64,THS_PER,T,ACT,FI,2005-01-01,2597.0
Y15-64,THS_PER,T,ACT,FI,2006-01-01,2620.0
Y15-64,THS_PER,T,ACT,FI,2007-01-01,2642.0
Y15-64,THS_PER,T,ACT,FI,2008-01-01,2669.0
Y15-64,THS_PER,T,ACT,FI,2009-01-01,2644.0
Y15-64,THS_PER,T,ACT,FI,2010-01-01,2634.0
Y15-64,THS_PER,T,ACT,FI,2011-01-01,2637.0
Y15-64,THS_PER,T,ACT,FI,2012-01-01,2637.0
Y15-64,THS_PER,T,ACT,FI,2013-01-01,2622.0
Y15-64,THS_PER,T,ACT,FI,2014-01-01,2617.0
Y15-64,THS_PER,T,ACT,FI,2015-01-01,2619.0
Y15-64,THS_PER,T,ACT,FI,2016-01-01,2615.0
Y15-64,THS_PER,T,ACT,FI,2017-01-01,2635.0
Y15-64,THS_PER,T,ACT,FX,1995-01-01,24840.0
Y15-64,THS_PER,T,ACT,FX,1996-01-01,25025.0
Y15-64,THS_PER,T,ACT,FX,1997-01-01,25099.0
Y15-64,THS_PER,T,ACT,FX,1998-01-01,25322.0
Y15-64,THS_PER,T,ACT,FX,1999-01-01,25571.0
Y15-64,THS_PER,T,ACT,FX,2000-01-01,25746.0
Y15-64,THS_PER,T,ACT,FX,2001-01-01,25950.0
Y15-64,THS_PER,T,ACT,FX,2002-01-01,26357.0
Y15-64,THS_PER,T,ACT,FX,2003-01-01,26781.0
Y15-64,THS_PER,T,ACT,FX,2004-01-01,26999.0
Y15-64,THS_PER,T,ACT,FX,2005-01-01,27192.0
Y15-64,THS_PER,T,ACT,FX,2006-01-01,27369.0
Y15-64,THS_PER,T,ACT,FX,2007-01-01,27579.0
Y15-64,THS_PER,T,ACT,FX,2008-01-01,27759.0
Y15-64,THS_PER,T,ACT,FX,2009-01-01,27998.0
Y15-64,THS_PER,T,ACT,FX,2010-01-01,28082.0
Y15-64,THS_PER,T,ACT,FX,2011-01-01,28051.0
Y15-64,THS_PER,T,ACT,FX,2012-01-01,28242.0
Y15-64,THS_PER,T,ACT,FX,2013-01-01,28377.0
Y15-64,THS_PER,T,ACT,FX,2014-01-01,28376.0
Y15-64,THS_PER,T,ACT,FX,2015-01-01,28422.0
Y15-64,THS_PER,T,ACT,FX,2016-01-01,28471.0
Y15-64,THS_PER,T,ACT,FX,2017-01-01,28557.0
Y15-64,THS_PER,T,ACT,HR,1995-01-01,
Y15-64,THS_PER,T,ACT,HR,1996-01-01,
Y15-64,THS_PER,T,ACT,HR,1997-01-01,
Y15-64,THS_PER,T,ACT,HR,1998-01-01,
Y15-64,THS_PER,T,ACT,HR,1999-01-01,
Y15-64,THS_PER,T,ACT,HR,2000-01-01,
Y15-64,THS_PER,T,ACT,HR,2001-01-01,
Y15-64,THS_PER,T,ACT,HR,2002-01-01,
Y15-64,THS_PER,T,ACT,HR,2003-01-01,1740.0
Y15-64,THS_PER,T,ACT,HR,2004-01-01,1753.0
Y15-64,THS_PER,T,ACT,HR,2005-01-01,1740.0
Y15-64,THS_PER,T,ACT,HR,2006-01-01,1729.0
Y15-64,THS_PER,T,ACT,HR,2007-01-01,1884.0
Y15-64,THS_PER,T,ACT,HR,2008-01-01,1890.0
Y15-64,THS_PER,T,ACT,HR,2009-01-01,1886.0
Y15-64,THS_PER,T,ACT,HR,2010-01-01,1871.0
Y15-64,THS_PER,T,ACT,HR,2011-01-01,1841.0
Y15-64,THS_PER,T,ACT,HR,2012-01-01,1825.0
Y15-64,THS_PER,T,ACT,HR,2013-01-01,1811.0
Y15-64,THS_PER,T,ACT,HR,2014-01-01,1868.0
Y15-64,THS_PER,T,ACT,HR,2015-01-01,1865.0
Y15-64,THS_PER,T,ACT,HR,2016-01-01,1806.0
Y15-64,THS_PER,T,ACT,HR,2017-01-01,1807.0
Y15-64,THS_PER,T,ACT,HU,1995-01-01,
Y15-64,THS_PER,T,ACT,HU,1996-01-01,
Y15-64,THS_PER,T,ACT,HU,1997-01-01,3932.0
Y15-64,THS_PER,T,ACT,HU,1998-01-01,3998.0
Y15-64,THS_PER,T,ACT,HU,1999-01-01,4054.0
Y15-64,THS_PER,T,ACT,HU,2000-01-01,4068.0
Y15-64,THS_PER,T,ACT,HU,2001-01-01,4085.0
Y15-64,THS_PER,T,ACT,HU,2002-01-01,4090.0
Y15-64,THS_PER,T,ACT,HU,2003-01-01,4142.0
Y15-64,THS_PER,T,ACT,HU,2004-01-01,4127.0
Y15-64,THS_PER,T,ACT,HU,2005-01-01,4180.0
Y15-64,THS_PER,T,ACT,HU,2006-01-01,4222.0
Y15-64,THS_PER,T,ACT,HU,2007-01-01,4184.0
Y15-64,THS_PER,T,ACT,HU,2008-01-01,4144.0
Y15-64,THS_PER,T,ACT,HU,2009-01-01,4135.0
Y15-64,THS_PER,T,ACT,HU,2010-01-01,4171.0
Y15-64,THS_PER,T,ACT,HU,2011-01-01,4190.0
Y15-64,THS_PER,T,ACT,HU,2012-01-01,4265.0
Y15-64,THS_PER,T,ACT,HU,2013-01-01,4300.0
Y15-64,THS_PER,T,ACT,HU,2014-01-01,4413.0
Y15-64,THS_PER,T,ACT,HU,2015-01-01,4483.0
Y15-64,THS_PER,T,ACT,HU,2016-01-01,4543.0
Y15-64,THS_PER,T,ACT,HU,2017-01-01,4565.0
Y15-64,THS_PER,T,ACT,IE,1995-01-01,1421.0
Y15-64,THS_PER,T,ACT,IE,1996-01-01,1467.0
Y15-64,THS_PER,T,ACT,IE,1997-01-01,1524.0
Y15-64,THS_PER,T,ACT,IE,1998-01-01,1693.0
Y15-64,THS_PER,T,ACT,IE,1999-01-01,1770.0
Y15-64,THS_PER,T,ACT,IE,2000-01-01,1824.0
Y15-64,THS_PER,T,ACT,IE,2001-01-01,1868.0
Y15-64,THS_PER,T,ACT,IE,2002-01-01,1906.0
Y15-64,THS_PER,T,ACT,IE,2003-01-01,1946.0
Y15-64,THS_PER,T,ACT,IE,2004-01-01,2008.0
Y15-64,THS_PER,T,ACT,IE,2005-01-01,2100.0
Y15-64,THS_PER,T,ACT,IE,2006-01-01,2196.0
Y15-64,THS_PER,T,ACT,IE,2007-01-01,2293.0
Y15-64,THS_PER,T,ACT,IE,2008-01-01,2312.0
Y15-64,THS_PER,T,ACT,IE,2009-01-01,2260.0
Y15-64,THS_PER,T,ACT,IE,2010-01-01,2206.0
Y15-64,THS_PER,T,ACT,IE,2011-01-01,2182.0
Y15-64,THS_PER,T,ACT,IE,2012-01-01,2174.0
Y15-64,THS_PER,T,ACT,IE,2013-01-01,2192.0
Y15-64,THS_PER,T,ACT,IE,2014-01-01,2199.0
Y15-64,THS_PER,T,ACT,IE,2015-01-01,2220.0
Y15-64,THS_PER,T,ACT,IE,2016-01-01,2260.0
Y15-64,THS_PER,T,ACT,IE,2017-01-01,2282.0
Y15-64,THS_PER,T,ACT,IT,1995-01-01,22293.0
Y15-64,THS_PER,T,ACT,IT,1996-01-01,22421.0
Y15-64,THS_PER,T,ACT,IT,1997-01-01,22530.0
Y15-64,THS_PER,T,ACT,IT,1998-01-01,22826.0
Y15-64,THS_PER,T,ACT,IT,1999-01-01,23018.0
Y15-64,THS_PER,T,ACT,IT,2000-01-01,23239.0
Y15-64,THS_PER,T,ACT,IT,2001-01-01,23429.0
Y15-64,THS_PER,T,ACT,IT,2002-01-01,23631.0
Y15-64,THS_PER,T,ACT,IT,2003-01-01,23797.0
Y15-64,THS_PER,T,ACT,IT,2004-01-01,23958.0
Y15-64,THS_PER,T,ACT,IT,2005-01-01,23933.0
Y15-64,THS_PER,T,ACT,IT,2006-01-01,24038.0
Y15-64,THS_PER,T,ACT,IT,2007-01-01,23996.0
Y15-64,THS_PER,T,ACT,IT,2008-01-01,24357.0
Y15-64,THS_PER,T,ACT,IT,2009-01-01,24227.0
Y15-64,THS_PER,T,ACT,IT,2010-01-01,24203.0
Y15-64,THS_PER,T,ACT,IT,2011-01-01,24272.0
Y15-64,THS_PER,T,ACT,IT,2012-01-01,24832.0
Y15-64,THS_PER,T,ACT,IT,2013-01-01,24816.0
Y15-64,THS_PER,T,ACT,IT,2014-01-01,25039.0
Y15-64,THS_PER,T,ACT,IT,2015-01-01,24997.0
Y15-64,THS_PER,T,ACT,IT,2016-01-01,25243.0
Y15-64,THS_PER,T,ACT,IT,2017-01-01,25340.0
Y15-64,THS_PER,T,ACT,LT,1995-01-01,
Y15-64,THS_PER,T,ACT,LT,1996-01-01,
Y15-64,THS_PER,T,ACT,LT,1997-01-01,1685.0
Y15-64,THS_PER,T,ACT,LT,1998-01-01,1691.0
Y15-64,THS_PER,T,ACT,LT,1999-01-01,1683.0
Y15-64,THS_PER,T,ACT,LT,2000-01-01,1643.0
Y15-64,THS_PER,T,ACT,LT,2001-01-01,1613.0
Y15-64,THS_PER,T,ACT,LT,2002-01-01,1602.0
Y15-64,THS_PER,T,ACT,LT,2003-01-01,1610.0
Y15-64,THS_PER,T,ACT,LT,2004-01-01,1573.0
Y15-64,THS_PER,T,ACT,LT,2005-01-01,1544.0
Y15-64,THS_PER,T,ACT,LT,2006-01-01,1492.0
Y15-64,THS_PER,T,ACT,LT,2007-01-01,1487.0
Y15-64,THS_PER,T,ACT,LT,2008-01-01,1484.0
Y15-64,THS_PER,T,ACT,LT,2009-01-01,1500.0
Y15-64,THS_PER,T,ACT,LT,2010-01-01,1494.0
Y15-64,THS_PER,T,ACT,LT,2011-01-01,1453.0
Y15-64,THS_PER,T,ACT,LT,2012-01-01,1441.0
Y15-64,THS_PER,T,ACT,LT,2013-01-01,1436.0
Y15-64,THS_PER,T,ACT,LT,2014-01-01,1445.0
Y15-64,THS_PER,T,ACT,LT,2015-01-01,1434.0
Y15-64,THS_PER,T,ACT,LT,2016-01-01,1433.0
Y15-64,THS_PER,T,ACT,LT,2017-01-01,1408.0
Y15-64,THS_PER,T,ACT,LU,1995-01-01,164.0
Y15-64,THS_PER,T,ACT,LU,1996-01-01,167.0
Y15-64,THS_PER,T,ACT,LU,1997-01-01,170.0
Y15-64,THS_PER,T,ACT,LU,1998-01-01,173.0
Y15-64,THS_PER,T,ACT,LU,1999-01-01,178.0
Y15-64,THS_PER,T,ACT,LU,2000-01-01,183.0
Y15-64,THS_PER,T,ACT,LU,2001-01-01,187.0
Y15-64,THS_PER,T,ACT,LU,2002-01-01,191.0
Y15-64,THS_PER,T,ACT,LU,2003-01-01,193.0
Y15-64,THS_PER,T,ACT,LU,2004-01-01,198.0
Y15-64,THS_PER,T,ACT,LU,2005-01-01,202.0
Y15-64,THS_PER,T,ACT,LU,2006-01-01,205.0
Y15-64,THS_PER,T,ACT,LU,2007-01-01,211.0
Y15-64,THS_PER,T,ACT,LU,2008-01-01,213.0
Y15-64,THS_PER,T,ACT,LU,2009-01-01,227.0
Y15-64,THS_PER,T,ACT,LU,2010-01-01,229.0
Y15-64,THS_PER,T,ACT,LU,2011-01-01,234.0
Y15-64,THS_PER,T,ACT,LU,2012-01-01,246.0
Y15-64,THS_PER,T,ACT,LU,2013-01-01,251.0
Y15-64,THS_PER,T,ACT,LU,2014-01-01,258.0
Y15-64,THS_PER,T,ACT,LU,2015-01-01,274.0
Y15-64,THS_PER,T,ACT,LU,2016-01-01,277.0
Y15-64,THS_PER,T,ACT,LU,2017-01-01,286.0
Y15-64,THS_PER,T,ACT,LV,1995-01-01,
Y15-64,THS_PER,T,ACT,LV,1996-01-01,
Y15-64,THS_PER,T,ACT,LV,1997-01-01,1131.0
Y15-64,THS_PER,T,ACT,LV,1998-01-01,1118.0
Y15-64,THS_PER,T,ACT,LV,1999-01-01,1095.0
Y15-64,THS_PER,T,ACT,LV,2000-01-01,1074.0
Y15-64,THS_PER,T,ACT,LV,2001-01-01,1062.0
Y15-64,THS_PER,T,ACT,LV,2002-01-01,1064.0
Y15-64,THS_PER,T,ACT,LV,2003-01-01,1063.0
Y15-64,THS_PER,T,ACT,LV,2004-01-01,1063.0
Y15-64,THS_PER,T,ACT,LV,2005-01-01,1049.0
Y15-64,THS_PER,T,ACT,LV,2006-01-01,1069.0
Y15-64,THS_PER,T,ACT,LV,2007-01-01,1083.0
