unit,nace_r2,s_adj,na_item,geotime,date,value
THS_PER,TOTAL,NSA,EMP_DC,PT,2014-10-01,4509.85
THS_PER,TOTAL,NSA,EMP_DC,PT,2015-01-01,4501.98
THS_PER,TOTAL,NSA,EMP_DC,PT,2015-04-01,4612.2
THS_PER,TOTAL,NSA,EMP_DC,PT,2015-07-01,4598.03
THS_PER,TOTAL,NSA,EMP_DC,PT,2015-10-01,4591.09
THS_PER,TOTAL,NSA,EMP_DC,PT,2016-01-01,4551.75
THS_PER,TOTAL,NSA,EMP_DC,PT,2016-04-01,4649.78
THS_PER,TOTAL,NSA,EMP_DC,PT,2016-07-01,4702.09
THS_PER,TOTAL,NSA,EMP_DC,PT,2016-10-01,4695.64
THS_PER,TOTAL,NSA,EMP_DC,PT,2017-01-01,4701.29
THS_PER,TOTAL,NSA,EMP_DC,PT,2017-04-01,4815.34
THS_PER,TOTAL,NSA,EMP_DC,PT,2017-07-01,4845.84
THS_PER,TOTAL,NSA,EMP_DC,PT,2017-10-01,4846.62
THS_PER,TOTAL,NSA,EMP_DC,PT,2018-01-01,4851.5
THS_PER,TOTAL,NSA,EMP_DC,PT,2018-04-01,4917.43
THS_PER,TOTAL,NSA,EMP_DC,RO,1995-01-01,10751.8
THS_PER,TOTAL,NSA,EMP_DC,RO,1995-04-01,11975.1
THS_PER,TOTAL,NSA,EMP_DC,RO,1995-07-01,12136.8
THS_PER,TOTAL,NSA,EMP_DC,RO,1995-10-01,11606.3
THS_PER,TOTAL,NSA,EMP_DC,RO,1996-01-01,10421.45
THS_PER,TOTAL,NSA,EMP_DC,RO,1996-04-01,11568.65
THS_PER,TOTAL,NSA,EMP_DC,RO,1996-07-01,11726.75
THS_PER,TOTAL,NSA,EMP_DC,RO,1996-10-01,11228.75
THS_PER,TOTAL,NSA,EMP_DC,RO,1997-01-01,10856.05
THS_PER,TOTAL,NSA,EMP_DC,RO,1997-04-01,11608.75
THS_PER,TOTAL,NSA,EMP_DC,RO,1997-07-01,11730.35
THS_PER,TOTAL,NSA,EMP_DC,RO,1997-10-01,11132.45
THS_PER,TOTAL,NSA,EMP_DC,RO,1998-01-01,10519.53
THS_PER,TOTAL,NSA,EMP_DC,RO,1998-04-01,11252.83
THS_PER,TOTAL,NSA,EMP_DC,RO,1998-07-01,11382.43
THS_PER,TOTAL,NSA,EMP_DC,RO,1998-10-01,10805.63
THS_PER,TOTAL,NSA,EMP_DC,RO,1999-01-01,10382.5
THS_PER,TOTAL,NSA,EMP_DC,RO,1999-04-01,11131.6
THS_PER,TOTAL,NSA,EMP_DC,RO,1999-07-01,11250.4
THS_PER,TOTAL,NSA,EMP_DC,RO,1999-10-01,10657.5
THS_PER,TOTAL,NSA,EMP_DC,RO,2000-01-01,10450.63
THS_PER,TOTAL,NSA,EMP_DC,RO,2000-04-01,10925.53
THS_PER,TOTAL,NSA,EMP_DC,RO,2000-07-01,11106.03
THS_PER,TOTAL,NSA,EMP_DC,RO,2000-10-01,10604.23
THS_PER,TOTAL,NSA,EMP_DC,RO,2001-01-01,10296.68
THS_PER,TOTAL,NSA,EMP_DC,RO,2001-04-01,10794.48
THS_PER,TOTAL,NSA,EMP_DC,RO,2001-07-01,11061.28
THS_PER,TOTAL,NSA,EMP_DC,RO,2001-10-01,10476.78
THS_PER,TOTAL,NSA,EMP_DC,RO,2002-01-01,9155.45
THS_PER,TOTAL,NSA,EMP_DC,RO,2002-04-01,9736.75
THS_PER,TOTAL,NSA,EMP_DC,RO,2002-07-01,9945.75
THS_PER,TOTAL,NSA,EMP_DC,RO,2002-10-01,9457.65
THS_PER,TOTAL,NSA,EMP_DC,RO,2003-01-01,9153.6
THS_PER,TOTAL,NSA,EMP_DC,RO,2003-04-01,9778.6
THS_PER,TOTAL,NSA,EMP_DC,RO,2003-07-01,9958.6
THS_PER,TOTAL,NSA,EMP_DC,RO,2003-10-01,9386.8
THS_PER,TOTAL,NSA,EMP_DC,RO,2004-01-01,9060.13
THS_PER,TOTAL,NSA,EMP_DC,RO,2004-04-01,9596.53
THS_PER,TOTAL,NSA,EMP_DC,RO,2004-07-01,9655.03
THS_PER,TOTAL,NSA,EMP_DC,RO,2004-10-01,9329.93
THS_PER,TOTAL,NSA,EMP_DC,RO,2005-01-01,9066.54
THS_PER,TOTAL,NSA,EMP_DC,RO,2005-04-01,9463.06
THS_PER,TOTAL,NSA,EMP_DC,RO,2005-07-01,9360.14
THS_PER,TOTAL,NSA,EMP_DC,RO,2005-10-01,9179.06
THS_PER,TOTAL,NSA,EMP_DC,RO,2006-01-01,9041.25
THS_PER,TOTAL,NSA,EMP_DC,RO,2006-04-01,9490.68
THS_PER,TOTAL,NSA,EMP_DC,RO,2006-07-01,9678.84
THS_PER,TOTAL,NSA,EMP_DC,RO,2006-10-01,9112.04
THS_PER,TOTAL,NSA,EMP_DC,RO,2007-01-01,9107.18
THS_PER,TOTAL,NSA,EMP_DC,RO,2007-04-01,9429.18
THS_PER,TOTAL,NSA,EMP_DC,RO,2007-07-01,9706.48
THS_PER,TOTAL,NSA,EMP_DC,RO,2007-10-01,9216.38
THS_PER,TOTAL,NSA,EMP_DC,RO,2008-01-01,9276.66
THS_PER,TOTAL,NSA,EMP_DC,RO,2008-04-01,9333.25
THS_PER,TOTAL,NSA,EMP_DC,RO,2008-07-01,9625.68
THS_PER,TOTAL,NSA,EMP_DC,RO,2008-10-01,9228.02
THS_PER,TOTAL,NSA,EMP_DC,RO,2009-01-01,9178.56
THS_PER,TOTAL,NSA,EMP_DC,RO,2009-04-01,9215.14
THS_PER,TOTAL,NSA,EMP_DC,RO,2009-07-01,9398.94
THS_PER,TOTAL,NSA,EMP_DC,RO,2009-10-01,8931.29
THS_PER,TOTAL,NSA,EMP_DC,RO,2010-01-01,8839.1
THS_PER,TOTAL,NSA,EMP_DC,RO,2010-04-01,9389.6
THS_PER,TOTAL,NSA,EMP_DC,RO,2010-07-01,9449.8
THS_PER,TOTAL,NSA,EMP_DC,RO,2010-10-01,8945.7
THS_PER,TOTAL,NSA,EMP_DC,RO,2011-01-01,9013.05
THS_PER,TOTAL,NSA,EMP_DC,RO,2011-04-01,9154.45
THS_PER,TOTAL,NSA,EMP_DC,RO,2011-07-01,9176.45
THS_PER,TOTAL,NSA,EMP_DC,RO,2011-10-01,8984.85
THS_PER,TOTAL,NSA,EMP_DC,RO,2012-01-01,8382.2
THS_PER,TOTAL,NSA,EMP_DC,RO,2012-04-01,8766.5
THS_PER,TOTAL,NSA,EMP_DC,RO,2012-07-01,8854.0
THS_PER,TOTAL,NSA,EMP_DC,RO,2012-10-01,8578.5
THS_PER,TOTAL,NSA,EMP_DC,RO,2013-01-01,8321.9
THS_PER,TOTAL,NSA,EMP_DC,RO,2013-04-01,8687.4
THS_PER,TOTAL,NSA,EMP_DC,RO,2013-07-01,8764.6
THS_PER,TOTAL,NSA,EMP_DC,RO,2013-10-01,8503.8
THS_PER,TOTAL,NSA,EMP_DC,RO,2014-01-01,8399.3
THS_PER,TOTAL,NSA,EMP_DC,RO,2014-04-01,8709.8
THS_PER,TOTAL,NSA,EMP_DC,RO,2014-07-01,8863.3
THS_PER,TOTAL,NSA,EMP_DC,RO,2014-10-01,8565.9
THS_PER,TOTAL,NSA,EMP_DC,RO,2015-01-01,8210.7
THS_PER,TOTAL,NSA,EMP_DC,RO,2015-04-01,8667.1
THS_PER,TOTAL,NSA,EMP_DC,RO,2015-07-01,8759.8
THS_PER,TOTAL,NSA,EMP_DC,RO,2015-10-01,8465.2
THS_PER,TOTAL,NSA,EMP_DC,RO,2016-01-01,8225.3
THS_PER,TOTAL,NSA,EMP_DC,RO,2016-04-01,8511.7
THS_PER,TOTAL,NSA,EMP_DC,RO,2016-07-01,8619.1
THS_PER,TOTAL,NSA,EMP_DC,RO,2016-10-01,8362.3
THS_PER,TOTAL,NSA,EMP_DC,RO,2017-01-01,8307.2
THS_PER,TOTAL,NSA,EMP_DC,RO,2017-04-01,8969.7
THS_PER,TOTAL,NSA,EMP_DC,RO,2017-07-01,8855.1
THS_PER,TOTAL,NSA,EMP_DC,RO,2017-10-01,8539.8
THS_PER,TOTAL,NSA,EMP_DC,RO,2018-01-01,8454.5
THS_PER,TOTAL,NSA,EMP_DC,RO,2018-04-01,8839.1
THS_PER,TOTAL,NSA,EMP_DC,SE,1995-01-01,4073.7
THS_PER,TOTAL,NSA,EMP_DC,SE,1995-04-01,4118.2
THS_PER,TOTAL,NSA,EMP_DC,SE,1995-07-01,4216.2
THS_PER,TOTAL,NSA,EMP_DC,SE,1995-10-01,4107.9
THS_PER,TOTAL,NSA,EMP_DC,SE,1996-01-01,4077.1
THS_PER,TOTAL,NSA,EMP_DC,SE,1996-04-01,4086.7
THS_PER,TOTAL,NSA,EMP_DC,SE,1996-07-01,4173.2
THS_PER,TOTAL,NSA,EMP_DC,SE,1996-10-01,4046.2
THS_PER,TOTAL,NSA,EMP_DC,SE,1997-01-01,3998.8
THS_PER,TOTAL,NSA,EMP_DC,SE,1997-04-01,4019.5
THS_PER,TOTAL,NSA,EMP_DC,SE,1997-07-01,4136.3
THS_PER,TOTAL,NSA,EMP_DC,SE,1997-10-01,4018.6
THS_PER,TOTAL,NSA,EMP_DC,SE,1998-01-01,4036.6
THS_PER,TOTAL,NSA,EMP_DC,SE,1998-04-01,4078.3
THS_PER,TOTAL,NSA,EMP_DC,SE,1998-07-01,4216.5
THS_PER,TOTAL,NSA,EMP_DC,SE,1998-10-01,4114.5
THS_PER,TOTAL,NSA,EMP_DC,SE,1999-01-01,4137.5
THS_PER,TOTAL,NSA,EMP_DC,SE,1999-04-01,4177.1
THS_PER,TOTAL,NSA,EMP_DC,SE,1999-07-01,4290.1
THS_PER,TOTAL,NSA,EMP_DC,SE,1999-10-01,4185.5
THS_PER,TOTAL,NSA,EMP_DC,SE,2000-01-01,4225.0
THS_PER,TOTAL,NSA,EMP_DC,SE,2000-04-01,4284.8
THS_PER,TOTAL,NSA,EMP_DC,SE,2000-07-01,4391.0
THS_PER,TOTAL,NSA,EMP_DC,SE,2000-10-01,4302.9
THS_PER,TOTAL,NSA,EMP_DC,SE,2001-01-01,4361.6
THS_PER,TOTAL,NSA,EMP_DC,SE,2001-04-01,4367.8
THS_PER,TOTAL,NSA,EMP_DC,SE,2001-07-01,4487.2
THS_PER,TOTAL,NSA,EMP_DC,SE,2001-10-01,4348.6
THS_PER,TOTAL,NSA,EMP_DC,SE,2002-01-01,4372.5
THS_PER,TOTAL,NSA,EMP_DC,SE,2002-04-01,4373.9
THS_PER,TOTAL,NSA,EMP_DC,SE,2002-07-01,4486.7
THS_PER,TOTAL,NSA,EMP_DC,SE,2002-10-01,4339.9
THS_PER,TOTAL,NSA,EMP_DC,SE,2003-01-01,4343.9
THS_PER,TOTAL,NSA,EMP_DC,SE,2003-04-01,4361.1
THS_PER,TOTAL,NSA,EMP_DC,SE,2003-07-01,4462.0
THS_PER,TOTAL,NSA,EMP_DC,SE,2003-10-01,4304.5
THS_PER,TOTAL,NSA,EMP_DC,SE,2004-01-01,4303.4
THS_PER,TOTAL,NSA,EMP_DC,SE,2004-04-01,4315.7
THS_PER,TOTAL,NSA,EMP_DC,SE,2004-07-01,4442.3
THS_PER,TOTAL,NSA,EMP_DC,SE,2004-10-01,4287.6
THS_PER,TOTAL,NSA,EMP_DC,SE,2005-01-01,4298.1
THS_PER,TOTAL,NSA,EMP_DC,SE,2005-04-01,4312.1
THS_PER,TOTAL,NSA,EMP_DC,SE,2005-07-01,4458.4
THS_PER,TOTAL,NSA,EMP_DC,SE,2005-10-01,4326.9
THS_PER,TOTAL,NSA,EMP_DC,SE,2006-01-01,4343.6
THS_PER,TOTAL,NSA,EMP_DC,SE,2006-04-01,4371.9
THS_PER,TOTAL,NSA,EMP_DC,SE,2006-07-01,4554.0
THS_PER,TOTAL,NSA,EMP_DC,SE,2006-10-01,4421.7
THS_PER,TOTAL,NSA,EMP_DC,SE,2007-01-01,4466.0
THS_PER,TOTAL,NSA,EMP_DC,SE,2007-04-01,4486.3
THS_PER,TOTAL,NSA,EMP_DC,SE,2007-07-01,4643.6
THS_PER,TOTAL,NSA,EMP_DC,SE,2007-10-01,4502.4
THS_PER,TOTAL,NSA,EMP_DC,SE,2008-01-01,4540.8
THS_PER,TOTAL,NSA,EMP_DC,SE,2008-04-01,4543.6
THS_PER,TOTAL,NSA,EMP_DC,SE,2008-07-01,4675.0
THS_PER,TOTAL,NSA,EMP_DC,SE,2008-10-01,4501.3
THS_PER,TOTAL,NSA,EMP_DC,SE,2009-01-01,4466.1
THS_PER,TOTAL,NSA,EMP_DC,SE,2009-04-01,4426.5
THS_PER,TOTAL,NSA,EMP_DC,SE,2009-07-01,4536.5
THS_PER,TOTAL,NSA,EMP_DC,SE,2009-10-01,4390.5
THS_PER,TOTAL,NSA,EMP_DC,SE,2010-01-01,4437.0
THS_PER,TOTAL,NSA,EMP_DC,SE,2010-04-01,4447.7
THS_PER,TOTAL,NSA,EMP_DC,SE,2010-07-01,4618.6
THS_PER,TOTAL,NSA,EMP_DC,SE,2010-10-01,4487.7
THS_PER,TOTAL,NSA,EMP_DC,SE,2011-01-01,4554.5
THS_PER,TOTAL,NSA,EMP_DC,SE,2011-04-01,4550.5
THS_PER,TOTAL,NSA,EMP_DC,SE,2011-07-01,4708.7
THS_PER,TOTAL,NSA,EMP_DC,SE,2011-10-01,4561.2
THS_PER,TOTAL,NSA,EMP_DC,SE,2012-01-01,4602.9
THS_PER,TOTAL,NSA,EMP_DC,SE,2012-04-01,4585.2
THS_PER,TOTAL,NSA,EMP_DC,SE,2012-07-01,4734.9
THS_PER,TOTAL,NSA,EMP_DC,SE,2012-10-01,4584.6
THS_PER,TOTAL,NSA,EMP_DC,SE,2013-01-01,4634.9
THS_PER,TOTAL,NSA,EMP_DC,SE,2013-04-01,4623.6
THS_PER,TOTAL,NSA,EMP_DC,SE,2013-07-01,4779.4
THS_PER,TOTAL,NSA,EMP_DC,SE,2013-10-01,4641.0
THS_PER,TOTAL,NSA,EMP_DC,SE,2014-01-01,4680.7
THS_PER,TOTAL,NSA,EMP_DC,SE,2014-04-01,4684.8
THS_PER,TOTAL,NSA,EMP_DC,SE,2014-07-01,4872.4
THS_PER,TOTAL,NSA,EMP_DC,SE,2014-10-01,4710.9
THS_PER,TOTAL,NSA,EMP_DC,SE,2015-01-01,4771.4
THS_PER,TOTAL,NSA,EMP_DC,SE,2015-04-01,4737.1
THS_PER,TOTAL,NSA,EMP_DC,SE,2015-07-01,4923.8
THS_PER,TOTAL,NSA,EMP_DC,SE,2015-10-01,4796.7
THS_PER,TOTAL,NSA,EMP_DC,SE,2016-01-01,4854.5
THS_PER,TOTAL,NSA,EMP_DC,SE,2016-04-01,4857.2
THS_PER,TOTAL,NSA,EMP_DC,SE,2016-07-01,4991.7
THS_PER,TOTAL,NSA,EMP_DC,SE,2016-10-01,4882.8
THS_PER,TOTAL,NSA,EMP_DC,SE,2017-01-01,4971.6
THS_PER,TOTAL,NSA,EMP_DC,SE,2017-04-01,4958.1
THS_PER,TOTAL,NSA,EMP_DC,SE,2017-07-01,5121.5
THS_PER,TOTAL,NSA,EMP_DC,SE,2017-10-01,4987.2
THS_PER,TOTAL,NSA,EMP_DC,SE,2018-01-01,5070.6
THS_PER,TOTAL,NSA,EMP_DC,SE,2018-04-01,5042.4
THS_PER,TOTAL,NSA,EMP_DC,SI,1995-01-01,928.43
THS_PER,TOTAL,NSA,EMP_DC,SI,1995-04-01,927.2
THS_PER,TOTAL,NSA,EMP_DC,SI,1995-07-01,922.32
THS_PER,TOTAL,NSA,EMP_DC,SI,1995-10-01,911.85
THS_PER,TOTAL,NSA,EMP_DC,SI,1996-01-01,906.18
THS_PER,TOTAL,NSA,EMP_DC,SI,1996-04-01,906.52
THS_PER,TOTAL,NSA,EMP_DC,SI,1996-07-01,906.36
THS_PER,TOTAL,NSA,EMP_DC,SI,1996-10-01,897.6
THS_PER,TOTAL,NSA,EMP_DC,SI,1997-01-01,881.12
THS_PER,TOTAL,NSA,EMP_DC,SI,1997-04-01,883.73
THS_PER,TOTAL,NSA,EMP_DC,SI,1997-07-01,897.35
THS_PER,TOTAL,NSA,EMP_DC,SI,1997-10-01,888.52
THS_PER,TOTAL,NSA,EMP_DC,SI,1998-01-01,882.43
THS_PER,TOTAL,NSA,EMP_DC,SI,1998-04-01,884.23
THS_PER,TOTAL,NSA,EMP_DC,SI,1998-07-01,894.7
THS_PER,TOTAL,NSA,EMP_DC,SI,1998-10-01,885.61
THS_PER,TOTAL,NSA,EMP_DC,SI,1999-01-01,888.93
THS_PER,TOTAL,NSA,EMP_DC,SI,1999-04-01,897.02
THS_PER,TOTAL,NSA,EMP_DC,SI,1999-07-01,912.0
THS_PER,TOTAL,NSA,EMP_DC,SI,1999-10-01,903.63
THS_PER,TOTAL,NSA,EMP_DC,SI,2000-01-01,900.19
THS_PER,TOTAL,NSA,EMP_DC,SI,2000-04-01,909.93
THS_PER,TOTAL,NSA,EMP_DC,SI,2000-07-01,929.73
THS_PER,TOTAL,NSA,EMP_DC,SI,2000-10-01,917.83
THS_PER,TOTAL,NSA,EMP_DC,SI,2001-01-01,909.52
THS_PER,TOTAL,NSA,EMP_DC,SI,2001-04-01,916.58
THS_PER,TOTAL,NSA,EMP_DC,SI,2001-07-01,934.2
THS_PER,TOTAL,NSA,EMP_DC,SI,2001-10-01,918.27
THS_PER,TOTAL,NSA,EMP_DC,SI,2002-01-01,923.64
THS_PER,TOTAL,NSA,EMP_DC,SI,2002-04-01,930.36
THS_PER,TOTAL,NSA,EMP_DC,SI,2002-07-01,948.08
THS_PER,TOTAL,NSA,EMP_DC,SI,2002-10-01,934.5
THS_PER,TOTAL,NSA,EMP_DC,SI,2003-01-01,921.06
THS_PER,TOTAL,NSA,EMP_DC,SI,2003-04-01,928.2
THS_PER,TOTAL,NSA,EMP_DC,SI,2003-07-01,945.41
THS_PER,TOTAL,NSA,EMP_DC,SI,2003-10-01,930.49
THS_PER,TOTAL,NSA,EMP_DC,SI,2004-01-01,919.05
THS_PER,TOTAL,NSA,EMP_DC,SI,2004-04-01,928.77
THS_PER,TOTAL,NSA,EMP_DC,SI,2004-07-01,950.9
THS_PER,TOTAL,NSA,EMP_DC,SI,2004-10-01,937.34
THS_PER,TOTAL,NSA,EMP_DC,SI,2005-01-01,917.14
THS_PER,TOTAL,NSA,EMP_DC,SI,2005-04-01,926.33
THS_PER,TOTAL,NSA,EMP_DC,SI,2005-07-01,942.11
THS_PER,TOTAL,NSA,EMP_DC,SI,2005-10-01,932.39
THS_PER,TOTAL,NSA,EMP_DC,SI,2006-01-01,926.83
THS_PER,TOTAL,NSA,EMP_DC,SI,2006-04-01,938.25
THS_PER,TOTAL,NSA,EMP_DC,SI,2006-07-01,958.62
THS_PER,TOTAL,NSA,EMP_DC,SI,2006-10-01,952.85
THS_PER,TOTAL,NSA,EMP_DC,SI,2007-01-01,952.87
THS_PER,TOTAL,NSA,EMP_DC,SI,2007-04-01,968.56
THS_PER,TOTAL,NSA,EMP_DC,SI,2007-07-01,994.04
THS_PER,TOTAL,NSA,EMP_DC,SI,2007-10-01,987.74
THS_PER,TOTAL,NSA,EMP_DC,SI,2008-01-01,981.99
THS_PER,TOTAL,NSA,EMP_DC,SI,2008-04-01,995.92
THS_PER,TOTAL,NSA,EMP_DC,SI,2008-07-01,1017.19
THS_PER,TOTAL,NSA,EMP_DC,SI,2008-10-01,1008.18
THS_PER,TOTAL,NSA,EMP_DC,SI,2009-01-01,987.04
THS_PER,TOTAL,NSA,EMP_DC,SI,2009-04-01,981.72
THS_PER,TOTAL,NSA,EMP_DC,SI,2009-07-01,988.67
THS_PER,TOTAL,NSA,EMP_DC,SI,2009-10-01,974.17
THS_PER,TOTAL,NSA,EMP_DC,SI,2010-01-01,958.33
THS_PER,TOTAL,NSA,EMP_DC,SI,2010-04-01,961.37
THS_PER,TOTAL,NSA,EMP_DC,SI,2010-07-01,972.4
THS_PER,TOTAL,NSA,EMP_DC,SI,2010-10-01,956.3
THS_PER,TOTAL,NSA,EMP_DC,SI,2011-01-01,937.89
THS_PER,TOTAL,NSA,EMP_DC,SI,2011-04-01,944.65
THS_PER,TOTAL,NSA,EMP_DC,SI,2011-07-01,956.74
THS_PER,TOTAL,NSA,EMP_DC,SI,2011-10-01,944.83
THS_PER,TOTAL,NSA,EMP_DC,SI,2012-01-01,937.63
THS_PER,TOTAL,NSA,EMP_DC,SI,2012-04-01,940.36
THS_PER,TOTAL,NSA,EMP_DC,SI,2012-07-01,937.47
THS_PER,TOTAL,NSA,EMP_DC,SI,2012-10-01,933.51
THS_PER,TOTAL,NSA,EMP_DC,SI,2013-01-01,919.73
THS_PER,TOTAL,NSA,EMP_DC,SI,2013-04-01,924.74
THS_PER,TOTAL,NSA,EMP_DC,SI,2013-07-01,928.76
THS_PER,TOTAL,NSA,EMP_DC,SI,2013-10-01,933.59
THS_PER,TOTAL,NSA,EMP_DC,SI,2014-01-01,917.81
THS_PER,TOTAL,NSA,EMP_DC,SI,2014-04-01,928.22
THS_PER,TOTAL,NSA,EMP_DC,SI,2014-07-01,934.47
THS_PER,TOTAL,NSA,EMP_DC,SI,2014-10-01,941.22
THS_PER,TOTAL,NSA,EMP_DC,SI,2015-01-01,929.91
THS_PER,TOTAL,NSA,EMP_DC,SI,2015-04-01,940.31
THS_PER,TOTAL,NSA,EMP_DC,SI,2015-07-01,946.79
THS_PER,TOTAL,NSA,EMP_DC,SI,2015-10-01,953.21
THS_PER,TOTAL,NSA,EMP_DC,SI,2016-01-01,941.35
THS_PER,TOTAL,NSA,EMP_DC,SI,2016-04-01,956.6
THS_PER,TOTAL,NSA,EMP_DC,SI,2016-07-01,965.2
THS_PER,TOTAL,NSA,EMP_DC,SI,2016-10-01,974.84
THS_PER,TOTAL,NSA,EMP_DC,SI,2017-01-01,968.73
THS_PER,TOTAL,NSA,EMP_DC,SI,2017-04-01,984.04
THS_PER,TOTAL,NSA,EMP_DC,SI,2017-07-01,994.0
THS_PER,TOTAL,NSA,EMP_DC,SI,2017-10-01,1004.4
THS_PER,TOTAL,NSA,EMP_DC,SI,2018-01-01,1000.75
THS_PER,TOTAL,NSA,EMP_DC,SI,2018-04-01,1013.62
THS_PER,TOTAL,NSA,EMP_DC,SK,1995-01-01,2062.3
THS_PER,TOTAL,NSA,EMP_DC,SK,1995-04-01,2098.38
THS_PER,TOTAL,NSA,EMP_DC,SK,1995-07-01,2152.17
THS_PER,TOTAL,NSA,EMP_DC,SK,1995-10-01,2115.93
THS_PER,TOTAL,NSA,EMP_DC,SK,1996-01-01,2100.08
THS_PER,TOTAL,NSA,EMP_DC,SK,1996-04-01,2153.04
THS_PER,TOTAL,NSA,EMP_DC,SK,1996-07-01,2190.44
THS_PER,TOTAL,NSA,EMP_DC,SK,1996-10-01,2160.91
THS_PER,TOTAL,NSA,EMP_DC,SK,1997-01-01,2102.82
THS_PER,TOTAL,NSA,EMP_DC,SK,1997-04-01,2125.68
THS_PER,TOTAL,NSA,EMP_DC,SK,1997-07-01,2143.58
THS_PER,TOTAL,NSA,EMP_DC,SK,1997-10-01,2143.55
THS_PER,TOTAL,NSA,EMP_DC,SK,1998-01-01,2119.63
THS_PER,TOTAL,NSA,EMP_DC,SK,1998-04-01,2119.77
THS_PER,TOTAL,NSA,EMP_DC,SK,1998-07-01,2112.85
THS_PER,TOTAL,NSA,EMP_DC,SK,1998-10-01,2123.24
THS_PER,TOTAL,NSA,EMP_DC,SK,1999-01-01,2102.91
THS_PER,TOTAL,NSA,EMP_DC,SK,1999-04-01,2081.96
THS_PER,TOTAL,NSA,EMP_DC,SK,1999-07-01,2051.73
THS_PER,TOTAL,NSA,EMP_DC,SK,1999-10-01,2024.16
THS_PER,TOTAL,NSA,EMP_DC,SK,2000-01-01,1988.13
THS_PER,TOTAL,NSA,EMP_DC,SK,2000-04-01,2007.22
THS_PER,TOTAL,NSA,EMP_DC,SK,2000-07-01,2037.63
THS_PER,TOTAL,NSA,EMP_DC,SK,2000-10-01,2066.42
THS_PER,TOTAL,NSA,EMP_DC,SK,2001-01-01,2017.99
THS_PER,TOTAL,NSA,EMP_DC,SK,2001-04-01,2046.46
THS_PER,TOTAL,NSA,EMP_DC,SK,2001-07-01,2051.4
THS_PER,TOTAL,NSA,EMP_DC,SK,2001-10-01,2030.21
THS_PER,TOTAL,NSA,EMP_DC,SK,2002-01-01,2008.89
THS_PER,TOTAL,NSA,EMP_DC,SK,2002-04-01,2045.95
THS_PER,TOTAL,NSA,EMP_DC,SK,2002-07-01,2062.33
THS_PER,TOTAL,NSA,EMP_DC,SK,2002-10-01,2036.49
THS_PER,TOTAL,NSA,EMP_DC,SK,2003-01-01,2034.66
THS_PER,TOTAL,NSA,EMP_DC,SK,2003-04-01,2065.89
THS_PER,TOTAL,NSA,EMP_DC,SK,2003-07-01,2078.87
THS_PER,TOTAL,NSA,EMP_DC,SK,2003-10-01,2062.44
THS_PER,TOTAL,NSA,EMP_DC,SK,2004-01-01,2027.57
THS_PER,TOTAL,NSA,EMP_DC,SK,2004-04-01,2048.39
THS_PER,TOTAL,NSA,EMP_DC,SK,2004-07-01,2076.65
THS_PER,TOTAL,NSA,EMP_DC,SK,2004-10-01,2070.3
THS_PER,TOTAL,NSA,EMP_DC,SK,2005-01-01,2063.49
THS_PER,TOTAL,NSA,EMP_DC,SK,2005-04-01,2079.73
THS_PER,TOTAL,NSA,EMP_DC,SK,2005-07-01,2100.01
THS_PER,TOTAL,NSA,EMP_DC,SK,2005-10-01,2112.4
THS_PER,TOTAL,NSA,EMP_DC,SK,2006-01-01,2103.45
THS_PER,TOTAL,NSA,EMP_DC,SK,2006-04-01,2122.8
THS_PER,TOTAL,NSA,EMP_DC,SK,2006-07-01,2147.66
THS_PER,TOTAL,NSA,EMP_DC,SK,2006-10-01,2155.64
THS_PER,TOTAL,NSA,EMP_DC,SK,2007-01-01,2147.82
THS_PER,TOTAL,NSA,EMP_DC,SK,2007-04-01,2163.79
THS_PER,TOTAL,NSA,EMP_DC,SK,2007-07-01,2191.53
THS_PER,TOTAL,NSA,EMP_DC,SK,2007-10-01,2204.74
THS_PER,TOTAL,NSA,EMP_DC,SK,2008-01-01,2214.84
THS_PER,TOTAL,NSA,EMP_DC,SK,2008-04-01,2235.32
THS_PER,TOTAL,NSA,EMP_DC,SK,2008-07-01,2272.43
THS_PER,TOTAL,NSA,EMP_DC,SK,2008-10-01,2265.96
THS_PER,TOTAL,NSA,EMP_DC,SK,2009-01-01,2217.89
THS_PER,TOTAL,NSA,EMP_DC,SK,2009-04-01,2216.5
THS_PER,TOTAL,NSA,EMP_DC,SK,2009-07-01,2198.08
THS_PER,TOTAL,NSA,EMP_DC,SK,2009-10-01,2180.17
THS_PER,TOTAL,NSA,EMP_DC,SK,2010-01-01,2148.63
THS_PER,TOTAL,NSA,EMP_DC,SK,2010-04-01,2162.17
THS_PER,TOTAL,NSA,EMP_DC,SK,2010-07-01,2179.65
THS_PER,TOTAL,NSA,EMP_DC,SK,2010-10-01,2188.84
THS_PER,TOTAL,NSA,EMP_DC,SK,2011-01-01,2198.42
THS_PER,TOTAL,NSA,EMP_DC,SK,2011-04-01,2211.15
THS_PER,TOTAL,NSA,EMP_DC,SK,2011-07-01,2216.14
THS_PER,TOTAL,NSA,EMP_DC,SK,2011-10-01,2207.53
THS_PER,TOTAL,NSA,EMP_DC,SK,2012-01-01,2212.23
THS_PER,TOTAL,NSA,EMP_DC,SK,2012-04-01,2216.39
THS_PER,TOTAL,NSA,EMP_DC,SK,2012-07-01,2214.38
THS_PER,TOTAL,NSA,EMP_DC,SK,2012-10-01,2194.73
THS_PER,TOTAL,NSA,EMP_DC,SK,2013-01-01,2190.73
