unit,na_item,geotime,date,value
EUR,D1_SAL_HW,NL,2011-01-01,31
EUR,D1_SAL_HW,NL,2012-01-01,32
EUR,D1_SAL_HW,NL,2013-01-01,32
EUR,D1_SAL_HW,NL,2014-01-01,33
EUR,D1_SAL_HW,NL,2015-01-01,33
EUR,D1_SAL_HW,NL,2016-01-01,33
EUR,D1_SAL_HW,NL,2017-01-01,34
EUR,D1_SAL_HW,NO,2005-01-01,33
EUR,D1_SAL_HW,NO,2006-01-01,35
EUR,D1_SAL_HW,NO,2007-01-01,37
EUR,D1_SAL_HW,NO,2008-01-01,38
EUR,D1_SAL_HW,NO,2009-01-01,38
EUR,D1_SAL_HW,NO,2010-01-01,42
EUR,D1_SAL_HW,NO,2011-01-01,45
EUR,D1_SAL_HW,NO,2012-01-01,49
EUR,D1_SAL_HW,NO,2013-01-01,50
EUR,D1_SAL_HW,NO,2014-01-01,48
EUR,D1_SAL_HW,NO,2015-01-01,46
EUR,D1_SAL_HW,NO,2016-01-01,44
EUR,D1_SAL_HW,NO,2017-01-01,46
EUR,D1_SAL_HW,PL,2005-01-01,4
EUR,D1_SAL_HW,PL,2006-01-01,4
EUR,D1_SAL_HW,PL,2007-01-01,4
EUR,D1_SAL_HW,PL,2008-01-01,5
EUR,D1_SAL_HW,PL,2009-01-01,4
EUR,D1_SAL_HW,PL,2010-01-01,5
EUR,D1_SAL_HW,PL,2011-01-01,5
EUR,D1_SAL_HW,PL,2012-01-01,6
EUR,D1_SAL_HW,PL,2013-01-01,6
EUR,D1_SAL_HW,PL,2014-01-01,6
EUR,D1_SAL_HW,PL,2015-01-01,6
EUR,D1_SAL_HW,PL,2016-01-01,6
EUR,D1_SAL_HW,PL,2017-01-01,6
EUR,D1_SAL_HW,PT,2005-01-01,9
EUR,D1_SAL_HW,PT,2006-01-01,10
EUR,D1_SAL_HW,PT,2007-01-01,10
EUR,D1_SAL_HW,PT,2008-01-01,10
EUR,D1_SAL_HW,PT,2009-01-01,10
EUR,D1_SAL_HW,PT,2010-01-01,11
EUR,D1_SAL_HW,PT,2011-01-01,11
EUR,D1_SAL_HW,PT,2012-01-01,10
EUR,D1_SAL_HW,PT,2013-01-01,11
EUR,D1_SAL_HW,PT,2014-01-01,10
EUR,D1_SAL_HW,PT,2015-01-01,10
EUR,D1_SAL_HW,PT,2016-01-01,11
EUR,D1_SAL_HW,PT,2017-01-01,11
EUR,D1_SAL_HW,RO,2005-01-01,2
EUR,D1_SAL_HW,RO,2006-01-01,3
EUR,D1_SAL_HW,RO,2007-01-01,3
EUR,D1_SAL_HW,RO,2008-01-01,4
EUR,D1_SAL_HW,RO,2009-01-01,3
EUR,D1_SAL_HW,RO,2010-01-01,3
EUR,D1_SAL_HW,RO,2011-01-01,3
EUR,D1_SAL_HW,RO,2012-01-01,3
EUR,D1_SAL_HW,RO,2013-01-01,4
EUR,D1_SAL_HW,RO,2014-01-01,4
EUR,D1_SAL_HW,RO,2015-01-01,4
EUR,D1_SAL_HW,RO,2016-01-01,5
EUR,D1_SAL_HW,RO,2017-01-01,5
EUR,D1_SAL_HW,SE,2005-01-01,21
EUR,D1_SAL_HW,SE,2006-01-01,22
EUR,D1_SAL_HW,SE,2007-01-01,23
EUR,D1_SAL_HW,SE,2008-01-01,23
EUR,D1_SAL_HW,SE,2009-01-01,21
EUR,D1_SAL_HW,SE,2010-01-01,24
EUR,D1_SAL_HW,SE,2011-01-01,26
EUR,D1_SAL_HW,SE,2012-01-01,28
EUR,D1_SAL_HW,SE,2013-01-01,29
EUR,D1_SAL_HW,SE,2014-01-01,28
EUR,D1_SAL_HW,SE,2015-01-01,28
EUR,D1_SAL_HW,SE,2016-01-01,28
EUR,D1_SAL_HW,SE,2017-01-01,29
EUR,D1_SAL_HW,SI,2005-01-01,11
EUR,D1_SAL_HW,SI,2006-01-01,12
EUR,D1_SAL_HW,SI,2007-01-01,13
EUR,D1_SAL_HW,SI,2008-01-01,14
EUR,D1_SAL_HW,SI,2009-01-01,14
EUR,D1_SAL_HW,SI,2010-01-01,14
EUR,D1_SAL_HW,SI,2011-01-01,15
EUR,D1_SAL_HW,SI,2012-01-01,15
EUR,D1_SAL_HW,SI,2013-01-01,15
EUR,D1_SAL_HW,SI,2014-01-01,15
EUR,D1_SAL_HW,SI,2015-01-01,15
EUR,D1_SAL_HW,SI,2016-01-01,16
EUR,D1_SAL_HW,SI,2017-01-01,16
EUR,D1_SAL_HW,SK,2005-01-01,4
EUR,D1_SAL_HW,SK,2006-01-01,5
EUR,D1_SAL_HW,SK,2007-01-01,6
EUR,D1_SAL_HW,SK,2008-01-01,7
EUR,D1_SAL_HW,SK,2009-01-01,7
EUR,D1_SAL_HW,SK,2010-01-01,8
EUR,D1_SAL_HW,SK,2011-01-01,8
EUR,D1_SAL_HW,SK,2012-01-01,8
EUR,D1_SAL_HW,SK,2013-01-01,8
EUR,D1_SAL_HW,SK,2014-01-01,9
EUR,D1_SAL_HW,SK,2015-01-01,9
EUR,D1_SAL_HW,SK,2016-01-01,9
EUR,D1_SAL_HW,SK,2017-01-01,10
EUR,D1_SAL_HW,UK,2005-01-01,24
EUR,D1_SAL_HW,UK,2006-01-01,25
EUR,D1_SAL_HW,UK,2007-01-01,27
EUR,D1_SAL_HW,UK,2008-01-01,23
EUR,D1_SAL_HW,UK,2009-01-01,21
EUR,D1_SAL_HW,UK,2010-01-01,23
EUR,D1_SAL_HW,UK,2011-01-01,23
EUR,D1_SAL_HW,UK,2012-01-01,25
EUR,D1_SAL_HW,UK,2013-01-01,24
EUR,D1_SAL_HW,UK,2014-01-01,25
EUR,D1_SAL_HW,UK,2015-01-01,29
EUR,D1_SAL_HW,UK,2016-01-01,26
EUR,D1_SAL_HW,UK,2017-01-01,25
