indic_il,sex,age,geo\time,date,value
LIP_MD60,T,Y18-24,EA18,2014-01-01,13.6 e
LIP_MD60,T,Y18-24,EA18,2015-01-01,15.0 e
LIP_MD60,T,Y18-24,EA18,2016-01-01,12.2 e
LIP_MD60,T,Y18-24,EA18,2017-01-01,: 
LIP_MD60,T,Y18-24,EA19,2004-01-01,: 
LIP_MD60,T,Y18-24,EA19,2007-01-01,: 
LIP_MD60,T,Y18-24,EA19,2008-01-01,9.6 
LIP_MD60,T,Y18-24,EA19,2009-01-01,10.0 
LIP_MD60,T,Y18-24,EA19,2010-01-01,11.7 
LIP_MD60,T,Y18-24,EA19,2011-01-01,11.2 e
LIP_MD60,T,Y18-24,EA19,2012-01-01,13.3 
LIP_MD60,T,Y18-24,EA19,2013-01-01,12.8 
LIP_MD60,T,Y18-24,EA19,2014-01-01,13.7 e
LIP_MD60,T,Y18-24,EA19,2015-01-01,15.0 e
LIP_MD60,T,Y18-24,EA19,2016-01-01,12.2 e
LIP_MD60,T,Y18-24,EA19,2017-01-01,: 
LIP_MD60,T,Y18-24,EE,2004-01-01,: 
LIP_MD60,T,Y18-24,EE,2007-01-01,9.5 
LIP_MD60,T,Y18-24,EE,2008-01-01,7.1 
LIP_MD60,T,Y18-24,EE,2009-01-01,8.2 
LIP_MD60,T,Y18-24,EE,2010-01-01,8.1 
LIP_MD60,T,Y18-24,EE,2011-01-01,11.5 
LIP_MD60,T,Y18-24,EE,2012-01-01,13.4 
LIP_MD60,T,Y18-24,EE,2013-01-01,13.0 
LIP_MD60,T,Y18-24,EE,2014-01-01,11.5 b
LIP_MD60,T,Y18-24,EE,2015-01-01,9.5 
LIP_MD60,T,Y18-24,EE,2016-01-01,11.4 
LIP_MD60,T,Y18-24,EE,2017-01-01,14.8 
LIP_MD60,T,Y18-24,EL,2004-01-01,: 
LIP_MD60,T,Y18-24,EL,2007-01-01,12.9 
LIP_MD60,T,Y18-24,EL,2008-01-01,15.8 
LIP_MD60,T,Y18-24,EL,2009-01-01,15.6 
LIP_MD60,T,Y18-24,EL,2010-01-01,18.5 
LIP_MD60,T,Y18-24,EL,2011-01-01,17.0 
LIP_MD60,T,Y18-24,EL,2012-01-01,20.0 
LIP_MD60,T,Y18-24,EL,2013-01-01,11.5 
LIP_MD60,T,Y18-24,EL,2014-01-01,14.0 
LIP_MD60,T,Y18-24,EL,2015-01-01,19.5 
LIP_MD60,T,Y18-24,EL,2016-01-01,21.5 
LIP_MD60,T,Y18-24,EL,2017-01-01,: 
LIP_MD60,T,Y18-24,ES,2004-01-01,: 
LIP_MD60,T,Y18-24,ES,2007-01-01,8.8 
LIP_MD60,T,Y18-24,ES,2008-01-01,9.7 
LIP_MD60,T,Y18-24,ES,2009-01-01,12.9 
LIP_MD60,T,Y18-24,ES,2010-01-01,14.9 
LIP_MD60,T,Y18-24,ES,2011-01-01,16.5 b
LIP_MD60,T,Y18-24,ES,2012-01-01,16.9 
LIP_MD60,T,Y18-24,ES,2013-01-01,20.0 
LIP_MD60,T,Y18-24,ES,2014-01-01,23.4 
LIP_MD60,T,Y18-24,ES,2015-01-01,24.1 
LIP_MD60,T,Y18-24,ES,2016-01-01,21.0 
LIP_MD60,T,Y18-24,ES,2017-01-01,17.7 
LIP_MD60,T,Y18-24,EU,2004-01-01,: 
LIP_MD60,T,Y18-24,EU,2007-01-01,: 
LIP_MD60,T,Y18-24,EU,2008-01-01,9.4 e
LIP_MD60,T,Y18-24,EU,2009-01-01,9.8 e
LIP_MD60,T,Y18-24,EU,2010-01-01,12.2 e
LIP_MD60,T,Y18-24,EU,2011-01-01,11.6 e
LIP_MD60,T,Y18-24,EU,2012-01-01,13.2 e
LIP_MD60,T,Y18-24,EU,2013-01-01,13.2 e
LIP_MD60,T,Y18-24,EU,2014-01-01,13.3 e
LIP_MD60,T,Y18-24,EU,2015-01-01,14.5 e
LIP_MD60,T,Y18-24,EU,2016-01-01,13.9 e
LIP_MD60,T,Y18-24,EU,2017-01-01,: 
LIP_MD60,T,Y18-24,EU27,2004-01-01,: 
LIP_MD60,T,Y18-24,EU27,2007-01-01,: 
LIP_MD60,T,Y18-24,EU27,2008-01-01,9.4 e
LIP_MD60,T,Y18-24,EU27,2009-01-01,9.8 e
LIP_MD60,T,Y18-24,EU27,2010-01-01,12.2 
LIP_MD60,T,Y18-24,EU27,2011-01-01,11.6 e
LIP_MD60,T,Y18-24,EU27,2012-01-01,13.2 
LIP_MD60,T,Y18-24,EU27,2013-01-01,13.2 
LIP_MD60,T,Y18-24,EU27,2014-01-01,13.3 e
LIP_MD60,T,Y18-24,EU27,2015-01-01,14.5 e
LIP_MD60,T,Y18-24,EU27,2016-01-01,14.0 e
LIP_MD60,T,Y18-24,EU27,2017-01-01,: 
LIP_MD60,T,Y18-24,EU28,2004-01-01,: 
LIP_MD60,T,Y18-24,EU28,2007-01-01,: 
LIP_MD60,T,Y18-24,EU28,2008-01-01,: 
LIP_MD60,T,Y18-24,EU28,2009-01-01,: 
LIP_MD60,T,Y18-24,EU28,2010-01-01,12.2 e
LIP_MD60,T,Y18-24,EU28,2011-01-01,11.6 e
LIP_MD60,T,Y18-24,EU28,2012-01-01,13.2 e
LIP_MD60,T,Y18-24,EU28,2013-01-01,13.2 
LIP_MD60,T,Y18-24,EU28,2014-01-01,13.3 e
LIP_MD60,T,Y18-24,EU28,2015-01-01,14.5 e
LIP_MD60,T,Y18-24,EU28,2016-01-01,13.9 e
LIP_MD60,T,Y18-24,EU28,2017-01-01,: 
LIP_MD60,T,Y18-24,FI,2004-01-01,: 
LIP_MD60,T,Y18-24,FI,2007-01-01,15.8 
LIP_MD60,T,Y18-24,FI,2008-01-01,8.6 
LIP_MD60,T,Y18-24,FI,2009-01-01,8.1 
LIP_MD60,T,Y18-24,FI,2010-01-01,13.9 
LIP_MD60,T,Y18-24,FI,2011-01-01,11.6 
LIP_MD60,T,Y18-24,FI,2012-01-01,8.2 
LIP_MD60,T,Y18-24,FI,2013-01-01,12.6 
LIP_MD60,T,Y18-24,FI,2014-01-01,11.0 
LIP_MD60,T,Y18-24,FI,2015-01-01,19.1 
LIP_MD60,T,Y18-24,FI,2016-01-01,8.6 
LIP_MD60,T,Y18-24,FI,2017-01-01,9.7 
LIP_MD60,T,Y18-24,FR,2004-01-01,: 
LIP_MD60,T,Y18-24,FR,2007-01-01,8.3 
LIP_MD60,T,Y18-24,FR,2008-01-01,: 
LIP_MD60,T,Y18-24,FR,2009-01-01,: 
LIP_MD60,T,Y18-24,FR,2010-01-01,: 
LIP_MD60,T,Y18-24,FR,2011-01-01,: 
LIP_MD60,T,Y18-24,FR,2012-01-01,10.8 
LIP_MD60,T,Y18-24,FR,2013-01-01,14.2 
LIP_MD60,T,Y18-24,FR,2014-01-01,8.9 
LIP_MD60,T,Y18-24,FR,2015-01-01,10.9 
LIP_MD60,T,Y18-24,FR,2016-01-01,7.1 
LIP_MD60,T,Y18-24,FR,2017-01-01,7.3 
LIP_MD60,T,Y18-24,HR,2004-01-01,: 
LIP_MD60,T,Y18-24,HR,2007-01-01,: 
LIP_MD60,T,Y18-24,HR,2008-01-01,: 
LIP_MD60,T,Y18-24,HR,2009-01-01,: 
LIP_MD60,T,Y18-24,HR,2010-01-01,: 
LIP_MD60,T,Y18-24,HR,2011-01-01,: 
LIP_MD60,T,Y18-24,HR,2012-01-01,: 
LIP_MD60,T,Y18-24,HR,2013-01-01,13.8 
LIP_MD60,T,Y18-24,HR,2014-01-01,: 
LIP_MD60,T,Y18-24,HR,2015-01-01,14.4 
LIP_MD60,T,Y18-24,HR,2016-01-01,8.9 
LIP_MD60,T,Y18-24,HR,2017-01-01,: 
LIP_MD60,T,Y18-24,HU,2004-01-01,: 
LIP_MD60,T,Y18-24,HU,2007-01-01,: 
LIP_MD60,T,Y18-24,HU,2008-01-01,10.0 
LIP_MD60,T,Y18-24,HU,2009-01-01,12.3 
LIP_MD60,T,Y18-24,HU,2010-01-01,9.4 
LIP_MD60,T,Y18-24,HU,2011-01-01,11.6 
LIP_MD60,T,Y18-24,HU,2012-01-01,12.0 
LIP_MD60,T,Y18-24,HU,2013-01-01,11.1 
LIP_MD60,T,Y18-24,HU,2014-01-01,12.4 
LIP_MD60,T,Y18-24,HU,2015-01-01,8.3 
LIP_MD60,T,Y18-24,HU,2016-01-01,7.1 
LIP_MD60,T,Y18-24,HU,2017-01-01,7.2 
LIP_MD60,T,Y18-24,IE,2004-01-01,: 
LIP_MD60,T,Y18-24,IE,2007-01-01,11.9 
LIP_MD60,T,Y18-24,IE,2008-01-01,: 
LIP_MD60,T,Y18-24,IE,2009-01-01,: 
LIP_MD60,T,Y18-24,IE,2010-01-01,: 
LIP_MD60,T,Y18-24,IE,2011-01-01,12.1 u
LIP_MD60,T,Y18-24,IE,2012-01-01,19.3 
LIP_MD60,T,Y18-24,IE,2013-01-01,11.6 
LIP_MD60,T,Y18-24,IE,2014-01-01,23.5 u
LIP_MD60,T,Y18-24,IE,2015-01-01,15.6 u
LIP_MD60,T,Y18-24,IE,2016-01-01,: 
LIP_MD60,T,Y18-24,IE,2017-01-01,: 
LIP_MD60,T,Y18-24,IS,2004-01-01,: 
LIP_MD60,T,Y18-24,IS,2007-01-01,4.4 
LIP_MD60,T,Y18-24,IS,2008-01-01,2.1 
LIP_MD60,T,Y18-24,IS,2009-01-01,2.5 
LIP_MD60,T,Y18-24,IS,2010-01-01,1.4 
LIP_MD60,T,Y18-24,IS,2011-01-01,2.8 
LIP_MD60,T,Y18-24,IS,2012-01-01,1.2 
LIP_MD60,T,Y18-24,IS,2013-01-01,3.8 
LIP_MD60,T,Y18-24,IS,2014-01-01,0.7 
LIP_MD60,T,Y18-24,IS,2015-01-01,: z
LIP_MD60,T,Y18-24,IS,2016-01-01,5.8 p
LIP_MD60,T,Y18-24,IS,2017-01-01,: 
LIP_MD60,T,Y18-24,IT,2004-01-01,: 
LIP_MD60,T,Y18-24,IT,2007-01-01,17.2 
LIP_MD60,T,Y18-24,IT,2008-01-01,16.8 
LIP_MD60,T,Y18-24,IT,2009-01-01,16.8 
LIP_MD60,T,Y18-24,IT,2010-01-01,14.8 
LIP_MD60,T,Y18-24,IT,2011-01-01,14.6 
LIP_MD60,T,Y18-24,IT,2012-01-01,18.6 
LIP_MD60,T,Y18-24,IT,2013-01-01,17.4 
LIP_MD60,T,Y18-24,IT,2014-01-01,19.4 
LIP_MD60,T,Y18-24,IT,2015-01-01,17.5 
LIP_MD60,T,Y18-24,IT,2016-01-01,17.4 
LIP_MD60,T,Y18-24,IT,2017-01-01,13.8 
LIP_MD60,T,Y18-24,LT,2004-01-01,: 
LIP_MD60,T,Y18-24,LT,2007-01-01,: 
LIP_MD60,T,Y18-24,LT,2008-01-01,12.7 
LIP_MD60,T,Y18-24,LT,2009-01-01,9.2 
LIP_MD60,T,Y18-24,LT,2010-01-01,6.5 
LIP_MD60,T,Y18-24,LT,2011-01-01,6.6 b
LIP_MD60,T,Y18-24,LT,2012-01-01,13.5 
LIP_MD60,T,Y18-24,LT,2013-01-01,14.4 
LIP_MD60,T,Y18-24,LT,2014-01-01,16.1 
LIP_MD60,T,Y18-24,LT,2015-01-01,14.3 
LIP_MD60,T,Y18-24,LT,2016-01-01,13.2 
LIP_MD60,T,Y18-24,LT,2017-01-01,: 
LIP_MD60,T,Y18-24,LU,2004-01-01,: 
LIP_MD60,T,Y18-24,LU,2007-01-01,8.5 
LIP_MD60,T,Y18-24,LU,2008-01-01,11.2 
LIP_MD60,T,Y18-24,LU,2009-01-01,12.6 
LIP_MD60,T,Y18-24,LU,2010-01-01,8.5 
LIP_MD60,T,Y18-24,LU,2011-01-01,11.8 
LIP_MD60,T,Y18-24,LU,2012-01-01,12.4 
LIP_MD60,T,Y18-24,LU,2013-01-01,9.3 
LIP_MD60,T,Y18-24,LU,2014-01-01,11.3 
LIP_MD60,T,Y18-24,LU,2015-01-01,13.8 
LIP_MD60,T,Y18-24,LU,2016-01-01,17.3 b
LIP_MD60,T,Y18-24,LU,2017-01-01,13.6 
LIP_MD60,T,Y18-24,LV,2004-01-01,: 
LIP_MD60,T,Y18-24,LV,2007-01-01,: 
LIP_MD60,T,Y18-24,LV,2008-01-01,11.7 
LIP_MD60,T,Y18-24,LV,2009-01-01,19.5 
LIP_MD60,T,Y18-24,LV,2010-01-01,9.0 
LIP_MD60,T,Y18-24,LV,2011-01-01,11.2 
LIP_MD60,T,Y18-24,LV,2012-01-01,13.8 b
LIP_MD60,T,Y18-24,LV,2013-01-01,7.4 
LIP_MD60,T,Y18-24,LV,2014-01-01,9.0 
LIP_MD60,T,Y18-24,LV,2015-01-01,15.0 
LIP_MD60,T,Y18-24,LV,2016-01-01,13.4 
LIP_MD60,T,Y18-24,LV,2017-01-01,8.8 
LIP_MD60,T,Y18-24,MK,2004-01-01,: 
LIP_MD60,T,Y18-24,MK,2007-01-01,: 
LIP_MD60,T,Y18-24,MK,2008-01-01,: 
LIP_MD60,T,Y18-24,MK,2009-01-01,: 
LIP_MD60,T,Y18-24,MK,2010-01-01,: 
LIP_MD60,T,Y18-24,MK,2011-01-01,: 
LIP_MD60,T,Y18-24,MK,2012-01-01,: 
LIP_MD60,T,Y18-24,MK,2013-01-01,: 
LIP_MD60,T,Y18-24,MK,2014-01-01,21.2 
LIP_MD60,T,Y18-24,MK,2015-01-01,15.6 
LIP_MD60,T,Y18-24,MK,2016-01-01,13.4 
LIP_MD60,T,Y18-24,MK,2017-01-01,: 
LIP_MD60,T,Y18-24,MT,2004-01-01,: 
LIP_MD60,T,Y18-24,MT,2007-01-01,: 
LIP_MD60,T,Y18-24,MT,2008-01-01,3.7 
LIP_MD60,T,Y18-24,MT,2009-01-01,4.7 
LIP_MD60,T,Y18-24,MT,2010-01-01,7.2 
LIP_MD60,T,Y18-24,MT,2011-01-01,9.0 
LIP_MD60,T,Y18-24,MT,2012-01-01,7.3 
LIP_MD60,T,Y18-24,MT,2013-01-01,8.0 
LIP_MD60,T,Y18-24,MT,2014-01-01,7.5 
LIP_MD60,T,Y18-24,MT,2015-01-01,8.0 
LIP_MD60,T,Y18-24,MT,2016-01-01,9.5 
LIP_MD60,T,Y18-24,MT,2017-01-01,9.3 
LIP_MD60,T,Y18-24,NL,2004-01-01,: 
LIP_MD60,T,Y18-24,NL,2007-01-01,: 
LIP_MD60,T,Y18-24,NL,2008-01-01,12.8 
LIP_MD60,T,Y18-24,NL,2009-01-01,11.5 
LIP_MD60,T,Y18-24,NL,2010-01-01,9.8 
LIP_MD60,T,Y18-24,NL,2011-01-01,7.9 
LIP_MD60,T,Y18-24,NL,2012-01-01,14.0 
LIP_MD60,T,Y18-24,NL,2013-01-01,10.8 
LIP_MD60,T,Y18-24,NL,2014-01-01,12.3 
LIP_MD60,T,Y18-24,NL,2015-01-01,16.7 
LIP_MD60,T,Y18-24,NL,2016-01-01,8.8 b
LIP_MD60,T,Y18-24,NL,2017-01-01,10.3 
LIP_MD60,T,Y18-24,NO,2004-01-01,: 
LIP_MD60,T,Y18-24,NO,2007-01-01,14.2 
LIP_MD60,T,Y18-24,NO,2008-01-01,14.9 
LIP_MD60,T,Y18-24,NO,2009-01-01,18.0 
LIP_MD60,T,Y18-24,NO,2010-01-01,20.1 
LIP_MD60,T,Y18-24,NO,2011-01-01,19.7 
LIP_MD60,T,Y18-24,NO,2012-01-01,25.0 
LIP_MD60,T,Y18-24,NO,2013-01-01,29.1 
LIP_MD60,T,Y18-24,NO,2014-01-01,17.5 
LIP_MD60,T,Y18-24,NO,2015-01-01,27.0 
LIP_MD60,T,Y18-24,NO,2016-01-01,17.8 
LIP_MD60,T,Y18-24,NO,2017-01-01,14.7 
LIP_MD60,T,Y18-24,PL,2004-01-01,: 
LIP_MD60,T,Y18-24,PL,2007-01-01,: 
LIP_MD60,T,Y18-24,PL,2008-01-01,13.0 
LIP_MD60,T,Y18-24,PL,2009-01-01,13.6 
LIP_MD60,T,Y18-24,PL,2010-01-01,12.9 
LIP_MD60,T,Y18-24,PL,2011-01-01,13.1 
LIP_MD60,T,Y18-24,PL,2012-01-01,12.8 
LIP_MD60,T,Y18-24,PL,2013-01-01,12.1 
LIP_MD60,T,Y18-24,PL,2014-01-01,14.4 
LIP_MD60,T,Y18-24,PL,2015-01-01,11.9 
LIP_MD60,T,Y18-24,PL,2016-01-01,12.9 
LIP_MD60,T,Y18-24,PL,2017-01-01,13.1 
LIP_MD60,T,Y18-24,PT,2004-01-01,: 
LIP_MD60,T,Y18-24,PT,2007-01-01,10.5 
LIP_MD60,T,Y18-24,PT,2008-01-01,11.8 
LIP_MD60,T,Y18-24,PT,2009-01-01,7.6 
LIP_MD60,T,Y18-24,PT,2010-01-01,13.1 
LIP_MD60,T,Y18-24,PT,2011-01-01,13.2 
LIP_MD60,T,Y18-24,PT,2012-01-01,12.1 
LIP_MD60,T,Y18-24,PT,2013-01-01,16.7 
LIP_MD60,T,Y18-24,PT,2014-01-01,14.4 
LIP_MD60,T,Y18-24,PT,2015-01-01,22.4 
LIP_MD60,T,Y18-24,PT,2016-01-01,10.9 
LIP_MD60,T,Y18-24,PT,2017-01-01,19.9 
LIP_MD60,T,Y18-24,RO,2004-01-01,: 
LIP_MD60,T,Y18-24,RO,2007-01-01,: 
LIP_MD60,T,Y18-24,RO,2008-01-01,: 
LIP_MD60,T,Y18-24,RO,2009-01-01,: 
LIP_MD60,T,Y18-24,RO,2010-01-01,16.9 
LIP_MD60,T,Y18-24,RO,2011-01-01,23.5 
LIP_MD60,T,Y18-24,RO,2012-01-01,16.8 
LIP_MD60,T,Y18-24,RO,2013-01-01,25.6 
LIP_MD60,T,Y18-24,RO,2014-01-01,25.4 
LIP_MD60,T,Y18-24,RO,2015-01-01,32.2 
LIP_MD60,T,Y18-24,RO,2016-01-01,26.2 
LIP_MD60,T,Y18-24,RO,2017-01-01,26.6 
LIP_MD60,T,Y18-24,RS,2004-01-01,: 
LIP_MD60,T,Y18-24,RS,2007-01-01,: 
LIP_MD60,T,Y18-24,RS,2008-01-01,: 
LIP_MD60,T,Y18-24,RS,2009-01-01,: 
LIP_MD60,T,Y18-24,RS,2010-01-01,: 
LIP_MD60,T,Y18-24,RS,2011-01-01,: 
LIP_MD60,T,Y18-24,RS,2012-01-01,: 
LIP_MD60,T,Y18-24,RS,2013-01-01,: 
LIP_MD60,T,Y18-24,RS,2014-01-01,: 
LIP_MD60,T,Y18-24,RS,2015-01-01,: 
LIP_MD60,T,Y18-24,RS,2016-01-01,19.3 
LIP_MD60,T,Y18-24,RS,2017-01-01,: 
LIP_MD60,T,Y18-24,SE,2004-01-01,: 
LIP_MD60,T,Y18-24,SE,2007-01-01,3.0 
LIP_MD60,T,Y18-24,SE,2008-01-01,3.1 
LIP_MD60,T,Y18-24,SE,2009-01-01,5.2 
LIP_MD60,T,Y18-24,SE,2010-01-01,11.2 
LIP_MD60,T,Y18-24,SE,2011-01-01,4.0 
LIP_MD60,T,Y18-24,SE,2012-01-01,12.7 b
LIP_MD60,T,Y18-24,SE,2013-01-01,12.1 
LIP_MD60,T,Y18-24,SE,2014-01-01,16.7 
LIP_MD60,T,Y18-24,SE,2015-01-01,12.5 b
LIP_MD60,T,Y18-24,SE,2016-01-01,11.5 
LIP_MD60,T,Y18-24,SE,2017-01-01,13.3 
LIP_MD60,T,Y18-24,SI,2004-01-01,: 
LIP_MD60,T,Y18-24,SI,2007-01-01,: 
LIP_MD60,T,Y18-24,SI,2008-01-01,4.7 
LIP_MD60,T,Y18-24,SI,2009-01-01,4.2 
LIP_MD60,T,Y18-24,SI,2010-01-01,3.8 
LIP_MD60,T,Y18-24,SI,2011-01-01,4.2 
LIP_MD60,T,Y18-24,SI,2012-01-01,4.8 
LIP_MD60,T,Y18-24,SI,2013-01-01,5.2 
LIP_MD60,T,Y18-24,SI,2014-01-01,7.9 
LIP_MD60,T,Y18-24,SI,2015-01-01,7.4 
LIP_MD60,T,Y18-24,SI,2016-01-01,9.4 
LIP_MD60,T,Y18-24,SI,2017-01-01,6.8 
LIP_MD60,T,Y18-24,SK,2004-01-01,: 
LIP_MD60,T,Y18-24,SK,2007-01-01,: 
LIP_MD60,T,Y18-24,SK,2008-01-01,4.3 
LIP_MD60,T,Y18-24,SK,2009-01-01,9.9 
LIP_MD60,T,Y18-24,SK,2010-01-01,9.7 
LIP_MD60,T,Y18-24,SK,2011-01-01,7.8 
LIP_MD60,T,Y18-24,SK,2012-01-01,10.7 
LIP_MD60,T,Y18-24,SK,2013-01-01,7.1 
LIP_MD60,T,Y18-24,SK,2014-01-01,16.9 
LIP_MD60,T,Y18-24,SK,2015-01-01,7.1 
