unit,indic_he,geo\time,date,value
YR,M_65_LE,ES,2015-01-01,19.0 
YR,M_65_LE,ES,2016-01-01,19.4 
YR,M_65_LE,EU27,2005-01-01,16.4 
YR,M_65_LE,EU27,2006-01-01,16.8 
YR,M_65_LE,EU27,2007-01-01,17.0 
YR,M_65_LE,EU27,2008-01-01,17.1 
YR,M_65_LE,EU27,2009-01-01,17.3 
YR,M_65_LE,EU27,2010-01-01,17.5 b
YR,M_65_LE,EU27,2011-01-01,17.7 b
YR,M_65_LE,EU27,2012-01-01,17.7 b
YR,M_65_LE,EU27,2013-01-01,17.9 e
YR,M_65_LE,EU27,2014-01-01,18.2 e
YR,M_65_LE,EU27,2015-01-01,17.9 bep
YR,M_65_LE,EU27,2016-01-01,18.2 ep
YR,M_65_LE,EU28,2005-01-01,16.4 
YR,M_65_LE,EU28,2006-01-01,16.8 
YR,M_65_LE,EU28,2007-01-01,16.9 
YR,M_65_LE,EU28,2008-01-01,17.1 
YR,M_65_LE,EU28,2009-01-01,17.3 
YR,M_65_LE,EU28,2010-01-01,17.5 b
YR,M_65_LE,EU28,2011-01-01,17.7 b
YR,M_65_LE,EU28,2012-01-01,17.7 b
YR,M_65_LE,EU28,2013-01-01,17.9 e
YR,M_65_LE,EU28,2014-01-01,18.2 e
YR,M_65_LE,EU28,2015-01-01,17.9 bep
YR,M_65_LE,EU28,2016-01-01,18.2 ep
YR,M_65_LE,FI,2005-01-01,16.8 
YR,M_65_LE,FI,2006-01-01,16.9 
YR,M_65_LE,FI,2007-01-01,17.0 
YR,M_65_LE,FI,2008-01-01,17.5 
YR,M_65_LE,FI,2009-01-01,17.3 
YR,M_65_LE,FI,2010-01-01,17.5 
YR,M_65_LE,FI,2011-01-01,17.7 
YR,M_65_LE,FI,2012-01-01,17.8 
YR,M_65_LE,FI,2013-01-01,18.0 
YR,M_65_LE,FI,2014-01-01,18.2 
YR,M_65_LE,FI,2015-01-01,18.3 
YR,M_65_LE,FI,2016-01-01,18.2 
YR,M_65_LE,FR,2005-01-01,17.7 
YR,M_65_LE,FR,2006-01-01,18.2 
YR,M_65_LE,FR,2007-01-01,18.4 
YR,M_65_LE,FR,2008-01-01,18.5 
YR,M_65_LE,FR,2009-01-01,18.7 
YR,M_65_LE,FR,2010-01-01,18.9 
YR,M_65_LE,FR,2011-01-01,19.3 
YR,M_65_LE,FR,2012-01-01,19.1 b
YR,M_65_LE,FR,2013-01-01,19.3 
YR,M_65_LE,FR,2014-01-01,19.7 
YR,M_65_LE,FR,2015-01-01,19.4 bp
YR,M_65_LE,FR,2016-01-01,19.6 p
YR,M_65_LE,FX,2005-01-01,17.7 
YR,M_65_LE,FX,2006-01-01,18.2 
YR,M_65_LE,FX,2007-01-01,18.4 
YR,M_65_LE,FX,2008-01-01,18.5 
YR,M_65_LE,FX,2009-01-01,18.7 
YR,M_65_LE,FX,2010-01-01,18.9 
YR,M_65_LE,FX,2011-01-01,19.3 
YR,M_65_LE,FX,2012-01-01,19.1 
YR,M_65_LE,FX,2013-01-01,: 
YR,M_65_LE,FX,2014-01-01,: 
YR,M_65_LE,FX,2015-01-01,: 
YR,M_65_LE,FX,2016-01-01,: 
YR,M_65_LE,GE,2005-01-01,: 
YR,M_65_LE,GE,2006-01-01,13.8 
YR,M_65_LE,GE,2007-01-01,14.0 
YR,M_65_LE,GE,2008-01-01,13.8 
YR,M_65_LE,GE,2009-01-01,13.2 
YR,M_65_LE,GE,2010-01-01,14.5 
YR,M_65_LE,GE,2011-01-01,14.2 
YR,M_65_LE,GE,2012-01-01,: 
YR,M_65_LE,GE,2013-01-01,: 
YR,M_65_LE,GE,2014-01-01,14.1 
YR,M_65_LE,GE,2015-01-01,13.2 
YR,M_65_LE,GE,2016-01-01,12.9 
YR,M_65_LE,HR,2005-01-01,13.8 
YR,M_65_LE,HR,2006-01-01,14.2 
YR,M_65_LE,HR,2007-01-01,14.1 
YR,M_65_LE,HR,2008-01-01,14.4 
YR,M_65_LE,HR,2009-01-01,14.5 
YR,M_65_LE,HR,2010-01-01,14.7 
YR,M_65_LE,HR,2011-01-01,15.1 
YR,M_65_LE,HR,2012-01-01,15.0 
YR,M_65_LE,HR,2013-01-01,15.3 
YR,M_65_LE,HR,2014-01-01,15.5 
YR,M_65_LE,HR,2015-01-01,15.2 
YR,M_65_LE,HR,2016-01-01,15.6 
YR,M_65_LE,HU,2005-01-01,13.3 
YR,M_65_LE,HU,2006-01-01,13.6 
YR,M_65_LE,HU,2007-01-01,13.7 
YR,M_65_LE,HU,2008-01-01,13.9 
YR,M_65_LE,HU,2009-01-01,14.0 
YR,M_65_LE,HU,2010-01-01,14.1 
YR,M_65_LE,HU,2011-01-01,14.3 
YR,M_65_LE,HU,2012-01-01,14.3 b
YR,M_65_LE,HU,2013-01-01,14.5 
YR,M_65_LE,HU,2014-01-01,14.6 
YR,M_65_LE,HU,2015-01-01,14.5 
YR,M_65_LE,HU,2016-01-01,14.6 
YR,M_65_LE,IE,2005-01-01,16.5 
YR,M_65_LE,IE,2006-01-01,16.6 
YR,M_65_LE,IE,2007-01-01,17.0 
YR,M_65_LE,IE,2008-01-01,16.8 
YR,M_65_LE,IE,2009-01-01,17.4 
YR,M_65_LE,IE,2010-01-01,17.7 
YR,M_65_LE,IE,2011-01-01,17.9 
YR,M_65_LE,IE,2012-01-01,17.8 
YR,M_65_LE,IE,2013-01-01,18.1 
YR,M_65_LE,IE,2014-01-01,18.4 
YR,M_65_LE,IE,2015-01-01,18.4 
YR,M_65_LE,IE,2016-01-01,18.6 
YR,M_65_LE,IS,2005-01-01,18.4 
YR,M_65_LE,IS,2006-01-01,18.5 
YR,M_65_LE,IS,2007-01-01,18.4 
YR,M_65_LE,IS,2008-01-01,18.4 
YR,M_65_LE,IS,2009-01-01,18.6 
YR,M_65_LE,IS,2010-01-01,18.3 
YR,M_65_LE,IS,2011-01-01,18.9 
YR,M_65_LE,IS,2012-01-01,20.1 
YR,M_65_LE,IS,2013-01-01,18.8 
YR,M_65_LE,IS,2014-01-01,19.5 
YR,M_65_LE,IS,2015-01-01,19.5 
YR,M_65_LE,IS,2016-01-01,18.7 
YR,M_65_LE,IT,2005-01-01,17.3 
YR,M_65_LE,IT,2006-01-01,17.7 
YR,M_65_LE,IT,2007-01-01,17.9 
YR,M_65_LE,IT,2008-01-01,17.9 
YR,M_65_LE,IT,2009-01-01,18.1 
YR,M_65_LE,IT,2010-01-01,18.3 
YR,M_65_LE,IT,2011-01-01,18.5 
YR,M_65_LE,IT,2012-01-01,18.5 
YR,M_65_LE,IT,2013-01-01,18.9 
YR,M_65_LE,IT,2014-01-01,19.2 
YR,M_65_LE,IT,2015-01-01,18.9 
YR,M_65_LE,IT,2016-01-01,19.4 
YR,M_65_LE,LI,2005-01-01,18.2 
YR,M_65_LE,LI,2006-01-01,18.4 
YR,M_65_LE,LI,2007-01-01,16.7 
YR,M_65_LE,LI,2008-01-01,18.5 
YR,M_65_LE,LI,2009-01-01,18.4 
YR,M_65_LE,LI,2010-01-01,19.6 
YR,M_65_LE,LI,2011-01-01,17.9 
YR,M_65_LE,LI,2012-01-01,18.8 
YR,M_65_LE,LI,2013-01-01,18.9 
YR,M_65_LE,LI,2014-01-01,19.1 
YR,M_65_LE,LI,2015-01-01,19.2 
YR,M_65_LE,LI,2016-01-01,18.1 
YR,M_65_LE,LT,2005-01-01,13.2 
YR,M_65_LE,LT,2006-01-01,13.3 
YR,M_65_LE,LT,2007-01-01,13.1 
YR,M_65_LE,LT,2008-01-01,13.6 
YR,M_65_LE,LT,2009-01-01,13.6 
YR,M_65_LE,LT,2010-01-01,13.8 
YR,M_65_LE,LT,2011-01-01,14.0 
YR,M_65_LE,LT,2012-01-01,14.1 
YR,M_65_LE,LT,2013-01-01,14.1 
YR,M_65_LE,LT,2014-01-01,14.3 
YR,M_65_LE,LT,2015-01-01,14.1 
YR,M_65_LE,LT,2016-01-01,14.2 
YR,M_65_LE,LU,2005-01-01,16.7 
YR,M_65_LE,LU,2006-01-01,17.0 
YR,M_65_LE,LU,2007-01-01,16.4 
YR,M_65_LE,LU,2008-01-01,17.4 
YR,M_65_LE,LU,2009-01-01,17.6 
YR,M_65_LE,LU,2010-01-01,17.3 
YR,M_65_LE,LU,2011-01-01,17.8 
YR,M_65_LE,LU,2012-01-01,18.4 b
YR,M_65_LE,LU,2013-01-01,19.1 
YR,M_65_LE,LU,2014-01-01,18.4 
YR,M_65_LE,LU,2015-01-01,18.9 
YR,M_65_LE,LU,2016-01-01,18.9 
YR,M_65_LE,LV,2005-01-01,12.3 
YR,M_65_LE,LV,2006-01-01,12.5 
YR,M_65_LE,LV,2007-01-01,12.6 
YR,M_65_LE,LV,2008-01-01,12.8 
YR,M_65_LE,LV,2009-01-01,13.2 
YR,M_65_LE,LV,2010-01-01,13.1 
YR,M_65_LE,LV,2011-01-01,13.4 
YR,M_65_LE,LV,2012-01-01,13.6 
YR,M_65_LE,LV,2013-01-01,13.9 
YR,M_65_LE,LV,2014-01-01,13.8 
YR,M_65_LE,LV,2015-01-01,14.2 
YR,M_65_LE,LV,2016-01-01,14.0 
YR,M_65_LE,MD,2005-01-01,: 
YR,M_65_LE,MD,2006-01-01,11.5 
YR,M_65_LE,MD,2007-01-01,11.8 
YR,M_65_LE,MD,2008-01-01,12.1 
YR,M_65_LE,MD,2009-01-01,11.9 
YR,M_65_LE,MD,2010-01-01,11.9 
YR,M_65_LE,MD,2011-01-01,12.8 
YR,M_65_LE,MD,2012-01-01,12.9 
YR,M_65_LE,MD,2013-01-01,: 
YR,M_65_LE,MD,2014-01-01,: 
YR,M_65_LE,MD,2015-01-01,: 
YR,M_65_LE,MD,2016-01-01,: 
YR,M_65_LE,ME,2005-01-01,13.7 
YR,M_65_LE,ME,2006-01-01,14.0 
YR,M_65_LE,ME,2007-01-01,14.1 
YR,M_65_LE,ME,2008-01-01,14.5 
YR,M_65_LE,ME,2009-01-01,14.7 
YR,M_65_LE,ME,2010-01-01,15.2 
YR,M_65_LE,ME,2011-01-01,14.9 
YR,M_65_LE,ME,2012-01-01,15.1 
YR,M_65_LE,ME,2013-01-01,15.0 
YR,M_65_LE,ME,2014-01-01,15.1 
YR,M_65_LE,ME,2015-01-01,15.0 
YR,M_65_LE,ME,2016-01-01,14.6 
YR,M_65_LE,MK,2005-01-01,13.4 
YR,M_65_LE,MK,2006-01-01,13.6 
YR,M_65_LE,MK,2007-01-01,13.3 
YR,M_65_LE,MK,2008-01-01,13.6 
YR,M_65_LE,MK,2009-01-01,13.9 
YR,M_65_LE,MK,2010-01-01,13.9 
YR,M_65_LE,MK,2011-01-01,14.0 
YR,M_65_LE,MK,2012-01-01,13.9 
YR,M_65_LE,MK,2013-01-01,14.4 
YR,M_65_LE,MK,2014-01-01,14.5 
YR,M_65_LE,MK,2015-01-01,14.3 
YR,M_65_LE,MK,2016-01-01,14.5 
YR,M_65_LE,MT,2005-01-01,16.3 
YR,M_65_LE,MT,2006-01-01,16.2 
YR,M_65_LE,MT,2007-01-01,16.7 
YR,M_65_LE,MT,2008-01-01,17.1 
YR,M_65_LE,MT,2009-01-01,16.8 
YR,M_65_LE,MT,2010-01-01,18.5 
YR,M_65_LE,MT,2011-01-01,17.7 
YR,M_65_LE,MT,2012-01-01,17.6 
YR,M_65_LE,MT,2013-01-01,18.4 
YR,M_65_LE,MT,2014-01-01,18.6 
YR,M_65_LE,MT,2015-01-01,18.8 
YR,M_65_LE,MT,2016-01-01,19.7 
YR,M_65_LE,NL,2005-01-01,16.4 
YR,M_65_LE,NL,2006-01-01,16.8 
YR,M_65_LE,NL,2007-01-01,17.1 
YR,M_65_LE,NL,2008-01-01,17.4 
YR,M_65_LE,NL,2009-01-01,17.6 
YR,M_65_LE,NL,2010-01-01,17.7 
YR,M_65_LE,NL,2011-01-01,18.1 
YR,M_65_LE,NL,2012-01-01,18.0 
YR,M_65_LE,NL,2013-01-01,18.2 
YR,M_65_LE,NL,2014-01-01,18.6 
YR,M_65_LE,NL,2015-01-01,18.4 
YR,M_65_LE,NL,2016-01-01,18.5 
YR,M_65_LE,NO,2005-01-01,17.2 
YR,M_65_LE,NO,2006-01-01,17.7 
YR,M_65_LE,NO,2007-01-01,17.4 
YR,M_65_LE,NO,2008-01-01,17.6 
YR,M_65_LE,NO,2009-01-01,18.0 
YR,M_65_LE,NO,2010-01-01,18.0 
YR,M_65_LE,NO,2011-01-01,18.2 
YR,M_65_LE,NO,2012-01-01,18.3 
YR,M_65_LE,NO,2013-01-01,18.5 
YR,M_65_LE,NO,2014-01-01,18.8 
YR,M_65_LE,NO,2015-01-01,18.9 
YR,M_65_LE,NO,2016-01-01,19.1 
YR,M_65_LE,PL,2005-01-01,14.3 
YR,M_65_LE,PL,2006-01-01,14.5 
YR,M_65_LE,PL,2007-01-01,14.6 
YR,M_65_LE,PL,2008-01-01,14.8 
YR,M_65_LE,PL,2009-01-01,14.8 
YR,M_65_LE,PL,2010-01-01,15.1 b
YR,M_65_LE,PL,2011-01-01,15.4 
YR,M_65_LE,PL,2012-01-01,15.4 
YR,M_65_LE,PL,2013-01-01,15.5 
YR,M_65_LE,PL,2014-01-01,15.9 
YR,M_65_LE,PL,2015-01-01,15.7 
YR,M_65_LE,PL,2016-01-01,16.0 
YR,M_65_LE,PT,2005-01-01,16.1 
YR,M_65_LE,PT,2006-01-01,16.6 
YR,M_65_LE,PT,2007-01-01,16.8 
YR,M_65_LE,PT,2008-01-01,17.0 
YR,M_65_LE,PT,2009-01-01,17.2 
YR,M_65_LE,PT,2010-01-01,17.2 
YR,M_65_LE,PT,2011-01-01,17.8 
YR,M_65_LE,PT,2012-01-01,17.6 
YR,M_65_LE,PT,2013-01-01,17.8 
YR,M_65_LE,PT,2014-01-01,18.1 
YR,M_65_LE,PT,2015-01-01,18.0 
YR,M_65_LE,PT,2016-01-01,18.0 
YR,M_65_LE,RO,2005-01-01,13.1 
YR,M_65_LE,RO,2006-01-01,13.5 
YR,M_65_LE,RO,2007-01-01,13.9 
YR,M_65_LE,RO,2008-01-01,14.2 
YR,M_65_LE,RO,2009-01-01,14.3 
YR,M_65_LE,RO,2010-01-01,14.2 
YR,M_65_LE,RO,2011-01-01,14.5 
YR,M_65_LE,RO,2012-01-01,14.4 
YR,M_65_LE,RO,2013-01-01,14.7 e
YR,M_65_LE,RO,2014-01-01,14.7 e
YR,M_65_LE,RO,2015-01-01,14.5 e
YR,M_65_LE,RO,2016-01-01,14.7 
YR,M_65_LE,RS,2005-01-01,13.0 
YR,M_65_LE,RS,2006-01-01,13.5 
YR,M_65_LE,RS,2007-01-01,13.6 
YR,M_65_LE,RS,2008-01-01,13.8 
YR,M_65_LE,RS,2009-01-01,13.8 
YR,M_65_LE,RS,2010-01-01,14.0 
YR,M_65_LE,RS,2011-01-01,13.9 b
YR,M_65_LE,RS,2012-01-01,14.0 
YR,M_65_LE,RS,2013-01-01,14.3 
YR,M_65_LE,RS,2014-01-01,14.4 
YR,M_65_LE,RS,2015-01-01,14.4 
YR,M_65_LE,RS,2016-01-01,14.6 
YR,M_65_LE,RU,2005-01-01,: 
YR,M_65_LE,RU,2006-01-01,11.4 
YR,M_65_LE,RU,2007-01-01,11.7 
YR,M_65_LE,RU,2008-01-01,11.8 
YR,M_65_LE,RU,2009-01-01,12.0 
YR,M_65_LE,RU,2010-01-01,12.1 
YR,M_65_LE,RU,2011-01-01,: 
YR,M_65_LE,RU,2012-01-01,: 
YR,M_65_LE,RU,2013-01-01,: 
YR,M_65_LE,RU,2014-01-01,: 
YR,M_65_LE,RU,2015-01-01,: 
YR,M_65_LE,RU,2016-01-01,: 
YR,M_65_LE,SE,2005-01-01,17.4 
YR,M_65_LE,SE,2006-01-01,17.7 
YR,M_65_LE,SE,2007-01-01,17.9 
YR,M_65_LE,SE,2008-01-01,18.0 
YR,M_65_LE,SE,2009-01-01,18.2 
YR,M_65_LE,SE,2010-01-01,18.3 
YR,M_65_LE,SE,2011-01-01,18.5 
YR,M_65_LE,SE,2012-01-01,18.5 
YR,M_65_LE,SE,2013-01-01,18.8 
YR,M_65_LE,SE,2014-01-01,18.9 
YR,M_65_LE,SE,2015-01-01,18.9 
YR,M_65_LE,SE,2016-01-01,19.1 
YR,M_65_LE,SI,2005-01-01,15.2 
YR,M_65_LE,SI,2006-01-01,15.8 
YR,M_65_LE,SI,2007-01-01,15.9 
YR,M_65_LE,SI,2008-01-01,16.4 b
YR,M_65_LE,SI,2009-01-01,16.4 
YR,M_65_LE,SI,2010-01-01,16.8 
YR,M_65_LE,SI,2011-01-01,16.9 
YR,M_65_LE,SI,2012-01-01,17.1 
YR,M_65_LE,SI,2013-01-01,17.2 
YR,M_65_LE,SI,2014-01-01,17.7 
YR,M_65_LE,SI,2015-01-01,17.6 
YR,M_65_LE,SI,2016-01-01,17.9 
YR,M_65_LE,SK,2005-01-01,13.3 
YR,M_65_LE,SK,2006-01-01,13.4 
YR,M_65_LE,SK,2007-01-01,13.6 
YR,M_65_LE,SK,2008-01-01,13.8 
YR,M_65_LE,SK,2009-01-01,14.1 
YR,M_65_LE,SK,2010-01-01,14.1 
YR,M_65_LE,SK,2011-01-01,14.5 
YR,M_65_LE,SK,2012-01-01,14.6 
YR,M_65_LE,SK,2013-01-01,14.7 
YR,M_65_LE,SK,2014-01-01,15.1 
YR,M_65_LE,SK,2015-01-01,15.0 
YR,M_65_LE,SK,2016-01-01,15.3 
YR,M_65_LE,SM,2005-01-01,: 
YR,M_65_LE,SM,2006-01-01,: 
YR,M_65_LE,SM,2007-01-01,: 
YR,M_65_LE,SM,2008-01-01,: 
YR,M_65_LE,SM,2009-01-01,: 
YR,M_65_LE,SM,2010-01-01,: 
YR,M_65_LE,SM,2011-01-01,: 
YR,M_65_LE,SM,2012-01-01,21.1 
YR,M_65_LE,SM,2013-01-01,: 
YR,M_65_LE,SM,2014-01-01,: 
YR,M_65_LE,SM,2015-01-01,: 
YR,M_65_LE,SM,2016-01-01,: 
YR,M_65_LE,TR,2005-01-01,: 
YR,M_65_LE,TR,2006-01-01,: 
YR,M_65_LE,TR,2007-01-01,: 
YR,M_65_LE,TR,2008-01-01,: 
YR,M_65_LE,TR,2009-01-01,15.2 
YR,M_65_LE,TR,2010-01-01,15.6 
YR,M_65_LE,TR,2011-01-01,15.7 
YR,M_65_LE,TR,2012-01-01,16.0 
YR,M_65_LE,TR,2013-01-01,16.3 
YR,M_65_LE,TR,2014-01-01,16.2 
YR,M_65_LE,TR,2015-01-01,16.1 
YR,M_65_LE,TR,2016-01-01,16.1 
YR,M_65_LE,UA,2005-01-01,: 
YR,M_65_LE,UA,2006-01-01,11.7 
YR,M_65_LE,UA,2007-01-01,11.7 
YR,M_65_LE,UA,2008-01-01,11.9 
YR,M_65_LE,UA,2009-01-01,: 
YR,M_65_LE,UA,2010-01-01,12.2 
YR,M_65_LE,UA,2011-01-01,12.7 
YR,M_65_LE,UA,2012-01-01,12.7 
YR,M_65_LE,UA,2013-01-01,: 
YR,M_65_LE,UA,2014-01-01,13.0 
YR,M_65_LE,UA,2015-01-01,13.2 
YR,M_65_LE,UA,2016-01-01,: 
YR,M_65_LE,UK,2005-01-01,17.0 
YR,M_65_LE,UK,2006-01-01,17.3 
YR,M_65_LE,UK,2007-01-01,17.5 
YR,M_65_LE,UK,2008-01-01,17.6 
YR,M_65_LE,UK,2009-01-01,18.0 
YR,M_65_LE,UK,2010-01-01,18.2 
YR,M_65_LE,UK,2011-01-01,18.5 
YR,M_65_LE,UK,2012-01-01,18.5 
YR,M_65_LE,UK,2013-01-01,18.6 
YR,M_65_LE,UK,2014-01-01,18.8 e
YR,M_65_LE,UK,2015-01-01,18.6 e
YR,M_65_LE,UK,2016-01-01,18.8 e
YR,M_65_LE,XK,2005-01-01,: 
YR,M_65_LE,XK,2006-01-01,: 
YR,M_65_LE,XK,2007-01-01,: 
YR,M_65_LE,XK,2008-01-01,: 
YR,M_65_LE,XK,2009-01-01,: 
YR,M_65_LE,XK,2010-01-01,: 
YR,M_65_LE,XK,2011-01-01,: 
YR,M_65_LE,XK,2012-01-01,: 
YR,M_65_LE,XK,2013-01-01,: 
YR,M_65_LE,XK,2014-01-01,: 
YR,M_65_LE,XK,2015-01-01,: p
YR,M_65_LE,XK,2016-01-01,15.6 p
