unit,age,sex,geotime,date,value
PC,Y_GE65,T,HR,2013-01-01,31.9
PC,Y_GE65,T,HR,2014-01-01,29.7
PC,Y_GE65,T,HR,2015-01-01,31.8
PC,Y_GE65,T,HR,2016-01-01,32.8
PC,Y_GE65,T,HR,2017-01-01,
PC,Y_GE65,T,HU,2006-01-01,23.9
PC,Y_GE65,T,HU,2007-01-01,21.1
PC,Y_GE65,T,HU,2008-01-01,17.5
PC,Y_GE65,T,HU,2009-01-01,17.5
PC,Y_GE65,T,HU,2010-01-01,16.8
PC,Y_GE65,T,HU,2011-01-01,19.0
PC,Y_GE65,T,HU,2012-01-01,22.0
PC,Y_GE65,T,HU,2013-01-01,20.2
PC,Y_GE65,T,HU,2014-01-01,19.0
PC,Y_GE65,T,HU,2015-01-01,17.1
PC,Y_GE65,T,HU,2016-01-01,15.1
PC,Y_GE65,T,HU,2017-01-01,16.8
PC,Y_GE65,T,IE,2006-01-01,27.7
PC,Y_GE65,T,IE,2007-01-01,28.7
PC,Y_GE65,T,IE,2008-01-01,22.5
PC,Y_GE65,T,IE,2009-01-01,17.9
PC,Y_GE65,T,IE,2010-01-01,11.3
PC,Y_GE65,T,IE,2011-01-01,13.8
PC,Y_GE65,T,IE,2012-01-01,15.2
PC,Y_GE65,T,IE,2013-01-01,13.7
PC,Y_GE65,T,IE,2014-01-01,13.9
PC,Y_GE65,T,IE,2015-01-01,16.5
PC,Y_GE65,T,IE,2016-01-01,17.4
PC,Y_GE65,T,IE,2017-01-01,
PC,Y_GE65,T,IS,2006-01-01,12.4
PC,Y_GE65,T,IS,2007-01-01,15.4
PC,Y_GE65,T,IS,2008-01-01,15.2
PC,Y_GE65,T,IS,2009-01-01,12.4
PC,Y_GE65,T,IS,2010-01-01,5.3
PC,Y_GE65,T,IS,2011-01-01,4.5
PC,Y_GE65,T,IS,2012-01-01,5.0
PC,Y_GE65,T,IS,2013-01-01,4.2
PC,Y_GE65,T,IS,2014-01-01,7.3
PC,Y_GE65,T,IS,2015-01-01,6.2
PC,Y_GE65,T,IS,2016-01-01,6.3
PC,Y_GE65,T,IS,2017-01-01,
PC,Y_GE65,T,IT,2006-01-01,24.8
PC,Y_GE65,T,IT,2007-01-01,25.5
PC,Y_GE65,T,IT,2008-01-01,24.4
PC,Y_GE65,T,IT,2009-01-01,22.9
PC,Y_GE65,T,IT,2010-01-01,20.4
PC,Y_GE65,T,IT,2011-01-01,24.0
PC,Y_GE65,T,IT,2012-01-01,24.7
PC,Y_GE65,T,IT,2013-01-01,22.0
PC,Y_GE65,T,IT,2014-01-01,20.2
PC,Y_GE65,T,IT,2015-01-01,19.9
PC,Y_GE65,T,IT,2016-01-01,23.2
PC,Y_GE65,T,IT,2017-01-01,22.0
PC,Y_GE65,T,LT,2006-01-01,41.3
PC,Y_GE65,T,LT,2007-01-01,39.1
PC,Y_GE65,T,LT,2008-01-01,39.9
PC,Y_GE65,T,LT,2009-01-01,35.3
PC,Y_GE65,T,LT,2010-01-01,29.8
PC,Y_GE65,T,LT,2011-01-01,30.9
PC,Y_GE65,T,LT,2012-01-01,35.7
PC,Y_GE65,T,LT,2013-01-01,31.7
PC,Y_GE65,T,LT,2014-01-01,31.9
PC,Y_GE65,T,LT,2015-01-01,36.0
PC,Y_GE65,T,LT,2016-01-01,37.4
PC,Y_GE65,T,LT,2017-01-01,40.3
PC,Y_GE65,T,LU,2006-01-01,8.3
PC,Y_GE65,T,LU,2007-01-01,7.2
PC,Y_GE65,T,LU,2008-01-01,5.4
PC,Y_GE65,T,LU,2009-01-01,6.2
PC,Y_GE65,T,LU,2010-01-01,6.1
PC,Y_GE65,T,LU,2011-01-01,4.7
PC,Y_GE65,T,LU,2012-01-01,6.1
PC,Y_GE65,T,LU,2013-01-01,7.0
PC,Y_GE65,T,LU,2014-01-01,6.4
PC,Y_GE65,T,LU,2015-01-01,8.2
PC,Y_GE65,T,LU,2016-01-01,9.1
PC,Y_GE65,T,LU,2017-01-01,11.8
PC,Y_GE65,T,LV,2006-01-01,51.9
PC,Y_GE65,T,LV,2007-01-01,51.4
PC,Y_GE65,T,LV,2008-01-01,58.8
PC,Y_GE65,T,LV,2009-01-01,55.5
PC,Y_GE65,T,LV,2010-01-01,36.8
PC,Y_GE65,T,LV,2011-01-01,33.0
PC,Y_GE65,T,LV,2012-01-01,33.7
PC,Y_GE65,T,LV,2013-01-01,36.1
PC,Y_GE65,T,LV,2014-01-01,39.3
PC,Y_GE65,T,LV,2015-01-01,42.1
PC,Y_GE65,T,LV,2016-01-01,43.1
PC,Y_GE65,T,LV,2017-01-01,43.9
PC,Y_GE65,T,MK,2006-01-01,
PC,Y_GE65,T,MK,2007-01-01,
PC,Y_GE65,T,MK,2008-01-01,
PC,Y_GE65,T,MK,2009-01-01,
PC,Y_GE65,T,MK,2010-01-01,40.9
PC,Y_GE65,T,MK,2011-01-01,48.3
PC,Y_GE65,T,MK,2012-01-01,50.0
PC,Y_GE65,T,MK,2013-01-01,44.0
PC,Y_GE65,T,MK,2014-01-01,38.5
PC,Y_GE65,T,MK,2015-01-01,35.2
PC,Y_GE65,T,MK,2016-01-01,34.6
PC,Y_GE65,T,MK,2017-01-01,
PC,Y_GE65,T,MT,2006-01-01,25.7
PC,Y_GE65,T,MT,2007-01-01,22.8
PC,Y_GE65,T,MT,2008-01-01,26.0
PC,Y_GE65,T,MT,2009-01-01,22.2
PC,Y_GE65,T,MT,2010-01-01,21.7
PC,Y_GE65,T,MT,2011-01-01,21.0
PC,Y_GE65,T,MT,2012-01-01,22.3
PC,Y_GE65,T,MT,2013-01-01,20.8
PC,Y_GE65,T,MT,2014-01-01,23.3
PC,Y_GE65,T,MT,2015-01-01,23.7
PC,Y_GE65,T,MT,2016-01-01,26.1
PC,Y_GE65,T,MT,2017-01-01,26.4
PC,Y_GE65,T,NL,2006-01-01,6.4
PC,Y_GE65,T,NL,2007-01-01,9.8
PC,Y_GE65,T,NL,2008-01-01,9.7
PC,Y_GE65,T,NL,2009-01-01,8.1
PC,Y_GE65,T,NL,2010-01-01,6.2
PC,Y_GE65,T,NL,2011-01-01,6.9
PC,Y_GE65,T,NL,2012-01-01,6.2
PC,Y_GE65,T,NL,2013-01-01,6.1
PC,Y_GE65,T,NL,2014-01-01,6.9
PC,Y_GE65,T,NL,2015-01-01,6.1
PC,Y_GE65,T,NL,2016-01-01,10.0
PC,Y_GE65,T,NL,2017-01-01,10.6
PC,Y_GE65,T,NO,2006-01-01,17.4
PC,Y_GE65,T,NO,2007-01-01,14.2
PC,Y_GE65,T,NO,2008-01-01,14.9
PC,Y_GE65,T,NO,2009-01-01,12.3
PC,Y_GE65,T,NO,2010-01-01,12.3
PC,Y_GE65,T,NO,2011-01-01,11.4
PC,Y_GE65,T,NO,2012-01-01,9.6
PC,Y_GE65,T,NO,2013-01-01,9.8
PC,Y_GE65,T,NO,2014-01-01,9.9
PC,Y_GE65,T,NO,2015-01-01,9.2
PC,Y_GE65,T,NO,2016-01-01,9.5
PC,Y_GE65,T,NO,2017-01-01,8.8
PC,Y_GE65,T,PL,2006-01-01,32.5
PC,Y_GE65,T,PL,2007-01-01,27.3
PC,Y_GE65,T,PL,2008-01-01,26.9
PC,Y_GE65,T,PL,2009-01-01,25.8
PC,Y_GE65,T,PL,2010-01-01,24.4
PC,Y_GE65,T,PL,2011-01-01,24.7
PC,Y_GE65,T,PL,2012-01-01,23.4
PC,Y_GE65,T,PL,2013-01-01,19.7
PC,Y_GE65,T,PL,2014-01-01,18.2
PC,Y_GE65,T,PL,2015-01-01,17.0
PC,Y_GE65,T,PL,2016-01-01,16.1
PC,Y_GE65,T,PL,2017-01-01,17.4
PC,Y_GE65,T,PT,2006-01-01,32.2
PC,Y_GE65,T,PT,2007-01-01,30.0
PC,Y_GE65,T,PT,2008-01-01,27.7
PC,Y_GE65,T,PT,2009-01-01,26.0
PC,Y_GE65,T,PT,2010-01-01,26.1
PC,Y_GE65,T,PT,2011-01-01,24.5
PC,Y_GE65,T,PT,2012-01-01,22.2
PC,Y_GE65,T,PT,2013-01-01,20.3
PC,Y_GE65,T,PT,2014-01-01,21.1
PC,Y_GE65,T,PT,2015-01-01,21.7
PC,Y_GE65,T,PT,2016-01-01,21.8
PC,Y_GE65,T,PT,2017-01-01,20.7
PC,Y_GE65,T,RO,2006-01-01,
PC,Y_GE65,T,RO,2007-01-01,57.9
PC,Y_GE65,T,RO,2008-01-01,49.4
PC,Y_GE65,T,RO,2009-01-01,43.3
PC,Y_GE65,T,RO,2010-01-01,40.1
PC,Y_GE65,T,RO,2011-01-01,36.2
PC,Y_GE65,T,RO,2012-01-01,35.4
PC,Y_GE65,T,RO,2013-01-01,35.8
PC,Y_GE65,T,RO,2014-01-01,35.0
PC,Y_GE65,T,RO,2015-01-01,33.3
PC,Y_GE65,T,RO,2016-01-01,34.0
PC,Y_GE65,T,RO,2017-01-01,33.2
PC,Y_GE65,T,RS,2006-01-01,
PC,Y_GE65,T,RS,2007-01-01,
PC,Y_GE65,T,RS,2008-01-01,
PC,Y_GE65,T,RS,2009-01-01,
PC,Y_GE65,T,RS,2010-01-01,
PC,Y_GE65,T,RS,2011-01-01,
PC,Y_GE65,T,RS,2012-01-01,
PC,Y_GE65,T,RS,2013-01-01,35.7
PC,Y_GE65,T,RS,2014-01-01,36.6
PC,Y_GE65,T,RS,2015-01-01,35.2
PC,Y_GE65,T,RS,2016-01-01,31.2
PC,Y_GE65,T,RS,2017-01-01,
PC,Y_GE65,T,SE,2006-01-01,11.9
PC,Y_GE65,T,SE,2007-01-01,10.4
PC,Y_GE65,T,SE,2008-01-01,15.9
PC,Y_GE65,T,SE,2009-01-01,16.5
PC,Y_GE65,T,SE,2010-01-01,14.8
PC,Y_GE65,T,SE,2011-01-01,16.4
PC,Y_GE65,T,SE,2012-01-01,16.2
PC,Y_GE65,T,SE,2013-01-01,15.2
PC,Y_GE65,T,SE,2014-01-01,13.7
PC,Y_GE65,T,SE,2015-01-01,16.2
PC,Y_GE65,T,SE,2016-01-01,17.0
PC,Y_GE65,T,SE,2017-01-01,16.1
PC,Y_GE65,T,SI,2006-01-01,22.5
PC,Y_GE65,T,SI,2007-01-01,22.4
PC,Y_GE65,T,SI,2008-01-01,24.4
PC,Y_GE65,T,SI,2009-01-01,23.3
PC,Y_GE65,T,SI,2010-01-01,22.8
PC,Y_GE65,T,SI,2011-01-01,24.2
PC,Y_GE65,T,SI,2012-01-01,22.8
PC,Y_GE65,T,SI,2013-01-01,23.0
PC,Y_GE65,T,SI,2014-01-01,20.1
PC,Y_GE65,T,SI,2015-01-01,20.2
PC,Y_GE65,T,SI,2016-01-01,19.9
PC,Y_GE65,T,SI,2017-01-01,18.3
PC,Y_GE65,T,SK,2006-01-01,25.6
PC,Y_GE65,T,SK,2007-01-01,22.1
PC,Y_GE65,T,SK,2008-01-01,21.9
PC,Y_GE65,T,SK,2009-01-01,19.7
PC,Y_GE65,T,SK,2010-01-01,16.7
PC,Y_GE65,T,SK,2011-01-01,14.5
PC,Y_GE65,T,SK,2012-01-01,16.3
PC,Y_GE65,T,SK,2013-01-01,13.6
PC,Y_GE65,T,SK,2014-01-01,13.4
PC,Y_GE65,T,SK,2015-01-01,12.8
PC,Y_GE65,T,SK,2016-01-01,12.3
PC,Y_GE65,T,SK,2017-01-01,12.1
PC,Y_GE65,T,TR,2006-01-01,55.7
PC,Y_GE65,T,TR,2007-01-01,54.9
PC,Y_GE65,T,TR,2008-01-01,55.0
PC,Y_GE65,T,TR,2009-01-01,52.0
PC,Y_GE65,T,TR,2010-01-01,55.8
PC,Y_GE65,T,TR,2011-01-01,54.8
PC,Y_GE65,T,TR,2012-01-01,52.4
PC,Y_GE65,T,TR,2013-01-01,46.7
PC,Y_GE65,T,TR,2014-01-01,34.1
PC,Y_GE65,T,TR,2015-01-01,37.8
PC,Y_GE65,T,TR,2016-01-01,
PC,Y_GE65,T,TR,2017-01-01,
PC,Y_GE65,T,UK,2006-01-01,27.5
PC,Y_GE65,T,UK,2007-01-01,27.9
PC,Y_GE65,T,UK,2008-01-01,28.5
PC,Y_GE65,T,UK,2009-01-01,23.1
PC,Y_GE65,T,UK,2010-01-01,22.3
PC,Y_GE65,T,UK,2011-01-01,22.7
PC,Y_GE65,T,UK,2012-01-01,17.3
PC,Y_GE65,T,UK,2013-01-01,18.1
PC,Y_GE65,T,UK,2014-01-01,19.0
PC,Y_GE65,T,UK,2015-01-01,17.9
PC,Y_GE65,T,UK,2016-01-01,18.0
PC,Y_GE65,T,UK,2017-01-01,
