unit,quantile,reason,age,sex,geotime,date,value
PC,TOTAL,TOOEFW,Y_GE16,T,SI,2008-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,SI,2009-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,SI,2010-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,SI,2011-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,SI,2012-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,SI,2013-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,SI,2014-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,SI,2015-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,SI,2016-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,T,SI,2017-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,T,SK,2008-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,SK,2009-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,SK,2010-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,SK,2011-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,SK,2012-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,SK,2013-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,SK,2014-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,SK,2015-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,SK,2016-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,SK,2017-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,TR,2008-01-01,13
PC,TOTAL,TOOEFW,Y_GE16,T,TR,2009-01-01,14
PC,TOTAL,TOOEFW,Y_GE16,T,TR,2010-01-01,16
PC,TOTAL,TOOEFW,Y_GE16,T,TR,2011-01-01,12
PC,TOTAL,TOOEFW,Y_GE16,T,TR,2012-01-01,10
PC,TOTAL,TOOEFW,Y_GE16,T,TR,2013-01-01,10
PC,TOTAL,TOOEFW,Y_GE16,T,TR,2014-01-01,9
PC,TOTAL,TOOEFW,Y_GE16,T,TR,2015-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,T,TR,2016-01-01,
PC,TOTAL,TOOEFW,Y_GE16,T,TR,2017-01-01,
PC,TOTAL,TOOEFW,Y_GE16,T,UK,2008-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,UK,2009-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,UK,2010-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,UK,2011-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,UK,2012-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,UK,2013-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,UK,2014-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,UK,2015-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,T,UK,2016-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,T,UK,2017-01-01,
